Orthogroup	Prar	Syai
OG0001163	Prar.g_01151	Syai.g_02363
OG0001164	Prar.g_01147	Syai.g_02369
OG0001165	Prar.g_01144	Syai.g_02374
OG0001166	Prar.g_01124	Syai.g_02400
OG0001167	Prar.g_01959	Syai.g_02254
OG0001168	Prar.g_01957	Syai.g_02256
OG0001169	Prar.g_00596	Syai.g_02258
OG0001170	Prar.g_00598	Syai.g_02260
OG0001171	Prar.g_00607	Syai.g_02270
OG0001172	Prar.g_01111	Syai.g_00323
OG0001173	Prar.g_01110	Syai.g_00324
OG0001174	Prar.g_01102	Syai.g_00332
OG0001175	Prar.g_01101	Syai.g_00333
OG0001176	Prar.g_01094	Syai.g_00352
OG0001177	Prar.g_01091	Syai.g_00350
OG0001178	Prar.g_01086	Syai.g_02383
OG0001179	Prar.g_01043	Syai.g_00385
OG0001180	Prar.g_01022	Syai.g_00410
OG0001181	Prar.g_01018	Syai.g_00414
OG0001182	Prar.g_01011	Syai.g_00423
OG0001183	Prar.g_00618	Syai.g_00429
OG0001184	Prar.g_00634	Syai.g_00156
OG0001185	Prar.g_00648	Syai.g_00117
OG0001186	Prar.g_00670	Syai.g_00084
OG0001187	Prar.g_00674	Syai.g_00081
OG0001188	Prar.g_00676	Syai.g_00078
OG0001189	Prar.g_00693	Syai.g_00061
OG0001190	Prar.g_00697	Syai.g_02776
OG0001191	Prar.g_00707	Syai.g_02788
OG0001192	Prar.g_00074	Syai.g_02793
OG0001193	Prar.g_00064	Syai.g_02835
OG0001194	Prar.g_00063	Syai.g_02838
OG0001195	Prar.g_00062	Syai.g_02839
OG0001196	Prar.g_00049	Syai.g_02913
OG0001197	Prar.g_00048	Syai.g_02915
OG0001198	Prar.g_00041	Syai.g_02930
OG0001199	Prar.g_00254	Syai.g_02480
OG0001200	Prar.g_00252	Syai.g_02482
OG0001202	Prar.g_00128	Syai.g_02674
OG0001203	Prar.g_00089	Syai.g_00540
OG0001204	Prar.g_00084	Syai.g_00312
OG0001205	Prar.g_00493	Syai.g_02212
OG0001206	Prar.g_00511	Syai.g_00853
OG0001207	Prar.g_00527	Syai.g_00629
OG0001208	Prar.g_00532	Syai.g_00640
OG0001209	Prar.g_01365	Syai.g_00711
OG0001210	Prar.g_01370	Syai.g_00720
OG0001211	Prar.g_01380	Syai.g_00735
OG0001212	Prar.g_01426	Syai.g_00799
OG0001213	Prar.g_01459	Syai.g_01082
OG0001214	Prar.g_01467	Syai.g_01106
OG0001215	Prar.g_01520	Syai.g_01958
OG0001216	Prar.g_01601	Syai.g_01388
OG0001217	Prar.g_01638	Syai.g_01185
OG0001219	Prar.g_01672	Syai.g_01561
OG0001220	Prar.g_01735	Syai.g_02087
OG0001221	Prar.g_01787	Syai.g_01284
OG0001222	Prar.g_01825	Syai.g_01516
OG0001223	Prar.g_01851	Syai.g_01463
OG0001224	Prar.g_01900	Syai.g_02011
OG0001225	Prar.g_01902	Syai.g_02009
OG0001226	Prar.g_01928	Syai.g_01154
OG0001227	Prar.g_01947	Syai.g_02806
OG0001228	Prar.g_01218	Syai.g_02218
OG0001229	Prar.g_00913	Syai.g_01986
OG0001230	Prar.g_00347	Syai.g_00964
OG0001231	Prar.g_00751	Syai.g_00017
OG0001232	Prar.g_01120	Syai.g_02410
OG0001233	Prar.g_00599	Syai.g_02261
OG0001234	Prar.g_01099	Syai.g_00337
OG0001235	Prar.g_01089	Syai.g_00343
OG0001236	Prar.g_00631	Syai.g_00159
OG0001237	Prar.g_00635	Syai.g_00137
OG0001238	Prar.g_00708	Syai.g_02789
OG0001239	Prar.g_00547	Syai.g_02477
OG0001240	Prar.g_00235	Syai.g_02527
OG0001241	Prar.g_00227	Syai.g_02537
OG0001242	Prar.g_00209	Syai.g_02566
OG0001243	Prar.g_00203	Syai.g_02573
OG0001244	Prar.g_00187	Syai.g_02605
OG0001245	Prar.g_00441	Syai.g_02091
OG0001246	Prar.g_01335	Syai.g_00666
OG0001247	Prar.g_01513	Syai.g_01380
OG0001248	Prar.g_01515	Syai.g_01377
OG0001249	Prar.g_01661	Syai.g_00464
OG0001250	Prar.g_01724	Syai.g_02053
OG0001251	Prar.g_01760	Syai.g_02845
OG0001252	Prar.g_01895	Syai.g_02018
OG0001254	Prar.g_01294	Syai.g_01744
OG0001255	Prar.g_01279	Syai.g_01915
OG0001256	Prar.g_00758	Syai.g_02362
OG0001257	Prar.g_00752	Syai.g_00848
OG0001258	Prar.g_01146	Syai.g_02372
OG0001259	Prar.g_00597	Syai.g_02259
OG0001260	Prar.g_00613	Syai.g_02281
OG0001261	Prar.g_01035	Syai.g_00394
OG0001262	Prar.g_00691	Syai.g_00063
OG0001263	Prar.g_00200	Syai.g_02576
OG0001265	Prar.g_00210	Syai.g_02563
OG0001266	Prar.g_00124	Syai.g_02679
OG0001267	Prar.g_00307	Syai.g_00259
OG0001268	Prar.g_00399	Syai.g_00492
OG0001269	Prar.g_00419	Syai.g_01699
OG0001270	Prar.g_00482	Syai.g_02231
OG0001271	Prar.g_00522	Syai.g_00862
OG0001272	Prar.g_00536	Syai.g_00644
OG0001273	Prar.g_01461	Syai.g_01099
OG0001274	Prar.g_01533	Syai.g_02706
OG0001275	Prar.g_01860	Syai.g_01447
OG0001276	Prar.g_01879	Syai.g_01431
OG0001277	Prar.g_01937	Syai.g_02899
OG0001278	Prar.g_01213	Syai.g_01799
OG0001280	Prar.g_00956	Syai.g_02176
OG0001281	Prar.g_00950	Syai.g_02186
OG0001282	Prar.g_00910	Syai.g_00627
OG0001283	Prar.g_00891	Syai.g_02908
OG0001284	Prar.g_00777	Syai.g_02338
OG0001285	Prar.g_01966	Syai.g_02866
OG0001287	Prar.g_00655	Syai.g_00109
OG0001289	Prar.g_00241	Syai.g_02504
OG0001290	Prar.g_00228	Syai.g_02536
OG0001291	Prar.g_00193	Syai.g_02587
OG0001292	Prar.g_00079	Syai.g_00306
OG0001293	Prar.g_00326	Syai.g_00285
OG0001294	Prar.g_00439	Syai.g_01242
OG0001295	Prar.g_00516	Syai.g_00722
OG0001296	Prar.g_01340	Syai.g_00672
OG0001298	Prar.g_01406	Syai.g_00773
OG0001299	Prar.g_01496	Syai.g_01236
OG0001300	Prar.g_01523	Syai.g_01982
OG0001301	Prar.g_01526	Syai.g_01995
OG0001302	Prar.g_01670	Syai.g_01142
OG0001303	Prar.g_01864	Syai.g_01559
OG0001304	Prar.g_01889	Syai.g_01418
OG0001305	Prar.g_01908	Syai.g_02001
OG0001306	Prar.g_01277	Syai.g_02160
OG0001307	Prar.g_00928	Syai.g_01717
OG0001308	Prar.g_00837	Syai.g_00943
OG0001309	Prar.g_00754	Syai.g_00682
OG0001311	Prar.g_01881	Syai.g_01429
OG0001312	Prar.g_01814	Syai.g_01549
OG0001315	Prar.g_00556	Syai.g_00427
OG0001316	Prar.g_00188	Syai.g_02593
OG0001317	Prar.g_00093	Syai.g_00534
OG0001318	Prar.g_00331	Syai.g_00293
OG0001319	Prar.g_00315	Syai.g_00270
OG0001321	Prar.g_00499	Syai.g_02195
OG0001322	Prar.g_00500	Syai.g_02194
OG0001323	Prar.g_01349	Syai.g_00685
OG0001324	Prar.g_01524	Syai.g_01983
OG0001325	Prar.g_01604	Syai.g_01392
OG0001326	Prar.g_01547	Syai.g_02856
OG0001327	Prar.g_01920	Syai.g_01250
OG0001328	Prar.g_01946	Syai.g_01278
OG0001330	Prar.g_00977	Syai.g_02167
OG0001331	Prar.g_00905	Syai.g_00622
OG0001332	Prar.g_00804	Syai.g_02293
OG0001333	Prar.g_01958	Syai.g_02255
OG0001334	Prar.g_00621	Syai.g_00438
OG0001335	Prar.g_00622	Syai.g_00439
OG0001336	Prar.g_00052	Syai.g_02909
OG0001339	Prar.g_00225	Syai.g_02539
OG0001340	Prar.g_00259	Syai.g_00453
OG0001343	Prar.g_01757	Syai.g_02842
OG0001344	Prar.g_01259	Syai.g_02139
OG0001345	Prar.g_01244	Syai.g_02110
OG0001346	Prar.g_00954	Syai.g_02180
OG0001348	Prar.g_00732	Syai.g_02033
OG0001351	Prar.g_00502	Syai.g_00843
OG0001352	Prar.g_01510	Syai.g_00700
OG0001355	Prar.g_00722, Prar.g_01158	Syai.g_01698
OG0001356	Prar.g_01181	Syai.g_02032
OG0001359	Prar.g_01758	Syai.g_02841
OG0001360	Prar.g_01949	Syai.g_02107
OG0001361	Prar.g_01247	Syai.g_02113
OG0001362	Prar.g_00833	Syai.g_00938
OG0001363	Prar.g_00831	Syai.g_00936
OG0001364	Prar.g_00624	Syai.g_00173
OG0001370	Prar.g_00508	Syai.g_02317, Syai.g_02865
OG0001373	Prar.g_01548	Syai.g_02855
OG0001374	Prar.g_01540	Syai.g_02863
OG0001375	Prar.g_01756	Syai.g_02843
OG0001376	Prar.g_01914	Syai.g_02795
OG0001377	Prar.g_01915	Syai.g_02794
OG0001378	Prar.g_01325	Syai.g_02232
OG0001380	Prar.g_00923	Syai.g_01168
OG0001381	Prar.g_00917	Syai.g_02819, Syai.g_01723
OG0001385	Prar.g_01551	Syai.g_02852
OG0001386	Prar.g_01550	Syai.g_02853
OG0001387	Prar.g_01549	Syai.g_02854
OG0001388	Prar.g_01546	Syai.g_02857
OG0001389	Prar.g_01545	Syai.g_02858
OG0001390	Prar.g_01544	Syai.g_02859
OG0001391	Prar.g_01543	Syai.g_02860
OG0001392	Prar.g_01542	Syai.g_02861
OG0001393	Prar.g_01541	Syai.g_02862
OG0001395	Prar.g_01891	Syai.g_01410
OG0001397	Prar.g_00832	Syai.g_00937
OG0001400	Prar.g_00368	Syai.g_02602, Syai.g_01928
OG0001404	Prar.g_00550	Syai.g_02473
OG0001405	Prar.g_00261	Syai.g_00441
OG0001406	Prar.g_01913	Syai.g_02796
OG0001407	Prar.g_01926	Syai.g_00701
OG0001408	Prar.g_01932, Prar.g_01931	Syai.g_01831
OG0001413	Prar.g_00763	Syai.g_01148
OG0001414	Prar.g_00098	Syai.g_01722
OG0001416	Prar.g_00507	Syai.g_02183
OG0001417	Prar.g_00518, Prar.g_00519	Syai.g_01478
OG0001419	Prar.g_01927	Syai.g_00702
OG0001420	Prar.g_01316	Syai.g_00697
OG0001421	Prar.g_00757	Syai.g_01621
OG0001422	Prar.g_00734	Syai.g_02171
OG0001423	Prar.g_01560	Syai.g_02446, Syai.g_02822, Syai.g_02466
OG0001428	Prar.g_00155	Syai.g_02637
OG0001430	Prar.g_00982	Syai.g_02768
OG0001432	Prar.g_00764	Syai.g_01943
OG0001433	Prar.g_01180	Syai.g_02031
OG0001435	Prar.g_01772	Syai.g_01256
OG0001438	Prar.g_00294	Syai.g_00244
OG0001439	Prar.g_00280	Syai.g_00219
OG0001441	Prar.g_01351	Syai.g_00687
OG0001442	Prar.g_01629	Syai.g_01305
OG0001446	Prar.g_00249	Syai.g_00832
OG0001447	Prar.g_00202	Syai.g_02574
OG0001448	Prar.g_00427	Syai.g_02808
OG0001452	Prar.g_01762	Syai.g_00298
OG0001453	Prar.g_01854	Syai.g_01455
OG0001454	Prar.g_01942	Syai.g_01153
OG0001456	Prar.g_01286	Syai.g_02873
OG0001457	Prar.g_01285	Syai.g_02874
OG0001458	Prar.g_01284	Syai.g_02875
OG0001459	Prar.g_00996	Syai.g_01712
OG0001462	Prar.g_00003	Syai.g_00045
OG0001465	Prar.g_01532	Syai.g_01384
OG0001467	Prar.g_01662	Syai.g_01141
OG0001468	Prar.g_01918	Syai.g_01144
OG0001470	Prar.g_00889	Syai.g_02235
OG0001471	Prar.g_00762	Syai.g_00224
OG0001472	Prar.g_00755	Syai.g_01931
OG0001473	Prar.g_00671	Syai.g_01130
OG0001474	Prar.g_00400	Syai.g_00493
OG0001475	Prar.g_00887	Syai.g_02237
OG0001479	Prar.g_00397	Syai.g_00490
OG0001480	Prar.g_00429	Syai.g_02088
OG0001482	Prar.g_00505	Syai.g_01468
OG0001492	Prar.g_01216	Syai.g_01796
OG0001493	Prar.g_01208	Syai.g_01820
OG0001494	Prar.g_00381	Syai.g_02428
OG0001499	Prar.g_00557	Syai.g_00831, Syai.g_01189
OG0001502	Prar.g_01657	Syai.g_02079
OG0001504	Prar.g_00995	Syai.g_01713
OG0001507	Prar.g_00714	Syai.g_01671
OG0001508	Prar.g_00890	Syai.g_02234
OG0001520	Prar.g_00454, Prar.g_00455	Syai.g_00757
OG0001528	Prar.g_00888	Syai.g_02236
OG0001546	Prar.g_01354	Syai.g_00690
OG0001548	Prar.g_01659	Syai.g_01157
OG0001551	Prar.g_01287	Syai.g_02028
OG0001552	Prar.g_01201	Syai.g_01018
OG0001554	Prar.g_00756	Syai.g_02774
OG0001555	Prar.g_00742	Syai.g_01645
OG0001572	Prar.g_01192	Syai.g_00564
OG0001582	Prar.g_00517	Syai.g_01500
OG0001585	Prar.g_00998	Syai.g_01635
OG0001588	Prar.g_00363	Syai.g_00170
OG0001602	Prar.g_01531	Syai.g_01383
OG0001625	Prar.g_00329	Syai.g_00291
OG0001633	Prar.g_00914	Syai.g_00995
OG0001647	Prar.g_00314	Syai.g_00268
OG0001667	Prar.g_00975	Syai.g_01923
OG0001712	Prar.g_00472	Syai.g_01634
OG0001713	Prar.g_00560	Syai.g_02130
OG0001726	Prar.g_00469	Syai.g_01593, Syai.g_01594
OG0001924	Prar.g_01574	Syai.g_01058
OG0001925	Prar.g_01573	Syai.g_01057
OG0001926	Prar.g_01572	Syai.g_01056
OG0001927	Prar.g_01571	Syai.g_01055
OG0001993	Prar.g_01576	Syai.g_01060
OG0001994	Prar.g_01575	Syai.g_01059
OG0002063	Prar.g_01973	Syai.g_01856, Syai.g_01833
OG0002111	Prar.g_01421	Syai.g_01901, Syai.g_01912, Syai.g_00576
OG0002156	Prar.g_00583, Prar.g_00582	Syai.g_00984
OG0002488	Prar.g_00377	Syai.g_00172
OG0002489	Prar.g_00465	Syai.g_00596, Syai.g_01023
