Orthogroup	Prar	Praf
OG0001160	Prar.g_00772	Praf.g_00504
OG0001161	Prar.g_00760	Praf.g_01650
OG0001162	Prar.g_00749	Praf.g_01145
OG0001163	Prar.g_01151	Praf.g_00492
OG0001164	Prar.g_01147	Praf.g_00487
OG0001165	Prar.g_01144	Praf.g_00484
OG0001166	Prar.g_01124	Praf.g_00459
OG0001167	Prar.g_01959	Praf.g_00437
OG0001168	Prar.g_01957	Praf.g_00435
OG0001169	Prar.g_00596	Praf.g_00433
OG0001170	Prar.g_00598	Praf.g_00431
OG0001171	Prar.g_00607	Praf.g_00421
OG0001172	Prar.g_01111	Praf.g_02197
OG0001173	Prar.g_01110	Praf.g_02196
OG0001174	Prar.g_01102	Praf.g_02188
OG0001175	Prar.g_01101	Praf.g_02187
OG0001176	Prar.g_01094	Praf.g_02171
OG0001177	Prar.g_01091	Praf.g_02173
OG0001178	Prar.g_01086	Praf.g_00474
OG0001179	Prar.g_01043	Praf.g_02137
OG0001180	Prar.g_01022	Praf.g_02109
OG0001181	Prar.g_01018	Praf.g_02105
OG0001182	Prar.g_01011	Praf.g_02096
OG0001183	Prar.g_00618	Praf.g_02081
OG0001184	Prar.g_00634	Praf.g_02391
OG0001185	Prar.g_00648	Praf.g_00184
OG0001186	Prar.g_00670	Praf.g_00091
OG0001187	Prar.g_00674	Praf.g_00088
OG0001188	Prar.g_00676	Praf.g_00083
OG0001189	Prar.g_00693	Praf.g_00058
OG0001190	Prar.g_00697	Praf.g_02656
OG0001191	Prar.g_00707	Praf.g_02669
OG0001192	Prar.g_00074	Praf.g_02674
OG0001193	Prar.g_00064	Praf.g_02724
OG0001194	Prar.g_00063	Praf.g_02728
OG0001195	Prar.g_00062	Praf.g_02729
OG0001196	Prar.g_00049	Praf.g_02766
OG0001197	Prar.g_00048	Praf.g_02768
OG0001198	Prar.g_00041	Praf.g_02780
OG0001199	Prar.g_00254	Praf.g_00315
OG0001200	Prar.g_00252	Praf.g_00313
OG0001201	Prar.g_00220	Praf.g_00243
OG0001203	Prar.g_00089	Praf.g_00387
OG0001204	Prar.g_00084	Praf.g_02206
OG0001205	Prar.g_00493	Praf.g_01979
OG0001206	Prar.g_00511	Praf.g_01941
OG0001207	Prar.g_00527	Praf.g_00586
OG0001208	Prar.g_00532	Praf.g_00597
OG0001209	Prar.g_01365	Praf.g_00663
OG0001210	Prar.g_01370	Praf.g_00673
OG0001211	Prar.g_01380	Praf.g_00690
OG0001212	Prar.g_01426	Praf.g_00750
OG0001213	Prar.g_01459	Praf.g_01684
OG0001214	Prar.g_01467	Praf.g_01694
OG0001215	Prar.g_01520	Praf.g_01220
OG0001216	Prar.g_01601	Praf.g_01304
OG0001217	Prar.g_01638	Praf.g_00710
OG0001219	Prar.g_01672	Praf.g_01432
OG0001220	Prar.g_01735	Praf.g_01619
OG0001221	Prar.g_01787	Praf.g_01480
OG0001222	Prar.g_01825	Praf.g_02684
OG0001223	Prar.g_01851	Praf.g_01364
OG0001224	Prar.g_01900	Praf.g_01278
OG0001225	Prar.g_01902	Praf.g_01276
OG0001226	Prar.g_01928	Praf.g_00991
OG0001227	Prar.g_01947	Praf.g_00558
OG0001228	Prar.g_01218	Praf.g_00899
OG0001229	Prar.g_00913	Praf.g_00494
OG0001230	Prar.g_00347	Praf.g_01784
OG0001231	Prar.g_00751	Praf.g_00017
OG0001232	Prar.g_01120	Praf.g_00454
OG0001233	Prar.g_00599	Praf.g_00430
OG0001234	Prar.g_01099	Praf.g_02184
OG0001235	Prar.g_01089	Praf.g_02176
OG0001236	Prar.g_00631	Praf.g_02387
OG0001237	Prar.g_00635	Praf.g_02392
OG0001238	Prar.g_00708	Praf.g_02670
OG0001239	Prar.g_00547	Praf.g_00318
OG0001240	Prar.g_00235	Praf.g_00260
OG0001241	Prar.g_00227	Praf.g_00250
OG0001243	Prar.g_00203	Praf.g_02402
OG0001244	Prar.g_00187	Praf.g_02429
OG0001245	Prar.g_00441	Praf.g_01003
OG0001246	Prar.g_01335	Praf.g_00624
OG0001247	Prar.g_01513	Praf.g_01572
OG0001248	Prar.g_01515	Praf.g_01210
OG0001249	Prar.g_01661	Praf.g_02063
OG0001250	Prar.g_01724	Praf.g_01598
OG0001252	Prar.g_01895	Praf.g_01284
OG0001253	Prar.g_01948	Praf.g_01008
OG0001254	Prar.g_01294	Praf.g_02691
OG0001255	Prar.g_01279	Praf.g_01134
OG0001256	Prar.g_00758	Praf.g_00497
OG0001258	Prar.g_01146	Praf.g_00486
OG0001259	Prar.g_00597	Praf.g_00432
OG0001260	Prar.g_00613	Praf.g_00403
OG0001261	Prar.g_01035	Praf.g_02128
OG0001262	Prar.g_00691	Praf.g_00061
OG0001263	Prar.g_00200	Praf.g_02404
OG0001265	Prar.g_00210	Praf.g_00217
OG0001266	Prar.g_00124	Praf.g_02522
OG0001267	Prar.g_00307	Praf.g_02279
OG0001268	Prar.g_00399	Praf.g_02048
OG0001269	Prar.g_00419	Praf.g_01616
OG0001270	Prar.g_00482	Praf.g_01991
OG0001271	Prar.g_00522	Praf.g_01910
OG0001272	Prar.g_00536	Praf.g_00601
OG0001273	Prar.g_01461	Praf.g_01687
OG0001274	Prar.g_01533	Praf.g_02550
OG0001275	Prar.g_01860	Praf.g_01351
OG0001276	Prar.g_01879	Praf.g_01334
OG0001277	Prar.g_01937	Praf.g_02752
OG0001278	Prar.g_01213	Praf.g_00893
OG0001280	Prar.g_00956	Praf.g_00798
OG0001281	Prar.g_00950	Praf.g_00789
OG0001283	Prar.g_00891	Praf.g_02762
OG0001285	Prar.g_01966	Praf.g_00450
OG0001287	Prar.g_00655	Praf.g_00176
OG0001288	Prar.g_00663	Praf.g_00158
OG0001290	Prar.g_00228	Praf.g_00251
OG0001291	Prar.g_00193	Praf.g_02414
OG0001292	Prar.g_00079	Praf.g_02211
OG0001293	Prar.g_00326	Praf.g_02252
OG0001294	Prar.g_00439	Praf.g_01750
OG0001295	Prar.g_00516	Praf.g_00676
OG0001298	Prar.g_01406	Praf.g_00722
OG0001300	Prar.g_01523	Praf.g_01206
OG0001301	Prar.g_01526	Praf.g_01122
OG0001302	Prar.g_01670	Praf.g_00360
OG0001303	Prar.g_01864	Praf.g_01431
OG0001307	Prar.g_00928	Praf.g_01893
OG0001308	Prar.g_00837	Praf.g_01808
OG0001309	Prar.g_00754	Praf.g_00639
OG0001310	Prar.g_01131	Praf.g_00465
OG0001311	Prar.g_01881	Praf.g_01332
OG0001312	Prar.g_01814	Praf.g_01421
OG0001316	Prar.g_00188	Praf.g_02421
OG0001319	Prar.g_00315	Praf.g_02269
OG0001321	Prar.g_00499	Praf.g_01961
OG0001322	Prar.g_00500	Praf.g_01960
OG0001323	Prar.g_01349	Praf.g_00642
OG0001324	Prar.g_01524	Praf.g_01205
OG0001326	Prar.g_01547	Praf.g_02735
OG0001327	Prar.g_01920	Praf.g_01640
OG0001328	Prar.g_01946	Praf.g_01473
OG0001329	Prar.g_01302	Praf.g_00960
OG0001330	Prar.g_00977	Praf.g_00805
OG0001331	Prar.g_00905	Praf.g_00578
OG0001332	Prar.g_00804	Praf.g_00554
OG0001333	Prar.g_01958	Praf.g_00436
OG0001334	Prar.g_00621	Praf.g_02077
OG0001335	Prar.g_00622	Praf.g_02076
OG0001336	Prar.g_00052	Praf.g_02763
OG0001339	Prar.g_00225	Praf.g_00248
OG0001340	Prar.g_00259	Praf.g_02066
OG0001341	Prar.g_01636	Praf.g_01580
OG0001344	Prar.g_01259	Praf.g_00859
OG0001348	Prar.g_00732	Praf.g_02569
OG0001351	Prar.g_00502	Praf.g_01958
OG0001352	Prar.g_01510	Praf.g_01127
OG0001355	Prar.g_00722, Prar.g_01158	Praf.g_01484
OG0001356	Prar.g_01181	Praf.g_02686, Praf.g_01026
OG0001358	Prar.g_01450	Praf.g_01665
OG0001360	Prar.g_01949	Praf.g_00936
OG0001361	Prar.g_01247	Praf.g_00883
OG0001362	Prar.g_00833	Praf.g_01818
OG0001363	Prar.g_00831	Praf.g_01820
OG0001365	Prar.g_00701	Praf.g_02661
OG0001369	Prar.g_00236	Praf.g_00261
OG0001370	Prar.g_00508	Praf.g_01578
OG0001371	Prar.g_01509	Praf.g_00371
OG0001372	Prar.g_01644	Praf.g_00348
OG0001373	Prar.g_01548	Praf.g_02734
OG0001374	Prar.g_01540	Praf.g_02742
OG0001376	Prar.g_01914	Praf.g_02677
OG0001377	Prar.g_01915	Praf.g_02676
OG0001378	Prar.g_01325	Praf.g_01997
OG0001380	Prar.g_00923	Praf.g_01623
OG0001381	Prar.g_00917	Praf.g_01294
OG0001382	Prar.g_00738	Praf.g_01298
OG0001385	Prar.g_01551	Praf.g_02731
OG0001386	Prar.g_01550	Praf.g_02732
OG0001387	Prar.g_01549	Praf.g_02733
OG0001388	Prar.g_01546	Praf.g_02736
OG0001389	Prar.g_01545	Praf.g_02737
OG0001390	Prar.g_01544	Praf.g_02738
OG0001391	Prar.g_01543	Praf.g_02739
OG0001392	Prar.g_01542	Praf.g_02740
OG0001393	Prar.g_01541	Praf.g_02741
OG0001395	Prar.g_01891	Praf.g_01321
OG0001397	Prar.g_00832	Praf.g_01819
OG0001399	Prar.g_01097	Praf.g_02089, Praf.g_02090, Praf.g_02643, Praf.g_01869
OG0001400	Prar.g_00368	Praf.g_02427, Praf.g_02594
OG0001403	Prar.g_00008	Praf.g_00036
OG0001405	Prar.g_00261	Praf.g_02074
OG0001406	Prar.g_01913	Praf.g_02678
OG0001409	Prar.g_01256	Praf.g_00870
OG0001410	Prar.g_00927	Praf.g_01894
OG0001414	Prar.g_00098	Praf.g_00374
OG0001415	Prar.g_00096	Praf.g_00744
OG0001416	Prar.g_00507	Praf.g_00792
OG0001418	Prar.g_01514	Praf.g_02180
OG0001422	Prar.g_00734	Praf.g_01950
OG0001423	Prar.g_01560	Praf.g_00331
OG0001431	Prar.g_00979	Praf.g_01082
OG0001433	Prar.g_01180	Praf.g_01027
OG0001435	Prar.g_01772	Praf.g_01457
OG0001437	Prar.g_00097	Praf.g_00745
OG0001438	Prar.g_00294	Praf.g_02294
OG0001441	Prar.g_01351	Praf.g_00644
OG0001442	Prar.g_01629	Praf.g_01504
OG0001446	Prar.g_00249	Praf.g_00962
OG0001450	Prar.g_01517	Praf.g_01230
OG0001451	Prar.g_01745	Praf.g_01323
OG0001452	Prar.g_01762	Praf.g_00953
OG0001455	Prar.g_01307	Praf.g_02587
OG0001462	Prar.g_00003	Praf.g_00043
OG0001463	Prar.g_00301	Praf.g_02287
OG0001464	Prar.g_00258	Praf.g_02065
OG0001470	Prar.g_00889	Praf.g_00094
OG0001472	Prar.g_00755	Praf.g_01248
OG0001475	Prar.g_00887	Praf.g_00118
OG0001479	Prar.g_00397	Praf.g_02050
OG0001485	Prar.g_01166	Praf.g_00549
OG0001491	Prar.g_01668	Praf.g_00941
OG0001500	Prar.g_00324	Praf.g_00375
OG0001501	Prar.g_01535	Praf.g_00817
OG0001503	Prar.g_01289	Praf.g_00359
OG0001506	Prar.g_00806	Praf.g_00956
OG0001508	Prar.g_00890	Praf.g_00093
OG0001522	Prar.g_01716	Praf.g_02169
OG0001523	Prar.g_01292	Praf.g_01037
OG0001524	Prar.g_01291	Praf.g_01038
OG0001528	Prar.g_00888	Praf.g_00096
OG0001550	Prar.g_01304	Praf.g_02648, Praf.g_01002
OG0001553	Prar.g_00342	Praf.g_01791
OG0001555	Prar.g_00742	Praf.g_00345
OG0001565	Prar.g_00475	Praf.g_01576
OG0001569	Prar.g_01954	Praf.g_00969
OG0001572	Prar.g_01192	Praf.g_01094
OG0001585	Prar.g_00998	Praf.g_01193
OG0001588	Prar.g_00363	Praf.g_02371
OG0001627	Prar.g_01643	Praf.g_00545
OG0001670	Prar.g_01169, Prar.g_01194, Prar.g_01161, Prar.g_00718	Praf.g_01085
OG0001684	Prar.g_01418	Praf.g_00737
OG0001696	Prar.g_01746	Praf.g_01231
OG0001698	Prar.g_01921	Praf.g_01130
OG0001712	Prar.g_00472	Praf.g_01581
OG0001726	Prar.g_00469	Praf.g_01442
OG0001746	Prar.g_01188	Praf.g_02007
OG0001780	Prar.g_00860	Praf.g_00099
OG0001834	Prar.g_00864	Praf.g_00097
OG0001992	Prar.g_01650	Praf.g_02092
OG0002063	Prar.g_01973	Praf.g_01149
OG0002097	Prar.g_00854	Praf.g_00140
OG0002110	Prar.g_01553, Prar.g_01556	Praf.g_01468
OG0002111	Prar.g_01421	Praf.g_00845
OG0002125	Prar.g_01080	Praf.g_01883
OG0002155	Prar.g_00845, Prar.g_00861	Praf.g_00142
OG0002273	Prar.g_00559	Praf.g_01076
OG0002274	Prar.g_00853	Praf.g_00141
OG0002425	Prar.g_00379	Praf.g_00114
OG0002426	Prar.g_00384	Praf.g_00279
OG0002445	Prar.g_01085	Praf.g_01865, Praf.g_01867
OG0002478	Prar.g_00474	Praf.g_00143
OG0002695	Prar.g_00378	Praf.g_00116
OG0002896	Prar.g_00878	Praf.g_00150
OG0003029	Prar.g_01191	Praf.g_02034
OG0003214	Prar.g_01073	Praf.g_02650
OG0003643	Prar.g_00385	Praf.g_00145
