Orthogroup	Syal	Prab
OG0001163	Syal.g_00573	Prab.g_01661
OG0001164	Syal.g_00579	Prab.g_01665
OG0001165	Syal.g_00584	Prab.g_01668
OG0001166	Syal.g_00613	Prab.g_01688
OG0001167	Syal.g_00638	Prab.g_01705
OG0001168	Syal.g_00640	Prab.g_01707
OG0001169	Syal.g_00642	Prab.g_01709
OG0001170	Syal.g_00644	Prab.g_01711
OG0001172	Syal.g_00198	Prab.g_01734
OG0001173	Syal.g_00199	Prab.g_01735
OG0001174	Syal.g_00207	Prab.g_01743
OG0001175	Syal.g_00208	Prab.g_01744
OG0001176	Syal.g_00226	Prab.g_01751
OG0001177	Syal.g_00224	Prab.g_01753
OG0001178	Syal.g_00592	Prab.g_01758
OG0001179	Syal.g_00256	Prab.g_01786
OG0001180	Syal.g_00282	Prab.g_01808
OG0001182	Syal.g_00295	Prab.g_01819
OG0001183	Syal.g_00302	Prab.g_01823
OG0001184	Syal.g_01359	Prab.g_01838
OG0001185	Syal.g_01453	Prab.g_01852
OG0001186	Syal.g_00179	Prab.g_01875
OG0001187	Syal.g_00175	Prab.g_01880
OG0001188	Syal.g_00172	Prab.g_01882
OG0001189	Syal.g_00152	Prab.g_01899
OG0001190	Syal.g_01067	Prab.g_01903
OG0001191	Syal.g_01083	Prab.g_01913
OG0001192	Syal.g_01090	Prab.g_01918
OG0001193	Syal.g_01128	Prab.g_01928
OG0001194	Syal.g_01130	Prab.g_01929
OG0001195	Syal.g_01131	Prab.g_01930
OG0001196	Syal.g_00078	Prab.g_01943
OG0001197	Syal.g_00080	Prab.g_01944
OG0001198	Syal.g_00093	Prab.g_01952
OG0001199	Syal.g_00757	Prab.g_00066
OG0001200	Syal.g_00759	Prab.g_00068
OG0001201	Syal.g_00821	Prab.g_00099
OG0001202	Syal.g_00956	Prab.g_00190
OG0001204	Syal.g_01201	Prab.g_00233
OG0001205	Syal.g_00515	Prab.g_00448
OG0001206	Syal.g_00490	Prab.g_00467
OG0001207	Syal.g_02889	Prab.g_00481
OG0001208	Syal.g_02899	Prab.g_00486
OG0001209	Syal.g_02835	Prab.g_00539
OG0001210	Syal.g_02827	Prab.g_00544
OG0001211	Syal.g_02811	Prab.g_00554
OG0001212	Syal.g_02754	Prab.g_00600
OG0001213	Syal.g_02701	Prab.g_00634
OG0001214	Syal.g_02634	Prab.g_00642
OG0001215	Syal.g_01786	Prab.g_00695
OG0001216	Syal.g_01861	Prab.g_00725
OG0001217	Syal.g_02067	Prab.g_00768
OG0001218	Syal.g_00429	Prab.g_00776
OG0001219	Syal.g_02036	Prab.g_00829
OG0001220	Syal.g_02494	Prab.g_00891
OG0001221	Syal.g_02258	Prab.g_01057
OG0001222	Syal.g_02006	Prab.g_01018
OG0001223	Syal.g_01960	Prab.g_00992
OG0001225	Syal.g_01825	Prab.g_00931
OG0001226	Syal.g_00767	Prab.g_01120
OG0001227	Syal.g_01575	Prab.g_01138
OG0001228	Syal.g_02451	Prab.g_01264
OG0001229	Syal.g_01801	Prab.g_01358
OG0001230	Syal.g_00029	Prab.g_01458
OG0001231	Syal.g_00114	Prab.g_01565
OG0001232	Syal.g_00622	Prab.g_01692
OG0001233	Syal.g_00645	Prab.g_01712
OG0001234	Syal.g_00212	Prab.g_01746
OG0001237	Syal.g_01362	Prab.g_01839
OG0001238	Syal.g_01085	Prab.g_01914
OG0001239	Syal.g_00754	Prab.g_00063
OG0001240	Syal.g_00804	Prab.g_00084
OG0001241	Syal.g_00814	Prab.g_00092
OG0001242	Syal.g_00844	Prab.g_00110
OG0001244	Syal.g_00882	Prab.g_00131
OG0001245	Syal.g_02522	Prab.g_00368
OG0001246	Syal.g_02927	Prab.g_00508
OG0001247	Syal.g_01126	Prab.g_00688
OG0001248	Syal.g_01778	Prab.g_00690
OG0001249	Syal.g_00337	Prab.g_00818
OG0001250	Syal.g_02469	Prab.g_00880
OG0001251	Syal.g_02576	Prab.g_01083
OG0001252	Syal.g_01834	Prab.g_00938
OG0001253	Syal.g_02521	Prab.g_01139
OG0001254	Syal.g_02507	Prab.g_01188
OG0001255	Syal.g_02609	Prab.g_01203
OG0001256	Syal.g_00571	Prab.g_01558
OG0001257	Syal.g_02262	Prab.g_01564
OG0001258	Syal.g_00582	Prab.g_01666
OG0001259	Syal.g_00643	Prab.g_01710
OG0001260	Syal.g_00665	Prab.g_01726
OG0001261	Syal.g_00265	Prab.g_01794
OG0001262	Syal.g_00154	Prab.g_01897
OG0001265	Syal.g_00842	Prab.g_00109
OG0001266	Syal.g_00960	Prab.g_00194
OG0001267	Syal.g_01263	Prab.g_00268
OG0001268	Syal.g_00353	Prab.g_00326
OG0001269	Syal.g_02116, Syal.g_02567	Prab.g_00347
OG0001270	Syal.g_00528	Prab.g_00437
OG0001271	Syal.g_00466	Prab.g_00476
OG0001272	Syal.g_02903	Prab.g_00490
OG0001273	Syal.g_02641	Prab.g_00636
OG0001274	Syal.g_01007	Prab.g_00710
OG0001275	Syal.g_01932	Prab.g_00982
OG0001276	Syal.g_01914	Prab.g_00954
OG0001277	Syal.g_02963	Prab.g_01127
OG0001278	Syal.g_01766	Prab.g_01269
OG0001279	Syal.g_02565	Prab.g_01590
OG0001280	Syal.g_01604	Prab.g_01325
OG0001281	Syal.g_01592	Prab.g_01331
OG0001282	Syal.g_02887	Prab.g_01361
OG0001283	Syal.g_01179	Prab.g_01381
OG0001284	Syal.g_03007	Prab.g_01536
OG0001285	Syal.g_00625	Prab.g_01695
OG0001286	Syal.g_00280	Prab.g_01806
OG0001287	Syal.g_01461	Prab.g_01859
OG0001288	Syal.g_01513	Prab.g_01868
OG0001289	Syal.g_00781	Prab.g_00079
OG0001290	Syal.g_00813	Prab.g_00091
OG0001291	Syal.g_00866	Prab.g_00125
OG0001292	Syal.g_01206	Prab.g_00238
OG0001293	Syal.g_01236	Prab.g_00250
OG0001294	Syal.g_02207	Prab.g_00366
OG0001295	Syal.g_01828	Prab.g_00472
OG0001296	Syal.g_02933	Prab.g_00513
OG0001298	Syal.g_02777	Prab.g_00581
OG0001299	Syal.g_02200	Prab.g_00671
OG0001300	Syal.g_01795	Prab.g_00698
OG0001301	Syal.g_01941, Syal.g_01810	Prab.g_00701
OG0001302	Syal.g_02607	Prab.g_00827
OG0001303	Syal.g_02033	Prab.g_00749
OG0001304	Syal.g_01899	Prab.g_00944
OG0001305	Syal.g_01817	Prab.g_00925
OG0001306	Syal.g_01626	Prab.g_01205
OG0001308	Syal.g_00392	Prab.g_01476
OG0001309	Syal.g_02943	Prab.g_01562
OG0001310	Syal.g_00605	Prab.g_01681
OG0001311	Syal.g_01912	Prab.g_00952
OG0001312	Syal.g_02024	Prab.g_01029
OG0001315	Syal.g_00300	Prab.g_00053
OG0001316	Syal.g_00872	Prab.g_00130
OG0001317	Syal.g_00687	Prab.g_00225
OG0001318	Syal.g_01228	Prab.g_00246
OG0001319	Syal.g_01252	Prab.g_00261
OG0001321	Syal.g_00508	Prab.g_00457
OG0001322	Syal.g_00507	Prab.g_00458
OG0001323	Syal.g_02946	Prab.g_00523
OG0001324	Syal.g_01796	Prab.g_00699
OG0001325	Syal.g_01865	Prab.g_00728
OG0001326	Syal.g_02405, Syal.g_01138	Prab.g_01095
OG0001327	Syal.g_02296	Prab.g_01112
OG0001328	Syal.g_02266	Prab.g_01137
OG0001329	Syal.g_01188	Prab.g_01178
OG0001332	Syal.g_02965	Prab.g_01509
OG0001333	Syal.g_00639	Prab.g_01706
OG0001334	Syal.g_00311	Prab.g_01826
OG0001335	Syal.g_00312	Prab.g_01827
OG0001336	Syal.g_01180	Prab.g_01940
OG0001339	Syal.g_00816	Prab.g_00094
OG0001340	Syal.g_00328	Prab.g_00316
OG0001341	Syal.g_02538	Prab.g_00765
OG0001343	Syal.g_01190	Prab.g_01086
OG0001344	Syal.g_01658	Prab.g_01223
OG0001345	Syal.g_01694	Prab.g_01238
OG0001346	Syal.g_01600	Prab.g_01327
OG0001348	Syal.g_01849	Prab.g_01595
OG0001349	Syal.g_01426	Prab.g_01408
OG0001353	Syal.g_02457	Prab.g_00872
OG0001354	Syal.g_01973	Prab.g_01000
OG0001358	Syal.g_02715	Prab.g_00624
OG0001359	Syal.g_01189	Prab.g_01085
OG0001360	Syal.g_01696	Prab.g_01140
OG0001361	Syal.g_01691	Prab.g_01235
OG0001362	Syal.g_00397	Prab.g_01480
OG0001363	Syal.g_00399	Prab.g_01482
OG0001364	Syal.g_01342	Prab.g_01829
OG0001365	Syal.g_01072	Prab.g_01907
OG0001373	Syal.g_01137	Prab.g_01096
OG0001374	Syal.g_01145	Prab.g_01088
OG0001375	Syal.g_01191	Prab.g_01087
OG0001376	Syal.g_01095	Prab.g_01106
OG0001377	Syal.g_01094	Prab.g_01107
OG0001378	Syal.g_00529	Prab.g_01149
OG0001379	Syal.g_01609	Prab.g_01320
OG0001382	Syal.g_00220	Prab.g_01581
OG0001385	Syal.g_01134	Prab.g_01099
OG0001386	Syal.g_01135	Prab.g_01098
OG0001387	Syal.g_01136	Prab.g_01097
OG0001388	Syal.g_01139	Prab.g_01094
OG0001389	Syal.g_01140	Prab.g_01093
OG0001390	Syal.g_01141	Prab.g_01092
OG0001391	Syal.g_01142	Prab.g_01091
OG0001392	Syal.g_01143	Prab.g_01090
OG0001393	Syal.g_01144	Prab.g_01089
OG0001394	Syal.g_02250	Prab.g_01053
OG0001395	Syal.g_00001, Syal.g_02432	Prab.g_00942
OG0001397	Syal.g_00398	Prab.g_01481
OG0001398	Syal.g_00774	Prab.g_01603
OG0001399	Syal.g_00434	Prab.g_01748
OG0001404	Syal.g_00750	Prab.g_00060
OG0001405	Syal.g_00314	Prab.g_00314
OG0001406	Syal.g_01096	Prab.g_01105
OG0001407	Syal.g_01774	Prab.g_01118
OG0001408	Syal.g_02589	Prab.g_01123
OG0001409	Syal.g_01671	Prab.g_01226
OG0001411	Syal.g_01399	Prab.g_01391
OG0001413	Syal.g_02570	Prab.g_01551
OG0001416	Syal.g_01595	Prab.g_00464
OG0001417	Syal.g_01974	Prab.g_00474
OG0001419	Syal.g_01775	Prab.g_01119
OG0001420	Syal.g_02955	Prab.g_01158
OG0001423	Syal.g_00726	Prab.g_00406
OG0001425	Syal.g_01089	Prab.g_01917
OG0001428	Syal.g_00915	Prab.g_00163
OG0001432	Syal.g_02578	Prab.g_01549
OG0001433	Syal.g_02212	Prab.g_00792
OG0001434	Syal.g_02245	Prab.g_01049
OG0001438	Syal.g_01278	Prab.g_00281
OG0001439	Syal.g_01306	Prab.g_00295
OG0001442	Syal.g_02234	Prab.g_00752
OG0001443	Syal.g_01101	Prab.g_01604
OG0001447	Syal.g_00853	Prab.g_00116
OG0001448	Syal.g_02552	Prab.g_00356
OG0001449	Syal.g_01198	Prab.g_00389
OG0001452	Syal.g_01223	Prab.g_01081
OG0001454	Syal.g_02566	Prab.g_01133
OG0001456	Syal.g_01146	Prab.g_01197
OG0001457	Syal.g_01147	Prab.g_01198
OG0001458	Syal.g_01148	Prab.g_01199
OG0001459	Syal.g_01493, Syal.g_02104	Prab.g_01557, Prab.g_01653
OG0001460	Syal.g_02211	Prab.g_00791
OG0001461	Syal.g_02091	Prab.g_01286
OG0001462	Syal.g_00138	Prab.g_00034
OG0001471	Syal.g_01301	Prab.g_01552
OG0001473	Syal.g_02571	Prab.g_01877
OG0001474	Syal.g_00354	Prab.g_00327
OG0001480	Syal.g_02599	Prab.g_00357
OG0001481	Syal.g_00504	Prab.g_00362
OG0001482	Syal.g_01964	Prab.g_00462
OG0001486	Syal.g_01651	Prab.g_01217
OG0001492	Syal.g_01769	Prab.g_01266
OG0001493	Syal.g_01760	Prab.g_01274
OG0001499	Syal.g_00086	Prab.g_00052
OG0001502	Syal.g_02489	Prab.g_00810
OG0001504	Syal.g_02103, Syal.g_01492	Prab.g_01652
OG0001507	Syal.g_02094	Prab.g_01586
OG0001525	Syal.g_02585	Prab.g_01570
OG0001527	Syal.g_02796	Prab.g_00567
OG0001546	Syal.g_02950	Prab.g_00528
OG0001547	Syal.g_02050	Prab.g_00812
OG0001551	Syal.g_01781	Prab.g_01196
OG0001554	Syal.g_01065	Prab.g_01560
OG0001555	Syal.g_02484	Prab.g_01575
OG0001565	Syal.g_02600	Prab.g_00426
OG0001567	Syal.g_02051	Prab.g_00811
OG0001568	Syal.g_02049	Prab.g_00813
OG0001570	Syal.g_02053	Prab.g_01161
OG0001572	Syal.g_03017	Prab.g_00415
OG0001582	Syal.g_02644	Prab.g_00473
OG0001585	Syal.g_00712	Prab.g_00399
OG0001634	Syal.g_02203	Prab.g_01589
OG0001666	Syal.g_01491, Syal.g_02102, Syal.g_02073	Prab.g_01654
OG0001667	Syal.g_02863	Prab.g_01305
OG0001719	Syal.g_01472	Prab.g_00382
OG0001722	Syal.g_00730	Prab.g_01080
OG0001744	Syal.g_00735	Prab.g_01312
OG0001745	Syal.g_02530	Prab.g_01548
OG0001835	Syal.g_00713	Prab.g_00398
OG0001990	Syal.g_01168	Prab.g_00410
OG0002029	Syal.g_00704	Prab.g_01655
OG0002032	Syal.g_02367	Prab.g_01916
OG0002154	Syal.g_01438	Prab.g_01383
OG0002375	Syal.g_01427	Prab.g_01409
OG0002622	Syal.g_02076	Prab.g_01418
OG0003346	Syal.g_01378	Prab.g_01437
