Orthogroup	Syab	Pran
OG0001166	Syab.g_02296	Pran.g_00989
OG0001167	Syab.g_02322	Pran.g_01006
OG0001168	Syab.g_02324	Pran.g_01008
OG0001169	Syab.g_02326	Pran.g_01010
OG0001170	Syab.g_02328	Pran.g_01012
OG0001171	Syab.g_02339	Pran.g_01021
OG0001172	Syab.g_00371	Pran.g_01035
OG0001173	Syab.g_00372	Pran.g_01036
OG0001174	Syab.g_00380	Pran.g_01045
OG0001175	Syab.g_00381	Pran.g_01046
OG0001176	Syab.g_00398	Pran.g_01053
OG0001177	Syab.g_00396	Pran.g_01055
OG0001178	Syab.g_02263	Pran.g_01060
OG0001179	Syab.g_00427	Pran.g_01089
OG0001180	Syab.g_00453	Pran.g_01111
OG0001181	Syab.g_00457	Pran.g_01115
OG0001182	Syab.g_00467	Pran.g_01122
OG0001183	Syab.g_00474	Pran.g_01126
OG0001184	Syab.g_00196	Pran.g_01141
OG0001185	Syab.g_00119	Pran.g_01155
OG0001186	Syab.g_00085	Pran.g_01178
OG0001187	Syab.g_00081	Pran.g_01183
OG0001188	Syab.g_00079	Pran.g_01185
OG0001190	Syab.g_02755	Pran.g_01205
OG0001191	Syab.g_02771	Pran.g_01215
OG0001192	Syab.g_02778	Pran.g_01220
OG0001193	Syab.g_02827	Pran.g_01230
OG0001194	Syab.g_02833	Pran.g_01231
OG0001195	Syab.g_02834	Pran.g_01232
OG0001196	Syab.g_02896	Pran.g_01245
OG0001197	Syab.g_02898	Pran.g_01246
OG0001198	Syab.g_02911	Pran.g_01254
OG0001199	Syab.g_02440	Pran.g_00358
OG0001200	Syab.g_02442	Pran.g_00356
OG0001201	Syab.g_02501	Pran.g_00325
OG0001202	Syab.g_02635	Pran.g_00233
OG0001204	Syab.g_00353	Pran.g_01949
OG0001205	Syab.g_00593	Pran.g_01735
OG0001206	Syab.g_00641	Pran.g_01716
OG0001207	Syab.g_02088	Pran.g_01701
OG0001208	Syab.g_02098	Pran.g_01696
OG0001209	Syab.g_02038	Pran.g_01643
OG0001210	Syab.g_02030	Pran.g_01638
OG0001211	Syab.g_02013	Pran.g_01628
OG0001212	Syab.g_01955	Pran.g_01582
OG0001213	Syab.g_01886	Pran.g_01549
OG0001214	Syab.g_01872	Pran.g_01541
OG0001215	Syab.g_01171	Pran.g_01488
OG0001216	Syab.g_01269	Pran.g_01458
OG0001217	Syab.g_01464	Pran.g_01415
OG0001218	Syab.g_00723	Pran.g_01407
OG0001220	Syab.g_01737	Pran.g_01292
OG0001221	Syab.g_01607	Pran.g_00440
OG0001222	Syab.g_01396	Pran.g_00479
OG0001223	Syab.g_01345	Pran.g_00505
OG0001225	Syab.g_01212	Pran.g_00566
OG0001226	Syab.g_02450	Pran.g_00159
OG0001227	Syab.g_00891	Pran.g_00141
OG0001228	Syab.g_01697	Pran.g_00015
OG0001229	Syab.g_01184	Pran.g_00843
OG0001230	Syab.g_00791	Pran.g_00741
OG0001231	Syab.g_00017	Pran.g_00634
OG0001232	Syab.g_02306	Pran.g_00993
OG0001233	Syab.g_02329	Pran.g_01013
OG0001234	Syab.g_00385	Pran.g_01048
OG0001235	Syab.g_00391	Pran.g_01057
OG0001237	Syab.g_00192	Pran.g_01142
OG0001238	Syab.g_02773	Pran.g_01216
OG0001239	Syab.g_02437	Pran.g_00361
OG0001240	Syab.g_02484	Pran.g_00340
OG0001241	Syab.g_02494	Pran.g_00332
OG0001242	Syab.g_02525	Pran.g_00314
OG0001244	Syab.g_02561	Pran.g_00293
OG0001245	Syab.g_01762	Pran.g_01815
OG0001246	Syab.g_02126	Pran.g_01674
OG0001247	Syab.g_02825	Pran.g_01495
OG0001248	Syab.g_01163	Pran.g_01493
OG0001249	Syab.g_00514	Pran.g_01365
OG0001250	Syab.g_01714	Pran.g_01303
OG0001251	Syab.g_01816	Pran.g_00414
OG0001252	Syab.g_01228	Pran.g_00559
OG0001253	Syab.g_01761	Pran.g_00140
OG0001254	Syab.g_01749	Pran.g_00091
OG0001255	Syab.g_01846	Pran.g_00076
OG0001256	Syab.g_02238	Pran.g_00641
OG0001257	Syab.g_01610	Pran.g_00635
OG0001258	Syab.g_02250	Pran.g_00967
OG0001259	Syab.g_02327	Pran.g_01011
OG0001260	Syab.g_02350	Pran.g_01027
OG0001261	Syab.g_00436	Pran.g_01097
OG0001262	Syab.g_00060	Pran.g_01200
OG0001265	Syab.g_02523	Pran.g_00315
OG0001266	Syab.g_02639	Pran.g_00229
OG0001267	Syab.g_00295	Pran.g_01914
OG0001268	Syab.g_00529	Pran.g_01856
OG0001269	Syab.g_01809	Pran.g_01835
OG0001270	Syab.g_00579	Pran.g_01746
OG0001271	Syab.g_00694	Pran.g_01706
OG0001272	Syab.g_02102	Pran.g_01692
OG0001273	Syab.g_01878	Pran.g_01547
OG0001274	Syab.g_02706	Pran.g_01473
OG0001275	Syab.g_01330	Pran.g_00515
OG0001276	Syab.g_01313	Pran.g_00543
OG0001277	Syab.g_02163	Pran.g_00152
OG0001278	Syab.g_01152	Pran.g_00010
OG0001279	Syab.g_01807	Pran.g_00609
OG0001280	Syab.g_00918	Pran.g_00877
OG0001281	Syab.g_00906	Pran.g_00871
OG0001282	Syab.g_02086	Pran.g_00840
OG0001283	Syab.g_02885	Pran.g_00820
OG0001284	Syab.g_02211	Pran.g_00663
OG0001285	Syab.g_02309	Pran.g_00996
OG0001286	Syab.g_00451	Pran.g_01109
OG0001287	Syab.g_00111	Pran.g_01162
OG0001288	Syab.g_00094	Pran.g_01171
OG0001289	Syab.g_02465	Pran.g_00345
OG0001290	Syab.g_02493	Pran.g_00333
OG0001291	Syab.g_02546	Pran.g_00299
OG0001292	Syab.g_00348	Pran.g_01944
OG0001293	Syab.g_00322	Pran.g_01932
OG0001294	Syab.g_01564	Pran.g_01817
OG0001295	Syab.g_01215	Pran.g_01711
OG0001296	Syab.g_02132	Pran.g_01669
OG0001297	Syab.g_02136	Pran.g_01664
OG0001298	Syab.g_01980	Pran.g_01601
OG0001299	Syab.g_01557	Pran.g_01512
OG0001300	Syab.g_01180	Pran.g_01485
OG0001301	Syab.g_01197	Pran.g_01482
OG0001302	Syab.g_01844	Pran.g_01356
OG0001303	Syab.g_01424	Pran.g_01434
OG0001304	Syab.g_01298	Pran.g_00553
OG0001305	Syab.g_01204	Pran.g_00572
OG0001306	Syab.g_00941	Pran.g_00074
OG0001308	Syab.g_00759	Pran.g_00723
OG0001309	Syab.g_02142	Pran.g_00637
OG0001310	Syab.g_02288	Pran.g_00982
OG0001311	Syab.g_01311	Pran.g_00545
OG0001312	Syab.g_01414	Pran.g_00468
OG0001315	Syab.g_00472	Pran.g_00371
OG0001316	Syab.g_02552	Pran.g_00294
OG0001317	Syab.g_02373	Pran.g_00198
OG0001318	Syab.g_00333	Pran.g_01936
OG0001319	Syab.g_00306	Pran.g_01921
OG0001321	Syab.g_00616	Pran.g_01726
OG0001322	Syab.g_00617	Pran.g_01725
OG0001323	Syab.g_02145	Pran.g_01659
OG0001324	Syab.g_01181	Pran.g_01484
OG0001325	Syab.g_01273	Pran.g_01455
OG0001326	Syab.g_02841	Pran.g_00184
OG0001327	Syab.g_01643	Pran.g_00167
OG0001328	Syab.g_01616	Pran.g_00142
OG0001329	Syab.g_00361	Pran.g_00101
OG0001331	Syab.g_02081	Pran.g_00835
OG0001332	Syab.g_02165	Pran.g_00690
OG0001333	Syab.g_02323	Pran.g_01007
OG0001334	Syab.g_00483	Pran.g_01129
OG0001335	Syab.g_00484	Pran.g_01130
OG0001336	Syab.g_02886	Pran.g_01242
OG0001339	Syab.g_02496	Pran.g_00330
OG0001340	Syab.g_00503	Pran.g_01866
OG0001341	Syab.g_01779	Pran.g_01418
OG0001343	Syab.g_00359	Pran.g_00411
OG0001344	Syab.g_00974	Pran.g_00056
OG0001345	Syab.g_01008	Pran.g_00041
OG0001346	Syab.g_00914	Pran.g_00875
OG0001348	Syab.g_01258	Pran.g_00604
OG0001349	Syab.g_00150	Pran.g_00792
OG0001353	Syab.g_01702	Pran.g_01311
OG0001354	Syab.g_01358	Pran.g_00497
OG0001358	Syab.g_01900	Pran.g_01558
OG0001359	Syab.g_00360	Pran.g_00412
OG0001360	Syab.g_01010	Pran.g_00139
OG0001361	Syab.g_00154, Syab.g_01005	Pran.g_00044
OG0001362	Syab.g_00754	Pran.g_00719
OG0001363	Syab.g_00752	Pran.g_00717
OG0001364	Syab.g_00211	Pran.g_01132
OG0001365	Syab.g_02760	Pran.g_01209
OG0001373	Syab.g_02840	Pran.g_00183
OG0001374	Syab.g_02848	Pran.g_00191
OG0001375	Syab.g_00358	Pran.g_00192
OG0001376	Syab.g_02782	Pran.g_00173
OG0001377	Syab.g_02781	Pran.g_00172
OG0001378	Syab.g_00578	Pran.g_00130
OG0001379	Syab.g_00923	Pran.g_00882
OG0001381	Syab.g_01937	Pran.g_00847
OG0001382	Syab.g_00393	Pran.g_00618
OG0001385	Syab.g_02837	Pran.g_00180
OG0001386	Syab.g_02838	Pran.g_00181
OG0001387	Syab.g_02839	Pran.g_00182
OG0001388	Syab.g_02842	Pran.g_00185
OG0001389	Syab.g_02843	Pran.g_00186
OG0001390	Syab.g_02844	Pran.g_00187
OG0001391	Syab.g_02845	Pran.g_00188
OG0001392	Syab.g_02846	Pran.g_00189
OG0001393	Syab.g_02847	Pran.g_00190
OG0001394	Syab.g_01599	Pran.g_00444
OG0001397	Syab.g_00753	Pran.g_00718
OG0001398	Syab.g_02457	Pran.g_00596
OG0001404	Syab.g_02433	Pran.g_00364
OG0001405	Syab.g_00486	Pran.g_01868
OG0001406	Syab.g_02783	Pran.g_00174
OG0001407	Syab.g_01158	Pran.g_00161
OG0001408	Syab.g_01826	Pran.g_00156
OG0001409	Syab.g_00988	Pran.g_00053
OG0001411	Syab.g_00147	Pran.g_00809
OG0001413	Syab.g_01812, Syab.g_01904	Pran.g_00648
OG0001414	Syab.g_01938	Pran.g_00203
OG0001415	Syab.g_02471	Pran.g_00201
OG0001416	Syab.g_00909	Pran.g_01719
OG0001417	Syab.g_01359	Pran.g_01709
OG0001419	Syab.g_01159	Pran.g_00160
OG0001420	Syab.g_02155	Pran.g_00121
OG0001425	Syab.g_02777	Pran.g_01219
OG0001428	Syab.g_02594	Pran.g_00260
OG0001429	Syab.g_01423	Pran.g_01353
OG0001432	Syab.g_01818	Pran.g_00650
OG0001434	Syab.g_01594	Pran.g_00448
OG0001438	Syab.g_00280	Pran.g_01901
OG0001439	Syab.g_00248	Pran.g_01887
OG0001442	Syab.g_01583	Pran.g_01431
OG0001443	Syab.g_02794	Pran.g_00595
OG0001447	Syab.g_02534	Pran.g_00308
OG0001448	Syab.g_01789	Pran.g_01827
OG0001449	Syab.g_00357	Pran.g_01794
OG0001450	Syab.g_01081	Pran.g_01491
OG0001452	Syab.g_00338	Pran.g_00416
OG0001454	Syab.g_01808	Pran.g_00146
OG0001456	Syab.g_02850	Pran.g_00082
OG0001457	Syab.g_02851	Pran.g_00081
OG0001458	Syab.g_02852	Pran.g_00080
OG0001461	Syab.g_01754	Pran.g_00916
OG0001462	Syab.g_00042	Pran.g_00390
OG0001463	Syab.g_01104	Pran.g_01908
OG0001471	Syab.g_00253	Pran.g_00647
OG0001472	Syab.g_01800	Pran.g_00638
OG0001473	Syab.g_01813	Pran.g_01180
OG0001480	Syab.g_01836	Pran.g_01826
OG0001481	Syab.g_00621	Pran.g_01821
OG0001482	Syab.g_01349	Pran.g_01721
OG0001484	Syab.g_02849	Pran.g_01414
OG0001486	Syab.g_00967	Pran.g_00062
OG0001492	Syab.g_01155	Pran.g_00013
OG0001493	Syab.g_01147	Pran.g_00005
OG0001499	Syab.g_01112	Pran.g_00372
OG0001502	Syab.g_01733	Pran.g_01373
OG0001525	Syab.g_01823	Pran.g_00629
OG0001527	Syab.g_01998	Pran.g_01615
OG0001546	Syab.g_02150	Pran.g_01654
OG0001547	Syab.g_01440	Pran.g_01371
OG0001551	Syab.g_01166	Pran.g_00083
OG0001554	Syab.g_02753	Pran.g_00639
OG0001555	Syab.g_02418	Pran.g_00624
OG0001565	Syab.g_01837	Pran.g_01757
OG0001567	Syab.g_01441	Pran.g_01372
OG0001568	Syab.g_01439	Pran.g_01370
OG0001570	Syab.g_01443	Pran.g_00118
OG0001572	Syab.g_02215	Pran.g_01768
OG0001582	Syab.g_01881	Pran.g_01710
OG0001634	Syab.g_01560	Pran.g_00610
OG0001666	Syab.g_01471	Pran.g_00955
OG0001669	Syab.g_02892	Pran.g_00910
OG0001745	Syab.g_01769	Pran.g_00651
OG0001835	Syab.g_01059	Pran.g_01785
OG0001922	Syab.g_00153	Pran.g_00861
OG0001990	Syab.g_02872	Pran.g_01773
OG0002106	Syab.g_00956	Pran.g_01809
OG0002375	Syab.g_00151	Pran.g_00791
OG0002622	Syab.g_01473	Pran.g_00782
OG0003335	Syab.g_00143	Pran.g_01807
