Orthogroup	Syak	Prab
OG0001170	Syak.g_02360	Prab.g_01711
OG0001171	Syak.g_02349	Prab.g_01720
OG0001172	Syak.g_01388	Prab.g_01734
OG0001173	Syak.g_01387	Prab.g_01735
OG0001174	Syak.g_01379	Prab.g_01743
OG0001175	Syak.g_01378	Prab.g_01744
OG0001176	Syak.g_01354	Prab.g_01751
OG0001177	Syak.g_01356	Prab.g_01753
OG0001178	Syak.g_02411	Prab.g_01758
OG0001179	Syak.g_01324	Prab.g_01786
OG0001181	Syak.g_01296	Prab.g_01812
OG0001182	Syak.g_01287	Prab.g_01819
OG0001183	Syak.g_01282	Prab.g_01823
OG0001184	Syak.g_01571	Prab.g_01838
OG0001185	Syak.g_01643	Prab.g_01852
OG0001186	Syak.g_01709	Prab.g_01875
OG0001187	Syak.g_01712	Prab.g_01880
OG0001188	Syak.g_01714	Prab.g_01882
OG0001189	Syak.g_01736	Prab.g_01899
OG0001190	Syak.g_01942	Prab.g_01903
OG0001191	Syak.g_01928	Prab.g_01913
OG0001192	Syak.g_01921	Prab.g_01918
OG0001193	Syak.g_01888	Prab.g_01928
OG0001194	Syak.g_01882	Prab.g_01929
OG0001195	Syak.g_01881	Prab.g_01930
OG0001196	Syak.g_01811	Prab.g_01943
OG0001197	Syak.g_01809	Prab.g_01944
OG0001198	Syak.g_01798	Prab.g_01952
OG0001199	Syak.g_02249	Prab.g_00066
OG0001200	Syak.g_02247	Prab.g_00068
OG0001201	Syak.g_02191	Prab.g_00099
OG0001202	Syak.g_02061	Prab.g_00190
OG0001204	Syak.g_01404	Prab.g_00233
OG0001205	Syak.g_01181	Prab.g_00448
OG0001206	Syak.g_01148	Prab.g_00467
OG0001207	Syak.g_02566	Prab.g_00481
OG0001208	Syak.g_02576	Prab.g_00486
OG0001209	Syak.g_02643	Prab.g_00539
OG0001210	Syak.g_02654	Prab.g_00544
OG0001211	Syak.g_02669	Prab.g_00554
OG0001212	Syak.g_02728	Prab.g_00600
OG0001213	Syak.g_00025	Prab.g_00634
OG0001214	Syak.g_00037	Prab.g_00642
OG0001215	Syak.g_00697	Prab.g_00695
OG0001216	Syak.g_00805	Prab.g_00725
OG0001217	Syak.g_00138	Prab.g_00768
OG0001218	Syak.g_01093	Prab.g_00776
OG0001219	Syak.g_00551	Prab.g_00829
OG0001220	Syak.g_00580	Prab.g_00891
OG0001221	Syak.g_00390	Prab.g_01057
OG0001222	Syak.g_00517	Prab.g_01018
OG0001223	Syak.g_00472	Prab.g_00992
OG0001226	Syak.g_02239	Prab.g_01120
OG0001227	Syak.g_00963	Prab.g_01138
OG0001228	Syak.g_00619	Prab.g_01264
OG0001229	Syak.g_00711	Prab.g_01358
OG0001230	Syak.g_01030	Prab.g_01458
OG0001231	Syak.g_01777	Prab.g_01565
OG0001232	Syak.g_02385	Prab.g_01692
OG0001233	Syak.g_02359	Prab.g_01712
OG0001234	Syak.g_01374	Prab.g_01746
OG0001235	Syak.g_01362	Prab.g_01755
OG0001237	Syak.g_01573	Prab.g_01839
OG0001238	Syak.g_01926	Prab.g_01914
OG0001239	Syak.g_02252	Prab.g_00063
OG0001240	Syak.g_02206	Prab.g_00084
OG0001241	Syak.g_02197	Prab.g_00092
OG0001242	Syak.g_02168	Prab.g_00110
OG0001244	Syak.g_02132	Prab.g_00131
OG0001245	Syak.g_00248	Prab.g_00368
OG0001246	Syak.g_02604	Prab.g_00508
OG0001247	Syak.g_00618	Prab.g_00688
OG0001248	Syak.g_00147	Prab.g_00690
OG0001249	Syak.g_01251	Prab.g_00818
OG0001250	Syak.g_00602	Prab.g_00880
OG0001251	Syak.g_01875	Prab.g_01083
OG0001252	Syak.g_00754	Prab.g_00938
OG0001253	Syak.g_00250	Prab.g_01139
OG0001254	Syak.g_00272	Prab.g_01188
OG0001255	Syak.g_00066	Prab.g_01203
OG0001256	Syak.g_02430	Prab.g_01558
OG0001257	Syak.g_02502	Prab.g_01564
OG0001258	Syak.g_02420	Prab.g_01666
OG0001259	Syak.g_02361	Prab.g_01710
OG0001260	Syak.g_02332	Prab.g_01726
OG0001261	Syak.g_01315	Prab.g_01794
OG0001262	Syak.g_01734	Prab.g_01897
OG0001265	Syak.g_02170	Prab.g_00109
OG0001266	Syak.g_02057	Prab.g_00194
OG0001267	Syak.g_01459	Prab.g_00268
OG0001268	Syak.g_01240	Prab.g_00326
OG0001269	Syak.g_02323	Prab.g_00347
OG0001270	Syak.g_01194	Prab.g_00437
OG0001271	Syak.g_01121	Prab.g_00476
OG0001272	Syak.g_02580	Prab.g_00490
OG0001273	Syak.g_00030	Prab.g_00636
OG0001274	Syak.g_01988	Prab.g_00710
OG0001275	Syak.g_00633	Prab.g_00982
OG0001276	Syak.g_00649	Prab.g_00954
OG0001277	Syak.g_01829	Prab.g_01127
OG0001278	Syak.g_00671	Prab.g_01269
OG0001279	Syak.g_00105	Prab.g_01590
OG0001280	Syak.g_00933	Prab.g_01325
OG0001281	Syak.g_00944	Prab.g_01331
OG0001282	Syak.g_02564	Prab.g_01361
OG0001283	Syak.g_01818	Prab.g_01381
OG0001284	Syak.g_02446	Prab.g_01536
OG0001285	Syak.g_02381	Prab.g_01695
OG0001286	Syak.g_01301	Prab.g_01806
OG0001287	Syak.g_01652	Prab.g_01859
OG0001288	Syak.g_01686	Prab.g_01868
OG0001289	Syak.g_02222	Prab.g_00079
OG0001290	Syak.g_02198	Prab.g_00091
OG0001291	Syak.g_02147	Prab.g_00125
OG0001292	Syak.g_01410	Prab.g_00238
OG0001293	Syak.g_01432	Prab.g_00250
OG0001294	Syak.g_00355	Prab.g_00366
OG0001295	Syak.g_00740	Prab.g_00472
OG0001296	Syak.g_02610	Prab.g_00513
OG0001297	Syak.g_02614	Prab.g_00518
OG0001298	Syak.g_02703	Prab.g_00581
OG0001299	Syak.g_00349	Prab.g_00671
OG0001300	Syak.g_00706	Prab.g_00698
OG0001301	Syak.g_00721	Prab.g_00701
OG0001302	Syak.g_00068	Prab.g_00827
OG0001303	Syak.g_00548	Prab.g_00749
OG0001304	Syak.g_00664	Prab.g_00944
OG0001305	Syak.g_00728	Prab.g_00925
OG0001306	Syak.g_00915	Prab.g_01205
OG0001308	Syak.g_01054	Prab.g_01476
OG0001309	Syak.g_02620	Prab.g_01562
OG0001311	Syak.g_00651	Prab.g_00952
OG0001312	Syak.g_00537	Prab.g_01029
OG0001315	Syak.g_01284	Prab.g_00053
OG0001316	Syak.g_02140	Prab.g_00130
OG0001317	Syak.g_02302	Prab.g_00225
OG0001318	Syak.g_01424	Prab.g_00246
OG0001319	Syak.g_01448	Prab.g_00261
OG0001321	Syak.g_01172	Prab.g_00457
OG0001322	Syak.g_01171	Prab.g_00458
OG0001323	Syak.g_02623	Prab.g_00523
OG0001324	Syak.g_00707	Prab.g_00699
OG0001325	Syak.g_00800	Prab.g_00728
OG0001326	Syak.g_01870, Syak.g_01154	Prab.g_01095
OG0001327	Syak.g_00362	Prab.g_01112
OG0001328	Syak.g_00383	Prab.g_01137
OG0001329	Syak.g_00280	Prab.g_01178
OG0001331	Syak.g_02559	Prab.g_01366
OG0001332	Syak.g_02485	Prab.g_01509
OG0001333	Syak.g_02365	Prab.g_01706
OG0001334	Syak.g_01274	Prab.g_01826
OG0001335	Syak.g_01273	Prab.g_01827
OG0001336	Syak.g_01817	Prab.g_01940
OG0001340	Syak.g_01261	Prab.g_00316
OG0001343	Syak.g_01877	Prab.g_01086
OG0001344	Syak.g_00893	Prab.g_01223
OG0001345	Syak.g_00856	Prab.g_01238
OG0001346	Syak.g_00937	Prab.g_01327
OG0001348	Syak.g_00774	Prab.g_01595
OG0001352	Syak.g_00764	Prab.g_00685
OG0001353	Syak.g_00612	Prab.g_00872
OG0001354	Syak.g_00485	Prab.g_01000
OG0001356	Syak.g_00773	Prab.g_00793
OG0001358	Syak.g_00007	Prab.g_00624
OG0001359	Syak.g_01878	Prab.g_01085
OG0001360	Syak.g_00854	Prab.g_01140
OG0001361	Syak.g_00859	Prab.g_01235
OG0001364	Syak.g_01552	Prab.g_01829
OG0001365	Syak.g_01937	Prab.g_01907
OG0001371	Syak.g_02231	Prab.g_00684
OG0001373	Syak.g_01871	Prab.g_01096
OG0001374	Syak.g_01863	Prab.g_01088
OG0001375	Syak.g_01876	Prab.g_01087
OG0001376	Syak.g_01916	Prab.g_01106
OG0001377	Syak.g_01917	Prab.g_01107
OG0001378	Syak.g_01196	Prab.g_01149
OG0001379	Syak.g_00927	Prab.g_01320
OG0001380	Syak.g_00237	Prab.g_01349
OG0001382	Syak.g_01169	Prab.g_01581
OG0001385	Syak.g_01874	Prab.g_01099
OG0001386	Syak.g_01873	Prab.g_01098
OG0001387	Syak.g_01872	Prab.g_01097
OG0001388	Syak.g_01869	Prab.g_01094
OG0001389	Syak.g_01868	Prab.g_01093
OG0001390	Syak.g_01867	Prab.g_01092
OG0001391	Syak.g_01866	Prab.g_01091
OG0001392	Syak.g_01865	Prab.g_01090
OG0001393	Syak.g_01864	Prab.g_01089
OG0001394	Syak.g_00399	Prab.g_01053
OG0001395	Syak.g_00789	Prab.g_00942
OG0001398	Syak.g_00571	Prab.g_01603
OG0001399	Syak.g_01977, Syak.g_01103	Prab.g_01748
OG0001405	Syak.g_01271	Prab.g_00314
OG0001406	Syak.g_01915	Prab.g_01105
OG0001408	Syak.g_00087	Prab.g_01123
OG0001409	Syak.g_00878	Prab.g_01226
OG0001411	Syak.g_01581	Prab.g_01391
OG0001413	Syak.g_00103	Prab.g_01551
OG0001416	Syak.g_00941	Prab.g_00464
OG0001417	Syak.g_00486	Prab.g_00474
OG0001420	Syak.g_00997, Syak.g_02635	Prab.g_01158
OG0001422	Syak.g_00928	Prab.g_01592
OG0001425	Syak.g_01922	Prab.g_01917
OG0001429	Syak.g_00547	Prab.g_00830
OG0001432	Syak.g_00095	Prab.g_01549
OG0001433	Syak.g_00771	Prab.g_00792
OG0001434	Syak.g_00404	Prab.g_01049
OG0001438	Syak.g_01475	Prab.g_00281
OG0001439	Syak.g_01506	Prab.g_00295
OG0001442	Syak.g_00415	Prab.g_00752
OG0001443	Syak.g_01909	Prab.g_01604
OG0001447	Syak.g_02159	Prab.g_00116
OG0001448	Syak.g_00121	Prab.g_00356
OG0001449	Syak.g_01401	Prab.g_00389
OG0001452	Syak.g_01419	Prab.g_01081
OG0001453	Syak.g_00465	Prab.g_00988
OG0001454	Syak.g_00249	Prab.g_01133
OG0001456	Syak.g_01855	Prab.g_01197
OG0001457	Syak.g_01854	Prab.g_01198
OG0001458	Syak.g_01853	Prab.g_01199
OG0001459	Syak.g_00311	Prab.g_01557, Prab.g_01653
OG0001460	Syak.g_00770	Prab.g_00791
OG0001461	Syak.g_00276	Prab.g_01286
OG0001462	Syak.g_01750	Prab.g_00034
OG0001464	Syak.g_01260	Prab.g_00317
OG0001465	Syak.g_00775	Prab.g_00707
OG0001471	Syak.g_01501	Prab.g_01552
OG0001473	Syak.g_00102	Prab.g_01877
OG0001474	Syak.g_01239	Prab.g_00327
OG0001480	Syak.g_00084	Prab.g_00357
OG0001482	Syak.g_00476	Prab.g_00462
OG0001486	Syak.g_00900	Prab.g_01217
OG0001492	Syak.g_00668	Prab.g_01266
OG0001493	Syak.g_00676	Prab.g_01274
OG0001502	Syak.g_00586	Prab.g_00810
OG0001504	Syak.g_00310	Prab.g_01652
OG0001525	Syak.g_00091	Prab.g_01570
OG0001527	Syak.g_02682	Prab.g_00567
OG0001546	Syak.g_02627	Prab.g_00528
OG0001547	Syak.g_00564	Prab.g_00812
OG0001551	Syak.g_00689	Prab.g_01196
OG0001553	Syak.g_01037	Prab.g_01463
OG0001554	Syak.g_01945	Prab.g_01560
OG0001556	Syak.g_00845	Prab.g_00785
OG0001565	Syak.g_00083	Prab.g_00426
OG0001567	Syak.g_00565	Prab.g_00811
OG0001568	Syak.g_00562	Prab.g_00813
OG0001570	Syak.g_00574	Prab.g_01161
OG0001572	Syak.g_00097	Prab.g_00415
OG0001582	Syak.g_00231	Prab.g_00473
OG0001602	Syak.g_00776	Prab.g_00706
OG0001633	Syak.g_00662	Prab.g_01357
OG0001634	Syak.g_00352	Prab.g_01589
OG0001666	Syak.g_00212	Prab.g_01654
OG0001700	Syak.g_00320, Syak.g_00570	Prab.g_00790
OG0001745	Syak.g_00281	Prab.g_01548
OG0001835	Syak.g_00142	Prab.g_00398
OG0001990	Syak.g_01832	Prab.g_00410
OG0001991	Syak.g_00381	Prab.g_00796
OG0002029	Syak.g_01128	Prab.g_01655
OG0002106	Syak.g_00071	Prab.g_00374
OG0002487	Syak.g_00128	Prab.g_01644
OG0002692	Syak.g_00245	Prab.g_00418
OG0002892	Syak.g_00308	Prab.g_00421
