Orthogroup	Syak	Prbd
OG0001121	Syak.g_00114	Prbd.g_00425, Prbd.g_00284
OG0001123	Syak.g_00650	Prbd.g_00316
OG0001124	Syak.g_00652	Prbd.g_00318
OG0001125	Syak.g_00654	Prbd.g_00319
OG0001126	Syak.g_00757	Prbd.g_00329
OG0001127	Syak.g_00756	Prbd.g_00330
OG0001128	Syak.g_00753	Prbd.g_00332
OG0001129	Syak.g_00751	Prbd.g_00333
OG0001130	Syak.g_00750	Prbd.g_00334
OG0001131	Syak.g_00389	Prbd.g_00370
OG0001132	Syak.g_00120	Prbd.g_00380
OG0001133	Syak.g_00014	Prbd.g_00414
OG0001134	Syak.g_00273	Prbd.g_00427
OG0001135	Syak.g_00274	Prbd.g_00430
OG0001136	Syak.g_00901	Prbd.g_00465
OG0001137	Syak.g_00876	Prbd.g_00476
OG0001138	Syak.g_00839	Prbd.g_00494
OG0001139	Syak.g_00837	Prbd.g_00495
OG0001140	Syak.g_00836	Prbd.g_00496
OG0001141	Syak.g_00835	Prbd.g_00497
OG0001142	Syak.g_00834	Prbd.g_00498
OG0001143	Syak.g_00826	Prbd.g_00505
OG0001144	Syak.g_00815	Prbd.g_00510
OG0001145	Syak.g_00922	Prbd.g_01809
OG0001146	Syak.g_00943	Prbd.g_01797
OG0001147	Syak.g_01113	Prbd.g_01778
OG0001148	Syak.g_02563	Prbd.g_01762
OG0001149	Syak.g_02562	Prbd.g_01761
OG0001150	Syak.g_02561	Prbd.g_01760
OG0001151	Syak.g_02548	Prbd.g_01749
OG0001153	Syak.g_01084	Prbd.g_01657
OG0001154	Syak.g_01085	Prbd.g_01656
OG0001155	Syak.g_02480	Prbd.g_01644
OG0001156	Syak.g_02477	Prbd.g_01641
OG0001157	Syak.g_02476	Prbd.g_01640
OG0001158	Syak.g_02475	Prbd.g_01639
OG0001159	Syak.g_02474	Prbd.g_01638
OG0001160	Syak.g_02437	Prbd.g_01613
OG0001161	Syak.g_01906	Prbd.g_01600
OG0001162	Syak.g_00959	Prbd.g_01589
OG0001163	Syak.g_02429	Prbd.g_01533
OG0001164	Syak.g_02423	Prbd.g_01529
OG0001165	Syak.g_02418	Prbd.g_01526
OG0001166	Syak.g_02394	Prbd.g_01506
OG0001167	Syak.g_02366	Prbd.g_01489
OG0001168	Syak.g_02364	Prbd.g_01487
OG0001169	Syak.g_02362	Prbd.g_01485
OG0001170	Syak.g_02360	Prbd.g_01483
OG0001171	Syak.g_02349	Prbd.g_01473
OG0001172	Syak.g_01388	Prbd.g_01460
OG0001173	Syak.g_01387	Prbd.g_01459
OG0001174	Syak.g_01379	Prbd.g_01451
OG0001175	Syak.g_01378	Prbd.g_01450
OG0001176	Syak.g_01354	Prbd.g_01443
OG0001177	Syak.g_01356	Prbd.g_01440
OG0001178	Syak.g_02411	Prbd.g_01435
OG0001179	Syak.g_01324	Prbd.g_01407
OG0001181	Syak.g_01296	Prbd.g_01381
OG0001182	Syak.g_01287	Prbd.g_01374
OG0001183	Syak.g_01282	Prbd.g_01370
OG0001184	Syak.g_01571	Prbd.g_01354
OG0001185	Syak.g_01643	Prbd.g_01340
OG0001186	Syak.g_01709	Prbd.g_01316
OG0001187	Syak.g_01712	Prbd.g_01311
OG0001188	Syak.g_01714	Prbd.g_01309
OG0001189	Syak.g_01736	Prbd.g_01292
OG0001190	Syak.g_01942	Prbd.g_01288
OG0001191	Syak.g_01928	Prbd.g_01278
OG0001192	Syak.g_01921	Prbd.g_01274
OG0001193	Syak.g_01888	Prbd.g_01264
OG0001194	Syak.g_01882	Prbd.g_01263
OG0001195	Syak.g_01881	Prbd.g_01262
OG0001196	Syak.g_01811	Prbd.g_01249
OG0001197	Syak.g_01809	Prbd.g_01248
OG0001198	Syak.g_01798	Prbd.g_01240
OG0001199	Syak.g_02249	Prbd.g_01170
OG0001200	Syak.g_02247	Prbd.g_01168
OG0001201	Syak.g_02191	Prbd.g_01136
OG0001202	Syak.g_02061	Prbd.g_01041
OG0001203	Syak.g_02307	Prbd.g_01001
OG0001204	Syak.g_01404	Prbd.g_00996
OG0001205	Syak.g_01181	Prbd.g_00797
OG0001206	Syak.g_01148	Prbd.g_00780
OG0001207	Syak.g_02566	Prbd.g_00765
OG0001208	Syak.g_02576	Prbd.g_00760
OG0001209	Syak.g_02643	Prbd.g_00707
OG0001210	Syak.g_02654	Prbd.g_00702
OG0001211	Syak.g_02669	Prbd.g_00692
OG0001212	Syak.g_02728	Prbd.g_00648
OG0001213	Syak.g_00025	Prbd.g_00615
OG0001214	Syak.g_00037	Prbd.g_00607
OG0001215	Syak.g_00697	Prbd.g_00554
OG0001216	Syak.g_00805	Prbd.g_00009
OG0001217	Syak.g_00138	Prbd.g_00049
OG0001218	Syak.g_01093	Prbd.g_00056
OG0001219	Syak.g_00551	Prbd.g_00091
OG0001220	Syak.g_00580	Prbd.g_00154
OG0001221	Syak.g_00390	Prbd.g_00217
OG0001222	Syak.g_00517	Prbd.g_00256
OG0001223	Syak.g_00472	Prbd.g_00282
OG0001224	Syak.g_00739	Prbd.g_00336
OG0001226	Syak.g_02239	Prbd.g_00364
OG0001227	Syak.g_00963	Prbd.g_00383
OG0001228	Syak.g_00619	Prbd.g_00513
OG0001229	Syak.g_00711	Prbd.g_01766
OG0001230	Syak.g_01030	Prbd.g_01697
OG0001231	Syak.g_01777	Prbd.g_01591
OG0001232	Syak.g_02385	Prbd.g_01502
OG0001233	Syak.g_02359	Prbd.g_01482
OG0001234	Syak.g_01374	Prbd.g_01448
OG0001235	Syak.g_01362	Prbd.g_01438
OG0001236	Syak.g_01568	Prbd.g_01357
OG0001237	Syak.g_01573	Prbd.g_01353
OG0001238	Syak.g_01926	Prbd.g_01277
OG0001239	Syak.g_02252	Prbd.g_01173
OG0001240	Syak.g_02206	Prbd.g_01151
OG0001241	Syak.g_02197	Prbd.g_01143
OG0001242	Syak.g_02168	Prbd.g_01124
OG0001243	Syak.g_02160	Prbd.g_01118
OG0001244	Syak.g_02132	Prbd.g_01101
OG0001245	Syak.g_00248	Prbd.g_00858
OG0001246	Syak.g_02604	Prbd.g_00738
OG0001247	Syak.g_00618	Prbd.g_00561
OG0001248	Syak.g_00147	Prbd.g_00559
OG0001249	Syak.g_01251	Prbd.g_00080
OG0001250	Syak.g_00602	Prbd.g_00143
OG0001251	Syak.g_01875	Prbd.g_00191
OG0001252	Syak.g_00754	Prbd.g_00331
OG0001253	Syak.g_00250	Prbd.g_00384
OG0001254	Syak.g_00272	Prbd.g_00429
OG0001255	Syak.g_00066	Prbd.g_00452
OG0001256	Syak.g_02430	Prbd.g_01598
OG0001257	Syak.g_02502	Prbd.g_01592
OG0001258	Syak.g_02420	Prbd.g_01528
OG0001259	Syak.g_02361	Prbd.g_01484
OG0001260	Syak.g_02332	Prbd.g_01467
OG0001261	Syak.g_01315	Prbd.g_01399
OG0001262	Syak.g_01734	Prbd.g_01294
OG0001263	Syak.g_02157	Prbd.g_01115
OG0001265	Syak.g_02170	Prbd.g_01125
OG0001266	Syak.g_02057	Prbd.g_01037
OG0001267	Syak.g_01459	Prbd.g_00959
OG0001268	Syak.g_01240	Prbd.g_00900
OG0001269	Syak.g_02323	Prbd.g_00880
OG0001270	Syak.g_01194	Prbd.g_00808
OG0001271	Syak.g_01121	Prbd.g_00770
OG0001272	Syak.g_02580	Prbd.g_00756
OG0001273	Syak.g_00030	Prbd.g_00613
OG0001274	Syak.g_01988	Prbd.g_00541
OG0001275	Syak.g_00633	Prbd.g_00292
OG0001276	Syak.g_00649	Prbd.g_00315
OG0001277	Syak.g_01829	Prbd.g_00372
OG0001278	Syak.g_00671	Prbd.g_00518
OG0001279	Syak.g_00105	Prbd.g_01893
OG0001280	Syak.g_00933	Prbd.g_01802
OG0001281	Syak.g_00944	Prbd.g_01796
OG0001282	Syak.g_02564	Prbd.g_01763
OG0001283	Syak.g_01818	Prbd.g_01744
OG0001284	Syak.g_02446	Prbd.g_01618, Prbd.g_01619
OG0001285	Syak.g_02381	Prbd.g_01499
OG0001286	Syak.g_01301	Prbd.g_01387
OG0001287	Syak.g_01652	Prbd.g_01333
OG0001288	Syak.g_01686	Prbd.g_01324
OG0001289	Syak.g_02222	Prbd.g_01157
OG0001290	Syak.g_02198	Prbd.g_01144
OG0001291	Syak.g_02147	Prbd.g_01108
OG0001292	Syak.g_01410	Prbd.g_00991
OG0001293	Syak.g_01432	Prbd.g_00978
OG0001294	Syak.g_00355	Prbd.g_00860
OG0001295	Syak.g_00740	Prbd.g_00775
OG0001296	Syak.g_02610	Prbd.g_00733
OG0001297	Syak.g_02614	Prbd.g_00728
OG0001298	Syak.g_02703	Prbd.g_00666
OG0001299	Syak.g_00349	Prbd.g_00578
OG0001300	Syak.g_00706	Prbd.g_00551
OG0001301	Syak.g_00721	Prbd.g_00548
OG0001302	Syak.g_00068	Prbd.g_00089
OG0001303	Syak.g_00548	Prbd.g_00296
OG0001304	Syak.g_00664	Prbd.g_00325
OG0001305	Syak.g_00728	Prbd.g_00344
OG0001306	Syak.g_00915	Prbd.g_00454
OG0001307	Syak.g_00344	Prbd.g_01781
OG0001308	Syak.g_01054	Prbd.g_01679
OG0001309	Syak.g_02620	Prbd.g_01594
OG0001311	Syak.g_00651	Prbd.g_00317
OG0001312	Syak.g_00537	Prbd.g_00245
OG0001314	Syak.g_00124	Prbd.g_00039
OG0001315	Syak.g_01284	Prbd.g_01182
OG0001316	Syak.g_02140	Prbd.g_01102
OG0001317	Syak.g_02302	Prbd.g_01005
OG0001318	Syak.g_01424	Prbd.g_00983
OG0001319	Syak.g_01448	Prbd.g_00967
OG0001321	Syak.g_01172	Prbd.g_00791
OG0001322	Syak.g_01171	Prbd.g_00790
OG0001323	Syak.g_02623	Prbd.g_00723
OG0001324	Syak.g_00707	Prbd.g_00550
OG0001325	Syak.g_00800	Prbd.g_00012
OG0001326	Syak.g_01870, Syak.g_01154	Prbd.g_00179
OG0001327	Syak.g_00362	Prbd.g_00356
OG0001328	Syak.g_00383	Prbd.g_00382
OG0001329	Syak.g_00280	Prbd.g_00421
OG0001331	Syak.g_02559	Prbd.g_01758
OG0001332	Syak.g_02485	Prbd.g_01646
OG0001333	Syak.g_02365	Prbd.g_01488
OG0001334	Syak.g_01274	Prbd.g_01367
OG0001335	Syak.g_01273	Prbd.g_01366
OG0001336	Syak.g_01817	Prbd.g_01252
OG0001340	Syak.g_01261	Prbd.g_00911
OG0001343	Syak.g_01877	Prbd.g_00188
OG0001344	Syak.g_00893	Prbd.g_00472
OG0001345	Syak.g_00856	Prbd.g_00487
OG0001346	Syak.g_00937	Prbd.g_01800
OG0001347	Syak.g_01885, Syak.g_01622	Prbd.g_01815
OG0001348	Syak.g_00774	Prbd.g_01570
OG0001350	Syak.g_02306	Prbd.g_01537
OG0001351	Syak.g_01164	Prbd.g_00788
OG0001352	Syak.g_00764	Prbd.g_00564
OG0001353	Syak.g_00612	Prbd.g_00134
OG0001354	Syak.g_00485	Prbd.g_00274
OG0001356	Syak.g_00773	Prbd.g_00830
OG0001358	Syak.g_00007	Prbd.g_00624
OG0001359	Syak.g_01878	Prbd.g_00189
OG0001360	Syak.g_00854	Prbd.g_00385
OG0001361	Syak.g_00859	Prbd.g_00484
OG0001364	Syak.g_01552	Prbd.g_01364
OG0001365	Syak.g_01937	Prbd.g_01284
OG0001369	Syak.g_02207	Prbd.g_01152
OG0001371	Syak.g_02231	Prbd.g_00565
OG0001373	Syak.g_01871	Prbd.g_00178
OG0001374	Syak.g_01863	Prbd.g_00186
OG0001375	Syak.g_01876	Prbd.g_00187
OG0001376	Syak.g_01916	Prbd.g_00350
OG0001377	Syak.g_01917	Prbd.g_00351
OG0001378	Syak.g_01196	Prbd.g_00394
OG0001379	Syak.g_00927	Prbd.g_01807
OG0001380	Syak.g_00237	Prbd.g_01776
OG0001382	Syak.g_01169	Prbd.g_01578
OG0001385	Syak.g_01874	Prbd.g_00175
OG0001386	Syak.g_01873	Prbd.g_00176
OG0001387	Syak.g_01872	Prbd.g_00177
OG0001388	Syak.g_01869	Prbd.g_00180
OG0001389	Syak.g_01868	Prbd.g_00181
OG0001390	Syak.g_01867	Prbd.g_00182
OG0001391	Syak.g_01866	Prbd.g_00183
OG0001392	Syak.g_01865	Prbd.g_00184
OG0001393	Syak.g_01864	Prbd.g_00185
OG0001394	Syak.g_00399	Prbd.g_00221
OG0001395	Syak.g_00789	Prbd.g_00327
OG0001396	Syak.g_01884	Prbd.g_01814
OG0001398	Syak.g_00571	Prbd.g_01565
OG0001399	Syak.g_01977, Syak.g_01103	Prbd.g_01446
OG0001402	Syak.g_00012	Prbd.g_00063
OG0001405	Syak.g_01271	Prbd.g_00913
OG0001406	Syak.g_01915	Prbd.g_00349
OG0001408	Syak.g_00087	Prbd.g_00367
OG0001409	Syak.g_00878	Prbd.g_00475
OG0001410	Syak.g_00343	Prbd.g_01780
OG0001412	Syak.g_01886	Prbd.g_01816
OG0001413	Syak.g_00103	Prbd.g_01603
OG0001416	Syak.g_00941	Prbd.g_00783
OG0001417	Syak.g_00486	Prbd.g_00773
OG0001420	Syak.g_00997, Syak.g_02635	Prbd.g_00403
OG0001422	Syak.g_00928	Prbd.g_01572
OG0001429	Syak.g_00547	Prbd.g_00092
OG0001432	Syak.g_00095	Prbd.g_01605
OG0001433	Syak.g_00771	Prbd.g_00829
OG0001434	Syak.g_00404	Prbd.g_00225
OG0001435	Syak.g_00369	Prbd.g_00202
OG0001438	Syak.g_01475	Prbd.g_00946
OG0001439	Syak.g_01506	Prbd.g_00932
OG0001442	Syak.g_00415	Prbd.g_00037
OG0001447	Syak.g_02159	Prbd.g_01117
OG0001448	Syak.g_00121	Prbd.g_00872
OG0001449	Syak.g_01401	Prbd.g_00841
OG0001452	Syak.g_01419	Prbd.g_00193
OG0001453	Syak.g_00465	Prbd.g_00286
OG0001454	Syak.g_00249	Prbd.g_00378
OG0001456	Syak.g_01855	Prbd.g_00445
OG0001457	Syak.g_01854	Prbd.g_00446
OG0001458	Syak.g_01853	Prbd.g_00447
OG0001459	Syak.g_00311	Prbd.g_01879
OG0001460	Syak.g_00770	Prbd.g_00828
OG0001461	Syak.g_00276	Prbd.g_00823
OG0001462	Syak.g_01750	Prbd.g_01203
OG0001464	Syak.g_01260	Prbd.g_00910
OG0001465	Syak.g_00775	Prbd.g_00542
OG0001467	Syak.g_01022	Prbd.g_00081
OG0001471	Syak.g_01501	Prbd.g_01602
OG0001473	Syak.g_00102	Prbd.g_01315
OG0001474	Syak.g_01239	Prbd.g_00899
OG0001479	Syak.g_01242	Prbd.g_00902
OG0001480	Syak.g_00084	Prbd.g_00870
OG0001482	Syak.g_00476	Prbd.g_00785
OG0001486	Syak.g_00900	Prbd.g_00466
OG0001492	Syak.g_00668	Prbd.g_00515
OG0001493	Syak.g_00676	Prbd.g_00523
OG0001495	Syak.g_01357	Prbd.g_01441
OG0001502	Syak.g_00586	Prbd.g_00072
OG0001504	Syak.g_00310	Prbd.g_01878
OG0001520	Syak.g_02689	Prbd.g_00846
OG0001525	Syak.g_00091	Prbd.g_01586
OG0001546	Syak.g_02627	Prbd.g_00718
OG0001547	Syak.g_00564	Prbd.g_00074
OG0001549	Syak.g_00577	Prbd.g_00161
OG0001551	Syak.g_00689	Prbd.g_00444
OG0001553	Syak.g_01037	Prbd.g_01692
OG0001554	Syak.g_01945	Prbd.g_01596
OG0001556	Syak.g_00845	Prbd.g_00825
OG0001567	Syak.g_00565	Prbd.g_00073
OG0001568	Syak.g_00562	Prbd.g_00075
OG0001570	Syak.g_00574	Prbd.g_00405
OG0001572	Syak.g_00097	Prbd.g_00003
OG0001573	Syak.g_01697, Syak.g_01819, Syak.g_00978	Prbd.g_00821, Prbd.g_01098
OG0001582	Syak.g_00231	Prbd.g_00774
OG0001602	Syak.g_00776	Prbd.g_00543
OG0001625	Syak.g_01426	Prbd.g_00981
OG0001633	Syak.g_00662	Prbd.g_01767
OG0001635	Syak.g_01690	Prbd.g_01545
OG0001647	Syak.g_01450	Prbd.g_00966
OG0001666	Syak.g_00212	Prbd.g_01880
OG0001690	Syak.g_02027	Prbd.g_01826, Prbd.g_01813, Prbd.g_01903, Prbd.g_01904
OG0001695	Syak.g_01836	Prbd.g_01854
OG0001700	Syak.g_00320, Syak.g_00570	Prbd.g_00827
OG0001740	Syak.g_01833	Prbd.g_01853
OG0001745	Syak.g_00281	Prbd.g_01606
OG0001928	Syak.g_00975, Syak.g_00976	Prbd.g_00814
OG0001990	Syak.g_01832	Prbd.g_00438
OG0002020	Syak.g_01840	Prbd.g_01852
OG0002021	Syak.g_01842	Prbd.g_01850
OG0002022	Syak.g_01843	Prbd.g_01849
OG0002023	Syak.g_01844	Prbd.g_01848
OG0002024	Syak.g_01850	Prbd.g_01844
OG0002029	Syak.g_01128	Prbd.g_01881
OG0002054	Syak.g_01851	Prbd.g_01843
OG0002055	Syak.g_01848	Prbd.g_01846
OG0002131	Syak.g_01841	Prbd.g_01851
OG0002132	Syak.g_01847	Prbd.g_01847
OG0002133	Syak.g_01849	Prbd.g_01845
OG0002178	Syak.g_01845	Prbd.g_01841
OG0002380	Syak.g_00175	Prbd.g_00837
OG0002592	Syak.g_01960	Prbd.g_01819
OG0002785	Syak.g_02518	Prbd.g_00535
OG0002892	Syak.g_00308	Prbd.g_00442
OG0003499	Syak.g_02051	Prbd.g_01818
OG0003821	Syak.g_00149	Prbd.g_01743
