Orthogroup	Praf	Pran
OG0001173	Praf.g_02388	Pran.g_01139
OG0001174	Praf.g_02391	Pran.g_01141
OG0001175	Praf.g_02393	Pran.g_01143
OG0001176	Praf.g_02395	Pran.g_01144
OG0001177	Praf.g_02397	Pran.g_01146
OG0001178	Praf.g_02398	Pran.g_01147
OG0001179	Praf.g_02399	Pran.g_01148
OG0001180	Praf.g_00196	Pran.g_01149
OG0001181	Praf.g_00195	Pran.g_01150
OG0001182	Praf.g_00194	Pran.g_01151
OG0001183	Praf.g_00193	Pran.g_01152
OG0001184	Praf.g_00192	Pran.g_01153
OG0001185	Praf.g_00191	Pran.g_01154
OG0001186	Praf.g_00184	Pran.g_01155
OG0001187	Praf.g_00183	Pran.g_01156
OG0001188	Praf.g_00182	Pran.g_01157
OG0001189	Praf.g_00180	Pran.g_01158
OG0001190	Praf.g_00179	Pran.g_01159
OG0001191	Praf.g_00177	Pran.g_01161
OG0001192	Praf.g_00175	Pran.g_01163
OG0001193	Praf.g_00174	Pran.g_01164
OG0001194	Praf.g_00173	Pran.g_01165
OG0001195	Praf.g_00165	Pran.g_01166
OG0001196	Praf.g_00163	Pran.g_01168
OG0001197	Praf.g_00158	Pran.g_01171
OG0001198	Praf.g_00157	Pran.g_01172
OG0001199	Praf.g_00156	Pran.g_01173
OG0001200	Praf.g_00155	Pran.g_01174
OG0001201	Praf.g_00154	Pran.g_01175
OG0001202	Praf.g_00153	Pran.g_01176
OG0001203	Praf.g_00091	Pran.g_01178
OG0001204	Praf.g_00089	Pran.g_01182
OG0001205	Praf.g_00088	Pran.g_01183
OG0001206	Praf.g_00087	Pran.g_01184
OG0001207	Praf.g_00083	Pran.g_01185
OG0001208	Praf.g_00082	Pran.g_01186
OG0001209	Praf.g_00081	Pran.g_01187
OG0001210	Praf.g_00077	Pran.g_01188
OG0001211	Praf.g_00075	Pran.g_01189
OG0001212	Praf.g_00074	Pran.g_01190
OG0001213	Praf.g_00072	Pran.g_01191
OG0001214	Praf.g_00071	Pran.g_01192
OG0001215	Praf.g_00070	Pran.g_01193
OG0001216	Praf.g_00069	Pran.g_01194
OG0001217	Praf.g_00068	Pran.g_01195
OG0001218	Praf.g_00067	Pran.g_01196
OG0001219	Praf.g_00064	Pran.g_01197
OG0001220	Praf.g_00063	Pran.g_01198
OG0001221	Praf.g_00062	Pran.g_01199
OG0001222	Praf.g_00060	Pran.g_01201
OG0001223	Praf.g_00056	Pran.g_01202
OG0001224	Praf.g_00054	Pran.g_01203
OG0001225	Praf.g_02656	Pran.g_01205
OG0001226	Praf.g_02657	Pran.g_01206
OG0001227	Praf.g_02658	Pran.g_01207
OG0001228	Praf.g_02659	Pran.g_01208
OG0001229	Praf.g_02661	Pran.g_01209
OG0001230	Praf.g_02662	Pran.g_01210
OG0001231	Praf.g_02663	Pran.g_01211
OG0001232	Praf.g_02665	Pran.g_01213
OG0001233	Praf.g_02667	Pran.g_01214
OG0001234	Praf.g_02669	Pran.g_01215
OG0001235	Praf.g_02670	Pran.g_01216
OG0001236	Praf.g_02671	Pran.g_01217
OG0001237	Praf.g_02674	Pran.g_01220
OG0001238	Praf.g_02680	Pran.g_01221
OG0001239	Praf.g_02702	Pran.g_01224
OG0001240	Praf.g_02716	Pran.g_01225
OG0001241	Praf.g_02717	Pran.g_01226
OG0001242	Praf.g_02719	Pran.g_01227
OG0001243	Praf.g_02720	Pran.g_01228
OG0001244	Praf.g_02723	Pran.g_01229
OG0001245	Praf.g_02724	Pran.g_01230
OG0001246	Praf.g_02728	Pran.g_01231
OG0001247	Praf.g_02729	Pran.g_01232
OG0001248	Praf.g_02730	Pran.g_01233
OG0001249	Praf.g_02743	Pran.g_01234
OG0001250	Praf.g_02753	Pran.g_01235
OG0001251	Praf.g_02754	Pran.g_01236
OG0001252	Praf.g_02755	Pran.g_01237
OG0001253	Praf.g_02756	Pran.g_01238
OG0001254	Praf.g_02758	Pran.g_01240
OG0001255	Praf.g_02759	Pran.g_01241
OG0001256	Praf.g_02764	Pran.g_01243
OG0001257	Praf.g_02765	Pran.g_01244
OG0001258	Praf.g_02766	Pran.g_01245
OG0001259	Praf.g_02770	Pran.g_01247
OG0001260	Praf.g_02772	Pran.g_01249
OG0001261	Praf.g_02773	Pran.g_01250
OG0001262	Praf.g_02775	Pran.g_01251
OG0001263	Praf.g_02777	Pran.g_01252
OG0001264	Praf.g_02779	Pran.g_01253
OG0001265	Praf.g_02780	Pran.g_01254
OG0001266	Praf.g_02781	Pran.g_01255
OG0001267	Praf.g_02782	Pran.g_01256
OG0001268	Praf.g_02783	Pran.g_01257
OG0001270	Praf.g_02418	Pran.g_00296
OG0001271	Praf.g_02437	Pran.g_00282
OG0001272	Praf.g_02280	Pran.g_01913
OG0001273	Praf.g_02055	Pran.g_01861
OG0001274	Praf.g_00597	Pran.g_01696
OG0001275	Praf.g_00615	Pran.g_01680
OG0001276	Praf.g_00738	Pran.g_01588
OG0001278	Praf.g_01614	Pran.g_01293
OG0001279	Praf.g_01460	Pran.g_00428
OG0001280	Praf.g_01333	Pran.g_00544
OG0001281	Praf.g_00991	Pran.g_00159
OG0001282	Praf.g_01473	Pran.g_00142
OG0001283	Praf.g_00989	Pran.g_00137
OG0001285	Praf.g_01134	Pran.g_00076
OG0001286	Praf.g_00852	Pran.g_00063
OG0001288	Praf.g_00976	Pran.g_00693
OG0001289	Praf.g_00535	Pran.g_00682
OG0001290	Praf.g_01248	Pran.g_00638
OG0001291	Praf.g_00639	Pran.g_00637
OG0001292	Praf.g_01145	Pran.g_00632
OG0001293	Praf.g_01950	Pran.g_00607
OG0001296	Praf.g_00492	Pran.g_00962
OG0001297	Praf.g_00487	Pran.g_00966
OG0001298	Praf.g_00484	Pran.g_00969
OG0001299	Praf.g_02197	Pran.g_01035
OG0001300	Praf.g_00474	Pran.g_01060
OG0001301	Praf.g_02392	Pran.g_01142
OG0001302	Praf.g_00159	Pran.g_01170
OG0001304	Praf.g_02768	Pran.g_01246
OG0001305	Praf.g_01095	Pran.g_01804
OG0001306	Praf.g_01988	Pran.g_01743
OG0001307	Praf.g_00036	Pran.g_00394
OG0001308	Praf.g_00318	Pran.g_00361
OG0001309	Praf.g_00315	Pran.g_00358
OG0001310	Praf.g_00313	Pran.g_00356
OG0001311	Praf.g_00260	Pran.g_00340
OG0001315	Praf.g_02206	Pran.g_01949
OG0001316	Praf.g_02234, Praf.g_02225, Praf.g_02218	Pran.g_01940
OG0001318	Praf.g_01694	Pran.g_01541
OG0001319	Praf.g_01853	Pran.g_01407
OG0001320	Praf.g_01284	Pran.g_00559
OG0001322	Praf.g_02752	Pran.g_00152
OG0001323	Praf.g_00055	Pran.g_00115
OG0001325	Praf.g_02648, Praf.g_01002	Pran.g_00105
OG0001326	Praf.g_00926	Pran.g_00032
OG0001328	Praf.g_00017	Pran.g_00634
OG0001329	Praf.g_00454	Pran.g_00993
OG0001330	Praf.g_00403	Pran.g_01027
OG0001332	Praf.g_02429	Pran.g_00293
OG0001334	Praf.g_00676	Pran.g_01711
OG0001335	Praf.g_01640	Pran.g_00167
OG0001336	Praf.g_01105	Pran.g_00149
OG0001337	Praf.g_00969	Pran.g_00134
OG0001339	Praf.g_00789	Pran.g_00871
OG0001340	Praf.g_02762	Pran.g_00820
OG0001341	Praf.g_00497	Pran.g_00641
OG0001343	Praf.g_00486	Pran.g_00967
OG0001344	Praf.g_00426	Pran.g_01016
OG0001345	Praf.g_02111	Pran.g_01109
OG0001346	Praf.g_00176	Pran.g_01162
OG0001347	Praf.g_00061	Pran.g_01200
OG0001349	Praf.g_00217	Pran.g_00315
OG0001351	Praf.g_02522	Pran.g_00229
OG0001352	Praf.g_02211	Pran.g_01944
OG0001353	Praf.g_02252	Pran.g_01932
OG0001354	Praf.g_02279	Pran.g_01914
OG0001355	Praf.g_02048	Pran.g_01856
OG0001356	Praf.g_01750	Pran.g_01817
OG0001357	Praf.g_01991	Pran.g_01746
OG0001358	Praf.g_01910	Pran.g_01706
OG0001359	Praf.g_00601	Pran.g_01692
OG0001362	Praf.g_00722	Pran.g_01601
OG0001363	Praf.g_02550	Pran.g_01473
OG0001365	Praf.g_01598	Pran.g_01303
OG0001367	Praf.g_01351	Pran.g_00515
OG0001368	Praf.g_01334	Pran.g_00543
OG0001369	Praf.g_01037	Pran.g_00089
OG0001370	Praf.g_01038	Pran.g_00088
OG0001371	Praf.g_00893	Pran.g_00010
OG0001372	Praf.g_01769	Pran.g_00609
OG0001375	Praf.g_00436	Pran.g_01007
OG0001376	Praf.g_02089, Praf.g_02643, Praf.g_01869, Praf.g_02090	Pran.g_01050
OG0001377	Praf.g_00160	Pran.g_01169
OG0001378	Praf.g_01332	Pran.g_00545
OG0001382	Praf.g_02414	Pran.g_00299
OG0001385	Praf.g_02269	Pran.g_01921
OG0001388	Praf.g_00819	Pran.g_00927
OG0001391	Praf.g_00624	Pran.g_01674
OG0001393	Praf.g_00642	Pran.g_01659
OG0001404	Praf.g_01431	Pran.g_01434
OG0001421	Praf.g_01421	Pran.g_00468
OG0001422	Praf.g_00356, Praf.g_01078	Pran.g_00949
OG0001425	Praf.g_02074	Pran.g_01868
OG0001427	Praf.g_00644	Pran.g_01657
OG0001436	Praf.g_01298	Pran.g_00618
OG0001437	Praf.g_02569	Pran.g_00604
OG0001438	Praf.g_02763	Pran.g_01242
OG0001439	Praf.g_00331, Praf.g_01166	Pran.g_01777
OG0001441	Praf.g_01375	Pran.g_00497
OG0001446	Praf.g_02686, Praf.g_01026	Pran.g_01390
OG0001448	Praf.g_01665	Pran.g_01558
OG0001450	Praf.g_00960	Pran.g_00101
OG0001456	Praf.g_01004	Pran.g_00596
OG0001458	Praf.g_02673	Pran.g_01219
OG0001464	Praf.g_00699	Pran.g_01619
OG0001465	Praf.g_00737	Pran.g_01589
OG0001468	Praf.g_01589	Pran.g_01311
OG0001475	Praf.g_01297	Pran.g_01414
OG0001476	Praf.g_01791	Pran.g_00736
OG0001482	Praf.g_02333	Pran.g_01874
OG0001484	Praf.g_01576	Pran.g_01757
OG0001488	Praf.g_02678	Pran.g_00174
OG0001489	Praf.g_02677	Pran.g_00173
OG0001490	Praf.g_02676	Pran.g_00172
OG0001491	Praf.g_01130	Pran.g_00166
OG0001492	Praf.g_00936	Pran.g_00139
OG0001493	Praf.g_01997	Pran.g_00130
OG0001494	Praf.g_00883	Pran.g_00044
OG0001496	Praf.g_00803	Pran.g_00882
OG0001500	Praf.g_01500	Pran.g_00448
OG0001505	Praf.g_01504	Pran.g_01431
OG0001508	Praf.g_00545	Pran.g_01314
OG0001511	Praf.g_02731	Pran.g_00180
OG0001512	Praf.g_02732	Pran.g_00181
OG0001513	Praf.g_02733	Pran.g_00182
OG0001514	Praf.g_02734	Pran.g_00183
OG0001515	Praf.g_02735	Pran.g_00184
OG0001516	Praf.g_02736	Pran.g_00185
OG0001517	Praf.g_02737	Pran.g_00186
OG0001518	Praf.g_02738	Pran.g_00187
OG0001519	Praf.g_02739	Pran.g_00188
OG0001520	Praf.g_02740	Pran.g_00189
OG0001521	Praf.g_02741	Pran.g_00190
OG0001522	Praf.g_02742	Pran.g_00191
OG0001523	Praf.g_01496	Pran.g_00444
OG0001527	Praf.g_00977	Pran.g_00629
OG0001528	Praf.g_00355	Pran.g_00617
OG0001536	Praf.g_01027	Pran.g_01391
OG0001540	Praf.g_00792	Pran.g_01719
OG0001544	Praf.g_00279	Pran.g_00784
OG0001545	Praf.g_01028	Pran.g_01392
OG0001547	Praf.g_00043	Pran.g_00390
OG0001556	Praf.g_00097	Pran.g_00802
OG0001557	Praf.g_00345	Pran.g_00624
OG0001588	Praf.g_01094	Pran.g_01768
OG0001593	Praf.g_00099	Pran.g_00799
OG0001599	Praf.g_01953	Pran.g_00916
OG0001600	Praf.g_00493	Pran.g_00595
OG0001602	Praf.g_02294	Pran.g_01901
OG0001605	Praf.g_00353	Pran.g_01794
OG0001610	Praf.g_00953	Pran.g_00416
OG0001630	Praf.g_00118	Pran.g_00756
OG0001642	Praf.g_01470, Praf.g_01861	Pran.g_00769, Pran.g_00763
OG0001702	Praf.g_02371	Pran.g_00817
OG0001716	Praf.g_00592	Pran.g_01399
OG0001719	Praf.g_02168	Pran.g_00783
OG0001798	Praf.g_00704	Pran.g_01615
OG0001800	Praf.g_01076	Pran.g_00860
OG0001821	Praf.g_02276	Pran.g_00789
OG0001842	Praf.g_02364	Pran.g_00795
OG0001843	Praf.g_00140	Pran.g_00813
OG0001866	Praf.g_00100	Pran.g_00798
OG0001908	Praf.g_01032	Pran.g_01398
OG0001910	Praf.g_01746	Pran.g_00610
OG0001950	Praf.g_01120	Pran.g_01785
OG0001954	Praf.g_00141	Pran.g_00814
OG0001955	Praf.g_00142	Pran.g_00812, Pran.g_00811
OG0001987	Praf.g_01043	Pran.g_01393
OG0002051	Praf.g_00098	Pran.g_00800
OG0002053	Praf.g_00456	Pran.g_00772
OG0002119	Praf.g_01051	Pran.g_01387
OG0002120	Praf.g_02401	Pran.g_00818
OG0002236	Praf.g_01048	Pran.g_01386
