Orthogroup	Praf	Prba
OG0001170	Praf.g_02383	Prba.g_01070
OG0001171	Praf.g_02384	Prba.g_01071
OG0001172	Praf.g_02386	Prba.g_01072
OG0001173	Praf.g_02388	Prba.g_01074
OG0001174	Praf.g_02391	Prba.g_01076
OG0001175	Praf.g_02393	Prba.g_01078
OG0001176	Praf.g_02395	Prba.g_01079
OG0001177	Praf.g_02397	Prba.g_00753
OG0001178	Praf.g_02398	Prba.g_00754
OG0001179	Praf.g_02399	Prba.g_00755
OG0001180	Praf.g_00196	Prba.g_00756
OG0001181	Praf.g_00195	Prba.g_00757
OG0001182	Praf.g_00194	Prba.g_00758
OG0001183	Praf.g_00193	Prba.g_00759
OG0001184	Praf.g_00192	Prba.g_00760
OG0001185	Praf.g_00191	Prba.g_00761
OG0001186	Praf.g_00184	Prba.g_00762
OG0001187	Praf.g_00183	Prba.g_00763
OG0001188	Praf.g_00182	Prba.g_00764
OG0001189	Praf.g_00180	Prba.g_00766
OG0001190	Praf.g_00179	Prba.g_00767
OG0001191	Praf.g_00177	Prba.g_00769
OG0001192	Praf.g_00175	Prba.g_00771
OG0001193	Praf.g_00174	Prba.g_00772
OG0001194	Praf.g_00173	Prba.g_00773
OG0001195	Praf.g_00165	Prba.g_00774
OG0001196	Praf.g_00163	Prba.g_00776
OG0001197	Praf.g_00158	Prba.g_00779
OG0001198	Praf.g_00157	Prba.g_00780
OG0001199	Praf.g_00156	Prba.g_00781
OG0001200	Praf.g_00155	Prba.g_00782
OG0001201	Praf.g_00154	Prba.g_00783
OG0001202	Praf.g_00153	Prba.g_00784
OG0001203	Praf.g_00091	Prba.g_00786
OG0001204	Praf.g_00089	Prba.g_00789
OG0001205	Praf.g_00088	Prba.g_00790
OG0001206	Praf.g_00087	Prba.g_00792
OG0001207	Praf.g_00083	Prba.g_00793
OG0001208	Praf.g_00082	Prba.g_00794
OG0001209	Praf.g_00081	Prba.g_00795
OG0001210	Praf.g_00077	Prba.g_00796
OG0001211	Praf.g_00075	Prba.g_00797
OG0001212	Praf.g_00074	Prba.g_00798
OG0001213	Praf.g_00072	Prba.g_00799
OG0001214	Praf.g_00071	Prba.g_00800
OG0001215	Praf.g_00070	Prba.g_00801
OG0001216	Praf.g_00069	Prba.g_00802
OG0001217	Praf.g_00068	Prba.g_00803
OG0001218	Praf.g_00067	Prba.g_00804
OG0001219	Praf.g_00064	Prba.g_00805
OG0001220	Praf.g_00063	Prba.g_00806
OG0001221	Praf.g_00062	Prba.g_00807
OG0001222	Praf.g_00060	Prba.g_00809
OG0001223	Praf.g_00056	Prba.g_00811
OG0001224	Praf.g_00054	Prba.g_00812
OG0001225	Praf.g_02656	Prba.g_00814
OG0001226	Praf.g_02657	Prba.g_00815
OG0001227	Praf.g_02658	Prba.g_00816
OG0001228	Praf.g_02659	Prba.g_00817
OG0001229	Praf.g_02661	Prba.g_00818
OG0001230	Praf.g_02662	Prba.g_00819
OG0001231	Praf.g_02663	Prba.g_00820
OG0001232	Praf.g_02665	Prba.g_00822
OG0001233	Praf.g_02667	Prba.g_00823
OG0001234	Praf.g_02669	Prba.g_00824
OG0001235	Praf.g_02670	Prba.g_00825
OG0001236	Praf.g_02671	Prba.g_00826
OG0001237	Praf.g_02674	Prba.g_00829
OG0001238	Praf.g_02680	Prba.g_00830
OG0001239	Praf.g_02702	Prba.g_00833
OG0001240	Praf.g_02716	Prba.g_00834
OG0001241	Praf.g_02717	Prba.g_00835
OG0001242	Praf.g_02719	Prba.g_00836
OG0001243	Praf.g_02720	Prba.g_00837
OG0001244	Praf.g_02723	Prba.g_00838
OG0001245	Praf.g_02724	Prba.g_00839
OG0001246	Praf.g_02728	Prba.g_00840
OG0001247	Praf.g_02729	Prba.g_00841
OG0001248	Praf.g_02730	Prba.g_00842
OG0001249	Praf.g_02743	Prba.g_00843
OG0001250	Praf.g_02753	Prba.g_00844
OG0001251	Praf.g_02754	Prba.g_00845
OG0001252	Praf.g_02755	Prba.g_00846
OG0001253	Praf.g_02756	Prba.g_00847
OG0001254	Praf.g_02758	Prba.g_01777
OG0001255	Praf.g_02759	Prba.g_01778
OG0001256	Praf.g_02764	Prba.g_01780
OG0001257	Praf.g_02765	Prba.g_01781
OG0001258	Praf.g_02766	Prba.g_01782
OG0001259	Praf.g_02770	Prba.g_01784
OG0001260	Praf.g_02772	Prba.g_01785
OG0001261	Praf.g_02773	Prba.g_01786
OG0001262	Praf.g_02775	Prba.g_01787
OG0001263	Praf.g_02777	Prba.g_01788
OG0001264	Praf.g_02779	Prba.g_01789
OG0001265	Praf.g_02780	Prba.g_01790
OG0001266	Praf.g_02781	Prba.g_01791
OG0001267	Praf.g_02782	Prba.g_01792
OG0001268	Praf.g_02783	Prba.g_01793
OG0001269	Praf.g_00261	Prba.g_01880
OG0001270	Praf.g_02418	Prba.g_01926
OG0001271	Praf.g_02437	Prba.g_01938
OG0001272	Praf.g_02280	Prba.g_00498
OG0001273	Praf.g_02055	Prba.g_00549
OG0001274	Praf.g_00597	Prba.g_00979
OG0001275	Praf.g_00615	Prba.g_00963
OG0001276	Praf.g_00738	Prba.g_01727
OG0001278	Praf.g_01614	Prba.g_01448
OG0001279	Praf.g_01460	Prba.g_01396
OG0001280	Praf.g_01333	Prba.g_01288
OG0001281	Praf.g_00991	Prba.g_01240
OG0001282	Praf.g_01473	Prba.g_01223
OG0001283	Praf.g_00989	Prba.g_01218
OG0001285	Praf.g_01134	Prba.g_00080
OG0001286	Praf.g_00852	Prba.g_00067
OG0001288	Praf.g_00976	Prba.g_00348
OG0001289	Praf.g_00535	Prba.g_00337
OG0001290	Praf.g_01248	Prba.g_00295
OG0001291	Praf.g_00639	Prba.g_00294
OG0001292	Praf.g_01145	Prba.g_00289
OG0001293	Praf.g_01950	Prba.g_00272
OG0001294	Praf.g_01484	Prba.g_00262
OG0001296	Praf.g_00492	Prba.g_00234
OG0001297	Praf.g_00487	Prba.g_00230
OG0001298	Praf.g_00484	Prba.g_00227
OG0001299	Praf.g_02197	Prba.g_00360
OG0001300	Praf.g_00474	Prba.g_00385
OG0001301	Praf.g_02392	Prba.g_01077
OG0001302	Praf.g_00159	Prba.g_00778
OG0001303	Praf.g_00058	Prba.g_00810
OG0001304	Praf.g_02768	Prba.g_01783
OG0001306	Praf.g_01988	Prba.g_01024
OG0001307	Praf.g_00036	Prba.g_01823
OG0001308	Praf.g_00318	Prba.g_01859
OG0001309	Praf.g_00315	Prba.g_01862
OG0001310	Praf.g_00313	Prba.g_01864
OG0001311	Praf.g_00260	Prba.g_01881
OG0001313	Praf.g_02402	Prba.g_01913
OG0001315	Praf.g_02206	Prba.g_00462
OG0001316	Praf.g_02234, Praf.g_02225, Praf.g_02218	Prba.g_00471
OG0001318	Praf.g_01694	Prba.g_01680
OG0001319	Praf.g_01853	Prba.g_01547
OG0001320	Praf.g_01284	Prba.g_01273
OG0001321	Praf.g_01278	Prba.g_01268
OG0001322	Praf.g_02752	Prba.g_01232
OG0001323	Praf.g_00055	Prba.g_00735
OG0001325	Praf.g_02648, Praf.g_01002	Prba.g_00724
OG0001326	Praf.g_00926	Prba.g_00035
OG0001327	Praf.g_01894	Prba.g_00212
OG0001328	Praf.g_00017	Prba.g_00291
OG0001329	Praf.g_00454	Prba.g_00597
OG0001330	Praf.g_00403	Prba.g_00563
OG0001331	Praf.g_02387	Prba.g_01073
OG0001332	Praf.g_02429	Prba.g_01929
OG0001333	Praf.g_00387	Prba.g_00457
OG0001334	Praf.g_00676	Prba.g_00994
OG0001335	Praf.g_01640	Prba.g_01248
OG0001336	Praf.g_01105	Prba.g_01229
OG0001337	Praf.g_00969	Prba.g_01215
OG0001338	Praf.g_00805	Prba.g_01166
OG0001339	Praf.g_00789	Prba.g_01197
OG0001340	Praf.g_02762	Prba.g_00176
OG0001341	Praf.g_00497	Prba.g_00298
OG0001343	Praf.g_00486	Prba.g_00229
OG0001345	Praf.g_02111	Prba.g_00433
OG0001346	Praf.g_00176	Prba.g_00770
OG0001347	Praf.g_00061	Prba.g_00808
OG0001348	Praf.g_02404	Prba.g_01916
OG0001349	Praf.g_00217	Prba.g_01906
OG0001351	Praf.g_02522	Prba.g_00659
OG0001352	Praf.g_02211	Prba.g_00467
OG0001353	Praf.g_02252	Prba.g_00479
OG0001354	Praf.g_02279	Prba.g_00497
OG0001355	Praf.g_02048	Prba.g_00555
OG0001356	Praf.g_01750	Prba.g_00872
OG0001357	Praf.g_01991	Prba.g_01027
OG0001358	Praf.g_01910	Prba.g_00989
OG0001359	Praf.g_00601	Prba.g_00975
OG0001362	Praf.g_00722	Prba.g_01739
OG0001363	Praf.g_02550	Prba.g_01614
OG0001365	Praf.g_01598	Prba.g_01458
OG0001367	Praf.g_01351	Prba.g_01309
OG0001368	Praf.g_01334	Prba.g_01289
OG0001369	Praf.g_01037	Prba.g_00093
OG0001370	Praf.g_01038	Prba.g_00092
OG0001371	Praf.g_00893	Prba.g_00013
OG0001372	Praf.g_01769	Prba.g_01136
OG0001375	Praf.g_00436	Prba.g_00583
OG0001376	Praf.g_02089, Praf.g_02643, Praf.g_01869, Praf.g_02090	Prba.g_00374
OG0001377	Praf.g_00160	Prba.g_00777
OG0001378	Praf.g_01332	Prba.g_01287
OG0001382	Praf.g_02414	Prba.g_01923
OG0001385	Praf.g_02269	Prba.g_00490
OG0001389	Praf.g_01958	Prba.g_01007
OG0001391	Praf.g_00624	Prba.g_00957
OG0001393	Praf.g_00642	Prba.g_00942
OG0001404	Praf.g_01431	Prba.g_01305
OG0001421	Praf.g_01421	Prba.g_01356
OG0001422	Praf.g_00356, Praf.g_01078	Prba.g_00002
OG0001425	Praf.g_02074	Prba.g_00542
OG0001427	Praf.g_00644	Prba.g_00940
OG0001436	Praf.g_01298	Prba.g_00277
OG0001438	Praf.g_02763	Prba.g_01779
OG0001441	Praf.g_01375	Prba.g_01327
OG0001446	Praf.g_02686, Praf.g_01026	Prba.g_01535
OG0001448	Praf.g_01665	Prba.g_01697
OG0001450	Praf.g_00960	Prba.g_00721, Prba.g_00104
OG0001456	Praf.g_01004	Prba.g_00265
OG0001458	Praf.g_02673	Prba.g_00828
OG0001459	Praf.g_01085	Prba.g_00254
OG0001463	Praf.g_00966	Prba.g_01046, Prba.g_00921
OG0001464	Praf.g_00699	Prba.g_01756
OG0001468	Praf.g_01589	Prba.g_01467
OG0001476	Praf.g_01791	Prba.g_00716
OG0001480	Praf.g_02594, Praf.g_02427	Prba.g_01609, Prba.g_01083
OG0001481	Praf.g_01168, Praf.g_02627, Praf.g_01187, Praf.g_00342	Prba.g_01118
OG0001482	Praf.g_02333	Prba.g_00536
OG0001484	Praf.g_01576	Prba.g_01042
OG0001485	Praf.g_01231	Prba.g_01437
OG0001488	Praf.g_02678	Prba.g_01255
OG0001489	Praf.g_02677	Prba.g_01254
OG0001490	Praf.g_02676	Prba.g_01253
OG0001491	Praf.g_01130	Prba.g_01247
OG0001492	Praf.g_00936	Prba.g_01220
OG0001493	Praf.g_01997	Prba.g_00750
OG0001494	Praf.g_00883	Prba.g_00047
OG0001496	Praf.g_00803	Prba.g_01186
OG0001500	Praf.g_01500	Prba.g_01376
OG0001501	Praf.g_01670	Prba.g_01540
OG0001505	Praf.g_01504	Prba.g_01564
OG0001508	Praf.g_00545	Prba.g_01470
OG0001509	Praf.g_02169	Prba.g_01466
OG0001511	Praf.g_02731	Prba.g_01426
OG0001512	Praf.g_02732	Prba.g_01425
OG0001513	Praf.g_02733	Prba.g_01424
OG0001514	Praf.g_02734	Prba.g_01423
OG0001515	Praf.g_02735	Prba.g_01422
OG0001516	Praf.g_02736	Prba.g_01421
OG0001517	Praf.g_02737	Prba.g_01420
OG0001518	Praf.g_02738	Prba.g_01419
OG0001519	Praf.g_02739	Prba.g_01418
OG0001520	Praf.g_02740	Prba.g_01417
OG0001521	Praf.g_02741	Prba.g_01416
OG0001522	Praf.g_02742	Prba.g_01415
OG0001527	Praf.g_00977	Prba.g_00286
OG0001536	Praf.g_01027	Prba.g_01536
OG0001540	Praf.g_00792	Prba.g_01002
OG0001545	Praf.g_01028	Prba.g_01537
OG0001547	Praf.g_00043	Prba.g_01827
OG0001556	Praf.g_00097	Prba.g_00141, Prba.g_00142
OG0001557	Praf.g_00345	Prba.g_00281
OG0001593	Praf.g_00099	Prba.g_00138
OG0001605	Praf.g_00353	Prba.g_00896
OG0001610	Praf.g_00953	Prba.g_01408
OG0001630	Praf.g_00118	Prba.g_00162
OG0001632	Praf.g_02092	Prba.g_01542
OG0001635	Praf.g_02050	Prba.g_00553
OG0001720	Praf.g_00093	Prba.g_00174
OG0001857	Praf.g_01149	Prba.g_00903
OG0001866	Praf.g_00100	Prba.g_00140
OG0001872	Praf.g_01581	Prba.g_00917
OG0001873	Praf.g_01442	Prba.g_00914
OG0001876	Praf.g_01202	Prba.g_01091
OG0001877	Praf.g_00968	Prba.g_00244
OG0002031	Praf.g_00363	Prba.g_01119
OG0003413	Praf.g_02466	Prba.g_01092
