Orthogroup	Pram	Syar
OG0001145	Pram.g_01222	Syar.g_02769
OG0001146	Pram.g_01234	Syar.g_02782
OG0001147	Pram.g_01475	Syar.g_01276
OG0001148	Pram.g_01466	Syar.g_01459
OG0001149	Pram.g_01465	Syar.g_01458
OG0001150	Pram.g_01464	Syar.g_01457
OG0001151	Pram.g_01452	Syar.g_01238
OG0001152	Pram.g_01451	Syar.g_01237
OG0001153	Pram.g_01346	Syar.g_01398
OG0001154	Pram.g_01345	Syar.g_01397
OG0001155	Pram.g_01328	Syar.g_01211
OG0001156	Pram.g_01325	Syar.g_01185
OG0001157	Pram.g_01324	Syar.g_01184
OG0001158	Pram.g_01323	Syar.g_01183
OG0001159	Pram.g_01322	Syar.g_01182
OG0001160	Pram.g_01296	Syar.g_02908
OG0001161	Pram.g_01577	Syar.g_00382
OG0001162	Pram.g_01590	Syar.g_03081
OG0001163	Pram.g_01624	Syar.g_02917
OG0001164	Pram.g_01627	Syar.g_02922
OG0001165	Pram.g_01630	Syar.g_02927
OG0001166	Pram.g_01651	Syar.g_02959
OG0001167	Pram.g_01669	Syar.g_02982
OG0001168	Pram.g_01671	Syar.g_02983
OG0001169	Pram.g_01673	Syar.g_02985
OG0001170	Pram.g_01675	Syar.g_02987
OG0001171	Pram.g_01685	Syar.g_02999
OG0001172	Pram.g_01700	Syar.g_00143
OG0001173	Pram.g_01701	Syar.g_00142
OG0001174	Pram.g_01709	Syar.g_00134
OG0001175	Pram.g_01710	Syar.g_00133
OG0001176	Pram.g_01718	Syar.g_01025
OG0001177	Pram.g_01720	Syar.g_01023
OG0001178	Pram.g_01637	Syar.g_02943
OG0001179	Pram.g_01753	Syar.g_01055
OG0001181	Pram.g_01780	Syar.g_01082
OG0001182	Pram.g_01788	Syar.g_01090
OG0001183	Pram.g_01794	Syar.g_01096
OG0001184	Pram.g_01812	Syar.g_00653
OG0001185	Pram.g_01828	Syar.g_00614
OG0001186	Pram.g_01852	Syar.g_00562
OG0001187	Pram.g_01855	Syar.g_00548
OG0001188	Pram.g_01857	Syar.g_00546
OG0001189	Pram.g_01874	Syar.g_00525
OG0001190	Pram.g_01879	Syar.g_00330
OG0001191	Pram.g_01889	Syar.g_00349
OG0001192	Pram.g_01894	Syar.g_00356
OG0001193	Pram.g_01907	Syar.g_00711
OG0001194	Pram.g_01908	Syar.g_00622
OG0001195	Pram.g_01909	Syar.g_00623
OG0001196	Pram.g_01926	Syar.g_00453
OG0001197	Pram.g_01928	Syar.g_00455
OG0001198	Pram.g_01935	Syar.g_00467
OG0001199	Pram.g_00059	Syar.g_03045
OG0001200	Pram.g_00061	Syar.g_03047
OG0001201	Pram.g_00092	Syar.g_03120
OG0001202	Pram.g_00184	Syar.g_00991
OG0001203	Pram.g_00225	Syar.g_03021
OG0001204	Pram.g_00231	Syar.g_00154
OG0001205	Pram.g_00380	Syar.g_02869
OG0001207	Pram.g_00413	Syar.g_01462
OG0001208	Pram.g_00418	Syar.g_01471
OG0001211	Pram.g_00487	Syar.g_02323
OG0001212	Pram.g_00533	Syar.g_02027
OG0001213	Pram.g_00569	Syar.g_02239
OG0001215	Pram.g_00781	Syar.g_00965
OG0001216	Pram.g_00803	Syar.g_01909
OG0001217	Pram.g_01539	Syar.g_02852
OG0001218	Pram.g_01196	Syar.g_01388
OG0001219	Pram.g_00911	Syar.g_02585
OG0001222	Pram.g_00988	Syar.g_02552
OG0001223	Pram.g_00960	Syar.g_02505
OG0001224	Pram.g_00892	Syar.g_01361
OG0001225	Pram.g_00890	Syar.g_01929
OG0001226	Pram.g_00577	Syar.g_03054
OG0001227	Pram.g_01188	Syar.g_02213
OG0001230	Pram.g_01388	Syar.g_02816
OG0001231	Pram.g_00357	Syar.g_00485
OG0001232	Pram.g_01655	Syar.g_02968
OG0001233	Pram.g_01676	Syar.g_02988
OG0001235	Pram.g_01716	Syar.g_01019
OG0001236	Pram.g_01809	Syar.g_00657
OG0001237	Pram.g_01813	Syar.g_00652
OG0001238	Pram.g_01890	Syar.g_00351
OG0001239	Pram.g_00056	Syar.g_03043
OG0001240	Pram.g_00077	Syar.g_03101
OG0001241	Pram.g_00086	Syar.g_03149, Syar.g_03112
OG0001242	Pram.g_00105	Syar.g_00043
OG0001243	Pram.g_00112	Syar.g_00051
OG0001244	Pram.g_00127	Syar.g_00075
OG0001245	Pram.g_01177	Syar.g_00999
OG0001246	Pram.g_00680	Syar.g_01910
OG0001247	Pram.g_00774	Syar.g_02024
OG0001248	Pram.g_00776	Syar.g_02059
OG0001249	Pram.g_00325	Syar.g_01113
OG0001250	Pram.g_00851	Syar.g_01819, Syar.g_03240
OG0001251	Pram.g_00714	Syar.g_02575
OG0001252	Pram.g_00897	Syar.g_01372
OG0001253	Pram.g_00579	Syar.g_02015
OG0001254	Pram.g_01548	Syar.g_02233
OG0001255	Pram.g_01157	Syar.g_01746
OG0001256	Pram.g_01289	Syar.g_02915
OG0001258	Pram.g_01628	Syar.g_02925
OG0001259	Pram.g_01674	Syar.g_02986
OG0001262	Pram.g_01872	Syar.g_00527
OG0001263	Pram.g_00114	Syar.g_00054
OG0001265	Pram.g_00104	Syar.g_00041
OG0001266	Pram.g_00188	Syar.g_00987
OG0001267	Pram.g_00268	Syar.g_00225
OG0001268	Pram.g_00334	Syar.g_01124
OG0001269	Pram.g_00864	Syar.g_00688
OG0001270	Pram.g_00369	Syar.g_01175
OG0001271	Pram.g_00408	Syar.g_01270
OG0001272	Pram.g_00422	Syar.g_01475
OG0001273	Pram.g_01079	Syar.g_02413
OG0001274	Pram.g_00211	Syar.g_00929
OG0001275	Pram.g_00969	Syar.g_02490
OG0001276	Pram.g_00980	Syar.g_01797
OG0001278	Pram.g_01085	Syar.g_01720
OG0001279	Pram.g_01253	Syar.g_02841
OG0001280	Pram.g_01229	Syar.g_03317
OG0001281	Pram.g_01235	Syar.g_02783
OG0001282	Pram.g_01467	Syar.g_01460, Syar.g_01351
OG0001283	Pram.g_01922	Syar.g_00447
OG0001284	Pram.g_01302	Syar.g_02900
OG0001285	Pram.g_01658	Syar.g_02972
OG0001286	Pram.g_01774	Syar.g_01077
OG0001287	Pram.g_01835	Syar.g_00606
OG0001288	Pram.g_01845	Syar.g_00591
OG0001289	Pram.g_00071	Syar.g_03080
OG0001290	Pram.g_00085	Syar.g_03111
OG0001291	Pram.g_00122	Syar.g_00064
OG0001292	Pram.g_00236	Syar.g_00160
OG0001293	Pram.g_00249	Syar.g_00198
OG0001296	Pram.g_00446	Syar.g_01506
OG0001297	Pram.g_00451	Syar.g_01510
OG0001298	Pram.g_00515	Syar.g_02210
OG0001299	Pram.g_01043	Syar.g_01915
OG0001304	Pram.g_00993	Syar.g_01557
OG0001305	Pram.g_00884	Syar.g_01937
OG0001306	Pram.g_01155	Syar.g_01521
OG0001307	Pram.g_01477	Syar.g_02591
OG0001308	Pram.g_01368	Syar.g_02798
OG0001309	Pram.g_01272	Syar.g_00360
OG0001310	Pram.g_01645	Syar.g_02951
OG0001311	Pram.g_00982	Syar.g_01795
OG0001312	Pram.g_00920	Syar.g_02569
OG0001315	Pram.g_01553	Syar.g_01094
OG0001317	Pram.g_00221	Syar.g_03025
OG0001318	Pram.g_00245	Syar.g_00186
OG0001319	Pram.g_00261	Syar.g_00215
OG0001325	Pram.g_01025	Syar.g_01577
OG0001327	Pram.g_00723	Syar.g_01674
OG0001329	Pram.g_01598	Syar.g_02337
OG0001331	Pram.g_01462	Syar.g_01455
OG0001334	Pram.g_01797	Syar.g_03166
OG0001336	Pram.g_01923	Syar.g_00448
OG0001337	Pram.g_00320	Syar.g_01112
OG0001338	Pram.g_00323	Syar.g_03232
OG0001339	Pram.g_00088	Syar.g_03114
OG0001343	Pram.g_00711	Syar.g_03210
OG0001346	Pram.g_01231	Syar.g_02778
OG0001348	Pram.g_01526	Syar.g_02259
OG0001351	Pram.g_00394	Syar.g_01420
OG0001353	Pram.g_00841	Syar.g_01809
OG0001354	Pram.g_00953	Syar.g_02520
OG0001355	Pram.g_01003	Syar.g_01912
OG0001358	Pram.g_00558	Syar.g_02262
OG0001359	Pram.g_00712	Syar.g_03211
OG0001361	Pram.g_01121	Syar.g_01955
OG0001364	Pram.g_01800	Syar.g_00284
OG0001365	Pram.g_01883	Syar.g_00335
OG0001371	Pram.g_00769	Syar.g_03059
OG0001379	Pram.g_01224	Syar.g_02772
OG0001382	Pram.g_01200	Syar.g_02834, Syar.g_03204
OG0001394	Pram.g_00749	Syar.g_02608
OG0001401	Pram.g_00846	Syar.g_01813
OG0001402	Pram.g_00563	Syar.g_02252
OG0001403	Pram.g_00017	Syar.g_00504
OG0001411	Pram.g_00046	Syar.g_02761, Syar.g_02360
OG0001415	Pram.g_00218	Syar.g_01553
OG0001418	Pram.g_00775	Syar.g_01546
OG0001429	Pram.g_00912	Syar.g_02582
OG0001430	Pram.g_01197	Syar.g_03306
OG0001435	Pram.g_00730	Syar.g_01621
OG0001437	Pram.g_00217	Syar.g_01554
OG0001441	Pram.g_00459	Syar.g_02691
OG0001443	Pram.g_01543	Syar.g_00378
OG0001450	Pram.g_00778	Syar.g_00880
OG0001453	Pram.g_01487	Syar.g_02498
OG0001460	Pram.g_01623	Syar.g_00172
OG0001461	Pram.g_01575	Syar.g_02478
OG0001467	Pram.g_01470	Syar.g_01745
OG0001476	Pram.g_01132	Syar.g_01647, Syar.g_02077, Syar.g_02128
OG0001477	Pram.g_01521	Syar.g_02277
OG0001486	Pram.g_01142	Syar.g_01537
OG0001487	Pram.g_01338	Syar.g_01389
OG0001488	Pram.g_01126	Syar.g_03222, Syar.g_01948
OG0001489	Pram.g_01785	Syar.g_01087
OG0001495	Pram.g_01721	Syar.g_01022
OG0001496	Pram.g_01519	Syar.g_02279
OG0001497	Pram.g_01520	Syar.g_02278
OG0001498	Pram.g_00353	Syar.g_03286, Syar.g_01163
OG0001505	Pram.g_01414	Syar.g_02696
OG0001510	Pram.g_01839	Syar.g_00601
OG0001511	Pram.g_00096	Syar.g_03129
OG0001512	Pram.g_01192	Syar.g_03020
OG0001514	Pram.g_01518	Syar.g_02280
OG0001515	Pram.g_00783	Syar.g_03266, Syar.g_02594
OG0001516	Pram.g_01046	Syar.g_01918
OG0001517	Pram.g_00329	Syar.g_01119
OG0001518	Pram.g_01892	Syar.g_00353
OG0001519	Pram.g_01897	Syar.g_00380, Syar.g_00002
OG0001527	Pram.g_00501	Syar.g_02309
OG0001529	Pram.g_00025	Syar.g_00518
OG0001530	Pram.g_00095	Syar.g_03127
OG0001531	Pram.g_00226	Syar.g_03019
OG0001532	Pram.g_01108	Syar.g_01978
OG0001534	Pram.g_00994	Syar.g_01558
OG0001535	Pram.g_00979	Syar.g_01799
OG0001536	Pram.g_00939	Syar.g_02544
OG0001537	Pram.g_00746	Syar.g_02602
OG0001538	Pram.g_00814	Syar.g_02644
OG0001539	Pram.g_00725	Syar.g_01626
OG0001540	Pram.g_00116	Syar.g_00056
OG0001541	Pram.g_00164	Syar.g_00117
OG0001542	Pram.g_00170	Syar.g_00128
OG0001543	Pram.g_01538	Syar.g_00949
OG0001544	Pram.g_01896	Syar.g_00379, Syar.g_00001
OG0001545	Pram.g_01912	Syar.g_00865
OG0001549	Pram.g_00875	Syar.g_02838
OG0001557	Pram.g_00750	Syar.g_02609
OG0001559	Pram.g_00094	Syar.g_03126
OG0001560	Pram.g_00084	Syar.g_03110
OG0001561	Pram.g_00984	Syar.g_01792
OG0001563	Pram.g_01769	Syar.g_01072
OG0001565	Pram.g_01576	Syar.g_03069
OG0001574	Pram.g_00499	Syar.g_02311
OG0001575	Pram.g_00504	Syar.g_02306
OG0001576	Pram.g_01243	Syar.g_02794
OG0001580	Pram.g_00032	Syar.g_00895
OG0001587	Pram.g_01692	Syar.g_03010
OG0001591	Pram.g_00762	Syar.g_01685
OG0001592	Pram.g_00031	Syar.g_03309, Syar.g_00310
OG0001613	Pram.g_01792	Syar.g_01093
OG0001614	Pram.g_01827	Syar.g_00617
OG0001616	Pram.g_01116	Syar.g_01964
OG0001617	Pram.g_00787	Syar.g_01972
OG0001619	Pram.g_00929	Syar.g_02556
OG0001620	Pram.g_00338	Syar.g_01131
OG0001621	Pram.g_00241	Syar.g_00169
OG0001622	Pram.g_01921	Syar.g_00446
OG0001634	Pram.g_01040	Syar.g_01691
OG0001636	Pram.g_00020	Syar.g_00510
OG0001638	Pram.g_01643	Syar.g_03132, Syar.g_02949
OG0001639	Pram.g_01329	Syar.g_01212
OG0001640	Pram.g_00900	Syar.g_01377
OG0001641	Pram.g_00962	Syar.g_02500
OG0001642	Pram.g_00863	Syar.g_01387
OG0001643	Pram.g_01071	Syar.g_02423
OG0001644	Pram.g_01015	Syar.g_01876
OG0001658	Pram.g_00027	Syar.g_00329
OG0001659	Pram.g_01264	Syar.g_01973
OG0001661	Pram.g_00637	Syar.g_00911
OG0001678	Pram.g_01699	Syar.g_00144
OG0001679	Pram.g_00324	Syar.g_00032
OG0001713	Pram.g_01217	Syar.g_02147
OG0001717	Pram.g_00678	Syar.g_00103
OG0001731	Pram.g_01316	Syar.g_02884
OG0001762	Pram.g_00967	Syar.g_02493
OG0001764	Pram.g_01009	Syar.g_01870
OG0001771	Pram.g_01571	Syar.g_02677
OG0001955	Pram.g_01541	Syar.g_00733
OG0001974	Pram.g_00360	Syar.g_00325
OG0001977	Pram.g_01903	Syar.g_00703
OG0002003	Pram.g_00688	Syar.g_02127
OG0002019	Pram.g_01951	Syar.g_00615
OG0002110	Pram.g_01488	Syar.g_00859
OG0002344	Pram.g_00348	Syar.g_00030, Syar.g_01149, Syar.g_01154
OG0002348	Pram.g_01527	Syar.g_00309
OG0002559	Pram.g_00592	Syar.g_01267
OG0002730	Pram.g_00614	Syar.g_01595
OG0003491	Pram.g_00585	Syar.g_00304
OG0003493	Pram.g_01433	Syar.g_00801
