Orthogroup	Pram	Syag
OG0001168	Pram.g_01671	Syag.g_01740
OG0001169	Pram.g_01673	Syag.g_01742
OG0001170	Pram.g_01675	Syag.g_01744
OG0001171	Pram.g_01685	Syag.g_01755
OG0001172	Pram.g_01700	Syag.g_02693
OG0001173	Pram.g_01701	Syag.g_02694
OG0001174	Pram.g_01709	Syag.g_02703
OG0001175	Pram.g_01710	Syag.g_02704
OG0001176	Pram.g_01718	Syag.g_02723
OG0001177	Pram.g_01720	Syag.g_02720
OG0001178	Pram.g_01637	Syag.g_01694
OG0001179	Pram.g_01753	Syag.g_02754
OG0001180	Pram.g_01776	Syag.g_02780
OG0001181	Pram.g_01780	Syag.g_02784
OG0001182	Pram.g_01788	Syag.g_02793
OG0001183	Pram.g_01794	Syag.g_02798
OG0001184	Pram.g_01812	Syag.g_02428
OG0001185	Pram.g_01828	Syag.g_02399
OG0001186	Pram.g_01852	Syag.g_02364
OG0001187	Pram.g_01855	Syag.g_02361
OG0001188	Pram.g_01857	Syag.g_02359
OG0001189	Pram.g_01874	Syag.g_02334
OG0001190	Pram.g_01879	Syag.g_02126
OG0001191	Pram.g_01889	Syag.g_02142
OG0001192	Pram.g_01894	Syag.g_02149
OG0001193	Pram.g_01907	Syag.g_02182
OG0001194	Pram.g_01908	Syag.g_02185
OG0001195	Pram.g_01909	Syag.g_02186
OG0001196	Pram.g_01926	Syag.g_02254
OG0001197	Pram.g_01928	Syag.g_02256
OG0001198	Pram.g_01935	Syag.g_02269
OG0001199	Pram.g_00059	Syag.g_01825
OG0001200	Pram.g_00061	Syag.g_01827
OG0001201	Pram.g_00092	Syag.g_01886
OG0001202	Pram.g_00184	Syag.g_02032
OG0001203	Pram.g_00225	Syag.g_01783
OG0001204	Pram.g_00231	Syag.g_02673
OG0001206	Pram.g_00401	Syag.g_01328
OG0001207	Pram.g_00413	Syag.g_01536
OG0001208	Pram.g_00418	Syag.g_01526
OG0001209	Pram.g_00473	Syag.g_01451
OG0001210	Pram.g_00477	Syag.g_01442
OG0001211	Pram.g_00487	Syag.g_00272
OG0001212	Pram.g_00533	Syag.g_00334
OG0001213	Pram.g_00569	Syag.g_00394
OG0001215	Pram.g_00781	Syag.g_01014
OG0001216	Pram.g_00803	Syag.g_00920
OG0001217	Pram.g_01539	Syag.g_00151
OG0001218	Pram.g_01196	Syag.g_01364
OG0001219	Pram.g_00911	Syag.g_00767
OG0001220	Pram.g_00865	Syag.g_00743
OG0001221	Pram.g_00745	Syag.g_00628
OG0001222	Pram.g_00988	Syag.g_00797
OG0001223	Pram.g_00960	Syag.g_00843
OG0001224	Pram.g_00892	Syag.g_00969
OG0001225	Pram.g_00890	Syag.g_00971
OG0001226	Pram.g_00577	Syag.g_01835
OG0001227	Pram.g_01188	Syag.g_01240
OG0001228	Pram.g_01089	Syag.g_00709
OG0001229	Pram.g_01542	Syag.g_00997
OG0001230	Pram.g_01388	Syag.g_01430
OG0001231	Pram.g_00357	Syag.g_02289
OG0001232	Pram.g_01655	Syag.g_01724
OG0001233	Pram.g_01676	Syag.g_01745
OG0001234	Pram.g_01712	Syag.g_02708
OG0001235	Pram.g_01716	Syag.g_02715
OG0001236	Pram.g_01809	Syag.g_02432
OG0001237	Pram.g_01813	Syag.g_02426
OG0001238	Pram.g_01890	Syag.g_02144
OG0001239	Pram.g_00056	Syag.g_01822
OG0001240	Pram.g_00077	Syag.g_01869
OG0001241	Pram.g_00086	Syag.g_01879
OG0001243	Pram.g_00112	Syag.g_01920
OG0001244	Pram.g_00127	Syag.g_01948
OG0001245	Pram.g_01177	Syag.g_00213
OG0001246	Pram.g_00680	Syag.g_01498
OG0001247	Pram.g_00774	Syag.g_00710
OG0001248	Pram.g_00776	Syag.g_00175
OG0001249	Pram.g_00325	Syag.g_02837
OG0001250	Pram.g_00851	Syag.g_00725
OG0001251	Pram.g_00714	Syag.g_00472
OG0001252	Pram.g_00897	Syag.g_00960
OG0001253	Pram.g_00579	Syag.g_00094
OG0001254	Pram.g_01548	Syag.g_02165
OG0001255	Pram.g_01157	Syag.g_00440
OG0001256	Pram.g_01289	Syag.g_01673
OG0001258	Pram.g_01628	Syag.g_01683
OG0001259	Pram.g_01674	Syag.g_01743
OG0001261	Pram.g_01761	Syag.g_02763
OG0001262	Pram.g_01872	Syag.g_02336
OG0001263	Pram.g_00114	Syag.g_01923
OG0001265	Pram.g_00104	Syag.g_01910
OG0001266	Pram.g_00188	Syag.g_02036
OG0001267	Pram.g_00268	Syag.g_02598
OG0001268	Pram.g_00334	Syag.g_02850
OG0001269	Pram.g_00864	Syag.g_00480
OG0001270	Pram.g_00369	Syag.g_00030
OG0001271	Pram.g_00408	Syag.g_01353
OG0001272	Pram.g_00422	Syag.g_01522
OG0001273	Pram.g_01079	Syag.g_00405
OG0001274	Pram.g_00211	Syag.g_02076
OG0001275	Pram.g_00969	Syag.g_00857
OG0001276	Pram.g_00980	Syag.g_00874
OG0001278	Pram.g_01085	Syag.g_01054
OG0001279	Pram.g_01253	Syag.g_00490
OG0001280	Pram.g_01229	Syag.g_01189
OG0001281	Pram.g_01235	Syag.g_01219
OG0001282	Pram.g_01467	Syag.g_01538
OG0001283	Pram.g_01922	Syag.g_02248
OG0001284	Pram.g_01302	Syag.g_01656
OG0001285	Pram.g_01658	Syag.g_00142, Syag.g_02205
OG0001286	Pram.g_01774	Syag.g_02778
OG0001287	Pram.g_01835	Syag.g_02391
OG0001288	Pram.g_01845	Syag.g_02373
OG0001289	Pram.g_00071	Syag.g_01850
OG0001290	Pram.g_00085	Syag.g_01878
OG0001291	Pram.g_00122	Syag.g_01933
OG0001292	Pram.g_00236	Syag.g_02667
OG0001293	Pram.g_00249	Syag.g_02625
OG0001296	Pram.g_00446	Syag.g_01492
OG0001297	Pram.g_00451	Syag.g_01488
OG0001298	Pram.g_00515	Syag.g_00309
OG0001299	Pram.g_01043	Syag.g_00582
OG0001300	Pram.g_00785	Syag.g_01003
OG0001301	Pram.g_00790	Syag.g_00987
OG0001302	Pram.g_00908	Syag.g_00442
OG0001304	Pram.g_00993	Syag.g_00890
OG0001305	Pram.g_00884	Syag.g_00981
OG0001306	Pram.g_01155	Syag.g_01160
OG0001307	Pram.g_01477	Syag.g_00577
OG0001308	Pram.g_01368	Syag.g_01406
OG0001309	Pram.g_01272	Syag.g_01482
OG0001311	Pram.g_00982	Syag.g_00876
OG0001312	Pram.g_00920	Syag.g_00779
OG0001315	Pram.g_01553	Syag.g_02796
OG0001316	Pram.g_00126	Syag.g_01940
OG0001317	Pram.g_00221	Syag.g_01787
OG0001318	Pram.g_00245	Syag.g_02633
OG0001319	Pram.g_00261	Syag.g_02609
OG0001321	Pram.g_00386	Syag.g_00050
OG0001322	Pram.g_00387	Syag.g_00051
OG0001323	Pram.g_00457	Syag.g_01479
OG0001324	Pram.g_00786	Syag.g_01002
OG0001325	Pram.g_01025	Syag.g_00916
OG0001328	Pram.g_01214	Syag.g_00620
OG0001329	Pram.g_01598	Syag.g_00498
OG0001330	Pram.g_01276	Syag.g_01181
OG0001331	Pram.g_01462	Syag.g_01543
OG0001332	Pram.g_01331	Syag.g_01611
OG0001333	Pram.g_01670	Syag.g_01739
OG0001334	Pram.g_01797	Syag.g_02807
OG0001335	Pram.g_01798	Syag.g_02808
OG0001336	Pram.g_01923	Syag.g_02249
OG0001337	Pram.g_00320	Syag.g_02804, Syag.g_02835, Syag.g_02824
OG0001338	Pram.g_00323	Syag.g_02818, Syag.g_02831, Syag.g_01431, Syag.g_02827
OG0001339	Pram.g_00088	Syag.g_01881
OG0001341	Pram.g_01533	Syag.g_00233
OG0001343	Pram.g_00711	Syag.g_00562
OG0001344	Pram.g_01135	Syag.g_01136
OG0001346	Pram.g_01231	Syag.g_01193
OG0001348	Pram.g_01526	Syag.g_00941
OG0001349	Pram.g_01401	Syag.g_02479
OG0001351	Pram.g_00394	Syag.g_00055
OG0001352	Pram.g_00770	Syag.g_01459
OG0001353	Pram.g_00841	Syag.g_00716
OG0001354	Pram.g_00953	Syag.g_00830
OG0001357	Pram.g_01207	Syag.g_00465
OG0001358	Pram.g_00558	Syag.g_00374
OG0001359	Pram.g_00712	Syag.g_00561
OG0001361	Pram.g_01121	Syag.g_01111
OG0001364	Pram.g_01800	Syag.g_02448
OG0001365	Pram.g_01883	Syag.g_02131
OG0001368	Pram.g_00649, Pram.g_00610, Pram.g_00624	Syag.g_02674
OG0001369	Pram.g_00076	Syag.g_01868
OG0001375	Pram.g_00710	Syag.g_00563
OG0001379	Pram.g_01224	Syag.g_01183
OG0001380	Pram.g_01198	Syag.g_00252
OG0001394	Pram.g_00749	Syag.g_00635
OG0001398	Pram.g_01256	Syag.g_00751
OG0001401	Pram.g_00846	Syag.g_00720
OG0001402	Pram.g_00563	Syag.g_00379
OG0001403	Pram.g_00017	Syag.g_02308
OG0001404	Pram.g_00053	Syag.g_01818
OG0001405	Pram.g_00314	Syag.g_02810
OG0001409	Pram.g_01131	Syag.g_01125
OG0001410	Pram.g_01476	Syag.g_00576
OG0001411	Pram.g_00046	Syag.g_02424
OG0001425	Pram.g_01893	Syag.g_02148
OG0001429	Pram.g_00912	Syag.g_00770
OG0001435	Pram.g_00730	Syag.g_00605
OG0001443	Pram.g_01543	Syag.g_02157
OG0001448	Pram.g_00392	Syag.g_01350
OG0001453	Pram.g_01487	Syag.g_00849
OG0001460	Pram.g_01623	Syag.g_00944
OG0001461	Pram.g_01575	Syag.g_00521
OG0001465	Pram.g_00797	Syag.g_00940
OG0001467	Pram.g_01470	Syag.g_01322
OG0001472	Pram.g_00658	Syag.g_00104
OG0001477	Pram.g_01521	Syag.g_00990
OG0001484	Pram.g_01277	Syag.g_02203
OG0001486	Pram.g_01142	Syag.g_01143
OG0001487	Pram.g_01338	Syag.g_01365
OG0001488	Pram.g_01126	Syag.g_01119
OG0001489	Pram.g_01785	Syag.g_02789, Syag.g_00515
OG0001494	Pram.g_01409	Syag.g_02489
OG0001495	Pram.g_01721	Syag.g_02719
OG0001496	Pram.g_01519	Syag.g_00993
OG0001497	Pram.g_01520	Syag.g_00991
OG0001498	Pram.g_00353	Syag.g_00006
OG0001510	Pram.g_01839	Syag.g_02386
OG0001511	Pram.g_00096	Syag.g_01893
OG0001512	Pram.g_01192	Syag.g_01781
OG0001514	Pram.g_01518	Syag.g_00994
OG0001515	Pram.g_00783	Syag.g_01007
OG0001516	Pram.g_01046	Syag.g_00579
OG0001517	Pram.g_00329	Syag.g_02844
OG0001518	Pram.g_01892	Syag.g_02146
OG0001519	Pram.g_01897	Syag.g_02161
OG0001527	Pram.g_00501	Syag.g_00287
OG0001529	Pram.g_00025	Syag.g_02327
OG0001530	Pram.g_00095	Syag.g_01891
OG0001531	Pram.g_00226	Syag.g_01780
OG0001532	Pram.g_01108	Syag.g_01089
OG0001534	Pram.g_00994	Syag.g_00891
OG0001535	Pram.g_00979	Syag.g_00871
OG0001536	Pram.g_00939	Syag.g_00805
OG0001537	Pram.g_00746	Syag.g_00629
OG0001538	Pram.g_00814	Syag.g_00672
OG0001539	Pram.g_00725	Syag.g_00601
OG0001540	Pram.g_00116	Syag.g_01925
OG0001541	Pram.g_00164	Syag.g_01990
OG0001542	Pram.g_00170	Syag.g_01999
OG0001543	Pram.g_01538	Syag.g_02058
OG0001544	Pram.g_01896	Syag.g_02158
OG0001545	Pram.g_01912	Syag.g_02238
OG0001557	Pram.g_00750	Syag.g_00636
OG0001559	Pram.g_00094	Syag.g_01890
OG0001560	Pram.g_00084	Syag.g_01877
OG0001561	Pram.g_00984	Syag.g_00878
OG0001563	Pram.g_01769	Syag.g_02772
OG0001565	Pram.g_01576	Syag.g_00449
OG0001574	Pram.g_00499	Syag.g_00285
OG0001575	Pram.g_00504	Syag.g_00290
OG0001576	Pram.g_01243	Syag.g_01233
OG0001579	Pram.g_00318	Syag.g_02813, Syag.g_02817
OG0001580	Pram.g_00032	Syag.g_02112
OG0001589	Pram.g_01678	Syag.g_01748
OG0001591	Pram.g_00762	Syag.g_00595
OG0001592	Pram.g_00031	Syag.g_02113
OG0001614	Pram.g_01827	Syag.g_02401
OG0001616	Pram.g_01116	Syag.g_01102
OG0001617	Pram.g_00787	Syag.g_00998
OG0001619	Pram.g_00929	Syag.g_00794
OG0001620	Pram.g_00338	Syag.g_02857
OG0001621	Pram.g_00241	Syag.g_02637
OG0001622	Pram.g_01921	Syag.g_02247
OG0001634	Pram.g_01040	Syag.g_00585
OG0001636	Pram.g_00020	Syag.g_02314
OG0001638	Pram.g_01643	Syag.g_01700
OG0001639	Pram.g_01329	Syag.g_01615
OG0001640	Pram.g_00900	Syag.g_00955
OG0001641	Pram.g_00962	Syag.g_00847
OG0001642	Pram.g_00863	Syag.g_00742
OG0001643	Pram.g_01071	Syag.g_00415
OG0001644	Pram.g_01015	Syag.g_00902
OG0001656	Pram.g_00317	Syag.g_02816
OG0001658	Pram.g_00027	Syag.g_02125
OG0001659	Pram.g_01264	Syag.g_01093
OG0001676	Pram.g_00319	Syag.g_02815
OG0001678	Pram.g_01699	Syag.g_02692
OG0001691	Pram.g_00902	Syag.g_00486
OG0001693	Pram.g_00661	Syag.g_00976
OG0001709	Pram.g_01400	Syag.g_02478
OG0001713	Pram.g_01217	Syag.g_01128
OG0001717	Pram.g_00678	Syag.g_01976
OG0001731	Pram.g_01316	Syag.g_01640
OG0001758	Pram.g_01615	Syag.g_00524
OG0001762	Pram.g_00967	Syag.g_00854
OG0001764	Pram.g_01009	Syag.g_00758
OG0001770	Pram.g_01612	Syag.g_00523
OG0001771	Pram.g_01571	Syag.g_00180
OG0001875	Pram.g_01614	Syag.g_00525
OG0001876	Pram.g_01613	Syag.g_00526
OG0001916	Pram.g_00432	Syag.g_01510
OG0001974	Pram.g_00360	Syag.g_02122
OG0002003	Pram.g_00688	Syag.g_01009
OG0002019	Pram.g_01951	Syag.g_02511
OG0002110	Pram.g_01488	Syag.g_00103
OG0002122	Pram.g_00687	Syag.g_01010
OG0002177	Pram.g_00574	Syag.g_01022
OG0002246	Pram.g_01583	Syag.g_00015
OG0002344	Pram.g_00348	Syag.g_01900, Syag.g_02869
OG0002348	Pram.g_01527	Syag.g_00117
OG0002425	Pram.g_01406	Syag.g_02484
OG0002559	Pram.g_00592	Syag.g_00139
OG0002897	Pram.g_01434	Syag.g_02498
OG0004653	Pram.g_01410	Syag.g_02496
