Orthogroup	Pram	Syak
OG0001167	Pram.g_01669	Syak.g_02366
OG0001168	Pram.g_01671	Syak.g_02364
OG0001169	Pram.g_01673	Syak.g_02362
OG0001170	Pram.g_01675	Syak.g_02360
OG0001171	Pram.g_01685	Syak.g_02349
OG0001172	Pram.g_01700	Syak.g_01388
OG0001173	Pram.g_01701	Syak.g_01387
OG0001174	Pram.g_01709	Syak.g_01379
OG0001175	Pram.g_01710	Syak.g_01378
OG0001176	Pram.g_01718	Syak.g_01354
OG0001177	Pram.g_01720	Syak.g_01356
OG0001178	Pram.g_01637	Syak.g_02411
OG0001179	Pram.g_01753	Syak.g_01324
OG0001181	Pram.g_01780	Syak.g_01296
OG0001182	Pram.g_01788	Syak.g_01287
OG0001183	Pram.g_01794	Syak.g_01282
OG0001184	Pram.g_01812	Syak.g_01571
OG0001185	Pram.g_01828	Syak.g_01643
OG0001186	Pram.g_01852	Syak.g_01709
OG0001187	Pram.g_01855	Syak.g_01712
OG0001188	Pram.g_01857	Syak.g_01714
OG0001189	Pram.g_01874	Syak.g_01736
OG0001190	Pram.g_01879	Syak.g_01942
OG0001191	Pram.g_01889	Syak.g_01928
OG0001192	Pram.g_01894	Syak.g_01921
OG0001193	Pram.g_01907	Syak.g_01888
OG0001194	Pram.g_01908	Syak.g_01882
OG0001195	Pram.g_01909	Syak.g_01881
OG0001196	Pram.g_01926	Syak.g_01811
OG0001197	Pram.g_01928	Syak.g_01809
OG0001198	Pram.g_01935	Syak.g_01798
OG0001199	Pram.g_00059	Syak.g_02249
OG0001200	Pram.g_00061	Syak.g_02247
OG0001201	Pram.g_00092	Syak.g_02191
OG0001202	Pram.g_00184	Syak.g_02061
OG0001203	Pram.g_00225	Syak.g_02307
OG0001204	Pram.g_00231	Syak.g_01404
OG0001205	Pram.g_00380	Syak.g_01181
OG0001206	Pram.g_00401	Syak.g_01148
OG0001207	Pram.g_00413	Syak.g_02566
OG0001208	Pram.g_00418	Syak.g_02576
OG0001209	Pram.g_00473	Syak.g_02643
OG0001210	Pram.g_00477	Syak.g_02654
OG0001211	Pram.g_00487	Syak.g_02669
OG0001212	Pram.g_00533	Syak.g_02728
OG0001213	Pram.g_00569	Syak.g_00025
OG0001215	Pram.g_00781	Syak.g_00697
OG0001216	Pram.g_00803	Syak.g_00805
OG0001217	Pram.g_01539	Syak.g_00138
OG0001218	Pram.g_01196	Syak.g_01093
OG0001219	Pram.g_00911	Syak.g_00551
OG0001220	Pram.g_00865	Syak.g_00580
OG0001221	Pram.g_00745	Syak.g_00390
OG0001222	Pram.g_00988	Syak.g_00517
OG0001223	Pram.g_00960	Syak.g_00472
OG0001224	Pram.g_00892	Syak.g_00739
OG0001226	Pram.g_00577	Syak.g_02239
OG0001227	Pram.g_01188	Syak.g_00963
OG0001228	Pram.g_01089	Syak.g_00619
OG0001229	Pram.g_01542	Syak.g_00711
OG0001230	Pram.g_01388	Syak.g_01030
OG0001231	Pram.g_00357	Syak.g_01777
OG0001232	Pram.g_01655	Syak.g_02385
OG0001233	Pram.g_01676	Syak.g_02359
OG0001234	Pram.g_01712	Syak.g_01374
OG0001235	Pram.g_01716	Syak.g_01362
OG0001236	Pram.g_01809	Syak.g_01568
OG0001237	Pram.g_01813	Syak.g_01573
OG0001238	Pram.g_01890	Syak.g_01926
OG0001239	Pram.g_00056	Syak.g_02252
OG0001240	Pram.g_00077	Syak.g_02206
OG0001241	Pram.g_00086	Syak.g_02197
OG0001242	Pram.g_00105	Syak.g_02168
OG0001243	Pram.g_00112	Syak.g_02160
OG0001244	Pram.g_00127	Syak.g_02132
OG0001245	Pram.g_01177	Syak.g_00248
OG0001246	Pram.g_00680	Syak.g_02604
OG0001247	Pram.g_00774	Syak.g_00618
OG0001248	Pram.g_00776	Syak.g_00147
OG0001249	Pram.g_00325	Syak.g_01251
OG0001250	Pram.g_00851	Syak.g_00602
OG0001251	Pram.g_00714	Syak.g_01875
OG0001252	Pram.g_00897	Syak.g_00754
OG0001253	Pram.g_00579	Syak.g_00250
OG0001254	Pram.g_01548	Syak.g_00272
OG0001255	Pram.g_01157	Syak.g_00066
OG0001256	Pram.g_01289	Syak.g_02430
OG0001258	Pram.g_01628	Syak.g_02420
OG0001259	Pram.g_01674	Syak.g_02361
OG0001261	Pram.g_01761	Syak.g_01315
OG0001262	Pram.g_01872	Syak.g_01734
OG0001263	Pram.g_00114	Syak.g_02157
OG0001265	Pram.g_00104	Syak.g_02170
OG0001266	Pram.g_00188	Syak.g_02057
OG0001267	Pram.g_00268	Syak.g_01459
OG0001268	Pram.g_00334	Syak.g_01240
OG0001269	Pram.g_00864	Syak.g_02323
OG0001270	Pram.g_00369	Syak.g_01194
OG0001271	Pram.g_00408	Syak.g_01121
OG0001272	Pram.g_00422	Syak.g_02580
OG0001273	Pram.g_01079	Syak.g_00030
OG0001274	Pram.g_00211	Syak.g_01988
OG0001275	Pram.g_00969	Syak.g_00633
OG0001276	Pram.g_00980	Syak.g_00649
OG0001278	Pram.g_01085	Syak.g_00671
OG0001279	Pram.g_01253	Syak.g_00105
OG0001280	Pram.g_01229	Syak.g_00933
OG0001281	Pram.g_01235	Syak.g_00944
OG0001282	Pram.g_01467	Syak.g_02564
OG0001283	Pram.g_01922	Syak.g_01818
OG0001284	Pram.g_01302	Syak.g_02446
OG0001285	Pram.g_01658	Syak.g_02381
OG0001286	Pram.g_01774	Syak.g_01301
OG0001287	Pram.g_01835	Syak.g_01652
OG0001288	Pram.g_01845	Syak.g_01686
OG0001289	Pram.g_00071	Syak.g_02222
OG0001290	Pram.g_00085	Syak.g_02198
OG0001291	Pram.g_00122	Syak.g_02147
OG0001292	Pram.g_00236	Syak.g_01410
OG0001293	Pram.g_00249	Syak.g_01432
OG0001296	Pram.g_00446	Syak.g_02610
OG0001297	Pram.g_00451	Syak.g_02614
OG0001298	Pram.g_00515	Syak.g_02703
OG0001299	Pram.g_01043	Syak.g_00349
OG0001300	Pram.g_00785	Syak.g_00706
OG0001301	Pram.g_00790	Syak.g_00721
OG0001302	Pram.g_00908	Syak.g_00068
OG0001304	Pram.g_00993	Syak.g_00664
OG0001305	Pram.g_00884	Syak.g_00728
OG0001306	Pram.g_01155	Syak.g_00915
OG0001307	Pram.g_01477	Syak.g_00344
OG0001308	Pram.g_01368	Syak.g_01054
OG0001309	Pram.g_01272	Syak.g_02620
OG0001311	Pram.g_00982	Syak.g_00651
OG0001312	Pram.g_00920	Syak.g_00537
OG0001314	Pram.g_00622, Pram.g_00647	Syak.g_00124
OG0001315	Pram.g_01553	Syak.g_01284
OG0001316	Pram.g_00126	Syak.g_02140
OG0001317	Pram.g_00221	Syak.g_02302
OG0001318	Pram.g_00245	Syak.g_01424
OG0001319	Pram.g_00261	Syak.g_01448
OG0001321	Pram.g_00386	Syak.g_01172
OG0001322	Pram.g_00387	Syak.g_01171
OG0001323	Pram.g_00457	Syak.g_02623
OG0001324	Pram.g_00786	Syak.g_00707
OG0001325	Pram.g_01025	Syak.g_00800
OG0001327	Pram.g_00723	Syak.g_00362
OG0001328	Pram.g_01214	Syak.g_00383
OG0001329	Pram.g_01598	Syak.g_00280
OG0001330	Pram.g_01276	Syak.g_00925
OG0001331	Pram.g_01462	Syak.g_02559
OG0001332	Pram.g_01331	Syak.g_02485
OG0001333	Pram.g_01670	Syak.g_02365
OG0001334	Pram.g_01797	Syak.g_01274
OG0001335	Pram.g_01798	Syak.g_01273
OG0001336	Pram.g_01923	Syak.g_01817
OG0001337	Pram.g_00320	Syak.g_01253, Syak.g_01262
OG0001338	Pram.g_00323	Syak.g_01258
OG0001340	Pram.g_00321	Syak.g_01261
OG0001343	Pram.g_00711	Syak.g_01877
OG0001344	Pram.g_01135	Syak.g_00893
OG0001346	Pram.g_01231	Syak.g_00937
OG0001348	Pram.g_01526	Syak.g_00774
OG0001350	Pram.g_00224	Syak.g_02306
OG0001351	Pram.g_00394	Syak.g_01164
OG0001352	Pram.g_00770	Syak.g_00764
OG0001353	Pram.g_00841	Syak.g_00612
OG0001354	Pram.g_00953	Syak.g_00485
OG0001355	Pram.g_01003	Syak.g_00144
OG0001357	Pram.g_01207	Syak.g_00092
OG0001358	Pram.g_00558	Syak.g_00007
OG0001359	Pram.g_00712	Syak.g_01878
OG0001361	Pram.g_01121	Syak.g_00859
OG0001364	Pram.g_01800	Syak.g_01552
OG0001365	Pram.g_01883	Syak.g_01937
OG0001368	Pram.g_00649, Pram.g_00610, Pram.g_00624	Syak.g_01403
OG0001369	Pram.g_00076	Syak.g_02207
OG0001371	Pram.g_00769	Syak.g_02231
OG0001375	Pram.g_00710	Syak.g_01876
OG0001379	Pram.g_01224	Syak.g_00927
OG0001380	Pram.g_01198	Syak.g_00237
OG0001382	Pram.g_01200	Syak.g_01169
OG0001394	Pram.g_00749	Syak.g_00399
OG0001398	Pram.g_01256	Syak.g_00571
OG0001401	Pram.g_00846	Syak.g_00608
OG0001402	Pram.g_00563	Syak.g_00012
OG0001405	Pram.g_00314	Syak.g_01271
OG0001409	Pram.g_01131	Syak.g_00878
OG0001410	Pram.g_01476	Syak.g_00343
OG0001411	Pram.g_00046	Syak.g_01581
OG0001425	Pram.g_01893	Syak.g_01922
OG0001429	Pram.g_00912	Syak.g_00547
OG0001430	Pram.g_01197	Syak.g_01949, Syak.g_00314
OG0001435	Pram.g_00730	Syak.g_00369
OG0001443	Pram.g_01543	Syak.g_01909
OG0001448	Pram.g_00392	Syak.g_00121
OG0001453	Pram.g_01487	Syak.g_00465
OG0001460	Pram.g_01623	Syak.g_00770
OG0001461	Pram.g_01575	Syak.g_00276
OG0001464	Pram.g_00322	Syak.g_01260
OG0001465	Pram.g_00797	Syak.g_00775
OG0001467	Pram.g_01470	Syak.g_01022
OG0001476	Pram.g_01132	Syak.g_00882
OG0001477	Pram.g_01521	Syak.g_00718
OG0001486	Pram.g_01142	Syak.g_00900
OG0001488	Pram.g_01126	Syak.g_00872
OG0001489	Pram.g_01785	Syak.g_01291, Syak.g_00278
OG0001495	Pram.g_01721	Syak.g_01357
OG0001496	Pram.g_01519	Syak.g_00715
OG0001497	Pram.g_01520	Syak.g_00717
OG0001498	Pram.g_00353	Syak.g_01214
OG0001510	Pram.g_01839	Syak.g_01662
OG0001511	Pram.g_00096	Syak.g_02183
OG0001512	Pram.g_01192	Syak.g_02308
OG0001514	Pram.g_01518	Syak.g_00714
OG0001515	Pram.g_00783	Syak.g_00701
OG0001516	Pram.g_01046	Syak.g_00346
OG0001517	Pram.g_00329	Syak.g_01245
OG0001518	Pram.g_01892	Syak.g_01924
OG0001519	Pram.g_01897	Syak.g_01907
OG0001527	Pram.g_00501	Syak.g_02682
OG0001529	Pram.g_00025	Syak.g_01743
OG0001530	Pram.g_00095	Syak.g_02185
OG0001531	Pram.g_00226	Syak.g_02309
OG0001532	Pram.g_01108	Syak.g_00838
OG0001534	Pram.g_00994	Syak.g_00665
OG0001535	Pram.g_00979	Syak.g_00646
OG0001536	Pram.g_00939	Syak.g_00508
OG0001537	Pram.g_00746	Syak.g_00392
OG0001538	Pram.g_00814	Syak.g_00439
OG0001539	Pram.g_00725	Syak.g_00364
OG0001540	Pram.g_00116	Syak.g_02155
OG0001541	Pram.g_00164	Syak.g_02089
OG0001542	Pram.g_00170	Syak.g_02080
OG0001543	Pram.g_01538	Syak.g_02007
OG0001544	Pram.g_01896	Syak.g_01908
OG0001545	Pram.g_01912	Syak.g_01830
OG0001549	Pram.g_00875	Syak.g_00577
OG0001557	Pram.g_00750	Syak.g_00400
OG0001559	Pram.g_00094	Syak.g_02186
OG0001560	Pram.g_00084	Syak.g_02199
OG0001561	Pram.g_00984	Syak.g_00653
OG0001563	Pram.g_01769	Syak.g_01306
OG0001565	Pram.g_01576	Syak.g_00083
OG0001574	Pram.g_00499	Syak.g_02680
OG0001576	Pram.g_01243	Syak.g_00955
OG0001579	Pram.g_00318	Syak.g_01267
OG0001580	Pram.g_00032	Syak.g_01953
OG0001589	Pram.g_01678	Syak.g_02356
OG0001591	Pram.g_00762	Syak.g_00357
OG0001592	Pram.g_00031	Syak.g_01952
OG0001614	Pram.g_01827	Syak.g_01641
OG0001616	Pram.g_01116	Syak.g_00851
OG0001617	Pram.g_00787	Syak.g_00710
OG0001619	Pram.g_00929	Syak.g_00520
OG0001620	Pram.g_00338	Syak.g_01233
OG0001621	Pram.g_00241	Syak.g_01420
OG0001622	Pram.g_01921	Syak.g_01820
OG0001634	Pram.g_01040	Syak.g_00352
OG0001636	Pram.g_00020	Syak.g_01751
OG0001638	Pram.g_01643	Syak.g_02404
OG0001639	Pram.g_01329	Syak.g_02481
OG0001640	Pram.g_00900	Syak.g_00759
OG0001641	Pram.g_00962	Syak.g_00467
OG0001642	Pram.g_00863	Syak.g_00581
OG0001643	Pram.g_01071	Syak.g_00040
OG0001644	Pram.g_01015	Syak.g_00783
OG0001656	Pram.g_00317	Syak.g_01268
OG0001658	Pram.g_00027	Syak.g_01943
OG0001659	Pram.g_01264	Syak.g_00842
OG0001676	Pram.g_00319	Syak.g_01264
OG0001678	Pram.g_01699	Syak.g_01389
OG0001679	Pram.g_00324	Syak.g_00549
OG0001693	Pram.g_00661	Syak.g_00735, Syak.g_00733
OG0001713	Pram.g_01217	Syak.g_00881
OG0001717	Pram.g_00678	Syak.g_02104
OG0001731	Pram.g_01316	Syak.g_02463
OG0001758	Pram.g_01615	Syak.g_00292
OG0001762	Pram.g_00967	Syak.g_00630
OG0001764	Pram.g_01009	Syak.g_00559
OG0001770	Pram.g_01612	Syak.g_00323
OG0001771	Pram.g_01571	Syak.g_00145
OG0001875	Pram.g_01614	Syak.g_00293
OG0001876	Pram.g_01613	Syak.g_00294
OG0002003	Pram.g_00688	Syak.g_00700
OG0002109	Pram.g_00692	Syak.g_01102
OG0002122	Pram.g_00687	Syak.g_00699
OG0002347	Pram.g_01661	Syak.g_02378
OG0002348	Pram.g_01527	Syak.g_00243
OG0002565	Pram.g_00598, Pram.g_00600	Syak.g_02272
OG0002926	Pram.g_00691	Syak.g_01101
