Orthogroup	Pram	Syaf
OG0001127	Pram.g_00898	Syaf.g_01410
OG0001128	Pram.g_00896	Syaf.g_01413
OG0001129	Pram.g_00895	Syaf.g_01415
OG0001130	Pram.g_00894	Syaf.g_01416
OG0001131	Pram.g_00356	Syaf.g_02090
OG0001132	Pram.g_00683	Syaf.g_01722
OG0001133	Pram.g_01469	Syaf.g_02334
OG0001134	Pram.g_01546	Syaf.g_01616
OG0001135	Pram.g_01549	Syaf.g_01618
OG0001136	Pram.g_01143	Syaf.g_01286
OG0001137	Pram.g_01130	Syaf.g_01306
OG0001138	Pram.g_01109	Syaf.g_01596
OG0001139	Pram.g_01107	Syaf.g_01594
OG0001140	Pram.g_01106	Syaf.g_01593
OG0001141	Pram.g_01105	Syaf.g_01592
OG0001142	Pram.g_01104	Syaf.g_01591
OG0001143	Pram.g_01097	Syaf.g_01583
OG0001144	Pram.g_01092	Syaf.g_01573
OG0001145	Pram.g_01222	Syaf.g_01267
OG0001146	Pram.g_01234	Syaf.g_01248
OG0001147	Pram.g_01475	Syaf.g_02489
OG0001148	Pram.g_01466	Syaf.g_02735
OG0001149	Pram.g_01465	Syaf.g_02736
OG0001150	Pram.g_01464	Syaf.g_02737
OG0001151	Pram.g_01452	Syaf.g_02750
OG0001152	Pram.g_01451	Syaf.g_02751
OG0001153	Pram.g_01346	Syaf.g_02463
OG0001154	Pram.g_01345	Syaf.g_02464
OG0001155	Pram.g_01328	Syaf.g_01107
OG0001156	Pram.g_01325	Syaf.g_01104
OG0001157	Pram.g_01324	Syaf.g_01103
OG0001158	Pram.g_01323	Syaf.g_01102
OG0001159	Pram.g_01322	Syaf.g_01101
OG0001160	Pram.g_01296	Syaf.g_01058
OG0001161	Pram.g_01577	Syaf.g_00617
OG0001162	Pram.g_01590	Syaf.g_02015
OG0001163	Pram.g_01624	Syaf.g_01050
OG0001164	Pram.g_01627	Syaf.g_01044
OG0001165	Pram.g_01630	Syaf.g_01039
OG0001166	Pram.g_01651	Syaf.g_01010
OG0001167	Pram.g_01669	Syaf.g_01182
OG0001168	Pram.g_01671	Syaf.g_01180
OG0001169	Pram.g_01673	Syaf.g_01178
OG0001170	Pram.g_01675	Syaf.g_01176
OG0001171	Pram.g_01685	Syaf.g_01166
OG0001172	Pram.g_01700	Syaf.g_00173
OG0001173	Pram.g_01701	Syaf.g_00172
OG0001174	Pram.g_01709	Syaf.g_00164
OG0001175	Pram.g_01710	Syaf.g_00163
OG0001176	Pram.g_01718	Syaf.g_00142
OG0001177	Pram.g_01720	Syaf.g_00144
OG0001178	Pram.g_01637	Syaf.g_01028
OG0001179	Pram.g_01753	Syaf.g_00112
OG0001180	Pram.g_01776	Syaf.g_00087
OG0001181	Pram.g_01780	Syaf.g_00083
OG0001182	Pram.g_01788	Syaf.g_00074
OG0001184	Pram.g_01812	Syaf.g_00360
OG0001185	Pram.g_01828	Syaf.g_00382
OG0001186	Pram.g_01852	Syaf.g_00418
OG0001187	Pram.g_01855	Syaf.g_00422
OG0001188	Pram.g_01857	Syaf.g_00425
OG0001189	Pram.g_01874	Syaf.g_00441
OG0001190	Pram.g_01879	Syaf.g_00646
OG0001191	Pram.g_01889	Syaf.g_00635
OG0001192	Pram.g_01894	Syaf.g_00630
OG0001193	Pram.g_01907	Syaf.g_00596
OG0001194	Pram.g_01908	Syaf.g_00594
OG0001195	Pram.g_01909	Syaf.g_00593
OG0001196	Pram.g_01926	Syaf.g_00519
OG0001197	Pram.g_01928	Syaf.g_00517
OG0001198	Pram.g_01935	Syaf.g_00501
OG0001199	Pram.g_00059	Syaf.g_00957
OG0001200	Pram.g_00061	Syaf.g_00955
OG0001201	Pram.g_00092	Syaf.g_00902
OG0001202	Pram.g_00184	Syaf.g_00764
OG0001203	Pram.g_00225	Syaf.g_02785
OG0001204	Pram.g_00231	Syaf.g_00185
OG0001205	Pram.g_00380	Syaf.g_01229
OG0001206	Pram.g_00401	Syaf.g_02530
OG0001207	Pram.g_00413	Syaf.g_02732
OG0001208	Pram.g_00418	Syaf.g_02719
OG0001209	Pram.g_00473	Syaf.g_02651
OG0001210	Pram.g_00477	Syaf.g_02642
OG0001211	Pram.g_00487	Syaf.g_02623
OG0001212	Pram.g_00533	Syaf.g_02563
OG0001213	Pram.g_00569	Syaf.g_02324
OG0001215	Pram.g_00781	Syaf.g_01477
OG0001216	Pram.g_00803	Syaf.g_01980
OG0001217	Pram.g_01539	Syaf.g_02237
OG0001218	Pram.g_01196	Syaf.g_02473
OG0001219	Pram.g_00911	Syaf.g_01796
OG0001220	Pram.g_00865	Syaf.g_01335
OG0001221	Pram.g_00745	Syaf.g_02087
OG0001222	Pram.g_00988	Syaf.g_01848
OG0001223	Pram.g_00960	Syaf.g_01902
OG0001224	Pram.g_00892	Syaf.g_01438
OG0001225	Pram.g_00890	Syaf.g_01440
OG0001226	Pram.g_00577	Syaf.g_02262
OG0001227	Pram.g_01188	Syaf.g_00614
OG0001228	Pram.g_01089	Syaf.g_01223
OG0001229	Pram.g_01542	Syaf.g_01464
OG0001230	Pram.g_01388	Syaf.g_02404
OG0001231	Pram.g_00357	Syaf.g_00481
OG0001232	Pram.g_01655	Syaf.g_01000
OG0001234	Pram.g_01712	Syaf.g_00159
OG0001235	Pram.g_01716	Syaf.g_00150
OG0001236	Pram.g_01809	Syaf.g_00357
OG0001237	Pram.g_01813	Syaf.g_00362
OG0001238	Pram.g_01890	Syaf.g_00634
OG0001239	Pram.g_00056	Syaf.g_00960
OG0001240	Pram.g_00077	Syaf.g_00919
OG0001241	Pram.g_00086	Syaf.g_00909
OG0001242	Pram.g_00105	Syaf.g_00874
OG0001243	Pram.g_00112	Syaf.g_00867
OG0001244	Pram.g_00127	Syaf.g_00836
OG0001246	Pram.g_00680	Syaf.g_02693
OG0001247	Pram.g_00774	Syaf.g_02004
OG0001248	Pram.g_00776	Syaf.g_02012
OG0001250	Pram.g_00851	Syaf.g_01377
OG0001251	Pram.g_00714	Syaf.g_00588
OG0001252	Pram.g_00897	Syaf.g_01412
OG0001254	Pram.g_01548	Syaf.g_01617
OG0001255	Pram.g_01157	Syaf.g_01070
OG0001256	Pram.g_01289	Syaf.g_01051
OG0001258	Pram.g_01628	Syaf.g_01041
OG0001259	Pram.g_01674	Syaf.g_01177
OG0001261	Pram.g_01761	Syaf.g_00103
OG0001262	Pram.g_01872	Syaf.g_00439
OG0001263	Pram.g_00114	Syaf.g_00864
OG0001265	Pram.g_00104	Syaf.g_00876
OG0001266	Pram.g_00188	Syaf.g_00760
OG0001267	Pram.g_00268	Syaf.g_00244
OG0001268	Pram.g_00334	Syaf.g_00017
OG0001269	Pram.g_00864	Syaf.g_01653
OG0001270	Pram.g_00369	Syaf.g_01210
OG0001271	Pram.g_00408	Syaf.g_02501
OG0001272	Pram.g_00422	Syaf.g_02715
OG0001273	Pram.g_01079	Syaf.g_02315
OG0001274	Pram.g_00211	Syaf.g_00707
OG0001275	Pram.g_00969	Syaf.g_01917
OG0001276	Pram.g_00980	Syaf.g_01933
OG0001278	Pram.g_01085	Syaf.g_01562
OG0001279	Pram.g_01253	Syaf.g_02385
OG0001280	Pram.g_01229	Syaf.g_01257
OG0001281	Pram.g_01235	Syaf.g_01247
OG0001282	Pram.g_01467	Syaf.g_02734
OG0001283	Pram.g_01922	Syaf.g_00524, Syaf.g_02414
OG0001284	Pram.g_01302	Syaf.g_01073
OG0001285	Pram.g_01658	Syaf.g_00568
OG0001286	Pram.g_01774	Syaf.g_00089
OG0001287	Pram.g_01835	Syaf.g_00390
OG0001288	Pram.g_01845	Syaf.g_00408
OG0001289	Pram.g_00071	Syaf.g_00935
OG0001290	Pram.g_00085	Syaf.g_00910
OG0001291	Pram.g_00122	Syaf.g_00853
OG0001292	Pram.g_00236	Syaf.g_00191
OG0001293	Pram.g_00249	Syaf.g_00217
OG0001296	Pram.g_00446	Syaf.g_02687
OG0001297	Pram.g_00451	Syaf.g_02683
OG0001298	Pram.g_00515	Syaf.g_02584
OG0001299	Pram.g_01043	Syaf.g_02130
OG0001300	Pram.g_00785	Syaf.g_01468
OG0001301	Pram.g_00790	Syaf.g_01454
OG0001302	Pram.g_00908	Syaf.g_02279
OG0001304	Pram.g_00993	Syaf.g_01950
OG0001305	Pram.g_00884	Syaf.g_01448
OG0001306	Pram.g_01155	Syaf.g_01272
OG0001307	Pram.g_01477	Syaf.g_01638
OG0001308	Pram.g_01368	Syaf.g_02427
OG0001309	Pram.g_01272	Syaf.g_02678
OG0001310	Pram.g_01645	Syaf.g_01018
OG0001311	Pram.g_00982	Syaf.g_01935
OG0001312	Pram.g_00920	Syaf.g_01809
OG0001315	Pram.g_01553	Syaf.g_00071
OG0001316	Pram.g_00126	Syaf.g_00847
OG0001317	Pram.g_00221	Syaf.g_02790
OG0001318	Pram.g_00245	Syaf.g_00209
OG0001319	Pram.g_00261	Syaf.g_00232
OG0001321	Pram.g_00386	Syaf.g_01238
OG0001322	Pram.g_00387	Syaf.g_01239
OG0001323	Pram.g_00457	Syaf.g_02675
OG0001324	Pram.g_00786	Syaf.g_01467
OG0001325	Pram.g_01025	Syaf.g_01976
OG0001327	Pram.g_00723	Syaf.g_02116
OG0001328	Pram.g_01214	Syaf.g_02094
OG0001329	Pram.g_01598	Syaf.g_02285
OG0001330	Pram.g_01276	Syaf.g_01264
OG0001331	Pram.g_01462	Syaf.g_02739
OG0001333	Pram.g_01670	Syaf.g_01181
OG0001334	Pram.g_01797	Syaf.g_00060
OG0001335	Pram.g_01798	Syaf.g_00059
OG0001336	Pram.g_01923	Syaf.g_00523
OG0001337	Pram.g_00320	Syaf.g_00063, Syaf.g_00040
OG0001338	Pram.g_00323	Syaf.g_00046, Syaf.g_01683, Syaf.g_00036
OG0001339	Pram.g_00088	Syaf.g_00907
OG0001340	Pram.g_00321	Syaf.g_00039
OG0001341	Pram.g_01533	Syaf.g_01463
OG0001343	Pram.g_00711	Syaf.g_00590
OG0001344	Pram.g_01135	Syaf.g_01294
OG0001346	Pram.g_01231	Syaf.g_01253
OG0001348	Pram.g_01526	Syaf.g_01396
OG0001350	Pram.g_00224	Syaf.g_02786
OG0001351	Pram.g_00394	Syaf.g_02539
OG0001352	Pram.g_00770	Syaf.g_02661
OG0001353	Pram.g_00841	Syaf.g_01388
OG0001354	Pram.g_00953	Syaf.g_01888
OG0001357	Pram.g_01207	Syaf.g_01769, Syaf.g_01068, Syaf.g_01131, Syaf.g_01827
OG0001358	Pram.g_00558	Syaf.g_02341
OG0001359	Pram.g_00712	Syaf.g_00591
OG0001361	Pram.g_01121	Syaf.g_01320
OG0001362	Pram.g_01364	Syaf.g_02432
OG0001363	Pram.g_01362	Syaf.g_02434
OG0001364	Pram.g_01800	Syaf.g_00338
OG0001368	Pram.g_00649, Pram.g_00610, Pram.g_00624	Syaf.g_00184
OG0001371	Pram.g_00769	Syaf.g_00397
OG0001372	Pram.g_01517	Syaf.g_01682
OG0001375	Pram.g_00710	Syaf.g_00589
OG0001379	Pram.g_01224	Syaf.g_01262
OG0001380	Pram.g_01198	Syaf.g_02247
OG0001394	Pram.g_00749	Syaf.g_02081
OG0001397	Pram.g_01363	Syaf.g_02433
OG0001398	Pram.g_01256	Syaf.g_01758
OG0001401	Pram.g_00846	Syaf.g_01383
OG0001402	Pram.g_00563	Syaf.g_02336
OG0001404	Pram.g_00053	Syaf.g_00964
OG0001405	Pram.g_00314	Syaf.g_00057
OG0001407	Pram.g_01202	Syaf.g_02660
OG0001410	Pram.g_01476	Syaf.g_01639
OG0001411	Pram.g_00046	Syaf.g_00310
OG0001421	Pram.g_01288	Syaf.g_01721
OG0001425	Pram.g_01893	Syaf.g_00631
OG0001435	Pram.g_00730	Syaf.g_02107
OG0001441	Pram.g_00459	Syaf.g_02673
OG0001443	Pram.g_01543	Syaf.g_00621
OG0001448	Pram.g_00392	Syaf.g_00612
OG0001451	Pram.g_00877	Syaf.g_02183
OG0001453	Pram.g_01487	Syaf.g_01909
OG0001460	Pram.g_01623	Syaf.g_01399
OG0001461	Pram.g_01575	Syaf.g_01633
OG0001465	Pram.g_00797	Syaf.g_02000
OG0001467	Pram.g_01470	Syaf.g_02280
OG0001468	Pram.g_00702	Syaf.g_02278
OG0001476	Pram.g_01132	Syaf.g_01302
OG0001477	Pram.g_01521	Syaf.g_01457
OG0001484	Pram.g_01277	Syaf.g_00570
OG0001487	Pram.g_01338	Syaf.g_02472
OG0001488	Pram.g_01126	Syaf.g_01311
OG0001489	Pram.g_01785	Syaf.g_00078
OG0001494	Pram.g_01502	Syaf.g_00984
OG0001495	Pram.g_01721	Syaf.g_00145
OG0001496	Pram.g_01519	Syaf.g_01459
OG0001497	Pram.g_01520	Syaf.g_01458
OG0001498	Pram.g_00353	Syaf.g_02806
OG0001510	Pram.g_01839	Syaf.g_00394
OG0001511	Pram.g_00096	Syaf.g_00894
OG0001512	Pram.g_01192	Syaf.g_02784
OG0001514	Pram.g_01518	Syaf.g_01460
OG0001515	Pram.g_00783	Syaf.g_01472
OG0001516	Pram.g_01046	Syaf.g_02133
OG0001517	Pram.g_00329	Syaf.g_00022
OG0001518	Pram.g_01892	Syaf.g_00632
OG0001519	Pram.g_01897	Syaf.g_00619
OG0001522	Pram.g_00842	Syaf.g_01387
OG0001527	Pram.g_00501	Syaf.g_02609
OG0001529	Pram.g_00025	Syaf.g_00448
OG0001530	Pram.g_00095	Syaf.g_00896
OG0001531	Pram.g_00226	Syaf.g_02783
OG0001532	Pram.g_01108	Syaf.g_01595
OG0001534	Pram.g_00994	Syaf.g_01951
OG0001535	Pram.g_00979	Syaf.g_01931
OG0001536	Pram.g_00939	Syaf.g_01856
OG0001537	Pram.g_00746	Syaf.g_02086
OG0001538	Pram.g_00814	Syaf.g_02044
OG0001539	Pram.g_00725	Syaf.g_02111
OG0001540	Pram.g_00116	Syaf.g_00862
OG0001541	Pram.g_00164	Syaf.g_00795
OG0001542	Pram.g_00170	Syaf.g_00785
OG0001543	Pram.g_01538	Syaf.g_00726
OG0001544	Pram.g_01896	Syaf.g_00620
OG0001545	Pram.g_01912	Syaf.g_00534
OG0001549	Pram.g_00875	Syaf.g_01326
OG0001552	Pram.g_01286	Syaf.g_02761, Syaf.g_02762
OG0001557	Pram.g_00750	Syaf.g_02080
OG0001559	Pram.g_00094	Syaf.g_00897
OG0001560	Pram.g_00084	Syaf.g_00911
OG0001561	Pram.g_00984	Syaf.g_01937
OG0001563	Pram.g_01769	Syaf.g_00094
OG0001574	Pram.g_00499	Syaf.g_02611
OG0001575	Pram.g_00504	Syaf.g_02606
OG0001576	Pram.g_01243	Syaf.g_02545
OG0001579	Pram.g_00318	Syaf.g_00047
OG0001580	Pram.g_00032	Syaf.g_00662
OG0001586	Pram.g_01501	Syaf.g_00988
OG0001589	Pram.g_01678	Syaf.g_01173
OG0001591	Pram.g_00762	Syaf.g_02122
OG0001592	Pram.g_00031	Syaf.g_00661
OG0001614	Pram.g_01827	Syaf.g_00380
OG0001616	Pram.g_01116	Syaf.g_01610
OG0001617	Pram.g_00787	Syaf.g_01465
OG0001619	Pram.g_00929	Syaf.g_01845
OG0001620	Pram.g_00338	Syaf.g_00010
OG0001621	Pram.g_00241	Syaf.g_00205
OG0001622	Pram.g_01921	Syaf.g_00525
OG0001634	Pram.g_01040	Syaf.g_02127
OG0001636	Pram.g_00020	Syaf.g_00456
OG0001638	Pram.g_01643	Syaf.g_01021
OG0001639	Pram.g_01329	Syaf.g_01108
OG0001640	Pram.g_00900	Syaf.g_01408
OG0001641	Pram.g_00962	Syaf.g_01907
OG0001642	Pram.g_00863	Syaf.g_01336
OG0001643	Pram.g_01071	Syaf.g_02305
OG0001644	Pram.g_01015	Syaf.g_01962
OG0001656	Pram.g_00317	Syaf.g_00052
OG0001658	Pram.g_00027	Syaf.g_00647
OG0001659	Pram.g_01264	Syaf.g_01602
OG0001676	Pram.g_00319	Syaf.g_00053
OG0001678	Pram.g_01699	Syaf.g_00174
OG0001679	Pram.g_00324	Syaf.g_02602, Syaf.g_02601
OG0001691	Pram.g_00902	Syaf.g_02349
OG0001693	Pram.g_00661	Syaf.g_01443
OG0001713	Pram.g_01217	Syaf.g_01303
OG0001717	Pram.g_00678	Syaf.g_00809
OG0001731	Pram.g_01316	Syaf.g_01089
OG0001758	Pram.g_01615	Syaf.g_01645
OG0001762	Pram.g_00967	Syaf.g_01914
OG0001764	Pram.g_01009	Syaf.g_01784
OG0001770	Pram.g_01612	Syaf.g_01631
OG0001771	Pram.g_01571	Syaf.g_01656
OG0001875	Pram.g_01614	Syaf.g_01646
OG0001876	Pram.g_01613	Syaf.g_01647
OG0001916	Pram.g_00432	Syaf.g_02704
OG0001974	Pram.g_00360	Syaf.g_00650
OG0002109	Pram.g_00692	Syaf.g_01983
OG0002110	Pram.g_01488	Syaf.g_00155
OG0002177	Pram.g_00574	Syaf.g_02240
OG0002456	Pram.g_01803	Syaf.g_01687
