Orthogroup	Pram	Syal
OG0001163	Pram.g_01624	Syal.g_00573
OG0001164	Pram.g_01627	Syal.g_00579
OG0001165	Pram.g_01630	Syal.g_00584
OG0001166	Pram.g_01651	Syal.g_00613
OG0001167	Pram.g_01669	Syal.g_00638
OG0001168	Pram.g_01671	Syal.g_00640
OG0001169	Pram.g_01673	Syal.g_00642
OG0001170	Pram.g_01675	Syal.g_00644
OG0001172	Pram.g_01700	Syal.g_00198
OG0001173	Pram.g_01701	Syal.g_00199
OG0001174	Pram.g_01709	Syal.g_00207
OG0001175	Pram.g_01710	Syal.g_00208
OG0001176	Pram.g_01718	Syal.g_00226
OG0001177	Pram.g_01720	Syal.g_00224
OG0001178	Pram.g_01637	Syal.g_00592
OG0001179	Pram.g_01753	Syal.g_00256
OG0001180	Pram.g_01776	Syal.g_00282
OG0001182	Pram.g_01788	Syal.g_00295
OG0001183	Pram.g_01794	Syal.g_00302
OG0001184	Pram.g_01812	Syal.g_01359
OG0001185	Pram.g_01828	Syal.g_01453
OG0001186	Pram.g_01852	Syal.g_00179
OG0001187	Pram.g_01855	Syal.g_00175
OG0001188	Pram.g_01857	Syal.g_00172
OG0001189	Pram.g_01874	Syal.g_00152
OG0001190	Pram.g_01879	Syal.g_01067
OG0001191	Pram.g_01889	Syal.g_01083
OG0001192	Pram.g_01894	Syal.g_01090
OG0001193	Pram.g_01907	Syal.g_01128
OG0001194	Pram.g_01908	Syal.g_01130
OG0001195	Pram.g_01909	Syal.g_01131
OG0001196	Pram.g_01926	Syal.g_00078
OG0001197	Pram.g_01928	Syal.g_00080
OG0001198	Pram.g_01935	Syal.g_00093
OG0001199	Pram.g_00059	Syal.g_00757
OG0001200	Pram.g_00061	Syal.g_00759
OG0001201	Pram.g_00092	Syal.g_00821
OG0001202	Pram.g_00184	Syal.g_00956
OG0001203	Pram.g_00225	Syal.g_00683
OG0001204	Pram.g_00231	Syal.g_01201
OG0001205	Pram.g_00380	Syal.g_00515
OG0001206	Pram.g_00401	Syal.g_00490
OG0001207	Pram.g_00413	Syal.g_02889
OG0001208	Pram.g_00418	Syal.g_02899
OG0001209	Pram.g_00473	Syal.g_02835
OG0001210	Pram.g_00477	Syal.g_02827
OG0001211	Pram.g_00487	Syal.g_02811
OG0001212	Pram.g_00533	Syal.g_02754
OG0001213	Pram.g_00569	Syal.g_02701
OG0001215	Pram.g_00781	Syal.g_01786
OG0001216	Pram.g_00803	Syal.g_01861
OG0001217	Pram.g_01539	Syal.g_02067
OG0001218	Pram.g_01196	Syal.g_00429
OG0001219	Pram.g_00911	Syal.g_02036
OG0001220	Pram.g_00865	Syal.g_02494
OG0001221	Pram.g_00745	Syal.g_02258
OG0001222	Pram.g_00988	Syal.g_02006
OG0001223	Pram.g_00960	Syal.g_01960
OG0001224	Pram.g_00892	Syal.g_01827
OG0001225	Pram.g_00890	Syal.g_01825
OG0001226	Pram.g_00577	Syal.g_00767
OG0001227	Pram.g_01188	Syal.g_01575
OG0001228	Pram.g_01089	Syal.g_02451
OG0001229	Pram.g_01542	Syal.g_01801
OG0001230	Pram.g_01388	Syal.g_00029
OG0001231	Pram.g_00357	Syal.g_00114
OG0001232	Pram.g_01655	Syal.g_00622
OG0001233	Pram.g_01676	Syal.g_00645
OG0001234	Pram.g_01712	Syal.g_00212
OG0001236	Pram.g_01809	Syal.g_01352
OG0001237	Pram.g_01813	Syal.g_01362
OG0001238	Pram.g_01890	Syal.g_01085
OG0001239	Pram.g_00056	Syal.g_00754
OG0001240	Pram.g_00077	Syal.g_00804
OG0001241	Pram.g_00086	Syal.g_00814
OG0001242	Pram.g_00105	Syal.g_00844
OG0001243	Pram.g_00112	Syal.g_00852
OG0001244	Pram.g_00127	Syal.g_00882
OG0001245	Pram.g_01177	Syal.g_02522
OG0001246	Pram.g_00680	Syal.g_02927
OG0001247	Pram.g_00774	Syal.g_01126
OG0001248	Pram.g_00776	Syal.g_01778
OG0001249	Pram.g_00325	Syal.g_00337
OG0001250	Pram.g_00851	Syal.g_02469
OG0001251	Pram.g_00714	Syal.g_02576
OG0001252	Pram.g_00897	Syal.g_01834
OG0001253	Pram.g_00579	Syal.g_02521
OG0001254	Pram.g_01548	Syal.g_02507
OG0001255	Pram.g_01157	Syal.g_02609
OG0001256	Pram.g_01289	Syal.g_00571
OG0001258	Pram.g_01628	Syal.g_00582
OG0001259	Pram.g_01674	Syal.g_00643
OG0001261	Pram.g_01761	Syal.g_00265
OG0001262	Pram.g_01872	Syal.g_00154
OG0001263	Pram.g_00114	Syal.g_00856
OG0001265	Pram.g_00104	Syal.g_00842
OG0001266	Pram.g_00188	Syal.g_00960
OG0001267	Pram.g_00268	Syal.g_01263
OG0001268	Pram.g_00334	Syal.g_00353
OG0001269	Pram.g_00864	Syal.g_02116, Syal.g_02567
OG0001270	Pram.g_00369	Syal.g_00528
OG0001271	Pram.g_00408	Syal.g_00466
OG0001272	Pram.g_00422	Syal.g_02903
OG0001273	Pram.g_01079	Syal.g_02641
OG0001274	Pram.g_00211	Syal.g_01007
OG0001275	Pram.g_00969	Syal.g_01932
OG0001276	Pram.g_00980	Syal.g_01914
OG0001278	Pram.g_01085	Syal.g_01766
OG0001279	Pram.g_01253	Syal.g_02565
OG0001280	Pram.g_01229	Syal.g_01604
OG0001281	Pram.g_01235	Syal.g_01592
OG0001282	Pram.g_01467	Syal.g_02887
OG0001283	Pram.g_01922	Syal.g_01179
OG0001284	Pram.g_01302	Syal.g_03007
OG0001285	Pram.g_01658	Syal.g_00625
OG0001286	Pram.g_01774	Syal.g_00280
OG0001287	Pram.g_01835	Syal.g_01461
OG0001288	Pram.g_01845	Syal.g_01513
OG0001289	Pram.g_00071	Syal.g_00781
OG0001290	Pram.g_00085	Syal.g_00813
OG0001291	Pram.g_00122	Syal.g_00866
OG0001292	Pram.g_00236	Syal.g_01206
OG0001293	Pram.g_00249	Syal.g_01236
OG0001296	Pram.g_00446	Syal.g_02933
OG0001298	Pram.g_00515	Syal.g_02777
OG0001299	Pram.g_01043	Syal.g_02200
OG0001300	Pram.g_00785	Syal.g_01795
OG0001301	Pram.g_00790	Syal.g_01941, Syal.g_01810
OG0001302	Pram.g_00908	Syal.g_02607
OG0001304	Pram.g_00993	Syal.g_01899
OG0001305	Pram.g_00884	Syal.g_01817
OG0001306	Pram.g_01155	Syal.g_01626
OG0001307	Pram.g_01477	Syal.g_02195
OG0001308	Pram.g_01368	Syal.g_00392
OG0001309	Pram.g_01272	Syal.g_02943
OG0001310	Pram.g_01645	Syal.g_00605
OG0001311	Pram.g_00982	Syal.g_01912
OG0001312	Pram.g_00920	Syal.g_02024
OG0001315	Pram.g_01553	Syal.g_00300
OG0001316	Pram.g_00126	Syal.g_00872
OG0001317	Pram.g_00221	Syal.g_00687
OG0001318	Pram.g_00245	Syal.g_01228
OG0001319	Pram.g_00261	Syal.g_01252
OG0001321	Pram.g_00386	Syal.g_00508
OG0001322	Pram.g_00387	Syal.g_00507
OG0001323	Pram.g_00457	Syal.g_02946
OG0001324	Pram.g_00786	Syal.g_01796
OG0001325	Pram.g_01025	Syal.g_01865
OG0001327	Pram.g_00723	Syal.g_02296
OG0001328	Pram.g_01214	Syal.g_02266
OG0001329	Pram.g_01598	Syal.g_01188
OG0001330	Pram.g_01276	Syal.g_01611
OG0001332	Pram.g_01331	Syal.g_02965
OG0001333	Pram.g_01670	Syal.g_00639
OG0001334	Pram.g_01797	Syal.g_00311
OG0001335	Pram.g_01798	Syal.g_00312
OG0001336	Pram.g_01923	Syal.g_01180
OG0001337	Pram.g_00320	Syal.g_00308, Syal.g_00327
OG0001338	Pram.g_00323	Syal.g_02003, Syal.g_00330
OG0001339	Pram.g_00088	Syal.g_00816
OG0001340	Pram.g_00321	Syal.g_00328
OG0001341	Pram.g_01533	Syal.g_02538
OG0001343	Pram.g_00711	Syal.g_01190
OG0001344	Pram.g_01135	Syal.g_01658
OG0001346	Pram.g_01231	Syal.g_01600
OG0001348	Pram.g_01526	Syal.g_01849
OG0001351	Pram.g_00394	Syal.g_00501
OG0001353	Pram.g_00841	Syal.g_02457
OG0001354	Pram.g_00953	Syal.g_01973
OG0001357	Pram.g_01207	Syal.g_00433, Syal.g_02584
OG0001358	Pram.g_00558	Syal.g_02715
OG0001359	Pram.g_00712	Syal.g_01189
OG0001361	Pram.g_01121	Syal.g_01691
OG0001362	Pram.g_01364	Syal.g_00397
OG0001363	Pram.g_01362	Syal.g_00399
OG0001364	Pram.g_01800	Syal.g_01342
OG0001365	Pram.g_01883	Syal.g_01072
OG0001368	Pram.g_00649, Pram.g_00610, Pram.g_00624	Syal.g_01200
OG0001369	Pram.g_00076	Syal.g_00803
OG0001375	Pram.g_00710	Syal.g_01191
OG0001379	Pram.g_01224	Syal.g_01609
OG0001382	Pram.g_01200	Syal.g_00220
OG0001394	Pram.g_00749	Syal.g_02250
OG0001397	Pram.g_01363	Syal.g_00398
OG0001398	Pram.g_01256	Syal.g_00774
OG0001401	Pram.g_00846	Syal.g_02463
OG0001402	Pram.g_00563	Syal.g_02711
OG0001404	Pram.g_00053	Syal.g_00750
OG0001405	Pram.g_00314	Syal.g_00314
OG0001407	Pram.g_01202	Syal.g_01774
OG0001409	Pram.g_01131	Syal.g_01671
OG0001410	Pram.g_01476	Syal.g_02194
OG0001411	Pram.g_00046	Syal.g_01399
OG0001423	Pram.g_00613	Syal.g_00726
OG0001425	Pram.g_01893	Syal.g_01089
OG0001430	Pram.g_01197	Syal.g_01055
OG0001435	Pram.g_00730	Syal.g_02290
OG0001443	Pram.g_01543	Syal.g_01101
OG0001448	Pram.g_00392	Syal.g_02552
OG0001460	Pram.g_01623	Syal.g_02211
OG0001461	Pram.g_01575	Syal.g_02091
OG0001476	Pram.g_01132	Syal.g_01667
OG0001477	Pram.g_01521	Syal.g_01807
OG0001481	Pram.g_01213	Syal.g_00504
OG0001486	Pram.g_01142	Syal.g_01651
OG0001488	Pram.g_01126	Syal.g_01677
OG0001489	Pram.g_01785	Syal.g_00291
OG0001495	Pram.g_01721	Syal.g_00223
OG0001496	Pram.g_01519	Syal.g_01804
OG0001497	Pram.g_01520	Syal.g_01806
OG0001498	Pram.g_00353	Syal.g_00554
OG0001505	Pram.g_01414	Syal.g_01370, Syal.g_01371
OG0001510	Pram.g_01839	Syal.g_01489
OG0001511	Pram.g_00096	Syal.g_00829
OG0001512	Pram.g_01192	Syal.g_00682
OG0001514	Pram.g_01518	Syal.g_01803
OG0001515	Pram.g_00783	Syal.g_01791
OG0001516	Pram.g_01046	Syal.g_02197
OG0001517	Pram.g_00329	Syal.g_00348
OG0001518	Pram.g_01892	Syal.g_02309, Syal.g_01087
OG0001519	Pram.g_01897	Syal.g_01103
OG0001527	Pram.g_00501	Syal.g_02796
OG0001529	Pram.g_00025	Syal.g_00145
OG0001530	Pram.g_00095	Syal.g_00827
OG0001531	Pram.g_00226	Syal.g_00681
OG0001532	Pram.g_01108	Syal.g_01710
OG0001534	Pram.g_00994	Syal.g_01898
OG0001535	Pram.g_00979	Syal.g_01917
OG0001536	Pram.g_00939	Syal.g_01996
OG0001537	Pram.g_00746	Syal.g_02257
OG0001538	Pram.g_00814	Syal.g_01870
OG0001539	Pram.g_00725	Syal.g_02294
OG0001540	Pram.g_00116	Syal.g_00858
OG0001541	Pram.g_00164	Syal.g_00924
OG0001542	Pram.g_00170	Syal.g_00935
OG0001543	Pram.g_01538	Syal.g_00988
OG0001544	Pram.g_01896	Syal.g_01102
OG0001545	Pram.g_01912	Syal.g_01170
OG0001557	Pram.g_00750	Syal.g_02249
OG0001559	Pram.g_00094	Syal.g_00826
OG0001560	Pram.g_00084	Syal.g_00812
OG0001561	Pram.g_00984	Syal.g_01910
OG0001563	Pram.g_01769	Syal.g_00274
OG0001565	Pram.g_01576	Syal.g_02600
OG0001574	Pram.g_00499	Syal.g_02798
OG0001575	Pram.g_00504	Syal.g_02793
OG0001576	Pram.g_01243	Syal.g_01582
OG0001579	Pram.g_00318	Syal.g_00318
OG0001580	Pram.g_00032	Syal.g_01052
OG0001589	Pram.g_01678	Syal.g_00647
OG0001591	Pram.g_00762	Syal.g_02209
OG0001592	Pram.g_00031	Syal.g_01053
OG0001614	Pram.g_01827	Syal.g_01451
OG0001616	Pram.g_01116	Syal.g_01699
OG0001617	Pram.g_00787	Syal.g_01800
OG0001619	Pram.g_00929	Syal.g_02009
OG0001620	Pram.g_00338	Syal.g_00360
OG0001621	Pram.g_00241	Syal.g_01224
OG0001622	Pram.g_01921	Syal.g_01178
OG0001634	Pram.g_01040	Syal.g_02203
OG0001636	Pram.g_00020	Syal.g_00137
OG0001638	Pram.g_01643	Syal.g_00599
OG0001639	Pram.g_01329	Syal.g_02968
OG0001640	Pram.g_00900	Syal.g_01839
OG0001641	Pram.g_00962	Syal.g_01955
OG0001643	Pram.g_01071	Syal.g_02631
OG0001644	Pram.g_01015	Syal.g_02426
OG0001656	Pram.g_00317	Syal.g_00317
OG0001658	Pram.g_00027	Syal.g_01066
OG0001659	Pram.g_01264	Syal.g_01706
OG0001676	Pram.g_00319	Syal.g_00320
OG0001678	Pram.g_01699	Syal.g_00197
OG0001679	Pram.g_00324	Syal.g_00794, Syal.g_02034
OG0001693	Pram.g_00661	Syal.g_01822
OG0001713	Pram.g_01217	Syal.g_01668
OG0001717	Pram.g_00678	Syal.g_00910
OG0001722	Pram.g_00716	Syal.g_00730
OG0001731	Pram.g_01316	Syal.g_02986
OG0001762	Pram.g_00967	Syal.g_01947
OG0001764	Pram.g_01009	Syal.g_02046
OG0001770	Pram.g_01612	Syal.g_02501
OG0001974	Pram.g_00360	Syal.g_01063
OG0002003	Pram.g_00688	Syal.g_01790
OG0002019	Pram.g_01951	Syal.g_01425
OG0002098	Pram.g_01493	Syal.g_01386
OG0002122	Pram.g_00687	Syal.g_01789
OG0002177	Pram.g_00574	Syal.g_02864
OG0002246	Pram.g_01583	Syal.g_00542
OG0002582	Pram.g_01492	Syal.g_01382
