Orthogroup	Pram	Syai
OG0001161	Pram.g_01577	Syai.g_02803
OG0001162	Pram.g_01590	Syai.g_01374
OG0001163	Pram.g_01624	Syai.g_02363
OG0001164	Pram.g_01627	Syai.g_02369
OG0001165	Pram.g_01630	Syai.g_02374
OG0001166	Pram.g_01651	Syai.g_02400
OG0001167	Pram.g_01669	Syai.g_02254
OG0001168	Pram.g_01671	Syai.g_02256
OG0001169	Pram.g_01673	Syai.g_02258
OG0001170	Pram.g_01675	Syai.g_02260
OG0001171	Pram.g_01685	Syai.g_02270
OG0001172	Pram.g_01700	Syai.g_00323
OG0001173	Pram.g_01701	Syai.g_00324
OG0001174	Pram.g_01709	Syai.g_00332
OG0001175	Pram.g_01710	Syai.g_00333
OG0001176	Pram.g_01718	Syai.g_00352
OG0001177	Pram.g_01720	Syai.g_00350
OG0001178	Pram.g_01637	Syai.g_02383
OG0001179	Pram.g_01753	Syai.g_00385
OG0001180	Pram.g_01776	Syai.g_00410
OG0001181	Pram.g_01780	Syai.g_00414
OG0001182	Pram.g_01788	Syai.g_00423
OG0001183	Pram.g_01794	Syai.g_00429
OG0001184	Pram.g_01812	Syai.g_00156
OG0001185	Pram.g_01828	Syai.g_00117
OG0001186	Pram.g_01852	Syai.g_00084
OG0001187	Pram.g_01855	Syai.g_00081
OG0001188	Pram.g_01857	Syai.g_00078
OG0001189	Pram.g_01874	Syai.g_00061
OG0001190	Pram.g_01879	Syai.g_02776
OG0001191	Pram.g_01889	Syai.g_02788
OG0001192	Pram.g_01894	Syai.g_02793
OG0001193	Pram.g_01907	Syai.g_02835
OG0001194	Pram.g_01908	Syai.g_02838
OG0001195	Pram.g_01909	Syai.g_02839
OG0001196	Pram.g_01926	Syai.g_02913
OG0001197	Pram.g_01928	Syai.g_02915
OG0001198	Pram.g_01935	Syai.g_02930
OG0001199	Pram.g_00059	Syai.g_02480
OG0001200	Pram.g_00061	Syai.g_02482
OG0001202	Pram.g_00184	Syai.g_02674
OG0001203	Pram.g_00225	Syai.g_00540
OG0001204	Pram.g_00231	Syai.g_00312
OG0001205	Pram.g_00380	Syai.g_02212
OG0001206	Pram.g_00401	Syai.g_00853
OG0001207	Pram.g_00413	Syai.g_00629
OG0001208	Pram.g_00418	Syai.g_00640
OG0001209	Pram.g_00473	Syai.g_00711
OG0001210	Pram.g_00477	Syai.g_00720
OG0001211	Pram.g_00487	Syai.g_00735
OG0001212	Pram.g_00533	Syai.g_00799
OG0001213	Pram.g_00569	Syai.g_01082
OG0001215	Pram.g_00781	Syai.g_01958
OG0001216	Pram.g_00803	Syai.g_01388
OG0001217	Pram.g_01539	Syai.g_01185
OG0001218	Pram.g_01196	Syai.g_00893
OG0001219	Pram.g_00911	Syai.g_01561
OG0001220	Pram.g_00865	Syai.g_02087
OG0001221	Pram.g_00745	Syai.g_01284
OG0001222	Pram.g_00988	Syai.g_01516
OG0001223	Pram.g_00960	Syai.g_01463
OG0001224	Pram.g_00892	Syai.g_02011
OG0001225	Pram.g_00890	Syai.g_02009
OG0001226	Pram.g_00577	Syai.g_01154
OG0001227	Pram.g_01188	Syai.g_02806
OG0001228	Pram.g_01089	Syai.g_02218
OG0001229	Pram.g_01542	Syai.g_01986
OG0001230	Pram.g_01388	Syai.g_00964
OG0001231	Pram.g_00357	Syai.g_00017
OG0001232	Pram.g_01655	Syai.g_02410
OG0001233	Pram.g_01676	Syai.g_02261
OG0001234	Pram.g_01712	Syai.g_00337
OG0001235	Pram.g_01716	Syai.g_00343
OG0001236	Pram.g_01809	Syai.g_00159
OG0001237	Pram.g_01813	Syai.g_00137
OG0001238	Pram.g_01890	Syai.g_02789
OG0001239	Pram.g_00056	Syai.g_02477
OG0001240	Pram.g_00077	Syai.g_02527
OG0001241	Pram.g_00086	Syai.g_02537
OG0001242	Pram.g_00105	Syai.g_02566
OG0001243	Pram.g_00112	Syai.g_02573
OG0001244	Pram.g_00127	Syai.g_02605
OG0001245	Pram.g_01177	Syai.g_02091
OG0001246	Pram.g_00680	Syai.g_00666
OG0001247	Pram.g_00774	Syai.g_01380
OG0001248	Pram.g_00776	Syai.g_01377
OG0001249	Pram.g_00325	Syai.g_00464
OG0001250	Pram.g_00851	Syai.g_02053
OG0001251	Pram.g_00714	Syai.g_02845
OG0001252	Pram.g_00897	Syai.g_02018
OG0001254	Pram.g_01548	Syai.g_01744
OG0001255	Pram.g_01157	Syai.g_01915
OG0001256	Pram.g_01289	Syai.g_02362
OG0001258	Pram.g_01628	Syai.g_02372
OG0001259	Pram.g_01674	Syai.g_02259
OG0001261	Pram.g_01761	Syai.g_00394
OG0001262	Pram.g_01872	Syai.g_00063
OG0001263	Pram.g_00114	Syai.g_02576
OG0001265	Pram.g_00104	Syai.g_02563
OG0001266	Pram.g_00188	Syai.g_02679
OG0001267	Pram.g_00268	Syai.g_00259
OG0001268	Pram.g_00334	Syai.g_00492
OG0001269	Pram.g_00864	Syai.g_01699
OG0001270	Pram.g_00369	Syai.g_02231
OG0001271	Pram.g_00408	Syai.g_00862
OG0001272	Pram.g_00422	Syai.g_00644
OG0001273	Pram.g_01079	Syai.g_01099
OG0001274	Pram.g_00211	Syai.g_02706
OG0001275	Pram.g_00969	Syai.g_01447
OG0001276	Pram.g_00980	Syai.g_01431
OG0001278	Pram.g_01085	Syai.g_01799
OG0001279	Pram.g_01253	Syai.g_00991
OG0001280	Pram.g_01229	Syai.g_02176
OG0001281	Pram.g_01235	Syai.g_02186
OG0001282	Pram.g_01467	Syai.g_00627
OG0001283	Pram.g_01922	Syai.g_02908
OG0001284	Pram.g_01302	Syai.g_02338
OG0001285	Pram.g_01658	Syai.g_02866
OG0001286	Pram.g_01774	Syai.g_00408
OG0001287	Pram.g_01835	Syai.g_00109
OG0001289	Pram.g_00071	Syai.g_02504
OG0001290	Pram.g_00085	Syai.g_02536
OG0001291	Pram.g_00122	Syai.g_02587
OG0001292	Pram.g_00236	Syai.g_00306
OG0001293	Pram.g_00249	Syai.g_00285
OG0001296	Pram.g_00446	Syai.g_00672
OG0001297	Pram.g_00451	Syai.g_00676
OG0001298	Pram.g_00515	Syai.g_00773
OG0001299	Pram.g_01043	Syai.g_01236
OG0001300	Pram.g_00785	Syai.g_01982
OG0001301	Pram.g_00790	Syai.g_01995
OG0001302	Pram.g_00908	Syai.g_01142
OG0001304	Pram.g_00993	Syai.g_01418
OG0001305	Pram.g_00884	Syai.g_02001
OG0001306	Pram.g_01155	Syai.g_02160
OG0001307	Pram.g_01477	Syai.g_01717
OG0001308	Pram.g_01368	Syai.g_00943
OG0001309	Pram.g_01272	Syai.g_00682
OG0001311	Pram.g_00982	Syai.g_01429
OG0001312	Pram.g_00920	Syai.g_01549
OG0001315	Pram.g_01553	Syai.g_00427
OG0001316	Pram.g_00126	Syai.g_02593
OG0001317	Pram.g_00221	Syai.g_00534
OG0001318	Pram.g_00245	Syai.g_00293
OG0001319	Pram.g_00261	Syai.g_00270
OG0001321	Pram.g_00386	Syai.g_02195
OG0001322	Pram.g_00387	Syai.g_02194
OG0001323	Pram.g_00457	Syai.g_00685
OG0001324	Pram.g_00786	Syai.g_01983
OG0001325	Pram.g_01025	Syai.g_01392
OG0001327	Pram.g_00723	Syai.g_01250
OG0001328	Pram.g_01214	Syai.g_01278
OG0001330	Pram.g_01276	Syai.g_02167
OG0001331	Pram.g_01462	Syai.g_00622
OG0001332	Pram.g_01331	Syai.g_02293
OG0001333	Pram.g_01670	Syai.g_02255
OG0001334	Pram.g_01797	Syai.g_00438
OG0001335	Pram.g_01798	Syai.g_00439
OG0001336	Pram.g_01923	Syai.g_02909
OG0001337	Pram.g_00320	Syai.g_00434, Syai.g_00452
OG0001338	Pram.g_00323	Syai.g_00448, Syai.g_01658, Syai.g_00456
OG0001339	Pram.g_00088	Syai.g_02539
OG0001340	Pram.g_00321	Syai.g_00453
OG0001343	Pram.g_00711	Syai.g_02842
OG0001344	Pram.g_01135	Syai.g_02139
OG0001346	Pram.g_01231	Syai.g_02180
OG0001348	Pram.g_01526	Syai.g_02033
OG0001350	Pram.g_00224	Syai.g_00539
OG0001351	Pram.g_00394	Syai.g_00843
OG0001352	Pram.g_00770	Syai.g_00700
OG0001353	Pram.g_00841	Syai.g_02042
OG0001354	Pram.g_00953	Syai.g_01477
OG0001355	Pram.g_01003	Syai.g_01698
OG0001357	Pram.g_01207	Syai.g_00918, Syai.g_01612
OG0001359	Pram.g_00712	Syai.g_02841
OG0001361	Pram.g_01121	Syai.g_02113
OG0001362	Pram.g_01364	Syai.g_00938
OG0001363	Pram.g_01362	Syai.g_00936
OG0001364	Pram.g_01800	Syai.g_00173
OG0001368	Pram.g_00649, Pram.g_00610, Pram.g_00624	Syai.g_00313
OG0001375	Pram.g_00710	Syai.g_02843
OG0001379	Pram.g_01224	Syai.g_02169
OG0001380	Pram.g_01198	Syai.g_01168
OG0001381	Pram.g_01165	Syai.g_02819, Syai.g_01723
OG0001394	Pram.g_00749	Syai.g_01290
OG0001397	Pram.g_01363	Syai.g_00937
OG0001398	Pram.g_01256	Syai.g_01587
OG0001401	Pram.g_00846	Syai.g_02046, Syai.g_02047
OG0001402	Pram.g_00563	Syai.g_01070
OG0001404	Pram.g_00053	Syai.g_02473
OG0001405	Pram.g_00314	Syai.g_00441
OG0001407	Pram.g_01202	Syai.g_00701
OG0001414	Pram.g_00216	Syai.g_01722
OG0001421	Pram.g_01288	Syai.g_01621
OG0001423	Pram.g_00613	Syai.g_02446, Syai.g_02822, Syai.g_02466
OG0001425	Pram.g_01893	Syai.g_02792
OG0001430	Pram.g_01197	Syai.g_02768
OG0001435	Pram.g_00730	Syai.g_01256
OG0001441	Pram.g_00459	Syai.g_00687
OG0001443	Pram.g_01543	Syai.g_02800
OG0001446	Pram.g_01536	Syai.g_00832
OG0001448	Pram.g_00392	Syai.g_02808
OG0001453	Pram.g_01487	Syai.g_01455
OG0001460	Pram.g_01623	Syai.g_02030
OG0001461	Pram.g_01575	Syai.g_01730
OG0001465	Pram.g_00797	Syai.g_01384
OG0001467	Pram.g_01470	Syai.g_01141
OG0001468	Pram.g_00702	Syai.g_01144
OG0001472	Pram.g_00658	Syai.g_01931
OG0001476	Pram.g_01132	Syai.g_02131
OG0001477	Pram.g_01521	Syai.g_01992
OG0001484	Pram.g_01277	Syai.g_02864
OG0001487	Pram.g_01338	Syai.g_00894
OG0001488	Pram.g_01126	Syai.g_02121
OG0001489	Pram.g_01785	Syai.g_00419
OG0001494	Pram.g_01502	Syai.g_02428
OG0001495	Pram.g_01721	Syai.g_00349
OG0001496	Pram.g_01519	Syai.g_01990
OG0001497	Pram.g_01520	Syai.g_01991
OG0001498	Pram.g_00353	Syai.g_00518
OG0001510	Pram.g_01839	Syai.g_00105
OG0001511	Pram.g_00096	Syai.g_02549
OG0001512	Pram.g_01192	Syai.g_00541
OG0001514	Pram.g_01518	Syai.g_01989
OG0001515	Pram.g_00783	Syai.g_01978
OG0001516	Pram.g_01046	Syai.g_01233
OG0001517	Pram.g_00329	Syai.g_00487
OG0001518	Pram.g_01892	Syai.g_02791
OG0001519	Pram.g_01897	Syai.g_02802
OG0001527	Pram.g_00501	Syai.g_00749
OG0001529	Pram.g_00025	Syai.g_00054
OG0001530	Pram.g_00095	Syai.g_02547
OG0001531	Pram.g_00226	Syai.g_00542
OG0001532	Pram.g_01108	Syai.g_01764
OG0001534	Pram.g_00994	Syai.g_01417
OG0001535	Pram.g_00979	Syai.g_01433
OG0001536	Pram.g_00939	Syai.g_01508
OG0001537	Pram.g_00746	Syai.g_01285
OG0001538	Pram.g_00814	Syai.g_01326
OG0001539	Pram.g_00725	Syai.g_01252
OG0001540	Pram.g_00116	Syai.g_02578
OG0001541	Pram.g_00164	Syai.g_02646
OG0001542	Pram.g_00170	Syai.g_02655
OG0001543	Pram.g_01538	Syai.g_02692
OG0001544	Pram.g_01896	Syai.g_02801
OG0001545	Pram.g_01912	Syai.g_02898
OG0001549	Pram.g_00875	Syai.g_02106
OG0001552	Pram.g_01286	Syai.g_01018
OG0001557	Pram.g_00750	Syai.g_01291
OG0001559	Pram.g_00094	Syai.g_02546
OG0001560	Pram.g_00084	Syai.g_02535
OG0001561	Pram.g_00984	Syai.g_01427
OG0001563	Pram.g_01769	Syai.g_00403
OG0001574	Pram.g_00499	Syai.g_00747
OG0001575	Pram.g_00504	Syai.g_00752
OG0001576	Pram.g_01243	Syai.g_00817
OG0001579	Pram.g_00318	Syai.g_00447
OG0001580	Pram.g_00032	Syai.g_02758
OG0001586	Pram.g_01501	Syai.g_02424
OG0001589	Pram.g_01678	Syai.g_02263
OG0001591	Pram.g_00762	Syai.g_01244
OG0001592	Pram.g_00031	Syai.g_02760
OG0001614	Pram.g_01827	Syai.g_00119
OG0001616	Pram.g_01116	Syai.g_01751
OG0001617	Pram.g_00787	Syai.g_01985
OG0001619	Pram.g_00929	Syai.g_01519
OG0001620	Pram.g_00338	Syai.g_00499
OG0001621	Pram.g_00241	Syai.g_00297
OG0001622	Pram.g_01921	Syai.g_02907
OG0001634	Pram.g_01040	Syai.g_01239
OG0001638	Pram.g_01643	Syai.g_02390
OG0001639	Pram.g_01329	Syai.g_02297
OG0001640	Pram.g_00900	Syai.g_02022
OG0001641	Pram.g_00962	Syai.g_01457
OG0001642	Pram.g_00863	Syai.g_02085
OG0001643	Pram.g_01071	Syai.g_01109
OG0001644	Pram.g_01015	Syai.g_01406
OG0001656	Pram.g_00317	Syai.g_00445
OG0001658	Pram.g_00027	Syai.g_02775
OG0001659	Pram.g_01264	Syai.g_01759
OG0001676	Pram.g_00319	Syai.g_00444
OG0001678	Pram.g_01699	Syai.g_00322
OG0001679	Pram.g_00324	Syai.g_00756
OG0001691	Pram.g_00902	Syai.g_01064
OG0001713	Pram.g_01217	Syai.g_02130
OG0001717	Pram.g_00678	Syai.g_02632
OG0001731	Pram.g_01316	Syai.g_02315
OG0001758	Pram.g_01615	Syai.g_01708
OG0001762	Pram.g_00967	Syai.g_01450
OG0001764	Pram.g_01009	Syai.g_01572
OG0001771	Pram.g_01571	Syai.g_01697, Syai.g_01134
OG0001875	Pram.g_01614	Syai.g_01707
OG0001876	Pram.g_01613	Syai.g_01706
OG0001916	Pram.g_00432	Syai.g_00655
OG0001974	Pram.g_00360	Syai.g_02772
OG0002177	Pram.g_00574	Syai.g_01182
OG0002293	Pram.g_00639	Syai.g_00879
OG0002348	Pram.g_01527	Syai.g_01637
OG0002389	Pram.g_01789	Syai.g_00424
OG0002663	Pram.g_01592	Syai.g_02098
OG0002664	Pram.g_00617	Syai.g_02462, Syai.g_01838
