Orthogroup	Prap	Syae
OG0001169	Prap.g_01738	Syae.g_01035
OG0001170	Prap.g_01736	Syae.g_01037
OG0001171	Prap.g_01726	Syae.g_01047
OG0001172	Prap.g_01710	Syae.g_02036
OG0001173	Prap.g_01709	Syae.g_02037
OG0001174	Prap.g_01701	Syae.g_02045
OG0001175	Prap.g_01700	Syae.g_02046
OG0001176	Prap.g_01692	Syae.g_02076
OG0001177	Prap.g_01690	Syae.g_02073
OG0001178	Prap.g_01774	Syae.g_01168
OG0001179	Prap.g_01660	Syae.g_02106
OG0001180	Prap.g_01636	Syae.g_02130
OG0001181	Prap.g_01632	Syae.g_02134
OG0001182	Prap.g_01624	Syae.g_02143
OG0001183	Prap.g_01619	Syae.g_02147
OG0001184	Prap.g_01601	Syae.g_01862
OG0001185	Prap.g_01585	Syae.g_01835
OG0001188	Prap.g_01556	Syae.g_01783
OG0001189	Prap.g_01540	Syae.g_01767
OG0001190	Prap.g_01535	Syae.g_01567
OG0001191	Prap.g_01525	Syae.g_01580
OG0001192	Prap.g_01520	Syae.g_01587
OG0001193	Prap.g_01508	Syae.g_01617
OG0001194	Prap.g_01507	Syae.g_01625
OG0001195	Prap.g_01506	Syae.g_01626
OG0001196	Prap.g_01490	Syae.g_01695
OG0001197	Prap.g_01488	Syae.g_01697
OG0001198	Prap.g_01868	Syae.g_01709
OG0001199	Prap.g_00876	Syae.g_01291
OG0001201	Prap.g_01068	Syae.g_01364
OG0001202	Prap.g_00970	Syae.g_01494
OG0001203	Prap.g_01474	Syae.g_02240
OG0001204	Prap.g_01468	Syae.g_02022
OG0001205	Prap.g_01321	Syae.g_00984
OG0001206	Prap.g_01301	Syae.g_02502
OG0001207	Prap.g_01290	Syae.g_02300
OG0001208	Prap.g_01285	Syae.g_02311
OG0001209	Prap.g_01234	Syae.g_02377
OG0001210	Prap.g_01229	Syae.g_02387
OG0001211	Prap.g_01219	Syae.g_02403
OG0001212	Prap.g_01172	Syae.g_02460
OG0001213	Prap.g_01137	Syae.g_00062
OG0001214	Prap.g_00390	Syae.g_00076
OG0001215	Prap.g_00810	Syae.g_00757
OG0001216	Prap.g_00789	Syae.g_00470
OG0001217	Prap.g_00036	Syae.g_00151
OG0001218	Prap.g_00519	Syae.g_02605
OG0001219	Prap.g_00685	Syae.g_00312
OG0001220	Prap.g_00727	Syae.g_00880
OG0001221	Prap.g_00847	Syae.g_00559
OG0001222	Prap.g_00307	Syae.g_00347
OG0001223	Prap.g_00275	Syae.g_00392
OG0001224	Prap.g_00704	Syae.g_00797
OG0001225	Prap.g_00706	Syae.g_00795
OG0001226	Prap.g_01129	Syae.g_00135
OG0001227	Prap.g_00504	Syae.g_01600
OG0001228	Prap.g_00406	Syae.g_01004
OG0001229	Prap.g_00518	Syae.g_00771
OG0001230	Prap.g_00114	Syae.g_02662
OG0001231	Prap.g_01344	Syae.g_01729
OG0001233	Prap.g_01735	Syae.g_01038
OG0001234	Prap.g_01698	Syae.g_02050
OG0001235	Prap.g_01694	Syae.g_02066
OG0001236	Prap.g_01604	Syae.g_01867
OG0001237	Prap.g_01600	Syae.g_01860
OG0001238	Prap.g_01524	Syae.g_01582
OG0001239	Prap.g_00879	Syae.g_01288
OG0001240	Prap.g_01085	Syae.g_01347
OG0001241	Prap.g_01075	Syae.g_01357
OG0001242	Prap.g_01055	Syae.g_01387
OG0001243	Prap.g_01048	Syae.g_01395
OG0001244	Prap.g_01033	Syae.g_01425
OG0001245	Prap.g_00495	Syae.g_00149
OG0001247	Prap.g_00817	Syae.g_00482
OG0001248	Prap.g_00815	Syae.g_00485
OG0001249	Prap.g_01375	Syae.g_02186
OG0001250	Prap.g_00740	Syae.g_00841
OG0001251	Prap.g_00659	Syae.g_01632
OG0001252	Prap.g_00699	Syae.g_00804
OG0001253	Prap.g_01126	Syae.g_00243
OG0001254	Prap.g_01881	Syae.g_00637
OG0001255	Prap.g_00474	Syae.g_00667
OG0001256	Prap.g_00210	Syae.g_01149
OG0001258	Prap.g_01783	Syae.g_01159
OG0001259	Prap.g_01737	Syae.g_01036
OG0001260	Prap.g_01720	Syae.g_01058
OG0001261	Prap.g_01652	Syae.g_02115
OG0001263	Prap.g_01046	Syae.g_01399
OG0001265	Prap.g_01056	Syae.g_01385
OG0001266	Prap.g_00966	Syae.g_01498
OG0001267	Prap.g_01430	Syae.g_01969
OG0001268	Prap.g_01367	Syae.g_02198
OG0001269	Prap.g_00728	Syae.g_00225
OG0001270	Prap.g_01332	Syae.g_00997
OG0001271	Prap.g_01295	Syae.g_02527
OG0001272	Prap.g_01281	Syae.g_02315
OG0001273	Prap.g_00396	Syae.g_00069
OG0001274	Prap.g_00942	Syae.g_01535
OG0001275	Prap.g_00285	Syae.g_00407
OG0001276	Prap.g_00299	Syae.g_00423
OG0001277	Prap.g_01502	Syae.g_01677
OG0001278	Prap.g_00402	Syae.g_00697
OG0001279	Prap.g_00610	Syae.g_00007
OG0001280	Prap.g_00560	Syae.g_00958
OG0001281	Prap.g_00566	Syae.g_00969
OG0001282	Prap.g_00060	Syae.g_02298
OG0001283	Prap.g_01493	Syae.g_01688
OG0001284	Prap.g_00196	Syae.g_01132
OG0001285	Prap.g_01752	Syae.g_00237
OG0001287	Prap.g_01578	Syae.g_01827
OG0001288	Prap.g_01568	Syae.g_01815
OG0001289	Prap.g_01091	Syae.g_01330
OG0001290	Prap.g_01076	Syae.g_01356
OG0001291	Prap.g_01038	Syae.g_01409
OG0001292	Prap.g_01463	Syae.g_02017
OG0001293	Prap.g_01450	Syae.g_01996
OG0001295	Prap.g_01919	Syae.g_02389
OG0001296	Prap.g_01258	Syae.g_02343
OG0001297	Prap.g_01253	Syae.g_02347
OG0001298	Prap.g_01192	Syae.g_02439
OG0001299	Prap.g_00359	Syae.g_00599
OG0001300	Prap.g_00806	Syae.g_00766
OG0001301	Prap.g_00801	Syae.g_00780
OG0001302	Prap.g_00688	Syae.g_00110
OG0001303	Prap.g_01817	Syae.g_00314
OG0001304	Prap.g_00312	Syae.g_00436
OG0001305	Prap.g_00712	Syae.g_00786
OG0001306	Prap.g_00471	Syae.g_00943
OG0001307	Prap.g_01927	Syae.g_02059
OG0001310	Prap.g_01766	Syae.g_01178
OG0001311	Prap.g_00301	Syae.g_00425
OG0001312	Prap.g_00676	Syae.g_00326
OG0001314	Prap.g_00644	Syae.g_00097
OG0001315	Prap.g_00509	Syae.g_02145
OG0001316	Prap.g_01034	Syae.g_01415
OG0001317	Prap.g_01478	Syae.g_02235
OG0001318	Prap.g_01454	Syae.g_02004
OG0001319	Prap.g_01437	Syae.g_01980
OG0001321	Prap.g_01315	Syae.g_00978
OG0001322	Prap.g_01314	Syae.g_00977
OG0001323	Prap.g_01248	Syae.g_02355
OG0001324	Prap.g_00805	Syae.g_00767
OG0001325	Prap.g_00342	Syae.g_00465
OG0001327	Prap.g_00870	Syae.g_00586
OG0001328	Prap.g_00542	Syae.g_00565
OG0001330	Prap.g_00227	Syae.g_00950
OG0001331	Prap.g_00065	Syae.g_02293
OG0001332	Prap.g_00167	Syae.g_01077
OG0001333	Prap.g_01741	Syae.g_01032
OG0001334	Prap.g_01616	Syae.g_02156
OG0001335	Prap.g_01615	Syae.g_02157
OG0001337	Prap.g_01380	Syae.g_02153, Syae.g_02175
OG0001338	Prap.g_01377	Syae.g_02162, Syae.g_00689, Syae.g_02178
OG0001339	Prap.g_01073	Syae.g_01359
OG0001340	Prap.g_01379	Syae.g_02176
OG0001341	Prap.g_00511	Syae.g_00737
OG0001343	Prap.g_00662	Syae.g_01629
OG0001344	Prap.g_00452	Syae.g_00916
OG0001345	Prap.g_00436	Syae.g_00886
OG0001346	Prap.g_00562	Syae.g_00962
OG0001348	Prap.g_01921	Syae.g_00821
OG0001350	Prap.g_01475	Syae.g_02239
OG0001351	Prap.g_01309	Syae.g_02492
OG0001352	Prap.g_00821	Syae.g_00666
OG0001353	Prap.g_00750	Syae.g_00831
OG0001354	Prap.g_00267	Syae.g_00379
OG0001355	Prap.g_00321	Syae.g_00120
OG0001356	Prap.g_01791	Syae.g_00820
OG0001359	Prap.g_00661	Syae.g_01628
OG0001362	Prap.g_00135	Syae.g_02637
OG0001363	Prap.g_00137	Syae.g_02635
OG0001364	Prap.g_01613	Syae.g_01883
OG0001368	Prap.g_00536, Prap.g_00007, Prap.g_00646	Syae.g_02023
OG0001369	Prap.g_01086	Syae.g_01346
OG0001370	Prap.g_01304	Syae.g_01270, Syae.g_00109
OG0001375	Prap.g_00663	Syae.g_01630
OG0001379	Prap.g_00555	Syae.g_00952
OG0001382	Prap.g_00524	Syae.g_02490
OG0001394	Prap.g_00843	Syae.g_00553
OG0001397	Prap.g_00136	Syae.g_02636
OG0001398	Prap.g_01896	Syae.g_00289
OG0001401	Prap.g_00745	Syae.g_00835
OG0001402	Prap.g_01143	Syae.g_00051
OG0001404	Prap.g_00882	Syae.g_01283
OG0001407	Prap.g_00528	Syae.g_02368
OG0001410	Prap.g_01926	Syae.g_02060
OG0001419	Prap.g_00527	Syae.g_02369
OG0001421	Prap.g_00211	Syae.g_00241
OG0001422	Prap.g_00531	Syae.g_00953
OG0001425	Prap.g_01521	Syae.g_01586
OG0001428	Prap.g_00998	Syae.g_01456
OG0001429	Prap.g_00684	Syae.g_00315
OG0001430	Prap.g_00520	Syae.g_01560
OG0001433	Prap.g_01792	Syae.g_00819
OG0001434	Prap.g_00838	Syae.g_00548
OG0001435	Prap.g_00862	Syae.g_00579
OG0001443	Prap.g_00517	Syae.g_01594
OG0001460	Prap.g_01793	Syae.g_00818
OG0001461	Prap.g_00898	Syae.g_00063
OG0001465	Prap.g_00794	Syae.g_00475
OG0001468	Prap.g_00671	Syae.g_00113
OG0001476	Prap.g_00449	Syae.g_00908
OG0001477	Prap.g_00587	Syae.g_00776
OG0001484	Prap.g_00226	Syae.g_01649
OG0001487	Prap.g_00161	Syae.g_02606
OG0001488	Prap.g_00443	Syae.g_00898
OG0001489	Prap.g_01627	Syae.g_02139
OG0001496	Prap.g_00589	Syae.g_00774
OG0001497	Prap.g_00588	Syae.g_00775
OG0001498	Prap.g_01348	Syae.g_02220
OG0001505	Prap.g_00003	Syae.g_01204
OG0001510	Prap.g_01574	Syae.g_01823
OG0001511	Prap.g_01064	Syae.g_01372
OG0001512	Prap.g_00513	Syae.g_02241
OG0001514	Prap.g_00590	Syae.g_00773
OG0001515	Prap.g_00808	Syae.g_00762
OG0001516	Prap.g_00362	Syae.g_00602
OG0001517	Prap.g_01371	Syae.g_02193
OG0001518	Prap.g_01522	Syae.g_01584
OG0001519	Prap.g_01517	Syae.g_01596
OG0001527	Prap.g_01206	Syae.g_02417
OG0001529	Prap.g_00914	Syae.g_01760
OG0001530	Prap.g_01065	Syae.g_01370
OG0001531	Prap.g_01473	Syae.g_02242
OG0001532	Prap.g_00425	Syae.g_00655
OG0001534	Prap.g_00313	Syae.g_00437
OG0001535	Prap.g_00297	Syae.g_00421
OG0001536	Prap.g_00253	Syae.g_00355
OG0001537	Prap.g_00846	Syae.g_00558
OG0001538	Prap.g_00778	Syae.g_00516
OG0001539	Prap.g_00868	Syae.g_00584
OG0001540	Prap.g_01044	Syae.g_01401
OG0001541	Prap.g_00990	Syae.g_01465
OG0001542	Prap.g_00984	Syae.g_01474
OG0001543	Prap.g_00547	Syae.g_01516
OG0001544	Prap.g_01518	Syae.g_01595
OG0001545	Prap.g_01503	Syae.g_01676
OG0001549	Prap.g_00718	Syae.g_00882
OG0001557	Prap.g_00842	Syae.g_00552
OG0001559	Prap.g_01066	Syae.g_01369
OG0001560	Prap.g_01077	Syae.g_01355
OG0001561	Prap.g_00303	Syae.g_00427
OG0001562	Prap.g_00290	Syae.g_00413
OG0001563	Prap.g_01643	Syae.g_02124
OG0001564	Prap.g_00895	Syae.g_02485
OG0001572	Prap.g_00609	Syae.g_00134
OG0001574	Prap.g_01208	Syae.g_02415
OG0001575	Prap.g_01203	Syae.g_02420
OG0001576	Prap.g_00575	Syae.g_02478
OG0001577	Prap.g_00461	Syae.g_00925
OG0001579	Prap.g_01382	Syae.g_02165
OG0001580	Prap.g_00907	Syae.g_01556
OG0001588	Prap.g_01341	Syae.g_01880
OG0001589	Prap.g_01733	Syae.g_01040
OG0001592	Prap.g_00908	Syae.g_01557
OG0001614	Prap.g_01586	Syae.g_01837
OG0001616	Prap.g_00433	Syae.g_00642
OG0001617	Prap.g_00804	Syae.g_00769
OG0001619	Prap.g_00246	Syae.g_00344
OG0001620	Prap.g_01363	Syae.g_02205
OG0001621	Prap.g_01458	Syae.g_02008
OG0001622	Prap.g_01494	Syae.g_01687
OG0001636	Prap.g_00920	Syae.g_01753
OG0001638	Prap.g_01768	Syae.g_01175
OG0001639	Prap.g_00170	Syae.g_01082
OG0001640	Prap.g_00696	Syae.g_00809
OG0001641	Prap.g_00278	Syae.g_00397
OG0001642	Prap.g_00729	Syae.g_00878
OG0001643	Prap.g_00387	Syae.g_00079
OG0001644	Prap.g_00332	Syae.g_00452
OG0001654	Prap.g_00168	Syae.g_01080
OG0001656	Prap.g_01383	Syae.g_02164
OG0001657	Prap.g_01015	Syae.g_01439
OG0001658	Prap.g_00912	Syae.g_01566
OG0001659	Prap.g_01916	Syae.g_00650
OG0001676	Prap.g_01381	Syae.g_02167
OG0001678	Prap.g_01711	Syae.g_02035
OG0001679	Prap.g_01376	Syae.g_02424
OG0001691	Prap.g_00694	Syae.g_00044
OG0001693	Prap.g_01835	Syae.g_00792
OG0001717	Prap.g_00594	Syae.g_01451
OG0001733	Prap.g_01795	Syae.g_00589
OG0001746	Prap.g_01902	Syae.g_01064
OG0001747	Prap.g_01340	Syae.g_01422
OG0001758	Prap.g_01801	Syae.g_00620
OG0001769	Prap.g_00508	Syae.g_00093
OG0001770	Prap.g_01864	Syae.g_00617
OG0001771	Prap.g_01852	Syae.g_00183
OG0001807	Prap.g_00896	Syae.g_01887
OG0001842	Prap.g_00022	Syae.g_01072
OG0001875	Prap.g_01802	Syae.g_00619
OG0001876	Prap.g_01803	Syae.g_00618
OG0001916	Prap.g_01271	Syae.g_02326
OG0001917	Prap.g_00298	Syae.g_00422
OG0001930	Prap.g_00023	Syae.g_01073
OG0001931	Prap.g_00024	Syae.g_01074
OG0001965	Prap.g_01845	Syae.g_00108
OG0001996	Prap.g_00926	Syae.g_01746
OG0002019	Prap.g_01913	Syae.g_00294
OG0002106	Prap.g_00533	Syae.g_00444
OG0002487	Prap.g_00544	Syae.g_00132
OG0002518	Prap.g_01113	Syae.g_00206
OG0002703	Prap.g_00005	Syae.g_01206
