Orthogroup	Prap	Syah
OG0001168	Prap.g_01740	Syah.g_02261
OG0001169	Prap.g_01738	Syah.g_02263
OG0001170	Prap.g_01736	Syah.g_02265
OG0001171	Prap.g_01726	Syah.g_02276
OG0001172	Prap.g_01710	Syah.g_00692
OG0001173	Prap.g_01709	Syah.g_00693
OG0001174	Prap.g_01701	Syah.g_00701
OG0001175	Prap.g_01700	Syah.g_00702
OG0001176	Prap.g_01692	Syah.g_00738
OG0001177	Prap.g_01690	Syah.g_00736
OG0001178	Prap.g_01774	Syah.g_02390
OG0001179	Prap.g_01660	Syah.g_00767
OG0001180	Prap.g_01636	Syah.g_00792
OG0001181	Prap.g_01632	Syah.g_00796
OG0001182	Prap.g_01624	Syah.g_00805
OG0001183	Prap.g_01619	Syah.g_00810
OG0001184	Prap.g_01601	Syah.g_00192
OG0001185	Prap.g_01585	Syah.g_00244
OG0001186	Prap.g_01561	Syah.g_00294
OG0001187	Prap.g_01558	Syah.g_00289
OG0001188	Prap.g_01556	Syah.g_00299
OG0001189	Prap.g_01540	Syah.g_00316
OG0001190	Prap.g_01535	Syah.g_00512
OG0001191	Prap.g_01525	Syah.g_00491
OG0001192	Prap.g_01520	Syah.g_00485
OG0001193	Prap.g_01508	Syah.g_00456
OG0001194	Prap.g_01507	Syah.g_00454
OG0001195	Prap.g_01506	Syah.g_00453
OG0001196	Prap.g_01490	Syah.g_00390
OG0001197	Prap.g_01488	Syah.g_00388
OG0001198	Prap.g_01868	Syah.g_00376
OG0001199	Prap.g_00876	Syah.g_02488
OG0001201	Prap.g_01068	Syah.g_02538
OG0001202	Prap.g_00970	Syah.g_00594
OG0001203	Prap.g_01474	Syah.g_00909
OG0001204	Prap.g_01468	Syah.g_00676
OG0001205	Prap.g_01321	Syah.g_02222
OG0001206	Prap.g_01301	Syah.g_01208
OG0001207	Prap.g_01290	Syah.g_00987
OG0001208	Prap.g_01285	Syah.g_00999
OG0001209	Prap.g_01234	Syah.g_01067
OG0001210	Prap.g_01229	Syah.g_01074
OG0001211	Prap.g_01219	Syah.g_01092
OG0001212	Prap.g_01172	Syah.g_01150
OG0001213	Prap.g_01137	Syah.g_01946
OG0001214	Prap.g_00390	Syah.g_01933
OG0001215	Prap.g_00810	Syah.g_01996
OG0001216	Prap.g_00789	Syah.g_01727
OG0001217	Prap.g_00036	Syah.g_01869
OG0001218	Prap.g_00519	Syah.g_01244
OG0001219	Prap.g_00685	Syah.g_01578
OG0001220	Prap.g_00727	Syah.g_02113
OG0001221	Prap.g_00847	Syah.g_01816
OG0001223	Prap.g_00275	Syah.g_01654
OG0001224	Prap.g_00704	Syah.g_02034
OG0001225	Prap.g_00706	Syah.g_02032
OG0001226	Prap.g_01129	Syah.g_01887
OG0001227	Prap.g_00504	Syah.g_00472
OG0001228	Prap.g_00406	Syah.g_02228
OG0001229	Prap.g_00518	Syah.g_02009
OG0001230	Prap.g_00114	Syah.g_01302
OG0001231	Prap.g_01344	Syah.g_00356
OG0001233	Prap.g_01735	Syah.g_02266
OG0001234	Prap.g_01698	Syah.g_00706
OG0001236	Prap.g_01604	Syah.g_00189
OG0001237	Prap.g_01600	Syah.g_00201
OG0001238	Prap.g_01524	Syah.g_00490
OG0001240	Prap.g_01085	Syah.g_02523
OG0001241	Prap.g_01075	Syah.g_02532
OG0001242	Prap.g_01055	Syah.g_00011
OG0001243	Prap.g_01048	Syah.g_00017
OG0001244	Prap.g_01033	Syah.g_00049
OG0001245	Prap.g_00495	Syah.g_01848
OG0001247	Prap.g_00817	Syah.g_01741
OG0001248	Prap.g_00815	Syah.g_01744
OG0001249	Prap.g_01375	Syah.g_00849
OG0001250	Prap.g_00740	Syah.g_02090
OG0001251	Prap.g_00659	Syah.g_00448
OG0001252	Prap.g_00699	Syah.g_02041
OG0001253	Prap.g_01126	Syah.g_01849
OG0001254	Prap.g_01881	Syah.g_01438
OG0001255	Prap.g_00474	Syah.g_00919
OG0001256	Prap.g_00210	Syah.g_02369
OG0001258	Prap.g_01783	Syah.g_02379
OG0001259	Prap.g_01737	Syah.g_02264
OG0001260	Prap.g_01720	Syah.g_02286
OG0001263	Prap.g_01046	Syah.g_00020
OG0001265	Prap.g_01056	Syah.g_00009
OG0001266	Prap.g_00966	Syah.g_00590
OG0001267	Prap.g_01430	Syah.g_00624
OG0001268	Prap.g_01367	Syah.g_00864
OG0001269	Prap.g_00728	Syah.g_00916
OG0001270	Prap.g_01332	Syah.g_02238
OG0001271	Prap.g_01295	Syah.g_01218
OG0001272	Prap.g_01281	Syah.g_01003
OG0001273	Prap.g_00396	Syah.g_01940
OG0001274	Prap.g_00942	Syah.g_00537
OG0001275	Prap.g_00285	Syah.g_01669
OG0001276	Prap.g_00299	Syah.g_01685
OG0001277	Prap.g_01502	Syah.g_00404
OG0001278	Prap.g_00402	Syah.g_01390
OG0001279	Prap.g_00610	Syah.g_01323
OG0001280	Prap.g_00560	Syah.g_02197
OG0001281	Prap.g_00566	Syah.g_02207
OG0001282	Prap.g_00060	Syah.g_00985
OG0001283	Prap.g_01493	Syah.g_00395
OG0001284	Prap.g_00196	Syah.g_02348
OG0001286	Prap.g_01638	Syah.g_00790
OG0001287	Prap.g_01578	Syah.g_00252
OG0001288	Prap.g_01568	Syah.g_00266
OG0001289	Prap.g_01091	Syah.g_02508
OG0001291	Prap.g_01038	Syah.g_00032
OG0001292	Prap.g_01463	Syah.g_00671
OG0001293	Prap.g_01450	Syah.g_00650
OG0001295	Prap.g_01919	Syah.g_01076
OG0001296	Prap.g_01258	Syah.g_01030
OG0001297	Prap.g_01253	Syah.g_01034
OG0001298	Prap.g_01192	Syah.g_01128
OG0001299	Prap.g_00359	Syah.g_01501
OG0001300	Prap.g_00806	Syah.g_02005
OG0001301	Prap.g_00801	Syah.g_02018
OG0001302	Prap.g_00688	Syah.g_01901
OG0001303	Prap.g_01817	Syah.g_01580
OG0001304	Prap.g_00312	Syah.g_01698
OG0001305	Prap.g_00712	Syah.g_02024
OG0001306	Prap.g_00471	Syah.g_02179
OG0001307	Prap.g_01927	Syah.g_00724
OG0001309	Prap.g_00238	Syah.g_01040
OG0001310	Prap.g_01766	Syah.g_02402
OG0001311	Prap.g_00301	Syah.g_01687
OG0001312	Prap.g_00676	Syah.g_01590
OG0001315	Prap.g_00509	Syah.g_00808
OG0001316	Prap.g_01034	Syah.g_00039
OG0001317	Prap.g_01478	Syah.g_00905
OG0001318	Prap.g_01454	Syah.g_00658
OG0001319	Prap.g_01437	Syah.g_00635
OG0001321	Prap.g_01315	Syah.g_02216
OG0001322	Prap.g_01314	Syah.g_02215
OG0001323	Prap.g_01248	Syah.g_01043
OG0001324	Prap.g_00805	Syah.g_02006
OG0001325	Prap.g_00342	Syah.g_01723
OG0001327	Prap.g_00870	Syah.g_01519
OG0001328	Prap.g_00542	Syah.g_01822
OG0001329	Prap.g_01820	Syah.g_01906
OG0001330	Prap.g_00227	Syah.g_02190
OG0001332	Prap.g_00167	Syah.g_02308
OG0001333	Prap.g_01741	Syah.g_02260
OG0001334	Prap.g_01616	Syah.g_00818
OG0001335	Prap.g_01615	Syah.g_00819
OG0001337	Prap.g_01380	Syah.g_00815, Syah.g_00837
OG0001338	Prap.g_01377	Syah.g_00829, Syah.g_00856, Syah.g_02456, Syah.g_00841
OG0001340	Prap.g_01379	Syah.g_00838
OG0001341	Prap.g_00511	Syah.g_02011
OG0001343	Prap.g_00662	Syah.g_00450
OG0001344	Prap.g_00452	Syah.g_02153
OG0001345	Prap.g_00436	Syah.g_02124
OG0001346	Prap.g_00562	Syah.g_02200
OG0001348	Prap.g_01921	Syah.g_02073
OG0001352	Prap.g_00821	Syah.g_01058
OG0001353	Prap.g_00750	Syah.g_02079
OG0001354	Prap.g_00267	Syah.g_01641
OG0001355	Prap.g_00321	Syah.g_01077
OG0001357	Prap.g_00535	Syah.g_00935
OG0001359	Prap.g_00661	Syah.g_00451
OG0001362	Prap.g_00135	Syah.g_01275
OG0001363	Prap.g_00137	Syah.g_01273
OG0001364	Prap.g_01613	Syah.g_00174
OG0001368	Prap.g_00536, Prap.g_00007, Prap.g_00646	Syah.g_00677
OG0001370	Prap.g_01304	Syah.g_01732, Syah.g_00429
OG0001372	Prap.g_01128	Syah.g_01055
OG0001375	Prap.g_00663	Syah.g_00449
OG0001379	Prap.g_00555	Syah.g_02192
OG0001381	Prap.g_00481	Syah.g_00717
OG0001382	Prap.g_00524	Syah.g_00258
OG0001394	Prap.g_00843	Syah.g_01810
OG0001397	Prap.g_00136	Syah.g_01274
OG0001398	Prap.g_01896	Syah.g_01563
OG0001401	Prap.g_00745	Syah.g_02084
OG0001402	Prap.g_01143	Syah.g_01958
OG0001403	Prap.g_00924	Syah.g_00341
OG0001404	Prap.g_00882	Syah.g_02482
OG0001407	Prap.g_00528	Syah.g_01059
OG0001410	Prap.g_01926	Syah.g_00725
OG0001414	Prap.g_01483	Syah.g_00718
OG0001419	Prap.g_00527	Syah.g_01060
OG0001421	Prap.g_00211	Syah.g_01851
OG0001423	Prap.g_00633	Syah.g_00965
OG0001425	Prap.g_01521	Syah.g_00486
OG0001428	Prap.g_00998	Syah.g_00081
OG0001430	Prap.g_00520	Syah.g_00518
OG0001433	Prap.g_01792	Syah.g_01513
OG0001434	Prap.g_00838	Syah.g_01805
OG0001435	Prap.g_00862	Syah.g_01525
OG0001443	Prap.g_00517	Syah.g_00478
OG0001446	Prap.g_00025	Syah.g_01731
OG0001448	Prap.g_01311	Syah.g_01540
OG0001460	Prap.g_01793	Syah.g_01512
OG0001461	Prap.g_00898	Syah.g_00711
OG0001465	Prap.g_00794	Syah.g_01737
OG0001468	Prap.g_00671	Syah.g_01899
OG0001476	Prap.g_00449	Syah.g_02145
OG0001477	Prap.g_00587	Syah.g_02015
OG0001481	Prap.g_00541	Syah.g_01703
OG0001484	Prap.g_00226	Syah.g_00435
OG0001487	Prap.g_00161	Syah.g_01245
OG0001488	Prap.g_00443	Syah.g_02136
OG0001489	Prap.g_01627	Syah.g_00801
OG0001496	Prap.g_00589	Syah.g_02013
OG0001497	Prap.g_00588	Syah.g_02014
OG0001498	Prap.g_01348	Syah.g_00889
OG0001510	Prap.g_01574	Syah.g_00256
OG0001511	Prap.g_01064	Syah.g_02546
OG0001512	Prap.g_00513	Syah.g_00910
OG0001514	Prap.g_00590	Syah.g_02012
OG0001515	Prap.g_00808	Syah.g_02001
OG0001516	Prap.g_00362	Syah.g_01498
OG0001517	Prap.g_01371	Syah.g_00859
OG0001518	Prap.g_01522	Syah.g_00488
OG0001519	Prap.g_01517	Syah.g_00476
OG0001522	Prap.g_00749	Syah.g_02080
OG0001527	Prap.g_01206	Syah.g_01107
OG0001529	Prap.g_00914	Syah.g_00328
OG0001530	Prap.g_01065	Syah.g_02544
OG0001531	Prap.g_01473	Syah.g_00911
OG0001532	Prap.g_00425	Syah.g_01420
OG0001534	Prap.g_00313	Syah.g_01699
OG0001535	Prap.g_00297	Syah.g_01683
OG0001536	Prap.g_00253	Syah.g_01617
OG0001537	Prap.g_00846	Syah.g_01815
OG0001538	Prap.g_00778	Syah.g_01774
OG0001539	Prap.g_00868	Syah.g_01521
OG0001540	Prap.g_01044	Syah.g_00022
OG0001541	Prap.g_00990	Syah.g_00621
OG0001542	Prap.g_00984	Syah.g_00612
OG0001543	Prap.g_00547	Syah.g_00568
OG0001544	Prap.g_01518	Syah.g_00477
OG0001545	Prap.g_01503	Syah.g_00405
OG0001549	Prap.g_00718	Syah.g_02121
OG0001557	Prap.g_00842	Syah.g_01809
OG0001559	Prap.g_01066	Syah.g_02543
OG0001560	Prap.g_01077	Syah.g_02531
OG0001561	Prap.g_00303	Syah.g_01689
OG0001562	Prap.g_00290	Syah.g_01675
OG0001563	Prap.g_01643	Syah.g_00784
OG0001572	Prap.g_00609	Syah.g_01333
OG0001574	Prap.g_01208	Syah.g_01105
OG0001575	Prap.g_01203	Syah.g_01110
OG0001576	Prap.g_00575	Syah.g_01172
OG0001577	Prap.g_00461	Syah.g_02162
OG0001579	Prap.g_01382	Syah.g_00824, Syah.g_00828
OG0001580	Prap.g_00907	Syah.g_00523, Syah.g_00522
OG0001588	Prap.g_01341	Syah.g_00177
OG0001589	Prap.g_01733	Syah.g_02269
OG0001591	Prap.g_00829	Syah.g_01509
OG0001592	Prap.g_00908	Syah.g_00521
OG0001614	Prap.g_01586	Syah.g_00242
OG0001616	Prap.g_00433	Syah.g_01430
OG0001617	Prap.g_00804	Syah.g_02008
OG0001619	Prap.g_00246	Syah.g_01607
OG0001620	Prap.g_01363	Syah.g_00871
OG0001621	Prap.g_01458	Syah.g_00662
OG0001622	Prap.g_01494	Syah.g_00396
OG0001636	Prap.g_00920	Syah.g_00336
OG0001638	Prap.g_01768	Syah.g_02399
OG0001639	Prap.g_00170	Syah.g_02312
OG0001640	Prap.g_00696	Syah.g_02060
OG0001641	Prap.g_00278	Syah.g_01660
OG0001643	Prap.g_00387	Syah.g_01930
OG0001644	Prap.g_00332	Syah.g_01709
OG0001654	Prap.g_00168	Syah.g_02310
OG0001656	Prap.g_01383	Syah.g_00827
OG0001657	Prap.g_01015	Syah.g_00063
OG0001658	Prap.g_00912	Syah.g_00513
OG0001659	Prap.g_01916	Syah.g_01424
OG0001676	Prap.g_01381	Syah.g_00826
OG0001678	Prap.g_01711	Syah.g_00691
OG0001679	Prap.g_01376	Syah.g_01114
OG0001691	Prap.g_00694	Syah.g_01965
OG0001693	Prap.g_01835	Syah.g_02029
OG0001717	Prap.g_00594	Syah.g_00076
OG0001733	Prap.g_01795	Syah.g_01514
OG0001747	Prap.g_01340	Syah.g_00044
OG0001758	Prap.g_01801	Syah.g_01464
OG0001769	Prap.g_00508	Syah.g_01915
OG0001770	Prap.g_01864	Syah.g_01448
OG0001771	Prap.g_01852	Syah.g_02078
OG0001795	Prap.g_01812, Prap.g_00673	Syah.g_01461
OG0001807	Prap.g_00896	Syah.g_00170
OG0001842	Prap.g_00022	Syah.g_02303
OG0001875	Prap.g_01802	Syah.g_01465
OG0001876	Prap.g_01803	Syah.g_01466
OG0001916	Prap.g_01271	Syah.g_01014
OG0001917	Prap.g_00298	Syah.g_01684
OG0001930	Prap.g_00023	Syah.g_02304
OG0001931	Prap.g_00024	Syah.g_02305
OG0001965	Prap.g_01845	Syah.g_01902
OG0002106	Prap.g_00533	Syah.g_00469
OG0002340	Prap.g_00960	Syah.g_00576
OG0002518	Prap.g_01113	Syah.g_01479
