Orthogroup	Prap	Syad
OG0001163	Prap.g_01788	Syad.g_02610
OG0001164	Prap.g_01784	Syad.g_02616
OG0001165	Prap.g_01781	Syad.g_02621
OG0001166	Prap.g_01760	Syad.g_02647
OG0001167	Prap.g_01742	Syad.g_02486
OG0001168	Prap.g_01740	Syad.g_02488
OG0001169	Prap.g_01738	Syad.g_02490
OG0001170	Prap.g_01736	Syad.g_02492
OG0001171	Prap.g_01726	Syad.g_02503
OG0001172	Prap.g_01710	Syad.g_00594
OG0001173	Prap.g_01709	Syad.g_00595
OG0001174	Prap.g_01701	Syad.g_00603
OG0001175	Prap.g_01700	Syad.g_00604
OG0001176	Prap.g_01692	Syad.g_00644
OG0001177	Prap.g_01690	Syad.g_00641
OG0001178	Prap.g_01774	Syad.g_02629
OG0001179	Prap.g_01660	Syad.g_00675
OG0001180	Prap.g_01636	Syad.g_00700
OG0001181	Prap.g_01632	Syad.g_00704
OG0001182	Prap.g_01624	Syad.g_00712
OG0001183	Prap.g_01619	Syad.g_00717
OG0001184	Prap.g_01601	Syad.g_00378
OG0001185	Prap.g_01585	Syad.g_00354
OG0001186	Prap.g_01561	Syad.g_00247
OG0001187	Prap.g_01558	Syad.g_00245
OG0001188	Prap.g_01556	Syad.g_00238
OG0001189	Prap.g_01540	Syad.g_00217
OG0001190	Prap.g_01535	Syad.g_03034
OG0001192	Prap.g_01520	Syad.g_00013
OG0001193	Prap.g_01508	Syad.g_00072
OG0001194	Prap.g_01507	Syad.g_00075
OG0001195	Prap.g_01506	Syad.g_00076
OG0001196	Prap.g_01490	Syad.g_00144
OG0001197	Prap.g_01488	Syad.g_00146
OG0001198	Prap.g_01868	Syad.g_00159
OG0001199	Prap.g_00876	Syad.g_02735
OG0001201	Prap.g_01068	Syad.g_02802
OG0001202	Prap.g_00970	Syad.g_02945
OG0001203	Prap.g_01474	Syad.g_00821
OG0001204	Prap.g_01468	Syad.g_00577
OG0001205	Prap.g_01321	Syad.g_02440
OG0001206	Prap.g_01301	Syad.g_02385
OG0001207	Prap.g_01290	Syad.g_00893
OG0001208	Prap.g_01285	Syad.g_00906
OG0001209	Prap.g_01234	Syad.g_00980
OG0001210	Prap.g_01229	Syad.g_00993
OG0001212	Prap.g_01172	Syad.g_01082
OG0001213	Prap.g_01137	Syad.g_02163
OG0001214	Prap.g_00390	Syad.g_02150
OG0001215	Prap.g_00810	Syad.g_01366
OG0001216	Prap.g_00789	Syad.g_01816
OG0001218	Prap.g_00519	Syad.g_02328
OG0001219	Prap.g_00685	Syad.g_01653
OG0001220	Prap.g_00727	Syad.g_01195
OG0001221	Prap.g_00847	Syad.g_01950
OG0001222	Prap.g_00307	Syad.g_01770
OG0001223	Prap.g_00275	Syad.g_01715
OG0001224	Prap.g_00704	Syad.g_01286
OG0001225	Prap.g_00706	Syad.g_01288
OG0001226	Prap.g_01129	Syad.g_02100
OG0001227	Prap.g_00504	Syad.g_00029
OG0001228	Prap.g_00406	Syad.g_02460
OG0001229	Prap.g_00518	Syad.g_01314
OG0001231	Prap.g_01344	Syad.g_00179
OG0001233	Prap.g_01735	Syad.g_02493
OG0001234	Prap.g_01698	Syad.g_00608
OG0001235	Prap.g_01694	Syad.g_00633
OG0001236	Prap.g_01604	Syad.g_00412
OG0001237	Prap.g_01600	Syad.g_00376
OG0001238	Prap.g_01524	Syad.g_00007
OG0001239	Prap.g_00879	Syad.g_02732
OG0001240	Prap.g_01085	Syad.g_02785
OG0001241	Prap.g_01075	Syad.g_02795
OG0001242	Prap.g_01055	Syad.g_02827
OG0001243	Prap.g_01048	Syad.g_02841
OG0001244	Prap.g_01033	Syad.g_02873
OG0001245	Prap.g_00495	Syad.g_02223
OG0001247	Prap.g_00817	Syad.g_01837
OG0001248	Prap.g_00815	Syad.g_01843
OG0001249	Prap.g_01375	Syad.g_00756
OG0001250	Prap.g_00740	Syad.g_01227
OG0001251	Prap.g_00659	Syad.g_00083
OG0001252	Prap.g_00699	Syad.g_01279
OG0001253	Prap.g_01126	Syad.g_02037
OG0001254	Prap.g_01881	Syad.g_01528
OG0001255	Prap.g_00474	Syad.g_02224
OG0001256	Prap.g_00210	Syad.g_02609
OG0001258	Prap.g_01783	Syad.g_02619
OG0001260	Prap.g_01720	Syad.g_02514
OG0001261	Prap.g_01652	Syad.g_00684
OG0001263	Prap.g_01046	Syad.g_02844
OG0001265	Prap.g_01056	Syad.g_02825
OG0001266	Prap.g_00966	Syad.g_02949
OG0001267	Prap.g_01430	Syad.g_00523
OG0001268	Prap.g_01367	Syad.g_00767
OG0001270	Prap.g_01332	Syad.g_02453
OG0001271	Prap.g_01295	Syad.g_02356
OG0001272	Prap.g_01281	Syad.g_00910
OG0001273	Prap.g_00396	Syad.g_02157
OG0001274	Prap.g_00942	Syad.g_02988
OG0001275	Prap.g_00285	Syad.g_01699
OG0001276	Prap.g_00299	Syad.g_01683
OG0001277	Prap.g_01502	Syad.g_00127
OG0001278	Prap.g_00402	Syad.g_01445
OG0001279	Prap.g_00610	Syad.g_02248
OG0001280	Prap.g_00560	Syad.g_02402
OG0001281	Prap.g_00566	Syad.g_02413
OG0001282	Prap.g_00060	Syad.g_00890
OG0001283	Prap.g_01493	Syad.g_00138
OG0001284	Prap.g_00196	Syad.g_02585
OG0001285	Prap.g_01752	Syad.g_02043
OG0001286	Prap.g_01638	Syad.g_00698
OG0001287	Prap.g_01578	Syad.g_00346
OG0001288	Prap.g_01568	Syad.g_00326
OG0001289	Prap.g_01091	Syad.g_02767
OG0001290	Prap.g_01076	Syad.g_02794
OG0001291	Prap.g_01038	Syad.g_02854
OG0001292	Prap.g_01463	Syad.g_00572
OG0001293	Prap.g_01450	Syad.g_00549
OG0001295	Prap.g_01919	Syad.g_00997
OG0001296	Prap.g_01258	Syad.g_00939
OG0001297	Prap.g_01253	Syad.g_00943
OG0001298	Prap.g_01192	Syad.g_01055
OG0001299	Prap.g_00359	Syad.g_01591
OG0001300	Prap.g_00806	Syad.g_01339
OG0001301	Prap.g_00801	Syad.g_01303
OG0001302	Prap.g_00688	Syad.g_02123
OG0001303	Prap.g_01817	Syad.g_01655
OG0001304	Prap.g_00312	Syad.g_01669
OG0001305	Prap.g_00712	Syad.g_01296
OG0001306	Prap.g_00471	Syad.g_01119
OG0001307	Prap.g_01927	Syad.g_00626
OG0001309	Prap.g_00238	Syad.g_00950
OG0001310	Prap.g_01766	Syad.g_02638
OG0001311	Prap.g_00301	Syad.g_01681
OG0001312	Prap.g_00676	Syad.g_01788
OG0001315	Prap.g_00509	Syad.g_00715
OG0001316	Prap.g_01034	Syad.g_02861
OG0001317	Prap.g_01478	Syad.g_00814
OG0001318	Prap.g_01454	Syad.g_00557
OG0001321	Prap.g_01315	Syad.g_02423
OG0001322	Prap.g_01314	Syad.g_02422
OG0001323	Prap.g_01248	Syad.g_00953
OG0001324	Prap.g_00805	Syad.g_01338
OG0001325	Prap.g_00342	Syad.g_01811
OG0001327	Prap.g_00870	Syad.g_01605
OG0001328	Prap.g_00542	Syad.g_01638
OG0001329	Prap.g_01820	Syad.g_00866
OG0001330	Prap.g_00227	Syad.g_02395
OG0001332	Prap.g_00167	Syad.g_02535
OG0001333	Prap.g_01741	Syad.g_02487
OG0001334	Prap.g_01616	Syad.g_00725
OG0001335	Prap.g_01615	Syad.g_00726
OG0001337	Prap.g_01380	Syad.g_00750, Syad.g_00741
OG0001338	Prap.g_01377	Syad.g_00735, Syad.g_00722, Syad.g_00745
OG0001339	Prap.g_01073	Syad.g_02797
OG0001340	Prap.g_01379	Syad.g_00742
OG0001341	Prap.g_00511	Syad.g_01312
OG0001343	Prap.g_00662	Syad.g_00079
OG0001344	Prap.g_00452	Syad.g_01157
OG0001345	Prap.g_00436	Syad.g_01188
OG0001346	Prap.g_00562	Syad.g_02406
OG0001348	Prap.g_01921	Syad.g_01250
OG0001350	Prap.g_01475	Syad.g_00820
OG0001352	Prap.g_00821	Syad.g_00969
OG0001353	Prap.g_00750	Syad.g_01244
OG0001354	Prap.g_00267	Syad.g_01728
OG0001355	Prap.g_00321	Syad.g_02116
OG0001356	Prap.g_01791	Syad.g_01251
OG0001357	Prap.g_00535	Syad.g_01502
OG0001359	Prap.g_00661	Syad.g_00078
OG0001362	Prap.g_00135	Syad.g_02294
OG0001363	Prap.g_00137	Syad.g_02296
OG0001364	Prap.g_01613	Syad.g_00431
OG0001368	Prap.g_00536, Prap.g_00007, Prap.g_00646	Syad.g_00578
OG0001369	Prap.g_01086	Syad.g_02784
OG0001370	Prap.g_01304	Syad.g_02045, Syad.g_02124
OG0001375	Prap.g_00663	Syad.g_00080
OG0001379	Prap.g_00555	Syad.g_02397
OG0001381	Prap.g_00481	Syad.g_01266, Syad.g_00614
OG0001394	Prap.g_00843	Syad.g_01920
OG0001397	Prap.g_00136	Syad.g_02295
OG0001398	Prap.g_01896	Syad.g_01977
OG0001401	Prap.g_00745	Syad.g_01233
OG0001402	Prap.g_01143	Syad.g_02174
OG0001403	Prap.g_00924	Syad.g_00197
OG0001404	Prap.g_00882	Syad.g_02727
OG0001407	Prap.g_00528	Syad.g_00970
OG0001410	Prap.g_01926	Syad.g_00627
OG0001411	Prap.g_00889	Syad.g_00372
OG0001414	Prap.g_01483	Syad.g_00615
OG0001419	Prap.g_00527	Syad.g_00971
OG0001421	Prap.g_00211	Syad.g_02105, Syad.g_02039
OG0001423	Prap.g_00633	Syad.g_02707, Syad.g_02708
OG0001425	Prap.g_01521	Syad.g_00012
OG0001428	Prap.g_00998	Syad.g_02906
OG0001429	Prap.g_00684	Syad.g_01656
OG0001430	Prap.g_00520	Syad.g_03026
OG0001431	Prap.g_01911, Prap.g_00502	Syad.g_00393
OG0001433	Prap.g_01792	Syad.g_01253, Syad.g_01252
OG0001434	Prap.g_00838	Syad.g_01916
OG0001435	Prap.g_00862	Syad.g_01612
OG0001443	Prap.g_00517	Syad.g_00023
OG0001448	Prap.g_01311	Syad.g_02723
OG0001460	Prap.g_01793	Syad.g_01254
OG0001461	Prap.g_00898	Syad.g_02162
OG0001463	Prap.g_01423	Syad.g_01264
OG0001464	Prap.g_01378	Syad.g_00743
OG0001465	Prap.g_00794	Syad.g_01830
OG0001477	Prap.g_00587	Syad.g_01307
OG0001487	Prap.g_00161	Syad.g_02327
OG0001488	Prap.g_00443	Syad.g_00051, Syad.g_01175, Syad.g_00050
OG0001489	Prap.g_01627	Syad.g_00709
OG0001496	Prap.g_00589	Syad.g_01309
OG0001497	Prap.g_00588	Syad.g_01308
OG0001498	Prap.g_01348	Syad.g_00786
OG0001510	Prap.g_01574	Syad.g_00342
OG0001511	Prap.g_01064	Syad.g_02810
OG0001512	Prap.g_00513	Syad.g_00822
OG0001513	Prap.g_01847	Syad.g_00646
OG0001514	Prap.g_00590	Syad.g_01310
OG0001515	Prap.g_00808	Syad.g_01343
OG0001516	Prap.g_00362	Syad.g_01588
OG0001517	Prap.g_01371	Syad.g_00762
OG0001518	Prap.g_01522	Syad.g_00009
OG0001519	Prap.g_01517	Syad.g_00025
OG0001522	Prap.g_00749	Syad.g_01243
OG0001525	Prap.g_01814	Syad.g_00036
OG0001527	Prap.g_01206	Syad.g_01030
OG0001529	Prap.g_00914	Syad.g_00210
OG0001530	Prap.g_01065	Syad.g_02808
OG0001531	Prap.g_01473	Syad.g_00823
OG0001532	Prap.g_00425	Syad.g_01492
OG0001534	Prap.g_00313	Syad.g_01668
OG0001535	Prap.g_00297	Syad.g_01685
OG0001536	Prap.g_00253	Syad.g_01762
OG0001537	Prap.g_00846	Syad.g_01949
OG0001538	Prap.g_00778	Syad.g_01884
OG0001539	Prap.g_00868	Syad.g_01607
OG0001540	Prap.g_01044	Syad.g_02846
OG0001541	Prap.g_00990	Syad.g_02915
OG0001542	Prap.g_00984	Syad.g_02924
OG0001543	Prap.g_00547	Syad.g_02969
OG0001544	Prap.g_01518	Syad.g_00024
OG0001545	Prap.g_01503	Syad.g_00126
OG0001559	Prap.g_01066	Syad.g_02807
OG0001560	Prap.g_01077	Syad.g_02793
OG0001561	Prap.g_00303	Syad.g_01679
OG0001562	Prap.g_00290	Syad.g_01693
OG0001563	Prap.g_01643	Syad.g_00693
OG0001564	Prap.g_00895	Syad.g_01539
OG0001574	Prap.g_01208	Syad.g_01028
OG0001575	Prap.g_01203	Syad.g_01033
OG0001576	Prap.g_00575	Syad.g_01103
OG0001577	Prap.g_00461	Syad.g_01148
OG0001579	Prap.g_01382	Syad.g_00732
OG0001580	Prap.g_00907	Syad.g_03020
OG0001588	Prap.g_01341	Syad.g_00428
OG0001589	Prap.g_01733	Syad.g_02495
OG0001591	Prap.g_00829	Syad.g_01599
OG0001592	Prap.g_00908	Syad.g_03021
OG0001614	Prap.g_01586	Syad.g_00356
OG0001616	Prap.g_00433	Syad.g_01515
OG0001617	Prap.g_00804	Syad.g_01335
OG0001619	Prap.g_00246	Syad.g_01773
OG0001620	Prap.g_01363	Syad.g_00774
OG0001621	Prap.g_01458	Syad.g_00562
OG0001622	Prap.g_01494	Syad.g_00137
OG0001636	Prap.g_00920	Syad.g_00203
OG0001638	Prap.g_01768	Syad.g_02636
OG0001639	Prap.g_00170	Syad.g_02539
OG0001640	Prap.g_00696	Syad.g_01274
OG0001641	Prap.g_00278	Syad.g_01711
OG0001642	Prap.g_00729	Syad.g_01197
OG0001643	Prap.g_00387	Syad.g_02147
OG0001644	Prap.g_00332	Syad.g_01799
OG0001654	Prap.g_00168	Syad.g_02537
OG0001656	Prap.g_01383	Syad.g_00731
OG0001657	Prap.g_01015	Syad.g_02889
OG0001658	Prap.g_00912	Syad.g_03033
OG0001659	Prap.g_01916	Syad.g_01507
OG0001676	Prap.g_01381	Syad.g_00734
OG0001678	Prap.g_01711	Syad.g_00593
OG0001679	Prap.g_01376	Syad.g_01038, Syad.g_01037
OG0001691	Prap.g_00694	Syad.g_02182
OG0001693	Prap.g_01835	Syad.g_01291
OG0001717	Prap.g_00594	Syad.g_02901
OG0001733	Prap.g_01795	Syad.g_01602
OG0001747	Prap.g_01340	Syad.g_02871
OG0001758	Prap.g_01801	Syad.g_01546
OG0001769	Prap.g_00508	Syad.g_02133
OG0001771	Prap.g_01852	Syad.g_02075
OG0001780	Prap.g_00088	Syad.g_00288
OG0001795	Prap.g_01812, Prap.g_00673	Syad.g_00817
OG0001807	Prap.g_00896	Syad.g_00435
OG0001842	Prap.g_00022	Syad.g_02522
OG0001875	Prap.g_01802	Syad.g_01547
OG0001876	Prap.g_01803	Syad.g_01548
OG0001916	Prap.g_01271	Syad.g_00921
OG0001917	Prap.g_00298	Syad.g_01684
OG0001923	Prap.g_00096	Syad.g_00251, Syad.g_00317
OG0001930	Prap.g_00023	Syad.g_02523
OG0001931	Prap.g_00024	Syad.g_02524
OG0001965	Prap.g_01845	Syad.g_02126
OG0002019	Prap.g_01913	Syad.g_01962
OG0002106	Prap.g_00533	Syad.g_01217
OG0002321	Prap.g_00089	Syad.g_00278
OG0002397	Prap.g_00288	Syad.g_02009
OG0002421	Prap.g_00090	Syad.g_00276
OG0002480	Prap.g_00086	Syad.g_00290
OG0002487	Prap.g_00544	Syad.g_00850
OG0002663	Prap.g_01800	Syad.g_00962
OG0002772	Prap.g_01943	Syad.g_00287
OG0002773	Prap.g_01938	Syad.g_00275
OG0002774	Prap.g_01939	Syad.g_00274
OG0002775	Prap.g_01936	Syad.g_00273
OG0003013	Prap.g_01941	Syad.g_00280
