Orthogroup	Prap	Syao
OG0001174	Prap.g_01701	Syao.g_01923
OG0001175	Prap.g_01700	Syao.g_01924
OG0001176	Prap.g_01692	Syao.g_01799
OG0001177	Prap.g_01690	Syao.g_01802
OG0001178	Prap.g_01774	Syao.g_01541
OG0001179	Prap.g_01660	Syao.g_01768
OG0001180	Prap.g_01636	Syao.g_01833
OG0001181	Prap.g_01632	Syao.g_01829
OG0001182	Prap.g_01624	Syao.g_01820
OG0001183	Prap.g_01619	Syao.g_01851
OG0001184	Prap.g_01601	Syao.g_02264
OG0001185	Prap.g_01585	Syao.g_02147
OG0001186	Prap.g_01561	Syao.g_02173
OG0001187	Prap.g_01558	Syao.g_02171
OG0001188	Prap.g_01556	Syao.g_02169
OG0001189	Prap.g_01540	Syao.g_02215
OG0001190	Prap.g_01535	Syao.g_02436
OG0001191	Prap.g_01525	Syao.g_02449
OG0001192	Prap.g_01520	Syao.g_02367
OG0001193	Prap.g_01508	Syao.g_02284
OG0001194	Prap.g_01507	Syao.g_02285
OG0001195	Prap.g_01506	Syao.g_02286
OG0001196	Prap.g_01490	Syao.g_02341
OG0001197	Prap.g_01488	Syao.g_02343
OG0001198	Prap.g_01868	Syao.g_02158
OG0001199	Prap.g_00876	Syao.g_02623
OG0001201	Prap.g_01068	Syao.g_02601
OG0001202	Prap.g_00970	Syao.g_02461
OG0001203	Prap.g_01474	Syao.g_00296, Syao.g_01705
OG0001204	Prap.g_01468	Syao.g_02117
OG0001205	Prap.g_01321	Syao.g_01620
OG0001206	Prap.g_01301	Syao.g_02701, Syao.g_02702
OG0001207	Prap.g_01290	Syao.g_00035
OG0001208	Prap.g_01285	Syao.g_00026
OG0001209	Prap.g_01234	Syao.g_01415
OG0001210	Prap.g_01229	Syao.g_00882
OG0001211	Prap.g_01219	Syao.g_00861
OG0001212	Prap.g_01172	Syao.g_01001
OG0001213	Prap.g_01137	Syao.g_01322
OG0001214	Prap.g_00390	Syao.g_00896
OG0001215	Prap.g_00810	Syao.g_00700
OG0001216	Prap.g_00789	Syao.g_00492
OG0001218	Prap.g_00519	Syao.g_00092
OG0001219	Prap.g_00685	Syao.g_00651
OG0001220	Prap.g_00727	Syao.g_00393
OG0001221	Prap.g_00847	Syao.g_01657
OG0001222	Prap.g_00307	Syao.g_00687
OG0001223	Prap.g_00275	Syao.g_00820
OG0001224	Prap.g_00704	Syao.g_00427
OG0001226	Prap.g_01129	Syao.g_02633
OG0001227	Prap.g_00504	Syao.g_01047
OG0001228	Prap.g_00406	Syao.g_02256
OG0001229	Prap.g_00518	Syao.g_00220
OG0001230	Prap.g_00114	Syao.g_01503
OG0001231	Prap.g_01344	Syao.g_02254
OG0001233	Prap.g_01735	Syao.g_01643
OG0001234	Prap.g_01698	Syao.g_02035
OG0001235	Prap.g_01694	Syao.g_01863
OG0001236	Prap.g_01604	Syao.g_02261
OG0001237	Prap.g_01600	Syao.g_02265
OG0001238	Prap.g_01524	Syao.g_02451
OG0001239	Prap.g_00879	Syao.g_02620
OG0001240	Prap.g_01085	Syao.g_02669
OG0001242	Prap.g_01055	Syao.g_02576
OG0001243	Prap.g_01048	Syao.g_02584
OG0001244	Prap.g_01033	Syao.g_02477
OG0001245	Prap.g_00495	Syao.g_00362
OG0001247	Prap.g_00817	Syao.g_00390
OG0001249	Prap.g_01375	Syao.g_01882
OG0001250	Prap.g_00740	Syao.g_00556
OG0001251	Prap.g_00659	Syao.g_00641
OG0001252	Prap.g_00699	Syao.g_00507
OG0001253	Prap.g_01126	Syao.g_01220
OG0001254	Prap.g_01881	Syao.g_01426
OG0001255	Prap.g_00474	Syao.g_00920
OG0001256	Prap.g_00210	Syao.g_01572
OG0001258	Prap.g_01783	Syao.g_01561
OG0001259	Prap.g_01737	Syao.g_01645
OG0001260	Prap.g_01720	Syao.g_01623
OG0001261	Prap.g_01652	Syao.g_01814
OG0001263	Prap.g_01046	Syao.g_02541
OG0001265	Prap.g_01056	Syao.g_02574
OG0001266	Prap.g_00966	Syao.g_02465
OG0001267	Prap.g_01430	Syao.g_02063
OG0001268	Prap.g_01367	Syao.g_01871
OG0001270	Prap.g_01332	Syao.g_01733
OG0001271	Prap.g_01295	Syao.g_02685
OG0001272	Prap.g_01281	Syao.g_00120
OG0001274	Prap.g_00942	Syao.g_02401
OG0001275	Prap.g_00285	Syao.g_00806
OG0001276	Prap.g_00299	Syao.g_00450
OG0001277	Prap.g_01502	Syao.g_01334
OG0001278	Prap.g_00402	Syao.g_00265
OG0001279	Prap.g_00610	Syao.g_01528
OG0001281	Prap.g_00566	Syao.g_01454
OG0001282	Prap.g_00060	Syao.g_00037
OG0001283	Prap.g_01493	Syao.g_02335
OG0001284	Prap.g_00196	Syao.g_01587
OG0001285	Prap.g_01752	Syao.g_01010
OG0001286	Prap.g_01638	Syao.g_01835
OG0001288	Prap.g_01568	Syao.g_02187
OG0001289	Prap.g_01091	Syao.g_02649
OG0001291	Prap.g_01038	Syao.g_02551
OG0001292	Prap.g_01463	Syao.g_02111
OG0001293	Prap.g_01450	Syao.g_02091
OG0001295	Prap.g_01919	Syao.g_00878
OG0001296	Prap.g_01258	Syao.g_00163
OG0001297	Prap.g_01253	Syao.g_00159
OG0001298	Prap.g_01192	Syao.g_01043
OG0001299	Prap.g_00359	Syao.g_00942
OG0001302	Prap.g_00688	Syao.g_02711
OG0001303	Prap.g_01817	Syao.g_00649
OG0001304	Prap.g_00312	Syao.g_00466
OG0001305	Prap.g_00712	Syao.g_00382
OG0001306	Prap.g_00471	Syao.g_00141
OG0001308	Prap.g_00131	Syao.g_01500
OG0001310	Prap.g_01766	Syao.g_01681
OG0001311	Prap.g_00301	Syao.g_00452
OG0001312	Prap.g_00676	Syao.g_00635
OG0001315	Prap.g_00509	Syao.g_01853
OG0001317	Prap.g_01478	Syao.g_01701
OG0001318	Prap.g_01454	Syao.g_02099
OG0001319	Prap.g_01437	Syao.g_02075
OG0001323	Prap.g_01248	Syao.g_01392
OG0001325	Prap.g_00342	Syao.g_00487
OG0001327	Prap.g_00870	Syao.g_00953
OG0001328	Prap.g_00542	Syao.g_00198
OG0001329	Prap.g_01820	Syao.g_00876
OG0001330	Prap.g_00227	Syao.g_01444
OG0001331	Prap.g_00065	Syao.g_00042
OG0001332	Prap.g_00167	Syao.g_01244
OG0001333	Prap.g_01741	Syao.g_01649
OG0001335	Prap.g_01615	Syao.g_01913
OG0001337	Prap.g_01380	Syao.g_01884, Syao.g_01893
OG0001338	Prap.g_01377	Syao.g_01890
OG0001340	Prap.g_01379	Syao.g_01892
OG0001341	Prap.g_00511	Syao.g_00602
OG0001343	Prap.g_00662	Syao.g_01235
OG0001345	Prap.g_00436	Syao.g_00179
OG0001351	Prap.g_01309	Syao.g_00060
OG0001353	Prap.g_00750	Syao.g_00439
OG0001354	Prap.g_00267	Syao.g_00833
OG0001356	Prap.g_01791	Syao.g_00301
OG0001357	Prap.g_00535	Syao.g_00369
OG0001359	Prap.g_00661	Syao.g_01234
OG0001364	Prap.g_01613	Syao.g_01969
OG0001365	Prap.g_01531	Syao.g_02441
OG0001368	Prap.g_00536, Prap.g_00007, Prap.g_00646	Syao.g_02118
OG0001369	Prap.g_01086	Syao.g_02668
OG0001371	Prap.g_00822	Syao.g_02638
OG0001372	Prap.g_01128	Syao.g_00368
OG0001375	Prap.g_00663	Syao.g_01236
OG0001379	Prap.g_00555	Syao.g_01441
OG0001380	Prap.g_00521	Syao.g_00360
OG0001382	Prap.g_00524	Syao.g_00766
OG0001394	Prap.g_00843	Syao.g_00983
OG0001398	Prap.g_01896	Syao.g_02641
OG0001401	Prap.g_00745	Syao.g_00434
OG0001402	Prap.g_01143	Syao.g_01338
OG0001403	Prap.g_00924	Syao.g_02235
OG0001407	Prap.g_00528	Syao.g_00519
OG0001411	Prap.g_00889	Syao.g_01079, Syao.g_02007
OG0001415	Prap.g_01481	Syao.g_00999
OG0001418	Prap.g_00816	Syao.g_00212
OG0001419	Prap.g_00527	Syao.g_00520
OG0001422	Prap.g_00531	Syao.g_00284
OG0001423	Prap.g_00633	Syao.g_00722
OG0001425	Prap.g_01521	Syao.g_02366
OG0001429	Prap.g_00684	Syao.g_00648
OG0001433	Prap.g_01792	Syao.g_00300
OG0001434	Prap.g_00838	Syao.g_00988
OG0001435	Prap.g_00862	Syao.g_00961
OG0001437	Prap.g_01482	Syao.g_00998
OG0001443	Prap.g_00517	Syao.g_02369
OG0001460	Prap.g_01793	Syao.g_00299
OG0001461	Prap.g_00898	Syao.g_00788
OG0001467	Prap.g_01947	Syao.g_01225
OG0001468	Prap.g_00671	Syao.g_00604
OG0001476	Prap.g_00449	Syao.g_00691, Syao.g_02609, Syao.g_00324
OG0001477	Prap.g_00587	Syao.g_00408
OG0001486	Prap.g_00458	Syao.g_00125
OG0001487	Prap.g_00161	Syao.g_00091
OG0001488	Prap.g_00443	Syao.g_00190
OG0001489	Prap.g_01627	Syao.g_01823
OG0001496	Prap.g_00589	Syao.g_00410
OG0001497	Prap.g_00588	Syao.g_00409
OG0001498	Prap.g_01348	Syao.g_01717
OG0001505	Prap.g_00003	Syao.g_01138
OG0001510	Prap.g_01574	Syao.g_01944
OG0001511	Prap.g_01064	Syao.g_02593
OG0001512	Prap.g_00513	Syao.g_01707
OG0001514	Prap.g_00590	Syao.g_00411
OG0001515	Prap.g_00808	Syao.g_00626
OG0001516	Prap.g_00362	Syao.g_00939
OG0001517	Prap.g_01371	Syao.g_01876
OG0001518	Prap.g_01522	Syao.g_02365
OG0001519	Prap.g_01517	Syao.g_02371
OG0001522	Prap.g_00749	Syao.g_00568
OG0001525	Prap.g_01814	Syao.g_00881
OG0001526	Prap.g_00894	Syao.g_02559
OG0001527	Prap.g_01206	Syao.g_00846
OG0001529	Prap.g_00914	Syao.g_02222
OG0001530	Prap.g_01065	Syao.g_02591
OG0001532	Prap.g_00425	Syao.g_00226
OG0001534	Prap.g_00313	Syao.g_00467
OG0001535	Prap.g_00297	Syao.g_00448
OG0001536	Prap.g_00253	Syao.g_00679
OG0001537	Prap.g_00846	Syao.g_00977
OG0001538	Prap.g_00778	Syao.g_00761
OG0001539	Prap.g_00868	Syao.g_00956
OG0001540	Prap.g_01044	Syao.g_02543
OG0001541	Prap.g_00990	Syao.g_02518
OG0001542	Prap.g_00984	Syao.g_02527
OG0001543	Prap.g_00547	Syao.g_02382
OG0001544	Prap.g_01518	Syao.g_02370
OG0001545	Prap.g_01503	Syao.g_02312
OG0001557	Prap.g_00842	Syao.g_00984
OG0001559	Prap.g_01066	Syao.g_02590
OG0001560	Prap.g_01077	Syao.g_02595
OG0001561	Prap.g_00303	Syao.g_00454
OG0001562	Prap.g_00290	Syao.g_00795
OG0001563	Prap.g_01643	Syao.g_01841
OG0001564	Prap.g_00895	Syao.g_01231, Syao.g_00883
OG0001566	Prap.g_00825	Syao.g_01198
OG0001572	Prap.g_00609	Syao.g_00721
OG0001574	Prap.g_01208	Syao.g_00848
OG0001575	Prap.g_01203	Syao.g_00843
OG0001576	Prap.g_00575	Syao.g_01474
OG0001577	Prap.g_00461	Syao.g_00128
OG0001579	Prap.g_01382	Syao.g_01907
OG0001580	Prap.g_00907	Syao.g_02425
OG0001584	Prap.g_00349	Syao.g_00746
OG0001587	Prap.g_01718	Syao.g_01693
OG0001588	Prap.g_01341	Syao.g_01998
OG0001589	Prap.g_01733	Syao.g_01639, Syao.g_01640
OG0001591	Prap.g_00829	Syao.g_00950
OG0001592	Prap.g_00908	Syao.g_02426
OG0001605	Prap.g_00030	Syao.g_01284
OG0001614	Prap.g_01586	Syao.g_02144
OG0001616	Prap.g_00433	Syao.g_00174
OG0001617	Prap.g_00804	Syao.g_01201
OG0001619	Prap.g_00246	Syao.g_00690
OG0001620	Prap.g_01363	Syao.g_01864
OG0001621	Prap.g_01458	Syao.g_02103
OG0001622	Prap.g_01494	Syao.g_02334
OG0001636	Prap.g_00920	Syao.g_02229
OG0001638	Prap.g_01768	Syao.g_01684
OG0001640	Prap.g_00696	Syao.g_00502
OG0001641	Prap.g_00278	Syao.g_00816
OG0001642	Prap.g_00729	Syao.g_00233
OG0001643	Prap.g_00387	Syao.g_00899
OG0001644	Prap.g_00332	Syao.g_00474
OG0001654	Prap.g_00168	Syao.g_01697
OG0001656	Prap.g_01383	Syao.g_01908
OG0001657	Prap.g_01015	Syao.g_02491
OG0001658	Prap.g_00912	Syao.g_02435
OG0001659	Prap.g_01916	Syao.g_00020
OG0001669	Prap.g_00579, Prap.g_01837	Syao.g_01817
OG0001676	Prap.g_01381	Syao.g_01895
OG0001678	Prap.g_01711	Syao.g_01938
OG0001679	Prap.g_01376	Syao.g_02566, Syao.g_02565
OG0001691	Prap.g_00694	Syao.g_00729
OG0001693	Prap.g_01835	Syao.g_00389
OG0001701	Prap.g_00893	Syao.g_02561
OG0001717	Prap.g_00594	Syao.g_02505
OG0001733	Prap.g_01795	Syao.g_00310
OG0001769	Prap.g_00508	Syao.g_00916
OG0001771	Prap.g_01852	Syao.g_01406
OG0001917	Prap.g_00298	Syao.g_00449
OG0001923	Prap.g_00096	Syao.g_01982, Syao.g_02124
OG0001955	Prap.g_01908	Syao.g_00609
OG0001956	Prap.g_00722	Syao.g_01376
OG0001996	Prap.g_00926	Syao.g_02237
OG0002003	Prap.g_00028	Syao.g_01337
OG0002019	Prap.g_01913	Syao.g_02146
OG0002122	Prap.g_00027	Syao.g_01336
OG0002246	Prap.g_01831	Syao.g_00422, Syao.g_01724
OG0002348	Prap.g_01922	Syao.g_01224
OG0002389	Prap.g_01623	Syao.g_01819
OG0002397	Prap.g_00288	Syao.g_01162
OG0002433	Prap.g_01897	Syao.g_00363
OG0002588	Prap.g_00100	Syao.g_01115
OG0002703	Prap.g_00005	Syao.g_01120
OG0002729	Prap.g_00222	Syao.g_01467
OG0002821	Prap.g_00892	Syao.g_02562
OG0002822	Prap.g_00891	Syao.g_02560
OG0002835	Prap.g_01828	Syao.g_00611
