Orthogroup	Prbg	Prax
OG0001131	Prbg.g_01765	Prax.g_01319
OG0001132	Prbg.g_01766	Prax.g_01320
OG0001133	Prbg.g_01767	Prax.g_01321
OG0001134	Prbg.g_01768	Prax.g_01322
OG0001135	Prbg.g_01769	Prax.g_01323
OG0001136	Prbg.g_01770	Prax.g_01324
OG0001137	Prbg.g_01771	Prax.g_01325
OG0001138	Prbg.g_01772	Prax.g_01326
OG0001139	Prbg.g_01773	Prax.g_01327
OG0001140	Prbg.g_01774	Prax.g_01328
OG0001141	Prbg.g_01776	Prax.g_01330
OG0001142	Prbg.g_01777	Prax.g_01331
OG0001143	Prbg.g_01778	Prax.g_01332
OG0001144	Prbg.g_01780	Prax.g_01334
OG0001145	Prbg.g_01782	Prax.g_01336
OG0001146	Prbg.g_01783	Prax.g_01337
OG0001147	Prbg.g_01786	Prax.g_01339
OG0001148	Prbg.g_01787	Prax.g_01340
OG0001149	Prbg.g_01788	Prax.g_01341
OG0001150	Prbg.g_01791	Prax.g_01344
OG0001151	Prbg.g_01792	Prax.g_01345
OG0001152	Prbg.g_01793	Prax.g_01346
OG0001153	Prbg.g_01794	Prax.g_01347
OG0001154	Prbg.g_01795	Prax.g_01348
OG0001155	Prbg.g_01796	Prax.g_01349
OG0001156	Prbg.g_01797	Prax.g_01350
OG0001157	Prbg.g_01799	Prax.g_01352
OG0001158	Prbg.g_01801	Prax.g_01353
OG0001159	Prbg.g_01802	Prax.g_01354
OG0001160	Prbg.g_01803	Prax.g_01355
OG0001161	Prbg.g_01807	Prax.g_01358
OG0001162	Prbg.g_01808	Prax.g_01359
OG0001163	Prbg.g_01809	Prax.g_01360
OG0001164	Prbg.g_01810	Prax.g_01361
OG0001165	Prbg.g_01811	Prax.g_01362
OG0001166	Prbg.g_01812	Prax.g_01363
OG0001167	Prbg.g_01813	Prax.g_01364
OG0001168	Prbg.g_01815	Prax.g_01366
OG0001169	Prbg.g_01816	Prax.g_01367
OG0001170	Prbg.g_01820	Prax.g_01369
OG0001171	Prbg.g_01821	Prax.g_01370
OG0001172	Prbg.g_01822	Prax.g_01371
OG0001173	Prbg.g_01824	Prax.g_01373
OG0001174	Prbg.g_01826	Prax.g_01375
OG0001175	Prbg.g_01828	Prax.g_01377
OG0001176	Prbg.g_01830	Prax.g_01378
OG0001177	Prbg.g_01832	Prax.g_01380
OG0001178	Prbg.g_01833	Prax.g_01381
OG0001179	Prbg.g_01834	Prax.g_01382
OG0001180	Prbg.g_01835	Prax.g_01383
OG0001181	Prbg.g_01836	Prax.g_01384
OG0001182	Prbg.g_01837	Prax.g_01385
OG0001183	Prbg.g_01838	Prax.g_01386
OG0001184	Prbg.g_01839	Prax.g_01387
OG0001185	Prbg.g_01840	Prax.g_01388
OG0001186	Prbg.g_01842	Prax.g_01389
OG0001187	Prbg.g_01843	Prax.g_01390
OG0001188	Prbg.g_01844	Prax.g_01391
OG0001189	Prbg.g_01845	Prax.g_01392
OG0001190	Prbg.g_01846	Prax.g_01393
OG0001191	Prbg.g_01848	Prax.g_01395
OG0001192	Prbg.g_01850	Prax.g_01397
OG0001193	Prbg.g_01851	Prax.g_01398
OG0001194	Prbg.g_01852	Prax.g_01399
OG0001195	Prbg.g_01854	Prax.g_01400
OG0001196	Prbg.g_01856	Prax.g_01402
OG0001197	Prbg.g_01859	Prax.g_01405
OG0001198	Prbg.g_01860	Prax.g_01406
OG0001199	Prbg.g_01861	Prax.g_01407
OG0001200	Prbg.g_01862	Prax.g_01408
OG0001201	Prbg.g_01863	Prax.g_01409
OG0001202	Prbg.g_01864	Prax.g_01410
OG0001203	Prbg.g_01866	Prax.g_01412
OG0001204	Prbg.g_01868	Prax.g_01415
OG0001205	Prbg.g_01869	Prax.g_01416
OG0001206	Prbg.g_01870	Prax.g_01418
OG0001207	Prbg.g_01871	Prax.g_01419
OG0001208	Prbg.g_01872	Prax.g_01420
OG0001209	Prbg.g_01873	Prax.g_01421
OG0001210	Prbg.g_01874	Prax.g_01422
OG0001211	Prbg.g_01875	Prax.g_01423
OG0001212	Prbg.g_01876	Prax.g_01424
OG0001213	Prbg.g_01877	Prax.g_01425
OG0001214	Prbg.g_01878	Prax.g_01426
OG0001215	Prbg.g_01879	Prax.g_01427
OG0001216	Prbg.g_01880	Prax.g_01428
OG0001217	Prbg.g_01881	Prax.g_01429
OG0001218	Prbg.g_01882	Prax.g_01430
OG0001219	Prbg.g_01883	Prax.g_01431
OG0001220	Prbg.g_01884	Prax.g_01432
OG0001221	Prbg.g_01885	Prax.g_01433
OG0001222	Prbg.g_01887	Prax.g_01435
OG0001223	Prbg.g_01889	Prax.g_01437
OG0001224	Prbg.g_01891	Prax.g_01438
OG0001225	Prbg.g_01893	Prax.g_01440
OG0001226	Prbg.g_01894	Prax.g_01441
OG0001227	Prbg.g_01895	Prax.g_01442
OG0001228	Prbg.g_01896	Prax.g_01443
OG0001229	Prbg.g_01897	Prax.g_01444
OG0001230	Prbg.g_01898	Prax.g_01445
OG0001231	Prbg.g_01899	Prax.g_01446
OG0001232	Prbg.g_01901	Prax.g_01448
OG0001233	Prbg.g_01902	Prax.g_01449
OG0001234	Prbg.g_01903	Prax.g_01450
OG0001235	Prbg.g_01904	Prax.g_01451
OG0001236	Prbg.g_01905	Prax.g_01452
OG0001237	Prbg.g_01908	Prax.g_01454
OG0001238	Prbg.g_01909	Prax.g_01455
OG0001239	Prbg.g_01913	Prax.g_01458
OG0001240	Prbg.g_01914	Prax.g_01459
OG0001241	Prbg.g_01915	Prax.g_01460
OG0001242	Prbg.g_01917	Prax.g_01461
OG0001243	Prbg.g_01918	Prax.g_01462
OG0001244	Prbg.g_01919	Prax.g_01463
OG0001245	Prbg.g_01920	Prax.g_01464
OG0001246	Prbg.g_01921	Prax.g_01465
OG0001247	Prbg.g_01922	Prax.g_01466
OG0001248	Prbg.g_01923	Prax.g_01467
OG0001249	Prbg.g_01924	Prax.g_01468
OG0001250	Prbg.g_01927	Prax.g_01469
OG0001251	Prbg.g_01928	Prax.g_01470
OG0001252	Prbg.g_01929	Prax.g_01471
OG0001253	Prbg.g_01930	Prax.g_01472
OG0001254	Prbg.g_01932	Prax.g_01474
OG0001255	Prbg.g_01933	Prax.g_01475
OG0001256	Prbg.g_01936	Prax.g_01477
OG0001257	Prbg.g_01937	Prax.g_01478
OG0001258	Prbg.g_01938	Prax.g_01479
OG0001259	Prbg.g_00758	Prax.g_01481
OG0001260	Prbg.g_00759	Prax.g_01482
OG0001261	Prbg.g_00760	Prax.g_01483
OG0001262	Prbg.g_00761	Prax.g_01484
OG0001263	Prbg.g_00762	Prax.g_01485
OG0001264	Prbg.g_00763	Prax.g_01486
OG0001265	Prbg.g_00764	Prax.g_01487
OG0001266	Prbg.g_00765	Prax.g_01488
OG0001267	Prbg.g_00766	Prax.g_01489
OG0001268	Prbg.g_00767	Prax.g_01490
OG0001269	Prbg.g_00862	Prax.g_01126
OG0001270	Prbg.g_00912	Prax.g_01080
OG0001271	Prbg.g_00927	Prax.g_01068
OG0001272	Prbg.g_00060	Prax.g_00894
OG0001273	Prbg.g_00116	Prax.g_00840
OG0001274	Prbg.g_00201	Prax.g_00720
OG0001275	Prbg.g_00217	Prax.g_00703
OG0001276	Prbg.g_00309	Prax.g_00049
OG0001277	Prbg.g_01249	Prax.g_00429
OG0001278	Prbg.g_01212	Prax.g_00322
OG0001279	Prbg.g_01083	Prax.g_00560
OG0001280	Prbg.g_01330	Prax.g_01180
OG0001281	Prbg.g_00358	Prax.g_01229
OG0001282	Prbg.g_00458	Prax.g_01247
OG0001283	Prbg.g_01536	Prax.g_01252
OG0001284	Prbg.g_00394	Prax.g_00128
OG0001285	Prbg.g_01504	Prax.g_00184
OG0001286	Prbg.g_01489	Prax.g_00197
OG0001288	Prbg.g_00634	Prax.g_01688
OG0001289	Prbg.g_00647	Prax.g_01677
OG0001290	Prbg.g_00367	Prax.g_01635
OG0001291	Prbg.g_00708	Prax.g_01634
OG0001292	Prbg.g_00726	Prax.g_01629
OG0001293	Prbg.g_01561	Prax.g_01613
OG0001295	Prbg.g_01609	Prax.g_01591
OG0001296	Prbg.g_01641	Prax.g_01567
OG0001297	Prbg.g_01645	Prax.g_01563
OG0001298	Prbg.g_01648	Prax.g_01560
OG0001299	Prbg.g_01718	Prax.g_01265
OG0001300	Prbg.g_01655	Prax.g_01290
OG0001301	Prbg.g_01827	Prax.g_01376
OG0001302	Prbg.g_01858	Prax.g_01404
OG0001303	Prbg.g_01888	Prax.g_01436
OG0001304	Prbg.g_01940	Prax.g_01480
OG0001306	Prbg.g_00157	Prax.g_00763
OG0001307	Prbg.g_00843	Prax.g_00283
OG0001308	Prbg.g_00798	Prax.g_00642
OG0001309	Prbg.g_00795	Prax.g_00645
OG0001310	Prbg.g_00793	Prax.g_00647
OG0001311	Prbg.g_00863	Prax.g_01125
OG0001312	Prbg.g_00893	Prax.g_01099
OG0001313	Prbg.g_00900	Prax.g_01093
OG0001314	Prbg.g_00978	Prax.g_01019
OG0001315	Prbg.g_01026	Prax.g_00932
OG0001316	Prbg.g_01035	Prax.g_00923
OG0001317	Prbg.g_00457	Prax.g_00800
OG0001318	Prbg.g_01420	Prax.g_00096
OG0001319	Prbg.g_01549	Prax.g_00420
OG0001320	Prbg.g_01243	Prax.g_01195
OG0001321	Prbg.g_01238	Prax.g_01200
OG0001322	Prbg.g_01926	Prax.g_01237
OG0001323	Prbg.g_01890	Prax.g_00140
OG0001324	Prbg.g_00404	Prax.g_00144
OG0001325	Prbg.g_00007	Prax.g_00151
OG0001326	Prbg.g_01453	Prax.g_00228
OG0001327	Prbg.g_00503	Prax.g_01879
OG0001328	Prbg.g_00142	Prax.g_01631
OG0001329	Prbg.g_01673	Prax.g_01536
OG0001330	Prbg.g_01708	Prax.g_01501
OG0001331	Prbg.g_01823	Prax.g_01372
OG0001332	Prbg.g_00915	Prax.g_01077
OG0001333	Prbg.g_01020	Prax.g_00980
OG0001334	Prbg.g_00714	Prax.g_00734
OG0001335	Prbg.g_01072	Prax.g_01221
OG0001336	Prbg.g_01055	Prax.g_01240
OG0001337	Prbg.g_00442	Prax.g_01255
OG0001338	Prbg.g_00697	Prax.g_01929
OG0001339	Prbg.g_00482	Prax.g_01894
OG0001340	Prbg.g_01935	Prax.g_01843
OG0001341	Prbg.g_00680	Prax.g_01638
OG0001342	Prbg.g_01591, Prbg.g_01623	Prax.g_01627
OG0001343	Prbg.g_01646	Prax.g_01562
OG0001344	Prbg.g_01697	Prax.g_01512
OG0001345	Prbg.g_01789	Prax.g_01342
OG0001346	Prbg.g_01849	Prax.g_01396
OG0001347	Prbg.g_01886	Prax.g_01434
OG0001348	Prbg.g_00902	Prax.g_01090
OG0001349	Prbg.g_00892	Prax.g_01100
OG0001350	Prbg.g_00496	Prax.g_01074
OG0001351	Prbg.g_00982	Prax.g_01015
OG0001352	Prbg.g_01031	Prax.g_00927
OG0001353	Prbg.g_01044	Prax.g_00914
OG0001354	Prbg.g_00059	Prax.g_00895
OG0001355	Prbg.g_00122	Prax.g_00834
OG0001357	Prbg.g_00154	Prax.g_00766
OG0001358	Prbg.g_00191	Prax.g_00730
OG0001359	Prbg.g_00205	Prax.g_00716
OG0001360	Prbg.g_00228	Prax.g_00692
OG0001361	Prbg.g_00233	Prax.g_00687
OG0001362	Prbg.g_00295	Prax.g_00037
OG0001363	Prbg.g_01006	Prax.g_00939
OG0001364	Prbg.g_01250	Prax.g_00389
OG0001365	Prbg.g_01202	Prax.g_00332
OG0001366	Prbg.g_01060	Prax.g_00544
OG0001367	Prbg.g_01315	Prax.g_01157
OG0001368	Prbg.g_01329	Prax.g_01179
OG0001369	Prbg.g_00754	Prax.g_00165
OG0001370	Prbg.g_00755	Prax.g_00166
OG0001371	Prbg.g_01432	Prax.g_00250
OG0001372	Prbg.g_00407	Prax.g_01957
OG0001373	Prbg.g_00666	Prax.g_01658
OG0001374	Prbg.g_00813	Prax.g_01260
OG0001375	Prbg.g_01687	Prax.g_01522
OG0001377	Prbg.g_01857	Prax.g_01403
OG0001378	Prbg.g_01331	Prax.g_01181
OG0001379	Prbg.g_00803	Prax.g_00638
OG0001380	Prbg.g_00801	Prax.g_00639
OG0001381	Prbg.g_00783	Prax.g_00658
OG0001382	Prbg.g_00910	Prax.g_01083
OG0001383	Prbg.g_01016	Prax.g_00984
OG0001384	Prbg.g_01040	Prax.g_00919
OG0001385	Prbg.g_00052	Prax.g_00903
OG0001386	Prbg.g_00632	Prax.g_00811
OG0001388	Prbg.g_01139	Prax.g_00775, Prax.g_00507
OG0001390	Prbg.g_00183	Prax.g_00741
OG0001392	Prbg.g_00230	Prax.g_00690
OG0001393	Prbg.g_00238	Prax.g_00682
OG0001394	Prbg.g_01389	Prax.g_00976
OG0001395	Prbg.g_01115	Prax.g_00968
OG0001396	Prbg.g_01117	Prax.g_00966
OG0001397	Prbg.g_01123	Prax.g_00960
OG0001398	Prbg.g_01372	Prax.g_00480
OG0001399	Prbg.g_01253	Prax.g_00387
OG0001400	Prbg.g_01059	Prax.g_00543
OG0001401	Prbg.g_01061	Prax.g_00545
OG0001402	Prbg.g_01089	Prax.g_00566
OG0001403	Prbg.g_01092	Prax.g_00569
OG0001404	Prbg.g_01612	Prax.g_01161
OG0001405	Prbg.g_01342	Prax.g_01189
OG0001406	Prbg.g_01230	Prax.g_01208
OG0001407	Prbg.g_01051	Prax.g_01218
OG0001408	Prbg.g_01558	Prax.g_01227
OG0001409	Prbg.g_00002	Prax.g_01234
OG0001410	Prbg.g_01501	Prax.g_00186
OG0001411	Prbg.g_00396	Prax.g_01926
OG0001412	Prbg.g_00478	Prax.g_01898
OG0001413	Prbg.g_01345	Prax.g_01872
OG0001414	Prbg.g_00530	Prax.g_01862
OG0001415	Prbg.g_00633	Prax.g_01689
OG0001416	Prbg.g_00636	Prax.g_01686
OG0001417	Prbg.g_00681	Prax.g_01637
OG0001418	Prbg.g_01571	Prax.g_01624
OG0001421	Prbg.g_01267	Prax.g_00601
OG0001424	Prbg.g_01539	Prax.g_00633
OG0001426	Prbg.g_01346	Prax.g_00809
OG0001428	Prbg.g_00421	Prax.g_00431
OG0001429	Prbg.g_00395	Prax.g_00417
OG0001430	Prbg.g_01259	Prax.g_00383
OG0001431	Prbg.g_01063	Prax.g_00547
OG0001432	Prbg.g_01068	Prax.g_00551
OG0001433	Prbg.g_00412	Prax.g_01224
OG0001434	Prbg.g_00416	Prax.g_00167
OG0001436	Prbg.g_01554	Prax.g_01618
OG0001437	Prbg.g_00712	Prax.g_01610
OG0001440	Prbg.g_01586	Prax.g_00801
OG0001441	Prbg.g_01297	Prax.g_01139
OG0001442	Prbg.g_00012	Prax.g_01172
OG0001443	Prbg.g_00004	Prax.g_01225
OG0001444	Prbg.g_01557	Prax.g_01228
OG0001445	Prbg.g_01522	Prax.g_01625
OG0001446	Prbg.g_01638	Prax.g_00527
OG0001451	Prbg.g_01505	Prax.g_00183
OG0001452	Prbg.g_01466	Prax.g_00219
OG0001460	Prbg.g_00175	Prax.g_00806
OG0001462	Prbg.g_01537	Prax.g_00785
OG0001466	Prbg.g_01148	Prax.g_00940
OG0001467	Prbg.g_00524	Prax.g_00394
OG0001468	Prbg.g_01192	Prax.g_00341
OG0001469	Prbg.g_00362	Prax.g_00310
OG0001470	Prbg.g_01526	Prax.g_01171
OG0001471	Prbg.g_00181	Prax.g_01217
OG0001475	Prbg.g_00696	Prax.g_01921
OG0001478	Prbg.g_01814	Prax.g_01365
OG0001479	Prbg.g_01488	Prax.g_00198
OG0001486	Prbg.g_01252	Prax.g_00302
OG0001487	Prbg.g_01379	Prax.g_00593
OG0001496	Prbg.g_00471	Prax.g_01905
OG0001497	Prbg.g_00808	Prax.g_01822
OG0001498	Prbg.g_01710	Prax.g_01258
OG0001499	Prbg.g_00375	Prax.g_01280
OG0001500	Prbg.g_01104	Prax.g_00581
OG0001501	Prbg.g_00344	Prax.g_00412
OG0001503	Prbg.g_00950	Prax.g_01046
OG0001504	Prbg.g_01712	Prax.g_00778
OG0001506	Prbg.g_00724	Prax.g_00436
OG0001508	Prbg.g_01189	Prax.g_00344
OG0001509	Prbg.g_01193	Prax.g_00340
OG0001523	Prbg.g_01099	Prax.g_00576
OG0001524	Prbg.g_00732	Prax.g_01163
OG0001525	Prbg.g_01533	Prax.g_01242
OG0001527	Prbg.g_01615	Prax.g_01626
OG0001535	Prbg.g_00728	Prax.g_00788
OG0001536	Prbg.g_01637	Prax.g_00526
OG0001537	Prbg.g_00812	Prax.g_01261
OG0001538	Prbg.g_01570, Prbg.g_00024	Prax.g_01578
OG0001541	Prbg.g_01066	Prax.g_00549
OG0001545	Prbg.g_01636	Prax.g_00525
OG0001556	Prbg.g_00555	Prax.g_01817
OG0001573	Prbg.g_00023	Prax.g_01961, Prax.g_00435
OG0001588	Prbg.g_00406	Prax.g_01964
OG0001592	Prbg.g_00567	Prax.g_01821
OG0001593	Prbg.g_00558	Prax.g_01813
OG0001599	Prbg.g_00817	Prax.g_01569
OG0001616	Prbg.g_01563	Prax.g_01585
OG0001626	Prbg.g_00573	Prax.g_01884
OG0001702	Prbg.g_00145	Prax.g_01756
OG0001704	Prbg.g_00814	Prax.g_00489
OG0001740	Prbg.g_01100	Prax.g_00577
OG0001796	Prbg.g_00147	Prax.g_01773
OG0001827	Prbg.g_01587	Prax.g_00495
OG0001903	Prbg.g_00560	Prax.g_01810
OG0001946	Prbg.g_00556	Prax.g_01816
OG0001958	Prbg.g_00499	Prax.g_01764
OG0001959	Prbg.g_00498	Prax.g_01765
OG0001960	Prbg.g_00497	Prax.g_01766
OG0002020	Prbg.g_00572	Prax.g_01837
OG0002081	Prbg.g_00720	Prax.g_00503
OG0002158	Prbg.g_01620	Prax.g_01574
