Orthogroup	Syae	Prba
OG0001163	Syae.g_01150	Prba.g_00234
OG0001164	Syae.g_01156	Prba.g_00230
OG0001165	Syae.g_01161	Prba.g_00227
OG0001166	Syae.g_01186	Prba.g_00601
OG0001167	Syae.g_01031	Prba.g_00584
OG0001168	Syae.g_01033	Prba.g_00582
OG0001169	Syae.g_01035	Prba.g_00580
OG0001170	Syae.g_01037	Prba.g_00578
OG0001171	Syae.g_01047	Prba.g_00569
OG0001172	Syae.g_02036	Prba.g_00360
OG0001173	Syae.g_02037	Prba.g_00361
OG0001174	Syae.g_02045	Prba.g_00369
OG0001175	Syae.g_02046	Prba.g_00370
OG0001176	Syae.g_02076	Prba.g_00377
OG0001177	Syae.g_02073	Prba.g_00380
OG0001178	Syae.g_01168	Prba.g_00385
OG0001179	Syae.g_02106	Prba.g_00413
OG0001180	Syae.g_02130	Prba.g_00435
OG0001181	Syae.g_02134	Prba.g_01048
OG0001182	Syae.g_02143	Prba.g_01055
OG0001183	Syae.g_02147	Prba.g_01060
OG0001184	Syae.g_01862	Prba.g_01076
OG0001185	Syae.g_01835	Prba.g_00762
OG0001188	Syae.g_01783	Prba.g_00793
OG0001189	Syae.g_01767	Prba.g_00810
OG0001190	Syae.g_01567	Prba.g_00814
OG0001191	Syae.g_01580	Prba.g_00824
OG0001192	Syae.g_01587	Prba.g_00829
OG0001193	Syae.g_01617	Prba.g_00839
OG0001194	Syae.g_01625	Prba.g_00840
OG0001195	Syae.g_01626	Prba.g_00841
OG0001196	Syae.g_01695	Prba.g_01782
OG0001197	Syae.g_01697	Prba.g_01783
OG0001198	Syae.g_01709	Prba.g_01790
OG0001199	Syae.g_01291	Prba.g_01862
OG0001200	Syae.g_01293	Prba.g_01864
OG0001201	Syae.g_01364	Prba.g_01896
OG0001202	Syae.g_01494	Prba.g_00655
OG0001203	Syae.g_02240	Prba.g_00457
OG0001204	Syae.g_02022	Prba.g_00462
OG0001205	Syae.g_00984	Prba.g_01016
OG0001206	Syae.g_02502	Prba.g_00999
OG0001207	Syae.g_02300	Prba.g_00984
OG0001208	Syae.g_02311	Prba.g_00979
OG0001209	Syae.g_02377	Prba.g_00926
OG0001210	Syae.g_02387	Prba.g_01775
OG0001211	Syae.g_02403	Prba.g_01765
OG0001212	Syae.g_02460	Prba.g_01721
OG0001213	Syae.g_00062	Prba.g_01688
OG0001214	Syae.g_00076	Prba.g_01680
OG0001215	Syae.g_00757	Prba.g_01627
OG0001216	Syae.g_00470	Prba.g_01592
OG0001217	Syae.g_00151	Prba.g_01554
OG0001218	Syae.g_02605	Prba.g_01547
OG0001219	Syae.g_00312	Prba.g_01510
OG0001220	Syae.g_00880	Prba.g_01447
OG0001221	Syae.g_00559	Prba.g_01384
OG0001222	Syae.g_00347	Prba.g_01345
OG0001223	Syae.g_00392	Prba.g_01319
OG0001224	Syae.g_00797	Prba.g_01268
OG0001225	Syae.g_00795	Prba.g_01266
OG0001226	Syae.g_00135	Prba.g_01240
OG0001227	Syae.g_01600	Prba.g_01222
OG0001228	Syae.g_01004	Prba.g_00018
OG0001229	Syae.g_00771	Prba.g_00198
OG0001230	Syae.g_02662	Prba.g_00105
OG0001231	Syae.g_01729	Prba.g_00291
OG0001232	Syae.g_01197	Prba.g_00597
OG0001233	Syae.g_01038	Prba.g_00577
OG0001234	Syae.g_02050	Prba.g_00372
OG0001235	Syae.g_02066	Prba.g_00382
OG0001236	Syae.g_01867	Prba.g_01073
OG0001237	Syae.g_01860	Prba.g_01077
OG0001238	Syae.g_01582	Prba.g_00825
OG0001239	Syae.g_01288	Prba.g_01859
OG0001240	Syae.g_01347	Prba.g_01881
OG0001241	Syae.g_01357	Prba.g_01889
OG0001242	Syae.g_01387	Prba.g_01907
OG0001243	Syae.g_01395	Prba.g_01913
OG0001244	Syae.g_01425	Prba.g_01929
OG0001245	Syae.g_00149	Prba.g_00874
OG0001246	Syae.g_02337	Prba.g_00957
OG0001247	Syae.g_00482	Prba.g_01634
OG0001248	Syae.g_00485	Prba.g_01632
OG0001249	Syae.g_02186	Prba.g_01521
OG0001250	Syae.g_00841	Prba.g_01458
OG0001251	Syae.g_01632	Prba.g_01410
OG0001252	Syae.g_00804	Prba.g_01273
OG0001253	Syae.g_00243	Prba.g_01221
OG0001254	Syae.g_00637	Prba.g_00095
OG0001255	Syae.g_00667	Prba.g_00080
OG0001256	Syae.g_01149	Prba.g_00298
OG0001257	Syae.g_00295	Prba.g_00292
OG0001258	Syae.g_01159	Prba.g_00229
OG0001259	Syae.g_01036	Prba.g_00579
OG0001260	Syae.g_01058	Prba.g_00563
OG0001261	Syae.g_02115	Prba.g_00421
OG0001262	Syae.g_01769	Prba.g_00808
OG0001263	Syae.g_01399	Prba.g_01916
OG0001264	Syae.g_01222	Prba.g_01832
OG0001265	Syae.g_01385	Prba.g_01906
OG0001266	Syae.g_01498	Prba.g_00659
OG0001267	Syae.g_01969	Prba.g_00497
OG0001268	Syae.g_02198	Prba.g_00555
OG0001269	Syae.g_00225	Prba.g_00853
OG0001270	Syae.g_00997	Prba.g_01027
OG0001271	Syae.g_02527	Prba.g_00989
OG0001272	Syae.g_02315	Prba.g_00975
OG0001273	Syae.g_00069	Prba.g_01686
OG0001274	Syae.g_01535	Prba.g_01614
OG0001275	Syae.g_00407	Prba.g_01309
OG0001276	Syae.g_00423	Prba.g_01289
OG0001277	Syae.g_01677	Prba.g_01232
OG0001278	Syae.g_00697	Prba.g_00013
OG0001279	Syae.g_00007	Prba.g_01136
OG0001280	Syae.g_00958	Prba.g_01191
OG0001281	Syae.g_00969	Prba.g_01197
OG0001282	Syae.g_02298	Prba.g_00195
OG0001283	Syae.g_01688	Prba.g_00176
OG0001284	Syae.g_01132	Prba.g_00318
OG0001285	Syae.g_00237	Prba.g_00594
OG0001287	Syae.g_01827	Prba.g_00770
OG0001288	Syae.g_01815	Prba.g_00779
OG0001289	Syae.g_01330	Prba.g_01875
OG0001290	Syae.g_01356	Prba.g_01888
OG0001291	Syae.g_01409	Prba.g_01923
OG0001292	Syae.g_02017	Prba.g_00467
OG0001293	Syae.g_01996	Prba.g_00479
OG0001294	Syae.g_00593	Prba.g_00872
OG0001295	Syae.g_02389	Prba.g_00994
OG0001296	Syae.g_02343	Prba.g_00952
OG0001297	Syae.g_02347	Prba.g_00947
OG0001298	Syae.g_02439	Prba.g_01739
OG0001299	Syae.g_00599	Prba.g_01651
OG0001300	Syae.g_00766	Prba.g_01624
OG0001301	Syae.g_00780	Prba.g_01621
OG0001302	Syae.g_00110	Prba.g_01512
OG0001303	Syae.g_00314	Prba.g_01305
OG0001304	Syae.g_00436	Prba.g_01279
OG0001305	Syae.g_00786	Prba.g_01260
OG0001306	Syae.g_00943	Prba.g_00078
OG0001307	Syae.g_02059	Prba.g_00213
OG0001310	Syae.g_01178	Prba.g_00608
OG0001311	Syae.g_00425	Prba.g_01287
OG0001312	Syae.g_00326	Prba.g_01356
OG0001314	Syae.g_00097	Prba.g_01562
OG0001315	Syae.g_02145	Prba.g_01850
OG0001316	Syae.g_01415	Prba.g_01928
OG0001317	Syae.g_02235	Prba.g_00453
OG0001318	Syae.g_02004	Prba.g_00475
OG0001319	Syae.g_01980	Prba.g_00490
OG0001321	Syae.g_00978	Prba.g_01010
OG0001322	Syae.g_00977	Prba.g_01009
OG0001323	Syae.g_02355	Prba.g_00942
OG0001324	Syae.g_00767	Prba.g_01623
OG0001325	Syae.g_00465	Prba.g_01589
OG0001326	Syae.g_01641	Prba.g_01422
OG0001327	Syae.g_00586	Prba.g_01248
OG0001328	Syae.g_00565	Prba.g_01223
OG0001330	Syae.g_00950	Prba.g_01166
OG0001331	Syae.g_02293	Prba.g_00190
OG0001332	Syae.g_01077	Prba.g_00345
OG0001333	Syae.g_01032	Prba.g_00583
OG0001334	Syae.g_02156	Prba.g_01063
OG0001335	Syae.g_02157	Prba.g_01064
OG0001336	Syae.g_01689	Prba.g_01779
OG0001339	Syae.g_01359	Prba.g_01891
OG0001340	Syae.g_02176	Prba.g_00544
OG0001341	Syae.g_00737	Prba.g_01556
OG0001342	Syae.g_02559	Prba.g_01517
OG0001343	Syae.g_01629	Prba.g_01413
OG0001344	Syae.g_00916	Prba.g_00059
OG0001345	Syae.g_00886	Prba.g_00044
OG0001346	Syae.g_00962	Prba.g_01193
OG0001351	Syae.g_02492	Prba.g_01007
OG0001352	Syae.g_00666	Prba.g_01637
OG0001353	Syae.g_00831	Prba.g_01467
OG0001354	Syae.g_00379	Prba.g_01327
OG0001355	Syae.g_00120	Prba.g_00262
OG0001356	Syae.g_00820	Prba.g_01535
OG0001358	Syae.g_00046	Prba.g_01697
OG0001359	Syae.g_01628	Prba.g_01412
OG0001360	Syae.g_00883	Prba.g_01220
OG0001361	Syae.g_00889	Prba.g_00047
OG0001362	Syae.g_02637	Prba.g_00699
OG0001363	Syae.g_02635	Prba.g_00697
OG0001364	Syae.g_01883	Prba.g_01066
OG0001369	Syae.g_01346	Prba.g_01880
OG0001373	Syae.g_01640	Prba.g_01423
OG0001374	Syae.g_01648	Prba.g_01415
OG0001375	Syae.g_01630	Prba.g_01414
OG0001376	Syae.g_01589	Prba.g_01254
OG0001377	Syae.g_01588	Prba.g_01253
OG0001378	Syae.g_00998	Prba.g_00750
OG0001379	Syae.g_00952	Prba.g_01186
OG0001382	Syae.g_02490	Prba.g_00277
OG0001385	Syae.g_01637	Prba.g_01426
OG0001386	Syae.g_01638	Prba.g_01425
OG0001387	Syae.g_01639	Prba.g_01424
OG0001388	Syae.g_01642	Prba.g_01421
OG0001389	Syae.g_01643	Prba.g_01420
OG0001390	Syae.g_01644	Prba.g_01419
OG0001391	Syae.g_01645	Prba.g_01418
OG0001392	Syae.g_01646	Prba.g_01417
OG0001393	Syae.g_01647	Prba.g_01416
OG0001395	Syae.g_00446	Prba.g_01277
OG0001397	Syae.g_02636	Prba.g_00698
OG0001398	Syae.g_00289	Prba.g_00265
OG0001402	Syae.g_00051	Prba.g_01540
OG0001404	Syae.g_01283	Prba.g_01856
OG0001405	Syae.g_02159	Prba.g_00542
OG0001406	Syae.g_01590	Prba.g_01255
OG0001407	Syae.g_02368	Prba.g_01242
OG0001408	Syae.g_00712	Prba.g_01237
OG0001410	Syae.g_02060	Prba.g_00212
OG0001413	Syae.g_00123	Prba.g_00303
OG0001416	Syae.g_00966	Prba.g_01002
OG0001417	Syae.g_00378	Prba.g_00992
OG0001419	Syae.g_02369	Prba.g_01241
OG0001420	Syae.g_00727, Syae.g_02365	Prba.g_00741
OG0001421	Syae.g_00241	Prba.g_00297
OG0001422	Syae.g_00953	Prba.g_00272
OG0001425	Syae.g_01586	Prba.g_00828
OG0001428	Syae.g_01456	Prba.g_00628
OG0001429	Syae.g_00315	Prba.g_01509
OG0001430	Syae.g_01560	Prba.g_01161
OG0001432	Syae.g_00742	Prba.g_00305
OG0001433	Syae.g_00819	Prba.g_01536
OG0001434	Syae.g_00548	Prba.g_01376
OG0001439	Syae.g_01929	Prba.g_00523
OG0001442	Syae.g_00538	Prba.g_01564
OG0001447	Syae.g_01396	Prba.g_01914
OG0001449	Syae.g_02253	Prba.g_00896
OG0001452	Syae.g_02009	Prba.g_01408
OG0001453	Syae.g_00399	Prba.g_01315
OG0001454	Syae.g_00131	Prba.g_01227
OG0001456	Syae.g_01650	Prba.g_00087
OG0001457	Syae.g_01651	Prba.g_00086
OG0001458	Syae.g_01652	Prba.g_00085
OG0001459	Syae.g_00621	Prba.g_01150
OG0001460	Syae.g_00818	Prba.g_01537
OG0001462	Syae.g_01754	Prba.g_01827
OG0001465	Syae.g_00475	Prba.g_01615
OG0001468	Syae.g_00113	Prba.g_01250
OG0001471	Syae.g_01934	Prba.g_00302
OG0001473	Syae.g_00107	Prba.g_00787
OG0001474	Syae.g_02199	Prba.g_00556
OG0001475	Syae.g_01008	Prba.g_00162
OG0001479	Syae.g_02196	Prba.g_00553
OG0001482	Syae.g_00388	Prba.g_01004
OG0001492	Syae.g_00694	Prba.g_00016
OG0001493	Syae.g_00702	Prba.g_00008
OG0001499	Syae.g_00216	Prba.g_01849
OG0001502	Syae.g_00874	Prba.g_01529
OG0001504	Syae.g_00622	Prba.g_01151
OG0001505	Syae.g_01204	Prba.g_00163
OG0001507	Syae.g_00192	Prba.g_00250
OG0001508	Syae.g_01005	Prba.g_00174
OG0001520	Syae.g_02425	Prba.g_00888
OG0001546	Syae.g_02359	Prba.g_00937
OG0001547	Syae.g_00293	Prba.g_01527
OG0001548	Syae.g_00142	Prba.g_01523
OG0001549	Syae.g_00882	Prba.g_01440
OG0001551	Syae.g_00815	Prba.g_00088
OG0001554	Syae.g_01565	Prba.g_00296
OG0001564	Syae.g_02485	Prba.g_00133
OG0001567	Syae.g_00291	Prba.g_01528
OG0001568	Syae.g_00297	Prba.g_01526
OG0001570	Syae.g_00278	Prba.g_00738
OG0001582	Syae.g_00443	Prba.g_00993
OG0001585	Syae.g_02396, Syae.g_00440	Prba.g_01140
OG0001602	Syae.g_00476	Prba.g_01616
OG0001627	Syae.g_01079	Prba.g_01550
OG0001635	Syae.g_01811	Prba.g_00244
OG0001666	Syae.g_00214	Prba.g_01149
OG0001667	Syae.g_00731	Prba.g_01169
OG0001712	Syae.g_00150	Prba.g_00917
OG0002063	Syae.g_00714	Prba.g_00903
OG0002112	Syae.g_01941	Prba.g_00908
OG0002157	Syae.g_01940	Prba.g_00909
OG0002158	Syae.g_01942	Prba.g_00907
OG0002478	Syae.g_01214	Prba.g_00920
OG0002627	Syae.g_01895	Prba.g_00161
OG0002651	Syae.g_01225	Prba.g_00150
