Orthogroup	Syae	Prat
OG0001166	Syae.g_01186	Prat.g_01610
OG0001167	Syae.g_01031	Prat.g_01628
OG0001168	Syae.g_01033	Prat.g_01630
OG0001169	Syae.g_01035	Prat.g_01632
OG0001170	Syae.g_01037	Prat.g_01634
OG0001171	Syae.g_01047	Prat.g_01645
OG0001172	Syae.g_02036	Prat.g_01660
OG0001173	Syae.g_02037	Prat.g_01661
OG0001174	Syae.g_02045	Prat.g_01669
OG0001175	Syae.g_02046	Prat.g_01670
OG0001176	Syae.g_02076	Prat.g_01678
OG0001177	Syae.g_02073	Prat.g_01680
OG0001178	Syae.g_01168	Prat.g_01597
OG0001179	Syae.g_02106	Prat.g_01710
OG0001180	Syae.g_02130	Prat.g_01732
OG0001181	Syae.g_02134	Prat.g_01736
OG0001182	Syae.g_02143	Prat.g_01745
OG0001183	Syae.g_02147	Prat.g_01749
OG0001184	Syae.g_01862	Prat.g_01766
OG0001185	Syae.g_01835	Prat.g_01783
OG0001188	Syae.g_01783	Prat.g_01812
OG0001189	Syae.g_01767	Prat.g_01829
OG0001190	Syae.g_01567	Prat.g_01834
OG0001191	Syae.g_01580	Prat.g_01844
OG0001192	Syae.g_01587	Prat.g_01849
OG0001193	Syae.g_01617	Prat.g_01863
OG0001194	Syae.g_01625	Prat.g_01864
OG0001195	Syae.g_01626	Prat.g_01865
OG0001196	Syae.g_01695	Prat.g_01881
OG0001197	Syae.g_01697	Prat.g_01883
OG0001198	Syae.g_01709	Prat.g_01890
OG0001200	Syae.g_01293	Prat.g_00073
OG0001201	Syae.g_01364	Prat.g_00105
OG0001202	Syae.g_01494	Prat.g_00201
OG0001203	Syae.g_02240	Prat.g_00243
OG0001205	Syae.g_00984	Prat.g_00406
OG0001206	Syae.g_02502	Prat.g_00425
OG0001207	Syae.g_02300	Prat.g_00436
OG0001208	Syae.g_02311	Prat.g_00442
OG0001209	Syae.g_02377	Prat.g_00497
OG0001210	Syae.g_02387	Prat.g_00501
OG0001211	Syae.g_02403	Prat.g_00511
OG0001212	Syae.g_02460	Prat.g_00558
OG0001213	Syae.g_00062	Prat.g_00593
OG0001214	Syae.g_00076	Prat.g_01088
OG0001215	Syae.g_00757	Prat.g_00764
OG0001216	Syae.g_00470	Prat.g_00790
OG0001217	Syae.g_00151	Prat.g_01486
OG0001218	Syae.g_02605	Prat.g_01217
OG0001219	Syae.g_00312	Prat.g_00863
OG0001220	Syae.g_00880	Prat.g_00984
OG0001221	Syae.g_00559	Prat.g_00728
OG0001222	Syae.g_00347	Prat.g_00944
OG0001223	Syae.g_00392	Prat.g_00914
OG0001224	Syae.g_00797	Prat.g_00961
OG0001225	Syae.g_00795	Prat.g_00963
OG0001226	Syae.g_00135	Prat.g_00078
OG0001227	Syae.g_01600	Prat.g_01197
OG0001228	Syae.g_01004	Prat.g_01106
OG0001229	Syae.g_00771	Prat.g_01228
OG0001230	Syae.g_02662	Prat.g_01343
OG0001232	Syae.g_01197	Prat.g_01614
OG0001233	Syae.g_01038	Prat.g_01635
OG0001234	Syae.g_02050	Prat.g_01672
OG0001235	Syae.g_02066	Prat.g_01676
OG0001236	Syae.g_01867	Prat.g_01763
OG0001237	Syae.g_01860	Prat.g_01767
OG0001238	Syae.g_01582	Prat.g_01845
OG0001239	Syae.g_01288	Prat.g_00068
OG0001240	Syae.g_01347	Prat.g_00090
OG0001241	Syae.g_01357	Prat.g_00099
OG0001243	Syae.g_01395	Prat.g_00125
OG0001244	Syae.g_01425	Prat.g_00140
OG0001245	Syae.g_00149	Prat.g_00671
OG0001246	Syae.g_02337	Prat.g_01485, Prat.g_00467
OG0001247	Syae.g_00482	Prat.g_00757
OG0001248	Syae.g_00485	Prat.g_00759
OG0001249	Syae.g_02186	Prat.g_00345
OG0001250	Syae.g_00841	Prat.g_00997
OG0001251	Syae.g_01632	Prat.g_00695
OG0001253	Syae.g_00243	Prat.g_01480
OG0001254	Syae.g_00637	Prat.g_01559
OG0001255	Syae.g_00667	Prat.g_01172
OG0001256	Syae.g_01149	Prat.g_01446
OG0001258	Syae.g_01159	Prat.g_01588
OG0001259	Syae.g_01036	Prat.g_01633
OG0001260	Syae.g_01058	Prat.g_01651
OG0001261	Syae.g_02115	Prat.g_01717
OG0001262	Syae.g_01769	Prat.g_01827
OG0001263	Syae.g_01399	Prat.g_00127
OG0001264	Syae.g_01222	Prat.g_01473
OG0001265	Syae.g_01385	Prat.g_00117
OG0001266	Syae.g_01498	Prat.g_00205
OG0001267	Syae.g_01969	Prat.g_00287
OG0001268	Syae.g_02198	Prat.g_00353
OG0001269	Syae.g_00225	Prat.g_00985
OG0001270	Syae.g_00997	Prat.g_00394
OG0001271	Syae.g_02527	Prat.g_00431
OG0001272	Syae.g_02315	Prat.g_00446
OG0001273	Syae.g_00069	Prat.g_01095
OG0001274	Syae.g_01535	Prat.g_00228
OG0001275	Syae.g_00407	Prat.g_00922
OG0001276	Syae.g_00423	Prat.g_00936
OG0001277	Syae.g_01677	Prat.g_00817
OG0001278	Syae.g_00697	Prat.g_01102
OG0001279	Syae.g_00007	Prat.g_00828
OG0001280	Syae.g_00958	Prat.g_01248
OG0001281	Syae.g_00969	Prat.g_01254
OG0001282	Syae.g_02298	Prat.g_01292
OG0001283	Syae.g_01688	Prat.g_01877
OG0001284	Syae.g_01132	Prat.g_01433
OG0001285	Syae.g_00237	Prat.g_01617
OG0001287	Syae.g_01827	Prat.g_01790
OG0001288	Syae.g_01815	Prat.g_01800
OG0001289	Syae.g_01330	Prat.g_00085
OG0001290	Syae.g_01356	Prat.g_00098
OG0001291	Syae.g_01409	Prat.g_00135
OG0001292	Syae.g_02017	Prat.g_00254
OG0001293	Syae.g_01996	Prat.g_00268
OG0001294	Syae.g_00593	Prat.g_01546
OG0001295	Syae.g_02389	Prat.g_01215
OG0001296	Syae.g_02343	Prat.g_00472
OG0001297	Syae.g_02347	Prat.g_00477
OG0001298	Syae.g_02439	Prat.g_00541
OG0001299	Syae.g_00599	Prat.g_01057
OG0001300	Syae.g_00766	Prat.g_00768
OG0001301	Syae.g_00780	Prat.g_00773
OG0001302	Syae.g_00110	Prat.g_00859
OG0001303	Syae.g_00314	Prat.g_01550
OG0001304	Syae.g_00436	Prat.g_00949
OG0001305	Syae.g_00786	Prat.g_00969
OG0001306	Syae.g_00943	Prat.g_01170
OG0001307	Syae.g_02059	Prat.g_01283
OG0001310	Syae.g_01178	Prat.g_01604
OG0001311	Syae.g_00425	Prat.g_00938
OG0001312	Syae.g_00326	Prat.g_00872
OG0001313	Syae.g_02511, Syae.g_02509	Prat.g_00849
OG0001316	Syae.g_01415	Prat.g_00139
OG0001317	Syae.g_02235	Prat.g_00239
OG0001318	Syae.g_02004	Prat.g_00263
OG0001319	Syae.g_01980	Prat.g_00280
OG0001321	Syae.g_00978	Prat.g_00413
OG0001322	Syae.g_00977	Prat.g_00414
OG0001324	Syae.g_00767	Prat.g_00769
OG0001325	Syae.g_00465	Prat.g_00793
OG0001327	Syae.g_00586	Prat.g_00704
OG0001330	Syae.g_00950	Prat.g_01468
OG0001331	Syae.g_02293	Prat.g_01297
OG0001332	Syae.g_01077	Prat.g_01403
OG0001333	Syae.g_01032	Prat.g_01629
OG0001334	Syae.g_02156	Prat.g_01752
OG0001335	Syae.g_02157	Prat.g_01753
OG0001336	Syae.g_01689	Prat.g_01878
OG0001337	Syae.g_02153, Syae.g_02175	Prat.g_00339
OG0001338	Syae.g_02162, Syae.g_00689, Syae.g_02178	Prat.g_00342
OG0001339	Syae.g_01359	Prat.g_00101
OG0001340	Syae.g_02176	Prat.g_00340
OG0001341	Syae.g_00737	Prat.g_01225
OG0001343	Syae.g_01629	Prat.g_00692
OG0001344	Syae.g_00916	Prat.g_01152
OG0001346	Syae.g_00962	Prat.g_01250
OG0001348	Syae.g_00821	Prat.g_00827
OG0001350	Syae.g_02239	Prat.g_00242
OG0001351	Syae.g_02492	Prat.g_00416
OG0001352	Syae.g_00666	Prat.g_00753
OG0001353	Syae.g_00831	Prat.g_01005
OG0001354	Syae.g_00379	Prat.g_00906
OG0001359	Syae.g_01628	Prat.g_00693
OG0001361	Syae.g_00889	Prat.g_01138
OG0001362	Syae.g_02637	Prat.g_01367
OG0001363	Syae.g_02635	Prat.g_01369
OG0001364	Syae.g_01883	Prat.g_01755
OG0001368	Syae.g_02023	Prat.g_00632, Prat.g_00818
OG0001369	Syae.g_01346	Prat.g_01269
OG0001370	Syae.g_01270, Syae.g_00109	Prat.g_00422
OG0001375	Syae.g_01630	Prat.g_00691
OG0001379	Syae.g_00952	Prat.g_01243
OG0001394	Syae.g_00553	Prat.g_00732
OG0001397	Syae.g_02636	Prat.g_01368
OG0001398	Syae.g_00289	Prat.g_00810
OG0001401	Syae.g_00835	Prat.g_00850
OG0001402	Syae.g_00051	Prat.g_00588
OG0001404	Syae.g_01283	Prat.g_00065
OG0001405	Syae.g_02159	Prat.g_00333
OG0001407	Syae.g_02368	Prat.g_01521
OG0001410	Syae.g_02060	Prat.g_01284
OG0001416	Syae.g_00966	Prat.g_00421
OG0001419	Syae.g_02369	Prat.g_01522
OG0001421	Syae.g_00241	Prat.g_01447
OG0001422	Syae.g_00953	Prat.g_00660, Prat.g_00659
OG0001425	Syae.g_01586	Prat.g_01848
OG0001428	Syae.g_01456	Prat.g_00173
OG0001429	Syae.g_00315	Prat.g_00864
OG0001430	Syae.g_01560	Prat.g_01216
OG0001434	Syae.g_00548	Prat.g_00737
OG0001435	Syae.g_00579	Prat.g_00711
OG0001438	Syae.g_01954	Prat.g_00301
OG0001443	Syae.g_01594	Prat.g_01227
OG0001452	Syae.g_02009	Prat.g_00697
OG0001461	Syae.g_00063	Prat.g_00378
OG0001465	Syae.g_00475	Prat.g_00779
OG0001468	Syae.g_00113	Prat.g_00679
OG0001477	Syae.g_00776	Prat.g_01515, Prat.g_01514
OG0001484	Syae.g_01649	Prat.g_00635
OG0001487	Syae.g_02606	Prat.g_01395
OG0001489	Syae.g_02139	Prat.g_01741
OG0001495	Syae.g_02072	Prat.g_01681
OG0001496	Syae.g_00774	Prat.g_01512
OG0001497	Syae.g_00775	Prat.g_01513
OG0001498	Syae.g_02220	Prat.g_00371
OG0001499	Syae.g_00216	Prat.g_00667
OG0001510	Syae.g_01823	Prat.g_01794
OG0001511	Syae.g_01372	Prat.g_00109
OG0001512	Syae.g_02241	Prat.g_01231
OG0001514	Syae.g_00773	Prat.g_01511
OG0001515	Syae.g_00762	Prat.g_00766
OG0001516	Syae.g_00602	Prat.g_01060
OG0001517	Syae.g_02193	Prat.g_01328, Prat.g_00349
OG0001518	Syae.g_01584	Prat.g_01847
OG0001519	Syae.g_01596	Prat.g_01852
OG0001527	Syae.g_02417	Prat.g_00526
OG0001529	Syae.g_01760	Prat.g_00043
OG0001530	Syae.g_01370	Prat.g_00108
OG0001531	Syae.g_02242	Prat.g_00244
OG0001532	Syae.g_00655	Prat.g_01125
OG0001534	Syae.g_00437	Prat.g_00950
OG0001535	Syae.g_00421	Prat.g_00935
OG0001536	Syae.g_00355	Prat.g_00892
OG0001537	Syae.g_00558	Prat.g_00729
OG0001538	Syae.g_00516	Prat.g_01032
OG0001539	Syae.g_00584	Prat.g_00706
OG0001540	Syae.g_01401	Prat.g_00129
OG0001541	Syae.g_01465	Prat.g_00181
OG0001542	Syae.g_01474	Prat.g_00187
OG0001543	Syae.g_01516	Prat.g_01221
OG0001544	Syae.g_01595	Prat.g_01851
OG0001545	Syae.g_01676	Prat.g_01868
OG0001548	Syae.g_00142	Prat.g_00643
OG0001549	Syae.g_00882	Prat.g_00975
OG0001557	Syae.g_00552	Prat.g_00733
OG0001559	Syae.g_01369	Prat.g_00107
OG0001560	Syae.g_01355	Prat.g_00097
OG0001561	Syae.g_00427	Prat.g_00940
OG0001562	Syae.g_00413	Prat.g_00927
OG0001563	Syae.g_02124	Prat.g_01725
OG0001574	Syae.g_02415	Prat.g_00524
OG0001575	Syae.g_02420	Prat.g_00529
OG0001576	Syae.g_02478	Prat.g_01262
OG0001577	Syae.g_00925	Prat.g_01160
OG0001579	Syae.g_02165	Prat.g_00337
OG0001580	Syae.g_01556	Prat.g_00050
OG0001589	Syae.g_01040	Prat.g_01638
OG0001592	Syae.g_01557	Prat.g_00049
OG0001602	Syae.g_00476	Prat.g_00778
OG0001614	Syae.g_01837	Prat.g_01782
OG0001616	Syae.g_00642	Prat.g_01133
OG0001617	Syae.g_00769	Prat.g_00770
OG0001619	Syae.g_00344	Prat.g_00882
OG0001620	Syae.g_02205	Prat.g_00357
OG0001621	Syae.g_02008	Prat.g_00259
OG0001622	Syae.g_01687	Prat.g_01876
OG0001625	Syae.g_02002	Prat.g_00265
OG0001636	Syae.g_01753	Prat.g_00035
OG0001639	Syae.g_01082	Prat.g_01406
OG0001640	Syae.g_00809	Prat.g_00954
OG0001642	Syae.g_00878	Prat.g_00986
OG0001643	Syae.g_00079	Prat.g_01085
OG0001644	Syae.g_00452	Prat.g_00806
OG0001652	Syae.g_01730	Prat.g_00844
OG0001654	Syae.g_01080	Prat.g_01404
OG0001655	Syae.g_00125	Prat.g_01230
OG0001656	Syae.g_02164	Prat.g_00336
OG0001657	Syae.g_01439	Prat.g_00155
OG0001658	Syae.g_01566	Prat.g_00045
OG0001671	Syae.g_01521	Prat.g_00837
OG0001673	Syae.g_02233	Prat.g_00237
OG0001676	Syae.g_02167	Prat.g_00338
OG0001678	Syae.g_02035	Prat.g_01659
OG0001679	Syae.g_02424	Prat.g_00343
OG0001691	Syae.g_00044	Prat.g_00952
OG0001692	Syae.g_02657	Prat.g_01347
OG0001693	Syae.g_00792	Prat.g_00625
OG0001694	Syae.g_01967	Prat.g_00289
OG0001703	Syae.g_02301	Prat.g_00437
OG0001713	Syae.g_00907	Prat.g_01149
OG0001717	Syae.g_01451	Prat.g_00168
OG0001729	Syae.g_02247	Prat.g_00247
OG0001731	Syae.g_01117	Prat.g_01419
OG0001737	Syae.g_01948	Prat.g_00836
OG0001746	Syae.g_01064	Prat.g_01517
OG0001748	Syae.g_01523	Prat.g_00838
OG0001749	Syae.g_01899	Prat.g_01325
OG0001752	Syae.g_01060	Prat.g_01653
OG0001761	Syae.g_00026	Prat.g_00578
OG0001769	Syae.g_00093	Prat.g_01222
OG0001770	Syae.g_00617	Prat.g_01553
OG0001771	Syae.g_00183	Prat.g_01576
OG0001803	Syae.g_00988	Prat.g_00402
OG0001810	Syae.g_01413	Prat.g_00832
OG0001813	Syae.g_01605	Prat.g_01855
OG0001816	Syae.g_00587	Prat.g_00703
OG0001835	Syae.g_00862	Prat.g_01543
OG0001837	Syae.g_01522	Prat.g_00839
OG0001907	Syae.g_01419	Prat.g_01459
OG0001916	Syae.g_02326	Prat.g_00457
OG0001974	Syae.g_01563	Prat.g_01491
OG0001996	Syae.g_01746	Prat.g_00030
OG0002001	Syae.g_01315	Prat.g_01568
OG0002154	Syae.g_01420	Prat.g_01289
OG0002237	Syae.g_00067	Prat.g_01096
OG0002247	Syae.g_02430	Prat.g_00535
OG0002285	Syae.g_00329	Prat.g_00875
OG0002296	Syae.g_02627	Prat.g_01377
OG0002445	Syae.g_02601	Prat.g_01279
OG0002579	Syae.g_01421	Prat.g_01288
OG0003495	Syae.g_01851	Prat.g_00143
