Orthogroup	Syae	Praz
OG0001164	Syae.g_01156	Praz.g_00881
OG0001165	Syae.g_01161	Praz.g_00878
OG0001166	Syae.g_01186	Praz.g_00858
OG0001167	Syae.g_01031	Praz.g_00841
OG0001168	Syae.g_01033	Praz.g_00839
OG0001169	Syae.g_01035	Praz.g_00837
OG0001170	Syae.g_01037	Praz.g_00835
OG0001171	Syae.g_01047	Praz.g_00826
OG0001172	Syae.g_02036	Praz.g_00332
OG0001173	Syae.g_02037	Praz.g_00331
OG0001174	Syae.g_02045	Praz.g_00323
OG0001175	Syae.g_02046	Praz.g_00322
OG0001176	Syae.g_02076	Praz.g_00315
OG0001177	Syae.g_02073	Praz.g_00312
OG0001178	Syae.g_01168	Praz.g_00307
OG0001179	Syae.g_02106	Praz.g_00279
OG0001180	Syae.g_02130	Praz.g_00257
OG0001181	Syae.g_02134	Praz.g_00253
OG0001182	Syae.g_02143	Praz.g_00246
OG0001183	Syae.g_02147	Praz.g_00241
OG0001184	Syae.g_01862	Praz.g_00225
OG0001185	Syae.g_01835	Praz.g_00211
OG0001188	Syae.g_01783	Praz.g_00180
OG0001189	Syae.g_01767	Praz.g_00163
OG0001190	Syae.g_01567	Praz.g_00159
OG0001191	Syae.g_01580	Praz.g_00149
OG0001192	Syae.g_01587	Praz.g_00144
OG0001193	Syae.g_01617	Praz.g_00134
OG0001194	Syae.g_01625	Praz.g_00133
OG0001195	Syae.g_01626	Praz.g_00132
OG0001196	Syae.g_01695	Praz.g_00119
OG0001197	Syae.g_01697	Praz.g_00118
OG0001198	Syae.g_01709	Praz.g_00362
OG0001199	Syae.g_01291	Praz.g_00434
OG0001200	Syae.g_01293	Praz.g_00436
OG0001201	Syae.g_01364	Praz.g_00468
OG0001202	Syae.g_01494	Praz.g_00559
OG0001203	Syae.g_02240	Praz.g_00598
OG0001204	Syae.g_02022	Praz.g_00603
OG0001205	Syae.g_00984	Praz.g_01883
OG0001206	Syae.g_02502	Praz.g_01866
OG0001207	Syae.g_02300	Praz.g_01851
OG0001208	Syae.g_02311	Praz.g_01846
OG0001209	Syae.g_02377	Praz.g_01793
OG0001210	Syae.g_02387	Praz.g_01788
OG0001211	Syae.g_02403	Praz.g_01778
OG0001212	Syae.g_02460	Praz.g_01734
OG0001213	Syae.g_00062	Praz.g_01701
OG0001214	Syae.g_00076	Praz.g_01693
OG0001215	Syae.g_00757	Praz.g_01640
OG0001216	Syae.g_00470	Praz.g_01605
OG0001217	Syae.g_00151	Praz.g_01567
OG0001218	Syae.g_02605	Praz.g_01560
OG0001219	Syae.g_00312	Praz.g_01523
OG0001220	Syae.g_00880	Praz.g_01460
OG0001221	Syae.g_00559	Praz.g_01397
OG0001222	Syae.g_00347	Praz.g_01358
OG0001223	Syae.g_00392	Praz.g_01332
OG0001224	Syae.g_00797	Praz.g_01280
OG0001225	Syae.g_00795	Praz.g_00064
OG0001226	Syae.g_00135	Praz.g_00090
OG0001227	Syae.g_01600	Praz.g_00108
OG0001228	Syae.g_01004	Praz.g_00709
OG0001229	Syae.g_00771	Praz.g_01141
OG0001230	Syae.g_02662	Praz.g_01049
OG0001231	Syae.g_01729	Praz.g_00944
OG0001232	Syae.g_01197	Praz.g_00854
OG0001233	Syae.g_01038	Praz.g_00834
OG0001234	Syae.g_02050	Praz.g_00320
OG0001235	Syae.g_02066	Praz.g_00310
OG0001236	Syae.g_01867	Praz.g_00228
OG0001237	Syae.g_01860	Praz.g_00224
OG0001238	Syae.g_01582	Praz.g_00148
OG0001239	Syae.g_01288	Praz.g_00431
OG0001240	Syae.g_01347	Praz.g_00453
OG0001241	Syae.g_01357	Praz.g_00461
OG0001242	Syae.g_01387	Praz.g_00479
OG0001243	Syae.g_01395	Praz.g_00485
OG0001244	Syae.g_01425	Praz.g_00501
OG0001245	Syae.g_00149	Praz.g_00794
OG0001246	Syae.g_02337	Praz.g_01824
OG0001247	Syae.g_00482	Praz.g_01647
OG0001248	Syae.g_00485	Praz.g_01645
OG0001249	Syae.g_02186	Praz.g_01534
OG0001250	Syae.g_00841	Praz.g_01471
OG0001251	Syae.g_01632	Praz.g_01423
OG0001252	Syae.g_00804	Praz.g_01285
OG0001253	Syae.g_00243	Praz.g_00109
OG0001254	Syae.g_00637	Praz.g_00023
OG0001255	Syae.g_00667	Praz.g_00008
OG0001256	Syae.g_01149	Praz.g_00951
OG0001257	Syae.g_00295	Praz.g_00945
OG0001258	Syae.g_01159	Praz.g_00880
OG0001259	Syae.g_01036	Praz.g_00836
OG0001260	Syae.g_01058	Praz.g_00820
OG0001261	Syae.g_02115	Praz.g_00271
OG0001262	Syae.g_01769	Praz.g_00165
OG0001263	Syae.g_01399	Praz.g_00488
OG0001264	Syae.g_01222	Praz.g_00404
OG0001265	Syae.g_01385	Praz.g_00478
OG0001266	Syae.g_01498	Praz.g_00563
OG0001267	Syae.g_01969	Praz.g_00638
OG0001268	Syae.g_02198	Praz.g_00341
OG0001269	Syae.g_00225	Praz.g_00815
OG0001270	Syae.g_00997	Praz.g_01894
OG0001271	Syae.g_02527	Praz.g_01856
OG0001272	Syae.g_02315	Praz.g_01842
OG0001273	Syae.g_00069	Praz.g_01699
OG0001274	Syae.g_01535	Praz.g_01627
OG0001275	Syae.g_00407	Praz.g_01322
OG0001276	Syae.g_00423	Praz.g_01302
OG0001277	Syae.g_01677	Praz.g_00098
OG0001278	Syae.g_00697	Praz.g_00704
OG0001279	Syae.g_00007	Praz.g_01236
OG0001280	Syae.g_00958	Praz.g_01181
OG0001281	Syae.g_00969	Praz.g_01175
OG0001282	Syae.g_02298	Praz.g_01138
OG0001283	Syae.g_01688	Praz.g_01119
OG0001284	Syae.g_01132	Praz.g_00971
OG0001285	Syae.g_00237	Praz.g_00851
OG0001287	Syae.g_01827	Praz.g_00203
OG0001288	Syae.g_01815	Praz.g_00194
OG0001289	Syae.g_01330	Praz.g_00447
OG0001290	Syae.g_01356	Praz.g_00460
OG0001291	Syae.g_01409	Praz.g_00495
OG0001292	Syae.g_02017	Praz.g_00608
OG0001293	Syae.g_01996	Praz.g_00620
OG0001294	Syae.g_00593	Praz.g_00796
OG0001295	Syae.g_02389	Praz.g_01861
OG0001296	Syae.g_02343	Praz.g_01819
OG0001297	Syae.g_02347	Praz.g_01814
OG0001298	Syae.g_02439	Praz.g_01752
OG0001299	Syae.g_00599	Praz.g_01664
OG0001300	Syae.g_00766	Praz.g_01637
OG0001301	Syae.g_00780	Praz.g_01634
OG0001302	Syae.g_00110	Praz.g_01525
OG0001303	Syae.g_00314	Praz.g_01318
OG0001304	Syae.g_00436	Praz.g_01291
OG0001305	Syae.g_00786	Praz.g_00070
OG0001306	Syae.g_00943	Praz.g_00006
OG0001307	Syae.g_02059	Praz.g_01156
OG0001310	Syae.g_01178	Praz.g_00865
OG0001311	Syae.g_00425	Praz.g_01300
OG0001312	Syae.g_00326	Praz.g_01369
OG0001314	Syae.g_00097	Praz.g_01575
OG0001315	Syae.g_02145	Praz.g_00422
OG0001316	Syae.g_01415	Praz.g_00500
OG0001317	Syae.g_02235	Praz.g_00594
OG0001318	Syae.g_02004	Praz.g_00616
OG0001319	Syae.g_01980	Praz.g_00631
OG0001321	Syae.g_00978	Praz.g_01877
OG0001322	Syae.g_00977	Praz.g_01876
OG0001323	Syae.g_02355	Praz.g_01809
OG0001324	Syae.g_00767	Praz.g_01636
OG0001325	Syae.g_00465	Praz.g_01602
OG0001326	Syae.g_01641	Praz.g_01435
OG0001327	Syae.g_00586	Praz.g_00082
OG0001328	Syae.g_00565	Praz.g_00107
OG0001330	Syae.g_00950	Praz.g_01206
OG0001331	Syae.g_02293	Praz.g_01133
OG0001332	Syae.g_01077	Praz.g_00998
OG0001333	Syae.g_01032	Praz.g_00840
OG0001334	Syae.g_02156	Praz.g_00238
OG0001335	Syae.g_02157	Praz.g_00237
OG0001336	Syae.g_01689	Praz.g_00122
OG0001339	Syae.g_01359	Praz.g_00463
OG0001340	Syae.g_02176	Praz.g_00685
OG0001341	Syae.g_00737	Praz.g_01569
OG0001342	Syae.g_02559	Praz.g_01530
OG0001343	Syae.g_01629	Praz.g_01426
OG0001344	Syae.g_00916	Praz.g_00750
OG0001345	Syae.g_00886	Praz.g_00735
OG0001346	Syae.g_00962	Praz.g_01179
OG0001351	Syae.g_02492	Praz.g_01874
OG0001352	Syae.g_00666	Praz.g_01650
OG0001353	Syae.g_00831	Praz.g_01480
OG0001354	Syae.g_00379	Praz.g_01340
OG0001355	Syae.g_00120	Praz.g_00914
OG0001356	Syae.g_00820	Praz.g_01548
OG0001358	Syae.g_00046	Praz.g_01710
OG0001359	Syae.g_01628	Praz.g_01425
OG0001360	Syae.g_00883	Praz.g_00110
OG0001361	Syae.g_00889	Praz.g_00738
OG0001362	Syae.g_02637	Praz.g_01027
OG0001363	Syae.g_02635	Praz.g_01025
OG0001364	Syae.g_01883	Praz.g_00235
OG0001369	Syae.g_01346	Praz.g_00452
OG0001373	Syae.g_01640	Praz.g_01436
OG0001374	Syae.g_01648	Praz.g_01428
OG0001375	Syae.g_01630	Praz.g_01427
OG0001376	Syae.g_01589	Praz.g_00076
OG0001377	Syae.g_01588	Praz.g_00077
OG0001378	Syae.g_00998	Praz.g_00061
OG0001379	Syae.g_00952	Praz.g_01186
OG0001382	Syae.g_02490	Praz.g_00930
OG0001385	Syae.g_01637	Praz.g_01439
OG0001386	Syae.g_01638	Praz.g_01438
OG0001387	Syae.g_01639	Praz.g_01437
OG0001388	Syae.g_01642	Praz.g_01434
OG0001389	Syae.g_01643	Praz.g_01433
OG0001390	Syae.g_01644	Praz.g_01432
OG0001391	Syae.g_01645	Praz.g_01431
OG0001392	Syae.g_01646	Praz.g_01430
OG0001393	Syae.g_01647	Praz.g_01429
OG0001395	Syae.g_00446	Praz.g_01289
OG0001397	Syae.g_02636	Praz.g_01026
OG0001398	Syae.g_00289	Praz.g_00917
OG0001402	Syae.g_00051	Praz.g_01553
OG0001404	Syae.g_01283	Praz.g_00428
OG0001405	Syae.g_02159	Praz.g_00683
OG0001406	Syae.g_01590	Praz.g_00075
OG0001407	Syae.g_02368	Praz.g_00088
OG0001408	Syae.g_00712	Praz.g_00093
OG0001410	Syae.g_02060	Praz.g_01155
OG0001413	Syae.g_00123	Praz.g_00956
OG0001416	Syae.g_00966	Praz.g_01869
OG0001417	Syae.g_00378	Praz.g_01859
OG0001419	Syae.g_02369	Praz.g_00089
OG0001420	Syae.g_00727, Syae.g_02365	Praz.g_00052
OG0001421	Syae.g_00241	Praz.g_00950
OG0001422	Syae.g_00953	Praz.g_00925, Praz.g_00924
OG0001425	Syae.g_01586	Praz.g_00145
OG0001428	Syae.g_01456	Praz.g_00532
OG0001429	Syae.g_00315	Praz.g_01522
OG0001430	Syae.g_01560	Praz.g_01211
OG0001432	Syae.g_00742	Praz.g_00958
OG0001433	Syae.g_00819	Praz.g_01549
OG0001434	Syae.g_00548	Praz.g_01389
OG0001439	Syae.g_01929	Praz.g_00664
OG0001442	Syae.g_00538	Praz.g_01577
OG0001447	Syae.g_01396	Praz.g_00486
OG0001449	Syae.g_02253	Praz.g_00772
OG0001452	Syae.g_02009	Praz.g_01421
OG0001453	Syae.g_00399	Praz.g_01328
OG0001454	Syae.g_00131	Praz.g_00103
OG0001456	Syae.g_01650	Praz.g_00015
OG0001457	Syae.g_01651	Praz.g_00014
OG0001458	Syae.g_01652	Praz.g_00013
OG0001459	Syae.g_00621	Praz.g_01222
OG0001460	Syae.g_00818	Praz.g_01550
OG0001462	Syae.g_01754	Praz.g_00399
OG0001465	Syae.g_00475	Praz.g_01628
OG0001468	Syae.g_00113	Praz.g_00080
OG0001471	Syae.g_01934	Praz.g_00955
OG0001473	Syae.g_00107	Praz.g_00186
OG0001474	Syae.g_02199	Praz.g_00342
OG0001475	Syae.g_01008	Praz.g_01105
OG0001479	Syae.g_02196	Praz.g_01934
OG0001482	Syae.g_00388	Praz.g_01871
OG0001492	Syae.g_00694	Praz.g_00707
OG0001493	Syae.g_00702	Praz.g_00699
OG0001499	Syae.g_00216	Praz.g_00421
OG0001502	Syae.g_00874	Praz.g_01542
OG0001504	Syae.g_00622	Praz.g_01221
OG0001505	Syae.g_01204	Praz.g_01106
OG0001507	Syae.g_00192	Praz.g_00902
OG0001508	Syae.g_01005	Praz.g_01117
OG0001520	Syae.g_02425	Praz.g_00780
OG0001546	Syae.g_02359	Praz.g_01804
OG0001547	Syae.g_00293	Praz.g_01540
OG0001548	Syae.g_00142	Praz.g_01536
OG0001549	Syae.g_00882	Praz.g_01453
OG0001551	Syae.g_00815	Praz.g_00016
OG0001554	Syae.g_01565	Praz.g_00949
OG0001564	Syae.g_02485	Praz.g_01077
OG0001567	Syae.g_00291	Praz.g_01541
OG0001568	Syae.g_00297	Praz.g_01539
OG0001570	Syae.g_00278	Praz.g_00049
OG0001582	Syae.g_00443	Praz.g_01860
OG0001585	Syae.g_02396, Syae.g_00440	Praz.g_01232
OG0001602	Syae.g_00476	Praz.g_01629
OG0001627	Syae.g_01079	Praz.g_01563
OG0001635	Syae.g_01811	Praz.g_00895
OG0001666	Syae.g_00214	Praz.g_01223
OG0001667	Syae.g_00731	Praz.g_01203
OG0001712	Syae.g_00150	Praz.g_01917
OG0002063	Syae.g_00714	Praz.g_00765
OG0002112	Syae.g_01941	Praz.g_01926
OG0002157	Syae.g_01940	Praz.g_01925
OG0002158	Syae.g_01942	Praz.g_01927
OG0002478	Syae.g_01214	Praz.g_01914
OG0002627	Syae.g_01895	Praz.g_01104
OG0002651	Syae.g_01225	Praz.g_01093
