Orthogroup	Syaq	Prap
OG0001133	Syaq.g_02063	Prap.g_00058
OG0001134	Syaq.g_02213	Prap.g_01883
OG0001135	Syaq.g_02212	Prap.g_01880
OG0001136	Syaq.g_00252	Prap.g_00459
OG0001137	Syaq.g_00228	Prap.g_00447
OG0001138	Syaq.g_00196	Prap.g_00426
OG0001139	Syaq.g_00194	Prap.g_00424
OG0001140	Syaq.g_00193	Prap.g_00423
OG0001141	Syaq.g_00192	Prap.g_00422
OG0001142	Syaq.g_00191	Prap.g_00421
OG0001143	Syaq.g_00182	Prap.g_00414
OG0001144	Syaq.g_00166	Prap.g_00409
OG0001145	Syaq.g_00284	Prap.g_00553
OG0001146	Syaq.g_00305	Prap.g_00565
OG0001147	Syaq.g_00438	Prap.g_00585
OG0001148	Syaq.g_01761	Prap.g_00061
OG0001149	Syaq.g_01760	Prap.g_00062
OG0001150	Syaq.g_01759	Prap.g_00063
OG0001151	Syaq.g_01746	Prap.g_00074
OG0001152	Syaq.g_01745	Prap.g_00075
OG0001153	Syaq.g_00413	Prap.g_00153
OG0001154	Syaq.g_00414	Prap.g_00154
OG0001155	Syaq.g_01739	Prap.g_00171
OG0001156	Syaq.g_01729	Prap.g_00174
OG0001157	Syaq.g_01728	Prap.g_00175
OG0001158	Syaq.g_01727	Prap.g_00176
OG0001159	Syaq.g_01726	Prap.g_00177
OG0001160	Syaq.g_01693	Prap.g_00203
OG0001161	Syaq.g_01233	Prap.g_01836
OG0001162	Syaq.g_00331	Prap.g_01907
OG0001163	Syaq.g_01685	Prap.g_01788
OG0001164	Syaq.g_01679	Prap.g_01784
OG0001165	Syaq.g_01674	Prap.g_01781
OG0001166	Syaq.g_01652	Prap.g_01760
OG0001167	Syaq.g_01039	Prap.g_01742
OG0001169	Syaq.g_01620	Prap.g_01738
OG0001170	Syaq.g_01618	Prap.g_01736
OG0001171	Syaq.g_01607	Prap.g_01726
OG0001172	Syaq.g_00690	Prap.g_01710
OG0001173	Syaq.g_00689	Prap.g_01709
OG0001174	Syaq.g_00681	Prap.g_01701
OG0001175	Syaq.g_00680	Prap.g_01700
OG0001176	Syaq.g_00656	Prap.g_01692
OG0001177	Syaq.g_00658	Prap.g_01690
OG0001178	Syaq.g_01667	Prap.g_01774
OG0001179	Syaq.g_00626	Prap.g_01660
OG0001180	Syaq.g_00600	Prap.g_01636
OG0001181	Syaq.g_00596	Prap.g_01632
OG0001182	Syaq.g_00587	Prap.g_01624
OG0001183	Syaq.g_00579	Prap.g_01619
OG0001184	Syaq.g_00995	Prap.g_01601
OG0001185	Syaq.g_01022	Prap.g_01585
OG0001186	Syaq.g_01058	Prap.g_01561
OG0001187	Syaq.g_01061	Prap.g_01558
OG0001188	Syaq.g_01065	Prap.g_01556
OG0001189	Syaq.g_01095	Prap.g_01540
OG0001190	Syaq.g_01264	Prap.g_01535
OG0001191	Syaq.g_01248	Prap.g_01525
OG0001192	Syaq.g_01242	Prap.g_01520
OG0001193	Syaq.g_01217	Prap.g_01508
OG0001194	Syaq.g_01214	Prap.g_01507
OG0001195	Syaq.g_01213	Prap.g_01506
OG0001196	Syaq.g_01169	Prap.g_01490
OG0001197	Syaq.g_01167	Prap.g_01488
OG0001198	Syaq.g_01153	Prap.g_01868
OG0001199	Syaq.g_01553	Prap.g_00876
OG0001201	Syaq.g_01486	Prap.g_01068
OG0001202	Syaq.g_01358	Prap.g_00970
OG0001203	Syaq.g_01581	Prap.g_01474
OG0001204	Syaq.g_00709	Prap.g_01468
OG0001205	Syaq.g_00491	Prap.g_01321
OG0001206	Syaq.g_00468	Prap.g_01301
OG0001207	Syaq.g_01764	Prap.g_01290
OG0001208	Syaq.g_01774	Prap.g_01285
OG0001209	Syaq.g_01841	Prap.g_01234
OG0001210	Syaq.g_01852	Prap.g_01229
OG0001211	Syaq.g_01932	Prap.g_01219
OG0001212	Syaq.g_01990	Prap.g_01172
OG0001213	Syaq.g_02072	Prap.g_01137
OG0001214	Syaq.g_02084	Prap.g_00390
OG0001215	Syaq.g_02580	Prap.g_00810
OG0001216	Syaq.g_00026	Prap.g_00789
OG0001217	Syaq.g_01885	Prap.g_00036
OG0001218	Syaq.g_00423	Prap.g_00519
OG0001219	Syaq.g_02434	Prap.g_00685
OG0001220	Syaq.g_02412	Prap.g_00727
OG0001221	Syaq.g_02300	Prap.g_00847
OG0001222	Syaq.g_02472	Prap.g_00307
OG0001223	Syaq.g_02516	Prap.g_00275
OG0001224	Syaq.g_02683	Prap.g_00704
OG0001225	Syaq.g_02681	Prap.g_00706
OG0001226	Syaq.g_01543	Prap.g_01129
OG0001227	Syaq.g_00333	Prap.g_00504
OG0001230	Syaq.g_00361	Prap.g_00114
OG0001231	Syaq.g_01133	Prap.g_01344
OG0001233	Syaq.g_01617	Prap.g_01735
OG0001234	Syaq.g_00676	Prap.g_01698
OG0001235	Syaq.g_00665	Prap.g_01694
OG0001236	Syaq.g_00990	Prap.g_01604
OG0001237	Syaq.g_00999	Prap.g_01600
OG0001238	Syaq.g_01246	Prap.g_01524
OG0001239	Syaq.g_01556	Prap.g_00879
OG0001240	Syaq.g_01502	Prap.g_01085
OG0001241	Syaq.g_01492	Prap.g_01075
OG0001243	Syaq.g_01457	Prap.g_01048
OG0001244	Syaq.g_01430	Prap.g_01033
OG0001245	Syaq.g_01916	Prap.g_00495
OG0001248	Syaq.g_01891	Prap.g_00815
OG0001249	Syaq.g_00563	Prap.g_01375
OG0001250	Syaq.g_02389	Prap.g_00740
OG0001251	Syaq.g_02135	Prap.g_00659
OG0001252	Syaq.g_02690	Prap.g_00699
OG0001253	Syaq.g_01918	Prap.g_01126
OG0001254	Syaq.g_02214	Prap.g_01881
OG0001255	Syaq.g_02111	Prap.g_00474
OG0001256	Syaq.g_01686	Prap.g_00210
OG0001258	Syaq.g_01676	Prap.g_01783
OG0001259	Syaq.g_01619	Prap.g_01737
OG0001260	Syaq.g_01595	Prap.g_01720
OG0001261	Syaq.g_00617	Prap.g_01652
OG0001263	Syaq.g_01454	Prap.g_01046
OG0001265	Syaq.g_01466	Prap.g_01056
OG0001266	Syaq.g_01354	Prap.g_00966
OG0001267	Syaq.g_00763	Prap.g_01430
OG0001268	Syaq.g_00553	Prap.g_01367
OG0001269	Syaq.g_01866	Prap.g_00728
OG0001270	Syaq.g_00504	Prap.g_01332
OG0001271	Syaq.g_00445	Prap.g_01295
OG0001272	Syaq.g_01778	Prap.g_01281
OG0001273	Syaq.g_02077	Prap.g_00396
OG0001274	Syaq.g_01303	Prap.g_00942
OG0001275	Syaq.g_02531	Prap.g_00285
OG0001276	Syaq.g_00062	Prap.g_00299
OG0001278	Syaq.g_00155	Prap.g_00402
OG0001279	Syaq.g_01867	Prap.g_00610
OG0001280	Syaq.g_00294	Prap.g_00560
OG0001281	Syaq.g_00306	Prap.g_00566
OG0001282	Syaq.g_01762	Prap.g_00060
OG0001283	Syaq.g_01175	Prap.g_01493
OG0001284	Syaq.g_01700	Prap.g_00196
OG0001285	Syaq.g_01639	Prap.g_01752
OG0001286	Syaq.g_00602	Prap.g_01638
OG0001287	Syaq.g_01030	Prap.g_01578
OG0001289	Syaq.g_01528	Prap.g_01091
OG0001290	Syaq.g_01493	Prap.g_01076
OG0001291	Syaq.g_01444	Prap.g_01038
OG0001293	Syaq.g_00736	Prap.g_01450
OG0001296	Syaq.g_01808	Prap.g_01258
OG0001297	Syaq.g_01812	Prap.g_01253
OG0001298	Syaq.g_01967	Prap.g_01192
OG0001299	Syaq.g_02246	Prap.g_00359
OG0001300	Syaq.g_02589	Prap.g_00806
OG0001301	Syaq.g_02602	Prap.g_00801
OG0001302	Syaq.g_02115	Prap.g_00688
OG0001303	Syaq.g_02437	Prap.g_01817
OG0001304	Syaq.g_00049	Prap.g_00312
OG0001305	Syaq.g_02673	Prap.g_00712
OG0001306	Syaq.g_00267	Prap.g_00471
OG0001308	Syaq.g_00385	Prap.g_00131
OG0001312	Syaq.g_02449	Prap.g_00676
OG0001314	Syaq.g_00826	Prap.g_00644
OG0001315	Syaq.g_00581	Prap.g_00509
OG0001316	Syaq.g_01437	Prap.g_01034
OG0001317	Syaq.g_01576	Prap.g_01478
OG0001318	Syaq.g_00728	Prap.g_01454
OG0001319	Syaq.g_00751	Prap.g_01437
OG0001321	Syaq.g_00483	Prap.g_01315
OG0001322	Syaq.g_00482	Prap.g_01314
OG0001323	Syaq.g_01820	Prap.g_01248
OG0001324	Syaq.g_02590	Prap.g_00805
OG0001325	Syaq.g_00030	Prap.g_00342
OG0001327	Syaq.g_02259	Prap.g_00870
OG0001328	Syaq.g_02280	Prap.g_00542
OG0001329	Syaq.g_02113	Prap.g_01820
OG0001330	Syaq.g_00287	Prap.g_00227
OG0001331	Syaq.g_01757	Prap.g_00065
OG0001333	Syaq.g_01622	Prap.g_01741
OG0001337	Syaq.g_00564	Prap.g_01380
OG0001343	Syaq.g_00700	Prap.g_00662
OG0001345	Syaq.g_00213	Prap.g_00436
OG0001346	Syaq.g_00298	Prap.g_00562
OG0001348	Syaq.g_02703	Prap.g_01921
OG0001349	Syaq.g_00942	Prap.g_00083
OG0001350	Syaq.g_01580	Prap.g_01475
OG0001351	Syaq.g_00476	Prap.g_01309
OG0001352	Syaq.g_01904	Prap.g_00821
OG0001353	Syaq.g_02379	Prap.g_00750
OG0001354	Syaq.g_02503	Prap.g_00267
OG0001355	Syaq.g_00797	Prap.g_00321
OG0001356	Syaq.g_02555, Syaq.g_00127	Prap.g_01791
OG0001357	Syaq.g_00825, Syaq.g_02130	Prap.g_00535
OG0001359	Syaq.g_00699	Prap.g_00661
OG0001364	Syaq.g_00972	Prap.g_01613
OG0001365	Syaq.g_01259	Prap.g_01531
OG0001368	Syaq.g_00708	Prap.g_00536, Prap.g_00007, Prap.g_00646
OG0001369	Syaq.g_01503	Prap.g_01086
OG0001375	Syaq.g_00701	Prap.g_00663
OG0001379	Syaq.g_00289	Prap.g_00555
OG0001380	Syaq.g_01915	Prap.g_00521
OG0001382	Syaq.g_00662	Prap.g_00524
OG0001394	Syaq.g_02307	Prap.g_00843
OG0001401	Syaq.g_02383	Prap.g_00745
OG0001402	Syaq.g_02061	Prap.g_01143
OG0001409	Syaq.g_00229	Prap.g_00448
OG0001418	Syaq.g_00243	Prap.g_00816
OG0001428	Syaq.g_01396	Prap.g_00998
OG0001429	Syaq.g_02438	Prap.g_00684
OG0001430	Syaq.g_01271	Prap.g_00520
OG0001433	Syaq.g_00128	Prap.g_01792
OG0001434	Syaq.g_02312	Prap.g_00838
OG0001435	Syaq.g_02265	Prap.g_00862
OG0001443	Syaq.g_01236	Prap.g_00517
OG0001448	Syaq.g_01873	Prap.g_01311
OG0001460	Syaq.g_00129	Prap.g_01793
OG0001461	Syaq.g_02163	Prap.g_00898
OG0001465	Syaq.g_02704	Prap.g_00794
OG0001467	Syaq.g_00354	Prap.g_01947
OG0001476	Syaq.g_00111, Syaq.g_02188, Syaq.g_02195, Syaq.g_00233	Prap.g_00449
OG0001477	Syaq.g_02599	Prap.g_00587
OG0001484	Syaq.g_02628	Prap.g_00226
OG0001486	Syaq.g_00251	Prap.g_00458
OG0001487	Syaq.g_00422	Prap.g_00161
OG0001488	Syaq.g_00224	Prap.g_00443
OG0001489	Syaq.g_00591, Syaq.g_02565	Prap.g_01627
OG0001496	Syaq.g_02596	Prap.g_00589
OG0001497	Syaq.g_02598	Prap.g_00588
OG0001498	Syaq.g_00528	Prap.g_01348
OG0001505	Syaq.g_00906	Prap.g_00003
OG0001510	Syaq.g_01034	Prap.g_01574
OG0001511	Syaq.g_01478	Prap.g_01064
OG0001512	Syaq.g_01583	Prap.g_00513
OG0001514	Syaq.g_02595	Prap.g_00590
OG0001515	Syaq.g_02585	Prap.g_00808
OG0001516	Syaq.g_02243	Prap.g_00362
OG0001517	Syaq.g_00558	Prap.g_01371
OG0001518	Syaq.g_01244	Prap.g_01522
OG0001519	Syaq.g_01234	Prap.g_01517
OG0001525	Syaq.g_02129	Prap.g_01814
OG0001527	Syaq.g_01946	Prap.g_01206
OG0001529	Syaq.g_01102	Prap.g_00914
OG0001530	Syaq.g_01480	Prap.g_01065
OG0001531	Syaq.g_01584	Prap.g_01473
OG0001532	Syaq.g_00195	Prap.g_00425
OG0001534	Syaq.g_00048	Prap.g_00313
OG0001535	Syaq.g_00065	Prap.g_00297
OG0001536	Syaq.g_02480	Prap.g_00253
OG0001537	Syaq.g_02301	Prap.g_00846
OG0001538	Syaq.g_02345	Prap.g_00778
OG0001539	Syaq.g_02261	Prap.g_00868
OG0001540	Syaq.g_01452	Prap.g_01044
OG0001541	Syaq.g_01387	Prap.g_00990
OG0001542	Syaq.g_01379	Prap.g_00984
OG0001544	Syaq.g_01235	Prap.g_01518
OG0001545	Syaq.g_01185	Prap.g_01503
OG0001549	Syaq.g_02416	Prap.g_00718
OG0001557	Syaq.g_02308	Prap.g_00842
OG0001559	Syaq.g_01481	Prap.g_01066
OG0001560	Syaq.g_01494	Prap.g_01077
OG0001561	Syaq.g_00059	Prap.g_00303
OG0001562	Syaq.g_00073	Prap.g_00290
OG0001563	Syaq.g_00608	Prap.g_01643
OG0001564	Syaq.g_02158	Prap.g_00895
OG0001565	Syaq.g_02120	Prap.g_00636
OG0001574	Syaq.g_01944	Prap.g_01208
OG0001575	Syaq.g_01949	Prap.g_01203
OG0001576	Syaq.g_00326	Prap.g_00575
OG0001577	Syaq.g_00254	Prap.g_00461
OG0001580	Syaq.g_01275	Prap.g_00907
OG0001588	Syaq.g_00974	Prap.g_01341
OG0001591	Syaq.g_02254	Prap.g_00829
OG0001592	Syaq.g_01274	Prap.g_00908
OG0001605	Syaq.g_01892	Prap.g_00030
OG0001614	Syaq.g_01020	Prap.g_01586
OG0001616	Syaq.g_00208	Prap.g_00433
OG0001617	Syaq.g_02593	Prap.g_00804
OG0001619	Syaq.g_02469	Prap.g_00246
OG0001620	Syaq.g_00546	Prap.g_01363
OG0001621	Syaq.g_00724	Prap.g_01458
OG0001622	Syaq.g_01176	Prap.g_01494
OG0001636	Syaq.g_01109	Prap.g_00920
OG0001638	Syaq.g_01660	Prap.g_01768
OG0001639	Syaq.g_01738	Prap.g_00170
OG0001640	Syaq.g_02695	Prap.g_00696
OG0001641	Syaq.g_02520	Prap.g_00278
OG0001642	Syaq.g_02411	Prap.g_00729
OG0001643	Syaq.g_02087	Prap.g_00387
OG0001654	Syaq.g_01736	Prap.g_00168
OG0001657	Syaq.g_01413	Prap.g_01015
OG0001658	Syaq.g_01265	Prap.g_00912
OG0001659	Syaq.g_00199	Prap.g_01916
OG0001678	Syaq.g_00691	Prap.g_01711
OG0001679	Syaq.g_02436	Prap.g_01376
OG0001693	Syaq.g_02678	Prap.g_01835
OG0001709	Syaq.g_00943	Prap.g_00097
OG0001733	Syaq.g_02256	Prap.g_01795
OG0001747	Syaq.g_01432	Prap.g_01340
OG0001770	Syaq.g_02165	Prap.g_01864
OG0001807	Syaq.g_00968	Prap.g_00896
OG0001916	Syaq.g_01790	Prap.g_01271
OG0001917	Syaq.g_00063	Prap.g_00298
OG0001996	Syaq.g_01116	Prap.g_00926
OG0002003	Syaq.g_02584	Prap.g_00028
OG0002019	Syaq.g_00994	Prap.g_01913
OG0002052	Syaq.g_02551	Prap.g_00308
OG0002122	Syaq.g_02583	Prap.g_00027
OG0002246	Syaq.g_00271, Syaq.g_00518	Prap.g_01831
OG0002389	Syaq.g_00586	Prap.g_01623
