Orthogroup	Syaq	Prbg
OG0001088	Syaq.g_02576	Prbg.g_01131
OG0001089	Syaq.g_02604	Prbg.g_01142
OG0001090	Syaq.g_00024	Prbg.g_01152
OG0001091	Syaq.g_00027	Prbg.g_01374
OG0001092	Syaq.g_00029	Prbg.g_01373
OG0001093	Syaq.g_00035	Prbg.g_01368
OG0001094	Syaq.g_02334	Prbg.g_01375
OG0001095	Syaq.g_02354	Prbg.g_01172
OG0001096	Syaq.g_02370	Prbg.g_01186
OG0001097	Syaq.g_02393	Prbg.g_01206
OG0001098	Syaq.g_02415	Prbg.g_01225
OG0001099	Syaq.g_01471	Prbg.g_01067
OG0001100	Syaq.g_02262	Prbg.g_01075
OG0001101	Syaq.g_02263	Prbg.g_01078
OG0001102	Syaq.g_02266	Prbg.g_01081
OG0001103	Syaq.g_02268	Prbg.g_01083
OG0001104	Syaq.g_02316	Prbg.g_01106
OG0001105	Syaq.g_02320	Prbg.g_01110
OG0001106	Syaq.g_02471	Prbg.g_01278
OG0001108	Syaq.g_02491	Prbg.g_01289
OG0001109	Syaq.g_02493	Prbg.g_01290
OG0001110	Syaq.g_02495	Prbg.g_01292
OG0001111	Syaq.g_02497	Prbg.g_01293
OG0001112	Syaq.g_02499	Prbg.g_01294
OG0001113	Syaq.g_02539	Prbg.g_01295
OG0001114	Syaq.g_02500	Prbg.g_01296
OG0001115	Syaq.g_02504	Prbg.g_01298
OG0001116	Syaq.g_02506	Prbg.g_01299
OG0001117	Syaq.g_02507	Prbg.g_01300
OG0001118	Syaq.g_02508	Prbg.g_01301
OG0001119	Syaq.g_02510	Prbg.g_01302
OG0001120	Syaq.g_02514	Prbg.g_01304
OG0001122	Syaq.g_00069	Prbg.g_01324
OG0001123	Syaq.g_00061	Prbg.g_01330
OG0001124	Syaq.g_00060	Prbg.g_01332
OG0001125	Syaq.g_00058	Prbg.g_01334
OG0001126	Syaq.g_02693	Prbg.g_01245
OG0001127	Syaq.g_02692	Prbg.g_01244
OG0001128	Syaq.g_02689	Prbg.g_01242
OG0001129	Syaq.g_02687	Prbg.g_01241
OG0001130	Syaq.g_02686	Prbg.g_01240
OG0001131	Syaq.g_02284	Prbg.g_00141
OG0001132	Syaq.g_01872	Prbg.g_00022
OG0001133	Syaq.g_02063	Prbg.g_00528
OG0001134	Syaq.g_02213	Prbg.g_00749
OG0001135	Syaq.g_02212	Prbg.g_00752
OG0001136	Syaq.g_00252	Prbg.g_01489
OG0001137	Syaq.g_00228	Prbg.g_01477
OG0001138	Syaq.g_00196	Prbg.g_01456
OG0001139	Syaq.g_00194	Prbg.g_01454
OG0001140	Syaq.g_00193	Prbg.g_01453
OG0001141	Syaq.g_00192	Prbg.g_01452
OG0001142	Syaq.g_00191	Prbg.g_01451
OG0001143	Syaq.g_00182	Prbg.g_01444
OG0001144	Syaq.g_00166	Prbg.g_01439
OG0001145	Syaq.g_00284	Prbg.g_00469
OG0001146	Syaq.g_00305	Prbg.g_00481
OG0001147	Syaq.g_00438	Prbg.g_00501
OG0001148	Syaq.g_01761	Prbg.g_00531
OG0001149	Syaq.g_01760	Prbg.g_00532
OG0001150	Syaq.g_01759	Prbg.g_00533
OG0001151	Syaq.g_01746	Prbg.g_00544
OG0001152	Syaq.g_01745	Prbg.g_00545
OG0001153	Syaq.g_00413	Prbg.g_00623
OG0001154	Syaq.g_00414	Prbg.g_00624
OG0001155	Syaq.g_01739	Prbg.g_00641
OG0001156	Syaq.g_01729	Prbg.g_00644
OG0001157	Syaq.g_01728	Prbg.g_00645
OG0001158	Syaq.g_01727	Prbg.g_00646
OG0001159	Syaq.g_01726	Prbg.g_00647
OG0001160	Syaq.g_01693	Prbg.g_00673
OG0001161	Syaq.g_01233	Prbg.g_01593
OG0001162	Syaq.g_00331	Prbg.g_00726
OG0001163	Syaq.g_01685	Prbg.g_01641
OG0001164	Syaq.g_01679	Prbg.g_01645
OG0001165	Syaq.g_01674	Prbg.g_01648
OG0001166	Syaq.g_01652	Prbg.g_01669
OG0001167	Syaq.g_01039	Prbg.g_01686
OG0001169	Syaq.g_01620	Prbg.g_01690
OG0001170	Syaq.g_01618	Prbg.g_01692
OG0001171	Syaq.g_01607	Prbg.g_01702
OG0001172	Syaq.g_00690	Prbg.g_01718
OG0001173	Syaq.g_00689	Prbg.g_01719
OG0001174	Syaq.g_00681	Prbg.g_01727
OG0001175	Syaq.g_00680	Prbg.g_01728
OG0001176	Syaq.g_00656	Prbg.g_01736
OG0001177	Syaq.g_00658	Prbg.g_01738
OG0001178	Syaq.g_01667	Prbg.g_01655
OG0001179	Syaq.g_00626	Prbg.g_01768
OG0001180	Syaq.g_00600	Prbg.g_01791
OG0001181	Syaq.g_00596	Prbg.g_01795
OG0001182	Syaq.g_00587	Prbg.g_01803
OG0001183	Syaq.g_00579	Prbg.g_01808
OG0001184	Syaq.g_00995	Prbg.g_01826
OG0001185	Syaq.g_01022	Prbg.g_01842
OG0001186	Syaq.g_01058	Prbg.g_01866
OG0001187	Syaq.g_01061	Prbg.g_01869
OG0001188	Syaq.g_01065	Prbg.g_01871
OG0001189	Syaq.g_01095	Prbg.g_01888
OG0001190	Syaq.g_01264	Prbg.g_01893
OG0001191	Syaq.g_01248	Prbg.g_01903
OG0001192	Syaq.g_01242	Prbg.g_01908
OG0001193	Syaq.g_01217	Prbg.g_01920
OG0001194	Syaq.g_01214	Prbg.g_01921
OG0001195	Syaq.g_01213	Prbg.g_01922
OG0001196	Syaq.g_01169	Prbg.g_01938
OG0001197	Syaq.g_01167	Prbg.g_01940
OG0001198	Syaq.g_01153	Prbg.g_00764
OG0001199	Syaq.g_01553	Prbg.g_00795
OG0001200	Syaq.g_01551	Prbg.g_00793
OG0001201	Syaq.g_01486	Prbg.g_00880
OG0001202	Syaq.g_01358	Prbg.g_00978
OG0001203	Syaq.g_01581	Prbg.g_01020
OG0001204	Syaq.g_00709	Prbg.g_01026
OG0001205	Syaq.g_00491	Prbg.g_00165
OG0001206	Syaq.g_00468	Prbg.g_00185
OG0001207	Syaq.g_01764	Prbg.g_00196
OG0001208	Syaq.g_01774	Prbg.g_00201
OG0001209	Syaq.g_01841	Prbg.g_00252
OG0001210	Syaq.g_01852	Prbg.g_00257
OG0001211	Syaq.g_01932	Prbg.g_00268
OG0001212	Syaq.g_01990	Prbg.g_00315
OG0001213	Syaq.g_02072	Prbg.g_00350
OG0001214	Syaq.g_02084	Prbg.g_01420
OG0001215	Syaq.g_02580	Prbg.g_01132
OG0001216	Syaq.g_00026	Prbg.g_01153
OG0001217	Syaq.g_01885	Prbg.g_00006
OG0001218	Syaq.g_00423	Prbg.g_01549
OG0001219	Syaq.g_02434	Prbg.g_01258
OG0001220	Syaq.g_02412	Prbg.g_01215
OG0001221	Syaq.g_02300	Prbg.g_01095
OG0001222	Syaq.g_02472	Prbg.g_01337
OG0001223	Syaq.g_02516	Prbg.g_01305
OG0001224	Syaq.g_02683	Prbg.g_01238
OG0001225	Syaq.g_02681	Prbg.g_01236
OG0001226	Syaq.g_01543	Prbg.g_00358
OG0001227	Syaq.g_00333	Prbg.g_01534
OG0001230	Syaq.g_00361	Prbg.g_00584
OG0001231	Syaq.g_01133	Prbg.g_00142
OG0001232	Syaq.g_01643	Prbg.g_01673
OG0001233	Syaq.g_01617	Prbg.g_01693
OG0001234	Syaq.g_00676	Prbg.g_01730
OG0001235	Syaq.g_00665	Prbg.g_01734
OG0001236	Syaq.g_00990	Prbg.g_01823
OG0001237	Syaq.g_00999	Prbg.g_01827
OG0001238	Syaq.g_01246	Prbg.g_01904
OG0001239	Syaq.g_01556	Prbg.g_00798
OG0001240	Syaq.g_01502	Prbg.g_00863
OG0001241	Syaq.g_01492	Prbg.g_00873
OG0001243	Syaq.g_01457	Prbg.g_00900
OG0001244	Syaq.g_01430	Prbg.g_00915
OG0001245	Syaq.g_01916	Prbg.g_01525
OG0001248	Syaq.g_01891	Prbg.g_01127
OG0001249	Syaq.g_00563	Prbg.g_00114
OG0001250	Syaq.g_02389	Prbg.g_01202
OG0001251	Syaq.g_02135	Prbg.g_01063
OG0001252	Syaq.g_02690	Prbg.g_01243
OG0001253	Syaq.g_01918	Prbg.g_00361
OG0001254	Syaq.g_02214	Prbg.g_00751
OG0001255	Syaq.g_02111	Prbg.g_01504
OG0001256	Syaq.g_01686	Prbg.g_00680
OG0001258	Syaq.g_01676	Prbg.g_01646
OG0001259	Syaq.g_01619	Prbg.g_01691
OG0001260	Syaq.g_01595	Prbg.g_01708
OG0001261	Syaq.g_00617	Prbg.g_01776
OG0001262	Syaq.g_01093	Prbg.g_01886
OG0001263	Syaq.g_01454	Prbg.g_00902
OG0001265	Syaq.g_01466	Prbg.g_00892
OG0001266	Syaq.g_01354	Prbg.g_00982
OG0001267	Syaq.g_00763	Prbg.g_00059
OG0001268	Syaq.g_00553	Prbg.g_00122
OG0001269	Syaq.g_01866	Prbg.g_01214
OG0001270	Syaq.g_00504	Prbg.g_00154
OG0001271	Syaq.g_00445	Prbg.g_00191
OG0001272	Syaq.g_01778	Prbg.g_00205
OG0001273	Syaq.g_02077	Prbg.g_01426
OG0001274	Syaq.g_01303	Prbg.g_01006
OG0001275	Syaq.g_02531	Prbg.g_01315
OG0001276	Syaq.g_00062	Prbg.g_01329
OG0001278	Syaq.g_00155	Prbg.g_01432
OG0001279	Syaq.g_01867	Prbg.g_00407
OG0001280	Syaq.g_00294	Prbg.g_00476
OG0001281	Syaq.g_00306	Prbg.g_00482
OG0001282	Syaq.g_01762	Prbg.g_00530
OG0001283	Syaq.g_01175	Prbg.g_01935
OG0001284	Syaq.g_01700	Prbg.g_00666
OG0001285	Syaq.g_01639	Prbg.g_01676
OG0001286	Syaq.g_00602	Prbg.g_01789
OG0001287	Syaq.g_01030	Prbg.g_01849
OG0001289	Syaq.g_01528	Prbg.g_00783
OG0001290	Syaq.g_01493	Prbg.g_00872
OG0001291	Syaq.g_01444	Prbg.g_00910
OG0001293	Syaq.g_00736	Prbg.g_01044
OG0001296	Syaq.g_01808	Prbg.g_00228
OG0001297	Syaq.g_01812	Prbg.g_00233
OG0001298	Syaq.g_01967	Prbg.g_00295
OG0001299	Syaq.g_02246	Prbg.g_01389
OG0001300	Syaq.g_02589	Prbg.g_01136
OG0001301	Syaq.g_02602	Prbg.g_01141
OG0001302	Syaq.g_02115	Prbg.g_01254
OG0001303	Syaq.g_02437	Prbg.g_01612
OG0001304	Syaq.g_00049	Prbg.g_01342
OG0001305	Syaq.g_02673	Prbg.g_01230
OG0001306	Syaq.g_00267	Prbg.g_01501
OG0001308	Syaq.g_00385	Prbg.g_00601
OG0001312	Syaq.g_02449	Prbg.g_01267
OG0001314	Syaq.g_00826	Prbg.g_00439
OG0001315	Syaq.g_00581	Prbg.g_01539
OG0001316	Syaq.g_01437	Prbg.g_00914
OG0001317	Syaq.g_01576	Prbg.g_01016
OG0001318	Syaq.g_00728	Prbg.g_01040
OG0001319	Syaq.g_00751	Prbg.g_00052
OG0001321	Syaq.g_00483	Prbg.g_00171
OG0001322	Syaq.g_00482	Prbg.g_00172
OG0001323	Syaq.g_01820	Prbg.g_00238
OG0001324	Syaq.g_02590	Prbg.g_01137
OG0001325	Syaq.g_00030	Prbg.g_01372
OG0001327	Syaq.g_02259	Prbg.g_01072
OG0001328	Syaq.g_02280	Prbg.g_00458
OG0001329	Syaq.g_02113	Prbg.g_01609
OG0001330	Syaq.g_00287	Prbg.g_00697
OG0001331	Syaq.g_01757	Prbg.g_00535
OG0001333	Syaq.g_01622	Prbg.g_01687
OG0001337	Syaq.g_00564	Prbg.g_00109
OG0001343	Syaq.g_00700	Prbg.g_01060
OG0001345	Syaq.g_00213	Prbg.g_01466
OG0001346	Syaq.g_00298	Prbg.g_00478
OG0001348	Syaq.g_02703	Prbg.g_00712
OG0001349	Syaq.g_00942	Prbg.g_00553
OG0001350	Syaq.g_01580	Prbg.g_01019
OG0001351	Syaq.g_00476	Prbg.g_00177
OG0001352	Syaq.g_01904	Prbg.g_01121
OG0001353	Syaq.g_02379	Prbg.g_01192
OG0001354	Syaq.g_02503	Prbg.g_01297
OG0001355	Syaq.g_00797	Prbg.g_01351
OG0001356	Syaq.g_02555, Syaq.g_00127	Prbg.g_01638
OG0001357	Syaq.g_00825, Syaq.g_02130	Prbg.g_00451
OG0001359	Syaq.g_00699	Prbg.g_01061
OG0001364	Syaq.g_00972	Prbg.g_01814
OG0001365	Syaq.g_01259	Prbg.g_01897
OG0001368	Syaq.g_00708	Prbg.g_00452, Prbg.g_00035, Prbg.g_00441
OG0001369	Syaq.g_01503	Prbg.g_00862
OG0001375	Syaq.g_00701	Prbg.g_01059
OG0001379	Syaq.g_00289	Prbg.g_00471
OG0001380	Syaq.g_01915	Prbg.g_01551
OG0001382	Syaq.g_00662	Prbg.g_01554
OG0001394	Syaq.g_02307	Prbg.g_01099
OG0001401	Syaq.g_02383	Prbg.g_01197
OG0001402	Syaq.g_02061	Prbg.g_00344
OG0001409	Syaq.g_00229	Prbg.g_01478
OG0001418	Syaq.g_00243	Prbg.g_01126
OG0001428	Syaq.g_01396	Prbg.g_00950
OG0001429	Syaq.g_02438	Prbg.g_01259
OG0001430	Syaq.g_01271	Prbg.g_01550
OG0001433	Syaq.g_00128	Prbg.g_01637
OG0001434	Syaq.g_02312	Prbg.g_01104
OG0001435	Syaq.g_02265	Prbg.g_01080
OG0001443	Syaq.g_01236	Prbg.g_01547
OG0001448	Syaq.g_01873	Prbg.g_00175
OG0001460	Syaq.g_00129	Prbg.g_01636
OG0001461	Syaq.g_02163	Prbg.g_00817
OG0001465	Syaq.g_02704	Prbg.g_01148
OG0001467	Syaq.g_00354	Prbg.g_00524
OG0001476	Syaq.g_00111, Syaq.g_02188, Syaq.g_02195, Syaq.g_00233	Prbg.g_01479
OG0001477	Syaq.g_02599	Prbg.g_00384
OG0001484	Syaq.g_02628	Prbg.g_00696
OG0001486	Syaq.g_00251	Prbg.g_01488
OG0001487	Syaq.g_00422	Prbg.g_00631
OG0001488	Syaq.g_00224	Prbg.g_01473
OG0001489	Syaq.g_00591, Syaq.g_02565	Prbg.g_01800
OG0001496	Syaq.g_02596	Prbg.g_00386
OG0001497	Syaq.g_02598	Prbg.g_00385
OG0001498	Syaq.g_00528	Prbg.g_00138
OG0001505	Syaq.g_00906	Prbg.g_00039
OG0001510	Syaq.g_01034	Prbg.g_01853
OG0001511	Syaq.g_01478	Prbg.g_00884
OG0001512	Syaq.g_01583	Prbg.g_01543
OG0001514	Syaq.g_02595	Prbg.g_00387
OG0001515	Syaq.g_02585	Prbg.g_01134
OG0001516	Syaq.g_02243	Prbg.g_01392
OG0001517	Syaq.g_00558	Prbg.g_00118
OG0001518	Syaq.g_01244	Prbg.g_01906
OG0001519	Syaq.g_01234	Prbg.g_01911
OG0001525	Syaq.g_02129	Prbg.g_01615
OG0001527	Syaq.g_01946	Prbg.g_00281
OG0001529	Syaq.g_01102	Prbg.g_00833
OG0001530	Syaq.g_01480	Prbg.g_00883
OG0001531	Syaq.g_01584	Prbg.g_01021
OG0001532	Syaq.g_00195	Prbg.g_01455
OG0001534	Syaq.g_00048	Prbg.g_01343
OG0001535	Syaq.g_00065	Prbg.g_01327
OG0001536	Syaq.g_02480	Prbg.g_01283
OG0001537	Syaq.g_02301	Prbg.g_01096
OG0001538	Syaq.g_02345	Prbg.g_01164
OG0001539	Syaq.g_02261	Prbg.g_01074
OG0001540	Syaq.g_01452	Prbg.g_00904
OG0001541	Syaq.g_01387	Prbg.g_00958
OG0001542	Syaq.g_01379	Prbg.g_00964
OG0001544	Syaq.g_01235	Prbg.g_01910
OG0001545	Syaq.g_01185	Prbg.g_01925
OG0001549	Syaq.g_02416	Prbg.g_01224
OG0001557	Syaq.g_02308	Prbg.g_01100
OG0001559	Syaq.g_01481	Prbg.g_00882
OG0001560	Syaq.g_01494	Prbg.g_00871
OG0001561	Syaq.g_00059	Prbg.g_01333
OG0001562	Syaq.g_00073	Prbg.g_01320
OG0001563	Syaq.g_00608	Prbg.g_01784
OG0001564	Syaq.g_02158	Prbg.g_00814
OG0001565	Syaq.g_02120	Prbg.g_00432
OG0001574	Syaq.g_01944	Prbg.g_00279
OG0001575	Syaq.g_01949	Prbg.g_00284
OG0001576	Syaq.g_00326	Prbg.g_00491
OG0001577	Syaq.g_00254	Prbg.g_01491
OG0001580	Syaq.g_01275	Prbg.g_00826
OG0001588	Syaq.g_00974	Prbg.g_00145
OG0001591	Syaq.g_02254	Prbg.g_01113
OG0001592	Syaq.g_01274	Prbg.g_00827
OG0001605	Syaq.g_01892	Prbg.g_00012
OG0001614	Syaq.g_01020	Prbg.g_01841
OG0001616	Syaq.g_00208	Prbg.g_01463
OG0001617	Syaq.g_02593	Prbg.g_01138
OG0001619	Syaq.g_02469	Prbg.g_01276
OG0001620	Syaq.g_00546	Prbg.g_00126
OG0001621	Syaq.g_00724	Prbg.g_01036
OG0001622	Syaq.g_01176	Prbg.g_01934
OG0001636	Syaq.g_01109	Prbg.g_00839
OG0001638	Syaq.g_01660	Prbg.g_01661
OG0001639	Syaq.g_01738	Prbg.g_00640
OG0001640	Syaq.g_02695	Prbg.g_01246
OG0001641	Syaq.g_02520	Prbg.g_01308
OG0001642	Syaq.g_02411	Prbg.g_01213
OG0001643	Syaq.g_02087	Prbg.g_01417
OG0001654	Syaq.g_01736	Prbg.g_00638
OG0001657	Syaq.g_01413	Prbg.g_00933
OG0001658	Syaq.g_01265	Prbg.g_00831
OG0001659	Syaq.g_00199	Prbg.g_00717
OG0001678	Syaq.g_00691	Prbg.g_01717
OG0001679	Syaq.g_02436	Prbg.g_00113
OG0001693	Syaq.g_02678	Prbg.g_01594
OG0001709	Syaq.g_00943	Prbg.g_00567
OG0001733	Syaq.g_02256	Prbg.g_01634
OG0001747	Syaq.g_01432	Prbg.g_00146
OG0001770	Syaq.g_02165	Prbg.g_01565
OG0001807	Syaq.g_00968	Prbg.g_00815
OG0001916	Syaq.g_01790	Prbg.g_00215
OG0001917	Syaq.g_00063	Prbg.g_01328
OG0001996	Syaq.g_01116	Prbg.g_00845
OG0002003	Syaq.g_02584	Prbg.g_00014
OG0002019	Syaq.g_00994	Prbg.g_00720
OG0002052	Syaq.g_02551	Prbg.g_01338
OG0002122	Syaq.g_02583	Prbg.g_00015
OG0002246	Syaq.g_00271, Syaq.g_00518	Prbg.g_01598
OG0002389	Syaq.g_00586	Prbg.g_01804
