Orthogroup	Syaq	Prbi
OG0001087	Syaq.g_02574	Prbi.g_00691
OG0001088	Syaq.g_02576	Prbi.g_00692
OG0001089	Syaq.g_02604	Prbi.g_00700
OG0001090	Syaq.g_00024	Prbi.g_00746
OG0001091	Syaq.g_00027	Prbi.g_00748
OG0001092	Syaq.g_00029	Prbi.g_00749
OG0001093	Syaq.g_00035	Prbi.g_00754
OG0001094	Syaq.g_02334	Prbi.g_00841
OG0001095	Syaq.g_02354	Prbi.g_00860
OG0001096	Syaq.g_02370	Prbi.g_00873
OG0001097	Syaq.g_02393	Prbi.g_00892
OG0001098	Syaq.g_02415	Prbi.g_00907
OG0001099	Syaq.g_01471	Prbi.g_00939
OG0001100	Syaq.g_02262	Prbi.g_00943
OG0001101	Syaq.g_02263	Prbi.g_00945
OG0001102	Syaq.g_02266	Prbi.g_00948
OG0001103	Syaq.g_02268	Prbi.g_00950
OG0001104	Syaq.g_02316	Prbi.g_00972
OG0001105	Syaq.g_02320	Prbi.g_00976
OG0001106	Syaq.g_02471	Prbi.g_01000
OG0001108	Syaq.g_02491	Prbi.g_01011
OG0001109	Syaq.g_02493	Prbi.g_01012
OG0001110	Syaq.g_02495	Prbi.g_01014
OG0001111	Syaq.g_02497	Prbi.g_01015
OG0001112	Syaq.g_02499	Prbi.g_01016
OG0001113	Syaq.g_02539	Prbi.g_01017
OG0001114	Syaq.g_02500	Prbi.g_01018
OG0001115	Syaq.g_02504	Prbi.g_01020
OG0001116	Syaq.g_02506	Prbi.g_01021
OG0001117	Syaq.g_02507	Prbi.g_01022
OG0001118	Syaq.g_02508	Prbi.g_01023
OG0001119	Syaq.g_02510	Prbi.g_01024
OG0001120	Syaq.g_02514	Prbi.g_01026
OG0001121	Syaq.g_01919	Prbi.g_01172, Prbi.g_01029
OG0001122	Syaq.g_00069	Prbi.g_01058
OG0001123	Syaq.g_00061	Prbi.g_01062
OG0001124	Syaq.g_00060	Prbi.g_01064
OG0001125	Syaq.g_00058	Prbi.g_01065
OG0001126	Syaq.g_02693	Prbi.g_01075
OG0001127	Syaq.g_02692	Prbi.g_01076
OG0001128	Syaq.g_02689	Prbi.g_01078
OG0001129	Syaq.g_02687	Prbi.g_01079
OG0001130	Syaq.g_02686	Prbi.g_01080
OG0001131	Syaq.g_02284	Prbi.g_01117
OG0001132	Syaq.g_01872	Prbi.g_01127
OG0001133	Syaq.g_02063	Prbi.g_01161
OG0001134	Syaq.g_02213	Prbi.g_01174
OG0001135	Syaq.g_02212	Prbi.g_01177
OG0001136	Syaq.g_00252	Prbi.g_01204
OG0001137	Syaq.g_00228	Prbi.g_01215
OG0001138	Syaq.g_00196	Prbi.g_01233
OG0001139	Syaq.g_00194	Prbi.g_01234
OG0001140	Syaq.g_00193	Prbi.g_01235
OG0001141	Syaq.g_00192	Prbi.g_01236
OG0001142	Syaq.g_00191	Prbi.g_01237
OG0001143	Syaq.g_00182	Prbi.g_01244
OG0001144	Syaq.g_00166	Prbi.g_01249
OG0001145	Syaq.g_00284	Prbi.g_01383
OG0001146	Syaq.g_00305	Prbi.g_01395
OG0001147	Syaq.g_00438	Prbi.g_01425
OG0001148	Syaq.g_01761	Prbi.g_01441
OG0001149	Syaq.g_01760	Prbi.g_01442
OG0001150	Syaq.g_01759	Prbi.g_01443
OG0001151	Syaq.g_01746	Prbi.g_01454
OG0001152	Syaq.g_01745	Prbi.g_01455
OG0001153	Syaq.g_00413	Prbi.g_01622
OG0001154	Syaq.g_00414	Prbi.g_01623
OG0001155	Syaq.g_01739	Prbi.g_01635
OG0001156	Syaq.g_01729	Prbi.g_01638
OG0001157	Syaq.g_01728	Prbi.g_01639
OG0001158	Syaq.g_01727	Prbi.g_01640
OG0001159	Syaq.g_01726	Prbi.g_01641
OG0001160	Syaq.g_01693	Prbi.g_01665
OG0001161	Syaq.g_01233	Prbi.g_01678
OG0001162	Syaq.g_00331	Prbi.g_01689
OG0001163	Syaq.g_01685	Prbi.g_01779
OG0001164	Syaq.g_01679	Prbi.g_01783
OG0001166	Syaq.g_01652	Prbi.g_01806
OG0001167	Syaq.g_01039	Prbi.g_01823
OG0001169	Syaq.g_01620	Prbi.g_01827
OG0001170	Syaq.g_01618	Prbi.g_01829
OG0001171	Syaq.g_01607	Prbi.g_01838
OG0001172	Syaq.g_00690	Prbi.g_01851
OG0001173	Syaq.g_00689	Prbi.g_01852
OG0001174	Syaq.g_00681	Prbi.g_01860
OG0001175	Syaq.g_00680	Prbi.g_01861
OG0001176	Syaq.g_00656	Prbi.g_01869
OG0001177	Syaq.g_00658	Prbi.g_01872
OG0001178	Syaq.g_01667	Prbi.g_01877
OG0001179	Syaq.g_00626	Prbi.g_01922
OG0001180	Syaq.g_00600	Prbi.g_01944
OG0001181	Syaq.g_00596	Prbi.g_01948
OG0001182	Syaq.g_00587	Prbi.g_01955
OG0001183	Syaq.g_00579	Prbi.g_01959
OG0001184	Syaq.g_00995	Prbi.g_01975
OG0001185	Syaq.g_01022	Prbi.g_01989
OG0001186	Syaq.g_01058	Prbi.g_02012
OG0001187	Syaq.g_01061	Prbi.g_02028
OG0001188	Syaq.g_01065	Prbi.g_02031
OG0001189	Syaq.g_01095	Prbi.g_02048
OG0001190	Syaq.g_01264	Prbi.g_02052
OG0001191	Syaq.g_01248	Prbi.g_02062
OG0001192	Syaq.g_01242	Prbi.g_02067
OG0001193	Syaq.g_01217	Prbi.g_02077
OG0001194	Syaq.g_01214	Prbi.g_02078
OG0001195	Syaq.g_01213	Prbi.g_02079
OG0001196	Syaq.g_01169	Prbi.g_02092
OG0001197	Syaq.g_01167	Prbi.g_02093
OG0001198	Syaq.g_01153	Prbi.g_02100
OG0001199	Syaq.g_01553	Prbi.g_00081
OG0001200	Syaq.g_01551	Prbi.g_00083
OG0001201	Syaq.g_01486	Prbi.g_00115
OG0001202	Syaq.g_01358	Prbi.g_00223
OG0001203	Syaq.g_01581	Prbi.g_00262
OG0001204	Syaq.g_00709	Prbi.g_00267
OG0001205	Syaq.g_00491	Prbi.g_00446
OG0001206	Syaq.g_00468	Prbi.g_00464
OG0001207	Syaq.g_01764	Prbi.g_00480
OG0001208	Syaq.g_01774	Prbi.g_00485
OG0001209	Syaq.g_01841	Prbi.g_00538
OG0001210	Syaq.g_01852	Prbi.g_00543
OG0001211	Syaq.g_01932	Prbi.g_00553
OG0001212	Syaq.g_01990	Prbi.g_00598
OG0001213	Syaq.g_02072	Prbi.g_00631
OG0001214	Syaq.g_02084	Prbi.g_00640
OG0001215	Syaq.g_02580	Prbi.g_00693
OG0001216	Syaq.g_00026	Prbi.g_00747
OG0001217	Syaq.g_01885	Prbi.g_00792
OG0001218	Syaq.g_00423	Prbi.g_00800
OG0001219	Syaq.g_02434	Prbi.g_00835
OG0001220	Syaq.g_02412	Prbi.g_00899
OG0001221	Syaq.g_02300	Prbi.g_00962
OG0001222	Syaq.g_02472	Prbi.g_01001
OG0001223	Syaq.g_02516	Prbi.g_01027
OG0001224	Syaq.g_02683	Prbi.g_01082
OG0001225	Syaq.g_02681	Prbi.g_01084
OG0001226	Syaq.g_01543	Prbi.g_01111
OG0001227	Syaq.g_00333	Prbi.g_01130
OG0001230	Syaq.g_00361	Prbi.g_01581
OG0001231	Syaq.g_01133	Prbi.g_01687
OG0001232	Syaq.g_01643	Prbi.g_01810
OG0001233	Syaq.g_01617	Prbi.g_01830
OG0001234	Syaq.g_00676	Prbi.g_01864
OG0001235	Syaq.g_00665	Prbi.g_01874
OG0001236	Syaq.g_00990	Prbi.g_01972
OG0001237	Syaq.g_00999	Prbi.g_01976
OG0001238	Syaq.g_01246	Prbi.g_02063
OG0001239	Syaq.g_01556	Prbi.g_00078
OG0001240	Syaq.g_01502	Prbi.g_00100
OG0001241	Syaq.g_01492	Prbi.g_00108
OG0001243	Syaq.g_01457	Prbi.g_00133
OG0001244	Syaq.g_01430	Prbi.g_00149
OG0001245	Syaq.g_01916	Prbi.g_00404
OG0001246	Syaq.g_01802	Prbi.g_00507
OG0001248	Syaq.g_01891	Prbi.g_00688
OG0001249	Syaq.g_00563	Prbi.g_00825
OG0001250	Syaq.g_02389	Prbi.g_00888
OG0001251	Syaq.g_02135	Prbi.g_00935
OG0001252	Syaq.g_02690	Prbi.g_01077
OG0001253	Syaq.g_01918	Prbi.g_01131
OG0001254	Syaq.g_02214	Prbi.g_01176
OG0001255	Syaq.g_02111	Prbi.g_01191
OG0001256	Syaq.g_01686	Prbi.g_01680
OG0001258	Syaq.g_01676	Prbi.g_01784
OG0001259	Syaq.g_01619	Prbi.g_01828
OG0001260	Syaq.g_01595	Prbi.g_01844
OG0001261	Syaq.g_00617	Prbi.g_01930
OG0001262	Syaq.g_01093	Prbi.g_02046
OG0001263	Syaq.g_01454	Prbi.g_00136
OG0001265	Syaq.g_01466	Prbi.g_00126
OG0001266	Syaq.g_01354	Prbi.g_00227
OG0001267	Syaq.g_00763	Prbi.g_00304
OG0001268	Syaq.g_00553	Prbi.g_00363
OG0001269	Syaq.g_01866	Prbi.g_00383
OG0001270	Syaq.g_00504	Prbi.g_00435
OG0001271	Syaq.g_00445	Prbi.g_00475
OG0001272	Syaq.g_01778	Prbi.g_00489
OG0001273	Syaq.g_02077	Prbi.g_00634
OG0001274	Syaq.g_01303	Prbi.g_00707
OG0001275	Syaq.g_02531	Prbi.g_01037
OG0001276	Syaq.g_00062	Prbi.g_01061
OG0001278	Syaq.g_00155	Prbi.g_01257
OG0001279	Syaq.g_01867	Prbi.g_01332
OG0001280	Syaq.g_00294	Prbi.g_01390
OG0001281	Syaq.g_00306	Prbi.g_01396
OG0001282	Syaq.g_01762	Prbi.g_01440
OG0001283	Syaq.g_01175	Prbi.g_01459
OG0001284	Syaq.g_01700	Prbi.g_01660
OG0001285	Syaq.g_01639	Prbi.g_01813
OG0001286	Syaq.g_00602	Prbi.g_01942
OG0001287	Syaq.g_01030	Prbi.g_01996
OG0001289	Syaq.g_01528	Prbi.g_00094
OG0001290	Syaq.g_01493	Prbi.g_00107
OG0001291	Syaq.g_01444	Prbi.g_00143
OG0001293	Syaq.g_00736	Prbi.g_00285
OG0001294	Syaq.g_02252	Prbi.g_00402
OG0001296	Syaq.g_01808	Prbi.g_00512
OG0001297	Syaq.g_01812	Prbi.g_00517
OG0001298	Syaq.g_01967	Prbi.g_00579
OG0001299	Syaq.g_02246	Prbi.g_00669
OG0001300	Syaq.g_02589	Prbi.g_00696
OG0001301	Syaq.g_02602	Prbi.g_00699
OG0001302	Syaq.g_02115	Prbi.g_00834
OG0001303	Syaq.g_02437	Prbi.g_01041
OG0001304	Syaq.g_00049	Prbi.g_01071
OG0001305	Syaq.g_02673	Prbi.g_01090
OG0001306	Syaq.g_00267	Prbi.g_01193
OG0001308	Syaq.g_00385	Prbi.g_01601
OG0001312	Syaq.g_02449	Prbi.g_00990
OG0001314	Syaq.g_00826	Prbi.g_00723, Prbi.g_00783
OG0001315	Syaq.g_00581	Prbi.g_00068
OG0001316	Syaq.g_01437	Prbi.g_00148
OG0001317	Syaq.g_01576	Prbi.g_00258
OG0001318	Syaq.g_00728	Prbi.g_00280
OG0001319	Syaq.g_00751	Prbi.g_00296
OG0001321	Syaq.g_00483	Prbi.g_00452
OG0001322	Syaq.g_00482	Prbi.g_00453
OG0001323	Syaq.g_01820	Prbi.g_00522
OG0001324	Syaq.g_02590	Prbi.g_00697
OG0001325	Syaq.g_00030	Prbi.g_00750
OG0001326	Syaq.g_01205	Prbi.g_00923
OG0001327	Syaq.g_02259	Prbi.g_01102
OG0001328	Syaq.g_02280	Prbi.g_01129
OG0001329	Syaq.g_02113	Prbi.g_01169
OG0001330	Syaq.g_00287	Prbi.g_01362
OG0001331	Syaq.g_01757	Prbi.g_01445
OG0001333	Syaq.g_01622	Prbi.g_01824
OG0001336	Syaq.g_01174	Prbi.g_02089
OG0001343	Syaq.g_00700	Prbi.g_00932
OG0001345	Syaq.g_00213	Prbi.g_01226
OG0001346	Syaq.g_00298	Prbi.g_01392
OG0001348	Syaq.g_02703	Prbi.g_01707
OG0001349	Syaq.g_00942	Prbi.g_01590
OG0001350	Syaq.g_01580	Prbi.g_01748
OG0001351	Syaq.g_00476	Prbi.g_00455
OG0001352	Syaq.g_01904	Prbi.g_00683
OG0001353	Syaq.g_02379	Prbi.g_00879
OG0001354	Syaq.g_02503	Prbi.g_01019
OG0001355	Syaq.g_00797	Prbi.g_01724
OG0001356	Syaq.g_02555, Syaq.g_00127	Prbi.g_01301
OG0001358	Syaq.g_02056	Prbi.g_00622
OG0001359	Syaq.g_00699	Prbi.g_00933
OG0001360	Syaq.g_00211	Prbi.g_01132
OG0001361	Syaq.g_00216	Prbi.g_01223
OG0001364	Syaq.g_00972	Prbi.g_01965
OG0001365	Syaq.g_01259	Prbi.g_02056
OG0001369	Syaq.g_01503	Prbi.g_01522, Prbi.g_00099
OG0001373	Syaq.g_01206	Prbi.g_00922
OG0001374	Syaq.g_01198	Prbi.g_00930
OG0001375	Syaq.g_00701	Prbi.g_00931
OG0001378	Syaq.g_00506	Prbi.g_01141
OG0001379	Syaq.g_00289	Prbi.g_01385
OG0001380	Syaq.g_01915	Prbi.g_01427
OG0001382	Syaq.g_00662	Prbi.g_01699
OG0001385	Syaq.g_01209	Prbi.g_00919
OG0001386	Syaq.g_01208	Prbi.g_00920
OG0001387	Syaq.g_01207	Prbi.g_00921
OG0001388	Syaq.g_01204	Prbi.g_00924
OG0001389	Syaq.g_01203	Prbi.g_00925
OG0001390	Syaq.g_01202	Prbi.g_00926
OG0001391	Syaq.g_01201	Prbi.g_00927
OG0001392	Syaq.g_01200	Prbi.g_00928
OG0001393	Syaq.g_01199	Prbi.g_00929
OG0001394	Syaq.g_02307	Prbi.g_00966
OG0001395	Syaq.g_00045	Prbi.g_01073
OG0001402	Syaq.g_02061	Prbi.g_00808
OG0001408	Syaq.g_02125	Prbi.g_01114
OG0001409	Syaq.g_00229	Prbi.g_01214
OG0001413	Syaq.g_00139, Syaq.g_02051	Prbi.g_01675
OG0001416	Syaq.g_00303	Prbi.g_00460
OG0001417	Syaq.g_02502	Prbi.g_00471
OG0001418	Syaq.g_00243	Prbi.g_00687
OG0001420	Syaq.g_01833	Prbi.g_01150
OG0001428	Syaq.g_01396	Prbi.g_00196
OG0001429	Syaq.g_02438	Prbi.g_00836
OG0001430	Syaq.g_01271	Prbi.g_01356
OG0001432	Syaq.g_01862	Prbi.g_01673
OG0001433	Syaq.g_00128	Prbi.g_01302
OG0001435	Syaq.g_02265	Prbi.g_00947
OG0001438	Syaq.g_00778	Prbi.g_00317
OG0001439	Syaq.g_00863	Prbi.g_00331
OG0001441	Syaq.g_01822	Prbi.g_00524
OG0001442	Syaq.g_02322	Prbi.g_00781
OG0001447	Syaq.g_01456	Prbi.g_00134
OG0001448	Syaq.g_01873	Prbi.g_00391
OG0001449	Syaq.g_00698	Prbi.g_00421
OG0001452	Syaq.g_00723	Prbi.g_00937
OG0001453	Syaq.g_02522	Prbi.g_01031
OG0001454	Syaq.g_01917	Prbi.g_01125
OG0001456	Syaq.g_01196	Prbi.g_01184
OG0001457	Syaq.g_01195	Prbi.g_01185
OG0001458	Syaq.g_01194	Prbi.g_01186
OG0001460	Syaq.g_00129	Prbi.g_01303
OG0001461	Syaq.g_02163	Prbi.g_01545
OG0001462	Syaq.g_01108	Prbi.g_00034
OG0001465	Syaq.g_02704	Prbi.g_00706
OG0001467	Syaq.g_00354	Prbi.g_00826
OG0001471	Syaq.g_00859	Prbi.g_01676
OG0001473	Syaq.g_02134	Prbi.g_02013
OG0001474	Syaq.g_00552	Prbi.g_00364
OG0001475	Syaq.g_00905	Prbi.g_01472
OG0001479	Syaq.g_00555	Prbi.g_00361
OG0001480	Syaq.g_02121	Prbi.g_00393
OG0001482	Syaq.g_02512	Prbi.g_00458
OG0001484	Syaq.g_02628	Prbi.g_01369
OG0001486	Syaq.g_00251	Prbi.g_01205
OG0001492	Syaq.g_00158	Prbi.g_01254
OG0001493	Syaq.g_00150	Prbi.g_01262
OG0001494	Syaq.g_00931	Prbi.g_01512
OG0001495	Syaq.g_00659	Prbi.g_01871
OG0001502	Syaq.g_02407	Prbi.g_00817
OG0001505	Syaq.g_00934	Prbi.g_01509
OG0001508	Syaq.g_00902	Prbi.g_01473
OG0001513	Syaq.g_00998	Prbi.g_01761
OG0001520	Syaq.g_01953	Prbi.g_00416
OG0001546	Syaq.g_01825	Prbi.g_00527
OG0001547	Syaq.g_02422	Prbi.g_00819
OG0001551	Syaq.g_02572	Prbi.g_01183
OG0001553	Syaq.g_00368	Prbi.g_01586
OG0001554	Syaq.g_01266	Prbi.g_01682
OG0001557	Syaq.g_02308	Prbi.g_00967
OG0001564	Syaq.g_02158	Prbi.g_01485
OG0001567	Syaq.g_02421	Prbi.g_00818
OG0001568	Syaq.g_02424	Prbi.g_00820
OG0001570	Syaq.g_02417	Prbi.g_01152
OG0001590	Syaq.g_02076, Syaq.g_02177, Syaq.g_02166	Prbi.g_01538
OG0001602	Syaq.g_02705	Prbi.g_00705
OG0001605	Syaq.g_01892	Prbi.g_01054
OG0001613	Syaq.g_00582	Prbi.g_01957
OG0001625	Syaq.g_00730	Prbi.g_00282
OG0001627	Syaq.g_01735	Prbi.g_00797
OG0001647	Syaq.g_00753	Prbi.g_00297
OG0001695	Syaq.g_01191	Prbi.g_01299, Prbi.g_01550
OG0001709	Syaq.g_00943	Prbi.g_01498
OG0001740	Syaq.g_01188	Prbi.g_01298, Prbi.g_01551
OG0001770	Syaq.g_02165	Prbi.g_01537
OG0002125	Syaq.g_00022	Prbi.g_00163, Prbi.g_00717
OG0002364	Syaq.g_02439	Prbi.g_00837
OG0002416	Syaq.g_01565	Prbi.g_01269
OG0002445	Syaq.g_00021	Prbi.g_00712, Prbi.g_00164
OG0002838	Syaq.g_00929, Syaq.g_01634, Syaq.g_02008	Prbi.g_01513
