Orthogroup	Prap	Prab
OG0001168	Prap.g_01584	Prab.g_01853
OG0001169	Prap.g_01583	Prab.g_01854
OG0001170	Prap.g_01582	Prab.g_01855
OG0001171	Prap.g_01581	Prab.g_01856
OG0001172	Prap.g_01579	Prab.g_01858
OG0001173	Prap.g_01577	Prab.g_01860
OG0001174	Prap.g_01576	Prab.g_01861
OG0001175	Prap.g_01575	Prab.g_01862
OG0001176	Prap.g_01573	Prab.g_01863
OG0001177	Prap.g_01571	Prab.g_01865
OG0001178	Prap.g_01568	Prab.g_01868
OG0001179	Prap.g_01567	Prab.g_01869
OG0001180	Prap.g_01566	Prab.g_01870
OG0001181	Prap.g_01565	Prab.g_01871
OG0001182	Prap.g_01564	Prab.g_01872
OG0001183	Prap.g_01563	Prab.g_01873
OG0001184	Prap.g_01561	Prab.g_01875
OG0001185	Prap.g_01559	Prab.g_01879
OG0001186	Prap.g_01558	Prab.g_01880
OG0001187	Prap.g_01557	Prab.g_01881
OG0001188	Prap.g_01556	Prab.g_01882
OG0001189	Prap.g_01555	Prab.g_01883
OG0001190	Prap.g_01554	Prab.g_01884
OG0001191	Prap.g_01553	Prab.g_01885
OG0001192	Prap.g_01552	Prab.g_01886
OG0001193	Prap.g_01551	Prab.g_01887
OG0001194	Prap.g_01550	Prab.g_01888
OG0001195	Prap.g_01549	Prab.g_01889
OG0001196	Prap.g_01548	Prab.g_01890
OG0001197	Prap.g_01547	Prab.g_01891
OG0001198	Prap.g_01546	Prab.g_01892
OG0001199	Prap.g_01545	Prab.g_01893
OG0001200	Prap.g_01544	Prab.g_01894
OG0001201	Prap.g_01543	Prab.g_01895
OG0001202	Prap.g_01542	Prab.g_01896
OG0001203	Prap.g_01541	Prab.g_01898
OG0001204	Prap.g_01539	Prab.g_01900
OG0001205	Prap.g_01537	Prab.g_01901
OG0001206	Prap.g_01536	Prab.g_01902
OG0001207	Prap.g_01535	Prab.g_01903
OG0001208	Prap.g_01534	Prab.g_01904
OG0001209	Prap.g_01533	Prab.g_01905
OG0001210	Prap.g_01532	Prab.g_01906
OG0001211	Prap.g_01531	Prab.g_01907
OG0001212	Prap.g_01530	Prab.g_01908
OG0001213	Prap.g_01529	Prab.g_01909
OG0001214	Prap.g_01527	Prab.g_01911
OG0001215	Prap.g_01526	Prab.g_01912
OG0001216	Prap.g_01525	Prab.g_01913
OG0001217	Prap.g_01524	Prab.g_01914
OG0001218	Prap.g_01523	Prab.g_01915
OG0001219	Prap.g_01520	Prab.g_01918
OG0001220	Prap.g_01519	Prab.g_01919
OG0001221	Prap.g_01515	Prab.g_01922
OG0001222	Prap.g_01514	Prab.g_01923
OG0001223	Prap.g_01513	Prab.g_01924
OG0001224	Prap.g_01511	Prab.g_01925
OG0001225	Prap.g_01510	Prab.g_01926
OG0001226	Prap.g_01509	Prab.g_01927
OG0001227	Prap.g_01508	Prab.g_01928
OG0001228	Prap.g_01507	Prab.g_01929
OG0001229	Prap.g_01506	Prab.g_01930
OG0001230	Prap.g_01505	Prab.g_01931
OG0001231	Prap.g_01504	Prab.g_01932
OG0001232	Prap.g_01501	Prab.g_01933
OG0001233	Prap.g_01500	Prab.g_01934
OG0001234	Prap.g_01499	Prab.g_01935
OG0001235	Prap.g_01498	Prab.g_01936
OG0001236	Prap.g_01496	Prab.g_01938
OG0001237	Prap.g_01495	Prab.g_01939
OG0001238	Prap.g_01492	Prab.g_01941
OG0001239	Prap.g_01491	Prab.g_01942
OG0001240	Prap.g_01490	Prab.g_01943
OG0001241	Prap.g_01874	Prab.g_01945
OG0001242	Prap.g_01873	Prab.g_01947
OG0001243	Prap.g_01872	Prab.g_01948
OG0001244	Prap.g_01871	Prab.g_01949
OG0001245	Prap.g_01870	Prab.g_01950
OG0001246	Prap.g_01869	Prab.g_01951
OG0001247	Prap.g_01868	Prab.g_01952
OG0001248	Prap.g_00056	Prab.g_01953
OG0001249	Prap.g_00055	Prab.g_01954
OG0001250	Prap.g_00054	Prab.g_01955
OG0001252	Prap.g_01036	Prab.g_00128
OG0001253	Prap.g_01021	Prab.g_00141
OG0001254	Prap.g_01429	Prab.g_00269
OG0001255	Prap.g_01373	Prab.g_00321
OG0001257	Prap.g_01285	Prab.g_00486
OG0001258	Prap.g_01269	Prab.g_00502
OG0001259	Prap.g_01178	Prab.g_00594
OG0001260	Prap.g_00693	Prab.g_00766
OG0001261	Prap.g_00747	Prab.g_00874
OG0001262	Prap.g_00730	Prab.g_00890
OG0001263	Prap.g_00477	Prab.g_01100
OG0001264	Prap.g_00859	Prab.g_01069
OG0001265	Prap.g_00300	Prab.g_00953
OG0001266	Prap.g_01129	Prab.g_01120
OG0001267	Prap.g_00474	Prab.g_01203
OG0001268	Prap.g_00459	Prab.g_01216
OG0001270	Prap.g_00164	Prab.g_01506
OG0001271	Prap.g_00177	Prab.g_01517
OG0001272	Prap.g_01120	Prab.g_01561
OG0001273	Prap.g_00238	Prab.g_01562
OG0001274	Prap.g_01907	Prab.g_01567
OG0001275	Prap.g_00531	Prab.g_01592
OG0001277	Prap.g_01820	Prab.g_01623
OG0001278	Prap.g_01788	Prab.g_01661
OG0001279	Prap.g_01784	Prab.g_01665
OG0001280	Prap.g_01781	Prab.g_01668
OG0001281	Prap.g_01710	Prab.g_01734
OG0001282	Prap.g_01774	Prab.g_01758
OG0001283	Prap.g_01600	Prab.g_01839
OG0001284	Prap.g_01569	Prab.g_01867
OG0001285	Prap.g_01540	Prab.g_01899
OG0001286	Prap.g_01488	Prab.g_01944
OG0001287	Prap.g_01906	Prab.g_00379
OG0001288	Prap.g_01329	Prab.g_00440
OG0001290	Prap.g_00924	Prab.g_00030
OG0001291	Prap.g_00879	Prab.g_00063
OG0001292	Prap.g_00876	Prab.g_00066
OG0001294	Prap.g_01085	Prab.g_00084
OG0001295	Prap.g_01055	Prab.g_00110
OG0001297	Prap.g_00970	Prab.g_00190
OG0001298	Prap.g_01468	Prab.g_00233
OG0001299	Prap.g_01459	Prab.g_00242
OG0001300	Prap.g_00541	Prab.g_00362
OG0001301	Prap.g_00390	Prab.g_00642
OG0001302	Prap.g_01899, Prap.g_01848	Prab.g_00773
OG0001303	Prap.g_00519	Prab.g_00776
OG0001304	Prap.g_00699	Prab.g_00938
OG0001306	Prap.g_01502	Prab.g_01127
OG0001307	Prap.g_00542	Prab.g_01137
OG0001308	Prap.g_00228	Prab.g_01162
OG0001309	Prap.g_01538	Prab.g_01164
OG0001310	Prap.g_00035	Prab.g_01174
OG0001311	Prap.g_00423	Prab.g_01247
OG0001313	Prap.g_01344	Prab.g_01565
OG0001315	Prap.g_01720	Prab.g_01726
OG0001318	Prap.g_01033	Prab.g_00131
OG0001320	Prap.g_01919	Prab.g_00472
OG0001321	Prap.g_01130	Prab.g_00420, Prab.g_00778
OG0001322	Prap.g_00505	Prab.g_00821
OG0001323	Prap.g_00870	Prab.g_01112
OG0001324	Prap.g_00647	Prab.g_01145
OG0001325	Prap.g_00607	Prab.g_01167
OG0001328	Prap.g_00566	Prab.g_01331
OG0001329	Prap.g_01493	Prab.g_01381
OG0001330	Prap.g_00210	Prab.g_01558
OG0001331	Prap.g_01783	Prab.g_01666
OG0001332	Prap.g_01731	Prab.g_01715
OG0001333	Prap.g_01638	Prab.g_01806
OG0001334	Prap.g_01578	Prab.g_01859
OG0001337	Prap.g_01056	Prab.g_00109
OG0001338	Prap.g_00580	Prab.g_00135
OG0001339	Prap.g_00966	Prab.g_00194
OG0001340	Prap.g_01463	Prab.g_00238
OG0001341	Prap.g_01450	Prab.g_00250
OG0001342	Prap.g_01430	Prab.g_00268
OG0001343	Prap.g_01367	Prab.g_00326
OG0001345	Prap.g_01332	Prab.g_00437
OG0001346	Prap.g_01295	Prab.g_00476
OG0001347	Prap.g_01281	Prab.g_00490
OG0001349	Prap.g_01258	Prab.g_00513
OG0001350	Prap.g_01253	Prab.g_00518
OG0001351	Prap.g_01192	Prab.g_00581
OG0001352	Prap.g_00819	Prab.g_00687
OG0001353	Prap.g_00942	Prab.g_00710
OG0001354	Prap.g_00692	Prab.g_00824
OG0001355	Prap.g_00740	Prab.g_00880
OG0001356	Prap.g_00662	Prab.g_01086
OG0001357	Prap.g_00285	Prab.g_00982
OG0001358	Prap.g_00299	Prab.g_00954
OG0001359	Prap.g_01878	Prab.g_01190
OG0001360	Prap.g_01877	Prab.g_01191
OG0001361	Prap.g_00402	Prab.g_01269
OG0001362	Prap.g_00610	Prab.g_01590
OG0001364	Prap.g_00196	Prab.g_01536
OG0001365	Prap.g_00894	Prab.g_01729
OG0001366	Prap.g_01741	Prab.g_01706
OG0001368	Prap.g_01570	Prab.g_01866
OG0001369	Prap.g_00301	Prab.g_00952
OG0001371	Prap.g_00884	Prab.g_00059
OG0001372	Prap.g_00882	Prab.g_00060
OG0001373	Prap.g_00875	Prab.g_00067
OG0001374	Prap.g_01091	Prab.g_00079
OG0001375	Prap.g_01038	Prab.g_00125
OG0001376	Prap.g_01478	Prab.g_00225
OG0001377	Prap.g_01454	Prab.g_00246
OG0001378	Prap.g_01437	Prab.g_00261
OG0001379	Prap.g_00162	Prab.g_00351
OG0001380	Prap.g_00803	Prab.g_01626
OG0001382	Prap.g_01303	Prab.g_00465
OG0001383	Prap.g_01256	Prab.g_00515
OG0001384	Prap.g_01248	Prab.g_00523
OG0001385	Prap.g_00359	Prab.g_00671
OG0001386	Prap.g_00827	Prab.g_00679
OG0001387	Prap.g_00825	Prab.g_00681
OG0001388	Prap.g_00814	Prab.g_00691
OG0001389	Prap.g_00342	Prab.g_00728
OG0001390	Prap.g_00511	Prab.g_00765
OG0001391	Prap.g_00689	Prab.g_00826
OG0001392	Prap.g_00663	Prab.g_01087
OG0001393	Prap.g_00661	Prab.g_01085
OG0001394	Prap.g_00853	Prab.g_01063
OG0001395	Prap.g_00850	Prab.g_01060
OG0001396	Prap.g_01817	Prab.g_00749
OG0001397	Prap.g_00312	Prab.g_00944
OG0001398	Prap.g_00712	Prab.g_00925
OG0001399	Prap.g_00671	Prab.g_01110
OG0001400	Prap.g_00528	Prab.g_01118
OG0001401	Prap.g_00040	Prab.g_01298
OG0001402	Prap.g_00471	Prab.g_01205
OG0001403	Prap.g_00562	Prab.g_01327
OG0001404	Prap.g_00315	Prab.g_01352
OG0001405	Prap.g_00060	Prab.g_01361
OG0001406	Prap.g_00163	Prab.g_01505
OG0001407	Prap.g_00166	Prab.g_01508
OG0001408	Prap.g_00211	Prab.g_01559
OG0001409	Prap.g_01858	Prab.g_01573
OG0001410	Prap.g_01921	Prab.g_01595
OG0001412	Prap.g_00676	Prab.g_01029
OG0001414	Prap.g_00509	Prab.g_00053
OG0001417	Prap.g_00826	Prab.g_00680
OG0001418	Prap.g_00598	Prab.g_00779
OG0001419	Prap.g_00684	Prab.g_00830
OG0001420	Prap.g_00659	Prab.g_01083
OG0001421	Prap.g_00654	Prab.g_01078
OG0001422	Prap.g_00616	Prab.g_01115
OG0001423	Prap.g_00620	Prab.g_01192
OG0001424	Prap.g_00214	Prab.g_01282
OG0001425	Prap.g_00524	Prab.g_01581
OG0001427	Prap.g_01843	Prab.g_00361
OG0001428	Prap.g_00095	Prab.g_01406
OG0001428	Prap.g_00093	Prab.g_01404
OG0001429	Prap.g_00267	Prab.g_01000
OG0001430	Prap.g_00030	Prab.g_00961
OG0001431	Prap.g_00038	Prab.g_01116
OG0001432	Prap.g_00527	Prab.g_01119
OG0001435	Prap.g_00492	Prab.g_01571
OG0001436	Prap.g_01791	Prab.g_00793
OG0001439	Prap.g_00750	Prab.g_00872
OG0001440	Prap.g_00304	Prab.g_00950
OG0001441	Prap.g_01894	Prab.g_01155
OG0001444	Prap.g_00436	Prab.g_01238
OG0001448	Prap.g_01896	Prab.g_01603
OG0001449	Prap.g_00083	Prab.g_01395
OG0001450	Prap.g_01855	Prab.g_01607
OG0001451	Prap.g_00633	Prab.g_00406
OG0001452	Prap.g_01521	Prab.g_01917
OG0001454	Prap.g_01311	Prab.g_00356
OG0001456	Prap.g_01179	Prab.g_00593
OG0001457	Prap.g_00794	Prab.g_00707
OG0001458	Prap.g_00625	Prab.g_00764
OG0001460	Prap.g_01125	Prab.g_00902
OG0001461	Prap.g_00349	Prab.g_01037
OG0001462	Prap.g_00496	Prab.g_00962
OG0001463	Prap.g_01305	Prab.g_01109
OG0001466	Prap.g_00226	Prab.g_00769
OG0001468	Prap.g_01613	Prab.g_01829
OG0001469	Prap.g_00458	Prab.g_01217
OG0001471	Prap.g_00636	Prab.g_00426
OG0001473	Prap.g_00690	Prab.g_01101
OG0001483	Prap.g_00555	Prab.g_01320
OG0001484	Prap.g_00889	Prab.g_01391
OG0001485	Prap.g_01718	Prab.g_01728
OG0001486	Prap.g_00838	Prab.g_01049
OG0001488	Prap.g_00998	Prab.g_00163
OG0001490	Prap.g_01716	Prab.g_00390
OG0001504	Prap.g_00843	Prab.g_01053
OG0001506	Prap.g_00503	Prab.g_01132
OG0001508	Prap.g_01814	Prab.g_01570
OG0001509	Prap.g_01112	Prab.g_01749
OG0001519	Prap.g_01905	Prab.g_00380
OG0001520	Prap.g_01792	Prab.g_00792
OG0001521	Prap.g_00893	Prab.g_01730
OG0001526	Prap.g_00656	Prab.g_01080
OG0001530	Prap.g_01793	Prab.g_00791
OG0001558	Prap.g_00019	Prab.g_01301
OG0001574	Prap.g_00609	Prab.g_00415
OG0001580	Prap.g_00085	Prab.g_01398
OG0001581	Prap.g_00088	Prab.g_01401
OG0001587	Prap.g_00898	Prab.g_01286
OG0001588	Prap.g_00517	Prab.g_01604
OG0001617	Prap.g_00103	Prab.g_01341
OG0001618	Prap.g_00537	Prab.g_00346
OG0001694	Prap.g_01341	Prab.g_01384
OG0001711	Prap.g_01837, Prap.g_00579	Prab.g_01292
OG0001795	Prap.g_01206	Prab.g_00567
OG0001798	Prap.g_01809	Prab.g_01633
OG0001828	Prap.g_01842	Prab.g_01193
OG0001844	Prap.g_00089	Prab.g_01402
OG0001908	Prap.g_00090	Prab.g_01403
OG0001951	Prap.g_00094	Prab.g_01405
OG0001952	Prap.g_00086	Prab.g_01399
OG0001986	Prap.g_00096	Prab.g_01407
OG0001987	Prap.g_00087	Prab.g_01400
OG0002025	Prap.g_00092	Prab.g_01442
OG0002124	Prap.g_01943	Prab.g_01424
OG0002125	Prap.g_01938	Prab.g_01419
OG0002126	Prap.g_01939	Prab.g_01420
OG0002127	Prap.g_01936	Prab.g_01421
OG0002129	Prap.g_00533	Prab.g_00374
OG0002133	Prap.g_00084	Prab.g_01396
OG0002136	Prap.g_00544	Prab.g_01644
