Orthogroup	Prap	Prax
OG0001172	Prap.g_01579	Prax.g_01395
OG0001173	Prap.g_01577	Prax.g_01397
OG0001174	Prap.g_01576	Prax.g_01398
OG0001175	Prap.g_01575	Prax.g_01399
OG0001176	Prap.g_01573	Prax.g_01400
OG0001177	Prap.g_01571	Prax.g_01402
OG0001178	Prap.g_01568	Prax.g_01405
OG0001179	Prap.g_01567	Prax.g_01406
OG0001180	Prap.g_01566	Prax.g_01407
OG0001181	Prap.g_01565	Prax.g_01408
OG0001182	Prap.g_01564	Prax.g_01409
OG0001183	Prap.g_01563	Prax.g_01410
OG0001184	Prap.g_01561	Prax.g_01412
OG0001185	Prap.g_01559	Prax.g_01415
OG0001186	Prap.g_01558	Prax.g_01416
OG0001187	Prap.g_01557	Prax.g_01418
OG0001188	Prap.g_01556	Prax.g_01419
OG0001189	Prap.g_01555	Prax.g_01420
OG0001190	Prap.g_01554	Prax.g_01421
OG0001191	Prap.g_01553	Prax.g_01422
OG0001192	Prap.g_01552	Prax.g_01423
OG0001193	Prap.g_01551	Prax.g_01424
OG0001194	Prap.g_01550	Prax.g_01425
OG0001195	Prap.g_01549	Prax.g_01426
OG0001196	Prap.g_01548	Prax.g_01427
OG0001197	Prap.g_01547	Prax.g_01428
OG0001198	Prap.g_01546	Prax.g_01429
OG0001199	Prap.g_01545	Prax.g_01430
OG0001200	Prap.g_01544	Prax.g_01431
OG0001201	Prap.g_01543	Prax.g_01432
OG0001202	Prap.g_01542	Prax.g_01433
OG0001203	Prap.g_01541	Prax.g_01435
OG0001204	Prap.g_01539	Prax.g_01437
OG0001205	Prap.g_01537	Prax.g_01438
OG0001206	Prap.g_01536	Prax.g_01439
OG0001207	Prap.g_01535	Prax.g_01440
OG0001208	Prap.g_01534	Prax.g_01441
OG0001209	Prap.g_01533	Prax.g_01442
OG0001210	Prap.g_01532	Prax.g_01443
OG0001211	Prap.g_01531	Prax.g_01444
OG0001212	Prap.g_01530	Prax.g_01445
OG0001213	Prap.g_01529	Prax.g_01446
OG0001214	Prap.g_01527	Prax.g_01448
OG0001215	Prap.g_01526	Prax.g_01449
OG0001216	Prap.g_01525	Prax.g_01450
OG0001217	Prap.g_01524	Prax.g_01451
OG0001218	Prap.g_01523	Prax.g_01452
OG0001219	Prap.g_01520	Prax.g_01454
OG0001220	Prap.g_01519	Prax.g_01455
OG0001221	Prap.g_01515	Prax.g_01458
OG0001222	Prap.g_01514	Prax.g_01459
OG0001223	Prap.g_01513	Prax.g_01460
OG0001224	Prap.g_01511	Prax.g_01461
OG0001225	Prap.g_01510	Prax.g_01462
OG0001226	Prap.g_01509	Prax.g_01463
OG0001227	Prap.g_01508	Prax.g_01464
OG0001228	Prap.g_01507	Prax.g_01465
OG0001229	Prap.g_01506	Prax.g_01466
OG0001230	Prap.g_01505	Prax.g_01467
OG0001231	Prap.g_01504	Prax.g_01468
OG0001232	Prap.g_01501	Prax.g_01469
OG0001233	Prap.g_01500	Prax.g_01470
OG0001234	Prap.g_01499	Prax.g_01471
OG0001235	Prap.g_01498	Prax.g_01472
OG0001236	Prap.g_01496	Prax.g_01474
OG0001237	Prap.g_01495	Prax.g_01475
OG0001238	Prap.g_01492	Prax.g_01477
OG0001239	Prap.g_01491	Prax.g_01478
OG0001240	Prap.g_01490	Prax.g_01479
OG0001241	Prap.g_01874	Prax.g_01481
OG0001242	Prap.g_01873	Prax.g_01482
OG0001243	Prap.g_01872	Prax.g_01483
OG0001244	Prap.g_01871	Prax.g_01484
OG0001245	Prap.g_01870	Prax.g_01485
OG0001246	Prap.g_01869	Prax.g_01486
OG0001247	Prap.g_01868	Prax.g_01487
OG0001248	Prap.g_00056	Prax.g_01488
OG0001249	Prap.g_00055	Prax.g_01489
OG0001250	Prap.g_00054	Prax.g_01490
OG0001252	Prap.g_01036	Prax.g_01080
OG0001253	Prap.g_01021	Prax.g_01068
OG0001254	Prap.g_01429	Prax.g_00894
OG0001255	Prap.g_01373	Prax.g_00840
OG0001257	Prap.g_01285	Prax.g_00720
OG0001258	Prap.g_01269	Prax.g_00703
OG0001259	Prap.g_01178	Prax.g_00049
OG0001260	Prap.g_00693	Prax.g_00429
OG0001261	Prap.g_00747	Prax.g_00338
OG0001262	Prap.g_00730	Prax.g_00322
OG0001263	Prap.g_00477	Prax.g_00301, Prax.g_00501, Prax.g_00530
OG0001264	Prap.g_00859	Prax.g_00560
OG0001265	Prap.g_00300	Prax.g_01180
OG0001266	Prap.g_01129	Prax.g_01229
OG0001267	Prap.g_00474	Prax.g_00184
OG0001268	Prap.g_00459	Prax.g_00197
OG0001269	Prap.g_01927	Prax.g_01880
OG0001270	Prap.g_00164	Prax.g_01688
OG0001271	Prap.g_00177	Prax.g_01677
OG0001272	Prap.g_01120	Prax.g_01635
OG0001273	Prap.g_00238	Prax.g_01634
OG0001274	Prap.g_01907	Prax.g_01629
OG0001275	Prap.g_00531	Prax.g_01613
OG0001277	Prap.g_01820	Prax.g_01591
OG0001278	Prap.g_01788	Prax.g_01567
OG0001279	Prap.g_01784	Prax.g_01563
OG0001280	Prap.g_01781	Prax.g_01560
OG0001281	Prap.g_01710	Prax.g_01265
OG0001282	Prap.g_01774	Prax.g_01290
OG0001283	Prap.g_01600	Prax.g_01376
OG0001284	Prap.g_01569	Prax.g_01404
OG0001285	Prap.g_01540	Prax.g_01436
OG0001286	Prap.g_01488	Prax.g_01480
OG0001288	Prap.g_01329	Prax.g_00763
OG0001290	Prap.g_00924	Prax.g_00283
OG0001291	Prap.g_00879	Prax.g_00642
OG0001292	Prap.g_00876	Prax.g_00645
OG0001294	Prap.g_01085	Prax.g_01125
OG0001295	Prap.g_01055	Prax.g_01099
OG0001296	Prap.g_01048	Prax.g_01093
OG0001297	Prap.g_00970	Prax.g_01019
OG0001298	Prap.g_01468	Prax.g_00932
OG0001299	Prap.g_01459	Prax.g_00923
OG0001300	Prap.g_00541	Prax.g_00800
OG0001301	Prap.g_00390	Prax.g_00096
OG0001302	Prap.g_01899, Prap.g_01848	Prax.g_00425
OG0001303	Prap.g_00519	Prax.g_00420
OG0001304	Prap.g_00699	Prax.g_01195
OG0001305	Prap.g_00704	Prax.g_01200
OG0001306	Prap.g_01502	Prax.g_01237
OG0001307	Prap.g_00542	Prax.g_01247
OG0001308	Prap.g_00228	Prax.g_00138
OG0001309	Prap.g_01538	Prax.g_00140
OG0001310	Prap.g_00035	Prax.g_00151
OG0001311	Prap.g_00423	Prax.g_00228
OG0001312	Prap.g_01926	Prax.g_01879
OG0001313	Prap.g_01344	Prax.g_01631
OG0001315	Prap.g_01720	Prax.g_01501
OG0001316	Prap.g_01604	Prax.g_01372
OG0001318	Prap.g_01033	Prax.g_01077
OG0001319	Prap.g_01474	Prax.g_00980
OG0001320	Prap.g_01919	Prax.g_00734
OG0001321	Prap.g_01130	Prax.g_00418
OG0001322	Prap.g_00505	Prax.g_00392
OG0001323	Prap.g_00870	Prax.g_01221
OG0001324	Prap.g_00647	Prax.g_01255
OG0001325	Prap.g_00607	Prax.g_00144
OG0001326	Prap.g_01911	Prax.g_01931
OG0001327	Prap.g_00227	Prax.g_01929
OG0001328	Prap.g_00566	Prax.g_01894
OG0001329	Prap.g_01493	Prax.g_01843
OG0001330	Prap.g_00210	Prax.g_01638
OG0001331	Prap.g_01783	Prax.g_01562
OG0001332	Prap.g_01731	Prax.g_01512
OG0001333	Prap.g_01638	Prax.g_01342
OG0001334	Prap.g_01578	Prax.g_01396
OG0001336	Prap.g_01046	Prax.g_01090
OG0001337	Prap.g_01056	Prax.g_01100
OG0001338	Prap.g_00580	Prax.g_01074
OG0001339	Prap.g_00966	Prax.g_01015
OG0001340	Prap.g_01463	Prax.g_00927
OG0001341	Prap.g_01450	Prax.g_00914
OG0001342	Prap.g_01430	Prax.g_00895
OG0001343	Prap.g_01367	Prax.g_00834
OG0001345	Prap.g_01332	Prax.g_00766
OG0001346	Prap.g_01295	Prax.g_00730
OG0001347	Prap.g_01281	Prax.g_00716
OG0001349	Prap.g_01258	Prax.g_00692
OG0001350	Prap.g_01253	Prax.g_00687
OG0001351	Prap.g_01192	Prax.g_00037
OG0001352	Prap.g_00819	Prax.g_00960
OG0001353	Prap.g_00942	Prax.g_00939
OG0001354	Prap.g_00692	Prax.g_00389
OG0001355	Prap.g_00740	Prax.g_00332
OG0001356	Prap.g_00662	Prax.g_00544
OG0001357	Prap.g_00285	Prax.g_01157
OG0001358	Prap.g_00299	Prax.g_01179
OG0001359	Prap.g_01878	Prax.g_00165
OG0001360	Prap.g_01877	Prax.g_00166
OG0001361	Prap.g_00402	Prax.g_00250
OG0001362	Prap.g_00610	Prax.g_01957
OG0001364	Prap.g_00196	Prax.g_01658
OG0001365	Prap.g_00894	Prax.g_01260
OG0001366	Prap.g_01741	Prax.g_01522
OG0001368	Prap.g_01570	Prax.g_01403
OG0001369	Prap.g_00301	Prax.g_01181
OG0001371	Prap.g_00884	Prax.g_00638
OG0001372	Prap.g_00882	Prax.g_00639
OG0001373	Prap.g_00875	Prax.g_00646
OG0001374	Prap.g_01091	Prax.g_00658
OG0001375	Prap.g_01038	Prax.g_01083
OG0001376	Prap.g_01478	Prax.g_00984
OG0001377	Prap.g_01454	Prax.g_00919
OG0001378	Prap.g_01437	Prax.g_00903
OG0001379	Prap.g_00162	Prax.g_00811
OG0001380	Prap.g_00803	Prax.g_00775, Prax.g_00507
OG0001382	Prap.g_01303	Prax.g_00741
OG0001383	Prap.g_01256	Prax.g_00690
OG0001384	Prap.g_01248	Prax.g_00682
OG0001385	Prap.g_00359	Prax.g_00976
OG0001386	Prap.g_00827	Prax.g_00968
OG0001387	Prap.g_00825	Prax.g_00966
OG0001388	Prap.g_00814	Prax.g_00956
OG0001389	Prap.g_00342	Prax.g_00480
OG0001390	Prap.g_00511	Prax.g_00430
OG0001391	Prap.g_00689	Prax.g_00387
OG0001392	Prap.g_00663	Prax.g_00543
OG0001393	Prap.g_00661	Prax.g_00545
OG0001394	Prap.g_00853	Prax.g_00566
OG0001395	Prap.g_00850	Prax.g_00569
OG0001396	Prap.g_01817	Prax.g_01161
OG0001397	Prap.g_00312	Prax.g_01189
OG0001398	Prap.g_00712	Prax.g_01208
OG0001399	Prap.g_00671	Prax.g_01218
OG0001400	Prap.g_00528	Prax.g_01227
OG0001401	Prap.g_00040	Prax.g_01234
OG0001402	Prap.g_00471	Prax.g_00186
OG0001403	Prap.g_00562	Prax.g_01898
OG0001404	Prap.g_00315	Prax.g_01872
OG0001405	Prap.g_00060	Prax.g_01862
OG0001406	Prap.g_00163	Prax.g_01689
OG0001407	Prap.g_00166	Prax.g_01686
OG0001408	Prap.g_00211	Prax.g_01637
OG0001409	Prap.g_01858	Prax.g_01624
OG0001410	Prap.g_01921	Prax.g_01610, Prax.g_01611
OG0001412	Prap.g_00676	Prax.g_00601
OG0001414	Prap.g_00509	Prax.g_00633
OG0001417	Prap.g_00826	Prax.g_00967
OG0001418	Prap.g_00598	Prax.g_00417
OG0001419	Prap.g_00684	Prax.g_00383
OG0001420	Prap.g_00659	Prax.g_00547
OG0001421	Prap.g_00654	Prax.g_00551
OG0001422	Prap.g_00616	Prax.g_01224
OG0001423	Prap.g_00620	Prax.g_00167
OG0001425	Prap.g_00524	Prax.g_01618
OG0001427	Prap.g_01843	Prax.g_00801
OG0001429	Prap.g_00267	Prax.g_01139
OG0001430	Prap.g_00030	Prax.g_01172
OG0001431	Prap.g_00038	Prax.g_01225
OG0001432	Prap.g_00527	Prax.g_01228
OG0001435	Prap.g_00492	Prax.g_01625
OG0001436	Prap.g_01791	Prax.g_00527
OG0001439	Prap.g_00750	Prax.g_00341
OG0001440	Prap.g_00304	Prax.g_01183
OG0001441	Prap.g_01894	Prax.g_00131
OG0001443	Prap.g_00475	Prax.g_00183
OG0001444	Prap.g_00436	Prax.g_00219
OG0001454	Prap.g_01311	Prax.g_00806
OG0001457	Prap.g_00794	Prax.g_00940
OG0001458	Prap.g_00625	Prax.g_00431
OG0001459	Prap.g_01947	Prax.g_00394
OG0001460	Prap.g_01125	Prax.g_00310
OG0001461	Prap.g_00349	Prax.g_00593
OG0001462	Prap.g_00496	Prax.g_01171
OG0001463	Prap.g_01305	Prax.g_01217
OG0001466	Prap.g_00226	Prax.g_01921
OG0001468	Prap.g_01613	Prax.g_01365
OG0001469	Prap.g_00458	Prax.g_00198
OG0001473	Prap.g_00690	Prax.g_00302
OG0001483	Prap.g_00555	Prax.g_01905
OG0001484	Prap.g_00889	Prax.g_01822
OG0001485	Prap.g_01718	Prax.g_01258
OG0001486	Prap.g_00838	Prax.g_00581
OG0001487	Prap.g_01143	Prax.g_00412
OG0001488	Prap.g_00998	Prax.g_01046
OG0001489	Prap.g_01688	Prax.g_00798
OG0001490	Prap.g_01716	Prax.g_00778
OG0001492	Prap.g_00749	Prax.g_00340
OG0001504	Prap.g_00843	Prax.g_00576
OG0001505	Prap.g_01901	Prax.g_01163
OG0001506	Prap.g_00503	Prax.g_01242
OG0001508	Prap.g_01814	Prax.g_01626
OG0001509	Prap.g_01112	Prax.g_01280
OG0001519	Prap.g_01905	Prax.g_00788
OG0001520	Prap.g_01792	Prax.g_00526
OG0001521	Prap.g_00893	Prax.g_01261
OG0001522	Prap.g_01859, Prap.g_00018	Prax.g_01578
OG0001526	Prap.g_00656	Prax.g_00549
OG0001530	Prap.g_01793	Prax.g_00525
OG0001558	Prap.g_00019	Prax.g_01961, Prax.g_00435
OG0001574	Prap.g_00609	Prax.g_01964
OG0001579	Prap.g_00097	Prax.g_01821
OG0001580	Prap.g_00085	Prax.g_01817
OG0001581	Prap.g_00088	Prax.g_01813
OG0001587	Prap.g_00898	Prax.g_01569
OG0001617	Prap.g_00103	Prax.g_01884
OG0001627	Prap.g_01866	Prax.g_01585
OG0001694	Prap.g_01341	Prax.g_01756
OG0001720	Prap.g_00895	Prax.g_00489
OG0001736	Prap.g_00842	Prax.g_00577
OG0001798	Prap.g_01809	Prax.g_01574
OG0001828	Prap.g_01842	Prax.g_00495
OG0001908	Prap.g_00090	Prax.g_01810
OG0001952	Prap.g_00086	Prax.g_01816
OG0001962	Prap.g_00583	Prax.g_01764
OG0001963	Prap.g_00582	Prax.g_01765
OG0001964	Prap.g_00581	Prax.g_01766
OG0002084	Prap.g_01913	Prax.g_00503
OG0002195	Prap.g_01339	Prax.g_01773
