Orthogroup	Prap	Prbi
OG0001127	Prap.g_01641	Prbi.g_01939
OG0001128	Prap.g_01640	Prbi.g_01940
OG0001129	Prap.g_01639	Prbi.g_01941
OG0001130	Prap.g_01636	Prbi.g_01944
OG0001131	Prap.g_01635	Prbi.g_01945
OG0001132	Prap.g_01634	Prbi.g_01946
OG0001133	Prap.g_01633	Prbi.g_01947
OG0001134	Prap.g_01632	Prbi.g_01948
OG0001135	Prap.g_01631	Prbi.g_01949
OG0001136	Prap.g_01630	Prbi.g_01950
OG0001137	Prap.g_01629	Prbi.g_01951
OG0001138	Prap.g_01628	Prbi.g_01952
OG0001139	Prap.g_01626	Prbi.g_01953
OG0001140	Prap.g_01625	Prbi.g_01954
OG0001141	Prap.g_01624	Prbi.g_01955
OG0001142	Prap.g_01620	Prbi.g_01958
OG0001143	Prap.g_01619	Prbi.g_01959
OG0001144	Prap.g_01618	Prbi.g_01960
OG0001145	Prap.g_01617	Prbi.g_01961
OG0001146	Prap.g_01616	Prbi.g_01962
OG0001147	Prap.g_01615	Prbi.g_01963
OG0001148	Prap.g_01614	Prbi.g_01964
OG0001149	Prap.g_01612	Prbi.g_01966
OG0001150	Prap.g_01611	Prbi.g_01967
OG0001151	Prap.g_01607	Prbi.g_01969
OG0001152	Prap.g_01606	Prbi.g_01970
OG0001153	Prap.g_01605	Prbi.g_01971
OG0001154	Prap.g_01603	Prbi.g_01973
OG0001155	Prap.g_01601	Prbi.g_01975
OG0001156	Prap.g_01599	Prbi.g_01977
OG0001157	Prap.g_01597	Prbi.g_01978
OG0001158	Prap.g_01595	Prbi.g_01980
OG0001159	Prap.g_01594	Prbi.g_01981
OG0001160	Prap.g_01593	Prbi.g_01982
OG0001161	Prap.g_01592	Prbi.g_01983
OG0001162	Prap.g_01591	Prbi.g_01984
OG0001163	Prap.g_01590	Prbi.g_01985
OG0001164	Prap.g_01589	Prbi.g_01986
OG0001165	Prap.g_01588	Prbi.g_01987
OG0001166	Prap.g_01587	Prbi.g_01988
OG0001167	Prap.g_01585	Prbi.g_01989
OG0001168	Prap.g_01584	Prbi.g_01990
OG0001169	Prap.g_01583	Prbi.g_01991
OG0001170	Prap.g_01582	Prbi.g_01992
OG0001171	Prap.g_01581	Prbi.g_01993
OG0001172	Prap.g_01579	Prbi.g_01995
OG0001173	Prap.g_01577	Prbi.g_01997
OG0001174	Prap.g_01576	Prbi.g_01998
OG0001175	Prap.g_01575	Prbi.g_01999
OG0001176	Prap.g_01573	Prbi.g_02000
OG0001177	Prap.g_01571	Prbi.g_02002
OG0001178	Prap.g_01568	Prbi.g_02005
OG0001179	Prap.g_01567	Prbi.g_02006
OG0001180	Prap.g_01566	Prbi.g_02007
OG0001181	Prap.g_01565	Prbi.g_02008
OG0001182	Prap.g_01564	Prbi.g_02009
OG0001183	Prap.g_01563	Prbi.g_02010
OG0001184	Prap.g_01561	Prbi.g_02012
OG0001185	Prap.g_01559	Prbi.g_02027
OG0001186	Prap.g_01558	Prbi.g_02028
OG0001187	Prap.g_01557	Prbi.g_02030
OG0001188	Prap.g_01556	Prbi.g_02031
OG0001189	Prap.g_01555	Prbi.g_02032
OG0001190	Prap.g_01554	Prbi.g_02033
OG0001191	Prap.g_01553	Prbi.g_02034
OG0001192	Prap.g_01552	Prbi.g_02035
OG0001193	Prap.g_01551	Prbi.g_02036
OG0001194	Prap.g_01550	Prbi.g_02037
OG0001195	Prap.g_01549	Prbi.g_02038
OG0001196	Prap.g_01548	Prbi.g_02039
OG0001197	Prap.g_01547	Prbi.g_02040
OG0001198	Prap.g_01546	Prbi.g_02041
OG0001199	Prap.g_01545	Prbi.g_02042
OG0001200	Prap.g_01544	Prbi.g_02043
OG0001201	Prap.g_01543	Prbi.g_02044
OG0001202	Prap.g_01542	Prbi.g_02045
OG0001203	Prap.g_01541	Prbi.g_02047
OG0001204	Prap.g_01539	Prbi.g_02049
OG0001205	Prap.g_01537	Prbi.g_02050
OG0001206	Prap.g_01536	Prbi.g_02051
OG0001207	Prap.g_01535	Prbi.g_02052
OG0001208	Prap.g_01534	Prbi.g_02053
OG0001209	Prap.g_01533	Prbi.g_02054
OG0001210	Prap.g_01532	Prbi.g_02055
OG0001211	Prap.g_01531	Prbi.g_02056
OG0001212	Prap.g_01530	Prbi.g_02057
OG0001213	Prap.g_01529	Prbi.g_02058
OG0001214	Prap.g_01527	Prbi.g_02060
OG0001215	Prap.g_01526	Prbi.g_02061
OG0001216	Prap.g_01525	Prbi.g_02062
OG0001217	Prap.g_01524	Prbi.g_02063
OG0001218	Prap.g_01523	Prbi.g_02064
OG0001219	Prap.g_01520	Prbi.g_02067
OG0001220	Prap.g_01519	Prbi.g_02068
OG0001221	Prap.g_01515	Prbi.g_02071
OG0001222	Prap.g_01514	Prbi.g_02072
OG0001223	Prap.g_01513	Prbi.g_02073
OG0001224	Prap.g_01511	Prbi.g_02074
OG0001225	Prap.g_01510	Prbi.g_02075
OG0001226	Prap.g_01509	Prbi.g_02076
OG0001227	Prap.g_01508	Prbi.g_02077
OG0001228	Prap.g_01507	Prbi.g_02078
OG0001229	Prap.g_01506	Prbi.g_02079
OG0001230	Prap.g_01505	Prbi.g_02080
OG0001231	Prap.g_01504	Prbi.g_02081
OG0001232	Prap.g_01501	Prbi.g_02082
OG0001233	Prap.g_01500	Prbi.g_02083
OG0001234	Prap.g_01499	Prbi.g_02084
OG0001235	Prap.g_01498	Prbi.g_02085
OG0001236	Prap.g_01496	Prbi.g_02087
OG0001237	Prap.g_01495	Prbi.g_02088
OG0001238	Prap.g_01492	Prbi.g_02090
OG0001239	Prap.g_01491	Prbi.g_02091
OG0001240	Prap.g_01490	Prbi.g_02092
OG0001241	Prap.g_01874	Prbi.g_02094
OG0001242	Prap.g_01873	Prbi.g_02095
OG0001243	Prap.g_01872	Prbi.g_02096
OG0001244	Prap.g_01871	Prbi.g_02097
OG0001245	Prap.g_01870	Prbi.g_02098
OG0001246	Prap.g_01869	Prbi.g_02099
OG0001247	Prap.g_01868	Prbi.g_02100
OG0001248	Prap.g_00056	Prbi.g_02101
OG0001249	Prap.g_00055	Prbi.g_02102
OG0001250	Prap.g_00054	Prbi.g_02103
OG0001251	Prap.g_01086	Prbi.g_01522
OG0001252	Prap.g_01036	Prbi.g_00146
OG0001253	Prap.g_01021	Prbi.g_00174
OG0001254	Prap.g_01429	Prbi.g_00305
OG0001255	Prap.g_01373	Prbi.g_00357
OG0001257	Prap.g_01285	Prbi.g_00485
OG0001258	Prap.g_01269	Prbi.g_00501
OG0001259	Prap.g_01178	Prbi.g_00592
OG0001260	Prap.g_00693	Prbi.g_00791
OG0001261	Prap.g_00747	Prbi.g_00882
OG0001262	Prap.g_00730	Prbi.g_00898
OG0001263	Prap.g_00477	Prbi.g_00918
OG0001264	Prap.g_00859	Prbi.g_00950
OG0001265	Prap.g_00300	Prbi.g_01062
OG0001266	Prap.g_01129	Prbi.g_01111
OG0001267	Prap.g_00474	Prbi.g_01191
OG0001268	Prap.g_00459	Prbi.g_01204
OG0001269	Prap.g_01927	Prbi.g_01422
OG0001270	Prap.g_00164	Prbi.g_01630
OG0001271	Prap.g_00177	Prbi.g_01641
OG0001272	Prap.g_01120	Prbi.g_01683
OG0001273	Prap.g_00238	Prbi.g_01684
OG0001274	Prap.g_01907	Prbi.g_01689
OG0001275	Prap.g_00531	Prbi.g_01705
OG0001276	Prap.g_00321	Prbi.g_01724
OG0001277	Prap.g_01820	Prbi.g_01738
OG0001278	Prap.g_01788	Prbi.g_01779
OG0001279	Prap.g_01784	Prbi.g_01783
OG0001281	Prap.g_01710	Prbi.g_01851
OG0001282	Prap.g_01774	Prbi.g_01877
OG0001283	Prap.g_01600	Prbi.g_01976
OG0001284	Prap.g_01569	Prbi.g_02004
OG0001285	Prap.g_01540	Prbi.g_02048
OG0001286	Prap.g_01488	Prbi.g_02093
OG0001288	Prap.g_01329	Prbi.g_00438
OG0001290	Prap.g_00924	Prbi.g_00030
OG0001291	Prap.g_00879	Prbi.g_00078
OG0001292	Prap.g_00876	Prbi.g_00081
OG0001294	Prap.g_01085	Prbi.g_00100
OG0001295	Prap.g_01055	Prbi.g_00127
OG0001296	Prap.g_01048	Prbi.g_00133
OG0001297	Prap.g_00970	Prbi.g_00223
OG0001298	Prap.g_01468	Prbi.g_00267
OG0001299	Prap.g_01459	Prbi.g_00276
OG0001300	Prap.g_00541	Prbi.g_00397
OG0001301	Prap.g_00390	Prbi.g_00640
OG0001302	Prap.g_01899, Prap.g_01848	Prbi.g_00796
OG0001303	Prap.g_00519	Prbi.g_00800
OG0001304	Prap.g_00699	Prbi.g_01077
OG0001305	Prap.g_00704	Prbi.g_01082
OG0001306	Prap.g_01502	Prbi.g_01119
OG0001307	Prap.g_00542	Prbi.g_01129
OG0001308	Prap.g_00228	Prbi.g_01153
OG0001309	Prap.g_01538	Prbi.g_01155
OG0001310	Prap.g_00035	Prbi.g_01166
OG0001311	Prap.g_00423	Prbi.g_01235
OG0001312	Prap.g_01926	Prbi.g_01423
OG0001313	Prap.g_01344	Prbi.g_01687
OG0001315	Prap.g_01720	Prbi.g_01844
OG0001316	Prap.g_01604	Prbi.g_01972
OG0001318	Prap.g_01033	Prbi.g_00149
OG0001319	Prap.g_01474	Prbi.g_00262
OG0001320	Prap.g_01919	Prbi.g_00469
OG0001321	Prap.g_01130	Prbi.g_00802
OG0001322	Prap.g_00505	Prbi.g_00828
OG0001323	Prap.g_00870	Prbi.g_01102
OG0001324	Prap.g_00647	Prbi.g_01137
OG0001325	Prap.g_00607	Prbi.g_01159
OG0001326	Prap.g_01911	Prbi.g_01360
OG0001327	Prap.g_00227	Prbi.g_01362
OG0001328	Prap.g_00566	Prbi.g_01396
OG0001329	Prap.g_01493	Prbi.g_01459
OG0001330	Prap.g_00210	Prbi.g_01680
OG0001331	Prap.g_01783	Prbi.g_01784
OG0001332	Prap.g_01731	Prbi.g_01833
OG0001333	Prap.g_01638	Prbi.g_01942
OG0001334	Prap.g_01578	Prbi.g_01996
OG0001336	Prap.g_01046	Prbi.g_00136
OG0001337	Prap.g_01056	Prbi.g_00126
OG0001338	Prap.g_00580	Prbi.g_00168
OG0001339	Prap.g_00966	Prbi.g_00227
OG0001340	Prap.g_01463	Prbi.g_00272
OG0001341	Prap.g_01450	Prbi.g_00285
OG0001342	Prap.g_01430	Prbi.g_00304
OG0001343	Prap.g_01367	Prbi.g_00363
OG0001345	Prap.g_01332	Prbi.g_00435
OG0001346	Prap.g_01295	Prbi.g_00475
OG0001347	Prap.g_01281	Prbi.g_00489
OG0001349	Prap.g_01258	Prbi.g_00512
OG0001350	Prap.g_01253	Prbi.g_00517
OG0001351	Prap.g_01192	Prbi.g_00579
OG0001352	Prap.g_00819	Prbi.g_00685
OG0001353	Prap.g_00942	Prbi.g_00707
OG0001354	Prap.g_00692	Prbi.g_00831
OG0001355	Prap.g_00740	Prbi.g_00888
OG0001356	Prap.g_00662	Prbi.g_00932
OG0001357	Prap.g_00285	Prbi.g_01037
OG0001358	Prap.g_00299	Prbi.g_01061
OG0001359	Prap.g_01878	Prbi.g_01178
OG0001360	Prap.g_01877	Prbi.g_01179
OG0001361	Prap.g_00402	Prbi.g_01257
OG0001362	Prap.g_00610	Prbi.g_01332
OG0001363	Prap.g_00890	Prbi.g_01490
OG0001364	Prap.g_00196	Prbi.g_01660
OG0001365	Prap.g_00894	Prbi.g_01278
OG0001366	Prap.g_01741	Prbi.g_01824
OG0001368	Prap.g_01570	Prbi.g_02003
OG0001369	Prap.g_00301	Prbi.g_01063
OG0001371	Prap.g_00884	Prbi.g_00074
OG0001372	Prap.g_00882	Prbi.g_00075
OG0001373	Prap.g_00875	Prbi.g_00082
OG0001374	Prap.g_01091	Prbi.g_00094
OG0001375	Prap.g_01038	Prbi.g_00143
OG0001376	Prap.g_01478	Prbi.g_00258
OG0001377	Prap.g_01454	Prbi.g_00280
OG0001378	Prap.g_01437	Prbi.g_00296
OG0001379	Prap.g_00162	Prbi.g_00386
OG0001380	Prap.g_00803	Prbi.g_00427
OG0001381	Prap.g_01309	Prbi.g_00455
OG0001382	Prap.g_01303	Prbi.g_00462
OG0001383	Prap.g_01256	Prbi.g_00514
OG0001384	Prap.g_01248	Prbi.g_00522
OG0001385	Prap.g_00359	Prbi.g_00669
OG0001386	Prap.g_00827	Prbi.g_00677
OG0001387	Prap.g_00825	Prbi.g_00679
OG0001388	Prap.g_00814	Prbi.g_00689
OG0001389	Prap.g_00342	Prbi.g_00750
OG0001390	Prap.g_00511	Prbi.g_00790
OG0001391	Prap.g_00689	Prbi.g_00833
OG0001392	Prap.g_00663	Prbi.g_00931
OG0001393	Prap.g_00661	Prbi.g_00933
OG0001394	Prap.g_00853	Prbi.g_00956
OG0001395	Prap.g_00850	Prbi.g_00959
OG0001396	Prap.g_01817	Prbi.g_01041
OG0001397	Prap.g_00312	Prbi.g_01071
OG0001398	Prap.g_00712	Prbi.g_01090
OG0001399	Prap.g_00671	Prbi.g_01100
OG0001400	Prap.g_00528	Prbi.g_01109
OG0001401	Prap.g_00040	Prbi.g_01116
OG0001402	Prap.g_00471	Prbi.g_01193
OG0001403	Prap.g_00562	Prbi.g_01392
OG0001404	Prap.g_00315	Prbi.g_01430
OG0001405	Prap.g_00060	Prbi.g_01440
OG0001406	Prap.g_00163	Prbi.g_01629
OG0001407	Prap.g_00166	Prbi.g_01632
OG0001408	Prap.g_00211	Prbi.g_01681
OG0001409	Prap.g_01858	Prbi.g_01693
OG0001410	Prap.g_01921	Prbi.g_01707
OG0001412	Prap.g_00676	Prbi.g_00990
OG0001414	Prap.g_00509	Prbi.g_00068
OG0001417	Prap.g_00826	Prbi.g_00678
OG0001418	Prap.g_00598	Prbi.g_00803
OG0001419	Prap.g_00684	Prbi.g_00836
OG0001420	Prap.g_00659	Prbi.g_00935
OG0001421	Prap.g_00654	Prbi.g_00940
OG0001422	Prap.g_00616	Prbi.g_01105
OG0001423	Prap.g_00620	Prbi.g_01180
OG0001424	Prap.g_00214	Prbi.g_01271
OG0001425	Prap.g_00524	Prbi.g_01699
OG0001427	Prap.g_01843	Prbi.g_00396
OG0001429	Prap.g_00267	Prbi.g_01019
OG0001430	Prap.g_00030	Prbi.g_01054
OG0001431	Prap.g_00038	Prbi.g_01107
OG0001432	Prap.g_00527	Prbi.g_01110
OG0001434	Prap.g_01914, Prap.g_01819	Prbi.g_01407
OG0001435	Prap.g_00492	Prbi.g_01691
OG0001436	Prap.g_01791	Prbi.g_01301
OG0001439	Prap.g_00750	Prbi.g_00879
OG0001440	Prap.g_00304	Prbi.g_01065
OG0001441	Prap.g_01894	Prbi.g_01147
OG0001443	Prap.g_00475	Prbi.g_01190
OG0001444	Prap.g_00436	Prbi.g_01226
OG0001445	Prap.g_01890	Prbi.g_01770, Prbi.g_01317
OG0001446	Prap.g_01889	Prbi.g_01768, Prbi.g_01319
OG0001447	Prap.g_00482	Prbi.g_01767, Prbi.g_01320
OG0001449	Prap.g_00083	Prbi.g_01590
OG0001451	Prap.g_00633	Prbi.g_02024, Prbi.g_01567
OG0001452	Prap.g_01521	Prbi.g_02066
OG0001454	Prap.g_01311	Prbi.g_00391
OG0001456	Prap.g_01179	Prbi.g_00591
OG0001457	Prap.g_00794	Prbi.g_00706
OG0001458	Prap.g_00625	Prbi.g_00789
OG0001459	Prap.g_01947	Prbi.g_00826
OG0001460	Prap.g_01125	Prbi.g_00910
OG0001461	Prap.g_00349	Prbi.g_00982
OG0001462	Prap.g_00496	Prbi.g_01053
OG0001463	Prap.g_01305	Prbi.g_01099
OG0001465	Prap.g_00520	Prbi.g_01356
OG0001466	Prap.g_00226	Prbi.g_01369
OG0001468	Prap.g_01613	Prbi.g_01965
OG0001469	Prap.g_00458	Prbi.g_01205
OG0001483	Prap.g_00555	Prbi.g_01385
OG0001484	Prap.g_00889	Prbi.g_01491
OG0001485	Prap.g_01718	Prbi.g_01846
OG0001487	Prap.g_01143	Prbi.g_00808
OG0001488	Prap.g_00998	Prbi.g_00196
OG0001489	Prap.g_01688	Prbi.g_00399
OG0001490	Prap.g_01716	Prbi.g_00422
OG0001492	Prap.g_00749	Prbi.g_00880
OG0001504	Prap.g_00843	Prbi.g_00966
OG0001505	Prap.g_01901	Prbi.g_01044
OG0001506	Prap.g_00503	Prbi.g_01124
OG0001509	Prap.g_01112	Prbi.g_01867
OG0001519	Prap.g_01905	Prbi.g_00413
OG0001520	Prap.g_01792	Prbi.g_01302
OG0001521	Prap.g_00893	Prbi.g_01279
OG0001522	Prap.g_01859, Prap.g_00018	Prbi.g_01751
OG0001526	Prap.g_00656	Prbi.g_00938
OG0001530	Prap.g_01793	Prbi.g_01303
OG0001541	Prap.g_00003	Prbi.g_01509
OG0001545	Prap.g_00862	Prbi.g_00947
OG0001558	Prap.g_00019	Prbi.g_01328
OG0001574	Prap.g_00609	Prbi.g_01326
OG0001579	Prap.g_00097	Prbi.g_01498
OG0001580	Prap.g_00085	Prbi.g_01469
OG0001581	Prap.g_00088	Prbi.g_01471
OG0001587	Prap.g_00898	Prbi.g_01545
OG0001593	Prap.g_01304	Prbi.g_00461
OG0001617	Prap.g_00103	Prbi.g_01406
OG0001627	Prap.g_01866	Prbi.g_01306, Prbi.g_00153, Prbi.g_01409
OG0001631	Prap.g_01134	Prbi.g_01265
OG0001637	Prap.g_00644	Prbi.g_00723, Prbi.g_00783
OG0001720	Prap.g_00895	Prbi.g_01485
OG0001736	Prap.g_00842	Prbi.g_00967
OG0001798	Prap.g_01809	Prbi.g_00160
OG0001800	Prap.g_01847	Prbi.g_01761
OG0001828	Prap.g_01842	Prbi.g_01309
OG0001836	Prap.g_00483	Prbi.g_01766, Prbi.g_01321
OG0001853	Prap.g_01801	Prbi.g_01756
OG0001858	Prap.g_01864	Prbi.g_01537
OG0001888	Prap.g_01849	Prbi.g_01529
OG0001889	Prap.g_01802	Prbi.g_01757
OG0001890	Prap.g_01803	Prbi.g_01758
OG0002067	Prap.g_00642	Prbi.g_00159
OG0002219	Prap.g_01115	Prbi.g_01886, Prbi.g_00721
OG0002325	Prap.g_01027	Prbi.g_01273
