Orthogroup	Prap	Prad
OG0001168	Prap.g_01584	Prad.g_01635
OG0001169	Prap.g_01583	Prad.g_01634
OG0001170	Prap.g_01582	Prad.g_01633
OG0001171	Prap.g_01581	Prad.g_01632
OG0001172	Prap.g_01579	Prad.g_01630
OG0001173	Prap.g_01577	Prad.g_01628
OG0001174	Prap.g_01576	Prad.g_01627
OG0001175	Prap.g_01575	Prad.g_01626
OG0001176	Prap.g_01573	Prad.g_01625
OG0001177	Prap.g_01571	Prad.g_01623
OG0001178	Prap.g_01568	Prad.g_01621
OG0001179	Prap.g_01567	Prad.g_01620
OG0001180	Prap.g_01566	Prad.g_01619
OG0001181	Prap.g_01565	Prad.g_01618
OG0001182	Prap.g_01564	Prad.g_01617
OG0001183	Prap.g_01563	Prad.g_01616
OG0001184	Prap.g_01561	Prad.g_01614
OG0001185	Prap.g_01559	Prad.g_01611
OG0001186	Prap.g_01558	Prad.g_01610
OG0001187	Prap.g_01557	Prad.g_01609
OG0001188	Prap.g_01556	Prad.g_01608
OG0001189	Prap.g_01555	Prad.g_01607
OG0001190	Prap.g_01554	Prad.g_01606
OG0001191	Prap.g_01553	Prad.g_01605
OG0001192	Prap.g_01552	Prad.g_01604
OG0001193	Prap.g_01551	Prad.g_01603
OG0001194	Prap.g_01550	Prad.g_01602
OG0001195	Prap.g_01549	Prad.g_01601
OG0001196	Prap.g_01548	Prad.g_01600
OG0001197	Prap.g_01547	Prad.g_01599
OG0001198	Prap.g_01546	Prad.g_01598
OG0001199	Prap.g_01545	Prad.g_01597
OG0001200	Prap.g_01544	Prad.g_01596
OG0001201	Prap.g_01543	Prad.g_01595
OG0001202	Prap.g_01542	Prad.g_01594
OG0001203	Prap.g_01541	Prad.g_01592
OG0001204	Prap.g_01539	Prad.g_01590
OG0001205	Prap.g_01537	Prad.g_01589
OG0001206	Prap.g_01536	Prad.g_01588
OG0001207	Prap.g_01535	Prad.g_01587
OG0001208	Prap.g_01534	Prad.g_01586
OG0001209	Prap.g_01533	Prad.g_01585
OG0001210	Prap.g_01532	Prad.g_01584
OG0001211	Prap.g_01531	Prad.g_01583
OG0001212	Prap.g_01530	Prad.g_01582
OG0001213	Prap.g_01529	Prad.g_01581
OG0001214	Prap.g_01527	Prad.g_01579
OG0001215	Prap.g_01526	Prad.g_01578
OG0001216	Prap.g_01525	Prad.g_01577
OG0001217	Prap.g_01524	Prad.g_01576
OG0001218	Prap.g_01523	Prad.g_01575
OG0001219	Prap.g_01520	Prad.g_01572
OG0001220	Prap.g_01519	Prad.g_01571
OG0001221	Prap.g_01515	Prad.g_01568
OG0001222	Prap.g_01514	Prad.g_01567
OG0001223	Prap.g_01513	Prad.g_01566
OG0001224	Prap.g_01511	Prad.g_01565
OG0001225	Prap.g_01510	Prad.g_01564
OG0001226	Prap.g_01509	Prad.g_01563
OG0001227	Prap.g_01508	Prad.g_01562
OG0001228	Prap.g_01507	Prad.g_01561
OG0001229	Prap.g_01506	Prad.g_01560
OG0001230	Prap.g_01505	Prad.g_01559
OG0001231	Prap.g_01504	Prad.g_01558
OG0001232	Prap.g_01501	Prad.g_01557
OG0001233	Prap.g_01500	Prad.g_01556
OG0001234	Prap.g_01499	Prad.g_01555
OG0001235	Prap.g_01498	Prad.g_01554
OG0001236	Prap.g_01496	Prad.g_01552
OG0001237	Prap.g_01495	Prad.g_01551
OG0001238	Prap.g_01492	Prad.g_01549
OG0001239	Prap.g_01491	Prad.g_01548
OG0001240	Prap.g_01490	Prad.g_01547
OG0001241	Prap.g_01874	Prad.g_01545
OG0001242	Prap.g_01873	Prad.g_01544
OG0001243	Prap.g_01872	Prad.g_01543
OG0001244	Prap.g_01871	Prad.g_01542
OG0001245	Prap.g_01870	Prad.g_01541
OG0001246	Prap.g_01869	Prad.g_01540
OG0001247	Prap.g_01868	Prad.g_01539
OG0001248	Prap.g_00056	Prad.g_01538
OG0001249	Prap.g_00055	Prad.g_01537
OG0001250	Prap.g_00054	Prad.g_01536
OG0001252	Prap.g_01036	Prad.g_01855
OG0001253	Prap.g_01021	Prad.g_01841
OG0001254	Prap.g_01429	Prad.g_01710
OG0001255	Prap.g_01373	Prad.g_01658
OG0001257	Prap.g_01285	Prad.g_00025
OG0001258	Prap.g_01269	Prad.g_00131
OG0001259	Prap.g_01178	Prad.g_01379
OG0001260	Prap.g_00693	Prad.g_01091
OG0001261	Prap.g_00747	Prad.g_01181
OG0001262	Prap.g_00730	Prad.g_00297
OG0001263	Prap.g_00477	Prad.g_00276
OG0001264	Prap.g_00859	Prad.g_00246
OG0001265	Prap.g_00300	Prad.g_00137
OG0001266	Prap.g_01129	Prad.g_00995
OG0001267	Prap.g_00474	Prad.g_01512
OG0001268	Prap.g_00459	Prad.g_01499
OG0001269	Prap.g_01927	Prad.g_00611
OG0001270	Prap.g_00164	Prad.g_00474
OG0001271	Prap.g_00177	Prad.g_00463
OG0001272	Prap.g_01120	Prad.g_00421
OG0001273	Prap.g_00238	Prad.g_00420
OG0001274	Prap.g_01907	Prad.g_00415
OG0001275	Prap.g_00531	Prad.g_00397
OG0001276	Prap.g_00321	Prad.g_00384
OG0001277	Prap.g_01820	Prad.g_00369
OG0001278	Prap.g_01788	Prad.g_00949
OG0001279	Prap.g_01784	Prad.g_00945
OG0001280	Prap.g_01781	Prad.g_00942
OG0001281	Prap.g_01710	Prad.g_00876
OG0001282	Prap.g_01774	Prad.g_00851
OG0001283	Prap.g_01600	Prad.g_00769
OG0001285	Prap.g_01540	Prad.g_01591
OG0001286	Prap.g_01488	Prad.g_01546
OG0001287	Prap.g_01906	Prad.g_01299
OG0001288	Prap.g_01329	Prad.g_00070
OG0001290	Prap.g_00924	Prad.g_01956
OG0001291	Prap.g_00879	Prad.g_01922
OG0001292	Prap.g_00876	Prad.g_01919
OG0001294	Prap.g_01085	Prad.g_01900
OG0001295	Prap.g_01055	Prad.g_01874
OG0001296	Prap.g_01048	Prad.g_01868
OG0001297	Prap.g_00970	Prad.g_01792
OG0001298	Prap.g_01468	Prad.g_01748
OG0001299	Prap.g_01459	Prad.g_01739
OG0001300	Prap.g_00541	Prad.g_00736
OG0001301	Prap.g_00390	Prad.g_01426
OG0001302	Prap.g_01899, Prap.g_01848	Prad.g_01096
OG0001303	Prap.g_00519	Prad.g_01100
OG0001304	Prap.g_00699	Prad.g_01027
OG0001305	Prap.g_00704	Prad.g_01022
OG0001306	Prap.g_01502	Prad.g_00988
OG0001307	Prap.g_00542	Prad.g_00979
OG0001308	Prap.g_00228	Prad.g_00647
OG0001309	Prap.g_01538	Prad.g_00649
OG0001310	Prap.g_00035	Prad.g_00660
OG0001311	Prap.g_00423	Prad.g_01467
OG0001312	Prap.g_01926	Prad.g_00610
OG0001313	Prap.g_01344	Prad.g_00417
OG0001315	Prap.g_01720	Prad.g_00883
OG0001316	Prap.g_01604	Prad.g_00773
OG0001318	Prap.g_01033	Prad.g_01852
OG0001319	Prap.g_01474	Prad.g_01753
OG0001320	Prap.g_01919	Prad.g_00039
OG0001321	Prap.g_01130	Prad.g_01207, Prad.g_01102
OG0001322	Prap.g_00505	Prad.g_01126
OG0001323	Prap.g_00870	Prad.g_01003
OG0001324	Prap.g_00647	Prad.g_00971
OG0001325	Prap.g_00607	Prad.g_00653
OG0001326	Prap.g_01911	Prad.g_00338
OG0001327	Prap.g_00227	Prad.g_00340
OG0001328	Prap.g_00566	Prad.g_00623
OG0001329	Prap.g_01493	Prad.g_00574
OG0001330	Prap.g_00210	Prad.g_00424
OG0001331	Prap.g_01783	Prad.g_00944
OG0001332	Prap.g_01731	Prad.g_00894
OG0001333	Prap.g_01638	Prad.g_00803
OG0001334	Prap.g_01578	Prad.g_01629
OG0001336	Prap.g_01046	Prad.g_01865
OG0001337	Prap.g_01056	Prad.g_01875
OG0001338	Prap.g_00580	Prad.g_01847
OG0001339	Prap.g_00966	Prad.g_01788
OG0001340	Prap.g_01463	Prad.g_01743
OG0001341	Prap.g_01450	Prad.g_01730
OG0001342	Prap.g_01430	Prad.g_01711
OG0001343	Prap.g_01367	Prad.g_01652
OG0001345	Prap.g_01332	Prad.g_00668
OG0001346	Prap.g_01295	Prad.g_00035
OG0001347	Prap.g_01281	Prad.g_00021
OG0001349	Prap.g_01258	Prad.g_00120
OG0001350	Prap.g_01253	Prad.g_00115
OG0001351	Prap.g_01192	Prad.g_01366
OG0001352	Prap.g_00819	Prad.g_01256
OG0001353	Prap.g_00942	Prad.g_01277
OG0001354	Prap.g_00692	Prad.g_01129
OG0001355	Prap.g_00740	Prad.g_00307
OG0001356	Prap.g_00662	Prad.g_00262
OG0001357	Prap.g_00285	Prad.g_00158
OG0001358	Prap.g_00299	Prad.g_00138
OG0001359	Prap.g_01878	Prad.g_01525
OG0001360	Prap.g_01877	Prad.g_01524
OG0001361	Prap.g_00402	Prad.g_01445
OG0001362	Prap.g_00610	Prad.g_01216
OG0001364	Prap.g_00196	Prad.g_00444
OG0001365	Prap.g_00894	Prad.g_00376
OG0001366	Prap.g_01741	Prad.g_00904
OG0001368	Prap.g_01570	Prad.g_01622
OG0001371	Prap.g_00884	Prad.g_01926
OG0001372	Prap.g_00882	Prad.g_01925
OG0001373	Prap.g_00875	Prad.g_01918
OG0001374	Prap.g_01091	Prad.g_01906
OG0001375	Prap.g_01038	Prad.g_01858
OG0001376	Prap.g_01478	Prad.g_01757
OG0001377	Prap.g_01454	Prad.g_01735
OG0001378	Prap.g_01437	Prad.g_01719
OG0001379	Prap.g_00162	Prad.g_00748
OG0001380	Prap.g_00803	Prad.g_01980
OG0001381	Prap.g_01309	Prad.g_00053
OG0001382	Prap.g_01303	Prad.g_00046
OG0001383	Prap.g_01256	Prad.g_00118
OG0001384	Prap.g_01248	Prad.g_00110
OG0001385	Prap.g_00359	Prad.g_01240
OG0001386	Prap.g_00827	Prad.g_01248
OG0001387	Prap.g_00825	Prad.g_01250
OG0001388	Prap.g_00814	Prad.g_01260
OG0001389	Prap.g_00342	Prad.g_01054
OG0001390	Prap.g_00511	Prad.g_01090
OG0001391	Prap.g_00689	Prad.g_01131
OG0001392	Prap.g_00663	Prad.g_00263
OG0001393	Prap.g_00661	Prad.g_00261
OG0001394	Prap.g_00853	Prad.g_00240
OG0001395	Prap.g_00850	Prad.g_00237
OG0001396	Prap.g_01817	Prad.g_00154
OG0001397	Prap.g_00312	Prad.g_01034
OG0001398	Prap.g_00712	Prad.g_01014
OG0001399	Prap.g_00671	Prad.g_01005
OG0001400	Prap.g_00528	Prad.g_00997
OG0001401	Prap.g_00040	Prad.g_01320
OG0001402	Prap.g_00471	Prad.g_01510
OG0001403	Prap.g_00562	Prad.g_00627
OG0001404	Prap.g_00315	Prad.g_00603
OG0001405	Prap.g_00060	Prad.g_00593
OG0001406	Prap.g_00163	Prad.g_00475
OG0001407	Prap.g_00166	Prad.g_00472
OG0001408	Prap.g_00211	Prad.g_00423
OG0001409	Prap.g_01858	Prad.g_00409
OG0001410	Prap.g_01921	Prad.g_00395
OG0001412	Prap.g_00676	Prad.g_00205
OG0001414	Prap.g_00509	Prad.g_01932
OG0001417	Prap.g_00826	Prad.g_01249
OG0001418	Prap.g_00598	Prad.g_01103
OG0001419	Prap.g_00684	Prad.g_01135
OG0001420	Prap.g_00659	Prad.g_00259
OG0001421	Prap.g_00654	Prad.g_00255
OG0001422	Prap.g_00616	Prad.g_01000
OG0001423	Prap.g_00620	Prad.g_01523
OG0001424	Prap.g_00214	Prad.g_00074
OG0001425	Prap.g_00524	Prad.g_00403
OG0001427	Prap.g_01843	Prad.g_00737
OG0001428	Prap.g_00095, Prap.g_00093	Prad.g_00560
OG0001430	Prap.g_00030	Prad.g_00145
OG0001431	Prap.g_00038	Prad.g_00999
OG0001432	Prap.g_00527	Prad.g_00996
OG0001435	Prap.g_00492	Prad.g_00411
OG0001439	Prap.g_00750	Prad.g_01178
OG0001440	Prap.g_00304	Prad.g_00134
OG0001441	Prap.g_01894	Prad.g_00640
OG0001443	Prap.g_00475	Prad.g_01513
OG0001444	Prap.g_00436	Prad.g_01477
OG0001445	Prap.g_01890	Prad.g_01202
OG0001446	Prap.g_01889	Prad.g_01204
OG0001447	Prap.g_00482	Prad.g_01205
OG0001451	Prap.g_00633	Prad.g_00546
OG0001452	Prap.g_01521	Prad.g_01573
OG0001454	Prap.g_01311	Prad.g_00743
OG0001455	Prap.g_00629	Prad.g_01191
OG0001456	Prap.g_01179	Prad.g_01378
OG0001457	Prap.g_00794	Prad.g_01276
OG0001458	Prap.g_00625	Prad.g_01089
OG0001459	Prap.g_01947	Prad.g_01124
OG0001460	Prap.g_01125	Prad.g_00285
OG0001461	Prap.g_00349	Prad.g_00213
OG0001462	Prap.g_00496	Prad.g_00146
OG0001463	Prap.g_01305	Prad.g_01006
OG0001465	Prap.g_00520	Prad.g_00334
OG0001466	Prap.g_00226	Prad.g_00348
OG0001468	Prap.g_01613	Prad.g_00780
OG0001469	Prap.g_00458	Prad.g_01498
OG0001473	Prap.g_00690	Prad.g_00277
OG0001482	Prap.g_01884	Prad.g_01985, Prad.g_01318
OG0001483	Prap.g_00555	Prad.g_00364
OG0001484	Prap.g_00889	Prad.g_00562
OG0001485	Prap.g_01718	Prad.g_00881
OG0001486	Prap.g_00838	Prad.g_00225
OG0001488	Prap.g_00998	Prad.g_01819
OG0001489	Prap.g_01688	Prad.g_00734
OG0001490	Prap.g_01716	Prad.g_00701
OG0001492	Prap.g_00749	Prad.g_01179
OG0001504	Prap.g_00843	Prad.g_00230
OG0001505	Prap.g_01901	Prad.g_01189
OG0001506	Prap.g_00503	Prad.g_00984
OG0001508	Prap.g_01814	Prad.g_00412
OG0001509	Prap.g_01112	Prad.g_00861
OG0001519	Prap.g_01905	Prad.g_00722
OG0001521	Prap.g_00893	Prad.g_00375
OG0001522	Prap.g_01859, Prap.g_00018	Prad.g_00075, Prad.g_00962
OG0001544	Prap.g_01902	Prad.g_00082
OG0001546	Prap.g_00745	Prad.g_01046
OG0001558	Prap.g_00019	Prad.g_01073, Prad.g_01084
OG0001574	Prap.g_00609	Prad.g_00315
OG0001579	Prap.g_00097	Prad.g_00535
OG0001593	Prap.g_01304	Prad.g_00047
OG0001607	Prap.g_01948	Prad.g_00087
OG0001607	Prap.g_01949	Prad.g_00310
OG0001627	Prap.g_01866	Prad.g_01192
OG0001631	Prap.g_01134	Prad.g_01437
OG0001694	Prap.g_01341	Prad.g_01186
OG0001714	Prap.g_00161	Prad.g_00573
OG0001735	Prap.g_01816, Prap.g_01844	Prad.g_00079
OG0001736	Prap.g_00842	Prad.g_00229
OG0001869	Prap.g_01935	Prad.g_00553
OG0001873	Prap.g_00057	Prad.g_00309
OG0001880	Prap.g_00006	Prad.g_00570
OG0001961	Prap.g_00033	Prad.g_01286
OG0001962	Prap.g_00583	Prad.g_00543
OG0001963	Prap.g_00582	Prad.g_00544
OG0001964	Prap.g_00581	Prad.g_00545
OG0001994	Prap.g_01340	Prad.g_00089
OG0002191	Prap.g_00634	Prad.g_01288
OG0002195	Prap.g_01339	Prad.g_00088
OG0002275	Prap.g_00584	Prad.g_00542
OG0003100	Prap.g_01876	Prad.g_01329
