Orthogroup	Pran	Syap
OG0001393	Pran.g_00190	Syap.g_01831
OG0001394	Pran.g_00444	Syap.g_00159
OG0001395	Pran.g_00555	Syap.g_00531
OG0001398	Pran.g_00596	Syap.g_02356
OG0001406	Pran.g_00174	Syap.g_01989
OG0001408	Pran.g_00156	Syap.g_01862
OG0001411	Pran.g_00809	Syap.g_00853
OG0001415	Pran.g_00201	Syap.g_00447, Syap.g_00446
OG0001418	Pran.g_01494	Syap.g_00221
OG0001420	Pran.g_00121	Syap.g_02736
OG0001422	Pran.g_00607	Syap.g_01682
OG0001425	Pran.g_01219	Syap.g_01024
OG0001428	Pran.g_00260	Syap.g_01196
OG0001432	Pran.g_00650	Syap.g_01967
OG0001433	Pran.g_01391	Syap.g_00790
OG0001434	Pran.g_00448	Syap.g_00167
OG0001437	Pran.g_00202	Syap.g_00448
OG0001438	Pran.g_01901	Syap.g_01346, Syap.g_01630
OG0001439	Pran.g_01887	Syap.g_01674
OG0001441	Pran.g_01657	Syap.g_02749
OG0001443	Pran.g_00595	Syap.g_01006
OG0001447	Pran.g_00308	Syap.g_02218
OG0001452	Pran.g_00416	Syap.g_01590
OG0001453	Pran.g_00509	Syap.g_02687
OG0001456	Pran.g_00082	Syap.g_01828
OG0001457	Pran.g_00081	Syap.g_01826
OG0001458	Pran.g_00080	Syap.g_01825
OG0001459	Pran.g_00642, Pran.g_00954	Syap.g_00351
OG0001460	Pran.g_01392	Syap.g_00789
OG0001461	Pran.g_00916	Syap.g_02707
OG0001474	Pran.g_01855	Syap.g_00562
OG0001492	Pran.g_00013	Syap.g_02441
OG0001493	Pran.g_00005	Syap.g_02433
OG0001502	Pran.g_01373	Syap.g_00833
OG0001504	Pran.g_00953	Syap.g_00350
OG0001507	Pran.g_00613	Syap.g_00227
OG0001527	Pran.g_01615	Syap.g_00287, Syap.g_00292
OG0001546	Pran.g_01654	Syap.g_02745
OG0001547	Pran.g_01371	Syap.g_00840, Syap.g_00839
OG0001553	Pran.g_00736	Syap.g_02121
OG0001556	Pran.g_01398	Syap.g_00796, Syap.g_00041, Syap.g_00411
OG0001567	Pran.g_01372	Syap.g_00838
OG0001568	Pran.g_01370	Syap.g_00842
OG0001570	Pran.g_00118	Syap.g_00438
OG0001584	Pran.g_00460	Syap.g_00183
OG0001587	Pran.g_01029	Syap.g_02669
OG0001613	Pran.g_01124	Syap.g_00597
OG0001632	Pran.g_00520	Syap.g_02524
OG0001634	Pran.g_00610	Syap.g_01956
OG0001669	Pran.g_00910	Syap.g_01283
OG0001700	Pran.g_01393	Syap.g_00975
OG0001745	Pran.g_00651	Syap.g_02401
OG0001919	Pran.g_01798	Syap.g_01968
OG0001991	Pran.g_01387	Syap.g_00791
OG0002026	Pran.g_01799	Syap.g_00821
OG0002029	Pran.g_00956	Syap.g_00356
OG0002097	Pran.g_00813	Syap.g_00711
OG0002107	Pran.g_01774	Syap.g_00420
OG0002225	Pran.g_01775	Syap.g_00419
OG0002227	Pran.g_01396	Syap.g_01023, Syap.g_01022
OG0002274	Pran.g_00814	Syap.g_00710
OG0002369	Pran.g_00784	Syap.g_00708, Syap.g_00707, Syap.g_00730
OG0002375	Pran.g_00791	Syap.g_00880
OG0002622	Pran.g_00782	Syap.g_01448
OG0002771	Pran.g_00803	Syap.g_00878
OG0002776	Pran.g_01776	Syap.g_02308
OG0002893	Pran.g_00815	Syap.g_00729
OG0004518	Pran.g_00790	Syap.g_00877
