Orthogroup	Pran	Syaq
OG0001133	Pran.g_00110	Syaq.g_02063
OG0001134	Pran.g_00093	Syaq.g_02213
OG0001135	Pran.g_00090	Syaq.g_02212
OG0001136	Pran.g_00063	Syaq.g_00252
OG0001137	Pran.g_00052	Syaq.g_00228
OG0001138	Pran.g_00034	Syaq.g_00196
OG0001139	Pran.g_00033	Syaq.g_00194
OG0001140	Pran.g_00032	Syaq.g_00193
OG0001141	Pran.g_00031	Syaq.g_00192
OG0001142	Pran.g_00030	Syaq.g_00191
OG0001143	Pran.g_00023	Syaq.g_00182
OG0001144	Pran.g_00018	Syaq.g_00166
OG0001145	Pran.g_00884	Syaq.g_00284
OG0001146	Pran.g_00872	Syaq.g_00305
OG0001147	Pran.g_00854	Syaq.g_00438
OG0001148	Pran.g_00839	Syaq.g_01761
OG0001149	Pran.g_00838	Syaq.g_01760
OG0001150	Pran.g_00837	Syaq.g_01759
OG0001151	Pran.g_00826	Syaq.g_01746
OG0001152	Pran.g_00825	Syaq.g_01745
OG0001153	Pran.g_00701	Syaq.g_00413
OG0001154	Pran.g_00700	Syaq.g_00414
OG0001155	Pran.g_00688	Syaq.g_01739
OG0001156	Pran.g_00685	Syaq.g_01729
OG0001157	Pran.g_00684	Syaq.g_01728
OG0001158	Pran.g_00683	Syaq.g_01727
OG0001159	Pran.g_00682	Syaq.g_01726
OG0001160	Pran.g_00658	Syaq.g_01693
OG0001161	Pran.g_00646	Syaq.g_01233
OG0001162	Pran.g_00632	Syaq.g_00331
OG0001163	Pran.g_00962	Syaq.g_01685
OG0001164	Pran.g_00966	Syaq.g_01679
OG0001165	Pran.g_00969	Syaq.g_01674
OG0001166	Pran.g_00989	Syaq.g_01652
OG0001167	Pran.g_01006	Syaq.g_01039
OG0001169	Pran.g_01010	Syaq.g_01620
OG0001170	Pran.g_01012	Syaq.g_01618
OG0001171	Pran.g_01021	Syaq.g_01607
OG0001172	Pran.g_01035	Syaq.g_00690
OG0001173	Pran.g_01036	Syaq.g_00689
OG0001174	Pran.g_01045	Syaq.g_00681
OG0001175	Pran.g_01046	Syaq.g_00680
OG0001176	Pran.g_01053	Syaq.g_00656
OG0001177	Pran.g_01055	Syaq.g_00658
OG0001178	Pran.g_01060	Syaq.g_01667
OG0001179	Pran.g_01089	Syaq.g_00626
OG0001180	Pran.g_01111	Syaq.g_00600
OG0001181	Pran.g_01115	Syaq.g_00596
OG0001182	Pran.g_01122	Syaq.g_00587
OG0001183	Pran.g_01126	Syaq.g_00579
OG0001184	Pran.g_01141	Syaq.g_00995
OG0001185	Pran.g_01155	Syaq.g_01022
OG0001186	Pran.g_01178	Syaq.g_01058
OG0001187	Pran.g_01183	Syaq.g_01061
OG0001188	Pran.g_01185	Syaq.g_01065
OG0001190	Pran.g_01205	Syaq.g_01264
OG0001191	Pran.g_01215	Syaq.g_01248
OG0001192	Pran.g_01220	Syaq.g_01242
OG0001193	Pran.g_01230	Syaq.g_01217
OG0001194	Pran.g_01231	Syaq.g_01214
OG0001195	Pran.g_01232	Syaq.g_01213
OG0001196	Pran.g_01245	Syaq.g_01169
OG0001197	Pran.g_01246	Syaq.g_01167
OG0001198	Pran.g_01254	Syaq.g_01153
OG0001199	Pran.g_00358	Syaq.g_01553
OG0001200	Pran.g_00356	Syaq.g_01551
OG0001201	Pran.g_00325	Syaq.g_01486
OG0001202	Pran.g_00233	Syaq.g_01358
OG0001204	Pran.g_01949	Syaq.g_00709
OG0001205	Pran.g_01735	Syaq.g_00491
OG0001206	Pran.g_01716	Syaq.g_00468
OG0001207	Pran.g_01701	Syaq.g_01764
OG0001208	Pran.g_01696	Syaq.g_01774
OG0001209	Pran.g_01643	Syaq.g_01841
OG0001210	Pran.g_01638	Syaq.g_01852
OG0001211	Pran.g_01628	Syaq.g_01932
OG0001212	Pran.g_01582	Syaq.g_01990
OG0001213	Pran.g_01549	Syaq.g_02072
OG0001214	Pran.g_01541	Syaq.g_02084
OG0001215	Pran.g_01488	Syaq.g_02580
OG0001216	Pran.g_01458	Syaq.g_00026
OG0001217	Pran.g_01415	Syaq.g_01885
OG0001218	Pran.g_01407	Syaq.g_00423
OG0001219	Pran.g_01354	Syaq.g_02434
OG0001220	Pran.g_01292	Syaq.g_02412
OG0001221	Pran.g_00440	Syaq.g_02300
OG0001222	Pran.g_00479	Syaq.g_02472
OG0001223	Pran.g_00505	Syaq.g_02516
OG0001225	Pran.g_00566	Syaq.g_02681
OG0001226	Pran.g_00159	Syaq.g_01543
OG0001227	Pran.g_00141	Syaq.g_00333
OG0001230	Pran.g_00741	Syaq.g_00361
OG0001231	Pran.g_00634	Syaq.g_01133
OG0001232	Pran.g_00993	Syaq.g_01643
OG0001233	Pran.g_01013	Syaq.g_01617
OG0001234	Pran.g_01048	Syaq.g_00676
OG0001235	Pran.g_01057	Syaq.g_00665
OG0001237	Pran.g_01142	Syaq.g_00999
OG0001238	Pran.g_01216	Syaq.g_01246
OG0001239	Pran.g_00361	Syaq.g_01556
OG0001240	Pran.g_00340	Syaq.g_01502
OG0001241	Pran.g_00332	Syaq.g_01492
OG0001244	Pran.g_00293	Syaq.g_01430
OG0001245	Pran.g_01815	Syaq.g_01916
OG0001246	Pran.g_01674	Syaq.g_01802
OG0001248	Pran.g_01493	Syaq.g_01891
OG0001249	Pran.g_01365	Syaq.g_00563
OG0001250	Pran.g_01303	Syaq.g_02389
OG0001251	Pran.g_00414	Syaq.g_02135
OG0001252	Pran.g_00559	Syaq.g_02690
OG0001253	Pran.g_00140	Syaq.g_01918
OG0001254	Pran.g_00091	Syaq.g_02214
OG0001255	Pran.g_00076	Syaq.g_02111
OG0001256	Pran.g_00641	Syaq.g_01686
OG0001258	Pran.g_00967	Syaq.g_01676
OG0001259	Pran.g_01011	Syaq.g_01619
OG0001260	Pran.g_01027	Syaq.g_01595
OG0001261	Pran.g_01097	Syaq.g_00617
OG0001262	Pran.g_01200	Syaq.g_01093
OG0001265	Pran.g_00315	Syaq.g_01466
OG0001266	Pran.g_00229	Syaq.g_01354
OG0001267	Pran.g_01914	Syaq.g_00763
OG0001268	Pran.g_01856	Syaq.g_00553
OG0001269	Pran.g_01835	Syaq.g_01866
OG0001270	Pran.g_01746	Syaq.g_00504
OG0001271	Pran.g_01706	Syaq.g_00445
OG0001272	Pran.g_01692	Syaq.g_01778
OG0001273	Pran.g_01547	Syaq.g_02077
OG0001274	Pran.g_01473	Syaq.g_01303
OG0001275	Pran.g_00515	Syaq.g_02531
OG0001276	Pran.g_00543	Syaq.g_00062
OG0001278	Pran.g_00010	Syaq.g_00155
OG0001279	Pran.g_00609	Syaq.g_01867
OG0001280	Pran.g_00877	Syaq.g_00294
OG0001281	Pran.g_00871	Syaq.g_00306
OG0001282	Pran.g_00840	Syaq.g_01762
OG0001283	Pran.g_00820	Syaq.g_01175
OG0001284	Pran.g_00663	Syaq.g_01700
OG0001285	Pran.g_00996	Syaq.g_01639
OG0001286	Pran.g_01109	Syaq.g_00602
OG0001287	Pran.g_01162	Syaq.g_01030
OG0001289	Pran.g_00345	Syaq.g_01528
OG0001290	Pran.g_00333	Syaq.g_01493
OG0001291	Pran.g_00299	Syaq.g_01444
OG0001293	Pran.g_01932	Syaq.g_00736
OG0001294	Pran.g_01817	Syaq.g_02252
OG0001296	Pran.g_01669	Syaq.g_01808
OG0001297	Pran.g_01664	Syaq.g_01812
OG0001298	Pran.g_01601	Syaq.g_01967
OG0001299	Pran.g_01512	Syaq.g_02246
OG0001300	Pran.g_01485	Syaq.g_02589
OG0001301	Pran.g_01482	Syaq.g_02602
OG0001302	Pran.g_01356	Syaq.g_02115
OG0001303	Pran.g_01434	Syaq.g_02437
OG0001304	Pran.g_00553	Syaq.g_00049
OG0001305	Pran.g_00572	Syaq.g_02673
OG0001306	Pran.g_00074	Syaq.g_00267
OG0001308	Pran.g_00723	Syaq.g_00385
OG0001312	Pran.g_00468	Syaq.g_02449
OG0001315	Pran.g_00371	Syaq.g_00581
OG0001316	Pran.g_00294	Syaq.g_01437
OG0001317	Pran.g_00198	Syaq.g_01576
OG0001318	Pran.g_01936	Syaq.g_00728
OG0001319	Pran.g_01921	Syaq.g_00751
OG0001321	Pran.g_01726	Syaq.g_00483
OG0001322	Pran.g_01725	Syaq.g_00482
OG0001323	Pran.g_01659	Syaq.g_01820
OG0001324	Pran.g_01484	Syaq.g_02590
OG0001325	Pran.g_01455	Syaq.g_00030
OG0001326	Pran.g_00184	Syaq.g_01205
OG0001327	Pran.g_00167	Syaq.g_02259
OG0001328	Pran.g_00142	Syaq.g_02280
OG0001329	Pran.g_00101	Syaq.g_02113
OG0001331	Pran.g_00835	Syaq.g_01757
OG0001333	Pran.g_01007	Syaq.g_01622
OG0001336	Pran.g_01242	Syaq.g_01174
OG0001343	Pran.g_00411	Syaq.g_00700
OG0001345	Pran.g_00041	Syaq.g_00213
OG0001346	Pran.g_00875	Syaq.g_00298
OG0001348	Pran.g_00604	Syaq.g_02703
OG0001349	Pran.g_00805	Syaq.g_00942
OG0001352	Pran.g_01498	Syaq.g_01904
OG0001353	Pran.g_01311	Syaq.g_02379
OG0001354	Pran.g_00497	Syaq.g_02503
OG0001356	Pran.g_01390	Syaq.g_02555, Syaq.g_00127
OG0001358	Pran.g_01558	Syaq.g_02056
OG0001359	Pran.g_00412	Syaq.g_00699
OG0001360	Pran.g_00139	Syaq.g_00211
OG0001361	Pran.g_00044	Syaq.g_00216
OG0001364	Pran.g_01132	Syaq.g_00972
OG0001365	Pran.g_01209	Syaq.g_01259
OG0001373	Pran.g_00183	Syaq.g_01206
OG0001374	Pran.g_00191	Syaq.g_01198
OG0001375	Pran.g_00192	Syaq.g_00701
OG0001378	Pran.g_00130	Syaq.g_00506
OG0001379	Pran.g_00882	Syaq.g_00289
OG0001380	Pran.g_00852	Syaq.g_01915
OG0001382	Pran.g_00618	Syaq.g_00662
OG0001385	Pran.g_00180	Syaq.g_01209
OG0001386	Pran.g_00181	Syaq.g_01208
OG0001387	Pran.g_00182	Syaq.g_01207
OG0001388	Pran.g_00185	Syaq.g_01204
OG0001389	Pran.g_00186	Syaq.g_01203
OG0001390	Pran.g_00187	Syaq.g_01202
OG0001391	Pran.g_00188	Syaq.g_01201
OG0001392	Pran.g_00189	Syaq.g_01200
OG0001393	Pran.g_00190	Syaq.g_01199
OG0001394	Pran.g_00444	Syaq.g_02307
OG0001395	Pran.g_00555	Syaq.g_00045
OG0001408	Pran.g_00156	Syaq.g_02125
OG0001409	Pran.g_00053	Syaq.g_00229
OG0001413	Pran.g_00648	Syaq.g_00139, Syaq.g_02051
OG0001416	Pran.g_01719	Syaq.g_00303
OG0001417	Pran.g_01709	Syaq.g_02502
OG0001418	Pran.g_01494	Syaq.g_00243
OG0001420	Pran.g_00121	Syaq.g_01833
OG0001428	Pran.g_00260	Syaq.g_01396
OG0001429	Pran.g_01353	Syaq.g_02438
OG0001432	Pran.g_00650	Syaq.g_01862
OG0001433	Pran.g_01391	Syaq.g_00128
OG0001434	Pran.g_00448	Syaq.g_02312
OG0001438	Pran.g_01901	Syaq.g_00778
OG0001439	Pran.g_01887	Syaq.g_00863
OG0001441	Pran.g_01657	Syaq.g_01822
OG0001442	Pran.g_01431	Syaq.g_02322
OG0001443	Pran.g_00595	Syaq.g_01236
OG0001447	Pran.g_00308	Syaq.g_01456
OG0001448	Pran.g_01827	Syaq.g_01873
OG0001449	Pran.g_01794	Syaq.g_00698
OG0001452	Pran.g_00416	Syaq.g_00723
OG0001453	Pran.g_00509	Syaq.g_02522
OG0001454	Pran.g_00146	Syaq.g_01917
OG0001456	Pran.g_00082	Syaq.g_01196
OG0001457	Pran.g_00081	Syaq.g_01195
OG0001458	Pran.g_00080	Syaq.g_01194
OG0001460	Pran.g_01392	Syaq.g_00129
OG0001461	Pran.g_00916	Syaq.g_02163
OG0001462	Pran.g_00390	Syaq.g_01108
OG0001465	Pran.g_01476	Syaq.g_02704
OG0001471	Pran.g_00647	Syaq.g_00859
OG0001473	Pran.g_01180	Syaq.g_02134
OG0001474	Pran.g_01855	Syaq.g_00552
OG0001480	Pran.g_01826	Syaq.g_02121
OG0001482	Pran.g_01721	Syaq.g_02512
OG0001484	Pran.g_01414	Syaq.g_02628
OG0001486	Pran.g_00062	Syaq.g_00251
OG0001492	Pran.g_00013	Syaq.g_00158
OG0001493	Pran.g_00005	Syaq.g_00150
OG0001502	Pran.g_01373	Syaq.g_02407
OG0001525	Pran.g_00629	Syaq.g_02129
OG0001527	Pran.g_01615	Syaq.g_01946
OG0001546	Pran.g_01654	Syaq.g_01825
OG0001547	Pran.g_01371	Syaq.g_02422
OG0001551	Pran.g_00083	Syaq.g_02572
OG0001553	Pran.g_00736	Syaq.g_00368
OG0001554	Pran.g_00639	Syaq.g_01266
OG0001556	Pran.g_01398	Syaq.g_00202, Syaq.g_02654
OG0001565	Pran.g_01757	Syaq.g_02120
OG0001567	Pran.g_01372	Syaq.g_02421
OG0001568	Pran.g_01370	Syaq.g_02424
OG0001570	Pran.g_00118	Syaq.g_02417
OG0001602	Pran.g_01477	Syaq.g_02705
OG0001605	Pran.g_00536	Syaq.g_01892
OG0001613	Pran.g_01124	Syaq.g_00582
OG0001634	Pran.g_00610	Syaq.g_02249
OG0001666	Pran.g_00955	Syaq.g_02653
OG0001700	Pran.g_01393	Syaq.g_02420
OG0001990	Pran.g_01773	Syaq.g_01187
OG0001991	Pran.g_01387	Syaq.g_00123, Syaq.g_00126, Syaq.g_02278
OG0002029	Pran.g_00956	Syaq.g_02609, Syaq.g_02652
OG0002369	Pran.g_00784	Syaq.g_00913
OG0002375	Pran.g_00791	Syaq.g_00479
OG0002771	Pran.g_00803	Syaq.g_00910
OG0003023	Pran.g_00913	Syaq.g_00317, Syaq.g_00314
