Orthogroup	Pran	Syab
OG0001166	Pran.g_00989	Syab.g_02296
OG0001167	Pran.g_01006	Syab.g_02322
OG0001168	Pran.g_01008	Syab.g_02324
OG0001169	Pran.g_01010	Syab.g_02326
OG0001170	Pran.g_01012	Syab.g_02328
OG0001171	Pran.g_01021	Syab.g_02339
OG0001172	Pran.g_01035	Syab.g_00371
OG0001173	Pran.g_01036	Syab.g_00372
OG0001174	Pran.g_01045	Syab.g_00380
OG0001175	Pran.g_01046	Syab.g_00381
OG0001176	Pran.g_01053	Syab.g_00398
OG0001177	Pran.g_01055	Syab.g_00396
OG0001178	Pran.g_01060	Syab.g_02263
OG0001179	Pran.g_01089	Syab.g_00427
OG0001180	Pran.g_01111	Syab.g_00453
OG0001181	Pran.g_01115	Syab.g_00457
OG0001182	Pran.g_01122	Syab.g_00467
OG0001183	Pran.g_01126	Syab.g_00474
OG0001184	Pran.g_01141	Syab.g_00196
OG0001185	Pran.g_01155	Syab.g_00119
OG0001186	Pran.g_01178	Syab.g_00085
OG0001187	Pran.g_01183	Syab.g_00081
OG0001188	Pran.g_01185	Syab.g_00079
OG0001190	Pran.g_01205	Syab.g_02755
OG0001191	Pran.g_01215	Syab.g_02771
OG0001192	Pran.g_01220	Syab.g_02778
OG0001193	Pran.g_01230	Syab.g_02827
OG0001194	Pran.g_01231	Syab.g_02833
OG0001195	Pran.g_01232	Syab.g_02834
OG0001196	Pran.g_01245	Syab.g_02896
OG0001197	Pran.g_01246	Syab.g_02898
OG0001198	Pran.g_01254	Syab.g_02911
OG0001199	Pran.g_00358	Syab.g_02440
OG0001200	Pran.g_00356	Syab.g_02442
OG0001201	Pran.g_00325	Syab.g_02501
OG0001202	Pran.g_00233	Syab.g_02635
OG0001204	Pran.g_01949	Syab.g_00353
OG0001205	Pran.g_01735	Syab.g_00593
OG0001206	Pran.g_01716	Syab.g_00641
OG0001207	Pran.g_01701	Syab.g_02088
OG0001208	Pran.g_01696	Syab.g_02098
OG0001209	Pran.g_01643	Syab.g_02038
OG0001210	Pran.g_01638	Syab.g_02030
OG0001211	Pran.g_01628	Syab.g_02013
OG0001212	Pran.g_01582	Syab.g_01955
OG0001213	Pran.g_01549	Syab.g_01886
OG0001214	Pran.g_01541	Syab.g_01872
OG0001215	Pran.g_01488	Syab.g_01171
OG0001216	Pran.g_01458	Syab.g_01269
OG0001217	Pran.g_01415	Syab.g_01464
OG0001218	Pran.g_01407	Syab.g_00723
OG0001220	Pran.g_01292	Syab.g_01737
OG0001221	Pran.g_00440	Syab.g_01607
OG0001222	Pran.g_00479	Syab.g_01396
OG0001223	Pran.g_00505	Syab.g_01345
OG0001225	Pran.g_00566	Syab.g_01212
OG0001226	Pran.g_00159	Syab.g_02450
OG0001227	Pran.g_00141	Syab.g_00891
OG0001228	Pran.g_00015	Syab.g_01697
OG0001229	Pran.g_00843	Syab.g_01184
OG0001230	Pran.g_00741	Syab.g_00791
OG0001231	Pran.g_00634	Syab.g_00017
OG0001232	Pran.g_00993	Syab.g_02306
OG0001233	Pran.g_01013	Syab.g_02329
OG0001234	Pran.g_01048	Syab.g_00385
OG0001235	Pran.g_01057	Syab.g_00391
OG0001237	Pran.g_01142	Syab.g_00192
OG0001238	Pran.g_01216	Syab.g_02773
OG0001239	Pran.g_00361	Syab.g_02437
OG0001240	Pran.g_00340	Syab.g_02484
OG0001241	Pran.g_00332	Syab.g_02494
OG0001242	Pran.g_00314	Syab.g_02525
OG0001244	Pran.g_00293	Syab.g_02561
OG0001245	Pran.g_01815	Syab.g_01762
OG0001246	Pran.g_01674	Syab.g_02126
OG0001247	Pran.g_01495	Syab.g_02825
OG0001248	Pran.g_01493	Syab.g_01163
OG0001249	Pran.g_01365	Syab.g_00514
OG0001250	Pran.g_01303	Syab.g_01714
OG0001251	Pran.g_00414	Syab.g_01816
OG0001252	Pran.g_00559	Syab.g_01228
OG0001253	Pran.g_00140	Syab.g_01761
OG0001254	Pran.g_00091	Syab.g_01749
OG0001255	Pran.g_00076	Syab.g_01846
OG0001256	Pran.g_00641	Syab.g_02238
OG0001257	Pran.g_00635	Syab.g_01610
OG0001258	Pran.g_00967	Syab.g_02250
OG0001259	Pran.g_01011	Syab.g_02327
OG0001260	Pran.g_01027	Syab.g_02350
OG0001261	Pran.g_01097	Syab.g_00436
OG0001262	Pran.g_01200	Syab.g_00060
OG0001265	Pran.g_00315	Syab.g_02523
OG0001266	Pran.g_00229	Syab.g_02639
OG0001267	Pran.g_01914	Syab.g_00295
OG0001268	Pran.g_01856	Syab.g_00529
OG0001269	Pran.g_01835	Syab.g_01809
OG0001270	Pran.g_01746	Syab.g_00579
OG0001271	Pran.g_01706	Syab.g_00694
OG0001272	Pran.g_01692	Syab.g_02102
OG0001273	Pran.g_01547	Syab.g_01878
OG0001274	Pran.g_01473	Syab.g_02706
OG0001275	Pran.g_00515	Syab.g_01330
OG0001276	Pran.g_00543	Syab.g_01313
OG0001277	Pran.g_00152	Syab.g_02163
OG0001278	Pran.g_00010	Syab.g_01152
OG0001279	Pran.g_00609	Syab.g_01807
OG0001280	Pran.g_00877	Syab.g_00918
OG0001281	Pran.g_00871	Syab.g_00906
OG0001282	Pran.g_00840	Syab.g_02086
OG0001283	Pran.g_00820	Syab.g_02885
OG0001284	Pran.g_00663	Syab.g_02211
OG0001285	Pran.g_00996	Syab.g_02309
OG0001286	Pran.g_01109	Syab.g_00451
OG0001287	Pran.g_01162	Syab.g_00111
OG0001288	Pran.g_01171	Syab.g_00094
OG0001289	Pran.g_00345	Syab.g_02465
OG0001290	Pran.g_00333	Syab.g_02493
OG0001291	Pran.g_00299	Syab.g_02546
OG0001292	Pran.g_01944	Syab.g_00348
OG0001293	Pran.g_01932	Syab.g_00322
OG0001294	Pran.g_01817	Syab.g_01564
OG0001295	Pran.g_01711	Syab.g_01215
OG0001296	Pran.g_01669	Syab.g_02132
OG0001297	Pran.g_01664	Syab.g_02136
OG0001298	Pran.g_01601	Syab.g_01980
OG0001299	Pran.g_01512	Syab.g_01557
OG0001300	Pran.g_01485	Syab.g_01180
OG0001301	Pran.g_01482	Syab.g_01197
OG0001302	Pran.g_01356	Syab.g_01844
OG0001303	Pran.g_01434	Syab.g_01424
OG0001304	Pran.g_00553	Syab.g_01298
OG0001305	Pran.g_00572	Syab.g_01204
OG0001306	Pran.g_00074	Syab.g_00941
OG0001308	Pran.g_00723	Syab.g_00759
OG0001309	Pran.g_00637	Syab.g_02142
OG0001310	Pran.g_00982	Syab.g_02288
OG0001311	Pran.g_00545	Syab.g_01311
OG0001312	Pran.g_00468	Syab.g_01414
OG0001315	Pran.g_00371	Syab.g_00472
OG0001316	Pran.g_00294	Syab.g_02552
OG0001317	Pran.g_00198	Syab.g_02373
OG0001318	Pran.g_01936	Syab.g_00333
OG0001319	Pran.g_01921	Syab.g_00306
OG0001321	Pran.g_01726	Syab.g_00616
OG0001322	Pran.g_01725	Syab.g_00617
OG0001323	Pran.g_01659	Syab.g_02145
OG0001324	Pran.g_01484	Syab.g_01181
OG0001325	Pran.g_01455	Syab.g_01273
OG0001326	Pran.g_00184	Syab.g_02841
OG0001327	Pran.g_00167	Syab.g_01643
OG0001328	Pran.g_00142	Syab.g_01616
OG0001329	Pran.g_00101	Syab.g_00361
OG0001331	Pran.g_00835	Syab.g_02081
OG0001332	Pran.g_00690	Syab.g_02165
OG0001333	Pran.g_01007	Syab.g_02323
OG0001334	Pran.g_01129	Syab.g_00483
OG0001335	Pran.g_01130	Syab.g_00484
OG0001336	Pran.g_01242	Syab.g_02886
OG0001339	Pran.g_00330	Syab.g_02496
OG0001340	Pran.g_01866	Syab.g_00503
OG0001341	Pran.g_01418	Syab.g_01779
OG0001343	Pran.g_00411	Syab.g_00359
OG0001344	Pran.g_00056	Syab.g_00974
OG0001345	Pran.g_00041	Syab.g_01008
OG0001346	Pran.g_00875	Syab.g_00914
OG0001348	Pran.g_00604	Syab.g_01258
OG0001349	Pran.g_00792	Syab.g_00150
OG0001353	Pran.g_01311	Syab.g_01702
OG0001354	Pran.g_00497	Syab.g_01358
OG0001358	Pran.g_01558	Syab.g_01900
OG0001359	Pran.g_00412	Syab.g_00360
OG0001360	Pran.g_00139	Syab.g_01010
OG0001361	Pran.g_00044	Syab.g_00154, Syab.g_01005
OG0001362	Pran.g_00719	Syab.g_00754
OG0001363	Pran.g_00717	Syab.g_00752
OG0001364	Pran.g_01132	Syab.g_00211
OG0001365	Pran.g_01209	Syab.g_02760
OG0001373	Pran.g_00183	Syab.g_02840
OG0001374	Pran.g_00191	Syab.g_02848
OG0001375	Pran.g_00192	Syab.g_00358
OG0001376	Pran.g_00173	Syab.g_02782
OG0001377	Pran.g_00172	Syab.g_02781
OG0001378	Pran.g_00130	Syab.g_00578
OG0001379	Pran.g_00882	Syab.g_00923
OG0001381	Pran.g_00847	Syab.g_01937
OG0001382	Pran.g_00618	Syab.g_00393
OG0001385	Pran.g_00180	Syab.g_02837
OG0001386	Pran.g_00181	Syab.g_02838
OG0001387	Pran.g_00182	Syab.g_02839
OG0001388	Pran.g_00185	Syab.g_02842
OG0001389	Pran.g_00186	Syab.g_02843
OG0001390	Pran.g_00187	Syab.g_02844
OG0001391	Pran.g_00188	Syab.g_02845
OG0001392	Pran.g_00189	Syab.g_02846
OG0001393	Pran.g_00190	Syab.g_02847
OG0001394	Pran.g_00444	Syab.g_01599
OG0001397	Pran.g_00718	Syab.g_00753
OG0001398	Pran.g_00596	Syab.g_02457
OG0001404	Pran.g_00364	Syab.g_02433
OG0001405	Pran.g_01868	Syab.g_00486
OG0001406	Pran.g_00174	Syab.g_02783
OG0001407	Pran.g_00161	Syab.g_01158
OG0001408	Pran.g_00156	Syab.g_01826
OG0001409	Pran.g_00053	Syab.g_00988
OG0001411	Pran.g_00809	Syab.g_00147
OG0001413	Pran.g_00648	Syab.g_01812, Syab.g_01904
OG0001414	Pran.g_00203	Syab.g_01938
OG0001415	Pran.g_00201	Syab.g_02471
OG0001416	Pran.g_01719	Syab.g_00909
OG0001417	Pran.g_01709	Syab.g_01359
OG0001419	Pran.g_00160	Syab.g_01159
OG0001420	Pran.g_00121	Syab.g_02155
OG0001425	Pran.g_01219	Syab.g_02777
OG0001428	Pran.g_00260	Syab.g_02594
OG0001429	Pran.g_01353	Syab.g_01423
OG0001432	Pran.g_00650	Syab.g_01818
OG0001434	Pran.g_00448	Syab.g_01594
OG0001438	Pran.g_01901	Syab.g_00280
OG0001439	Pran.g_01887	Syab.g_00248
OG0001442	Pran.g_01431	Syab.g_01583
OG0001443	Pran.g_00595	Syab.g_02794
OG0001447	Pran.g_00308	Syab.g_02534
OG0001448	Pran.g_01827	Syab.g_01789
OG0001449	Pran.g_01794	Syab.g_00357
OG0001450	Pran.g_01491	Syab.g_01081
OG0001452	Pran.g_00416	Syab.g_00338
OG0001454	Pran.g_00146	Syab.g_01808
OG0001456	Pran.g_00082	Syab.g_02850
OG0001457	Pran.g_00081	Syab.g_02851
OG0001458	Pran.g_00080	Syab.g_02852
OG0001461	Pran.g_00916	Syab.g_01754
OG0001462	Pran.g_00390	Syab.g_00042
OG0001463	Pran.g_01908	Syab.g_01104
OG0001471	Pran.g_00647	Syab.g_00253
OG0001472	Pran.g_00638	Syab.g_01800
OG0001473	Pran.g_01180	Syab.g_01813
OG0001480	Pran.g_01826	Syab.g_01836
OG0001481	Pran.g_01821	Syab.g_00621
OG0001482	Pran.g_01721	Syab.g_01349
OG0001484	Pran.g_01414	Syab.g_02849
OG0001486	Pran.g_00062	Syab.g_00967
OG0001492	Pran.g_00013	Syab.g_01155
OG0001493	Pran.g_00005	Syab.g_01147
OG0001499	Pran.g_00372	Syab.g_01112
OG0001502	Pran.g_01373	Syab.g_01733
OG0001525	Pran.g_00629	Syab.g_01823
OG0001527	Pran.g_01615	Syab.g_01998
OG0001546	Pran.g_01654	Syab.g_02150
OG0001547	Pran.g_01371	Syab.g_01440
OG0001551	Pran.g_00083	Syab.g_01166
OG0001554	Pran.g_00639	Syab.g_02753
OG0001555	Pran.g_00624	Syab.g_02418
OG0001565	Pran.g_01757	Syab.g_01837
OG0001567	Pran.g_01372	Syab.g_01441
OG0001568	Pran.g_01370	Syab.g_01439
OG0001570	Pran.g_00118	Syab.g_01443
OG0001572	Pran.g_01768	Syab.g_02215
OG0001582	Pran.g_01710	Syab.g_01881
OG0001634	Pran.g_00610	Syab.g_01560
OG0001666	Pran.g_00955	Syab.g_01471
OG0001669	Pran.g_00910	Syab.g_02892
OG0001745	Pran.g_00651	Syab.g_01769
OG0001835	Pran.g_01785	Syab.g_01059
OG0001922	Pran.g_00861	Syab.g_00153
OG0001990	Pran.g_01773	Syab.g_02872
OG0002106	Pran.g_01809	Syab.g_00956
OG0002375	Pran.g_00791	Syab.g_00151
OG0002622	Pran.g_00782	Syab.g_01473
OG0003335	Pran.g_01807	Syab.g_00143
