Orthogroup	Pran	Praf
OG0001169	Pran.g_01010	Praf.g_00433
OG0001170	Pran.g_01012	Praf.g_00431
OG0001171	Pran.g_01021	Praf.g_00421
OG0001172	Pran.g_01035	Praf.g_02197
OG0001173	Pran.g_01036	Praf.g_02196
OG0001174	Pran.g_01045	Praf.g_02188
OG0001175	Pran.g_01046	Praf.g_02187
OG0001176	Pran.g_01053	Praf.g_02171
OG0001177	Pran.g_01055	Praf.g_02173
OG0001178	Pran.g_01060	Praf.g_00474
OG0001179	Pran.g_01089	Praf.g_02137
OG0001180	Pran.g_01111	Praf.g_02109
OG0001181	Pran.g_01115	Praf.g_02105
OG0001182	Pran.g_01122	Praf.g_02096
OG0001183	Pran.g_01126	Praf.g_02081
OG0001184	Pran.g_01141	Praf.g_02391
OG0001185	Pran.g_01155	Praf.g_00184
OG0001186	Pran.g_01178	Praf.g_00091
OG0001187	Pran.g_01183	Praf.g_00088
OG0001188	Pran.g_01185	Praf.g_00083
OG0001190	Pran.g_01205	Praf.g_02656
OG0001191	Pran.g_01215	Praf.g_02669
OG0001192	Pran.g_01220	Praf.g_02674
OG0001193	Pran.g_01230	Praf.g_02724
OG0001194	Pran.g_01231	Praf.g_02728
OG0001195	Pran.g_01232	Praf.g_02729
OG0001196	Pran.g_01245	Praf.g_02766
OG0001197	Pran.g_01246	Praf.g_02768
OG0001198	Pran.g_01254	Praf.g_02780
OG0001199	Pran.g_00358	Praf.g_00315
OG0001200	Pran.g_00356	Praf.g_00313
OG0001201	Pran.g_00325	Praf.g_00243
OG0001204	Pran.g_01949	Praf.g_02206
OG0001205	Pran.g_01735	Praf.g_01979
OG0001206	Pran.g_01716	Praf.g_01941
OG0001207	Pran.g_01701	Praf.g_00586
OG0001208	Pran.g_01696	Praf.g_00597
OG0001209	Pran.g_01643	Praf.g_00663
OG0001210	Pran.g_01638	Praf.g_00673
OG0001211	Pran.g_01628	Praf.g_00690
OG0001212	Pran.g_01582	Praf.g_00750
OG0001213	Pran.g_01549	Praf.g_01684
OG0001214	Pran.g_01541	Praf.g_01694
OG0001215	Pran.g_01488	Praf.g_01220
OG0001216	Pran.g_01458	Praf.g_01304
OG0001217	Pran.g_01415	Praf.g_00710
OG0001218	Pran.g_01407	Praf.g_01853
OG0001219	Pran.g_01354	Praf.g_01432
OG0001220	Pran.g_01292	Praf.g_01619
OG0001221	Pran.g_00440	Praf.g_01480
OG0001222	Pran.g_00479	Praf.g_02684
OG0001223	Pran.g_00505	Praf.g_01364
OG0001225	Pran.g_00566	Praf.g_01276
OG0001226	Pran.g_00159	Praf.g_00991
OG0001227	Pran.g_00141	Praf.g_00558
OG0001228	Pran.g_00015	Praf.g_00899
OG0001229	Pran.g_00843	Praf.g_00494
OG0001230	Pran.g_00741	Praf.g_01784
OG0001231	Pran.g_00634	Praf.g_00017
OG0001232	Pran.g_00993	Praf.g_00454
OG0001233	Pran.g_01013	Praf.g_00430
OG0001234	Pran.g_01048	Praf.g_02184
OG0001235	Pran.g_01057	Praf.g_02176
OG0001237	Pran.g_01142	Praf.g_02392
OG0001238	Pran.g_01216	Praf.g_02670
OG0001239	Pran.g_00361	Praf.g_00318
OG0001240	Pran.g_00340	Praf.g_00260
OG0001241	Pran.g_00332	Praf.g_00250
OG0001244	Pran.g_00293	Praf.g_02429
OG0001245	Pran.g_01815	Praf.g_01003
OG0001246	Pran.g_01674	Praf.g_00624
OG0001247	Pran.g_01495	Praf.g_01572
OG0001248	Pran.g_01493	Praf.g_01210
OG0001249	Pran.g_01365	Praf.g_02063
OG0001250	Pran.g_01303	Praf.g_01598
OG0001252	Pran.g_00559	Praf.g_01284
OG0001253	Pran.g_00140	Praf.g_01008
OG0001254	Pran.g_00091	Praf.g_02691
OG0001255	Pran.g_00076	Praf.g_01134
OG0001256	Pran.g_00641	Praf.g_00497
OG0001258	Pran.g_00967	Praf.g_00486
OG0001259	Pran.g_01011	Praf.g_00432
OG0001260	Pran.g_01027	Praf.g_00403
OG0001261	Pran.g_01097	Praf.g_02128
OG0001262	Pran.g_01200	Praf.g_00061
OG0001265	Pran.g_00315	Praf.g_00217
OG0001266	Pran.g_00229	Praf.g_02522
OG0001267	Pran.g_01914	Praf.g_02279
OG0001268	Pran.g_01856	Praf.g_02048
OG0001269	Pran.g_01835	Praf.g_01616
OG0001270	Pran.g_01746	Praf.g_01991
OG0001271	Pran.g_01706	Praf.g_01910
OG0001272	Pran.g_01692	Praf.g_00601
OG0001273	Pran.g_01547	Praf.g_01687
OG0001274	Pran.g_01473	Praf.g_02550
OG0001275	Pran.g_00515	Praf.g_01351
OG0001276	Pran.g_00543	Praf.g_01334
OG0001277	Pran.g_00152	Praf.g_02752
OG0001278	Pran.g_00010	Praf.g_00893
OG0001279	Pran.g_00609	Praf.g_01769
OG0001280	Pran.g_00877	Praf.g_00798
OG0001281	Pran.g_00871	Praf.g_00789
OG0001283	Pran.g_00820	Praf.g_02762
OG0001285	Pran.g_00996	Praf.g_00450
OG0001286	Pran.g_01109	Praf.g_02111
OG0001287	Pran.g_01162	Praf.g_00176
OG0001288	Pran.g_01171	Praf.g_00158
OG0001290	Pran.g_00333	Praf.g_00251
OG0001291	Pran.g_00299	Praf.g_02414
OG0001292	Pran.g_01944	Praf.g_02211
OG0001293	Pran.g_01932	Praf.g_02252
OG0001294	Pran.g_01817	Praf.g_01750
OG0001295	Pran.g_01711	Praf.g_00676
OG0001298	Pran.g_01601	Praf.g_00722
OG0001300	Pran.g_01485	Praf.g_01206
OG0001301	Pran.g_01482	Praf.g_01122
OG0001302	Pran.g_01356	Praf.g_00360
OG0001303	Pran.g_01434	Praf.g_01431
OG0001308	Pran.g_00723	Praf.g_01808
OG0001309	Pran.g_00637	Praf.g_00639
OG0001310	Pran.g_00982	Praf.g_00465
OG0001311	Pran.g_00545	Praf.g_01332
OG0001312	Pran.g_00468	Praf.g_01421
OG0001316	Pran.g_00294	Praf.g_02421
OG0001319	Pran.g_01921	Praf.g_02269
OG0001321	Pran.g_01726	Praf.g_01961
OG0001322	Pran.g_01725	Praf.g_01960
OG0001323	Pran.g_01659	Praf.g_00642
OG0001324	Pran.g_01484	Praf.g_01205
OG0001326	Pran.g_00184	Praf.g_02735
OG0001327	Pran.g_00167	Praf.g_01640
OG0001328	Pran.g_00142	Praf.g_01473
OG0001329	Pran.g_00101	Praf.g_00960
OG0001331	Pran.g_00835	Praf.g_00578
OG0001332	Pran.g_00690	Praf.g_00554
OG0001333	Pran.g_01007	Praf.g_00436
OG0001334	Pran.g_01129	Praf.g_02077
OG0001335	Pran.g_01130	Praf.g_02076
OG0001336	Pran.g_01242	Praf.g_02763
OG0001339	Pran.g_00330	Praf.g_00248
OG0001340	Pran.g_01866	Praf.g_02066
OG0001341	Pran.g_01418	Praf.g_01580
OG0001344	Pran.g_00056	Praf.g_00859
OG0001348	Pran.g_00604	Praf.g_02569
OG0001352	Pran.g_01498	Praf.g_01127
OG0001353	Pran.g_01311	Praf.g_01589, Praf.g_01588
OG0001354	Pran.g_00497	Praf.g_01375
OG0001356	Pran.g_01390	Praf.g_02686, Praf.g_01026
OG0001358	Pran.g_01558	Praf.g_01665
OG0001360	Pran.g_00139	Praf.g_00936
OG0001361	Pran.g_00044	Praf.g_00883
OG0001362	Pran.g_00719	Praf.g_01818
OG0001363	Pran.g_00717	Praf.g_01820
OG0001365	Pran.g_01209	Praf.g_02661
OG0001371	Pran.g_01499	Praf.g_00371
OG0001372	Pran.g_01408, Pran.g_01379	Praf.g_00348
OG0001373	Pran.g_00183	Praf.g_02734
OG0001374	Pran.g_00191	Praf.g_02742
OG0001376	Pran.g_00173	Praf.g_02677
OG0001377	Pran.g_00172	Praf.g_02676
OG0001378	Pran.g_00130	Praf.g_01997
OG0001379	Pran.g_00882	Praf.g_00803
OG0001380	Pran.g_00852	Praf.g_01623
OG0001381	Pran.g_00847	Praf.g_01294
OG0001382	Pran.g_00618	Praf.g_01298
OG0001385	Pran.g_00180	Praf.g_02731
OG0001386	Pran.g_00181	Praf.g_02732
OG0001387	Pran.g_00182	Praf.g_02733
OG0001388	Pran.g_00185	Praf.g_02736
OG0001389	Pran.g_00186	Praf.g_02737
OG0001390	Pran.g_00187	Praf.g_02738
OG0001391	Pran.g_00188	Praf.g_02739
OG0001392	Pran.g_00189	Praf.g_02740
OG0001393	Pran.g_00190	Praf.g_02741
OG0001394	Pran.g_00444	Praf.g_01496
OG0001395	Pran.g_00555	Praf.g_01321
OG0001397	Pran.g_00718	Praf.g_01819
OG0001398	Pran.g_00596	Praf.g_01004
OG0001399	Pran.g_01050	Praf.g_02089, Praf.g_02090, Praf.g_02643, Praf.g_01869
OG0001403	Pran.g_00394	Praf.g_00036
OG0001405	Pran.g_01868	Praf.g_02074
OG0001406	Pran.g_00174	Praf.g_02678
OG0001409	Pran.g_00053	Praf.g_00870
OG0001414	Pran.g_00203	Praf.g_00374
OG0001415	Pran.g_00201	Praf.g_00744
OG0001416	Pran.g_01719	Praf.g_00792
OG0001418	Pran.g_01494	Praf.g_02180
OG0001422	Pran.g_00607	Praf.g_01950
OG0001423	Pran.g_01777	Praf.g_00331
OG0001425	Pran.g_01219	Praf.g_02673
OG0001433	Pran.g_01391	Praf.g_01027
OG0001434	Pran.g_00448	Praf.g_01500
OG0001437	Pran.g_00202	Praf.g_00745
OG0001438	Pran.g_01901	Praf.g_02294
OG0001441	Pran.g_01657	Praf.g_00644
OG0001442	Pran.g_01431	Praf.g_01504
OG0001443	Pran.g_00595	Praf.g_00493
OG0001446	Pran.g_00353	Praf.g_00962
OG0001449	Pran.g_01794	Praf.g_00353
OG0001450	Pran.g_01491	Praf.g_01230
OG0001451	Pran.g_01282	Praf.g_01323
OG0001452	Pran.g_00416	Praf.g_00953
OG0001455	Pran.g_00108, Pran.g_00935	Praf.g_02587
OG0001460	Pran.g_01392	Praf.g_01028
OG0001461	Pran.g_00916	Praf.g_01953
OG0001462	Pran.g_00390	Praf.g_00043
OG0001463	Pran.g_01908	Praf.g_02287
OG0001464	Pran.g_01865	Praf.g_02065
OG0001472	Pran.g_00638	Praf.g_01248
OG0001484	Pran.g_01414	Praf.g_01297
OG0001485	Pran.g_00575, Pran.g_00912	Praf.g_00549
OG0001491	Pran.g_01358	Praf.g_00941
OG0001500	Pran.g_01930	Praf.g_00375
OG0001501	Pran.g_01471	Praf.g_00817
OG0001503	Pran.g_00085	Praf.g_00359
OG0001506	Pran.g_00692	Praf.g_00956
OG0001523	Pran.g_00089	Praf.g_01037
OG0001524	Pran.g_00088	Praf.g_01038
OG0001525	Pran.g_00629	Praf.g_00977
OG0001527	Pran.g_01615	Praf.g_00704
OG0001550	Pran.g_00105	Praf.g_02648, Praf.g_01002
OG0001553	Pran.g_00736	Praf.g_01791
OG0001555	Pran.g_00624	Praf.g_00345
OG0001556	Pran.g_01398	Praf.g_01032
OG0001565	Pran.g_01757	Praf.g_01576
OG0001569	Pran.g_00134	Praf.g_00969
OG0001572	Pran.g_01768	Praf.g_01094
OG0001585	Pran.g_01784	Praf.g_01193
OG0001588	Pran.g_00817	Praf.g_02600
OG0001598	Pran.g_00927	Praf.g_00819
OG0001634	Pran.g_00610	Praf.g_01746
OG0001684	Pran.g_01589	Praf.g_00737
OG0001698	Pran.g_00166	Praf.g_01130
OG0001700	Pran.g_01393	Praf.g_01043
OG0001780	Pran.g_00799	Praf.g_00099
OG0001782	Pran.g_00769, Pran.g_00763	Praf.g_01861, Praf.g_01470
OG0001834	Pran.g_00802	Praf.g_00097
OG0001835	Pran.g_01785	Praf.g_01120
OG0001991	Pran.g_01387	Praf.g_01051
OG0002097	Pran.g_00813	Praf.g_00092, Praf.g_00140
OG0002154	Pran.g_00818	Praf.g_02401
OG0002155	Pran.g_00811, Pran.g_00812	Praf.g_00142
OG0002273	Pran.g_00860	Praf.g_01076
OG0002274	Pran.g_00814	Praf.g_00141
OG0002321	Pran.g_00798	Praf.g_00100
OG0003018	Pran.g_01386	Praf.g_01048
OG0004519	Pran.g_00783	Praf.g_02168
