Orthogroup	Pran	Syae
OG0001165	Pran.g_00969	Syae.g_01161
OG0001166	Pran.g_00989	Syae.g_01186
OG0001167	Pran.g_01006	Syae.g_01031
OG0001168	Pran.g_01008	Syae.g_01033
OG0001169	Pran.g_01010	Syae.g_01035
OG0001170	Pran.g_01012	Syae.g_01037
OG0001171	Pran.g_01021	Syae.g_01047
OG0001172	Pran.g_01035	Syae.g_02036
OG0001173	Pran.g_01036	Syae.g_02037
OG0001174	Pran.g_01045	Syae.g_02045
OG0001175	Pran.g_01046	Syae.g_02046
OG0001176	Pran.g_01053	Syae.g_02076
OG0001177	Pran.g_01055	Syae.g_02073
OG0001178	Pran.g_01060	Syae.g_01168
OG0001179	Pran.g_01089	Syae.g_02106
OG0001180	Pran.g_01111	Syae.g_02130
OG0001181	Pran.g_01115	Syae.g_02134
OG0001182	Pran.g_01122	Syae.g_02143
OG0001183	Pran.g_01126	Syae.g_02147
OG0001184	Pran.g_01141	Syae.g_01862
OG0001185	Pran.g_01155	Syae.g_01835
OG0001188	Pran.g_01185	Syae.g_01783
OG0001190	Pran.g_01205	Syae.g_01567
OG0001191	Pran.g_01215	Syae.g_01580
OG0001192	Pran.g_01220	Syae.g_01587
OG0001193	Pran.g_01230	Syae.g_01617
OG0001194	Pran.g_01231	Syae.g_01625
OG0001195	Pran.g_01232	Syae.g_01626
OG0001196	Pran.g_01245	Syae.g_01695
OG0001197	Pran.g_01246	Syae.g_01697
OG0001198	Pran.g_01254	Syae.g_01709
OG0001199	Pran.g_00358	Syae.g_01291
OG0001200	Pran.g_00356	Syae.g_01293
OG0001201	Pran.g_00325	Syae.g_01364
OG0001202	Pran.g_00233	Syae.g_01494
OG0001204	Pran.g_01949	Syae.g_02022
OG0001205	Pran.g_01735	Syae.g_00984
OG0001206	Pran.g_01716	Syae.g_02502
OG0001207	Pran.g_01701	Syae.g_02300
OG0001208	Pran.g_01696	Syae.g_02311
OG0001209	Pran.g_01643	Syae.g_02377
OG0001210	Pran.g_01638	Syae.g_02387
OG0001211	Pran.g_01628	Syae.g_02403
OG0001212	Pran.g_01582	Syae.g_02460
OG0001213	Pran.g_01549	Syae.g_00062
OG0001214	Pran.g_01541	Syae.g_00076
OG0001215	Pran.g_01488	Syae.g_00757
OG0001216	Pran.g_01458	Syae.g_00470
OG0001217	Pran.g_01415	Syae.g_00151
OG0001218	Pran.g_01407	Syae.g_02605
OG0001219	Pran.g_01354	Syae.g_00312
OG0001220	Pran.g_01292	Syae.g_00880
OG0001221	Pran.g_00440	Syae.g_00559
OG0001222	Pran.g_00479	Syae.g_00347
OG0001223	Pran.g_00505	Syae.g_00392
OG0001225	Pran.g_00566	Syae.g_00795
OG0001226	Pran.g_00159	Syae.g_00135
OG0001227	Pran.g_00141	Syae.g_01600
OG0001228	Pran.g_00015	Syae.g_01004
OG0001229	Pran.g_00843	Syae.g_00771
OG0001230	Pran.g_00741	Syae.g_02662
OG0001231	Pran.g_00634	Syae.g_01729
OG0001232	Pran.g_00993	Syae.g_01197
OG0001233	Pran.g_01013	Syae.g_01038
OG0001234	Pran.g_01048	Syae.g_02050
OG0001235	Pran.g_01057	Syae.g_02066
OG0001237	Pran.g_01142	Syae.g_01860
OG0001238	Pran.g_01216	Syae.g_01582
OG0001239	Pran.g_00361	Syae.g_01288
OG0001240	Pran.g_00340	Syae.g_01347
OG0001241	Pran.g_00332	Syae.g_01357
OG0001242	Pran.g_00314	Syae.g_01387
OG0001244	Pran.g_00293	Syae.g_01425
OG0001245	Pran.g_01815	Syae.g_00149
OG0001246	Pran.g_01674	Syae.g_02337
OG0001247	Pran.g_01495	Syae.g_00482
OG0001248	Pran.g_01493	Syae.g_00485
OG0001249	Pran.g_01365	Syae.g_02186
OG0001250	Pran.g_01303	Syae.g_00841
OG0001251	Pran.g_00414	Syae.g_01632
OG0001252	Pran.g_00559	Syae.g_00804
OG0001253	Pran.g_00140	Syae.g_00243
OG0001254	Pran.g_00091	Syae.g_00637
OG0001255	Pran.g_00076	Syae.g_00667
OG0001256	Pran.g_00641	Syae.g_01149
OG0001257	Pran.g_00635	Syae.g_00295
OG0001258	Pran.g_00967	Syae.g_01159
OG0001259	Pran.g_01011	Syae.g_01036
OG0001260	Pran.g_01027	Syae.g_01058
OG0001261	Pran.g_01097	Syae.g_02115
OG0001262	Pran.g_01200	Syae.g_01769
OG0001264	Pran.g_01952	Syae.g_01222
OG0001265	Pran.g_00315	Syae.g_01385
OG0001266	Pran.g_00229	Syae.g_01498
OG0001267	Pran.g_01914	Syae.g_01969
OG0001268	Pran.g_01856	Syae.g_02198
OG0001269	Pran.g_01835	Syae.g_00225
OG0001270	Pran.g_01746	Syae.g_00997
OG0001271	Pran.g_01706	Syae.g_02527
OG0001272	Pran.g_01692	Syae.g_02315
OG0001273	Pran.g_01547	Syae.g_00069
OG0001274	Pran.g_01473	Syae.g_01535
OG0001275	Pran.g_00515	Syae.g_00407
OG0001276	Pran.g_00543	Syae.g_00423
OG0001277	Pran.g_00152	Syae.g_01677
OG0001278	Pran.g_00010	Syae.g_00697
OG0001279	Pran.g_00609	Syae.g_00007
OG0001280	Pran.g_00877	Syae.g_00958
OG0001281	Pran.g_00871	Syae.g_00969
OG0001282	Pran.g_00840	Syae.g_02298
OG0001283	Pran.g_00820	Syae.g_01688
OG0001284	Pran.g_00663	Syae.g_01132
OG0001285	Pran.g_00996	Syae.g_00237
OG0001287	Pran.g_01162	Syae.g_01827
OG0001288	Pran.g_01171	Syae.g_01815
OG0001289	Pran.g_00345	Syae.g_01330
OG0001290	Pran.g_00333	Syae.g_01356
OG0001291	Pran.g_00299	Syae.g_01409
OG0001292	Pran.g_01944	Syae.g_02017
OG0001293	Pran.g_01932	Syae.g_01996
OG0001294	Pran.g_01817	Syae.g_00593
OG0001295	Pran.g_01711	Syae.g_02389
OG0001296	Pran.g_01669	Syae.g_02343
OG0001297	Pran.g_01664	Syae.g_02347
OG0001298	Pran.g_01601	Syae.g_02439
OG0001299	Pran.g_01512	Syae.g_00599
OG0001300	Pran.g_01485	Syae.g_00766
OG0001301	Pran.g_01482	Syae.g_00780
OG0001302	Pran.g_01356	Syae.g_00110
OG0001303	Pran.g_01434	Syae.g_00314
OG0001304	Pran.g_00553	Syae.g_00436
OG0001305	Pran.g_00572	Syae.g_00786
OG0001306	Pran.g_00074	Syae.g_00943
OG0001310	Pran.g_00982	Syae.g_01178
OG0001311	Pran.g_00545	Syae.g_00425
OG0001312	Pran.g_00468	Syae.g_00326
OG0001315	Pran.g_00371	Syae.g_02145
OG0001316	Pran.g_00294	Syae.g_01415
OG0001317	Pran.g_00198	Syae.g_02235
OG0001318	Pran.g_01936	Syae.g_02004
OG0001319	Pran.g_01921	Syae.g_01980
OG0001321	Pran.g_01726	Syae.g_00978
OG0001322	Pran.g_01725	Syae.g_00977
OG0001323	Pran.g_01659	Syae.g_02355
OG0001324	Pran.g_01484	Syae.g_00767
OG0001325	Pran.g_01455	Syae.g_00465
OG0001326	Pran.g_00184	Syae.g_01641
OG0001327	Pran.g_00167	Syae.g_00586
OG0001328	Pran.g_00142	Syae.g_00565
OG0001331	Pran.g_00835	Syae.g_02293
OG0001332	Pran.g_00690	Syae.g_01077
OG0001333	Pran.g_01007	Syae.g_01032
OG0001334	Pran.g_01129	Syae.g_02156
OG0001335	Pran.g_01130	Syae.g_02157
OG0001336	Pran.g_01242	Syae.g_01689
OG0001339	Pran.g_00330	Syae.g_01359
OG0001340	Pran.g_01866	Syae.g_02176
OG0001341	Pran.g_01418	Syae.g_00737
OG0001342	Pran.g_01361	Syae.g_02559
OG0001343	Pran.g_00411	Syae.g_01629
OG0001344	Pran.g_00056	Syae.g_00916
OG0001345	Pran.g_00041	Syae.g_00886
OG0001346	Pran.g_00875	Syae.g_00962
OG0001348	Pran.g_00604	Syae.g_00821
OG0001349	Pran.g_00792	Syae.g_01228, Syae.g_01245
OG0001352	Pran.g_01498	Syae.g_00666
OG0001353	Pran.g_01311	Syae.g_00831
OG0001354	Pran.g_00497	Syae.g_00379
OG0001356	Pran.g_01390	Syae.g_00820
OG0001358	Pran.g_01558	Syae.g_00046
OG0001359	Pran.g_00412	Syae.g_01628
OG0001360	Pran.g_00139	Syae.g_00883
OG0001361	Pran.g_00044	Syae.g_00889
OG0001362	Pran.g_00719	Syae.g_02637
OG0001363	Pran.g_00717	Syae.g_02635
OG0001364	Pran.g_01132	Syae.g_01883
OG0001373	Pran.g_00183	Syae.g_01640
OG0001374	Pran.g_00191	Syae.g_01648
OG0001375	Pran.g_00192	Syae.g_01630
OG0001376	Pran.g_00173	Syae.g_01589
OG0001377	Pran.g_00172	Syae.g_01588
OG0001378	Pran.g_00130	Syae.g_00998
OG0001379	Pran.g_00882	Syae.g_00952
OG0001382	Pran.g_00618	Syae.g_02490
OG0001385	Pran.g_00180	Syae.g_01637
OG0001386	Pran.g_00181	Syae.g_01638
OG0001387	Pran.g_00182	Syae.g_01639
OG0001388	Pran.g_00185	Syae.g_01642
OG0001389	Pran.g_00186	Syae.g_01643
OG0001390	Pran.g_00187	Syae.g_01644
OG0001391	Pran.g_00188	Syae.g_01645
OG0001392	Pran.g_00189	Syae.g_01646
OG0001393	Pran.g_00190	Syae.g_01647
OG0001394	Pran.g_00444	Syae.g_00553
OG0001395	Pran.g_00555	Syae.g_00446
OG0001397	Pran.g_00718	Syae.g_02636
OG0001398	Pran.g_00596	Syae.g_00289
OG0001404	Pran.g_00364	Syae.g_01283
OG0001405	Pran.g_01868	Syae.g_02159
OG0001406	Pran.g_00174	Syae.g_01590
OG0001407	Pran.g_00161	Syae.g_02368
OG0001408	Pran.g_00156	Syae.g_00712
OG0001413	Pran.g_00648	Syae.g_00123
OG0001416	Pran.g_01719	Syae.g_00966
OG0001417	Pran.g_01709	Syae.g_00378
OG0001419	Pran.g_00160	Syae.g_02369
OG0001420	Pran.g_00121	Syae.g_00727, Syae.g_02365
OG0001421	Pran.g_00640	Syae.g_00241
OG0001422	Pran.g_00607	Syae.g_00953
OG0001425	Pran.g_01219	Syae.g_01586
OG0001428	Pran.g_00260	Syae.g_01456
OG0001429	Pran.g_01353	Syae.g_00315
OG0001432	Pran.g_00650	Syae.g_00742
OG0001433	Pran.g_01391	Syae.g_00819
OG0001434	Pran.g_00448	Syae.g_00548
OG0001438	Pran.g_01901	Syae.g_01954
OG0001439	Pran.g_01887	Syae.g_01929
OG0001442	Pran.g_01431	Syae.g_00538
OG0001443	Pran.g_00595	Syae.g_01594
OG0001447	Pran.g_00308	Syae.g_01396
OG0001449	Pran.g_01794	Syae.g_02253
OG0001452	Pran.g_00416	Syae.g_02009
OG0001453	Pran.g_00509	Syae.g_00399
OG0001454	Pran.g_00146	Syae.g_00131
OG0001456	Pran.g_00082	Syae.g_01650
OG0001457	Pran.g_00081	Syae.g_01651
OG0001458	Pran.g_00080	Syae.g_01652
OG0001459	Pran.g_00642, Pran.g_00954	Syae.g_00621
OG0001460	Pran.g_01392	Syae.g_00818
OG0001461	Pran.g_00916	Syae.g_00063
OG0001462	Pran.g_00390	Syae.g_01754
OG0001465	Pran.g_01476	Syae.g_00475
OG0001468	Pran.g_00169	Syae.g_00113
OG0001471	Pran.g_00647	Syae.g_01934
OG0001473	Pran.g_01180	Syae.g_00107
OG0001474	Pran.g_01855	Syae.g_02199
OG0001482	Pran.g_01721	Syae.g_00388
OG0001484	Pran.g_01414	Syae.g_01649
OG0001492	Pran.g_00013	Syae.g_00694
OG0001493	Pran.g_00005	Syae.g_00702
OG0001499	Pran.g_00372	Syae.g_00216
OG0001502	Pran.g_01373	Syae.g_00874
OG0001504	Pran.g_00953	Syae.g_00622
OG0001507	Pran.g_00613	Syae.g_00192
OG0001527	Pran.g_01615	Syae.g_02417
OG0001546	Pran.g_01654	Syae.g_02359
OG0001547	Pran.g_01371	Syae.g_00293
OG0001548	Pran.g_01367	Syae.g_00142
OG0001551	Pran.g_00083	Syae.g_00815
OG0001554	Pran.g_00639	Syae.g_01565
OG0001556	Pran.g_01398	Syae.g_00648
OG0001567	Pran.g_01372	Syae.g_00291
OG0001568	Pran.g_01370	Syae.g_00297
OG0001570	Pran.g_00118	Syae.g_00278
OG0001572	Pran.g_01768	Syae.g_00134
OG0001582	Pran.g_01710	Syae.g_00443
OG0001585	Pran.g_01784	Syae.g_02396, Syae.g_00440
OG0001602	Pran.g_01477	Syae.g_00476
OG0001634	Pran.g_00610	Syae.g_00596
OG0001666	Pran.g_00955	Syae.g_00214
OG0001667	Pran.g_00897	Syae.g_00731
OG0001700	Pran.g_01393	Syae.g_00290
OG0001835	Pran.g_01785	Syae.g_00862
OG0001990	Pran.g_01773	Syae.g_01674
OG0001991	Pran.g_01387	Syae.g_00567
OG0002106	Pran.g_01809	Syae.g_00444
OG0002107	Pran.g_01774	Syae.g_00156
OG0002154	Pran.g_00818	Syae.g_01420
OG0002225	Pran.g_01775	Syae.g_00157
OG0002227	Pran.g_01396	Syae.g_01585
OG0002374	Pran.g_01389	Syae.g_00669
OG0002375	Pran.g_00791	Syae.g_01229
OG0002487	Pran.g_00945	Syae.g_00132
OG0002627	Pran.g_00760	Syae.g_01895
OG0002892	Pran.g_01762	Syae.g_00180
OG0003160	Pran.g_00774	Syae.g_01218
