Orthogroup	Prbm	Prao
OG0001106	Prbm.g_01968	Prao.g_01640
OG0001107	Prbm.g_01967	Prao.g_01641
OG0001108	Prbm.g_01966	Prao.g_01642
OG0001109	Prbm.g_01990	Prao.g_01645
OG0001110	Prbm.g_01992	Prao.g_01647
OG0001111	Prbm.g_01993	Prao.g_01648
OG0001112	Prbm.g_01994	Prao.g_01649
OG0001113	Prbm.g_01995	Prao.g_01650
OG0001114	Prbm.g_01996	Prao.g_01651
OG0001115	Prbm.g_01997	Prao.g_01652
OG0001116	Prbm.g_01998	Prao.g_01653
OG0001117	Prbm.g_01999	Prao.g_01654
OG0001118	Prbm.g_02000	Prao.g_01655
OG0001119	Prbm.g_02001	Prao.g_01656
OG0001120	Prbm.g_02002	Prao.g_01657
OG0001121	Prbm.g_02003	Prao.g_01658
OG0001122	Prbm.g_02004	Prao.g_01659
OG0001123	Prbm.g_02005	Prao.g_01660
OG0001124	Prbm.g_02006	Prao.g_01661
OG0001125	Prbm.g_02007	Prao.g_01662
OG0001126	Prbm.g_02008	Prao.g_01663
OG0001127	Prbm.g_02009	Prao.g_01664
OG0001128	Prbm.g_02010	Prao.g_01665
OG0001129	Prbm.g_02011	Prao.g_01666
OG0001130	Prbm.g_02012	Prao.g_01667
OG0001131	Prbm.g_02013	Prao.g_01668
OG0001132	Prbm.g_02014	Prao.g_01669
OG0001133	Prbm.g_02015	Prao.g_01670
OG0001134	Prbm.g_02016	Prao.g_01671
OG0001135	Prbm.g_02017	Prao.g_01672
OG0001136	Prbm.g_02018	Prao.g_01673
OG0001137	Prbm.g_02019	Prao.g_01674
OG0001138	Prbm.g_02020	Prao.g_01675
OG0001139	Prbm.g_02021	Prao.g_01676
OG0001140	Prbm.g_02022	Prao.g_01677
OG0001141	Prbm.g_02024	Prao.g_01679
OG0001142	Prbm.g_02025	Prao.g_01680
OG0001143	Prbm.g_02026	Prao.g_01681
OG0001144	Prbm.g_02028	Prao.g_01683
OG0001145	Prbm.g_02030	Prao.g_01685
OG0001146	Prbm.g_02031	Prao.g_01686
OG0001147	Prbm.g_02034	Prao.g_01688
OG0001148	Prbm.g_02035	Prao.g_01689
OG0001149	Prbm.g_02036	Prao.g_01690
OG0001150	Prbm.g_02039	Prao.g_01693
OG0001151	Prbm.g_02040	Prao.g_01694
OG0001152	Prbm.g_02041	Prao.g_01695
OG0001153	Prbm.g_02042	Prao.g_01696
OG0001154	Prbm.g_02043	Prao.g_01697
OG0001155	Prbm.g_02044	Prao.g_01698
OG0001156	Prbm.g_02045	Prao.g_01699
OG0001157	Prbm.g_02048	Prao.g_01701
OG0001158	Prbm.g_02050	Prao.g_01702
OG0001159	Prbm.g_02051	Prao.g_01703
OG0001160	Prbm.g_02052	Prao.g_01704
OG0001161	Prbm.g_02057	Prao.g_01707
OG0001162	Prbm.g_02058	Prao.g_01708
OG0001163	Prbm.g_02059	Prao.g_01709
OG0001164	Prbm.g_02060	Prao.g_01710
OG0001165	Prbm.g_02061	Prao.g_01711
OG0001166	Prbm.g_02062	Prao.g_01712
OG0001167	Prbm.g_02063	Prao.g_01713
OG0001168	Prbm.g_02064	Prao.g_01715
OG0001169	Prbm.g_02065	Prao.g_01716
OG0001170	Prbm.g_02068	Prao.g_01718
OG0001171	Prbm.g_02069	Prao.g_01719
OG0001172	Prbm.g_02070	Prao.g_01720
OG0001173	Prbm.g_02072	Prao.g_01722
OG0001174	Prbm.g_02074	Prao.g_01724
OG0001175	Prbm.g_02076	Prao.g_01726
OG0001176	Prbm.g_02078	Prao.g_01727
OG0001177	Prbm.g_02080	Prao.g_01729
OG0001178	Prbm.g_02081	Prao.g_01730
OG0001179	Prbm.g_02082	Prao.g_01731
OG0001180	Prbm.g_02083	Prao.g_01732
OG0001181	Prbm.g_02084	Prao.g_01733
OG0001182	Prbm.g_02085	Prao.g_01734
OG0001183	Prbm.g_02086	Prao.g_01735
OG0001184	Prbm.g_02087	Prao.g_01736
OG0001185	Prbm.g_02088	Prao.g_01737
OG0001186	Prbm.g_02089	Prao.g_01738
OG0001187	Prbm.g_02090	Prao.g_01739
OG0001188	Prbm.g_02091	Prao.g_01740
OG0001189	Prbm.g_02092	Prao.g_01741
OG0001190	Prbm.g_02093	Prao.g_01742
OG0001191	Prbm.g_02095	Prao.g_01744
OG0001192	Prbm.g_02097	Prao.g_01746
OG0001193	Prbm.g_02098	Prao.g_01747
OG0001194	Prbm.g_02099	Prao.g_01748
OG0001195	Prbm.g_02101	Prao.g_01749
OG0001196	Prbm.g_02103	Prao.g_01751
OG0001197	Prbm.g_02106	Prao.g_01754
OG0001198	Prbm.g_02107	Prao.g_01755
OG0001199	Prbm.g_02108	Prao.g_01756
OG0001200	Prbm.g_02109	Prao.g_01757
OG0001201	Prbm.g_02110	Prao.g_01758
OG0001202	Prbm.g_02111	Prao.g_01759
OG0001203	Prbm.g_02140	Prao.g_01761
OG0001204	Prbm.g_02144	Prao.g_01764
OG0001205	Prbm.g_02145	Prao.g_01765
OG0001206	Prbm.g_02146	Prao.g_01767
OG0001207	Prbm.g_02147	Prao.g_01768
OG0001208	Prbm.g_02148	Prao.g_01769
OG0001209	Prbm.g_02149	Prao.g_01770
OG0001210	Prbm.g_02150	Prao.g_01771
OG0001211	Prbm.g_02151	Prao.g_01772
OG0001212	Prbm.g_02152	Prao.g_01773
OG0001213	Prbm.g_02153	Prao.g_01774
OG0001214	Prbm.g_02154	Prao.g_01775
OG0001215	Prbm.g_02155	Prao.g_01776
OG0001216	Prbm.g_02156	Prao.g_01777
OG0001217	Prbm.g_02157	Prao.g_01778
OG0001218	Prbm.g_02158	Prao.g_01779
OG0001219	Prbm.g_02159	Prao.g_01780
OG0001220	Prbm.g_02160	Prao.g_01781
OG0001221	Prbm.g_02161	Prao.g_01782
OG0001222	Prbm.g_02163	Prao.g_01784
OG0001223	Prbm.g_02165	Prao.g_01786
OG0001224	Prbm.g_02167	Prao.g_01787
OG0001225	Prbm.g_02169	Prao.g_01789
OG0001226	Prbm.g_02170	Prao.g_01790
OG0001227	Prbm.g_02171	Prao.g_01791
OG0001228	Prbm.g_02172	Prao.g_01792
OG0001229	Prbm.g_02173	Prao.g_01793
OG0001230	Prbm.g_02174	Prao.g_01794
OG0001231	Prbm.g_02175	Prao.g_01795
OG0001232	Prbm.g_02177	Prao.g_01797
OG0001233	Prbm.g_02178	Prao.g_01798
OG0001234	Prbm.g_02179	Prao.g_01799
OG0001235	Prbm.g_02180	Prao.g_01800
OG0001236	Prbm.g_02181	Prao.g_01801
OG0001237	Prbm.g_02184	Prao.g_01804
OG0001238	Prbm.g_02185	Prao.g_01805
OG0001239	Prbm.g_02190	Prao.g_01808
OG0001240	Prbm.g_02191	Prao.g_01809
OG0001241	Prbm.g_02192	Prao.g_01810
OG0001242	Prbm.g_02194	Prao.g_01811
OG0001243	Prbm.g_02195	Prao.g_01812
OG0001244	Prbm.g_02196	Prao.g_01813
OG0001245	Prbm.g_02197	Prao.g_01814
OG0001246	Prbm.g_02198	Prao.g_01815
OG0001247	Prbm.g_02199	Prao.g_01816
OG0001248	Prbm.g_02200	Prao.g_01817
OG0001249	Prbm.g_02201	Prao.g_01818
OG0001250	Prbm.g_02208	Prao.g_01819
OG0001251	Prbm.g_02209	Prao.g_01820
OG0001252	Prbm.g_02210	Prao.g_01821
OG0001253	Prbm.g_02211	Prao.g_01822
OG0001254	Prbm.g_02213	Prao.g_01824
OG0001255	Prbm.g_02214	Prao.g_01825
OG0001256	Prbm.g_02217	Prao.g_01827
OG0001257	Prbm.g_02218	Prao.g_01828
OG0001258	Prbm.g_02219	Prao.g_01829
OG0001259	Prbm.g_02222	Prao.g_01831
OG0001260	Prbm.g_02225	Prao.g_01833
OG0001261	Prbm.g_02226	Prao.g_01834
OG0001262	Prbm.g_02227	Prao.g_01835
OG0001263	Prbm.g_02228	Prao.g_01836
OG0001264	Prbm.g_02229	Prao.g_01837
OG0001265	Prbm.g_02230	Prao.g_01838
OG0001266	Prbm.g_02231	Prao.g_01839
OG0001267	Prbm.g_02232	Prao.g_01840
OG0001268	Prbm.g_02233	Prao.g_01841
OG0001269	Prbm.g_00149	Prao.g_00231
OG0001270	Prbm.g_00197	Prao.g_00276
OG0001271	Prbm.g_00209	Prao.g_00288
OG0001272	Prbm.g_00337	Prao.g_00418
OG0001273	Prbm.g_00399	Prao.g_00469
OG0001274	Prbm.g_00508	Prao.g_00588
OG0001275	Prbm.g_00523	Prao.g_00604
OG0001276	Prbm.g_00619	Prao.g_00028
OG0001277	Prbm.g_01023, Prbm.g_01479	Prao.g_00686
OG0001279	Prbm.g_00928	Prao.g_00844
OG0001280	Prbm.g_01037	Prao.g_00950
OG0001281	Prbm.g_01945	Prao.g_01001
OG0001282	Prbm.g_00937	Prao.g_01018
OG0001283	Prbm.g_01269	Prao.g_01023
OG0001284	Prbm.g_01154, Prbm.g_01139	Prao.g_01154
OG0001285	Prbm.g_01566	Prao.g_01105
OG0001286	Prbm.g_01552	Prao.g_01092
OG0001288	Prbm.g_01751	Prao.g_01436
OG0001289	Prbm.g_01763	Prao.g_01447
OG0001290	Prbm.g_00893	Prao.g_01489
OG0001291	Prbm.g_00552	Prao.g_01490
OG0001292	Prbm.g_01801	Prao.g_01495
OG0001293	Prbm.g_01080	Prao.g_01511
OG0001294	Prbm.g_01804	Prao.g_01521
OG0001295	Prbm.g_01409, Prbm.g_01813, Prbm.g_01923	Prao.g_01531
OG0001296	Prbm.g_01833	Prao.g_01544
OG0001297	Prbm.g_01837	Prao.g_01548
OG0001298	Prbm.g_01840	Prao.g_01551
OG0001299	Prbm.g_01952	Prao.g_01618
OG0001300	Prbm.g_01345	Prao.g_01643
OG0001302	Prbm.g_02105	Prao.g_01753
OG0001303	Prbm.g_02164	Prao.g_01785
OG0001304	Prbm.g_02221	Prao.g_01830
OG0001306	Prbm.g_00447	Prao.g_00541
OG0001308	Prbm.g_00128	Prao.g_00210
OG0001309	Prbm.g_00131	Prao.g_00213
OG0001310	Prbm.g_00133	Prao.g_00215
OG0001311	Prbm.g_00150	Prao.g_00232
OG0001312	Prbm.g_00178	Prao.g_00258
OG0001313	Prbm.g_00185	Prao.g_00264
OG0001314	Prbm.g_00259	Prao.g_00337
OG0001315	Prbm.g_00304	Prao.g_00381
OG0001316	Prbm.g_00311	Prao.g_00390
OG0001317	Prbm.g_01071	Prao.g_00508
OG0001318	Prbm.g_00668	Prao.g_00076
OG0001319	Prbm.g_00785	Prao.g_00694
OG0001320	Prbm.g_01055	Prao.g_00965
OG0001321	Prbm.g_01060	Prao.g_00970
OG0001322	Prbm.g_02207	Prao.g_01009
OG0001323	Prbm.g_02166	Prao.g_01143
OG0001324	Prbm.g_01398, Prbm.g_01388	Prao.g_01139
OG0001325	Prbm.g_01314	Prao.g_01132
OG0001326	Prbm.g_01515	Prao.g_01061
OG0001327	Prbm.g_01632	Prao.g_01255
OG0001328	Prbm.g_00789	Prao.g_01493
OG0001329	Prbm.g_01862	Prao.g_01575
OG0001330	Prbm.g_01897	Prao.g_01609
OG0001331	Prbm.g_02071	Prao.g_01721
OG0001332	Prbm.g_00201	Prao.g_00279
OG0001333	Prbm.g_00298	Prao.g_00376
OG0001334	Prbm.g_01574	Prao.g_00573
OG0001335	Prbm.g_00918	Prao.g_00993
OG0001336	Prbm.g_00118	Prao.g_01012
OG0001337	Prbm.g_01311	Prao.g_01026
OG0001338	Prbm.g_01604	Prao.g_01306
OG0001340	Prbm.g_02215	Prao.g_01216
OG0001341	Prbm.g_01797	Prao.g_01486
OG0001343	Prbm.g_01838	Prao.g_01549
OG0001344	Prbm.g_01886	Prao.g_01598
OG0001345	Prbm.g_02037	Prao.g_01691
OG0001346	Prbm.g_02096	Prao.g_01745
OG0001347	Prbm.g_02162	Prao.g_01783
OG0001348	Prbm.g_00188	Prao.g_00267
OG0001350	Prbm.g_01098	Prao.g_00282
OG0001356	Prbm.g_01584, Prbm.g_01649	Prao.g_00512
OG0001360	Prbm.g_00543	Prao.g_00615
OG0001361	Prbm.g_00548	Prao.g_00620
OG0001366	Prbm.g_00909	Prao.g_00826
OG0001369	Prbm.g_01915	Prao.g_01118
OG0001370	Prbm.g_01916	Prao.g_01117
OG0001373	Prbm.g_01783	Prao.g_01466
OG0001374	Prbm.g_00952	Prao.g_01613
OG0001376	Prbm.g_00080	Prao.g_01632
OG0001378	Prbm.g_01038	Prao.g_00951
OG0001379	Prbm.g_00124	Prao.g_00206
OG0001380	Prbm.g_00125	Prao.g_00207
OG0001381	Prbm.g_00144	Prao.g_00226
OG0001383	Prbm.g_00294	Prao.g_00372
OG0001384	Prbm.g_00316	Prao.g_00394
OG0001386	Prbm.g_01749	Prao.g_00497
OG0001389	Prbm.g_00481	Prao.g_00558
OG0001390	Prbm.g_00489	Prao.g_00566
OG0001391	Prbm.g_00538	Prao.g_00610
OG0001392	Prbm.g_00545	Prao.g_00617
OG0001394	Prbm.g_00698	Prao.g_00105
OG0001395	Prbm.g_00708	Prao.g_00113
OG0001396	Prbm.g_00710	Prao.g_00115
OG0001397	Prbm.g_00717	Prao.g_00120
OG0001398	Prbm.g_00747	Prao.g_00653
OG0001399	Prbm.g_00954	Prao.g_00726
OG0001400	Prbm.g_00908	Prao.g_00825
OG0001401	Prbm.g_00910	Prao.g_00828
OG0001402	Prbm.g_00934	Prao.g_00850
OG0001403	Prbm.g_00938	Prao.g_00853
OG0001405	Prbm.g_01046	Prao.g_00959
OG0001406	Prbm.g_00884	Prao.g_00978
OG0001407	Prbm.g_00907	Prao.g_00991
OG0001408	Prbm.g_00900	Prao.g_00999
OG0001409	Prbm.g_01135	Prao.g_01336
OG0001410	Prbm.g_01564	Prao.g_01103
OG0001411	Prbm.g_01180	Prao.g_01303
OG0001412	Prbm.g_01612	Prao.g_01275
OG0001413	Prbm.g_01112	Prao.g_01248
OG0001414	Prbm.g_01661	Prao.g_01238
OG0001415	Prbm.g_01750	Prao.g_01435
OG0001416	Prbm.g_01754	Prao.g_01438
OG0001417	Prbm.g_01798	Prao.g_01487
OG0001418	Prbm.g_01137	Prao.g_01499
OG0001421	Prbm.g_00966	Prao.g_00883
OG0001424	Prbm.g_02056	Prao.g_00200
OG0001425	Prbm.g_00381	Prao.g_00462
OG0001426	Prbm.g_00109	Prao.g_00499
OG0001427	Prbm.g_00555	Prao.g_00627
OG0001428	Prbm.g_01339	Prao.g_00684
OG0001429	Prbm.g_01155	Prao.g_00697
OG0001430	Prbm.g_00958	Prao.g_00730
OG0001431	Prbm.g_01937	Prao.g_00830
OG0001432	Prbm.g_00915	Prao.g_00835
OG0001433	Prbm.g_00770	Prao.g_00996
OG0001434	Prbm.g_01196	Prao.g_01116
OG0001435	Prbm.g_01918	Prao.g_00016
OG0001438	Prbm.g_02216	Prao.g_01826
OG0001440	Prbm.g_01819	Prao.g_00507
OG0001441	Prbm.g_00998	Prao.g_00912
OG0001443	Prbm.g_00899	Prao.g_00997
OG0001444	Prbm.g_00781	Prao.g_01000
OG0001445	Prbm.g_01109	Prao.g_01498
OG0001447	Prbm.g_01223	Prao.g_00641
OG0001449	Prbm.g_01286	Prao.g_01151
OG0001450	Prbm.g_01805	Prao.g_01129
OG0001451	Prbm.g_01567	Prao.g_01106
OG0001452	Prbm.g_01528	Prao.g_01070
OG0001453	Prbm.g_01655	Prao.g_01350
OG0001454	Prbm.g_01656	Prao.g_01348
OG0001455	Prbm.g_01657	Prao.g_01347
OG0001458	Prbm.g_02183	Prao.g_01803
OG0001461	Prbm.g_01316, Prbm.g_01825	Prao.g_00511
OG0001462	Prbm.g_01074	Prao.g_00521
OG0001464	Prbm.g_00592	Prao.g_01178
OG0001467	Prbm.g_00117	Prao.g_00719
OG0001472	Prbm.g_01481, Prbm.g_01018	Prao.g_00995
OG0001473	Prbm.g_01130, Prbm.g_01086	Prao.g_00998
OG0001474	Prbm.g_00898	Prao.g_01312
OG0001475	Prbm.g_01315	Prao.g_01298
OG0001476	Prbm.g_01707	Prao.g_01394
OG0001479	Prbm.g_01551	Prao.g_01091
OG0001485	Prbm.g_00879	Prao.g_00803
OG0001486	Prbm.g_00953	Prao.g_00811
OG0001487	Prbm.g_00804	Prao.g_00875
OG0001488	Prbm.g_00895	Prao.g_00986
OG0001489	Prbm.g_00896	Prao.g_00987
OG0001490	Prbm.g_00897	Prao.g_00988
OG0001491	Prbm.g_01686	Prao.g_00994
OG0001492	Prbm.g_01526	Prao.g_01021
OG0001493	Prbm.g_00443	Prao.g_01157
OG0001499	Prbm.g_00079	Prao.g_01633
OG0001501	Prbm.g_00655	Prao.g_00702
OG0001503	Prbm.g_00231	Prao.g_00310
OG0001505	Prbm.g_01690	Prao.g_00678
OG0001506	Prbm.g_00090, Prbm.g_00470	Prao.g_00680
OG0001507	Prbm.g_01100	Prao.g_00716
OG0001509	Prbm.g_00847	Prao.g_00774
OG0001510	Prbm.g_01484, Prbm.g_01255	Prao.g_00805
OG0001511	Prbm.g_01925	Prao.g_00813
OG0001512	Prbm.g_01926	Prao.g_00814
OG0001513	Prbm.g_01927	Prao.g_00815
OG0001514	Prbm.g_01928	Prao.g_00816
OG0001515	Prbm.g_01929	Prao.g_00817
OG0001516	Prbm.g_01930	Prao.g_00818
OG0001517	Prbm.g_01931	Prao.g_00819
OG0001518	Prbm.g_01932	Prao.g_00820
OG0001519	Prbm.g_01933	Prao.g_00821
OG0001520	Prbm.g_01934	Prao.g_00822
OG0001521	Prbm.g_01935	Prao.g_00823
OG0001522	Prbm.g_01936	Prao.g_00824
OG0001524	Prbm.g_01347	Prao.g_00005
OG0001526	Prbm.g_01568	Prao.g_01107
OG0001528	Prbm.g_01917	Prao.g_01506
OG0001529	Prbm.g_02055	Prao.g_01706
OG0001531	Prbm.g_01008	Prao.g_00924
OG0001533	Prbm.g_00104	Prao.g_01005
OG0001539	Prbm.g_00113	Prao.g_00199
OG0001541	Prbm.g_00913	Prao.g_00833
OG0001542	Prbm.g_01380	Prao.g_01153
OG0001549	Prbm.g_01242	Prao.g_01503
OG0001550	Prbm.g_00876	Prao.g_00800
OG0001551	Prbm.g_01092	Prao.g_01155
OG0001552	Prbm.g_01628	Prao.g_01309
OG0001553	Prbm.g_01327	Prao.g_01290
OG0001558	Prbm.g_01028, Prbm.g_01323	Prao.g_01512
OG0001561	Prbm.g_01225, Prbm.g_00851	Prao.g_00642
OG0001565	Prbm.g_00186	Prao.g_00265
OG0001566	Prbm.g_00363	Prao.g_00443
OG0001567	Prbm.g_01189	Prao.g_00504
OG0001568	Prbm.g_01332	Prao.g_00520
OG0001569	Prbm.g_01083	Prao.g_00561
OG0001571	Prbm.g_01583	Prao.g_00575
OG0001574	Prbm.g_01166	Prao.g_00689
OG0001575	Prbm.g_01024	Prao.g_00708
OG0001576	Prbm.g_00786	Prao.g_00935
OG0001577	Prbm.g_00775	Prao.g_00940
OG0001578	Prbm.g_00112	Prao.g_01002
OG0001579	Prbm.g_01068	Prao.g_01004
OG0001580	Prbm.g_00782	Prao.g_01006
OG0001581	Prbm.g_01082	Prao.g_01008
OG0001582	Prbm.g_01346	Prao.g_01014
OG0001583	Prbm.g_00105	Prao.g_01158
OG0001584	Prbm.g_01159	Prao.g_01148
OG0001585	Prbm.g_01188	Prao.g_01136
OG0001586	Prbm.g_01324	Prao.g_01126
OG0001587	Prbm.g_01097	Prao.g_01123
OG0001589	Prbm.g_01252	Prao.g_01315
OG0001590	Prbm.g_01946	Prao.g_01242
OG0001591	Prbm.g_01659	Prao.g_01240
OG0001594	Prbm.g_01027	Prao.g_01479
OG0001595	Prbm.g_00790	Prao.g_01481
OG0001596	Prbm.g_01585	Prao.g_01482
OG0001597	Prbm.g_01802	Prao.g_01492
OG0001598	Prbm.g_01645	Prao.g_01762
OG0001604	Prbm.g_01136	Prao.g_00498
OG0001607	Prbm.g_01350	Prao.g_00144
OG0001611	Prbm.g_01922	Prao.g_01113
OG0001612	Prbm.g_01592	Prao.g_01112
OG0001613	Prbm.g_01591	Prao.g_01111
OG0001614	Prbm.g_01590	Prao.g_01110
OG0001617	Prbm.g_01157	Prao.g_01532
OG0001619	Prbm.g_01971	Prao.g_01637
OG0001622	Prbm.g_01818	Prao.g_00503
OG0001634	Prbm.g_01832	Prao.g_00009
OG0001639	Prbm.g_01439	Prao.g_01322
OG0001647	Prbm.g_01831	Prao.g_00008
OG0001648	Prbm.g_01830	Prao.g_00007
OG0001649	Prbm.g_01829	Prao.g_00006
OG0001691	Prbm.g_02118	Prao.g_01189
OG0001704	Prbm.g_02124	Prao.g_01209
OG0001706	Prbm.g_01361	Prao.g_00145
OG0001712	Prbm.g_01240, Prbm.g_01241	Prao.g_01146
OG0001795	Prbm.g_02119	Prao.g_01188
OG0001808	Prbm.g_00467	Prao.g_00522
OG0001826	Prbm.g_01319	Prao.g_01300
OG0001828	Prbm.g_01249	Prao.g_01523
OG0001851	Prbm.g_01221	Prao.g_00638
OG0001853	Prbm.g_01903	Prao.g_01541
OG0001864	Prbm.g_01437	Prao.g_01324
OG0001884	Prbm.g_01902	Prao.g_01542
OG0001885	Prbm.g_01901	Prao.g_01543
OG0001912	Prbm.g_01219	Prao.g_00636
OG0001913	Prbm.g_01220	Prao.g_00637
OG0001914	Prbm.g_01212	Prao.g_00151
OG0001973	Prbm.g_02224	Prao.g_01832
OG0001988	Prbm.g_00471	Prao.g_01540
OG0002062	Prbm.g_01224	Prao.g_00640
OG0002063	Prbm.g_01213	Prao.g_00152
OG0002064	Prbm.g_01214	Prao.g_00153
OG0002119	Prbm.g_01434	Prao.g_00562
OG0002521	Prbm.g_01222	Prao.g_00639
OG0002523	Prbm.g_01215	Prao.g_00154
OG0002524	Prbm.g_01216	Prao.g_00155
OG0002525	Prbm.g_01217	Prao.g_00156
