Orthogroup	Prbm	Prai
OG0001096	Prbm.g_01960	Prai.g_01712
OG0001097	Prbm.g_01961	Prai.g_01713
OG0001098	Prbm.g_01962	Prai.g_01714
OG0001099	Prbm.g_01963	Prai.g_01715
OG0001100	Prbm.g_01964	Prai.g_01716
OG0001101	Prbm.g_01965	Prai.g_01717
OG0001102	Prbm.g_01975	Prai.g_01720
OG0001103	Prbm.g_01974	Prai.g_01721
OG0001104	Prbm.g_01970	Prai.g_01722
OG0001105	Prbm.g_01972	Prai.g_01724
OG0001106	Prbm.g_01968	Prai.g_01726
OG0001107	Prbm.g_01967	Prai.g_01727
OG0001108	Prbm.g_01966	Prai.g_01728
OG0001109	Prbm.g_01990	Prai.g_01734
OG0001110	Prbm.g_01992	Prai.g_01736
OG0001111	Prbm.g_01993	Prai.g_01737
OG0001112	Prbm.g_01994	Prai.g_01738
OG0001113	Prbm.g_01995	Prai.g_01739
OG0001114	Prbm.g_01996	Prai.g_01740
OG0001115	Prbm.g_01997	Prai.g_01741
OG0001116	Prbm.g_01998	Prai.g_01742
OG0001117	Prbm.g_01999	Prai.g_01743
OG0001118	Prbm.g_02000	Prai.g_01744
OG0001119	Prbm.g_02001	Prai.g_01746
OG0001120	Prbm.g_02002	Prai.g_01747
OG0001121	Prbm.g_02003	Prai.g_01748
OG0001122	Prbm.g_02004	Prai.g_01749
OG0001123	Prbm.g_02005	Prai.g_01750
OG0001124	Prbm.g_02006	Prai.g_01751
OG0001125	Prbm.g_02007	Prai.g_01752
OG0001126	Prbm.g_02008	Prai.g_01753
OG0001127	Prbm.g_02009	Prai.g_01754
OG0001128	Prbm.g_02010	Prai.g_01755
OG0001129	Prbm.g_02011	Prai.g_01756
OG0001130	Prbm.g_02012	Prai.g_01757
OG0001131	Prbm.g_02013	Prai.g_01758
OG0001132	Prbm.g_02014	Prai.g_01759
OG0001133	Prbm.g_02015	Prai.g_01760
OG0001134	Prbm.g_02016	Prai.g_01761
OG0001135	Prbm.g_02017	Prai.g_01762
OG0001136	Prbm.g_02018	Prai.g_01763
OG0001137	Prbm.g_02019	Prai.g_01764
OG0001138	Prbm.g_02020	Prai.g_01765
OG0001139	Prbm.g_02021	Prai.g_01766
OG0001140	Prbm.g_02022	Prai.g_01767
OG0001141	Prbm.g_02024	Prai.g_01769
OG0001142	Prbm.g_02025	Prai.g_01770
OG0001143	Prbm.g_02026	Prai.g_01776
OG0001144	Prbm.g_02028	Prai.g_01778
OG0001145	Prbm.g_02030	Prai.g_01780
OG0001146	Prbm.g_02031	Prai.g_01781
OG0001147	Prbm.g_02034	Prai.g_01783
OG0001148	Prbm.g_02035	Prai.g_01784
OG0001149	Prbm.g_02036	Prai.g_01785
OG0001150	Prbm.g_02039	Prai.g_01788
OG0001151	Prbm.g_02040	Prai.g_01789
OG0001152	Prbm.g_02041	Prai.g_01790
OG0001153	Prbm.g_02042	Prai.g_01791
OG0001154	Prbm.g_02043	Prai.g_01792
OG0001155	Prbm.g_02044	Prai.g_01793
OG0001156	Prbm.g_02045	Prai.g_01794
OG0001157	Prbm.g_02048	Prai.g_01796
OG0001158	Prbm.g_02050	Prai.g_01797
OG0001159	Prbm.g_02051	Prai.g_01798
OG0001160	Prbm.g_02052	Prai.g_01799
OG0001161	Prbm.g_02057	Prai.g_01802
OG0001162	Prbm.g_02058	Prai.g_01803
OG0001163	Prbm.g_02059	Prai.g_01804
OG0001164	Prbm.g_02060	Prai.g_01805
OG0001165	Prbm.g_02061	Prai.g_01806
OG0001166	Prbm.g_02062	Prai.g_01807
OG0001167	Prbm.g_02063	Prai.g_01808
OG0001168	Prbm.g_02064	Prai.g_01810
OG0001169	Prbm.g_02065	Prai.g_01811
OG0001170	Prbm.g_02068	Prai.g_01813
OG0001171	Prbm.g_02069	Prai.g_01814
OG0001172	Prbm.g_02070	Prai.g_01815
OG0001173	Prbm.g_02072	Prai.g_01817
OG0001174	Prbm.g_02074	Prai.g_01819
OG0001175	Prbm.g_02076	Prai.g_01821
OG0001176	Prbm.g_02078	Prai.g_01822
OG0001177	Prbm.g_02080	Prai.g_01824
OG0001178	Prbm.g_02081	Prai.g_01825
OG0001179	Prbm.g_02082	Prai.g_01826
OG0001180	Prbm.g_02083	Prai.g_01827
OG0001181	Prbm.g_02084	Prai.g_01828
OG0001182	Prbm.g_02085	Prai.g_01829
OG0001183	Prbm.g_02086	Prai.g_01830
OG0001184	Prbm.g_02087	Prai.g_01831
OG0001185	Prbm.g_02088	Prai.g_01832
OG0001186	Prbm.g_02089	Prai.g_01833
OG0001187	Prbm.g_02090	Prai.g_01834
OG0001188	Prbm.g_02091	Prai.g_01835
OG0001189	Prbm.g_02092	Prai.g_01836
OG0001190	Prbm.g_02093	Prai.g_01837
OG0001191	Prbm.g_02095	Prai.g_01839
OG0001192	Prbm.g_02097	Prai.g_01841
OG0001193	Prbm.g_02098	Prai.g_01842
OG0001194	Prbm.g_02099	Prai.g_01843
OG0001195	Prbm.g_02101	Prai.g_01844
OG0001196	Prbm.g_02103	Prai.g_01846
OG0001197	Prbm.g_02106	Prai.g_01849
OG0001198	Prbm.g_02107	Prai.g_01850
OG0001199	Prbm.g_02108	Prai.g_01851
OG0001200	Prbm.g_02109	Prai.g_01852
OG0001201	Prbm.g_02110	Prai.g_01853
OG0001202	Prbm.g_02111	Prai.g_01854
OG0001203	Prbm.g_02140	Prai.g_01856
OG0001204	Prbm.g_02144	Prai.g_01861
OG0001205	Prbm.g_02145	Prai.g_01862
OG0001206	Prbm.g_02146	Prai.g_01863
OG0001207	Prbm.g_02147	Prai.g_01864
OG0001208	Prbm.g_02148	Prai.g_01865
OG0001209	Prbm.g_02149	Prai.g_01866
OG0001210	Prbm.g_02150	Prai.g_01867
OG0001211	Prbm.g_02151	Prai.g_01868
OG0001212	Prbm.g_02152	Prai.g_01869
OG0001213	Prbm.g_02153	Prai.g_01870
OG0001214	Prbm.g_02154	Prai.g_01871
OG0001215	Prbm.g_02155	Prai.g_01872
OG0001216	Prbm.g_02156	Prai.g_01873
OG0001217	Prbm.g_02157	Prai.g_01874
OG0001218	Prbm.g_02158	Prai.g_01875
OG0001219	Prbm.g_02159	Prai.g_01876
OG0001220	Prbm.g_02160	Prai.g_01877
OG0001221	Prbm.g_02161	Prai.g_01878
OG0001222	Prbm.g_02163	Prai.g_01880
OG0001223	Prbm.g_02165	Prai.g_01882
OG0001224	Prbm.g_02167	Prai.g_01883
OG0001225	Prbm.g_02169	Prai.g_01885
OG0001226	Prbm.g_02170	Prai.g_01886
OG0001227	Prbm.g_02171	Prai.g_01887
OG0001228	Prbm.g_02172	Prai.g_01888
OG0001229	Prbm.g_02173	Prai.g_01889
OG0001230	Prbm.g_02174	Prai.g_01890
OG0001231	Prbm.g_02175	Prai.g_01891
OG0001232	Prbm.g_02177	Prai.g_01893
OG0001233	Prbm.g_02178	Prai.g_01894
OG0001234	Prbm.g_02179	Prai.g_01895
OG0001235	Prbm.g_02180	Prai.g_01896
OG0001236	Prbm.g_02181	Prai.g_01897
OG0001237	Prbm.g_02184	Prai.g_01899
OG0001238	Prbm.g_02185	Prai.g_01900
OG0001239	Prbm.g_02190	Prai.g_01903
OG0001240	Prbm.g_02191	Prai.g_01904
OG0001241	Prbm.g_02192	Prai.g_01905
OG0001242	Prbm.g_02194	Prai.g_01906
OG0001243	Prbm.g_02195	Prai.g_01907
OG0001244	Prbm.g_02196	Prai.g_01908
OG0001245	Prbm.g_02197	Prai.g_01909
OG0001246	Prbm.g_02198	Prai.g_01910
OG0001247	Prbm.g_02199	Prai.g_01911
OG0001248	Prbm.g_02200	Prai.g_01912
OG0001249	Prbm.g_02201	Prai.g_01913
OG0001250	Prbm.g_02208	Prai.g_01914
OG0001251	Prbm.g_02209	Prai.g_01915
OG0001252	Prbm.g_02210	Prai.g_01916
OG0001253	Prbm.g_02211	Prai.g_01917
OG0001254	Prbm.g_02213	Prai.g_01919
OG0001255	Prbm.g_02214	Prai.g_01920
OG0001256	Prbm.g_02217	Prai.g_01922
OG0001257	Prbm.g_02218	Prai.g_01923
OG0001258	Prbm.g_02219	Prai.g_01924
OG0001259	Prbm.g_02222	Prai.g_01926
OG0001260	Prbm.g_02225	Prai.g_01928
OG0001261	Prbm.g_02226	Prai.g_01929
OG0001262	Prbm.g_02227	Prai.g_01930
OG0001263	Prbm.g_02228	Prai.g_01931
OG0001264	Prbm.g_02229	Prai.g_01932
OG0001265	Prbm.g_02230	Prai.g_01933
OG0001266	Prbm.g_02231	Prai.g_01934
OG0001267	Prbm.g_02232	Prai.g_01935
OG0001268	Prbm.g_02233	Prai.g_01936
OG0001269	Prbm.g_00149	Prai.g_00092
OG0001270	Prbm.g_00197	Prai.g_00138
OG0001271	Prbm.g_00209	Prai.g_00161
OG0001272	Prbm.g_00337	Prai.g_00294
OG0001274	Prbm.g_00508	Prai.g_00512
OG0001275	Prbm.g_00523	Prai.g_00528
OG0001276	Prbm.g_00619	Prai.g_00618
OG0001277	Prbm.g_01023, Prbm.g_01479	Prai.g_00896
OG0001279	Prbm.g_00928	Prai.g_01047
OG0001281	Prbm.g_01945	Prai.g_01083
OG0001282	Prbm.g_00937	Prai.g_01100
OG0001283	Prbm.g_01269	Prai.g_01105
OG0001284	Prbm.g_01154, Prbm.g_01139	Prai.g_01115
OG0001285	Prbm.g_01566	Prai.g_01156
OG0001287	Prbm.g_02133	Prai.g_01321
OG0001289	Prbm.g_01763	Prai.g_01513
OG0001290	Prbm.g_00893	Prai.g_01556
OG0001291	Prbm.g_00552	Prai.g_01557
OG0001292	Prbm.g_01801	Prai.g_01563
OG0001293	Prbm.g_01080	Prai.g_01585
OG0001294	Prbm.g_01804	Prai.g_01272
OG0001296	Prbm.g_01833	Prai.g_01630
OG0001297	Prbm.g_01837	Prai.g_01634
OG0001298	Prbm.g_01840	Prai.g_01637
OG0001299	Prbm.g_01952	Prai.g_01704
OG0001300	Prbm.g_01345	Prai.g_01729
OG0001301	Prbm.g_02075	Prai.g_01820
OG0001302	Prbm.g_02105	Prai.g_01848
OG0001303	Prbm.g_02164	Prai.g_01881
OG0001304	Prbm.g_02221	Prai.g_01925
OG0001305	Prbm.g_01156	Prai.g_00400
OG0001306	Prbm.g_00447	Prai.g_00468
OG0001307	Prbm.g_00030	Prai.g_00030
OG0001308	Prbm.g_00128	Prai.g_00071
OG0001309	Prbm.g_00131	Prai.g_00074
OG0001310	Prbm.g_00133	Prai.g_00076
OG0001311	Prbm.g_00150	Prai.g_00093
OG0001312	Prbm.g_00178	Prai.g_00119
OG0001313	Prbm.g_00185	Prai.g_00125
OG0001314	Prbm.g_00259	Prai.g_00210
OG0001315	Prbm.g_00304	Prai.g_00256
OG0001316	Prbm.g_00311	Prai.g_00265
OG0001317	Prbm.g_01071	Prai.g_00386
OG0001318	Prbm.g_00668	Prai.g_00666
OG0001319	Prbm.g_00785	Prai.g_00887
OG0001320	Prbm.g_01055	Prai.g_00927
OG0001321	Prbm.g_01060	Prai.g_00922
OG0001322	Prbm.g_02207	Prai.g_01090
OG0001323	Prbm.g_02166	Prai.g_01126
OG0001324	Prbm.g_01398, Prbm.g_01388	Prai.g_01128
OG0001325	Prbm.g_01314	Prai.g_01134
OG0001326	Prbm.g_01515	Prai.g_01201
OG0001327	Prbm.g_01632	Prai.g_01355
OG0001328	Prbm.g_00789	Prai.g_01560
OG0001329	Prbm.g_01862	Prai.g_01661
OG0001330	Prbm.g_01897	Prai.g_01695
OG0001331	Prbm.g_02071	Prai.g_01816
OG0001332	Prbm.g_00201	Prai.g_00141
OG0001333	Prbm.g_00298	Prai.g_00249
OG0001334	Prbm.g_01574	Prai.g_00498
OG0001335	Prbm.g_00918	Prai.g_01075
OG0001336	Prbm.g_00118	Prai.g_01093
OG0001337	Prbm.g_01311	Prai.g_01108
OG0001338	Prbm.g_01604	Prai.g_01309
OG0001341	Prbm.g_01797	Prai.g_01553
OG0001343	Prbm.g_01838	Prai.g_01635
OG0001344	Prbm.g_01886	Prai.g_01684
OG0001345	Prbm.g_02037	Prai.g_01786
OG0001346	Prbm.g_02096	Prai.g_01840
OG0001347	Prbm.g_02162	Prai.g_01879
OG0001348	Prbm.g_00188	Prai.g_00128
OG0001350	Prbm.g_01098	Prai.g_00155
OG0001356	Prbm.g_01584, Prbm.g_01649	Prai.g_00389
OG0001360	Prbm.g_00543	Prai.g_00539
OG0001366	Prbm.g_00909	Prai.g_01062
OG0001369	Prbm.g_01915	Prai.g_01147
OG0001370	Prbm.g_01916	Prai.g_01148
OG0001372	Prbm.g_01171	Prai.g_01583
OG0001373	Prbm.g_01783	Prai.g_01532
OG0001374	Prbm.g_00952	Prai.g_01699
OG0001376	Prbm.g_00080	Prai.g_01718
OG0001379	Prbm.g_00124	Prai.g_00067
OG0001380	Prbm.g_00125	Prai.g_00068
OG0001381	Prbm.g_00144	Prai.g_00087
OG0001383	Prbm.g_00294	Prai.g_00245
OG0001384	Prbm.g_00316	Prai.g_00269
OG0001386	Prbm.g_01749	Prai.g_00376
OG0001388	Prbm.g_01067	Prai.g_01267
OG0001389	Prbm.g_00481	Prai.g_00485
OG0001390	Prbm.g_00489	Prai.g_00491
OG0001391	Prbm.g_00538	Prai.g_00534
OG0001392	Prbm.g_00545	Prai.g_00541
OG0001394	Prbm.g_00698	Prai.g_00695
OG0001395	Prbm.g_00708	Prai.g_00703
OG0001396	Prbm.g_00710	Prai.g_00705
OG0001397	Prbm.g_00717	Prai.g_00711
OG0001398	Prbm.g_00747	Prai.g_00753
OG0001399	Prbm.g_00954	Prai.g_00861
OG0001400	Prbm.g_00908	Prai.g_01063
OG0001401	Prbm.g_00910	Prai.g_01061
OG0001402	Prbm.g_00934	Prai.g_01041
OG0001403	Prbm.g_00938	Prai.g_01038
OG0001405	Prbm.g_01046	Prai.g_00933
OG0001406	Prbm.g_00884	Prai.g_00914
OG0001407	Prbm.g_00907	Prai.g_01073
OG0001408	Prbm.g_00900	Prai.g_01081
OG0001409	Prbm.g_01135	Prai.g_00738
OG0001410	Prbm.g_01564	Prai.g_01158
OG0001411	Prbm.g_01180	Prai.g_01311
OG0001412	Prbm.g_01612	Prai.g_01336
OG0001413	Prbm.g_01112	Prai.g_01361
OG0001414	Prbm.g_01661	Prai.g_01371
OG0001415	Prbm.g_01750	Prai.g_01501
OG0001416	Prbm.g_01754	Prai.g_01503
OG0001417	Prbm.g_01798	Prai.g_01554
OG0001418	Prbm.g_01137	Prai.g_01566
OG0001421	Prbm.g_00966	Prai.g_01008
OG0001424	Prbm.g_02056	Prai.g_00061
OG0001425	Prbm.g_00381	Prai.g_00339
OG0001426	Prbm.g_00109	Prai.g_00377
OG0001427	Prbm.g_00555	Prai.g_00550
OG0001428	Prbm.g_01339	Prai.g_00898
OG0001429	Prbm.g_01155	Prai.g_00886
OG0001432	Prbm.g_00915	Prai.g_01056
OG0001433	Prbm.g_00770	Prai.g_01078
OG0001434	Prbm.g_01196	Prai.g_01149
OG0001435	Prbm.g_01918	Prai.g_01237
OG0001437	Prbm.g_01122	Prai.g_01587
OG0001438	Prbm.g_02216	Prai.g_01921
OG0001440	Prbm.g_01819	Prai.g_00385
OG0001443	Prbm.g_00899	Prai.g_01079
OG0001444	Prbm.g_00781	Prai.g_01082
OG0001445	Prbm.g_01109	Prai.g_01565
OG0001449	Prbm.g_01286	Prai.g_01118
OG0001451	Prbm.g_01567	Prai.g_01155
OG0001452	Prbm.g_01528	Prai.g_01190
OG0001453	Prbm.g_01655	Prai.g_01295
OG0001454	Prbm.g_01656	Prai.g_01297
OG0001455	Prbm.g_01657	Prai.g_01298
OG0001456	Prbm.g_00761	Prai.g_01601
OG0001461	Prbm.g_01316, Prbm.g_01825	Prai.g_00388
OG0001462	Prbm.g_01074	Prai.g_00404
OG0001463	Prbm.g_01108	Prai.g_01621
OG0001464	Prbm.g_00592	Prai.g_00587
OG0001465	Prbm.g_00396	Prai.g_00617, Prai.g_01275
OG0001467	Prbm.g_00117	Prai.g_00868
OG0001472	Prbm.g_01481, Prbm.g_01018	Prai.g_01077
OG0001473	Prbm.g_01130, Prbm.g_01086	Prai.g_01080
OG0001474	Prbm.g_00898	Prai.g_01271
OG0001475	Prbm.g_01315	Prai.g_00893
OG0001476	Prbm.g_01707	Prai.g_01460
OG0001479	Prbm.g_01551	Prai.g_01169
OG0001487	Prbm.g_00804	Prai.g_01016
OG0001488	Prbm.g_00895	Prai.g_01068
OG0001489	Prbm.g_00896	Prai.g_01069
OG0001490	Prbm.g_00897	Prai.g_01070
OG0001491	Prbm.g_01686	Prai.g_01076
OG0001492	Prbm.g_01526	Prai.g_01103
OG0001493	Prbm.g_00443	Prai.g_01112
OG0001495	Prbm.g_00486	Prai.g_01618
OG0001499	Prbm.g_00079	Prai.g_01719
OG0001503	Prbm.g_00231	Prai.g_00183
OG0001506	Prbm.g_00090, Prbm.g_00470	Prai.g_01307
OG0001507	Prbm.g_01100	Prai.g_00871
OG0001509	Prbm.g_00847	Prai.g_00814
OG0001510	Prbm.g_01484, Prbm.g_01255	Prai.g_00784
OG0001523	Prbm.g_00945	Prai.g_01031
OG0001526	Prbm.g_01568	Prai.g_01154
OG0001528	Prbm.g_01917	Prai.g_01576
OG0001529	Prbm.g_02055	Prai.g_01801
OG0001530	Prbm.g_01307	Prai.g_00435
OG0001531	Prbm.g_01008	Prai.g_00967
OG0001533	Prbm.g_00104	Prai.g_01086
OG0001535	Prbm.g_01285	Prai.g_00401
OG0001539	Prbm.g_00113	Prai.g_00060
OG0001542	Prbm.g_01380	Prai.g_01116
OG0001544	Prbm.g_02135	Prai.g_01302
OG0001544	Prbm.g_02127	Prai.g_00742
OG0001550	Prbm.g_00876	Prai.g_00788
OG0001551	Prbm.g_01092	Prai.g_01114
OG0001552	Prbm.g_01628	Prai.g_01308
OG0001553	Prbm.g_01327	Prai.g_01317
OG0001558	Prbm.g_01028, Prbm.g_01323	Prai.g_01586
OG0001559	Prbm.g_01184	Prai.g_01260
OG0001565	Prbm.g_00186	Prai.g_00126
OG0001566	Prbm.g_00363	Prai.g_00320
OG0001567	Prbm.g_01189	Prai.g_00382
OG0001568	Prbm.g_01332	Prai.g_00403
OG0001569	Prbm.g_01083	Prai.g_00488
OG0001571	Prbm.g_01583	Prai.g_00500
OG0001572	Prbm.g_00711	Prai.g_00706
OG0001573	Prbm.g_01193	Prai.g_01306
OG0001574	Prbm.g_01166	Prai.g_00891
OG0001575	Prbm.g_01024	Prai.g_00879
OG0001576	Prbm.g_00786	Prai.g_00957
OG0001577	Prbm.g_00775	Prai.g_00952
OG0001578	Prbm.g_00112	Prai.g_01084
OG0001579	Prbm.g_01068	Prai.g_01085
OG0001580	Prbm.g_00782	Prai.g_01087
OG0001581	Prbm.g_01082	Prai.g_01089
OG0001582	Prbm.g_01346	Prai.g_01096
OG0001583	Prbm.g_00105	Prai.g_01111
OG0001584	Prbm.g_01159	Prai.g_01122
OG0001585	Prbm.g_01188	Prai.g_01131
OG0001586	Prbm.g_01324	Prai.g_01139
OG0001587	Prbm.g_01097	Prai.g_01142
OG0001589	Prbm.g_01252	Prai.g_00736
OG0001590	Prbm.g_01946	Prai.g_01367
OG0001591	Prbm.g_01659	Prai.g_01369
OG0001594	Prbm.g_01027	Prai.g_01545
OG0001595	Prbm.g_00790	Prai.g_01547
OG0001596	Prbm.g_01585	Prai.g_01548
OG0001597	Prbm.g_01802	Prai.g_01559
OG0001598	Prbm.g_01645	Prai.g_01857
OG0001600	Prbm.g_01919	Prai.g_01602
OG0001607	Prbm.g_01350	Prai.g_00734
OG0001617	Prbm.g_01157	Prai.g_01245
OG0001619	Prbm.g_01971	Prai.g_01723
OG0001620	Prbm.g_00405	Prai.g_00353
OG0001622	Prbm.g_01818	Prai.g_00381
OG0001627	Prbm.g_01185	Prai.g_00371
OG0001630	Prbm.g_02136	Prai.g_00152
OG0001634	Prbm.g_01832	Prai.g_01251
OG0001642	Prbm.g_00531, Prbm.g_01288	Prai.g_01732
OG0001647	Prbm.g_01831	Prai.g_01252
OG0001648	Prbm.g_01830	Prai.g_01253
OG0001649	Prbm.g_01829	Prai.g_01254
OG0001650	Prbm.g_01169	Prai.g_00439
OG0001698	Prbm.g_01362	Prai.g_01264
OG0001701	Prbm.g_00077, Prbm.g_00089, Prbm.g_00066	Prai.g_00145
OG0001706	Prbm.g_01361	Prai.g_00735
OG0001712	Prbm.g_01240, Prbm.g_01241	Prai.g_01255
OG0001720	Prbm.g_02139	Prai.g_01432
OG0001733	Prbm.g_02128	Prai.g_01433
OG0001788	Prbm.g_01342	Prai.g_01629
OG0001804	Prbm.g_01030	Prai.g_00949
OG0001808	Prbm.g_00467	Prai.g_00406
OG0001826	Prbm.g_01319	Prai.g_01140
OG0001828	Prbm.g_01249	Prai.g_01290
OG0001843	Prbm.g_02130	Prai.g_00775
OG0001868	Prbm.g_01378	Prai.g_00780
OG0001871	Prbm.g_01113	Prai.g_01562
OG0001874	Prbm.g_01472	Prai.g_00407
OG0001907	Prbm.g_00037	Prai.g_00426
OG0001910	Prbm.g_00701	Prai.g_01582
OG0001911	Prbm.g_00078, Prbm.g_00088, Prbm.g_00067	Prai.g_00144
OG0001954	Prbm.g_02129	Prai.g_00776
OG0001973	Prbm.g_02224	Prai.g_01927
OG0001988	Prbm.g_00471	Prai.g_00779
OG0002029	Prbm.g_01807	Prai.g_01280
OG0002054	Prbm.g_01205	Prai.g_01328
OG0002202	Prbm.g_02120	Prai.g_01319
OG0003178	Prbm.g_00043	Prai.g_01279
