Orthogroup	Prat	Syao
OG0001174	Prat.g_01669	Syao.g_01923
OG0001175	Prat.g_01670	Syao.g_01924
OG0001176	Prat.g_01678	Syao.g_01799
OG0001177	Prat.g_01680	Syao.g_01802
OG0001178	Prat.g_01597	Syao.g_01541
OG0001179	Prat.g_01710	Syao.g_01768
OG0001180	Prat.g_01732	Syao.g_01833
OG0001181	Prat.g_01736	Syao.g_01829
OG0001182	Prat.g_01745	Syao.g_01820
OG0001183	Prat.g_01749	Syao.g_01851
OG0001184	Prat.g_01766	Syao.g_02264
OG0001185	Prat.g_01783	Syao.g_02147
OG0001186	Prat.g_01807	Syao.g_02173
OG0001187	Prat.g_01810	Syao.g_02171
OG0001188	Prat.g_01812	Syao.g_02169
OG0001189	Prat.g_01829	Syao.g_02215
OG0001190	Prat.g_01834	Syao.g_02436
OG0001191	Prat.g_01844	Syao.g_02449
OG0001192	Prat.g_01849	Syao.g_02367
OG0001193	Prat.g_01863	Syao.g_02284
OG0001194	Prat.g_01864	Syao.g_02285
OG0001195	Prat.g_01865	Syao.g_02286
OG0001196	Prat.g_01881	Syao.g_02341
OG0001197	Prat.g_01883	Syao.g_02343
OG0001198	Prat.g_01890	Syao.g_02158
OG0001200	Prat.g_00073	Syao.g_02625
OG0001201	Prat.g_00105	Syao.g_02601
OG0001202	Prat.g_00201	Syao.g_02461
OG0001203	Prat.g_00243	Syao.g_00296, Syao.g_01705
OG0001205	Prat.g_00406	Syao.g_01620
OG0001206	Prat.g_00425	Syao.g_02701, Syao.g_02702
OG0001207	Prat.g_00436	Syao.g_00035
OG0001208	Prat.g_00442	Syao.g_00026
OG0001209	Prat.g_00497	Syao.g_01415
OG0001210	Prat.g_00501	Syao.g_00882
OG0001211	Prat.g_00511	Syao.g_00861
OG0001212	Prat.g_00558	Syao.g_01001
OG0001213	Prat.g_00593	Syao.g_01322
OG0001214	Prat.g_01088	Syao.g_00896
OG0001215	Prat.g_00764	Syao.g_00700
OG0001216	Prat.g_00790	Syao.g_00492
OG0001218	Prat.g_01217	Syao.g_00092
OG0001219	Prat.g_00863	Syao.g_00651
OG0001220	Prat.g_00984	Syao.g_00393
OG0001221	Prat.g_00728	Syao.g_01657
OG0001222	Prat.g_00944	Syao.g_00687
OG0001223	Prat.g_00914	Syao.g_00820
OG0001224	Prat.g_00961	Syao.g_00427
OG0001226	Prat.g_00078	Syao.g_02633
OG0001227	Prat.g_01197	Syao.g_01047
OG0001228	Prat.g_01106	Syao.g_02256
OG0001229	Prat.g_01228	Syao.g_00220
OG0001230	Prat.g_01343	Syao.g_01503
OG0001232	Prat.g_01614	Syao.g_01664
OG0001233	Prat.g_01635	Syao.g_01643
OG0001234	Prat.g_01672	Syao.g_02035
OG0001235	Prat.g_01676	Syao.g_01863
OG0001236	Prat.g_01763	Syao.g_02261
OG0001237	Prat.g_01767	Syao.g_02265
OG0001238	Prat.g_01845	Syao.g_02451
OG0001239	Prat.g_00068	Syao.g_02620
OG0001240	Prat.g_00090	Syao.g_02669
OG0001243	Prat.g_00125	Syao.g_02584
OG0001244	Prat.g_00140	Syao.g_02477
OG0001245	Prat.g_00671	Syao.g_00362
OG0001247	Prat.g_00757	Syao.g_00390
OG0001249	Prat.g_00345	Syao.g_01882
OG0001250	Prat.g_00997	Syao.g_00556
OG0001251	Prat.g_00695	Syao.g_00641
OG0001253	Prat.g_01480	Syao.g_01220
OG0001254	Prat.g_01559	Syao.g_01426
OG0001255	Prat.g_01172	Syao.g_00920
OG0001256	Prat.g_01446	Syao.g_01572
OG0001258	Prat.g_01588	Syao.g_01561
OG0001259	Prat.g_01633	Syao.g_01645
OG0001260	Prat.g_01651	Syao.g_01623
OG0001261	Prat.g_01717	Syao.g_01814
OG0001262	Prat.g_01827	Syao.g_02213
OG0001263	Prat.g_00127	Syao.g_02541
OG0001265	Prat.g_00117	Syao.g_02574
OG0001266	Prat.g_00205	Syao.g_02465
OG0001267	Prat.g_00287	Syao.g_02063
OG0001268	Prat.g_00353	Syao.g_01871
OG0001270	Prat.g_00394	Syao.g_01733
OG0001271	Prat.g_00431	Syao.g_02685
OG0001272	Prat.g_00446	Syao.g_00120
OG0001274	Prat.g_00228	Syao.g_02401
OG0001275	Prat.g_00922	Syao.g_00806
OG0001276	Prat.g_00936	Syao.g_00450
OG0001277	Prat.g_00817	Syao.g_01334
OG0001278	Prat.g_01102	Syao.g_00265
OG0001279	Prat.g_00828	Syao.g_01528
OG0001281	Prat.g_01254	Syao.g_01454
OG0001282	Prat.g_01292	Syao.g_00037
OG0001283	Prat.g_01877	Syao.g_02335
OG0001284	Prat.g_01433	Syao.g_01587
OG0001285	Prat.g_01617	Syao.g_01010
OG0001286	Prat.g_01730	Syao.g_01835
OG0001288	Prat.g_01800	Syao.g_02187
OG0001289	Prat.g_00085	Syao.g_02649
OG0001291	Prat.g_00135	Syao.g_02551
OG0001292	Prat.g_00254	Syao.g_02111
OG0001293	Prat.g_00268	Syao.g_02091
OG0001294	Prat.g_01546	Syao.g_00948
OG0001295	Prat.g_01215	Syao.g_00878
OG0001296	Prat.g_00472	Syao.g_00163
OG0001297	Prat.g_00477	Syao.g_00159
OG0001298	Prat.g_00541	Syao.g_01043
OG0001299	Prat.g_01057	Syao.g_00942
OG0001302	Prat.g_00859	Syao.g_02711
OG0001303	Prat.g_01550	Syao.g_00649
OG0001304	Prat.g_00949	Syao.g_00466
OG0001305	Prat.g_00969	Syao.g_00382
OG0001306	Prat.g_01170	Syao.g_00141
OG0001308	Prat.g_01363	Syao.g_01500
OG0001310	Prat.g_01604	Syao.g_01681
OG0001311	Prat.g_00938	Syao.g_00452
OG0001312	Prat.g_00872	Syao.g_00635
OG0001313	Prat.g_00849	Syao.g_02692
OG0001317	Prat.g_00239	Syao.g_01701
OG0001318	Prat.g_00263	Syao.g_02099
OG0001319	Prat.g_00280	Syao.g_02075
OG0001325	Prat.g_00793	Syao.g_00487
OG0001327	Prat.g_00704	Syao.g_00953
OG0001329	Prat.g_01542	Syao.g_00876
OG0001330	Prat.g_01468	Syao.g_01444
OG0001331	Prat.g_01297	Syao.g_00042
OG0001332	Prat.g_01403	Syao.g_01244
OG0001333	Prat.g_01629	Syao.g_01649
OG0001335	Prat.g_01753	Syao.g_01913
OG0001336	Prat.g_01878	Syao.g_02336
OG0001337	Prat.g_00339	Syao.g_01884, Syao.g_01893
OG0001338	Prat.g_00342	Syao.g_01890
OG0001340	Prat.g_00340	Syao.g_01892
OG0001341	Prat.g_01225	Syao.g_00602
OG0001343	Prat.g_00692	Syao.g_01235
OG0001351	Prat.g_00416	Syao.g_00060
OG0001353	Prat.g_01005	Syao.g_00439
OG0001354	Prat.g_00906	Syao.g_00833
OG0001359	Prat.g_00693	Syao.g_01234
OG0001361	Prat.g_01138	Syao.g_00182
OG0001364	Prat.g_01755	Syao.g_01969
OG0001365	Prat.g_01838	Syao.g_02441
OG0001368	Prat.g_00632, Prat.g_00818	Syao.g_02118
OG0001369	Prat.g_01269	Syao.g_02668
OG0001371	Prat.g_00752	Syao.g_02638
OG0001372	Prat.g_01503	Syao.g_00368
OG0001375	Prat.g_00691	Syao.g_01236
OG0001379	Prat.g_01243	Syao.g_01441
OG0001380	Prat.g_01178	Syao.g_00360
OG0001394	Prat.g_00732	Syao.g_00983
OG0001398	Prat.g_00810	Syao.g_02641
OG0001401	Prat.g_00850	Syao.g_00434
OG0001402	Prat.g_00588	Syao.g_01338
OG0001403	Prat.g_00032	Syao.g_02235
OG0001405	Prat.g_00333	Syao.g_01911
OG0001407	Prat.g_01521	Syao.g_00519
OG0001415	Prat.g_00235	Syao.g_00999
OG0001416	Prat.g_00421	Syao.g_01223
OG0001418	Prat.g_00758	Syao.g_00212
OG0001419	Prat.g_01522	Syao.g_00520
OG0001422	Prat.g_00660, Prat.g_00659	Syao.g_00284
OG0001425	Prat.g_01848	Syao.g_02366
OG0001429	Prat.g_00864	Syao.g_00648
OG0001434	Prat.g_00737	Syao.g_00988
OG0001435	Prat.g_00711	Syao.g_00961
OG0001437	Prat.g_00234	Syao.g_00998
OG0001438	Prat.g_00301	Syao.g_02049
OG0001441	Prat.g_00484	Syao.g_01394
OG0001443	Prat.g_01227	Syao.g_02369
OG0001452	Prat.g_00697	Syao.g_02104
OG0001461	Prat.g_00378	Syao.g_00788
OG0001467	Prat.g_01290	Syao.g_01225
OG0001468	Prat.g_00679	Syao.g_00604
OG0001477	Prat.g_01515, Prat.g_01514	Syao.g_00408
OG0001487	Prat.g_01395	Syao.g_00091
OG0001489	Prat.g_01741	Syao.g_01823
OG0001495	Prat.g_01681	Syao.g_01803
OG0001496	Prat.g_01512	Syao.g_00410
OG0001497	Prat.g_01513	Syao.g_00409
OG0001498	Prat.g_00371	Syao.g_01717
OG0001510	Prat.g_01794	Syao.g_01944
OG0001511	Prat.g_00109	Syao.g_02593
OG0001512	Prat.g_01231	Syao.g_01707
OG0001514	Prat.g_01511	Syao.g_00411
OG0001515	Prat.g_00766	Syao.g_00626
OG0001516	Prat.g_01060	Syao.g_00939
OG0001517	Prat.g_01328, Prat.g_00349	Syao.g_01876
OG0001518	Prat.g_01847	Syao.g_02365
OG0001519	Prat.g_01852	Syao.g_02371
OG0001526	Prat.g_01460	Syao.g_02559
OG0001527	Prat.g_00526	Syao.g_00846
OG0001529	Prat.g_00043	Syao.g_02222
OG0001530	Prat.g_00108	Syao.g_02591
OG0001532	Prat.g_01125	Syao.g_00226
OG0001534	Prat.g_00950	Syao.g_00467
OG0001535	Prat.g_00935	Syao.g_00448
OG0001536	Prat.g_00892	Syao.g_00679
OG0001537	Prat.g_00729	Syao.g_00977
OG0001538	Prat.g_01032	Syao.g_00761
OG0001539	Prat.g_00706	Syao.g_00956
OG0001540	Prat.g_00129	Syao.g_02543
OG0001541	Prat.g_00181	Syao.g_02518
OG0001542	Prat.g_00187	Syao.g_02527
OG0001543	Prat.g_01221	Syao.g_02382
OG0001544	Prat.g_01851	Syao.g_02370
OG0001545	Prat.g_01868	Syao.g_02312
OG0001553	Prat.g_01349	Syao.g_01510
OG0001557	Prat.g_00733	Syao.g_00984
OG0001559	Prat.g_00107	Syao.g_02590
OG0001560	Prat.g_00097	Syao.g_02595
OG0001561	Prat.g_00940	Syao.g_00454
OG0001562	Prat.g_00927	Syao.g_00795
OG0001563	Prat.g_01725	Syao.g_01841
OG0001566	Prat.g_00750	Syao.g_01198
OG0001574	Prat.g_00524	Syao.g_00848
OG0001575	Prat.g_00529	Syao.g_00843
OG0001576	Prat.g_01262	Syao.g_01474
OG0001577	Prat.g_01160	Syao.g_00128
OG0001579	Prat.g_00337	Syao.g_01907
OG0001580	Prat.g_00050	Syao.g_02425
OG0001584	Prat.g_01047	Syao.g_00746
OG0001589	Prat.g_01638	Syao.g_01639, Syao.g_01640
OG0001591	Prat.g_00746	Syao.g_00950
OG0001592	Prat.g_00049	Syao.g_02426
OG0001613	Prat.g_01747	Syao.g_01854
OG0001614	Prat.g_01782	Syao.g_02144
OG0001616	Prat.g_01133	Syao.g_00174
OG0001617	Prat.g_00770	Syao.g_01201
OG0001619	Prat.g_00882	Syao.g_00690
OG0001620	Prat.g_00357	Syao.g_01864
OG0001621	Prat.g_00259	Syao.g_02103
OG0001622	Prat.g_01876	Syao.g_02334
OG0001625	Prat.g_00265	Syao.g_02097
OG0001636	Prat.g_00035	Syao.g_02229
OG0001640	Prat.g_00954	Syao.g_00502
OG0001642	Prat.g_00986	Syao.g_00233
OG0001643	Prat.g_01085	Syao.g_00899
OG0001644	Prat.g_00806	Syao.g_00474
OG0001652	Prat.g_00844	Syao.g_02253
OG0001654	Prat.g_01404	Syao.g_01697
OG0001655	Prat.g_01230	Syao.g_02660
OG0001656	Prat.g_00336	Syao.g_01908
OG0001657	Prat.g_00155	Syao.g_02491
OG0001658	Prat.g_00045	Syao.g_02435
OG0001669	Prat.g_00041	Syao.g_01817
OG0001671	Prat.g_00837	Syao.g_02387
OG0001673	Prat.g_00237	Syao.g_02713
OG0001676	Prat.g_00338	Syao.g_01895
OG0001678	Prat.g_01659	Syao.g_01938
OG0001679	Prat.g_00343	Syao.g_02566, Syao.g_02565
OG0001691	Prat.g_00952	Syao.g_00729
OG0001692	Prat.g_01347	Syao.g_01508
OG0001693	Prat.g_00625	Syao.g_00389
OG0001694	Prat.g_00289	Syao.g_02061
OG0001703	Prat.g_00437	Syao.g_00034
OG0001717	Prat.g_00168	Syao.g_02505
OG0001729	Prat.g_00247	Syao.g_01711
OG0001731	Prat.g_01419	Syao.g_01603
OG0001737	Prat.g_00836	Syao.g_02042
OG0001748	Prat.g_00838	Syao.g_02389
OG0001752	Prat.g_01653	Syao.g_01694
OG0001761	Prat.g_00578	Syao.g_00400
OG0001769	Prat.g_01222	Syao.g_00916
OG0001771	Prat.g_01576	Syao.g_01406
OG0001782	Prat.g_01498	Syao.g_01965
OG0001803	Prat.g_00402	Syao.g_01615
OG0001813	Prat.g_01855	Syao.g_02360
OG0001816	Prat.g_00703	Syao.g_00952
OG0001837	Prat.g_00839	Syao.g_02388
OG0001955	Prat.g_01218	Syao.g_00609
OG0001956	Prat.g_00979	Syao.g_01376
OG0001974	Prat.g_01491	Syao.g_00320
OG0001996	Prat.g_00030	Syao.g_02237
OG0002001	Prat.g_01568	Syao.g_02352
OG0002154	Prat.g_01289	Syao.g_00867
OG0002246	Prat.g_01537	Syao.g_00422, Syao.g_01724
OG0002247	Prat.g_00535	Syao.g_00836
OG0002285	Prat.g_00875	Syao.g_00632
OG0002296	Prat.g_01377	Syao.g_00069
OG0002348	Prat.g_01518	Syao.g_01224
OG0002349	Prat.g_01637	Syao.g_01641
OG0002363	Prat.g_00387	Syao.g_02272
OG0002397	Prat.g_00853	Syao.g_01162
OG0002486	Prat.g_01497	Syao.g_01966
OG0002588	Prat.g_01276	Syao.g_01115
OG0002629	Prat.g_01582	Syao.g_01267
OG0002729	Prat.g_00670	Syao.g_01467
OG0003034	Prat.g_01313	Syao.g_01089
OG0003375	Prat.g_01316, Prat.g_01326	Syao.g_01087
OG0003495	Prat.g_00143	Syao.g_01118
OG0005661	Prat.g_01315	Syao.g_01088
