Orthogroup	Prat	Syal
OG0001161	Prat.g_01502	Syal.g_01104
OG0001162	Prat.g_01500	Syal.g_01577
OG0001163	Prat.g_01583	Syal.g_00573
OG0001164	Prat.g_01587	Syal.g_00579
OG0001165	Prat.g_01590	Syal.g_00584
OG0001166	Prat.g_01610	Syal.g_00613
OG0001167	Prat.g_01628	Syal.g_00638
OG0001168	Prat.g_01630	Syal.g_00640
OG0001169	Prat.g_01632	Syal.g_00642
OG0001170	Prat.g_01634	Syal.g_00644
OG0001172	Prat.g_01660	Syal.g_00198
OG0001173	Prat.g_01661	Syal.g_00199
OG0001174	Prat.g_01669	Syal.g_00207
OG0001175	Prat.g_01670	Syal.g_00208
OG0001176	Prat.g_01678	Syal.g_00226
OG0001177	Prat.g_01680	Syal.g_00224
OG0001178	Prat.g_01597	Syal.g_00592
OG0001179	Prat.g_01710	Syal.g_00256
OG0001180	Prat.g_01732	Syal.g_00282
OG0001182	Prat.g_01745	Syal.g_00295
OG0001183	Prat.g_01749	Syal.g_00302
OG0001184	Prat.g_01766	Syal.g_01359
OG0001185	Prat.g_01783	Syal.g_01453
OG0001186	Prat.g_01807	Syal.g_00179
OG0001187	Prat.g_01810	Syal.g_00175
OG0001188	Prat.g_01812	Syal.g_00172
OG0001189	Prat.g_01829	Syal.g_00152
OG0001190	Prat.g_01834	Syal.g_01067
OG0001191	Prat.g_01844	Syal.g_01083
OG0001192	Prat.g_01849	Syal.g_01090
OG0001193	Prat.g_01863	Syal.g_01128
OG0001194	Prat.g_01864	Syal.g_01130
OG0001195	Prat.g_01865	Syal.g_01131
OG0001196	Prat.g_01881	Syal.g_00078
OG0001197	Prat.g_01883	Syal.g_00080
OG0001198	Prat.g_01890	Syal.g_00093
OG0001200	Prat.g_00073	Syal.g_00759
OG0001201	Prat.g_00105	Syal.g_00821
OG0001202	Prat.g_00201	Syal.g_00956
OG0001203	Prat.g_00243	Syal.g_00683
OG0001205	Prat.g_00406	Syal.g_00515
OG0001206	Prat.g_00425	Syal.g_00490
OG0001207	Prat.g_00436	Syal.g_02889
OG0001208	Prat.g_00442	Syal.g_02899
OG0001209	Prat.g_00497	Syal.g_02835
OG0001210	Prat.g_00501	Syal.g_02827
OG0001211	Prat.g_00511	Syal.g_02811
OG0001212	Prat.g_00558	Syal.g_02754
OG0001213	Prat.g_00593	Syal.g_02701
OG0001214	Prat.g_01088	Syal.g_02634
OG0001215	Prat.g_00764	Syal.g_01786
OG0001216	Prat.g_00790	Syal.g_01861
OG0001217	Prat.g_01486	Syal.g_02067
OG0001218	Prat.g_01217	Syal.g_00429
OG0001219	Prat.g_00863	Syal.g_02036
OG0001220	Prat.g_00984	Syal.g_02494
OG0001221	Prat.g_00728	Syal.g_02258
OG0001222	Prat.g_00944	Syal.g_02006
OG0001223	Prat.g_00914	Syal.g_01960
OG0001224	Prat.g_00961	Syal.g_01827
OG0001225	Prat.g_00963	Syal.g_01825
OG0001226	Prat.g_00078	Syal.g_00767
OG0001227	Prat.g_01197	Syal.g_01575
OG0001228	Prat.g_01106	Syal.g_02451
OG0001229	Prat.g_01228	Syal.g_01801
OG0001230	Prat.g_01343	Syal.g_00029
OG0001232	Prat.g_01614	Syal.g_00622
OG0001233	Prat.g_01635	Syal.g_00645
OG0001234	Prat.g_01672	Syal.g_00212
OG0001236	Prat.g_01763	Syal.g_01352
OG0001237	Prat.g_01767	Syal.g_01362
OG0001238	Prat.g_01845	Syal.g_01085
OG0001239	Prat.g_00068	Syal.g_00754
OG0001240	Prat.g_00090	Syal.g_00804
OG0001241	Prat.g_00099	Syal.g_00814
OG0001243	Prat.g_00125	Syal.g_00852
OG0001244	Prat.g_00140	Syal.g_00882
OG0001245	Prat.g_00671	Syal.g_02522
OG0001246	Prat.g_01485, Prat.g_00467	Syal.g_02927
OG0001247	Prat.g_00757	Syal.g_01126
OG0001248	Prat.g_00759	Syal.g_01778
OG0001249	Prat.g_00345	Syal.g_00337
OG0001250	Prat.g_00997	Syal.g_02469
OG0001251	Prat.g_00695	Syal.g_02576
OG0001253	Prat.g_01480	Syal.g_02521
OG0001254	Prat.g_01559	Syal.g_02507
OG0001255	Prat.g_01172	Syal.g_02609
OG0001256	Prat.g_01446	Syal.g_00571
OG0001258	Prat.g_01588	Syal.g_00582
OG0001259	Prat.g_01633	Syal.g_00643
OG0001260	Prat.g_01651	Syal.g_00665
OG0001261	Prat.g_01717	Syal.g_00265
OG0001262	Prat.g_01827	Syal.g_00154
OG0001263	Prat.g_00127	Syal.g_00856
OG0001264	Prat.g_01473	Syal.g_00191
OG0001265	Prat.g_00117	Syal.g_00842
OG0001266	Prat.g_00205	Syal.g_00960
OG0001267	Prat.g_00287	Syal.g_01263
OG0001268	Prat.g_00353	Syal.g_00353
OG0001269	Prat.g_00985	Syal.g_02116, Syal.g_02567
OG0001270	Prat.g_00394	Syal.g_00528
OG0001271	Prat.g_00431	Syal.g_00466
OG0001272	Prat.g_00446	Syal.g_02903
OG0001273	Prat.g_01095	Syal.g_02641
OG0001274	Prat.g_00228	Syal.g_01007
OG0001275	Prat.g_00922	Syal.g_01932
OG0001276	Prat.g_00936	Syal.g_01914
OG0001277	Prat.g_00817	Syal.g_02963
OG0001278	Prat.g_01102	Syal.g_01766
OG0001279	Prat.g_00828	Syal.g_02565
OG0001280	Prat.g_01248	Syal.g_01604
OG0001281	Prat.g_01254	Syal.g_01592
OG0001282	Prat.g_01292	Syal.g_02887
OG0001283	Prat.g_01877	Syal.g_01179
OG0001284	Prat.g_01433	Syal.g_03007
OG0001285	Prat.g_01617	Syal.g_00625
OG0001286	Prat.g_01730	Syal.g_00280
OG0001287	Prat.g_01790	Syal.g_01461
OG0001288	Prat.g_01800	Syal.g_01513
OG0001289	Prat.g_00085	Syal.g_00781
OG0001290	Prat.g_00098	Syal.g_00813
OG0001291	Prat.g_00135	Syal.g_00866
OG0001292	Prat.g_00254	Syal.g_01206
OG0001293	Prat.g_00268	Syal.g_01236
OG0001294	Prat.g_01546	Syal.g_02207
OG0001295	Prat.g_01215	Syal.g_01828
OG0001296	Prat.g_00472	Syal.g_02933
OG0001298	Prat.g_00541	Syal.g_02777
OG0001299	Prat.g_01057	Syal.g_02200
OG0001300	Prat.g_00768	Syal.g_01795
OG0001301	Prat.g_00773	Syal.g_01941, Syal.g_01810
OG0001302	Prat.g_00859	Syal.g_02607
OG0001303	Prat.g_01550	Syal.g_02033
OG0001304	Prat.g_00949	Syal.g_01899
OG0001305	Prat.g_00969	Syal.g_01817
OG0001306	Prat.g_01170	Syal.g_01626
OG0001307	Prat.g_01283	Syal.g_02195
OG0001308	Prat.g_01363	Syal.g_00392
OG0001309	Prat.g_00481	Syal.g_02943
OG0001310	Prat.g_01604	Syal.g_00605
OG0001311	Prat.g_00938	Syal.g_01912
OG0001312	Prat.g_00872	Syal.g_02024
OG0001313	Prat.g_00849	Syal.g_00482
OG0001316	Prat.g_00139	Syal.g_00872
OG0001317	Prat.g_00239	Syal.g_00687
OG0001318	Prat.g_00263	Syal.g_01228
OG0001319	Prat.g_00280	Syal.g_01252
OG0001321	Prat.g_00413	Syal.g_00508
OG0001322	Prat.g_00414	Syal.g_00507
OG0001324	Prat.g_00769	Syal.g_01796
OG0001325	Prat.g_00793	Syal.g_01865
OG0001327	Prat.g_00704	Syal.g_02296
OG0001329	Prat.g_01542	Syal.g_01188
OG0001330	Prat.g_01468	Syal.g_01611
OG0001332	Prat.g_01403	Syal.g_02965
OG0001333	Prat.g_01629	Syal.g_00639
OG0001334	Prat.g_01752	Syal.g_00311
OG0001335	Prat.g_01753	Syal.g_00312
OG0001336	Prat.g_01878	Syal.g_01180
OG0001337	Prat.g_00339	Syal.g_00308, Syal.g_00327
OG0001338	Prat.g_00342	Syal.g_02003, Syal.g_00330
OG0001339	Prat.g_00101	Syal.g_00816
OG0001340	Prat.g_00340	Syal.g_00328
OG0001341	Prat.g_01225	Syal.g_02538
OG0001343	Prat.g_00692	Syal.g_01190
OG0001344	Prat.g_01152	Syal.g_01658
OG0001346	Prat.g_01250	Syal.g_01600
OG0001348	Prat.g_00827	Syal.g_01849
OG0001351	Prat.g_00416	Syal.g_00501
OG0001353	Prat.g_01005	Syal.g_02457
OG0001354	Prat.g_00906	Syal.g_01973
OG0001359	Prat.g_00693	Syal.g_01189
OG0001361	Prat.g_01138	Syal.g_01691
OG0001362	Prat.g_01367	Syal.g_00397
OG0001363	Prat.g_01369	Syal.g_00399
OG0001364	Prat.g_01755	Syal.g_01342
OG0001365	Prat.g_01838	Syal.g_01072
OG0001368	Prat.g_00632, Prat.g_00818	Syal.g_01200
OG0001369	Prat.g_01269	Syal.g_00803
OG0001375	Prat.g_00691	Syal.g_01191
OG0001379	Prat.g_01243	Syal.g_01609
OG0001394	Prat.g_00732	Syal.g_02250
OG0001397	Prat.g_01368	Syal.g_00398
OG0001398	Prat.g_00810	Syal.g_00774
OG0001401	Prat.g_00850	Syal.g_02463
OG0001402	Prat.g_00588	Syal.g_02711
OG0001404	Prat.g_00065	Syal.g_00750
OG0001405	Prat.g_00333	Syal.g_00314
OG0001407	Prat.g_01521	Syal.g_01774
OG0001409	Prat.g_01148	Syal.g_01671
OG0001410	Prat.g_01284	Syal.g_02194
OG0001416	Prat.g_00421	Syal.g_01595
OG0001419	Prat.g_01522	Syal.g_01775
OG0001425	Prat.g_01848	Syal.g_01089
OG0001428	Prat.g_00173	Syal.g_00915
OG0001430	Prat.g_01216	Syal.g_01055
OG0001434	Prat.g_00737	Syal.g_02245
OG0001435	Prat.g_00711	Syal.g_02290
OG0001438	Prat.g_00301	Syal.g_01278
OG0001443	Prat.g_01227	Syal.g_01101
OG0001448	Prat.g_00658	Syal.g_02552
OG0001452	Prat.g_00697	Syal.g_01223
OG0001461	Prat.g_00378	Syal.g_02091
OG0001477	Prat.g_01515, Prat.g_01514	Syal.g_01807
OG0001481	Prat.g_00375	Syal.g_00504
OG0001489	Prat.g_01741	Syal.g_00291
OG0001495	Prat.g_01681	Syal.g_00223
OG0001496	Prat.g_01512	Syal.g_01804
OG0001497	Prat.g_01513	Syal.g_01806
OG0001498	Prat.g_00371	Syal.g_00554
OG0001499	Prat.g_00667	Syal.g_00086
OG0001510	Prat.g_01794	Syal.g_01489
OG0001511	Prat.g_00109	Syal.g_00829
OG0001512	Prat.g_01231	Syal.g_00682
OG0001514	Prat.g_01511	Syal.g_01803
OG0001515	Prat.g_00766	Syal.g_01791
OG0001516	Prat.g_01060	Syal.g_02197
OG0001517	Prat.g_01328, Prat.g_00349	Syal.g_00348
OG0001518	Prat.g_01847	Syal.g_02309, Syal.g_01087
OG0001519	Prat.g_01852	Syal.g_01103
OG0001527	Prat.g_00526	Syal.g_02796
OG0001529	Prat.g_00043	Syal.g_00145
OG0001530	Prat.g_00108	Syal.g_00827
OG0001531	Prat.g_00244	Syal.g_00681
OG0001532	Prat.g_01125	Syal.g_01710
OG0001534	Prat.g_00950	Syal.g_01898
OG0001535	Prat.g_00935	Syal.g_01917
OG0001536	Prat.g_00892	Syal.g_01996
OG0001537	Prat.g_00729	Syal.g_02257
OG0001538	Prat.g_01032	Syal.g_01870
OG0001539	Prat.g_00706	Syal.g_02294
OG0001540	Prat.g_00129	Syal.g_00858
OG0001541	Prat.g_00181	Syal.g_00924
OG0001542	Prat.g_00187	Syal.g_00935
OG0001543	Prat.g_01221	Syal.g_00988
OG0001544	Prat.g_01851	Syal.g_01102
OG0001545	Prat.g_01868	Syal.g_01170
OG0001557	Prat.g_00733	Syal.g_02249
OG0001559	Prat.g_00107	Syal.g_00826
OG0001560	Prat.g_00097	Syal.g_00812
OG0001561	Prat.g_00940	Syal.g_01910
OG0001562	Prat.g_00927	Syal.g_01926
OG0001563	Prat.g_01725	Syal.g_00274
OG0001574	Prat.g_00524	Syal.g_02798
OG0001575	Prat.g_00529	Syal.g_02793
OG0001576	Prat.g_01262	Syal.g_01582
OG0001577	Prat.g_01160	Syal.g_01648
OG0001579	Prat.g_00337	Syal.g_00318
OG0001580	Prat.g_00050	Syal.g_01052
OG0001589	Prat.g_01638	Syal.g_00647
OG0001591	Prat.g_00746	Syal.g_02209
OG0001592	Prat.g_00049	Syal.g_01053
OG0001614	Prat.g_01782	Syal.g_01451
OG0001616	Prat.g_01133	Syal.g_01699
OG0001617	Prat.g_00770	Syal.g_01800
OG0001619	Prat.g_00882	Syal.g_02009
OG0001620	Prat.g_00357	Syal.g_00360
OG0001621	Prat.g_00259	Syal.g_01224
OG0001622	Prat.g_01876	Syal.g_01178
OG0001625	Prat.g_00265	Syal.g_01230
OG0001636	Prat.g_00035	Syal.g_00137
OG0001639	Prat.g_01406	Syal.g_02968
OG0001640	Prat.g_00954	Syal.g_01839
OG0001643	Prat.g_01085	Syal.g_02631
OG0001644	Prat.g_00806	Syal.g_02426
OG0001652	Prat.g_00844	Syal.g_00115
OG0001654	Prat.g_01404	Syal.g_02966
OG0001655	Prat.g_01230	Syal.g_02854, Syal.g_00703
OG0001656	Prat.g_00336	Syal.g_00317
OG0001657	Prat.g_00155	Syal.g_00897
OG0001658	Prat.g_00045	Syal.g_01066
OG0001671	Prat.g_00837	Syal.g_00993
OG0001673	Prat.g_00237	Syal.g_00689
OG0001676	Prat.g_00338	Syal.g_00320
OG0001678	Prat.g_01659	Syal.g_00197
OG0001679	Prat.g_00343	Syal.g_00794, Syal.g_02034
OG0001692	Prat.g_01347	Syal.g_00024
OG0001693	Prat.g_00625	Syal.g_01822
OG0001694	Prat.g_00289	Syal.g_01265
OG0001703	Prat.g_00437	Syal.g_02890
OG0001713	Prat.g_01149	Syal.g_01668
OG0001717	Prat.g_00168	Syal.g_00910
OG0001722	Prat.g_00698	Syal.g_00730
OG0001729	Prat.g_00247	Syal.g_00676
OG0001731	Prat.g_01419	Syal.g_02986
OG0001737	Prat.g_00836	Syal.g_01284
OG0001748	Prat.g_00838	Syal.g_00995
OG0001752	Prat.g_01653	Syal.g_00669
OG0001761	Prat.g_00578	Syal.g_02727
OG0001770	Prat.g_01553	Syal.g_02501
OG0001803	Prat.g_00402	Syal.g_00519
OG0001810	Prat.g_00832	Syal.g_00878
OG0001813	Prat.g_01855	Syal.g_01117
OG0001816	Prat.g_00703	Syal.g_02297
OG0001835	Prat.g_01543	Syal.g_00713
OG0001837	Prat.g_00839	Syal.g_00994
OG0001974	Prat.g_01491	Syal.g_01063
OG0002154	Prat.g_01289	Syal.g_01438
OG0002177	Prat.g_00598	Syal.g_02864
OG0002237	Prat.g_01096	Syal.g_02643
OG0002246	Prat.g_01537	Syal.g_00542
OG0002296	Prat.g_01377	Syal.g_00408
OG0002434	Prat.g_00521	Syal.g_02802
OG0002445	Prat.g_01279	Syal.g_00455
OG0002700	Prat.g_01205	Syal.g_01622
OG0003495	Prat.g_00143	Syal.g_01391
