Orthogroup	Prat	Prbd
OG0001126	Prat.g_01724	Prbd.g_01392
OG0001127	Prat.g_01727	Prbd.g_01390
OG0001128	Prat.g_01728	Prbd.g_01389
OG0001129	Prat.g_01729	Prbd.g_01388
OG0001130	Prat.g_01732	Prbd.g_01385
OG0001131	Prat.g_01733	Prbd.g_01384
OG0001132	Prat.g_01734	Prbd.g_01383
OG0001133	Prat.g_01735	Prbd.g_01382
OG0001134	Prat.g_01736	Prbd.g_01381
OG0001135	Prat.g_01737	Prbd.g_01380
OG0001136	Prat.g_01738	Prbd.g_01379
OG0001137	Prat.g_01739	Prbd.g_01378
OG0001138	Prat.g_01740	Prbd.g_01377
OG0001139	Prat.g_01742	Prbd.g_01376
OG0001140	Prat.g_01744	Prbd.g_01375
OG0001141	Prat.g_01745	Prbd.g_01374
OG0001142	Prat.g_01748	Prbd.g_01371
OG0001143	Prat.g_01749	Prbd.g_01370
OG0001144	Prat.g_01750	Prbd.g_01369
OG0001145	Prat.g_01751	Prbd.g_01368
OG0001146	Prat.g_01752	Prbd.g_01367
OG0001147	Prat.g_01753	Prbd.g_01366
OG0001148	Prat.g_01754	Prbd.g_01365
OG0001149	Prat.g_01756	Prbd.g_01363
OG0001150	Prat.g_01757	Prbd.g_01362
OG0001151	Prat.g_01760	Prbd.g_01360
OG0001152	Prat.g_01761	Prbd.g_01359
OG0001153	Prat.g_01762	Prbd.g_01358
OG0001154	Prat.g_01764	Prbd.g_01356
OG0001155	Prat.g_01766	Prbd.g_01354
OG0001156	Prat.g_01768	Prbd.g_01352
OG0001157	Prat.g_01770	Prbd.g_01351
OG0001158	Prat.g_01772	Prbd.g_01349
OG0001159	Prat.g_01773	Prbd.g_01348
OG0001160	Prat.g_01775	Prbd.g_01347
OG0001161	Prat.g_01776	Prbd.g_01346
OG0001162	Prat.g_01777	Prbd.g_01345
OG0001163	Prat.g_01778	Prbd.g_01344
OG0001164	Prat.g_01779	Prbd.g_01343
OG0001165	Prat.g_01780	Prbd.g_01342
OG0001166	Prat.g_01781	Prbd.g_01341
OG0001167	Prat.g_01783	Prbd.g_01340
OG0001168	Prat.g_01784	Prbd.g_01339
OG0001169	Prat.g_01785	Prbd.g_01338
OG0001170	Prat.g_01786	Prbd.g_01337
OG0001171	Prat.g_01787	Prbd.g_01336
OG0001172	Prat.g_01789	Prbd.g_01334
OG0001173	Prat.g_01791	Prbd.g_01332
OG0001174	Prat.g_01792	Prbd.g_01331
OG0001175	Prat.g_01793	Prbd.g_01330
OG0001176	Prat.g_01795	Prbd.g_01329
OG0001177	Prat.g_01797	Prbd.g_01327
OG0001178	Prat.g_01800	Prbd.g_01324
OG0001179	Prat.g_01801	Prbd.g_01323
OG0001180	Prat.g_01802	Prbd.g_01321
OG0001181	Prat.g_01803	Prbd.g_01320
OG0001182	Prat.g_01804	Prbd.g_01319
OG0001183	Prat.g_01805	Prbd.g_01318
OG0001184	Prat.g_01807	Prbd.g_01316
OG0001185	Prat.g_01809	Prbd.g_01312
OG0001186	Prat.g_01810	Prbd.g_01311
OG0001187	Prat.g_01811	Prbd.g_01310
OG0001188	Prat.g_01812	Prbd.g_01309
OG0001189	Prat.g_01813	Prbd.g_01308
OG0001190	Prat.g_01814	Prbd.g_01307
OG0001191	Prat.g_01815	Prbd.g_01306
OG0001192	Prat.g_01816	Prbd.g_01305
OG0001193	Prat.g_01817	Prbd.g_01304
OG0001194	Prat.g_01818	Prbd.g_01303
OG0001195	Prat.g_01819	Prbd.g_01302
OG0001196	Prat.g_01820	Prbd.g_01301
OG0001197	Prat.g_01821	Prbd.g_01300
OG0001198	Prat.g_01822	Prbd.g_01299
OG0001199	Prat.g_01823	Prbd.g_01298
OG0001200	Prat.g_01824	Prbd.g_01297
OG0001201	Prat.g_01825	Prbd.g_01296
OG0001202	Prat.g_01826	Prbd.g_01295
OG0001203	Prat.g_01828	Prbd.g_01293
OG0001204	Prat.g_01830	Prbd.g_01291
OG0001205	Prat.g_01832	Prbd.g_01290
OG0001206	Prat.g_01833	Prbd.g_01289
OG0001207	Prat.g_01834	Prbd.g_01288
OG0001208	Prat.g_01835	Prbd.g_01287
OG0001209	Prat.g_01836	Prbd.g_01286
OG0001210	Prat.g_01837	Prbd.g_01285
OG0001211	Prat.g_01838	Prbd.g_01284
OG0001212	Prat.g_01839	Prbd.g_01283
OG0001213	Prat.g_01840	Prbd.g_01282
OG0001214	Prat.g_01842	Prbd.g_01280
OG0001215	Prat.g_01843	Prbd.g_01279
OG0001216	Prat.g_01844	Prbd.g_01278
OG0001217	Prat.g_01845	Prbd.g_01277
OG0001218	Prat.g_01846	Prbd.g_01276
OG0001219	Prat.g_01849	Prbd.g_01274
OG0001220	Prat.g_01850	Prbd.g_01273
OG0001221	Prat.g_01856	Prbd.g_01270
OG0001222	Prat.g_01857	Prbd.g_01269
OG0001223	Prat.g_01858	Prbd.g_01268
OG0001224	Prat.g_01860	Prbd.g_01267
OG0001225	Prat.g_01861	Prbd.g_01266
OG0001226	Prat.g_01862	Prbd.g_01265
OG0001227	Prat.g_01863	Prbd.g_01264
OG0001228	Prat.g_01864	Prbd.g_01263
OG0001229	Prat.g_01865	Prbd.g_01262
OG0001230	Prat.g_01866	Prbd.g_01261
OG0001231	Prat.g_01867	Prbd.g_01260
OG0001232	Prat.g_01869	Prbd.g_01259
OG0001233	Prat.g_01870	Prbd.g_01258
OG0001234	Prat.g_01871	Prbd.g_01257
OG0001235	Prat.g_01872	Prbd.g_01256
OG0001236	Prat.g_01874	Prbd.g_01254
OG0001237	Prat.g_01875	Prbd.g_01253
OG0001238	Prat.g_01879	Prbd.g_01251
OG0001239	Prat.g_01880	Prbd.g_01250
OG0001240	Prat.g_01881	Prbd.g_01249
OG0001241	Prat.g_01884	Prbd.g_01247
OG0001242	Prat.g_01885	Prbd.g_01245
OG0001243	Prat.g_01886	Prbd.g_01244
OG0001244	Prat.g_01887	Prbd.g_01243
OG0001245	Prat.g_01888	Prbd.g_01242
OG0001246	Prat.g_01889	Prbd.g_01241
OG0001247	Prat.g_01890	Prbd.g_01240
OG0001248	Prat.g_01891	Prbd.g_01239
OG0001249	Prat.g_01892	Prbd.g_01238
OG0001250	Prat.g_01893	Prbd.g_01237
OG0001252	Prat.g_00137	Prbd.g_01105
OG0001253	Prat.g_00149	Prbd.g_01090
OG0001254	Prat.g_00288	Prbd.g_00958
OG0001255	Prat.g_00347	Prbd.g_00906
OG0001257	Prat.g_00442	Prbd.g_00760
OG0001258	Prat.g_00459	Prbd.g_00744
OG0001259	Prat.g_00552	Prbd.g_00654
OG0001260	Prat.g_00831	Prbd.g_00048
OG0001261	Prat.g_01003	Prbd.g_00137
OG0001262	Prat.g_00987	Prbd.g_00153
OG0001263	Prat.g_01176	Prbd.g_00174
OG0001264	Prat.g_00715	Prbd.g_00205
OG0001265	Prat.g_00937	Prbd.g_00316
OG0001266	Prat.g_00078	Prbd.g_00364
OG0001267	Prat.g_01172	Prbd.g_00452
OG0001268	Prat.g_01158	Prbd.g_00465
OG0001269	Prat.g_01283	Prbd.g_01781
OG0001270	Prat.g_01398	Prbd.g_01649
OG0001271	Prat.g_01413	Prbd.g_01638
OG0001273	Prat.g_00481	Prbd.g_01594
OG0001274	Prat.g_01500	Prbd.g_01589
OG0001275	Prat.g_00660	Prbd.g_01572
OG0001277	Prat.g_01578, Prat.g_01542	Prbd.g_01550
OG0001278	Prat.g_01583	Prbd.g_01533
OG0001279	Prat.g_01587	Prbd.g_01529
OG0001280	Prat.g_01590	Prbd.g_01526
OG0001281	Prat.g_01660	Prbd.g_01460
OG0001282	Prat.g_01597	Prbd.g_01435
OG0001283	Prat.g_01767	Prbd.g_01353
OG0001284	Prat.g_01799	Prbd.g_01325
OG0001285	Prat.g_01829	Prbd.g_01292
OG0001286	Prat.g_01883	Prbd.g_01248
OG0001288	Prat.g_00397	Prbd.g_00805
OG0001290	Prat.g_00032	Prbd.g_01207
OG0001291	Prat.g_00068	Prbd.g_01173
OG0001293	Prat.g_00073	Prbd.g_01168
OG0001294	Prat.g_00090	Prbd.g_01151
OG0001296	Prat.g_00125	Prbd.g_01118
OG0001297	Prat.g_00201	Prbd.g_01041
OG0001299	Prat.g_00258	Prbd.g_00987
OG0001300	Prat.g_00375	Prbd.g_00865
OG0001301	Prat.g_01088	Prbd.g_00607
OG0001303	Prat.g_01217	Prbd.g_00056
OG0001305	Prat.g_00961	Prbd.g_00336
OG0001306	Prat.g_00817	Prbd.g_00372
OG0001308	Prat.g_01470	Prbd.g_00406
OG0001309	Prat.g_01831	Prbd.g_00408
OG0001312	Prat.g_01284	Prbd.g_01780
OG0001314	Prat.g_01614	Prbd.g_01502
OG0001315	Prat.g_01651	Prbd.g_01467
OG0001316	Prat.g_01763	Prbd.g_01357
OG0001318	Prat.g_00140	Prbd.g_01101
OG0001319	Prat.g_00243	Prbd.g_01001
OG0001320	Prat.g_01215	Prbd.g_00775
OG0001321	Prat.g_00600	Prbd.g_01923, Prbd.g_00058
OG0001322	Prat.g_00852	Prbd.g_00083
OG0001323	Prat.g_00704	Prbd.g_00356
OG0001325	Prat.g_01234, Prat.g_01492	Prbd.g_00412
OG0001326	Prat.g_01489	Prbd.g_01860
OG0001328	Prat.g_01254	Prbd.g_01796
OG0001329	Prat.g_01877	Prbd.g_01744
OG0001330	Prat.g_01446	Prbd.g_01598
OG0001331	Prat.g_01588	Prbd.g_01528
OG0001332	Prat.g_01640	Prbd.g_01478
OG0001333	Prat.g_01730	Prbd.g_01387
OG0001334	Prat.g_01790	Prbd.g_01333
OG0001335	Prat.g_01827	Prbd.g_01294
OG0001336	Prat.g_00127	Prbd.g_01115
OG0001337	Prat.g_00117	Prbd.g_01125
OG0001338	Prat.g_00379, Prat.g_00385	Prbd.g_01096
OG0001339	Prat.g_00205	Prbd.g_01037
OG0001340	Prat.g_00254	Prbd.g_00991
OG0001341	Prat.g_00268	Prbd.g_00978
OG0001342	Prat.g_00287	Prbd.g_00959
OG0001343	Prat.g_00353	Prbd.g_00900
OG0001344	Prat.g_01546	Prbd.g_00860
OG0001345	Prat.g_00394	Prbd.g_00808
OG0001346	Prat.g_00431	Prbd.g_00770
OG0001347	Prat.g_00446	Prbd.g_00756
OG0001348	Prat.g_00467, Prat.g_01485	Prbd.g_00738
OG0001349	Prat.g_00472	Prbd.g_00733
OG0001350	Prat.g_00477	Prbd.g_00728
OG0001351	Prat.g_00541	Prbd.g_00666
OG0001352	Prat.g_01577, Prat.g_00755	Prbd.g_00562
OG0001353	Prat.g_00228	Prbd.g_00541
OG0001354	Prat.g_00855	Prbd.g_00086
OG0001355	Prat.g_00997	Prbd.g_00143
OG0001356	Prat.g_00692	Prbd.g_00188
OG0001357	Prat.g_00922	Prbd.g_00292
OG0001358	Prat.g_00936	Prbd.g_00315
OG0001359	Prat.g_01555	Prbd.g_00431
OG0001360	Prat.g_01554	Prbd.g_00432
OG0001361	Prat.g_01102	Prbd.g_00518
OG0001362	Prat.g_00828	Prbd.g_01893
OG0001364	Prat.g_01433	Prbd.g_01618, Prbd.g_01619
OG0001366	Prat.g_01629	Prbd.g_01488
OG0001368	Prat.g_01798	Prbd.g_01326
OG0001369	Prat.g_00938	Prbd.g_00317
OG0001371	Prat.g_00063	Prbd.g_01177
OG0001372	Prat.g_00065	Prbd.g_01176
OG0001373	Prat.g_00072	Prbd.g_01169
OG0001374	Prat.g_00085	Prbd.g_01157
OG0001375	Prat.g_00135	Prbd.g_01108
OG0001376	Prat.g_00239	Prbd.g_01005
OG0001377	Prat.g_00263	Prbd.g_00983
OG0001378	Prat.g_00280	Prbd.g_00967
OG0001379	Prat.g_01396	Prbd.g_00877
OG0001380	Prat.g_00771	Prbd.g_00835
OG0001381	Prat.g_00416	Prbd.g_00788
OG0001382	Prat.g_00423	Prbd.g_00782
OG0001383	Prat.g_00474	Prbd.g_00731
OG0001385	Prat.g_01057	Prbd.g_00578
OG0001386	Prat.g_00748	Prbd.g_00570
OG0001387	Prat.g_00750	Prbd.g_00568
OG0001388	Prat.g_00760	Prbd.g_00558
OG0001389	Prat.g_00793	Prbd.g_00012
OG0001390	Prat.g_01225	Prbd.g_00047
OG0001391	Prat.g_00858	Prbd.g_00088
OG0001392	Prat.g_00691	Prbd.g_00187
OG0001393	Prat.g_00693	Prbd.g_00189
OG0001394	Prat.g_00721	Prbd.g_00211
OG0001395	Prat.g_00724	Prbd.g_00214
OG0001396	Prat.g_01550	Prbd.g_00296
OG0001397	Prat.g_00949	Prbd.g_00325
OG0001398	Prat.g_00969	Prbd.g_00344
OG0001399	Prat.g_00679	Prbd.g_00354
OG0001400	Prat.g_01521	Prbd.g_00362
OG0001401	Prat.g_00655	Prbd.g_00369
OG0001402	Prat.g_01170	Prbd.g_00454
OG0001403	Prat.g_01250	Prbd.g_01800
OG0001404	Prat.g_00825	Prbd.g_01773
OG0001405	Prat.g_01292	Prbd.g_01763
OG0001406	Prat.g_01397	Prbd.g_01650
OG0001407	Prat.g_01402	Prbd.g_01647
OG0001408	Prat.g_01447	Prbd.g_01597
OG0001409	Prat.g_00646	Prbd.g_01584
OG0001410	Prat.g_00827	Prbd.g_01570
OG0001411	Prat.g_01533	Prbd.g_01927
OG0001412	Prat.g_00872	Prbd.g_00245
OG0001415	Prat.g_00333	Prbd.g_00913
OG0001416	Prat.g_00484	Prbd.g_00721
OG0001417	Prat.g_00749	Prbd.g_00569
OG0001418	Prat.g_01524	Prbd.g_00059
OG0001419	Prat.g_00864	Prbd.g_00092
OG0001420	Prat.g_00695	Prbd.g_00191
OG0001421	Prat.g_00700	Prbd.g_00195
OG0001422	Prat.g_01226	Prbd.g_00359
OG0001423	Prat.g_00624	Prbd.g_00433
OG0001424	Prat.g_01449	Prbd.g_01922
OG0001426	Prat.g_01878	Prbd.g_01252
OG0001428	Prat.g_01323	Prbd.g_01731
OG0001429	Prat.g_00906	Prbd.g_00274
OG0001432	Prat.g_01522	Prbd.g_00363
OG0001433	Prat.g_00668	Prbd.g_01890
OG0001434	Prat.g_01579	Prbd.g_01784
OG0001435	Prat.g_00649	Prbd.g_01585
OG0001439	Prat.g_01005	Prbd.g_00134
OG0001440	Prat.g_00941	Prbd.g_00319
OG0001441	Prat.g_01523	Prbd.g_00400
OG0001443	Prat.g_01173	Prbd.g_00451
OG0001445	Prat.g_00381	Prbd.g_01866
OG0001446	Prat.g_00380	Prbd.g_01864
OG0001447	Prat.g_01195	Prbd.g_01863
OG0001448	Prat.g_00810	Prbd.g_01565
OG0001454	Prat.g_00658	Prbd.g_00872
OG0001457	Prat.g_00779	Prbd.g_00542
OG0001459	Prat.g_01290	Prbd.g_00081
OG0001460	Prat.g_00833	Prbd.g_00165
OG0001461	Prat.g_01047	Prbd.g_00237
OG0001462	Prat.g_01194	Prbd.g_00307
OG0001463	Prat.g_00420	Prbd.g_00353
OG0001464	Prat.g_00654	Prbd.g_00358
OG0001466	Prat.g_00635	Prbd.g_01837
OG0001467	Prat.g_01349	Prbd.g_01692
OG0001468	Prat.g_01755	Prbd.g_01364
OG0001470	Prat.g_00327	Prbd.g_00919
OG0001472	Prat.g_00972	Prbd.g_00164
OG0001473	Prat.g_00857	Prbd.g_00173
OG0001481	Prat.g_01138	Prbd.g_00484
OG0001482	Prat.g_01237	Prbd.g_01912
OG0001483	Prat.g_01243	Prbd.g_01807
OG0001486	Prat.g_00737	Prbd.g_00225
OG0001487	Prat.g_00588	Prbd.g_00063
OG0001488	Prat.g_00173	Prbd.g_01068
OG0001491	Prat.g_00643	Prbd.g_00078
OG0001504	Prat.g_00732	Prbd.g_00221
OG0001505	Prat.g_00460	Prbd.g_01901
OG0001506	Prat.g_01198	Prbd.g_00377
OG0001507	Prat.g_01174	Prbd.g_00450
OG0001510	Prat.g_01747	Prbd.g_01372
OG0001515	Prat.g_00652	Prbd.g_00050
OG0001523	Prat.g_00667	Prbd.g_01183
OG0001524	Prat.g_00620	Prbd.g_00862
OG0001525	Prat.g_00421	Prbd.g_00783
OG0001535	Prat.g_00975	Prbd.g_00161
OG0001536	Prat.g_00631	Prbd.g_00396
OG0001545	Prat.g_00711	Prbd.g_00202
OG0001587	Prat.g_00378	Prbd.g_00823
OG0001589	Prat.g_01458	Prbd.g_01920, Prbd.g_00002
OG0001590	Prat.g_00301	Prbd.g_00946
OG0001598	Prat.g_00697	Prbd.g_00193
OG0001605	Prat.g_01681	Prbd.g_01441
OG0001610	Prat.g_00778	Prbd.g_00543
OG0001613	Prat.g_01454	Prbd.g_00172
OG0001614	Prat.g_00920	Prbd.g_00290
OG0001631	Prat.g_00596	Prbd.g_00526
OG0001711	Prat.g_00041	Prbd.g_01712, Prbd.g_01711
OG0001798	Prat.g_00608	Prbd.g_00532
OG0001847	Prat.g_00077	Prbd.g_01577
OG0001859	Prat.g_00265	Prbd.g_00981
OG0001960	Prat.g_01275	Prbd.g_01193
OG0002033	Prat.g_01582	Prbd.g_00533
