Orthogroup	Prat	Praw
OG0001166	Prat.g_01781	Praw.g_00046
OG0001167	Prat.g_01783	Praw.g_00045
OG0001168	Prat.g_01784	Praw.g_00044
OG0001169	Prat.g_01785	Praw.g_00043
OG0001170	Prat.g_01786	Praw.g_00041
OG0001171	Prat.g_01787	Praw.g_00040
OG0001172	Prat.g_01789	Praw.g_00038
OG0001173	Prat.g_01791	Praw.g_00036
OG0001174	Prat.g_01792	Praw.g_00035
OG0001175	Prat.g_01793	Praw.g_00034
OG0001176	Prat.g_01795	Praw.g_00033
OG0001177	Prat.g_01797	Praw.g_00031
OG0001178	Prat.g_01800	Praw.g_00028
OG0001179	Prat.g_01801	Praw.g_00027
OG0001180	Prat.g_01802	Praw.g_00026
OG0001181	Prat.g_01803	Praw.g_00025
OG0001182	Prat.g_01804	Praw.g_00024
OG0001183	Prat.g_01805	Praw.g_00023
OG0001184	Prat.g_01807	Praw.g_00021
OG0001185	Prat.g_01809	Praw.g_00018
OG0001186	Prat.g_01810	Praw.g_00017
OG0001187	Prat.g_01811	Praw.g_00016
OG0001188	Prat.g_01812	Praw.g_00015
OG0001189	Prat.g_01813	Praw.g_00014
OG0001190	Prat.g_01814	Praw.g_00013
OG0001191	Prat.g_01815	Praw.g_00012
OG0001192	Prat.g_01816	Praw.g_00011
OG0001193	Prat.g_01817	Praw.g_00010
OG0001194	Prat.g_01818	Praw.g_00009
OG0001195	Prat.g_01819	Praw.g_00008
OG0001196	Prat.g_01820	Praw.g_00007
OG0001197	Prat.g_01821	Praw.g_00006
OG0001198	Prat.g_01822	Praw.g_00005
OG0001199	Prat.g_01823	Praw.g_00004
OG0001200	Prat.g_01824	Praw.g_00003
OG0001201	Prat.g_01825	Praw.g_00002
OG0001202	Prat.g_01826	Praw.g_00001
OG0001203	Prat.g_01828	Praw.g_01192
OG0001204	Prat.g_01830	Praw.g_01190
OG0001205	Prat.g_01832	Praw.g_01189
OG0001206	Prat.g_01833	Praw.g_01188
OG0001207	Prat.g_01834	Praw.g_01187
OG0001208	Prat.g_01835	Praw.g_01186
OG0001209	Prat.g_01836	Praw.g_01185
OG0001210	Prat.g_01837	Praw.g_01184
OG0001211	Prat.g_01838	Praw.g_01183
OG0001212	Prat.g_01839	Praw.g_01182
OG0001213	Prat.g_01840	Praw.g_01181
OG0001214	Prat.g_01842	Praw.g_01179
OG0001215	Prat.g_01843	Praw.g_01178
OG0001216	Prat.g_01844	Praw.g_01177
OG0001217	Prat.g_01845	Praw.g_01176
OG0001218	Prat.g_01846	Praw.g_01175
OG0001219	Prat.g_01849	Praw.g_01172
OG0001220	Prat.g_01850	Praw.g_01171
OG0001221	Prat.g_01856	Praw.g_01168
OG0001222	Prat.g_01857	Praw.g_01167
OG0001223	Prat.g_01858	Praw.g_01166
OG0001224	Prat.g_01860	Praw.g_01165
OG0001225	Prat.g_01861	Praw.g_01164
OG0001226	Prat.g_01862	Praw.g_01163
OG0001227	Prat.g_01863	Praw.g_01162
OG0001228	Prat.g_01864	Praw.g_01161
OG0001229	Prat.g_01865	Praw.g_01160
OG0001230	Prat.g_01866	Praw.g_01159
OG0001231	Prat.g_01867	Praw.g_01158
OG0001232	Prat.g_01869	Praw.g_01157
OG0001233	Prat.g_01870	Praw.g_01156
OG0001234	Prat.g_01871	Praw.g_01155
OG0001235	Prat.g_01872	Praw.g_01154
OG0001236	Prat.g_01874	Praw.g_01152
OG0001237	Prat.g_01875	Praw.g_01151
OG0001238	Prat.g_01879	Praw.g_01149
OG0001239	Prat.g_01880	Praw.g_01148
OG0001240	Prat.g_01881	Praw.g_01147
OG0001241	Prat.g_01884	Praw.g_01145
OG0001242	Prat.g_01885	Praw.g_01144
OG0001243	Prat.g_01886	Praw.g_01143
OG0001244	Prat.g_01887	Praw.g_01142
OG0001245	Prat.g_01888	Praw.g_01141
OG0001246	Prat.g_01889	Praw.g_01140
OG0001247	Prat.g_01890	Praw.g_01139
OG0001248	Prat.g_01891	Praw.g_01138
OG0001249	Prat.g_01892	Praw.g_01137
OG0001250	Prat.g_01893	Praw.g_01136
OG0001252	Prat.g_00137	Praw.g_01297
OG0001253	Prat.g_00149	Praw.g_01285
OG0001254	Prat.g_00288	Praw.g_00853
OG0001255	Prat.g_00347	Praw.g_00797
OG0001258	Prat.g_00459	Praw.g_00650
OG0001260	Prat.g_00831	Praw.g_01760
OG0001261	Prat.g_01003	Praw.g_01664
OG0001262	Prat.g_00987	Praw.g_01648
OG0001263	Prat.g_01176	Praw.g_01627
OG0001264	Prat.g_00715	Praw.g_01598
OG0001265	Prat.g_00937	Praw.g_01491
OG0001266	Prat.g_00078	Praw.g_01443
OG0001267	Prat.g_01172	Praw.g_00218
OG0001268	Prat.g_01158	Praw.g_00231
OG0001269	Prat.g_01283	Praw.g_00998
OG0001270	Prat.g_01398	Praw.g_00377
OG0001271	Prat.g_01413	Praw.g_00388
OG0001273	Prat.g_00481	Praw.g_00429
OG0001274	Prat.g_01500	Praw.g_00434
OG0001275	Prat.g_00659	Praw.g_00451
OG0001277	Prat.g_01578, Prat.g_01542	Praw.g_00476
OG0001278	Prat.g_01583	Praw.g_00507
OG0001279	Prat.g_01587	Praw.g_00511
OG0001280	Prat.g_01590	Praw.g_00514
OG0001281	Prat.g_01660	Praw.g_01914
OG0001282	Prat.g_01597	Praw.g_01890
OG0001283	Prat.g_01767	Praw.g_00058
OG0001284	Prat.g_01799	Praw.g_00029
OG0001285	Prat.g_01829	Praw.g_01191
OG0001286	Prat.g_01883	Praw.g_01146
OG0001287	Prat.g_00648	Praw.g_00483
OG0001288	Prat.g_00397	Praw.g_00710
OG0001290	Prat.g_00032	Praw.g_01398
OG0001291	Prat.g_00068	Praw.g_01363
OG0001293	Prat.g_00073	Praw.g_01358
OG0001296	Prat.g_00125	Praw.g_01310
OG0001297	Prat.g_00201	Praw.g_01236
OG0001300	Prat.g_00375	Praw.g_00759
OG0001301	Prat.g_01088	Praw.g_01885
OG0001303	Prat.g_01217	Praw.g_01751
OG0001305	Prat.g_00961	Praw.g_01471
OG0001306	Prat.g_00817	Praw.g_01435
OG0001308	Prat.g_01470	Praw.g_00181
OG0001309	Prat.g_01831	Praw.g_00183
OG0001312	Prat.g_01284	Praw.g_00999
OG0001314	Prat.g_01614	Praw.g_00538
OG0001315	Prat.g_01651	Praw.g_00573
OG0001316	Prat.g_01763	Praw.g_00062
OG0001318	Prat.g_00140	Praw.g_01294
OG0001319	Prat.g_00243	Praw.g_01197
OG0001320	Prat.g_01215	Praw.g_00680
OG0001321	Prat.g_00600	Praw.g_01749
OG0001322	Prat.g_00852	Praw.g_01716
OG0001323	Prat.g_00704	Praw.g_01452
OG0001325	Prat.g_01234, Prat.g_01492	Praw.g_00185
OG0001326	Prat.g_01489	Praw.g_00951
OG0001327	Prat.g_01468	Praw.g_00953
OG0001328	Prat.g_01254	Praw.g_00986
OG0001330	Prat.g_01446	Praw.g_00425
OG0001331	Prat.g_01588	Praw.g_00512
OG0001332	Prat.g_01640	Praw.g_00562
OG0001333	Prat.g_01730	Praw.g_00092
OG0001334	Prat.g_01790	Praw.g_00037
OG0001335	Prat.g_01827	Praw.g_01193
OG0001336	Prat.g_00127	Praw.g_01307
OG0001337	Prat.g_00117	Praw.g_01317
OG0001338	Prat.g_00379, Prat.g_00385	Praw.g_01291
OG0001339	Prat.g_00205	Praw.g_01232
OG0001340	Prat.g_00254	Praw.g_00885
OG0001341	Prat.g_00268	Praw.g_00873
OG0001342	Prat.g_00287	Praw.g_00854
OG0001343	Prat.g_00353	Praw.g_00791
OG0001344	Prat.g_01546	Praw.g_00755
OG0001345	Prat.g_00394	Praw.g_00713
OG0001346	Prat.g_00431	Praw.g_00675
OG0001347	Prat.g_00446	Praw.g_00662
OG0001348	Prat.g_00467, Prat.g_01485	Praw.g_00644
OG0001349	Prat.g_00472	Praw.g_00639
OG0001350	Prat.g_00477	Praw.g_00634
OG0001351	Prat.g_00541	Praw.g_01924
OG0001352	Prat.g_01577, Prat.g_00755	Praw.g_01840
OG0001353	Prat.g_00228	Praw.g_01819
OG0001354	Prat.g_00855	Praw.g_01713
OG0001355	Prat.g_00997	Praw.g_01658
OG0001356	Prat.g_00692	Praw.g_01613
OG0001357	Prat.g_00922	Praw.g_01511
OG0001358	Prat.g_00936	Praw.g_01492
OG0001359	Prat.g_01555	Praw.g_00205
OG0001360	Prat.g_01554	Praw.g_00206
OG0001361	Prat.g_01102	Praw.g_00284
OG0001362	Prat.g_00828	Praw.g_00930
OG0001364	Prat.g_01433	Praw.g_00407
OG0001365	Prat.g_01460	Praw.g_01049
OG0001366	Prat.g_01629	Praw.g_00552
OG0001368	Prat.g_01798	Praw.g_00030
OG0001369	Prat.g_00938	Praw.g_01490
OG0001371	Prat.g_00063	Praw.g_01367
OG0001372	Prat.g_00065	Praw.g_01366
OG0001373	Prat.g_00072	Praw.g_01359
OG0001374	Prat.g_00085	Praw.g_01347
OG0001375	Prat.g_00135	Praw.g_01300
OG0001376	Prat.g_00239	Praw.g_01201
OG0001377	Prat.g_00263	Praw.g_00877
OG0001378	Prat.g_00280	Praw.g_00862
OG0001379	Prat.g_01396	Praw.g_00770
OG0001380	Prat.g_00771	Praw.g_00336, Praw.g_00486
OG0001381	Prat.g_00416	Praw.g_00693
OG0001382	Prat.g_00423	Praw.g_00687
OG0001383	Prat.g_00474	Praw.g_00637
OG0001385	Prat.g_01057	Praw.g_01856
OG0001386	Prat.g_00748	Praw.g_01848
OG0001387	Prat.g_00750	Praw.g_01846
OG0001388	Prat.g_00760	Praw.g_01836
OG0001389	Prat.g_00793	Praw.g_01804
OG0001390	Prat.g_01225	Praw.g_01761
OG0001391	Prat.g_00858	Praw.g_01711
OG0001392	Prat.g_00691	Praw.g_01614
OG0001393	Prat.g_00693	Praw.g_01612
OG0001394	Prat.g_00721	Praw.g_01592
OG0001395	Prat.g_00724	Praw.g_01589
OG0001396	Prat.g_01550	Praw.g_01507
OG0001397	Prat.g_00949	Praw.g_01482
OG0001398	Prat.g_00969	Praw.g_01463
OG0001399	Prat.g_00679	Praw.g_01454
OG0001400	Prat.g_01521	Praw.g_01445
OG0001401	Prat.g_00655	Praw.g_01438
OG0001402	Prat.g_01170	Praw.g_00220
OG0001403	Prat.g_01250	Praw.g_00982
OG0001404	Prat.g_00825	Praw.g_01007
OG0001405	Prat.g_01292	Praw.g_01017
OG0001406	Prat.g_01397	Praw.g_00376
OG0001407	Prat.g_01402	Praw.g_00379
OG0001408	Prat.g_01447	Praw.g_00426
OG0001409	Prat.g_00646	Praw.g_00438
OG0001410	Prat.g_00827	Praw.g_00453
OG0001412	Prat.g_00872	Praw.g_01558
OG0001415	Prat.g_00333	Praw.g_00808
OG0001416	Prat.g_00484	Praw.g_00627
OG0001417	Prat.g_00749	Praw.g_01847
OG0001418	Prat.g_01524	Praw.g_01748
OG0001419	Prat.g_00864	Praw.g_01707
OG0001420	Prat.g_00695	Praw.g_01610
OG0001421	Prat.g_00700	Praw.g_01607
OG0001422	Prat.g_01226	Praw.g_01449
OG0001423	Prat.g_00624	Praw.g_00207
OG0001424	Prat.g_01449	Praw.g_00906
OG0001426	Prat.g_01878	Praw.g_01150
OG0001429	Prat.g_00906	Praw.g_01529
OG0001432	Prat.g_01522	Praw.g_01444
OG0001433	Prat.g_00668	Praw.g_00471, Praw.g_00932, Praw.g_00311
OG0001434	Prat.g_01579	Praw.g_00474
OG0001435	Prat.g_00649	Praw.g_00437
OG0001437	Prat.g_00849	Praw.g_00921, Praw.g_00315, Praw.g_00923
OG0001439	Prat.g_01005	Praw.g_01666
OG0001440	Prat.g_00941	Praw.g_01488
OG0001441	Prat.g_01523	Praw.g_00177
OG0001443	Prat.g_01173	Praw.g_00217
OG0001445	Prat.g_00381	Praw.g_00332
OG0001446	Prat.g_00380	Praw.g_00334
OG0001447	Prat.g_01195	Praw.g_00335
OG0001448	Prat.g_00810	Praw.g_00459
OG0001452	Prat.g_01848	Praw.g_01173
OG0001454	Prat.g_00658	Praw.g_00765
OG0001457	Prat.g_00779	Praw.g_01820
OG0001459	Prat.g_01290	Praw.g_01718
OG0001460	Prat.g_00833	Praw.g_01636
OG0001462	Prat.g_01194	Praw.g_01500
OG0001463	Prat.g_00420	Praw.g_01455
OG0001464	Prat.g_00654	Praw.g_01450
OG0001465	Prat.g_01216	Praw.g_00948
OG0001467	Prat.g_01349	Praw.g_01086
OG0001468	Prat.g_01755	Praw.g_00069
OG0001470	Prat.g_00327	Praw.g_00814
OG0001472	Prat.g_00972	Praw.g_01637
OG0001473	Prat.g_00857	Praw.g_01628
OG0001481	Prat.g_01138	Praw.g_00250
OG0001483	Prat.g_01243	Praw.g_00975
OG0001486	Prat.g_00737	Praw.g_01578
OG0001487	Prat.g_00588	Praw.g_01744
OG0001488	Prat.g_00173	Praw.g_01263
OG0001491	Prat.g_00643	Praw.g_01721
OG0001505	Prat.g_00460	Praw.g_01785
OG0001506	Prat.g_01198	Praw.g_01430
OG0001507	Prat.g_01174	Praw.g_00216
OG0001510	Prat.g_01747	Praw.g_00077
OG0001515	Prat.g_00652	Praw.g_01757
OG0001523	Prat.g_00667	Praw.g_01374
OG0001524	Prat.g_00620	Praw.g_00757
OG0001525	Prat.g_00421	Praw.g_00688
OG0001535	Prat.g_00975	Praw.g_01640
OG0001536	Prat.g_00631	Praw.g_00173
OG0001546	Prat.g_00850	Praw.g_00908
OG0001588	Prat.g_01227	Praw.g_00498
OG0001589	Prat.g_01458	Praw.g_00905, Praw.g_01814
OG0001590	Prat.g_00301	Praw.g_00841
OG0001598	Prat.g_00697	Praw.g_01609
OG0001608	Prat.g_01466	Praw.g_00488
OG0001610	Prat.g_00778	Praw.g_01821
OG0001613	Prat.g_01454	Praw.g_01629
OG0001614	Prat.g_00920	Praw.g_01513
OG0001620	Prat.g_01271	Praw.g_01111
OG0001622	Prat.g_01511	Praw.g_00317
OG0001630	Prat.g_01498	Praw.g_00799
OG0001631	Prat.g_00596	Praw.g_00292
OG0001632	Prat.g_01467	Praw.g_00489
OG0001634	Prat.g_01512	Praw.g_00318
OG0001635	Prat.g_01513	Praw.g_00319
OG0001636	Prat.g_01514	Praw.g_00320
OG0001729	Prat.g_01315, Prat.g_01268	Praw.g_01108
OG0001798	Prat.g_00608	Praw.g_00297
OG0001834	Prat.g_00780	Praw.g_00324
OG0001847	Prat.g_00077	Praw.g_00446
OG0001860	Prat.g_00387	Praw.g_00719
OG0001874	Prat.g_00669	Praw.g_00973
OG0001916	Prat.g_00844	Praw.g_00909
OG0001917	Prat.g_00845	Praw.g_00910
OG0001918	Prat.g_00837	Praw.g_00916
OG0001924	Prat.g_00650	Praw.g_00490
OG0001993	Prat.g_01497	Praw.g_00800
OG0002045	Prat.g_01475	Praw.g_00321
OG0002080	Prat.g_01233	Praw.g_00325
