Orthogroup	Prat	Pran
OG0001170	Prat.g_01786	Pran.g_01158
OG0001171	Prat.g_01787	Pran.g_01159
OG0001172	Prat.g_01789	Pran.g_01161
OG0001173	Prat.g_01791	Pran.g_01163
OG0001174	Prat.g_01792	Pran.g_01164
OG0001175	Prat.g_01793	Pran.g_01165
OG0001176	Prat.g_01795	Pran.g_01166
OG0001177	Prat.g_01797	Pran.g_01168
OG0001178	Prat.g_01800	Pran.g_01171
OG0001179	Prat.g_01801	Pran.g_01172
OG0001180	Prat.g_01802	Pran.g_01173
OG0001181	Prat.g_01803	Pran.g_01174
OG0001182	Prat.g_01804	Pran.g_01175
OG0001183	Prat.g_01805	Pran.g_01176
OG0001184	Prat.g_01807	Pran.g_01178
OG0001185	Prat.g_01809	Pran.g_01182
OG0001186	Prat.g_01810	Pran.g_01183
OG0001187	Prat.g_01811	Pran.g_01184
OG0001188	Prat.g_01812	Pran.g_01185
OG0001189	Prat.g_01813	Pran.g_01186
OG0001190	Prat.g_01814	Pran.g_01187
OG0001191	Prat.g_01815	Pran.g_01188
OG0001192	Prat.g_01816	Pran.g_01189
OG0001193	Prat.g_01817	Pran.g_01190
OG0001194	Prat.g_01818	Pran.g_01191
OG0001195	Prat.g_01819	Pran.g_01192
OG0001196	Prat.g_01820	Pran.g_01193
OG0001197	Prat.g_01821	Pran.g_01194
OG0001198	Prat.g_01822	Pran.g_01195
OG0001199	Prat.g_01823	Pran.g_01196
OG0001200	Prat.g_01824	Pran.g_01197
OG0001201	Prat.g_01825	Pran.g_01198
OG0001202	Prat.g_01826	Pran.g_01199
OG0001203	Prat.g_01828	Pran.g_01201
OG0001204	Prat.g_01830	Pran.g_01202
OG0001205	Prat.g_01832	Pran.g_01203
OG0001206	Prat.g_01833	Pran.g_01204
OG0001207	Prat.g_01834	Pran.g_01205
OG0001208	Prat.g_01835	Pran.g_01206
OG0001209	Prat.g_01836	Pran.g_01207
OG0001210	Prat.g_01837	Pran.g_01208
OG0001211	Prat.g_01838	Pran.g_01209
OG0001212	Prat.g_01839	Pran.g_01210
OG0001213	Prat.g_01840	Pran.g_01211
OG0001214	Prat.g_01842	Pran.g_01213
OG0001215	Prat.g_01843	Pran.g_01214
OG0001216	Prat.g_01844	Pran.g_01215
OG0001217	Prat.g_01845	Pran.g_01216
OG0001218	Prat.g_01846	Pran.g_01217
OG0001219	Prat.g_01849	Pran.g_01220
OG0001220	Prat.g_01850	Pran.g_01221
OG0001221	Prat.g_01856	Pran.g_01224
OG0001222	Prat.g_01857	Pran.g_01225
OG0001223	Prat.g_01858	Pran.g_01226
OG0001224	Prat.g_01860	Pran.g_01227
OG0001225	Prat.g_01861	Pran.g_01228
OG0001226	Prat.g_01862	Pran.g_01229
OG0001227	Prat.g_01863	Pran.g_01230
OG0001228	Prat.g_01864	Pran.g_01231
OG0001229	Prat.g_01865	Pran.g_01232
OG0001230	Prat.g_01866	Pran.g_01233
OG0001231	Prat.g_01867	Pran.g_01234
OG0001232	Prat.g_01869	Pran.g_01235
OG0001233	Prat.g_01870	Pran.g_01236
OG0001234	Prat.g_01871	Pran.g_01237
OG0001235	Prat.g_01872	Pran.g_01238
OG0001236	Prat.g_01874	Pran.g_01240
OG0001237	Prat.g_01875	Pran.g_01241
OG0001238	Prat.g_01879	Pran.g_01243
OG0001239	Prat.g_01880	Pran.g_01244
OG0001240	Prat.g_01881	Pran.g_01245
OG0001241	Prat.g_01884	Pran.g_01247
OG0001242	Prat.g_01885	Pran.g_01249
OG0001243	Prat.g_01886	Pran.g_01250
OG0001244	Prat.g_01887	Pran.g_01251
OG0001245	Prat.g_01888	Pran.g_01252
OG0001246	Prat.g_01889	Pran.g_01253
OG0001247	Prat.g_01890	Pran.g_01254
OG0001248	Prat.g_01891	Pran.g_01255
OG0001249	Prat.g_01892	Pran.g_01256
OG0001250	Prat.g_01893	Pran.g_01257
OG0001252	Prat.g_00137	Pran.g_00296
OG0001253	Prat.g_00149	Pran.g_00282
OG0001254	Prat.g_00288	Pran.g_01913
OG0001255	Prat.g_00347	Pran.g_01861
OG0001257	Prat.g_00442	Pran.g_01696
OG0001258	Prat.g_00459	Pran.g_01680
OG0001259	Prat.g_00552	Pran.g_01588
OG0001260	Prat.g_00831	Pran.g_01417
OG0001261	Prat.g_01003	Pran.g_01309
OG0001262	Prat.g_00987	Pran.g_01293
OG0001263	Prat.g_01176	Pran.g_00179
OG0001264	Prat.g_00715	Pran.g_00428
OG0001265	Prat.g_00937	Pran.g_00544
OG0001266	Prat.g_00078	Pran.g_00159
OG0001267	Prat.g_01172	Pran.g_00076
OG0001268	Prat.g_01158	Pran.g_00063
OG0001270	Prat.g_01398	Pran.g_00693
OG0001271	Prat.g_01413	Pran.g_00682
OG0001273	Prat.g_00481	Pran.g_00637
OG0001274	Prat.g_01500	Pran.g_00632
OG0001275	Prat.g_00659, Prat.g_00660	Pran.g_00607
OG0001277	Prat.g_01578, Prat.g_01542	Pran.g_00923
OG0001278	Prat.g_01583	Pran.g_00962
OG0001279	Prat.g_01587	Pran.g_00966
OG0001280	Prat.g_01590	Pran.g_00969
OG0001281	Prat.g_01660	Pran.g_01035
OG0001282	Prat.g_01597	Pran.g_01060
OG0001283	Prat.g_01767	Pran.g_01142
OG0001284	Prat.g_01799	Pran.g_01170
OG0001286	Prat.g_01883	Pran.g_01246
OG0001287	Prat.g_00648	Pran.g_01804
OG0001288	Prat.g_00397	Pran.g_01743
OG0001290	Prat.g_00032	Pran.g_00394
OG0001291	Prat.g_00068	Pran.g_00361
OG0001293	Prat.g_00073	Pran.g_00356
OG0001294	Prat.g_00090	Pran.g_00340
OG0001297	Prat.g_00201	Pran.g_00233
OG0001299	Prat.g_00258	Pran.g_01940
OG0001300	Prat.g_00375	Pran.g_01821
OG0001301	Prat.g_01088	Pran.g_01541
OG0001303	Prat.g_01217	Pran.g_01407
OG0001306	Prat.g_00817	Pran.g_00152
OG0001308	Prat.g_01470	Pran.g_00117
OG0001309	Prat.g_01831	Pran.g_00115
OG0001314	Prat.g_01614	Pran.g_00993
OG0001315	Prat.g_01651	Pran.g_01027
OG0001318	Prat.g_00140	Pran.g_00293
OG0001320	Prat.g_01215	Pran.g_01711
OG0001321	Prat.g_00600	Pran.g_01763, Pran.g_01405
OG0001322	Prat.g_00852	Pran.g_01362
OG0001323	Prat.g_00704	Pran.g_00167
OG0001325	Prat.g_01234, Prat.g_01492	Pran.g_00112
OG0001328	Prat.g_01254	Pran.g_00871
OG0001329	Prat.g_01877	Pran.g_00820
OG0001330	Prat.g_01446	Pran.g_00641
OG0001331	Prat.g_01588	Pran.g_00967
OG0001332	Prat.g_01640	Pran.g_01016
OG0001333	Prat.g_01730	Pran.g_01109
OG0001334	Prat.g_01790	Pran.g_01162
OG0001335	Prat.g_01827	Pran.g_01200
OG0001337	Prat.g_00117	Pran.g_00315
OG0001338	Prat.g_00379, Prat.g_00385	Pran.g_00289
OG0001339	Prat.g_00205	Pran.g_00229
OG0001340	Prat.g_00254	Pran.g_01944
OG0001341	Prat.g_00268	Pran.g_01932
OG0001342	Prat.g_00287	Pran.g_01914
OG0001343	Prat.g_00353	Pran.g_01856
OG0001344	Prat.g_01546	Pran.g_01817
OG0001345	Prat.g_00394	Pran.g_01746
OG0001346	Prat.g_00431	Pran.g_01706
OG0001347	Prat.g_00446	Pran.g_01692
OG0001348	Prat.g_00467, Prat.g_01485	Pran.g_01674
OG0001349	Prat.g_00472	Pran.g_01669
OG0001350	Prat.g_00477	Pran.g_01664
OG0001351	Prat.g_00541	Pran.g_01601
OG0001352	Prat.g_01577, Prat.g_00755	Pran.g_01496
OG0001353	Prat.g_00228	Pran.g_01473
OG0001354	Prat.g_00855	Pran.g_01359
OG0001355	Prat.g_00997	Pran.g_01303
OG0001356	Prat.g_00692	Pran.g_00411
OG0001357	Prat.g_00922	Pran.g_00515
OG0001358	Prat.g_00936	Pran.g_00543
OG0001359	Prat.g_01555	Pran.g_00089
OG0001360	Prat.g_01554	Pran.g_00088
OG0001361	Prat.g_01102	Pran.g_00010
OG0001362	Prat.g_00828	Pran.g_00609
OG0001364	Prat.g_01433	Pran.g_00663
OG0001365	Prat.g_01460	Pran.g_01030
OG0001366	Prat.g_01629	Pran.g_01007
OG0001368	Prat.g_01798	Pran.g_01169
OG0001369	Prat.g_00938	Pran.g_00545
OG0001371	Prat.g_00063	Pran.g_00365
OG0001372	Prat.g_00065	Pran.g_00364
OG0001373	Prat.g_00072	Pran.g_00357
OG0001374	Prat.g_00085	Pran.g_00345
OG0001375	Prat.g_00135	Pran.g_00299
OG0001376	Prat.g_00239	Pran.g_00198
OG0001377	Prat.g_00263	Pran.g_01936
OG0001378	Prat.g_00280	Pran.g_01921
OG0001379	Prat.g_01396	Pran.g_01832
OG0001380	Prat.g_00771	Pran.g_00927
OG0001382	Prat.g_00423	Pran.g_01718
OG0001383	Prat.g_00474	Pran.g_01667
OG0001385	Prat.g_01057	Pran.g_01512
OG0001386	Prat.g_00748	Pran.g_01504
OG0001387	Prat.g_00750	Pran.g_01502
OG0001388	Prat.g_00760	Pran.g_01492
OG0001389	Prat.g_00793	Pran.g_01455
OG0001390	Prat.g_01225	Pran.g_01418
OG0001391	Prat.g_00858	Pran.g_01357
OG0001392	Prat.g_00691	Pran.g_00192
OG0001393	Prat.g_00693	Pran.g_00412
OG0001394	Prat.g_00721	Pran.g_00434
OG0001395	Prat.g_00724	Pran.g_00437
OG0001396	Prat.g_01550	Pran.g_01434
OG0001397	Prat.g_00949	Pran.g_00553
OG0001398	Prat.g_00969	Pran.g_00572
OG0001399	Prat.g_00679	Pran.g_00169
OG0001400	Prat.g_01521	Pran.g_00161
OG0001401	Prat.g_00655	Pran.g_00904
OG0001402	Prat.g_01170	Pran.g_00074
OG0001403	Prat.g_01250	Pran.g_00875
OG0001404	Prat.g_00825	Pran.g_00849
OG0001405	Prat.g_01292	Pran.g_00840
OG0001406	Prat.g_01397	Pran.g_00694
OG0001407	Prat.g_01402	Pran.g_00691
OG0001408	Prat.g_01447	Pran.g_00640
OG0001409	Prat.g_00646	Pran.g_00626
OG0001410	Prat.g_00827	Pran.g_00604
OG0001412	Prat.g_00872	Pran.g_00468
OG0001415	Prat.g_00333	Pran.g_01868
OG0001416	Prat.g_00484	Pran.g_01657
OG0001417	Prat.g_00749	Pran.g_01503
OG0001418	Prat.g_01524	Pran.g_01404
OG0001419	Prat.g_00864	Pran.g_01353
OG0001420	Prat.g_00695	Pran.g_00414
OG0001421	Prat.g_00700	Pran.g_00419
OG0001422	Prat.g_01226	Pran.g_00164
OG0001423	Prat.g_00624	Pran.g_00087
OG0001424	Prat.g_01449	Pran.g_00920
OG0001426	Prat.g_01878	Pran.g_01242
OG0001428	Prat.g_01323	Pran.g_00794, Pran.g_00796, Pran.g_01806
OG0001429	Prat.g_00906	Pran.g_00497
OG0001432	Prat.g_01522	Pran.g_00160
OG0001433	Prat.g_00668	Pran.g_00520
OG0001435	Prat.g_00649	Pran.g_00628
OG0001439	Prat.g_01005	Pran.g_01311
OG0001440	Prat.g_00941	Pran.g_00547
OG0001441	Prat.g_01523	Pran.g_00124
OG0001448	Prat.g_00810	Pran.g_00596
OG0001452	Prat.g_01848	Pran.g_01219
OG0001454	Prat.g_00658	Pran.g_01827
OG0001457	Prat.g_00779	Pran.g_01476
OG0001460	Prat.g_00833	Pran.g_01281
OG0001461	Prat.g_01047	Pran.g_00460
OG0001462	Prat.g_01194	Pran.g_00535
OG0001463	Prat.g_00420	Pran.g_00170
OG0001464	Prat.g_00654	Pran.g_00165
OG0001466	Prat.g_00635	Pran.g_01414
OG0001467	Prat.g_01349	Pran.g_00736
OG0001468	Prat.g_01755	Pran.g_01132
OG0001470	Prat.g_00327	Pran.g_01874
OG0001473	Prat.g_00857	Pran.g_00178
OG0001481	Prat.g_01138	Pran.g_00044
OG0001483	Prat.g_01243	Pran.g_00882
OG0001486	Prat.g_00737	Pran.g_00448
OG0001488	Prat.g_00173	Pran.g_00260
OG0001491	Prat.g_00643	Pran.g_01367
OG0001504	Prat.g_00732	Pran.g_00444
OG0001506	Prat.g_01198	Pran.g_00147
OG0001507	Prat.g_01174	Pran.g_00077
OG0001510	Prat.g_01747	Pran.g_01124
OG0001515	Prat.g_00652	Pran.g_01412
OG0001523	Prat.g_00667	Pran.g_00372
OG0001524	Prat.g_00620	Pran.g_01819
OG0001525	Prat.g_00421	Pran.g_01719
OG0001526	Prat.g_00698	Pran.g_00417
OG0001536	Prat.g_00631	Pran.g_00128
OG0001587	Prat.g_00378	Pran.g_00916
OG0001588	Prat.g_01227	Pran.g_00595
OG0001590	Prat.g_00301	Pran.g_01901
OG0001598	Prat.g_00697	Pran.g_00416
OG0001610	Prat.g_00778	Pran.g_01477
OG0001613	Prat.g_01454	Pran.g_00177
OG0001614	Prat.g_00920	Pran.g_00513
OG0001630	Prat.g_01498	Pran.g_00763, Pran.g_00769
OG0001711	Prat.g_00041	Pran.g_00910
OG0001795	Prat.g_00526	Pran.g_01615
OG0001797	Prat.g_00621	Pran.g_00860
OG0001798	Prat.g_00608	Pran.g_00934
OG0001823	Prat.g_01321, Prat.g_01265	Pran.g_00813
OG0001847	Prat.g_00077	Pran.g_00617
OG0001951	Prat.g_00782	Pran.g_00795
OG0001955	Prat.g_01543	Pran.g_01785
OG0001959	Prat.g_01319	Pran.g_00814
OG0001993	Prat.g_01497	Pran.g_00764
OG0002132	Prat.g_01289	Pran.g_00818
OG0002353	Prat.g_01322	Pran.g_00815
