Orthogroup	Prat	Prai
OG0001169	Prat.g_01785	Prai.g_01835
OG0001170	Prat.g_01786	Prai.g_01836
OG0001171	Prat.g_01787	Prai.g_01837
OG0001172	Prat.g_01789	Prai.g_01839
OG0001173	Prat.g_01791	Prai.g_01841
OG0001174	Prat.g_01792	Prai.g_01842
OG0001175	Prat.g_01793	Prai.g_01843
OG0001176	Prat.g_01795	Prai.g_01844
OG0001177	Prat.g_01797	Prai.g_01846
OG0001178	Prat.g_01800	Prai.g_01849
OG0001179	Prat.g_01801	Prai.g_01850
OG0001180	Prat.g_01802	Prai.g_01851
OG0001181	Prat.g_01803	Prai.g_01852
OG0001182	Prat.g_01804	Prai.g_01853
OG0001183	Prat.g_01805	Prai.g_01854
OG0001184	Prat.g_01807	Prai.g_01856
OG0001185	Prat.g_01809	Prai.g_01861
OG0001186	Prat.g_01810	Prai.g_01862
OG0001187	Prat.g_01811	Prai.g_01863
OG0001188	Prat.g_01812	Prai.g_01864
OG0001189	Prat.g_01813	Prai.g_01865
OG0001190	Prat.g_01814	Prai.g_01866
OG0001191	Prat.g_01815	Prai.g_01867
OG0001192	Prat.g_01816	Prai.g_01868
OG0001193	Prat.g_01817	Prai.g_01869
OG0001194	Prat.g_01818	Prai.g_01870
OG0001195	Prat.g_01819	Prai.g_01871
OG0001196	Prat.g_01820	Prai.g_01872
OG0001197	Prat.g_01821	Prai.g_01873
OG0001198	Prat.g_01822	Prai.g_01874
OG0001199	Prat.g_01823	Prai.g_01875
OG0001200	Prat.g_01824	Prai.g_01876
OG0001201	Prat.g_01825	Prai.g_01877
OG0001202	Prat.g_01826	Prai.g_01878
OG0001203	Prat.g_01828	Prai.g_01880
OG0001204	Prat.g_01830	Prai.g_01882
OG0001205	Prat.g_01832	Prai.g_01883
OG0001206	Prat.g_01833	Prai.g_01884
OG0001207	Prat.g_01834	Prai.g_01885
OG0001208	Prat.g_01835	Prai.g_01886
OG0001209	Prat.g_01836	Prai.g_01887
OG0001210	Prat.g_01837	Prai.g_01888
OG0001211	Prat.g_01838	Prai.g_01889
OG0001212	Prat.g_01839	Prai.g_01890
OG0001213	Prat.g_01840	Prai.g_01891
OG0001214	Prat.g_01842	Prai.g_01893
OG0001215	Prat.g_01843	Prai.g_01894
OG0001216	Prat.g_01844	Prai.g_01895
OG0001217	Prat.g_01845	Prai.g_01896
OG0001218	Prat.g_01846	Prai.g_01897
OG0001219	Prat.g_01849	Prai.g_01899
OG0001220	Prat.g_01850	Prai.g_01900
OG0001221	Prat.g_01856	Prai.g_01903
OG0001222	Prat.g_01857	Prai.g_01904
OG0001223	Prat.g_01858	Prai.g_01905
OG0001224	Prat.g_01860	Prai.g_01906
OG0001225	Prat.g_01861	Prai.g_01907
OG0001226	Prat.g_01862	Prai.g_01908
OG0001227	Prat.g_01863	Prai.g_01909
OG0001228	Prat.g_01864	Prai.g_01910
OG0001229	Prat.g_01865	Prai.g_01911
OG0001230	Prat.g_01866	Prai.g_01912
OG0001231	Prat.g_01867	Prai.g_01913
OG0001232	Prat.g_01869	Prai.g_01914
OG0001233	Prat.g_01870	Prai.g_01915
OG0001234	Prat.g_01871	Prai.g_01916
OG0001235	Prat.g_01872	Prai.g_01917
OG0001236	Prat.g_01874	Prai.g_01919
OG0001237	Prat.g_01875	Prai.g_01920
OG0001238	Prat.g_01879	Prai.g_01922
OG0001239	Prat.g_01880	Prai.g_01923
OG0001240	Prat.g_01881	Prai.g_01924
OG0001241	Prat.g_01884	Prai.g_01926
OG0001242	Prat.g_01885	Prai.g_01928
OG0001243	Prat.g_01886	Prai.g_01929
OG0001244	Prat.g_01887	Prai.g_01930
OG0001245	Prat.g_01888	Prai.g_01931
OG0001246	Prat.g_01889	Prai.g_01932
OG0001247	Prat.g_01890	Prai.g_01933
OG0001248	Prat.g_01891	Prai.g_01934
OG0001249	Prat.g_01892	Prai.g_01935
OG0001250	Prat.g_01893	Prai.g_01936
OG0001251	Prat.g_01269	Prai.g_00092
OG0001252	Prat.g_00137	Prai.g_00138
OG0001253	Prat.g_00149	Prai.g_00161
OG0001254	Prat.g_00288	Prai.g_00294
OG0001257	Prat.g_00442	Prai.g_00512
OG0001258	Prat.g_00459	Prai.g_00528
OG0001259	Prat.g_00552	Prai.g_00618
OG0001260	Prat.g_00831	Prai.g_00896
OG0001261	Prat.g_01003	Prai.g_00812
OG0001262	Prat.g_00987	Prai.g_00796
OG0001263	Prat.g_01176	Prai.g_01064
OG0001264	Prat.g_00715	Prai.g_01047
OG0001266	Prat.g_00078	Prai.g_01083
OG0001267	Prat.g_01172	Prai.g_01156
OG0001269	Prat.g_01283	Prai.g_01354
OG0001271	Prat.g_01413	Prai.g_01513
OG0001273	Prat.g_00481	Prai.g_01557
OG0001274	Prat.g_01500	Prai.g_01563
OG0001275	Prat.g_00659, Prat.g_00660	Prai.g_01585
OG0001278	Prat.g_01583	Prai.g_01630
OG0001279	Prat.g_01587	Prai.g_01634
OG0001280	Prat.g_01590	Prai.g_01637
OG0001281	Prat.g_01660	Prai.g_01704
OG0001282	Prat.g_01597	Prai.g_01729
OG0001283	Prat.g_01767	Prai.g_01820
OG0001284	Prat.g_01799	Prai.g_01848
OG0001285	Prat.g_01829	Prai.g_01881
OG0001286	Prat.g_01883	Prai.g_01925
OG0001287	Prat.g_00648	Prai.g_00400
OG0001288	Prat.g_00397	Prai.g_00468
OG0001290	Prat.g_00032	Prai.g_00030
OG0001291	Prat.g_00068	Prai.g_00071
OG0001293	Prat.g_00073	Prai.g_00076
OG0001294	Prat.g_00090	Prai.g_00093
OG0001296	Prat.g_00125	Prai.g_00125
OG0001297	Prat.g_00201	Prai.g_00210
OG0001299	Prat.g_00258	Prai.g_00265
OG0001300	Prat.g_00375	Prai.g_00386
OG0001301	Prat.g_01088	Prai.g_00666
OG0001303	Prat.g_01217	Prai.g_00887
OG0001305	Prat.g_00961	Prai.g_00922
OG0001306	Prat.g_00817	Prai.g_01090
OG0001308	Prat.g_01470	Prai.g_01125
OG0001309	Prat.g_01831	Prai.g_01126
OG0001312	Prat.g_01284	Prai.g_01355
OG0001314	Prat.g_01614	Prai.g_01661
OG0001315	Prat.g_01651	Prai.g_01695
OG0001316	Prat.g_01763	Prai.g_01816
OG0001318	Prat.g_00140	Prai.g_00141
OG0001319	Prat.g_00243	Prai.g_00249
OG0001320	Prat.g_01215	Prai.g_00498
OG0001321	Prat.g_00600	Prai.g_01293, Prai.g_01233
OG0001322	Prat.g_00852	Prai.g_00866
OG0001323	Prat.g_00704	Prai.g_01075
OG0001325	Prat.g_01234, Prat.g_01492	Prai.g_01128
OG0001327	Prat.g_01468	Prai.g_01309
OG0001328	Prat.g_01254	Prai.g_01340
OG0001330	Prat.g_01446	Prai.g_01553
OG0001331	Prat.g_01588	Prai.g_01635
OG0001332	Prat.g_01640	Prai.g_01684
OG0001333	Prat.g_01730	Prai.g_01786
OG0001334	Prat.g_01790	Prai.g_01840
OG0001335	Prat.g_01827	Prai.g_01879
OG0001336	Prat.g_00127	Prai.g_00128
OG0001337	Prat.g_00117	Prai.g_00118
OG0001338	Prat.g_00379, Prat.g_00385	Prai.g_00155
OG0001339	Prat.g_00205	Prai.g_00214
OG0001340	Prat.g_00254	Prai.g_00261
OG0001341	Prat.g_00268	Prai.g_00274
OG0001342	Prat.g_00287	Prai.g_00293
OG0001343	Prat.g_00353	Prai.g_00352
OG0001344	Prat.g_01546	Prai.g_00389
OG0001345	Prat.g_00394	Prai.g_00465
OG0001346	Prat.g_00431	Prai.g_00502
OG0001347	Prat.g_00446	Prai.g_00516
OG0001348	Prat.g_00467, Prat.g_01485	Prai.g_00534
OG0001349	Prat.g_00472	Prai.g_00539
OG0001351	Prat.g_00541	Prai.g_00605
OG0001352	Prat.g_01577, Prat.g_00755	Prai.g_00711
OG0001354	Prat.g_00855	Prai.g_00863
OG0001355	Prat.g_00997	Prai.g_00806
OG0001356	Prat.g_00692	Prai.g_01062
OG0001357	Prat.g_00922	Prai.g_00961
OG0001358	Prat.g_00936	Prai.g_00942
OG0001359	Prat.g_01555	Prai.g_01147
OG0001360	Prat.g_01554	Prai.g_01148
OG0001361	Prat.g_01102	Prai.g_01223
OG0001362	Prat.g_00828	Prai.g_01583
OG0001364	Prat.g_01433	Prai.g_01532
OG0001365	Prat.g_01460	Prai.g_01699
OG0001366	Prat.g_01629	Prai.g_01675
OG0001368	Prat.g_01798	Prai.g_01847
OG0001371	Prat.g_00063	Prai.g_00067
OG0001372	Prat.g_00065	Prai.g_00068
OG0001373	Prat.g_00072	Prai.g_00075
OG0001374	Prat.g_00085	Prai.g_00087
OG0001375	Prat.g_00135	Prai.g_00135
OG0001376	Prat.g_00239	Prai.g_00245
OG0001377	Prat.g_00263	Prai.g_00269
OG0001379	Prat.g_01396	Prai.g_00376
OG0001380	Prat.g_00771	Prai.g_01267
OG0001381	Prat.g_00416	Prai.g_00485
OG0001382	Prat.g_00423	Prai.g_00491
OG0001383	Prat.g_00474	Prai.g_00541
OG0001385	Prat.g_01057	Prai.g_00695
OG0001386	Prat.g_00748	Prai.g_00703
OG0001387	Prat.g_00750	Prai.g_00705
OG0001388	Prat.g_00760	Prai.g_00715
OG0001389	Prat.g_00793	Prai.g_00753
OG0001390	Prat.g_01225	Prai.g_00897
OG0001391	Prat.g_00858	Prai.g_00861
OG0001392	Prat.g_00691	Prai.g_01063
OG0001393	Prat.g_00693	Prai.g_01061
OG0001394	Prat.g_00721	Prai.g_01041
OG0001395	Prat.g_00724	Prai.g_01038
OG0001397	Prat.g_00949	Prai.g_00933
OG0001398	Prat.g_00969	Prai.g_00914
OG0001399	Prat.g_00679	Prai.g_01073
OG0001400	Prat.g_01521	Prai.g_01081
OG0001401	Prat.g_00655	Prai.g_00738
OG0001402	Prat.g_01170	Prai.g_01158
OG0001403	Prat.g_01250	Prai.g_01336
OG0001404	Prat.g_00825	Prai.g_01361
OG0001405	Prat.g_01292	Prai.g_01371
OG0001406	Prat.g_01397	Prai.g_01501
OG0001407	Prat.g_01402	Prai.g_01503
OG0001408	Prat.g_01447	Prai.g_01554
OG0001409	Prat.g_00646	Prai.g_01566
OG0001410	Prat.g_00827	Prai.g_01587
OG0001412	Prat.g_00872	Prai.g_01008
OG0001415	Prat.g_00333	Prai.g_00339
OG0001416	Prat.g_00484	Prai.g_00550
OG0001417	Prat.g_00749	Prai.g_00704
OG0001418	Prat.g_01524	Prai.g_00886
OG0001421	Prat.g_00700	Prai.g_01056
OG0001422	Prat.g_01226	Prai.g_01078
OG0001423	Prat.g_00624	Prai.g_01149
OG0001424	Prat.g_01449	Prai.g_01237
OG0001426	Prat.g_01878	Prai.g_01921
OG0001428	Prat.g_01323	Prai.g_01411, Prai.g_00399
OG0001432	Prat.g_01522	Prai.g_01082
OG0001434	Prat.g_01579	Prai.g_00746
OG0001435	Prat.g_00649	Prai.g_01565
OG0001439	Prat.g_01005	Prai.g_00815
OG0001440	Prat.g_00941	Prai.g_00939
OG0001441	Prat.g_01523	Prai.g_01118
OG0001443	Prat.g_01173	Prai.g_01155
OG0001445	Prat.g_00381	Prai.g_01295
OG0001446	Prat.g_00380	Prai.g_01297
OG0001447	Prat.g_01195	Prai.g_01298
OG0001448	Prat.g_00810	Prai.g_01601
OG0001454	Prat.g_00658	Prai.g_00380
OG0001455	Prat.g_01505	Prai.g_01621
OG0001457	Prat.g_00779	Prai.g_00731
OG0001459	Prat.g_01290	Prai.g_00868
OG0001460	Prat.g_00833	Prai.g_00785
OG0001461	Prat.g_01047	Prai.g_01016
OG0001462	Prat.g_01194	Prai.g_00951
OG0001463	Prat.g_00420	Prai.g_01072
OG0001464	Prat.g_00654	Prai.g_01077
OG0001465	Prat.g_01216	Prai.g_01271
OG0001466	Prat.g_00635	Prai.g_00893
OG0001467	Prat.g_01349	Prai.g_01460
OG0001468	Prat.g_01755	Prai.g_01809
OG0001470	Prat.g_00327	Prai.g_00333
OG0001481	Prat.g_01138	Prai.g_01187
OG0001482	Prat.g_01237	Prai.g_01618
OG0001488	Prat.g_00173	Prai.g_00183
OG0001491	Prat.g_00643	Prai.g_00871
OG0001504	Prat.g_00732	Prai.g_01031
OG0001506	Prat.g_01198	Prai.g_01095
OG0001507	Prat.g_01174	Prai.g_01154
OG0001510	Prat.g_01747	Prai.g_01801
OG0001515	Prat.g_00652	Prai.g_00892
OG0001523	Prat.g_00667	Prai.g_00060
OG0001524	Prat.g_00620	Prai.g_00388
OG0001525	Prat.g_00421	Prai.g_00490
OG0001535	Prat.g_00975	Prai.g_00788
OG0001536	Prat.g_00631	Prai.g_01114
OG0001544	Prat.g_01517	Prai.g_01260
OG0001588	Prat.g_01227	Prai.g_01602
OG0001590	Prat.g_00301	Prai.g_00306
OG0001598	Prat.g_00697	Prai.g_01058
OG0001605	Prat.g_01681	Prai.g_01723
OG0001610	Prat.g_00778	Prai.g_00730
OG0001613	Prat.g_01454	Prai.g_01065
OG0001614	Prat.g_00920	Prai.g_00963
OG0001622	Prat.g_01511	Prai.g_01251
OG0001630	Prat.g_01498	Prai.g_01732
OG0001631	Prat.g_00596	Prai.g_01231
OG0001634	Prat.g_01512	Prai.g_01252
OG0001635	Prat.g_01513	Prai.g_01253
OG0001636	Prat.g_01514	Prai.g_01254
OG0001711	Prat.g_00041	Prai.g_00043
OG0001716	Prat.g_01125	Prai.g_01199
OG0001795	Prat.g_00526	Prai.g_00591
OG0001803	Prat.g_00927	Prai.g_00949
OG0001823	Prat.g_01321, Prat.g_01265	Prai.g_00775
OG0001847	Prat.g_00077	Prai.g_01576
OG0001859	Prat.g_00265	Prai.g_00271
OG0001860	Prat.g_00387	Prai.g_00459
OG0001874	Prat.g_00669	Prai.g_01562
OG0001959	Prat.g_01319	Prai.g_00776
OG0001993	Prat.g_01497	Prai.g_01731
OG0002061	Prat.g_00617	Prai.g_01248
OG0002353	Prat.g_01322	Prai.g_00777
OG0004123	Prat.g_01235	Prai.g_00647
