Orthogroup	Prat	Praa
OG0001172	Prat.g_01789	Praa.g_01833
OG0001173	Prat.g_01791	Praa.g_01835
OG0001174	Prat.g_01792	Praa.g_01836
OG0001175	Prat.g_01793	Praa.g_01837
OG0001176	Prat.g_01795	Praa.g_01838
OG0001177	Prat.g_01797	Praa.g_01840
OG0001178	Prat.g_01800	Praa.g_01843
OG0001179	Prat.g_01801	Praa.g_01844
OG0001180	Prat.g_01802	Praa.g_01845
OG0001181	Prat.g_01803	Praa.g_01846
OG0001182	Prat.g_01804	Praa.g_01847
OG0001183	Prat.g_01805	Praa.g_01848
OG0001184	Prat.g_01807	Praa.g_01850
OG0001185	Prat.g_01809	Praa.g_01853
OG0001186	Prat.g_01810	Praa.g_01854
OG0001187	Prat.g_01811	Praa.g_01856
OG0001188	Prat.g_01812	Praa.g_01857
OG0001189	Prat.g_01813	Praa.g_01858
OG0001190	Prat.g_01814	Praa.g_01859
OG0001191	Prat.g_01815	Praa.g_01860
OG0001192	Prat.g_01816	Praa.g_01861
OG0001193	Prat.g_01817	Praa.g_01862
OG0001194	Prat.g_01818	Praa.g_01863
OG0001195	Prat.g_01819	Praa.g_01864
OG0001196	Prat.g_01820	Praa.g_01865
OG0001197	Prat.g_01821	Praa.g_01866
OG0001198	Prat.g_01822	Praa.g_01867
OG0001199	Prat.g_01823	Praa.g_01868
OG0001200	Prat.g_01824	Praa.g_01869
OG0001201	Prat.g_01825	Praa.g_01870
OG0001202	Prat.g_01826	Praa.g_01871
OG0001203	Prat.g_01828	Praa.g_01873
OG0001204	Prat.g_01830	Praa.g_01875
OG0001205	Prat.g_01832	Praa.g_01876
OG0001206	Prat.g_01833	Praa.g_01877
OG0001207	Prat.g_01834	Praa.g_01878
OG0001208	Prat.g_01835	Praa.g_01879
OG0001209	Prat.g_01836	Praa.g_01880
OG0001210	Prat.g_01837	Praa.g_01881
OG0001211	Prat.g_01838	Praa.g_01882
OG0001212	Prat.g_01839	Praa.g_01883
OG0001213	Prat.g_01840	Praa.g_01884
OG0001214	Prat.g_01842	Praa.g_01886
OG0001215	Prat.g_01843	Praa.g_01887
OG0001216	Prat.g_01844	Praa.g_01888
OG0001217	Prat.g_01845	Praa.g_01889
OG0001218	Prat.g_01846	Praa.g_01890
OG0001219	Prat.g_01849	Praa.g_01892
OG0001220	Prat.g_01850	Praa.g_01893
OG0001221	Prat.g_01856	Praa.g_01896
OG0001222	Prat.g_01857	Praa.g_01897
OG0001223	Prat.g_01858	Praa.g_01898
OG0001224	Prat.g_01860	Praa.g_01899
OG0001225	Prat.g_01861	Praa.g_01900
OG0001226	Prat.g_01862	Praa.g_01901
OG0001227	Prat.g_01863	Praa.g_01902
OG0001228	Prat.g_01864	Praa.g_01903
OG0001229	Prat.g_01865	Praa.g_01904
OG0001230	Prat.g_01866	Praa.g_01905
OG0001231	Prat.g_01867	Praa.g_01906
OG0001232	Prat.g_01869	Praa.g_01907
OG0001233	Prat.g_01870	Praa.g_01908
OG0001234	Prat.g_01871	Praa.g_01909
OG0001235	Prat.g_01872	Praa.g_01910
OG0001236	Prat.g_01874	Praa.g_01912
OG0001237	Prat.g_01875	Praa.g_01913
OG0001238	Prat.g_01879	Praa.g_01915
OG0001239	Prat.g_01880	Praa.g_01916
OG0001240	Prat.g_01881	Praa.g_01917
OG0001241	Prat.g_01884	Praa.g_01919
OG0001242	Prat.g_01885	Praa.g_01920
OG0001243	Prat.g_01886	Praa.g_01921
OG0001244	Prat.g_01887	Praa.g_01922
OG0001245	Prat.g_01888	Praa.g_01923
OG0001246	Prat.g_01889	Praa.g_01924
OG0001247	Prat.g_01890	Praa.g_01925
OG0001248	Prat.g_01891	Praa.g_01926
OG0001249	Prat.g_01892	Praa.g_01927
OG0001250	Prat.g_01893	Praa.g_01928
OG0001252	Prat.g_00137	Praa.g_00138
OG0001253	Prat.g_00149	Praa.g_00150
OG0001254	Prat.g_00288	Praa.g_00281
OG0001255	Prat.g_00347	Praa.g_00333
OG0001257	Prat.g_00442	Praa.g_00482
OG0001258	Prat.g_00459	Praa.g_00498
OG0001259	Prat.g_00552	Praa.g_00590
OG0001260	Prat.g_00831	Praa.g_00750
OG0001261	Prat.g_01003	Praa.g_00839
OG0001262	Prat.g_00987	Praa.g_00855
OG0001263	Prat.g_01176	Praa.g_00876
OG0001264	Prat.g_00715	Praa.g_00906
OG0001265	Prat.g_00937	Praa.g_01015
OG0001266	Prat.g_00078	Praa.g_01064
OG0001267	Prat.g_01172	Praa.g_01144
OG0001268	Prat.g_01158	Praa.g_01157
OG0001269	Prat.g_01283	Praa.g_01349
OG0001270	Prat.g_01398	Praa.g_01516
OG0001271	Prat.g_01413	Praa.g_01527
OG0001273	Prat.g_00481	Praa.g_01571
OG0001274	Prat.g_01500	Praa.g_01576
OG0001275	Prat.g_00660	Praa.g_01593
OG0001277	Prat.g_01578, Prat.g_01542	Praa.g_01618
OG0001278	Prat.g_01583	Praa.g_01627
OG0001279	Prat.g_01587	Praa.g_01631
OG0001280	Prat.g_01590	Praa.g_01634
OG0001281	Prat.g_01660	Praa.g_01702
OG0001282	Prat.g_01597	Praa.g_01727
OG0001283	Prat.g_01767	Praa.g_01814
OG0001284	Prat.g_01799	Praa.g_01842
OG0001285	Prat.g_01829	Praa.g_01874
OG0001286	Prat.g_01883	Praa.g_01918
OG0001290	Prat.g_00032	Praa.g_00030
OG0001291	Prat.g_00068	Praa.g_00071
OG0001293	Prat.g_00073	Praa.g_00076
OG0001294	Prat.g_00090	Praa.g_00093
OG0001296	Prat.g_00125	Praa.g_00125
OG0001297	Prat.g_00201	Praa.g_00199
OG0001299	Prat.g_00258	Praa.g_00252
OG0001300	Prat.g_00375	Praa.g_00372
OG0001301	Prat.g_01088	Praa.g_00637
OG0001303	Prat.g_01217	Praa.g_00758
OG0001305	Prat.g_00961	Praa.g_01035
OG0001306	Prat.g_00817	Praa.g_01072
OG0001308	Prat.g_01470	Praa.g_01107
OG0001309	Prat.g_01831	Praa.g_01109
OG0001312	Prat.g_01284	Praa.g_01350
OG0001314	Prat.g_01614	Praa.g_01658
OG0001315	Prat.g_01651	Praa.g_01694
OG0001316	Prat.g_01763	Praa.g_01810
OG0001318	Prat.g_00140	Praa.g_00141
OG0001319	Prat.g_00243	Praa.g_00238
OG0001320	Prat.g_01215	Praa.g_00467
OG0001321	Prat.g_00600	Praa.g_00760
OG0001322	Prat.g_00852	Praa.g_00783
OG0001323	Prat.g_00704	Praa.g_01055
OG0001325	Prat.g_01234, Prat.g_01492	Praa.g_01113
OG0001326	Prat.g_01489	Praa.g_01287
OG0001327	Prat.g_01468	Praa.g_01289
OG0001328	Prat.g_01254	Praa.g_01323
OG0001329	Prat.g_01877	Praa.g_01386
OG0001330	Prat.g_01446	Praa.g_01567
OG0001331	Prat.g_01588	Praa.g_01632
OG0001332	Prat.g_01640	Praa.g_01683
OG0001333	Prat.g_01730	Praa.g_01779
OG0001334	Prat.g_01790	Praa.g_01834
OG0001335	Prat.g_01827	Praa.g_01872
OG0001337	Prat.g_00117	Praa.g_00118
OG0001338	Prat.g_00379, Prat.g_00385	Praa.g_00144
OG0001339	Prat.g_00205	Praa.g_00203
OG0001340	Prat.g_00254	Praa.g_00248
OG0001341	Prat.g_00268	Praa.g_00261
OG0001342	Prat.g_00287	Praa.g_00280
OG0001343	Prat.g_00353	Praa.g_00339
OG0001344	Prat.g_01546	Praa.g_00377
OG0001345	Prat.g_00394	Praa.g_00434
OG0001346	Prat.g_00431	Praa.g_00472
OG0001347	Prat.g_00446	Praa.g_00486
OG0001348	Prat.g_00467, Prat.g_01485	Praa.g_00504
OG0001349	Prat.g_00472	Praa.g_00509
OG0001350	Prat.g_00477	Praa.g_00514
OG0001351	Prat.g_00541	Praa.g_00577
OG0001352	Prat.g_01577, Prat.g_00755	Praa.g_00682
OG0001353	Prat.g_00228	Praa.g_00703
OG0001354	Prat.g_00855	Praa.g_00786
OG0001355	Prat.g_00997	Praa.g_00845
OG0001356	Prat.g_00692	Praa.g_00890
OG0001357	Prat.g_00922	Praa.g_00992
OG0001358	Prat.g_00936	Praa.g_01014
OG0001359	Prat.g_01555	Praa.g_01131
OG0001360	Prat.g_01554	Praa.g_01132
OG0001361	Prat.g_01102	Praa.g_01209
OG0001362	Prat.g_00828	Praa.g_01257
OG0001364	Prat.g_01433	Praa.g_01547
OG0001365	Prat.g_01460	Praa.g_01698, Praa.g_01611
OG0001366	Prat.g_01629	Praa.g_01673
OG0001368	Prat.g_01798	Praa.g_01841
OG0001371	Prat.g_00063	Praa.g_00067
OG0001372	Prat.g_00065	Praa.g_00068
OG0001373	Prat.g_00072	Praa.g_00075
OG0001374	Prat.g_00085	Praa.g_00087
OG0001375	Prat.g_00135	Praa.g_00135
OG0001376	Prat.g_00239	Praa.g_00234
OG0001377	Prat.g_00263	Praa.g_00256
OG0001378	Prat.g_00280	Praa.g_00272
OG0001379	Prat.g_01396	Praa.g_00361
OG0001380	Prat.g_00771	Praa.g_00397
OG0001381	Prat.g_00416	Praa.g_00453
OG0001382	Prat.g_00423	Praa.g_00460
OG0001383	Prat.g_00474	Praa.g_00511
OG0001385	Prat.g_01057	Praa.g_00666
OG0001386	Prat.g_00748	Praa.g_00674
OG0001387	Prat.g_00750	Praa.g_00676
OG0001388	Prat.g_00760	Praa.g_00686
OG0001389	Prat.g_00793	Praa.g_00716
OG0001390	Prat.g_01225	Praa.g_00749
OG0001391	Prat.g_00858	Praa.g_00788
OG0001392	Prat.g_00691	Praa.g_00889
OG0001393	Prat.g_00693	Praa.g_00891
OG0001394	Prat.g_00721	Praa.g_00912
OG0001395	Prat.g_00724	Praa.g_00915
OG0001396	Prat.g_01550	Praa.g_00996
OG0001397	Prat.g_00949	Praa.g_01024
OG0001398	Prat.g_00969	Praa.g_01043
OG0001399	Prat.g_00679	Praa.g_01053
OG0001400	Prat.g_01521	Praa.g_01062
OG0001401	Prat.g_00655	Praa.g_01069
OG0001402	Prat.g_01170	Praa.g_01146
OG0001403	Prat.g_01250	Praa.g_01319
OG0001404	Prat.g_00825	Praa.g_01357
OG0001405	Prat.g_01292	Praa.g_01367
OG0001406	Prat.g_01397	Praa.g_01515
OG0001407	Prat.g_01402	Praa.g_01518
OG0001408	Prat.g_01447	Praa.g_01568
OG0001409	Prat.g_00646	Praa.g_01581
OG0001410	Prat.g_00827	Praa.g_01595
OG0001415	Prat.g_00333	Praa.g_00326
OG0001416	Prat.g_00484	Praa.g_00521
OG0001417	Prat.g_00749	Praa.g_00675
OG0001418	Prat.g_01524	Praa.g_00761
OG0001419	Prat.g_00864	Praa.g_00792
OG0001420	Prat.g_00695	Praa.g_00893
OG0001421	Prat.g_00700	Praa.g_00897
OG0001422	Prat.g_01226	Praa.g_01058
OG0001423	Prat.g_00624	Praa.g_01133
OG0001424	Prat.g_01449	Praa.g_01223
OG0001426	Prat.g_01878	Praa.g_01914
OG0001428	Prat.g_01323	Praa.g_01390, Praa.g_01392, Praa.g_01423, Praa.g_00385
OG0001429	Prat.g_00906	Praa.g_00974
OG0001432	Prat.g_01522	Praa.g_01063
OG0001433	Prat.g_00668	Praa.g_01260
OG0001434	Prat.g_01579	Praa.g_01342
OG0001435	Prat.g_00649	Praa.g_01580
OG0001439	Prat.g_01005	Praa.g_00836
OG0001440	Prat.g_00941	Praa.g_01018
OG0001441	Prat.g_01523	Praa.g_01100
OG0001443	Prat.g_01173	Praa.g_01143
OG0001445	Prat.g_00381	Praa.g_01246
OG0001446	Prat.g_00380	Praa.g_01248
OG0001447	Prat.g_01195	Praa.g_01249
OG0001448	Prat.g_00810	Praa.g_01601
OG0001454	Prat.g_00658	Praa.g_00366
OG0001455	Prat.g_01505	Praa.g_00410
OG0001457	Prat.g_00779	Praa.g_00702
OG0001459	Prat.g_01290	Praa.g_00781
OG0001460	Prat.g_00833	Praa.g_00867
OG0001461	Prat.g_01047	Praa.g_00937
OG0001462	Prat.g_01194	Praa.g_01006
OG0001463	Prat.g_00420	Praa.g_01052
OG0001464	Prat.g_00654	Praa.g_01057
OG0001465	Prat.g_01216	Praa.g_01284
OG0001466	Prat.g_00635	Praa.g_01296
OG0001467	Prat.g_01349	Praa.g_01473
OG0001468	Prat.g_01755	Praa.g_01803
OG0001470	Prat.g_00327	Praa.g_00320
OG0001472	Prat.g_00972	Praa.g_00866
OG0001473	Prat.g_00857	Praa.g_00875
OG0001481	Prat.g_01138	Praa.g_01175
OG0001482	Prat.g_01237	Praa.g_01237
OG0001483	Prat.g_01243	Praa.g_01312
OG0001488	Prat.g_00173	Praa.g_00172
OG0001491	Prat.g_00643	Praa.g_00778
OG0001504	Prat.g_00732	Praa.g_00922
OG0001505	Prat.g_00460	Praa.g_00998
OG0001506	Prat.g_01198	Praa.g_01077
OG0001507	Prat.g_01174	Praa.g_01142
OG0001510	Prat.g_01747	Praa.g_01795
OG0001515	Prat.g_00652	Praa.g_00752
OG0001523	Prat.g_00667	Praa.g_00061
OG0001524	Prat.g_00620	Praa.g_00375
OG0001525	Prat.g_00421	Praa.g_00458
OG0001526	Prat.g_00698	Praa.g_00895
OG0001535	Prat.g_00975	Praa.g_00863
OG0001536	Prat.g_00631	Praa.g_01096
OG0001590	Prat.g_00301	Praa.g_00293
OG0001593	Prat.g_00422	Praa.g_00459
OG0001598	Prat.g_00697	Praa.g_00894
OG0001605	Prat.g_01681	Praa.g_01721
OG0001610	Prat.g_00778	Praa.g_00701
OG0001613	Prat.g_01454	Praa.g_00874
OG0001614	Prat.g_00920	Praa.g_00990
OG0001620	Prat.g_01271	Praa.g_01422
OG0001823	Prat.g_01321, Prat.g_01265	Praa.g_01405
OG0001847	Prat.g_00077	Praa.g_01588
OG0001859	Prat.g_00265	Praa.g_00258
OG0001860	Prat.g_00387	Praa.g_00428
OG0001951	Prat.g_00782	Praa.g_01391
