Orthogroup	Prai	Prbl
OG0001132	Prai.g_01790	Prbl.g_01136
OG0001133	Prai.g_01791	Prbl.g_01137
OG0001134	Prai.g_01792	Prbl.g_01138
OG0001135	Prai.g_01793	Prbl.g_01139
OG0001136	Prai.g_01794	Prbl.g_01140
OG0001137	Prai.g_01795	Prbl.g_01141
OG0001138	Prai.g_01796	Prbl.g_01142
OG0001139	Prai.g_01797	Prbl.g_01144
OG0001140	Prai.g_01798	Prbl.g_01146
OG0001141	Prai.g_01799	Prbl.g_01147
OG0001142	Prai.g_01802	Prbl.g_01174
OG0001143	Prai.g_01803	Prbl.g_01175
OG0001144	Prai.g_01804	Prbl.g_01177
OG0001145	Prai.g_01805	Prbl.g_01178
OG0001146	Prai.g_01806	Prbl.g_01179
OG0001147	Prai.g_01807	Prbl.g_01180
OG0001148	Prai.g_01808	Prbl.g_01181
OG0001149	Prai.g_01810	Prbl.g_00863
OG0001150	Prai.g_01811	Prbl.g_00859
OG0001151	Prai.g_01813	Prbl.g_00856
OG0001152	Prai.g_01814	Prbl.g_00855
OG0001153	Prai.g_01815	Prbl.g_00853
OG0001154	Prai.g_01817	Prbl.g_00851
OG0001155	Prai.g_01819	Prbl.g_00848
OG0001156	Prai.g_01821	Prbl.g_00844
OG0001157	Prai.g_01822	Prbl.g_00842
OG0001158	Prai.g_01824	Prbl.g_00840
OG0001159	Prai.g_01825	Prbl.g_00839
OG0001160	Prai.g_01826	Prbl.g_00838
OG0001161	Prai.g_01827	Prbl.g_01307
OG0001162	Prai.g_01828	Prbl.g_01306
OG0001163	Prai.g_01829	Prbl.g_01305
OG0001164	Prai.g_01830	Prbl.g_01304
OG0001165	Prai.g_01831	Prbl.g_01303
OG0001166	Prai.g_01832	Prbl.g_01302
OG0001167	Prai.g_01833	Prbl.g_01291
OG0001168	Prai.g_01834	Prbl.g_01290
OG0001169	Prai.g_01835	Prbl.g_01289
OG0001170	Prai.g_01836	Prbl.g_01287
OG0001171	Prai.g_01837	Prbl.g_01286
OG0001172	Prai.g_01839	Prbl.g_01284
OG0001173	Prai.g_01841	Prbl.g_02638
OG0001174	Prai.g_01842	Prbl.g_02637
OG0001175	Prai.g_01843	Prbl.g_02636
OG0001176	Prai.g_01844	Prbl.g_01235
OG0001177	Prai.g_01846	Prbl.g_02063
OG0001178	Prai.g_01849	Prbl.g_02059
OG0001179	Prai.g_01850	Prbl.g_02058
OG0001180	Prai.g_01851	Prbl.g_02057
OG0001181	Prai.g_01852	Prbl.g_02056
OG0001182	Prai.g_01853	Prbl.g_02055
OG0001183	Prai.g_01854	Prbl.g_02054
OG0001184	Prai.g_01856	Prbl.g_02026
OG0001185	Prai.g_01861	Prbl.g_02023
OG0001186	Prai.g_01862	Prbl.g_02022
OG0001187	Prai.g_01863	Prbl.g_02021
OG0001188	Prai.g_01864	Prbl.g_02018
OG0001189	Prai.g_01865	Prbl.g_02017
OG0001190	Prai.g_01866	Prbl.g_02016
OG0001191	Prai.g_01867	Prbl.g_02014
OG0001192	Prai.g_01868	Prbl.g_02012
OG0001193	Prai.g_01869	Prbl.g_02011
OG0001194	Prai.g_01870	Prbl.g_02009
OG0001195	Prai.g_01871	Prbl.g_02008
OG0001196	Prai.g_01872	Prbl.g_02007
OG0001197	Prai.g_01873	Prbl.g_02006
OG0001198	Prai.g_01874	Prbl.g_02005
OG0001199	Prai.g_01875	Prbl.g_02004
OG0001200	Prai.g_01876	Prbl.g_02002
OG0001201	Prai.g_01877	Prbl.g_02001
OG0001202	Prai.g_01878	Prbl.g_02000
OG0001203	Prai.g_01880	Prbl.g_01998
OG0001204	Prai.g_01882	Prbl.g_01994
OG0001205	Prai.g_01883	Prbl.g_01992
OG0001206	Prai.g_01884	Prbl.g_01991
OG0001207	Prai.g_01885	Prbl.g_02239
OG0001208	Prai.g_01886	Prbl.g_02238
OG0001209	Prai.g_01887	Prbl.g_02237
OG0001210	Prai.g_01888	Prbl.g_02236
OG0001211	Prai.g_01889	Prbl.g_02234
OG0001212	Prai.g_01890	Prbl.g_02233
OG0001213	Prai.g_01891	Prbl.g_02232
OG0001214	Prai.g_01893	Prbl.g_02230
OG0001215	Prai.g_01894	Prbl.g_02228
OG0001216	Prai.g_01895	Prbl.g_02226
OG0001217	Prai.g_01896	Prbl.g_02225
OG0001218	Prai.g_01897	Prbl.g_02224
OG0001219	Prai.g_01899	Prbl.g_02219
OG0001220	Prai.g_01900	Prbl.g_02214
OG0001221	Prai.g_01903	Prbl.g_02192
OG0001222	Prai.g_01904	Prbl.g_02189
OG0001223	Prai.g_01905	Prbl.g_02188
OG0001224	Prai.g_01906	Prbl.g_02186
OG0001225	Prai.g_01907	Prbl.g_02185
OG0001226	Prai.g_01908	Prbl.g_02182
OG0001227	Prai.g_01909	Prbl.g_02181
OG0001228	Prai.g_01910	Prbl.g_02175
OG0001229	Prai.g_01911	Prbl.g_02174
OG0001230	Prai.g_01912	Prbl.g_02173
OG0001231	Prai.g_01913	Prbl.g_02160
OG0001232	Prai.g_01914	Prbl.g_02151
OG0001233	Prai.g_01915	Prbl.g_02150
OG0001234	Prai.g_01916	Prbl.g_02149
OG0001235	Prai.g_01917	Prbl.g_02148
OG0001236	Prai.g_01919	Prbl.g_02146
OG0001237	Prai.g_01920	Prbl.g_02145
OG0001238	Prai.g_01922	Prbl.g_02141
OG0001239	Prai.g_01923	Prbl.g_02139
OG0001240	Prai.g_01924	Prbl.g_02138
OG0001241	Prai.g_01926	Prbl.g_02134
OG0001242	Prai.g_01928	Prbl.g_02132
OG0001243	Prai.g_01929	Prbl.g_02131
OG0001244	Prai.g_01930	Prbl.g_02129
OG0001245	Prai.g_01931	Prbl.g_02127
OG0001246	Prai.g_01932	Prbl.g_02125
OG0001247	Prai.g_01933	Prbl.g_02124
OG0001248	Prai.g_01934	Prbl.g_02123
OG0001249	Prai.g_01935	Prbl.g_02122
OG0001250	Prai.g_01936	Prbl.g_02121
OG0001251	Prai.g_00092	Prbl.g_00569
OG0001252	Prai.g_00138	Prbl.g_00812
OG0001253	Prai.g_00161	Prbl.g_00298
OG0001254	Prai.g_00294	Prbl.g_01452
OG0001256	Prai.g_01599	Prbl.g_01822
OG0001257	Prai.g_00512	Prbl.g_00513
OG0001258	Prai.g_00528	Prbl.g_00532
OG0001259	Prai.g_00618	Prbl.g_01776
OG0001261	Prai.g_00812	Prbl.g_01539
OG0001262	Prai.g_00796	Prbl.g_01562
OG0001264	Prai.g_01047	Prbl.g_02408
OG0001266	Prai.g_01083	Prbl.g_01704
OG0001267	Prai.g_01156	Prbl.g_00036
OG0001269	Prai.g_01354	Prbl.g_00723
OG0001271	Prai.g_01513	Prbl.g_00449
OG0001272	Prai.g_01556	Prbl.g_01833
OG0001273	Prai.g_01557	Prbl.g_00787
OG0001274	Prai.g_01563	Prbl.g_00048
OG0001275	Prai.g_01585	Prbl.g_01370
OG0001276	Prai.g_01272	Prbl.g_02379
OG0001278	Prai.g_01630	Prbl.g_00406
OG0001279	Prai.g_01634	Prbl.g_00401
OG0001280	Prai.g_01637	Prbl.g_00398
OG0001283	Prai.g_01820	Prbl.g_00845
OG0001284	Prai.g_01848	Prbl.g_02060
OG0001285	Prai.g_01881	Prbl.g_01996
OG0001286	Prai.g_01925	Prbl.g_02136
OG0001287	Prai.g_00400	Prbl.g_01026, Prbl.g_01386
OG0001288	Prai.g_00468	Prbl.g_00651
OG0001290	Prai.g_00030	Prbl.g_01976
OG0001291	Prai.g_00071	Prbl.g_00605
OG0001292	Prai.g_00074	Prbl.g_00602
OG0001293	Prai.g_00076	Prbl.g_00600
OG0001294	Prai.g_00093	Prbl.g_00568
OG0001295	Prai.g_00119	Prbl.g_01322
OG0001296	Prai.g_00125	Prbl.g_00828
OG0001297	Prai.g_00210	Prbl.g_00095
OG0001298	Prai.g_00256	Prbl.g_02667
OG0001299	Prai.g_00265	Prbl.g_01505
OG0001300	Prai.g_00386	Prbl.g_00627
OG0001301	Prai.g_00666	Prbl.g_01641
OG0001303	Prai.g_00887	Prbl.g_00716
OG0001304	Prai.g_00927	Prbl.g_00936
OG0001305	Prai.g_00922	Prbl.g_00931
OG0001306	Prai.g_01090	Prbl.g_02152
OG0001307	Prai.g_01100	Prbl.g_02390
OG0001308	Prai.g_01125	Prbl.g_01076
OG0001309	Prai.g_01126	Prbl.g_01993
OG0001310	Prai.g_01134	Prbl.g_01694
OG0001311	Prai.g_01201	Prbl.g_01115
OG0001312	Prai.g_01355	Prbl.g_00724
OG0001313	Prai.g_01560	Prbl.g_01957
OG0001314	Prai.g_01661	Prbl.g_00366
OG0001315	Prai.g_01695	Prbl.g_00315
OG0001316	Prai.g_01816	Prbl.g_00852
OG0001319	Prai.g_00249	Prbl.g_00197
OG0001320	Prai.g_00498	Prbl.g_00748
OG0001324	Prai.g_01108	Prbl.g_01813
OG0001327	Prai.g_01309	Prbl.g_01712
OG0001328	Prai.g_01340	Prbl.g_01728
OG0001331	Prai.g_01635	Prbl.g_00400
OG0001332	Prai.g_01684	Prbl.g_00339
OG0001333	Prai.g_01786	Prbl.g_01132
OG0001335	Prai.g_01879	Prbl.g_01999
OG0001336	Prai.g_00128	Prbl.g_00826
OG0001337	Prai.g_00118	Prbl.g_01324
OG0001339	Prai.g_00214	Prbl.g_00099
OG0001340	Prai.g_00261	Prbl.g_01512
OG0001341	Prai.g_00274	Prbl.g_01489
OG0001342	Prai.g_00293	Prbl.g_01453
OG0001343	Prai.g_00352	Prbl.g_01207
OG0001344	Prai.g_00389	Prbl.g_01393
OG0001345	Prai.g_00465	Prbl.g_00654
OG0001346	Prai.g_00502	Prbl.g_01343
OG0001347	Prai.g_00516	Prbl.g_00517
OG0001348	Prai.g_00534	Prbl.g_00803
OG0001351	Prai.g_00605	Prbl.g_01791
OG0001355	Prai.g_00806	Prbl.g_01546
OG0001357	Prai.g_00961	Prbl.g_02518
OG0001358	Prai.g_00942	Prbl.g_02535
OG0001361	Prai.g_01223	Prbl.g_02592
OG0001362	Prai.g_01583	Prbl.g_00156
OG0001366	Prai.g_01675	Prbl.g_00349
OG0001367	Prai.g_01718	Prbl.g_01164, Prbl.g_01151
OG0001368	Prai.g_01847	Prbl.g_02061
OG0001375	Prai.g_00135	Prbl.g_00816
OG0001380	Prai.g_01267	Prbl.g_02064
OG0001381	Prai.g_00485	Prbl.g_00624
OG0001384	Prai.g_00548	Prbl.g_00784
OG0001410	Prai.g_01587	Prbl.g_01243
OG0001412	Prai.g_01008	Prbl.g_02448
OG0001415	Prai.g_00339	Prbl.g_01182
OG0001416	Prai.g_00550	Prbl.g_00782
OG0001425	Prai.g_01575	Prbl.g_02571
OG0001426	Prai.g_01921	Prbl.g_02142
OG0001430	Prai.g_00950	Prbl.g_01084
OG0001438	Prai.g_00649	Prbl.g_01615
OG0001439	Prai.g_00815	Prbl.g_01537
OG0001448	Prai.g_01601	Prbl.g_01692
OG0001453	Prai.g_00438	Prbl.g_00003
OG0001455	Prai.g_01621	Prbl.g_01077, Prbl.g_01071
OG0001456	Prai.g_00617, Prai.g_01275	Prbl.g_01777
OG0001466	Prai.g_00893	Prbl.g_02573
OG0001467	Prai.g_01460	Prbl.g_00245
OG0001470	Prai.g_00333	Prbl.g_00900
OG0001471	Prai.g_00447	Prbl.g_02291
OG0001475	Prai.g_01068	Prbl.g_02215
OG0001476	Prai.g_01069	Prbl.g_02216
OG0001477	Prai.g_01070	Prbl.g_02217
OG0001478	Prai.g_01076	Prbl.g_00031
OG0001479	Prai.g_01103	Prbl.g_01104
OG0001480	Prai.g_01112	Prbl.g_00661
OG0001481	Prai.g_01187	Prbl.g_00182
OG0001504	Prai.g_01031	Prbl.g_02366
OG0001513	Prai.g_00105	Prbl.g_00554, Prbl.g_00155
OG0001525	Prai.g_00490	Prbl.g_01725
OG0001532	Prai.g_00034	Prbl.g_01983
OG0001542	Prai.g_01569	Prbl.g_01949
OG0001544	Prai.g_01260	Prbl.g_00681
OG0001588	Prai.g_01602	Prbl.g_00408
OG0001590	Prai.g_00306	Prbl.g_01438
OG0001592	Prai.g_00413	Prbl.g_01940
OG0001596	Prai.g_00889	Prbl.g_00458
OG0001605	Prai.g_01723	Prbl.g_00950
OG0001621	Prai.g_00884	Prbl.g_01162
OG0001622	Prai.g_01251	Prbl.g_00012
OG0001634	Prai.g_01252	Prbl.g_00013
OG0001635	Prai.g_01253	Prbl.g_00016
OG0001636	Prai.g_01254	Prbl.g_00017
OG0001694	Prai.g_00778	Prbl.g_00865
OG0001695	Prai.g_00152	Prbl.g_02030
OG0001713	Prai.g_01432	Prbl.g_02027
OG0001716	Prai.g_01199	Prbl.g_01117
OG0001795	Prai.g_00591	Prbl.g_01898
OG0001803	Prai.g_00949	Prbl.g_02525
OG0001872	Prai.g_01595	Prbl.g_00085
OG0001875	Prai.g_00427	Prbl.g_02283
OG0001876	Prai.g_00425	Prbl.g_02425
OG0001915	Prai.g_01582	Prbl.g_01396
OG0002173	Prai.g_01240	Prbl.g_02369, Prbl.g_00425
OG0002214	Prai.g_01319	Prbl.g_02047
OG0002215	Prai.g_01425	Prbl.g_00836
OG0002417	Prai.g_01242	Prbl.g_01533
