Orthogroup	Prbd	Syab
OG0001127	Prbd.g_00330	Syab.g_01230
OG0001128	Prbd.g_00332	Syab.g_01227
OG0001129	Prbd.g_00333	Syab.g_01225
OG0001130	Prbd.g_00334	Syab.g_01224
OG0001131	Prbd.g_00370	Syab.g_01609
OG0001132	Prbd.g_00380	Syab.g_01790
OG0001133	Prbd.g_00414	Syab.g_01895
OG0001134	Prbd.g_00427	Syab.g_01748
OG0001136	Prbd.g_00465	Syab.g_00966
OG0001137	Prbd.g_00476	Syab.g_00990
OG0001138	Prbd.g_00494	Syab.g_01023
OG0001139	Prbd.g_00495	Syab.g_01025
OG0001140	Prbd.g_00496	Syab.g_01026
OG0001141	Prbd.g_00497	Syab.g_01027
OG0001142	Prbd.g_00498	Syab.g_01028
OG0001143	Prbd.g_00505	Syab.g_01037
OG0001144	Prbd.g_00510	Syab.g_01052
OG0001145	Prbd.g_01809	Syab.g_00928
OG0001146	Prbd.g_01797	Syab.g_00907
OG0001147	Prbd.g_01778	Syab.g_00716
OG0001148	Prbd.g_01762	Syab.g_02085
OG0001149	Prbd.g_01761	Syab.g_02084
OG0001150	Prbd.g_01760	Syab.g_02083
OG0001151	Prbd.g_01749	Syab.g_02070
OG0001152	Prbd.g_01748	Syab.g_02069
OG0001153	Prbd.g_01657	Syab.g_00731
OG0001154	Prbd.g_01656	Syab.g_00730
OG0001155	Prbd.g_01644	Syab.g_02171
OG0001156	Prbd.g_01641	Syab.g_02174
OG0001157	Prbd.g_01640	Syab.g_02175
OG0001158	Prbd.g_01639	Syab.g_02176
OG0001159	Prbd.g_01638	Syab.g_02177
OG0001160	Prbd.g_01613	Syab.g_02231
OG0001161	Prbd.g_01600	Syab.g_02797
OG0001162	Prbd.g_01589	Syab.g_00893
OG0001163	Prbd.g_01533	Syab.g_02241
OG0001164	Prbd.g_01529	Syab.g_02247
OG0001165	Prbd.g_01526	Syab.g_02252
OG0001166	Prbd.g_01506	Syab.g_02296
OG0001167	Prbd.g_01489	Syab.g_02322
OG0001168	Prbd.g_01487	Syab.g_02324
OG0001169	Prbd.g_01485	Syab.g_02326
OG0001170	Prbd.g_01483	Syab.g_02328
OG0001171	Prbd.g_01473	Syab.g_02339
OG0001172	Prbd.g_01460	Syab.g_00371
OG0001173	Prbd.g_01459	Syab.g_00372
OG0001174	Prbd.g_01451	Syab.g_00380
OG0001175	Prbd.g_01450	Syab.g_00381
OG0001176	Prbd.g_01443	Syab.g_00398
OG0001177	Prbd.g_01440	Syab.g_00396
OG0001178	Prbd.g_01435	Syab.g_02263
OG0001179	Prbd.g_01407	Syab.g_00427
OG0001180	Prbd.g_01385	Syab.g_00453
OG0001181	Prbd.g_01381	Syab.g_00457
OG0001182	Prbd.g_01374	Syab.g_00467
OG0001183	Prbd.g_01370	Syab.g_00474
OG0001184	Prbd.g_01354	Syab.g_00196
OG0001185	Prbd.g_01340	Syab.g_00119
OG0001186	Prbd.g_01316	Syab.g_00085
OG0001187	Prbd.g_01311	Syab.g_00081
OG0001188	Prbd.g_01309	Syab.g_00079
OG0001189	Prbd.g_01292	Syab.g_00058
OG0001190	Prbd.g_01288	Syab.g_02755
OG0001191	Prbd.g_01278	Syab.g_02771
OG0001192	Prbd.g_01274	Syab.g_02778
OG0001193	Prbd.g_01264	Syab.g_02827
OG0001194	Prbd.g_01263	Syab.g_02833
OG0001195	Prbd.g_01262	Syab.g_02834
OG0001196	Prbd.g_01249	Syab.g_02896
OG0001197	Prbd.g_01248	Syab.g_02898
OG0001198	Prbd.g_01240	Syab.g_02911
OG0001199	Prbd.g_01170	Syab.g_02440
OG0001200	Prbd.g_01168	Syab.g_02442
OG0001201	Prbd.g_01136	Syab.g_02501
OG0001202	Prbd.g_01041	Syab.g_02635
OG0001203	Prbd.g_01001	Syab.g_02369
OG0001204	Prbd.g_00996	Syab.g_00353
OG0001205	Prbd.g_00797	Syab.g_00593
OG0001206	Prbd.g_00780	Syab.g_00641
OG0001207	Prbd.g_00765	Syab.g_02088
OG0001208	Prbd.g_00760	Syab.g_02098
OG0001209	Prbd.g_00707	Syab.g_02038
OG0001210	Prbd.g_00702	Syab.g_02030
OG0001211	Prbd.g_00692	Syab.g_02013
OG0001212	Prbd.g_00648	Syab.g_01955
OG0001213	Prbd.g_00615	Syab.g_01886
OG0001214	Prbd.g_00607	Syab.g_01872
OG0001215	Prbd.g_00554	Syab.g_01171
OG0001216	Prbd.g_00009	Syab.g_01269
OG0001217	Prbd.g_00049	Syab.g_01464
OG0001218	Prbd.g_00056	Syab.g_00723
OG0001220	Prbd.g_00154	Syab.g_01737
OG0001221	Prbd.g_00217	Syab.g_01607
OG0001222	Prbd.g_00256	Syab.g_01396
OG0001223	Prbd.g_00282	Syab.g_01345
OG0001224	Prbd.g_00336	Syab.g_01214
OG0001225	Prbd.g_00338	Syab.g_01212
OG0001226	Prbd.g_00364	Syab.g_02450
OG0001227	Prbd.g_00383	Syab.g_00891
OG0001228	Prbd.g_00513	Syab.g_01697
OG0001229	Prbd.g_01766	Syab.g_01184
OG0001230	Prbd.g_01697	Syab.g_00791
OG0001231	Prbd.g_01591	Syab.g_00017
OG0001232	Prbd.g_01502	Syab.g_02306
OG0001233	Prbd.g_01482	Syab.g_02329
OG0001234	Prbd.g_01448	Syab.g_00385
OG0001235	Prbd.g_01438	Syab.g_00391
OG0001236	Prbd.g_01357	Syab.g_00200
OG0001237	Prbd.g_01353	Syab.g_00192
OG0001238	Prbd.g_01277	Syab.g_02773
OG0001239	Prbd.g_01173	Syab.g_02437
OG0001240	Prbd.g_01151	Syab.g_02484
OG0001241	Prbd.g_01143	Syab.g_02494
OG0001242	Prbd.g_01124	Syab.g_02525
OG0001243	Prbd.g_01118	Syab.g_02533
OG0001244	Prbd.g_01101	Syab.g_02561
OG0001245	Prbd.g_00858	Syab.g_01762
OG0001246	Prbd.g_00738	Syab.g_02126
OG0001247	Prbd.g_00561	Syab.g_02825
OG0001248	Prbd.g_00559	Syab.g_01163
OG0001249	Prbd.g_00080	Syab.g_00514
OG0001250	Prbd.g_00143	Syab.g_01714
OG0001251	Prbd.g_00191	Syab.g_01816
OG0001252	Prbd.g_00331	Syab.g_01228
OG0001253	Prbd.g_00384	Syab.g_01761
OG0001254	Prbd.g_00429	Syab.g_01749
OG0001255	Prbd.g_00452	Syab.g_01846
OG0001256	Prbd.g_01598	Syab.g_02238
OG0001257	Prbd.g_01592	Syab.g_01610
OG0001258	Prbd.g_01528	Syab.g_02250
OG0001259	Prbd.g_01484	Syab.g_02327
OG0001260	Prbd.g_01467	Syab.g_02350
OG0001261	Prbd.g_01399	Syab.g_00436
OG0001262	Prbd.g_01294	Syab.g_00060
OG0001263	Prbd.g_01115	Syab.g_02536
OG0001265	Prbd.g_01125	Syab.g_02523
OG0001266	Prbd.g_01037	Syab.g_02639
OG0001267	Prbd.g_00959	Syab.g_00295
OG0001268	Prbd.g_00900	Syab.g_00529
OG0001269	Prbd.g_00880	Syab.g_01809
OG0001270	Prbd.g_00808	Syab.g_00579
OG0001271	Prbd.g_00770	Syab.g_00694
OG0001272	Prbd.g_00756	Syab.g_02102
OG0001273	Prbd.g_00613	Syab.g_01878
OG0001274	Prbd.g_00541	Syab.g_02706
OG0001275	Prbd.g_00292	Syab.g_01330
OG0001276	Prbd.g_00315	Syab.g_01313
OG0001277	Prbd.g_00372	Syab.g_02163
OG0001278	Prbd.g_00518	Syab.g_01152
OG0001279	Prbd.g_01893	Syab.g_01807
OG0001280	Prbd.g_01802	Syab.g_00918
OG0001281	Prbd.g_01796	Syab.g_00906
OG0001282	Prbd.g_01763	Syab.g_02086
OG0001283	Prbd.g_01744	Syab.g_02885
OG0001284	Prbd.g_01618, Prbd.g_01619	Syab.g_02211
OG0001285	Prbd.g_01499	Syab.g_02309
OG0001286	Prbd.g_01387	Syab.g_00451
OG0001287	Prbd.g_01333	Syab.g_00111
OG0001288	Prbd.g_01324	Syab.g_00094
OG0001289	Prbd.g_01157	Syab.g_02465
OG0001290	Prbd.g_01144	Syab.g_02493
OG0001291	Prbd.g_01108	Syab.g_02546
OG0001292	Prbd.g_00991	Syab.g_00348
OG0001293	Prbd.g_00978	Syab.g_00322
OG0001294	Prbd.g_00860	Syab.g_01564
OG0001295	Prbd.g_00775	Syab.g_01215
OG0001296	Prbd.g_00733	Syab.g_02132
OG0001297	Prbd.g_00728	Syab.g_02136
OG0001298	Prbd.g_00666	Syab.g_01980
OG0001299	Prbd.g_00578	Syab.g_01557
OG0001300	Prbd.g_00551	Syab.g_01180
OG0001301	Prbd.g_00548	Syab.g_01197
OG0001302	Prbd.g_00089	Syab.g_01844
OG0001303	Prbd.g_00296	Syab.g_01424
OG0001304	Prbd.g_00325	Syab.g_01298
OG0001305	Prbd.g_00344	Syab.g_01204
OG0001306	Prbd.g_00454	Syab.g_00941
OG0001307	Prbd.g_01781	Syab.g_01552
OG0001308	Prbd.g_01679	Syab.g_00759
OG0001309	Prbd.g_01594	Syab.g_02142
OG0001310	Prbd.g_01513	Syab.g_02288
OG0001311	Prbd.g_00317	Syab.g_01311
OG0001312	Prbd.g_00245	Syab.g_01414
OG0001315	Prbd.g_01182	Syab.g_00472
OG0001316	Prbd.g_01102	Syab.g_02552
OG0001317	Prbd.g_01005	Syab.g_02373
OG0001318	Prbd.g_00983	Syab.g_00333
OG0001319	Prbd.g_00967	Syab.g_00306
OG0001321	Prbd.g_00791	Syab.g_00616
OG0001322	Prbd.g_00790	Syab.g_00617
OG0001323	Prbd.g_00723	Syab.g_02145
OG0001324	Prbd.g_00550	Syab.g_01181
OG0001325	Prbd.g_00012	Syab.g_01273
OG0001326	Prbd.g_00179	Syab.g_02841
OG0001327	Prbd.g_00356	Syab.g_01643
OG0001328	Prbd.g_00382	Syab.g_01616
OG0001329	Prbd.g_00421	Syab.g_00361
OG0001331	Prbd.g_01758	Syab.g_02081
OG0001332	Prbd.g_01646	Syab.g_02165
OG0001333	Prbd.g_01488	Syab.g_02323
OG0001334	Prbd.g_01367	Syab.g_00483
OG0001335	Prbd.g_01366	Syab.g_00484
OG0001336	Prbd.g_01252	Syab.g_02886
OG0001339	Prbd.g_01141	Syab.g_02496
OG0001340	Prbd.g_00911	Syab.g_00503
OG0001341	Prbd.g_00047	Syab.g_01779
OG0001343	Prbd.g_00188	Syab.g_00359
OG0001344	Prbd.g_00472	Syab.g_00974
OG0001345	Prbd.g_00487	Syab.g_01008
OG0001346	Prbd.g_01800	Syab.g_00914
OG0001348	Prbd.g_01570	Syab.g_01258
OG0001349	Prbd.g_01719	Syab.g_00150
OG0001351	Prbd.g_00788	Syab.g_00625
OG0001353	Prbd.g_00134	Syab.g_01702
OG0001354	Prbd.g_00274	Syab.g_01358
OG0001358	Prbd.g_00624	Syab.g_01900
OG0001359	Prbd.g_00189	Syab.g_00360
OG0001360	Prbd.g_00385	Syab.g_01010
OG0001361	Prbd.g_00484	Syab.g_00154, Syab.g_01005
OG0001362	Prbd.g_01675	Syab.g_00754
OG0001363	Prbd.g_01673	Syab.g_00752
OG0001364	Prbd.g_01364	Syab.g_00211
OG0001365	Prbd.g_01284	Syab.g_02760
OG0001369	Prbd.g_01152	Syab.g_02483
OG0001373	Prbd.g_00178	Syab.g_02840
OG0001374	Prbd.g_00186	Syab.g_02848
OG0001375	Prbd.g_00187	Syab.g_00358
OG0001376	Prbd.g_00350	Syab.g_02782
OG0001377	Prbd.g_00351	Syab.g_02781
OG0001378	Prbd.g_00394	Syab.g_00578
OG0001379	Prbd.g_01807	Syab.g_00923
OG0001381	Prbd.g_01770	Syab.g_01937
OG0001382	Prbd.g_01578	Syab.g_00393
OG0001385	Prbd.g_00175	Syab.g_02837
OG0001386	Prbd.g_00176	Syab.g_02838
OG0001387	Prbd.g_00177	Syab.g_02839
OG0001388	Prbd.g_00180	Syab.g_02842
OG0001389	Prbd.g_00181	Syab.g_02843
OG0001390	Prbd.g_00182	Syab.g_02844
OG0001391	Prbd.g_00183	Syab.g_02845
OG0001392	Prbd.g_00184	Syab.g_02846
OG0001393	Prbd.g_00185	Syab.g_02847
OG0001394	Prbd.g_00221	Syab.g_01599
OG0001396	Prbd.g_01814	Syab.g_02831
OG0001397	Prbd.g_01674	Syab.g_00753
OG0001398	Prbd.g_01565	Syab.g_02457
OG0001400	Prbd.g_01920	Syab.g_02558
OG0001402	Prbd.g_00063	Syab.g_01896
OG0001404	Prbd.g_01176	Syab.g_02433
OG0001405	Prbd.g_00913	Syab.g_00486
OG0001406	Prbd.g_00349	Syab.g_02783
OG0001407	Prbd.g_00362	Syab.g_01158
OG0001408	Prbd.g_00367	Syab.g_01826
OG0001409	Prbd.g_00475	Syab.g_00988
OG0001410	Prbd.g_01780	Syab.g_01550
OG0001411	Prbd.g_01732	Syab.g_00147
OG0001412	Prbd.g_01816	Syab.g_02829
OG0001413	Prbd.g_01603	Syab.g_01812
OG0001414	Prbd.g_01010	Syab.g_01938
OG0001415	Prbd.g_01008	Syab.g_02471
OG0001416	Prbd.g_00783	Syab.g_00909
OG0001417	Prbd.g_00773	Syab.g_01359
OG0001419	Prbd.g_00363	Syab.g_01159
OG0001420	Prbd.g_00403	Syab.g_02155
OG0001428	Prbd.g_01068	Syab.g_02594
OG0001429	Prbd.g_00092	Syab.g_01423
OG0001432	Prbd.g_01605	Syab.g_01818
OG0001434	Prbd.g_00225	Syab.g_01594
OG0001435	Prbd.g_00202	Syab.g_01637
OG0001438	Prbd.g_00946	Syab.g_00280
OG0001439	Prbd.g_00932	Syab.g_00248
OG0001442	Prbd.g_00037	Syab.g_01583
OG0001447	Prbd.g_01117	Syab.g_02534
OG0001448	Prbd.g_00872	Syab.g_01789
OG0001449	Prbd.g_00841	Syab.g_00357
OG0001450	Prbd.g_00557	Syab.g_01081
OG0001452	Prbd.g_00193	Syab.g_00338
OG0001454	Prbd.g_00378	Syab.g_01808
OG0001456	Prbd.g_00445	Syab.g_02850
OG0001457	Prbd.g_00446	Syab.g_02851
OG0001458	Prbd.g_00447	Syab.g_02852
OG0001461	Prbd.g_00823	Syab.g_01754
OG0001462	Prbd.g_01203	Syab.g_00042
OG0001463	Prbd.g_00953	Syab.g_01104
OG0001467	Prbd.g_00081	Syab.g_00805
OG0001471	Prbd.g_01602	Syab.g_00253
OG0001472	Prbd.g_01595	Syab.g_01800
OG0001473	Prbd.g_01315	Syab.g_01813
OG0001479	Prbd.g_00902	Syab.g_00527
OG0001480	Prbd.g_00870	Syab.g_01836
OG0001481	Prbd.g_00865	Syab.g_00621
OG0001482	Prbd.g_00785	Syab.g_01349
OG0001484	Prbd.g_01837	Syab.g_02849
OG0001486	Prbd.g_00466	Syab.g_00967
OG0001492	Prbd.g_00515	Syab.g_01155
OG0001493	Prbd.g_00523	Syab.g_01147
OG0001499	Prbd.g_01183	Syab.g_01112
OG0001502	Prbd.g_00072	Syab.g_01733
OG0001520	Prbd.g_00846	Syab.g_01992
OG0001522	Prbd.g_00135	Syab.g_01703
OG0001525	Prbd.g_01586	Syab.g_01823
OG0001546	Prbd.g_00718	Syab.g_02150
OG0001547	Prbd.g_00074	Syab.g_01440
OG0001551	Prbd.g_00444	Syab.g_01166
OG0001554	Prbd.g_01596	Syab.g_02753
OG0001555	Prbd.g_01582	Syab.g_02418
OG0001567	Prbd.g_00073	Syab.g_01441
OG0001568	Prbd.g_00075	Syab.g_01439
OG0001570	Prbd.g_00405	Syab.g_01443
OG0001572	Prbd.g_00003	Syab.g_02215
OG0001582	Prbd.g_00774	Syab.g_01881
OG0001625	Prbd.g_00981	Syab.g_00328
OG0001627	Prbd.g_00053	Syab.g_02167
OG0001635	Prbd.g_01545	Syab.g_00090
OG0001647	Prbd.g_00966	Syab.g_00304
OG0001666	Prbd.g_01880	Syab.g_01471
OG0001669	Prbd.g_01711, Prbd.g_01712	Syab.g_02892
OG0001695	Prbd.g_01854	Syab.g_02869
OG0001740	Prbd.g_01853	Syab.g_02871
OG0001745	Prbd.g_01606	Syab.g_01769
OG0001990	Prbd.g_00438	Syab.g_02872
OG0002020	Prbd.g_01852	Syab.g_02865
OG0002021	Prbd.g_01850	Syab.g_02863
OG0002022	Prbd.g_01849	Syab.g_02862
OG0002023	Prbd.g_01848	Syab.g_02861
OG0002024	Prbd.g_01844	Syab.g_02855
OG0002054	Prbd.g_01843	Syab.g_02854
OG0002055	Prbd.g_01846	Syab.g_02857
OG0002110	Prbd.g_01906, Prbd.g_01905	Syab.g_00077
OG0002131	Prbd.g_01851	Syab.g_02864
OG0002132	Prbd.g_01847	Syab.g_02858
OG0002133	Prbd.g_01845	Syab.g_02856
OG0002178	Prbd.g_01841	Syab.g_02860
OG0002291	Prbd.g_01899	Syab.g_02556
OG0002375	Prbd.g_01718	Syab.g_00151
OG0002592	Prbd.g_01819	Syab.g_02718
OG0002723	Prbd.g_01717	Syab.g_00152
OG0003499	Prbd.g_01818	Syab.g_00794
OG0003821	Prbd.g_01743	Syab.g_02644
