Orthogroup	Prbd	Syar
OG0001118	Prbd.g_00278	Syar.g_02515
OG0001119	Prbd.g_00279	Syar.g_02513
OG0001120	Prbd.g_00281	Syar.g_02507
OG0001122	Prbd.g_00312	Syar.g_01803
OG0001123	Prbd.g_00316	Syar.g_01796
OG0001124	Prbd.g_00318	Syar.g_01793
OG0001125	Prbd.g_00319	Syar.g_01791
OG0001126	Prbd.g_00329	Syar.g_01375
OG0001127	Prbd.g_00330	Syar.g_01374
OG0001128	Prbd.g_00332	Syar.g_01371
OG0001129	Prbd.g_00333	Syar.g_01369
OG0001130	Prbd.g_00334	Syar.g_01368
OG0001131	Prbd.g_00370	Syar.g_02448
OG0001132	Prbd.g_00380	Syar.g_00684
OG0001133	Prbd.g_00414	Syar.g_02249
OG0001134	Prbd.g_00427	Syar.g_02235
OG0001135	Prbd.g_00430	Syar.g_02232
OG0001136	Prbd.g_00465	Syar.g_01536
OG0001137	Prbd.g_00476	Syar.g_01944
OG0001138	Prbd.g_00494	Syar.g_01977
OG0001139	Prbd.g_00495	Syar.g_01980
OG0001140	Prbd.g_00496	Syar.g_01981
OG0001141	Prbd.g_00497	Syar.g_01982
OG0001142	Prbd.g_00498	Syar.g_01983
OG0001143	Prbd.g_00505	Syar.g_01698
OG0001144	Prbd.g_00510	Syar.g_01707
OG0001145	Prbd.g_01809	Syar.g_02769
OG0001146	Prbd.g_01797	Syar.g_02782
OG0001147	Prbd.g_01778	Syar.g_01276
OG0001148	Prbd.g_01762	Syar.g_01459
OG0001149	Prbd.g_01761	Syar.g_01458
OG0001150	Prbd.g_01760	Syar.g_01457
OG0001151	Prbd.g_01749	Syar.g_01238
OG0001152	Prbd.g_01748	Syar.g_01237
OG0001153	Prbd.g_01657	Syar.g_01398
OG0001154	Prbd.g_01656	Syar.g_01397
OG0001155	Prbd.g_01644	Syar.g_01211
OG0001156	Prbd.g_01641	Syar.g_01185
OG0001157	Prbd.g_01640	Syar.g_01184
OG0001158	Prbd.g_01639	Syar.g_01183
OG0001159	Prbd.g_01638	Syar.g_01182
OG0001160	Prbd.g_01613	Syar.g_02908
OG0001161	Prbd.g_01600	Syar.g_00382
OG0001162	Prbd.g_01589	Syar.g_03081
OG0001163	Prbd.g_01533	Syar.g_02917
OG0001164	Prbd.g_01529	Syar.g_02922
OG0001165	Prbd.g_01526	Syar.g_02927
OG0001166	Prbd.g_01506	Syar.g_02959
OG0001167	Prbd.g_01489	Syar.g_02982
OG0001168	Prbd.g_01487	Syar.g_02983
OG0001169	Prbd.g_01485	Syar.g_02985
OG0001170	Prbd.g_01483	Syar.g_02987
OG0001171	Prbd.g_01473	Syar.g_02999
OG0001172	Prbd.g_01460	Syar.g_00143
OG0001173	Prbd.g_01459	Syar.g_00142
OG0001174	Prbd.g_01451	Syar.g_00134
OG0001175	Prbd.g_01450	Syar.g_00133
OG0001176	Prbd.g_01443	Syar.g_01025
OG0001177	Prbd.g_01440	Syar.g_01023
OG0001178	Prbd.g_01435	Syar.g_02943
OG0001179	Prbd.g_01407	Syar.g_01055
OG0001181	Prbd.g_01381	Syar.g_01082
OG0001182	Prbd.g_01374	Syar.g_01090
OG0001183	Prbd.g_01370	Syar.g_01096
OG0001184	Prbd.g_01354	Syar.g_00653
OG0001185	Prbd.g_01340	Syar.g_00614
OG0001186	Prbd.g_01316	Syar.g_00562
OG0001187	Prbd.g_01311	Syar.g_00548
OG0001188	Prbd.g_01309	Syar.g_00546
OG0001189	Prbd.g_01292	Syar.g_00525
OG0001190	Prbd.g_01288	Syar.g_00330
OG0001191	Prbd.g_01278	Syar.g_00349
OG0001192	Prbd.g_01274	Syar.g_00356
OG0001193	Prbd.g_01264	Syar.g_00711
OG0001194	Prbd.g_01263	Syar.g_00622
OG0001195	Prbd.g_01262	Syar.g_00623
OG0001196	Prbd.g_01249	Syar.g_00453
OG0001197	Prbd.g_01248	Syar.g_00455
OG0001198	Prbd.g_01240	Syar.g_00467
OG0001199	Prbd.g_01170	Syar.g_03045
OG0001200	Prbd.g_01168	Syar.g_03047
OG0001201	Prbd.g_01136	Syar.g_03120
OG0001202	Prbd.g_01041	Syar.g_00991
OG0001203	Prbd.g_01001	Syar.g_03021
OG0001204	Prbd.g_00996	Syar.g_00154
OG0001205	Prbd.g_00797	Syar.g_02869
OG0001207	Prbd.g_00765	Syar.g_01462
OG0001208	Prbd.g_00760	Syar.g_01471
OG0001211	Prbd.g_00692	Syar.g_02323
OG0001212	Prbd.g_00648	Syar.g_02027
OG0001213	Prbd.g_00615	Syar.g_02239
OG0001214	Prbd.g_00607	Syar.g_02420
OG0001215	Prbd.g_00554	Syar.g_00965
OG0001216	Prbd.g_00009	Syar.g_01909
OG0001217	Prbd.g_00049	Syar.g_02852
OG0001218	Prbd.g_00056	Syar.g_01388
OG0001219	Prbd.g_00091	Syar.g_02585
OG0001222	Prbd.g_00256	Syar.g_02552
OG0001223	Prbd.g_00282	Syar.g_02505
OG0001224	Prbd.g_00336	Syar.g_01361
OG0001225	Prbd.g_00338	Syar.g_01929
OG0001226	Prbd.g_00364	Syar.g_03054
OG0001227	Prbd.g_00383	Syar.g_02213
OG0001230	Prbd.g_01697	Syar.g_02816
OG0001231	Prbd.g_01591	Syar.g_00485
OG0001232	Prbd.g_01502	Syar.g_02968
OG0001233	Prbd.g_01482	Syar.g_02988
OG0001235	Prbd.g_01438	Syar.g_01019
OG0001236	Prbd.g_01357	Syar.g_00657
OG0001237	Prbd.g_01353	Syar.g_00652
OG0001238	Prbd.g_01277	Syar.g_00351
OG0001239	Prbd.g_01173	Syar.g_03043
OG0001240	Prbd.g_01151	Syar.g_03101
OG0001241	Prbd.g_01143	Syar.g_03112
OG0001242	Prbd.g_01124	Syar.g_00043
OG0001243	Prbd.g_01118	Syar.g_00051
OG0001244	Prbd.g_01101	Syar.g_00075
OG0001245	Prbd.g_00858	Syar.g_00999
OG0001246	Prbd.g_00738	Syar.g_01910
OG0001247	Prbd.g_00561	Syar.g_02024
OG0001248	Prbd.g_00559	Syar.g_02059
OG0001249	Prbd.g_00080	Syar.g_01113
OG0001250	Prbd.g_00143	Syar.g_01819, Syar.g_03240
OG0001251	Prbd.g_00191	Syar.g_02575
OG0001252	Prbd.g_00331	Syar.g_01372
OG0001253	Prbd.g_00384	Syar.g_02015
OG0001254	Prbd.g_00429	Syar.g_02233
OG0001255	Prbd.g_00452	Syar.g_01746
OG0001256	Prbd.g_01598	Syar.g_02915
OG0001257	Prbd.g_01592	Syar.g_00807
OG0001258	Prbd.g_01528	Syar.g_02925
OG0001259	Prbd.g_01484	Syar.g_02986
OG0001260	Prbd.g_01467	Syar.g_03007
OG0001262	Prbd.g_01294	Syar.g_00527
OG0001263	Prbd.g_01115	Syar.g_00054
OG0001265	Prbd.g_01125	Syar.g_00041
OG0001266	Prbd.g_01037	Syar.g_00987
OG0001267	Prbd.g_00959	Syar.g_00225
OG0001268	Prbd.g_00900	Syar.g_01124
OG0001269	Prbd.g_00880	Syar.g_00688
OG0001270	Prbd.g_00808	Syar.g_01175
OG0001271	Prbd.g_00770	Syar.g_01270
OG0001272	Prbd.g_00756	Syar.g_01475
OG0001273	Prbd.g_00613	Syar.g_02413
OG0001274	Prbd.g_00541	Syar.g_00929
OG0001275	Prbd.g_00292	Syar.g_02490
OG0001276	Prbd.g_00315	Syar.g_01797
OG0001277	Prbd.g_00372	Syar.g_02250
OG0001278	Prbd.g_00518	Syar.g_01720
OG0001279	Prbd.g_01893	Syar.g_02841
OG0001280	Prbd.g_01802	Syar.g_03317
OG0001281	Prbd.g_01796	Syar.g_02783
OG0001282	Prbd.g_01763	Syar.g_01460, Syar.g_01351
OG0001283	Prbd.g_01744	Syar.g_00447
OG0001284	Prbd.g_01618, Prbd.g_01619	Syar.g_02900
OG0001285	Prbd.g_01499	Syar.g_02972
OG0001286	Prbd.g_01387	Syar.g_01077
OG0001287	Prbd.g_01333	Syar.g_00606
OG0001288	Prbd.g_01324	Syar.g_00591
OG0001289	Prbd.g_01157	Syar.g_03080
OG0001290	Prbd.g_01144	Syar.g_03111
OG0001291	Prbd.g_01108	Syar.g_00064
OG0001292	Prbd.g_00991	Syar.g_00160
OG0001293	Prbd.g_00978	Syar.g_00198
OG0001294	Prbd.g_00860	Syar.g_01687
OG0001295	Prbd.g_00775	Syar.g_00693
OG0001296	Prbd.g_00733	Syar.g_01506
OG0001297	Prbd.g_00728	Syar.g_01510
OG0001298	Prbd.g_00666	Syar.g_02210
OG0001299	Prbd.g_00578	Syar.g_01915
OG0001303	Prbd.g_00296	Syar.g_02583
OG0001304	Prbd.g_00325	Syar.g_01557
OG0001305	Prbd.g_00344	Syar.g_01937
OG0001306	Prbd.g_00454	Syar.g_01521
OG0001307	Prbd.g_01781	Syar.g_02591
OG0001308	Prbd.g_01679	Syar.g_02798
OG0001309	Prbd.g_01594	Syar.g_00360
OG0001310	Prbd.g_01513	Syar.g_02951
OG0001311	Prbd.g_00317	Syar.g_01795
OG0001312	Prbd.g_00245	Syar.g_02569
OG0001315	Prbd.g_01182	Syar.g_01094
OG0001317	Prbd.g_01005	Syar.g_03025
OG0001318	Prbd.g_00983	Syar.g_00186
OG0001319	Prbd.g_00967	Syar.g_00215
OG0001325	Prbd.g_00012	Syar.g_01577
OG0001326	Prbd.g_00179	Syar.g_00632
OG0001327	Prbd.g_00356	Syar.g_01674
OG0001329	Prbd.g_00421	Syar.g_02337
OG0001331	Prbd.g_01758	Syar.g_01455
OG0001334	Prbd.g_01367	Syar.g_03166
OG0001336	Prbd.g_01252	Syar.g_00448
OG0001339	Prbd.g_01141	Syar.g_03114
OG0001343	Prbd.g_00188	Syar.g_03210
OG0001345	Prbd.g_00487	Syar.g_01958
OG0001346	Prbd.g_01800	Syar.g_02778
OG0001347	Prbd.g_01815	Syar.g_02401
OG0001348	Prbd.g_01570	Syar.g_02259
OG0001349	Prbd.g_01719	Syar.g_02764
OG0001351	Prbd.g_00788	Syar.g_01420
OG0001353	Prbd.g_00134	Syar.g_01809
OG0001354	Prbd.g_00274	Syar.g_02520
OG0001358	Prbd.g_00624	Syar.g_02262
OG0001359	Prbd.g_00189	Syar.g_03211
OG0001360	Prbd.g_00385	Syar.g_01961
OG0001361	Prbd.g_00484	Syar.g_01955
OG0001364	Prbd.g_01364	Syar.g_00284
OG0001365	Prbd.g_01284	Syar.g_00335
OG0001371	Prbd.g_00565	Syar.g_03059
OG0001373	Prbd.g_00178	Syar.g_00631
OG0001374	Prbd.g_00186	Syar.g_00642
OG0001376	Prbd.g_00350	Syar.g_02600, Syar.g_03203
OG0001377	Prbd.g_00351	Syar.g_03202, Syar.g_02599
OG0001378	Prbd.g_00394	Syar.g_01174
OG0001379	Prbd.g_01807	Syar.g_02772
OG0001382	Prbd.g_01578	Syar.g_02834, Syar.g_03204
OG0001385	Prbd.g_00175	Syar.g_00628
OG0001386	Prbd.g_00176	Syar.g_00629
OG0001387	Prbd.g_00177	Syar.g_00630
OG0001388	Prbd.g_00180	Syar.g_00635
OG0001389	Prbd.g_00181	Syar.g_00636
OG0001390	Prbd.g_00182	Syar.g_00637
OG0001391	Prbd.g_00183	Syar.g_00638
OG0001392	Prbd.g_00184	Syar.g_00640
OG0001393	Prbd.g_00185	Syar.g_00641
OG0001394	Prbd.g_00221	Syar.g_02608
OG0001395	Prbd.g_00327	Syar.g_01561
OG0001396	Prbd.g_01814	Syar.g_00566
OG0001402	Prbd.g_00063	Syar.g_02252
OG0001403	Prbd.g_01207	Syar.g_00504
OG0001406	Prbd.g_00349	Syar.g_02601
OG0001408	Prbd.g_00367	Syar.g_02042
OG0001411	Prbd.g_01732	Syar.g_02761, Syar.g_02360
OG0001412	Prbd.g_01816	Syar.g_02400
OG0001413	Prbd.g_01603	Syar.g_02063
OG0001415	Prbd.g_01008	Syar.g_01553
OG0001416	Prbd.g_00783	Syar.g_00433
OG0001417	Prbd.g_00773	Syar.g_01885
OG0001418	Prbd.g_00560	Syar.g_01546
OG0001420	Prbd.g_00403	Syar.g_02680
OG0001428	Prbd.g_01068	Syar.g_00108
OG0001429	Prbd.g_00092	Syar.g_02582
OG0001432	Prbd.g_01605	Syar.g_02064, Syar.g_02123
OG0001433	Prbd.g_00829	Syar.g_00173
OG0001434	Prbd.g_00225	Syar.g_02613
OG0001435	Prbd.g_00202	Syar.g_01621
OG0001437	Prbd.g_01009	Syar.g_01554
OG0001438	Prbd.g_00946	Syar.g_00240
OG0001439	Prbd.g_00932	Syar.g_00824
OG0001441	Prbd.g_00721	Syar.g_02691
OG0001442	Prbd.g_00037	Syar.g_02622
OG0001447	Prbd.g_01117	Syar.g_00052
OG0001449	Prbd.g_00841	Syar.g_01897
OG0001450	Prbd.g_00557	Syar.g_00880
OG0001452	Prbd.g_00193	Syar.g_00167
OG0001453	Prbd.g_00286	Syar.g_02498
OG0001454	Prbd.g_00378	Syar.g_02065, Syar.g_02122
OG0001456	Prbd.g_00445	Syar.g_00643
OG0001457	Prbd.g_00446	Syar.g_00644
OG0001458	Prbd.g_00447	Syar.g_00645
OG0001459	Prbd.g_01879	Syar.g_00418, Syar.g_02047
OG0001460	Prbd.g_00828	Syar.g_00172
OG0001461	Prbd.g_00823	Syar.g_02478
OG0001462	Prbd.g_01203	Syar.g_00511
OG0001467	Prbd.g_00081	Syar.g_01745
OG0001471	Prbd.g_01602	Syar.g_00830
OG0001474	Prbd.g_00899	Syar.g_01125
OG0001479	Prbd.g_00902	Syar.g_01122
OG0001480	Prbd.g_00870	Syar.g_02013
OG0001482	Prbd.g_00785	Syar.g_02511
OG0001486	Prbd.g_00466	Syar.g_01537
OG0001492	Prbd.g_00515	Syar.g_01717
OG0001493	Prbd.g_00523	Syar.g_01725
OG0001495	Prbd.g_01441	Syar.g_01022
OG0001502	Prbd.g_00072	Syar.g_01840
OG0001504	Prbd.g_01878	Syar.g_02046
OG0001507	Prbd.g_01549	Syar.g_03257, Syar.g_01540
OG0001520	Prbd.g_00846	Syar.g_02053
OG0001525	Prbd.g_01586	Syar.g_01315
OG0001546	Prbd.g_00718	Syar.g_03276, Syar.g_02688
OG0001547	Prbd.g_00074	Syar.g_01855
OG0001549	Prbd.g_00161	Syar.g_02838
OG0001554	Prbd.g_01596	Syar.g_00327
OG0001555	Prbd.g_01582	Syar.g_01689
OG0001556	Prbd.g_00825	Syar.g_00177
OG0001567	Prbd.g_00073	Syar.g_01847
OG0001568	Prbd.g_00075	Syar.g_01866
OG0001570	Prbd.g_00405	Syar.g_02858
OG0001587	Prbd.g_01465	Syar.g_03010
OG0001613	Prbd.g_01372	Syar.g_01093
OG0001625	Prbd.g_00981	Syar.g_00192
OG0001627	Prbd.g_00053	Syar.g_01215
OG0001647	Prbd.g_00966	Syar.g_00217
OG0001669	Prbd.g_01712	Syar.g_00323, Syar.g_00555
OG0001695	Prbd.g_01854	Syar.g_00864
OG0001745	Prbd.g_01606	Syar.g_02010
OG0002020	Prbd.g_01852	Syar.g_00892
OG0002021	Prbd.g_01850	Syar.g_00425
OG0002022	Prbd.g_01849	Syar.g_00426
OG0002023	Prbd.g_01848	Syar.g_00427
OG0002024	Prbd.g_01844	Syar.g_00875, Syar.g_00004
OG0002054	Prbd.g_01843	Syar.g_00876
OG0002055	Prbd.g_01846	Syar.g_00872
OG0002107	Prbd.g_00437	Syar.g_00313, Syar.g_00870
OG0002110	Prbd.g_01906, Prbd.g_01905	Syar.g_00859
OG0002131	Prbd.g_01851	Syar.g_00424
OG0002132	Prbd.g_01847	Syar.g_00866
OG0002225	Prbd.g_00436	Syar.g_00315, Syar.g_00868
OG0002375	Prbd.g_01718	Syar.g_02713, Syar.g_02699, Syar.g_02697
OG0002445	Prbd.g_01097	Syar.g_01281
OG0002592	Prbd.g_01819	Syar.g_00903
OG0002723	Prbd.g_01717	Syar.g_02763
OG0002776	Prbd.g_00435	Syar.g_00316, Syar.g_00867
OG0003033	Prbd.g_01715	Syar.g_02765
