Orthogroup	Prbd	Syat
OG0001155	Prbd.g_01644	Syat.g_02774
OG0001156	Prbd.g_01641	Syat.g_02978
OG0001157	Prbd.g_01640	Syat.g_02977
OG0001158	Prbd.g_01639	Syat.g_02976
OG0001159	Prbd.g_01638	Syat.g_02975
OG0001160	Prbd.g_01613	Syat.g_03104
OG0001161	Prbd.g_01600	Syat.g_02384
OG0001162	Prbd.g_01589	Syat.g_01528
OG0001163	Prbd.g_01533	Syat.g_03112
OG0001164	Prbd.g_01529	Syat.g_03116
OG0001165	Prbd.g_01526	Syat.g_03121
OG0001166	Prbd.g_01506	Syat.g_03050
OG0001167	Prbd.g_01489	Syat.g_03019
OG0001168	Prbd.g_01487	Syat.g_03017
OG0001169	Prbd.g_01485	Syat.g_03015
OG0001170	Prbd.g_01483	Syat.g_03013
OG0001171	Prbd.g_01473	Syat.g_03001
OG0001172	Prbd.g_01460	Syat.g_01858
OG0001173	Prbd.g_01459	Syat.g_01857
OG0001174	Prbd.g_01451	Syat.g_01849
OG0001175	Prbd.g_01450	Syat.g_01848
OG0001176	Prbd.g_01443	Syat.g_01831
OG0001178	Prbd.g_01435	Syat.g_03137
OG0001180	Prbd.g_01385	Syat.g_01654
OG0001181	Prbd.g_01381	Syat.g_01650
OG0001182	Prbd.g_01374	Syat.g_01642
OG0001183	Prbd.g_01370	Syat.g_01632
OG0001184	Prbd.g_01354	Syat.g_02160
OG0001185	Prbd.g_01340	Syat.g_02200
OG0001186	Prbd.g_01316	Syat.g_02235
OG0001187	Prbd.g_01311	Syat.g_02256
OG0001188	Prbd.g_01309	Syat.g_02261
OG0001189	Prbd.g_01292	Syat.g_02287
OG0001190	Prbd.g_01288	Syat.g_02692
OG0001191	Prbd.g_01278	Syat.g_02675
OG0001192	Prbd.g_01274	Syat.g_02663
OG0001193	Prbd.g_01264	Syat.g_02513
OG0001194	Prbd.g_01263	Syat.g_02515
OG0001195	Prbd.g_01262	Syat.g_02516
OG0001196	Prbd.g_01249	Syat.g_02398
OG0001197	Prbd.g_01248	Syat.g_02396
OG0001199	Prbd.g_01170	Syat.g_01475
OG0001200	Prbd.g_01168	Syat.g_01477
OG0001201	Prbd.g_01136	Syat.g_01572
OG0001202	Prbd.g_01041	Syat.g_02812
OG0001203	Prbd.g_01001	Syat.g_01447
OG0001204	Prbd.g_00996	Syat.g_01867
OG0001205	Prbd.g_00797	Syat.g_01287
OG0001206	Prbd.g_00780	Syat.g_03268
OG0001207	Prbd.g_00765	Syat.g_03162
OG0001208	Prbd.g_00760	Syat.g_03172
OG0001209	Prbd.g_00707	Syat.g_03273
OG0001210	Prbd.g_00702	Syat.g_00103
OG0001211	Prbd.g_00692	Syat.g_00078
OG0001213	Prbd.g_00615	Syat.g_03289
OG0001214	Prbd.g_00607	Syat.g_00128
OG0001216	Prbd.g_00009	Syat.g_00660
OG0001217	Prbd.g_00049	Syat.g_02587
OG0001218	Prbd.g_00056	Syat.g_01356
OG0001219	Prbd.g_00091	Syat.g_00629
OG0001220	Prbd.g_00154	Syat.g_01534
OG0001222	Prbd.g_00256	Syat.g_00597
OG0001223	Prbd.g_00282	Syat.g_00544
OG0001224	Prbd.g_00336	Syat.g_00804
OG0001225	Prbd.g_00338	Syat.g_00806
OG0001226	Prbd.g_00364	Syat.g_01485
OG0001228	Prbd.g_00513	Syat.g_00938
OG0001229	Prbd.g_01766	Syat.g_00981
OG0001230	Prbd.g_01697	Syat.g_01235
OG0001231	Prbd.g_01591	Syat.g_02327
OG0001232	Prbd.g_01502	Syat.g_03041
OG0001233	Prbd.g_01482	Syat.g_03012
OG0001234	Prbd.g_01448	Syat.g_02092
OG0001235	Prbd.g_01438	Syat.g_01838
OG0001236	Prbd.g_01357	Syat.g_02156
OG0001237	Prbd.g_01353	Syat.g_02161
OG0001238	Prbd.g_01277	Syat.g_02673
OG0001239	Prbd.g_01173	Syat.g_01472
OG0001240	Prbd.g_01151	Syat.g_01554
OG0001241	Prbd.g_01143	Syat.g_01564
OG0001242	Prbd.g_01124	Syat.g_02936
OG0001243	Prbd.g_01118	Syat.g_02928
OG0001244	Prbd.g_01101	Syat.g_02901
OG0001245	Prbd.g_00858	Syat.g_00212
OG0001246	Prbd.g_00738	Syat.g_03209
OG0001247	Prbd.g_00561	Syat.g_01019
OG0001248	Prbd.g_00559	Syat.g_03159
OG0001249	Prbd.g_00080	Syat.g_01620
OG0001250	Prbd.g_00143	Syat.g_00739
OG0001251	Prbd.g_00191	Syat.g_00963, Syat.g_00621
OG0001252	Prbd.g_00331	Syat.g_00787
OG0001255	Prbd.g_00452	Syat.g_00843
OG0001256	Prbd.g_01598	Syat.g_03111
OG0001257	Prbd.g_01592	Syat.g_01716
OG0001258	Prbd.g_01528	Syat.g_03119
OG0001259	Prbd.g_01484	Syat.g_03014
OG0001261	Prbd.g_01399	Syat.g_01791
OG0001262	Prbd.g_01294	Syat.g_02285
OG0001263	Prbd.g_01115	Syat.g_02926
OG0001265	Prbd.g_01125	Syat.g_02938
OG0001266	Prbd.g_01037	Syat.g_02808
OG0001267	Prbd.g_00959	Syat.g_02060
OG0001268	Prbd.g_00900	Syat.g_01608
OG0001269	Prbd.g_00880	Syat.g_02369
OG0001270	Prbd.g_00808	Syat.g_02968
OG0001271	Prbd.g_00770	Syat.g_01374
OG0001272	Prbd.g_00756	Syat.g_03176
OG0001274	Prbd.g_00541	Syat.g_02727
OG0001275	Prbd.g_00292	Syat.g_00529
OG0001276	Prbd.g_00315	Syat.g_00705
OG0001277	Prbd.g_00372	Syat.g_03312
OG0001278	Prbd.g_00518	Syat.g_00895
OG0001279	Prbd.g_01893	Syat.g_01252
OG0001281	Prbd.g_01796	Syat.g_01159
OG0001282	Prbd.g_01763	Syat.g_02780
OG0001283	Prbd.g_01744	Syat.g_02403
OG0001286	Prbd.g_01387	Syat.g_01656
OG0001287	Prbd.g_01333	Syat.g_02208
OG0001288	Prbd.g_01324	Syat.g_02225
OG0001289	Prbd.g_01157	Syat.g_01527
OG0001290	Prbd.g_01144	Syat.g_01563
OG0001291	Prbd.g_01108	Syat.g_02916
OG0001292	Prbd.g_00991	Syat.g_01873
OG0001293	Prbd.g_00978	Syat.g_01995
OG0001294	Prbd.g_00860	Syat.g_00409
OG0001295	Prbd.g_00775	Syat.g_00945
OG0001296	Prbd.g_00733	Syat.g_03217
OG0001297	Prbd.g_00728	Syat.g_03221
OG0001298	Prbd.g_00666	Syat.g_00043
OG0001299	Prbd.g_00578	Syat.g_00401
OG0001300	Prbd.g_00551	Syat.g_01025
OG0001303	Prbd.g_00296	Syat.g_00628
OG0001304	Prbd.g_00325	Syat.g_00690
OG0001305	Prbd.g_00344	Syat.g_00813
OG0001306	Prbd.g_00454	Syat.g_03234
OG0001307	Prbd.g_01781	Syat.g_02082
OG0001308	Prbd.g_01679	Syat.g_01176
OG0001309	Prbd.g_01594	Syat.g_01113
OG0001310	Prbd.g_01513	Syat.g_03066
OG0001311	Prbd.g_00317	Syat.g_00703
OG0001312	Prbd.g_00245	Syat.g_00615
OG0001314	Prbd.g_00039	Syat.g_00839, Syat.g_00137
OG0001315	Prbd.g_01182	Syat.g_01634
OG0001317	Prbd.g_01005	Syat.g_01451
OG0001318	Prbd.g_00983	Syat.g_01888
OG0001319	Prbd.g_00967	Syat.g_02048
OG0001323	Prbd.g_00723	Syat.g_01111
OG0001325	Prbd.g_00012	Syat.g_00664
OG0001326	Prbd.g_00179	Syat.g_02525
OG0001327	Prbd.g_00356	Syat.g_00414
OG0001329	Prbd.g_00421	Syat.g_00097
OG0001331	Prbd.g_01758	Syat.g_01301
OG0001333	Prbd.g_01488	Syat.g_03018
OG0001336	Prbd.g_01252	Syat.g_02402
OG0001345	Prbd.g_00487	Syat.g_00290
OG0001347	Prbd.g_01815	Syat.g_01136, Syat.g_00583
OG0001348	Prbd.g_01570	Syat.g_03316
OG0001349	Prbd.g_01719	Syat.g_01220
OG0001351	Prbd.g_00788	Syat.g_01318
OG0001353	Prbd.g_00134	Syat.g_00717
OG0001354	Prbd.g_00274	Syat.g_00558
OG0001356	Prbd.g_00830	Syat.g_01035
OG0001358	Prbd.g_00624	Syat.g_03319
OG0001360	Prbd.g_00385	Syat.g_00256
OG0001361	Prbd.g_00484	Syat.g_00293
OG0001364	Prbd.g_01364	Syat.g_02143
OG0001365	Prbd.g_01284	Syat.g_02687
OG0001371	Prbd.g_00565	Syat.g_01490
OG0001373	Prbd.g_00178	Syat.g_02524
OG0001374	Prbd.g_00186	Syat.g_02541
OG0001376	Prbd.g_00350	Syat.g_00841
OG0001377	Prbd.g_00351	Syat.g_00842
OG0001378	Prbd.g_00394	Syat.g_02967
OG0001379	Prbd.g_01807	Syat.g_01147
OG0001382	Prbd.g_01578	Syat.g_00101
OG0001385	Prbd.g_00175	Syat.g_02521
OG0001386	Prbd.g_00176	Syat.g_02522
OG0001387	Prbd.g_00177	Syat.g_02523
OG0001388	Prbd.g_00180	Syat.g_02526
OG0001389	Prbd.g_00181	Syat.g_02531
OG0001390	Prbd.g_00182	Syat.g_02532
OG0001391	Prbd.g_00183	Syat.g_02533
OG0001392	Prbd.g_00184	Syat.g_02539
OG0001393	Prbd.g_00185	Syat.g_02540
OG0001394	Prbd.g_00221	Syat.g_00450
OG0001402	Prbd.g_00063	Syat.g_03314
OG0001403	Prbd.g_01207	Syat.g_02307
OG0001406	Prbd.g_00349	Syat.g_00840
OG0001408	Prbd.g_00367	Syat.g_00211
OG0001409	Prbd.g_00475	Syat.g_01007
OG0001411	Prbd.g_01732	Syat.g_01188
OG0001412	Prbd.g_01816	Syat.g_01135
OG0001413	Prbd.g_01603	Syat.g_00853
OG0001415	Prbd.g_01008	Syat.g_00017
OG0001416	Prbd.g_00783	Syat.g_02491
OG0001417	Prbd.g_00773	Syat.g_01705
OG0001418	Prbd.g_00560	Syat.g_03267
OG0001420	Prbd.g_00403	Syat.g_01099
OG0001421	Prbd.g_01597	Syat.g_03056
OG0001429	Prbd.g_00092	Syat.g_00627
OG0001432	Prbd.g_01605	Syat.g_00846
OG0001433	Prbd.g_00829	Syat.g_01429
OG0001434	Prbd.g_00225	Syat.g_00455
OG0001435	Prbd.g_00202	Syat.g_00422
OG0001437	Prbd.g_01009	Syat.g_00016
OG0001438	Prbd.g_00946	Syat.g_02076
OG0001439	Prbd.g_00932	Syat.g_02105
OG0001441	Prbd.g_00721	Syat.g_01109
OG0001449	Prbd.g_00841	Syat.g_00800
OG0001451	Prbd.g_00163	Syat.g_02877
OG0001452	Prbd.g_00193	Syat.g_01881
OG0001453	Prbd.g_00286	Syat.g_00538
OG0001454	Prbd.g_00378	Syat.g_00189
OG0001456	Prbd.g_00445	Syat.g_02545
OG0001457	Prbd.g_00446	Syat.g_02546
OG0001458	Prbd.g_00447	Syat.g_02547
OG0001459	Prbd.g_01879	Syat.g_03357, Syat.g_03358
OG0001460	Prbd.g_00828	Syat.g_01430
OG0001461	Prbd.g_00823	Syat.g_01945
OG0001462	Prbd.g_01203	Syat.g_02301
OG0001467	Prbd.g_00081	Syat.g_02457
OG0001473	Prbd.g_01315	Syat.g_00190
OG0001474	Prbd.g_00899	Syat.g_01607
OG0001479	Prbd.g_00902	Syat.g_01610
OG0001480	Prbd.g_00870	Syat.g_00100
OG0001482	Prbd.g_00785	Syat.g_00549
OG0001484	Prbd.g_01837	Syat.g_02443
OG0001486	Prbd.g_00466	Syat.g_03258
OG0001492	Prbd.g_00515	Syat.g_00898
OG0001493	Prbd.g_00523	Syat.g_00890
OG0001495	Prbd.g_01441	Syat.g_01833
OG0001502	Prbd.g_00072	Syat.g_00757
OG0001504	Prbd.g_01878	Syat.g_03356
OG0001507	Prbd.g_01549	Syat.g_03261
OG0001520	Prbd.g_00846	Syat.g_00852
OG0001522	Prbd.g_00135	Syat.g_00642
OG0001523	Prbd.g_00431	Syat.g_01089
OG0001524	Prbd.g_00432	Syat.g_01088
OG0001546	Prbd.g_00718	Syat.g_01106
OG0001547	Prbd.g_00074	Syat.g_00645
OG0001549	Prbd.g_00161	Syat.g_00799
OG0001553	Prbd.g_01692	Syat.g_01230
OG0001554	Prbd.g_01596	Syat.g_01005
OG0001556	Prbd.g_00825	Syat.g_03334, Syat.g_03147
OG0001567	Prbd.g_00073	Syat.g_00651
OG0001568	Prbd.g_00075	Syat.g_00643
OG0001570	Prbd.g_00405	Syat.g_03269
OG0001573	Prbd.g_00821, Prbd.g_01098	Syat.g_01835
OG0001584	Prbd.g_00237	Syat.g_00468
OG0001587	Prbd.g_01465	Syat.g_02990
OG0001613	Prbd.g_01372	Syat.g_01635
OG0001625	Prbd.g_00981	Syat.g_01938
OG0001635	Prbd.g_01545	Syat.g_02229, Syat.g_01993
OG0001647	Prbd.g_00966	Syat.g_02051
OG0001666	Prbd.g_01880	Syat.g_03349
OG0001669	Prbd.g_01712	Syat.g_01243, Syat.g_02149, Syat.g_02150, Syat.g_02151, Syat.g_02903
OG0001695	Prbd.g_01854	Syat.g_02434
OG0001700	Prbd.g_00827	Syat.g_01074
OG0001745	Prbd.g_01606	Syat.g_00971
OG0002020	Prbd.g_01852	Syat.g_02597
OG0002021	Prbd.g_01850	Syat.g_02450
OG0002022	Prbd.g_01849	Syat.g_02448
OG0002023	Prbd.g_01848	Syat.g_02447
OG0002024	Prbd.g_01844	Syat.g_02554
OG0002029	Prbd.g_01881	Syat.g_03352
OG0002054	Prbd.g_01843	Syat.g_02555
OG0002055	Prbd.g_01846	Syat.g_02428
OG0002107	Prbd.g_00437	Syat.g_00953, Syat.g_02429
OG0002110	Prbd.g_01906, Prbd.g_01905	Syat.g_02552
OG0002131	Prbd.g_01851	Syat.g_02451
OG0002132	Prbd.g_01847	Syat.g_02553
OG0002225	Prbd.g_00436	Syat.g_00950, Syat.g_02431
OG0002249	Prbd.g_00820	Syat.g_01310
OG0002375	Prbd.g_01718	Syat.g_01219
OG0002399	Prbd.g_00818	Syat.g_02487
OG0002432	Prbd.g_01821	Syat.g_02706
OG0002492	Prbd.g_01823	Syat.g_02709
OG0002582	Prbd.g_01709	Syat.g_02247
OG0002592	Prbd.g_01819	Syat.g_02707
OG0002632	Prbd.g_01822	Syat.g_02708
OG0002723	Prbd.g_01717	Syat.g_01218
OG0002776	Prbd.g_00435	Syat.g_00949, Syat.g_02432
OG0002842	Prbd.g_01820	Syat.g_02705
OG0002892	Prbd.g_00442	Syat.g_01895
OG0004282	Prbd.g_01726	Syat.g_01216
