Orthogroup	Prbd	Prbf
OG0001079	Prbd.g_00597	Prbf.g_00995
OG0001080	Prbd.g_00591	Prbf.g_01001
OG0001081	Prbd.g_00589	Prbf.g_01003
OG0001082	Prbd.g_00588	Prbf.g_01004
OG0001083	Prbd.g_00583	Prbf.g_01009
OG0001084	Prbd.g_00582	Prbf.g_01010
OG0001085	Prbd.g_00574	Prbf.g_01293
OG0001086	Prbd.g_00573	Prbf.g_01292
OG0001087	Prbd.g_00556	Prbf.g_01274
OG0001088	Prbd.g_00555	Prbf.g_01273
OG0001089	Prbd.g_00547	Prbf.g_01262
OG0001090	Prbd.g_00008	Prbf.g_01252
OG0001091	Prbd.g_00010	Prbf.g_01030
OG0001092	Prbd.g_00011	Prbf.g_01031
OG0001093	Prbd.g_00016	Prbf.g_01036
OG0001094	Prbd.g_00096	Prbf.g_01029
OG0001095	Prbd.g_00115	Prbf.g_01232
OG0001096	Prbd.g_00128	Prbf.g_01218
OG0001097	Prbd.g_00147	Prbf.g_01198
OG0001098	Prbd.g_00162	Prbf.g_01179
OG0001099	Prbd.g_00194	Prbf.g_00833
OG0001100	Prbd.g_00198	Prbf.g_01329
OG0001101	Prbd.g_00200	Prbf.g_01326
OG0001102	Prbd.g_00203	Prbf.g_01323
OG0001103	Prbd.g_00205	Prbf.g_01321
OG0001104	Prbd.g_00227	Prbf.g_01298
OG0001105	Prbd.g_00231	Prbf.g_01294
OG0001106	Prbd.g_00255	Prbf.g_01126
OG0001107	Prbd.g_00262	Prbf.g_01119
OG0001108	Prbd.g_00266	Prbf.g_01115
OG0001109	Prbd.g_00267	Prbf.g_01114
OG0001110	Prbd.g_00269	Prbf.g_01112
OG0001111	Prbd.g_00270	Prbf.g_01111
OG0001112	Prbd.g_00271	Prbf.g_01110
OG0001113	Prbd.g_00272	Prbf.g_01109
OG0001114	Prbd.g_00273	Prbf.g_01108
OG0001115	Prbd.g_00275	Prbf.g_01106
OG0001116	Prbd.g_00276	Prbf.g_01105
OG0001117	Prbd.g_00277	Prbf.g_01104
OG0001118	Prbd.g_00278	Prbf.g_01103
OG0001119	Prbd.g_00279	Prbf.g_01102
OG0001120	Prbd.g_00281	Prbf.g_01100
OG0001122	Prbd.g_00312	Prbf.g_01080
OG0001123	Prbd.g_00316	Prbf.g_01074
OG0001124	Prbd.g_00318	Prbf.g_01072
OG0001125	Prbd.g_00319	Prbf.g_01070
OG0001126	Prbd.g_00329	Prbf.g_01159
OG0001127	Prbd.g_00330	Prbf.g_01160
OG0001128	Prbd.g_00332	Prbf.g_01162
OG0001129	Prbd.g_00333	Prbf.g_01163
OG0001130	Prbd.g_00334	Prbf.g_01164
OG0001131	Prbd.g_00370	Prbf.g_01705
OG0001132	Prbd.g_00380	Prbf.g_00296
OG0001133	Prbd.g_00414	Prbf.g_00094
OG0001134	Prbd.g_00427	Prbf.g_00788
OG0001135	Prbd.g_00430	Prbf.g_00785
OG0001136	Prbd.g_00465	Prbf.g_00915
OG0001137	Prbd.g_00476	Prbf.g_00927
OG0001138	Prbd.g_00494	Prbf.g_00948
OG0001139	Prbd.g_00495	Prbf.g_00950
OG0001140	Prbd.g_00496	Prbf.g_00951
OG0001141	Prbd.g_00497	Prbf.g_00952
OG0001142	Prbd.g_00498	Prbf.g_00953
OG0001143	Prbd.g_00505	Prbf.g_00960
OG0001144	Prbd.g_00510	Prbf.g_00965
OG0001145	Prbd.g_01809	Prbf.g_00034
OG0001146	Prbd.g_01797	Prbf.g_00022
OG0001147	Prbd.g_01778	Prbf.g_00002
OG0001148	Prbd.g_01762	Prbf.g_00097
OG0001149	Prbd.g_01761	Prbf.g_00098
OG0001150	Prbd.g_01760	Prbf.g_00099
OG0001151	Prbd.g_01749	Prbf.g_00110
OG0001152	Prbd.g_01748	Prbf.g_00111
OG0001153	Prbd.g_01657	Prbf.g_00189
OG0001154	Prbd.g_01656	Prbf.g_00190
OG0001155	Prbd.g_01644	Prbf.g_00207
OG0001156	Prbd.g_01641	Prbf.g_00210
OG0001157	Prbd.g_01640	Prbf.g_00211
OG0001158	Prbd.g_01639	Prbf.g_00212
OG0001159	Prbd.g_01638	Prbf.g_00213
OG0001160	Prbd.g_01613	Prbf.g_00239
OG0001161	Prbd.g_01600	Prbf.g_00750
OG0001162	Prbd.g_01589	Prbf.g_00812
OG0001163	Prbd.g_01533	Prbf.g_00702
OG0001164	Prbd.g_01529	Prbf.g_00698
OG0001165	Prbd.g_01526	Prbf.g_00695
OG0001166	Prbd.g_01506	Prbf.g_00674
OG0001167	Prbd.g_01489	Prbf.g_00657
OG0001168	Prbd.g_01487	Prbf.g_00655
OG0001169	Prbd.g_01485	Prbf.g_00653
OG0001170	Prbd.g_01483	Prbf.g_00651
OG0001171	Prbd.g_01473	Prbf.g_00641
OG0001172	Prbd.g_01460	Prbf.g_00625
OG0001173	Prbd.g_01459	Prbf.g_00624
OG0001174	Prbd.g_01451	Prbf.g_00616
OG0001175	Prbd.g_01450	Prbf.g_00615
OG0001176	Prbd.g_01443	Prbf.g_00607
OG0001177	Prbd.g_01440	Prbf.g_00605
OG0001178	Prbd.g_01435	Prbf.g_00688
OG0001179	Prbd.g_01407	Prbf.g_00575
OG0001180	Prbd.g_01385	Prbf.g_00552
OG0001181	Prbd.g_01381	Prbf.g_00548
OG0001182	Prbd.g_01374	Prbf.g_00540
OG0001183	Prbd.g_01370	Prbf.g_00535
OG0001184	Prbd.g_01354	Prbf.g_00517
OG0001185	Prbd.g_01340	Prbf.g_00501
OG0001186	Prbd.g_01316	Prbf.g_00476
OG0001187	Prbd.g_01311	Prbf.g_00473
OG0001188	Prbd.g_01309	Prbf.g_00471
OG0001189	Prbd.g_01292	Prbf.g_00455
OG0001190	Prbd.g_01288	Prbf.g_00450
OG0001191	Prbd.g_01278	Prbf.g_00440
OG0001192	Prbd.g_01274	Prbf.g_00435
OG0001193	Prbd.g_01264	Prbf.g_00423
OG0001194	Prbd.g_01263	Prbf.g_00422
OG0001195	Prbd.g_01262	Prbf.g_00421
OG0001196	Prbd.g_01249	Prbf.g_00405
OG0001197	Prbd.g_01248	Prbf.g_00403
OG0001198	Prbd.g_01240	Prbf.g_00396
OG0001199	Prbd.g_01170	Prbf.g_01401
OG0001200	Prbd.g_01168	Prbf.g_01403
OG0001201	Prbd.g_01136	Prbf.g_01436
OG0001202	Prbd.g_01041	Prbf.g_01534
OG0001203	Prbd.g_01001	Prbf.g_01576
OG0001204	Prbd.g_00996	Prbf.g_01582
OG0001205	Prbd.g_00797	Prbf.g_01729
OG0001206	Prbd.g_00780	Prbf.g_01749
OG0001207	Prbd.g_00765	Prbf.g_01760
OG0001208	Prbd.g_00760	Prbf.g_01765
OG0001209	Prbd.g_00707	Prbf.g_01816
OG0001210	Prbd.g_00702	Prbf.g_01821
OG0001211	Prbd.g_00692	Prbf.g_01831
OG0001212	Prbd.g_00648	Prbf.g_01878
OG0001213	Prbd.g_00615	Prbf.g_01913
OG0001214	Prbd.g_00607	Prbf.g_00984
OG0001215	Prbd.g_00554	Prbf.g_01272
OG0001216	Prbd.g_00009	Prbf.g_01251
OG0001217	Prbd.g_00049	Prbf.g_00280
OG0001218	Prbd.g_00056	Prbf.g_00855
OG0001219	Prbd.g_00091	Prbf.g_01146
OG0001220	Prbd.g_00154	Prbf.g_01189
OG0001221	Prbd.g_00217	Prbf.g_01309
OG0001222	Prbd.g_00256	Prbf.g_01067
OG0001223	Prbd.g_00282	Prbf.g_01099
OG0001224	Prbd.g_00336	Prbf.g_01166
OG0001225	Prbd.g_00338	Prbf.g_01168
OG0001226	Prbd.g_00364	Prbf.g_01921
OG0001227	Prbd.g_00383	Prbf.g_00870
OG0001228	Prbd.g_00513	Prbf.g_00968
OG0001229	Prbd.g_01766	Prbf.g_00856
OG0001230	Prbd.g_01697	Prbf.g_00150
OG0001231	Prbd.g_01591	Prbf.g_01706
OG0001232	Prbd.g_01502	Prbf.g_00670
OG0001233	Prbd.g_01482	Prbf.g_00650
OG0001234	Prbd.g_01448	Prbf.g_00613
OG0001235	Prbd.g_01438	Prbf.g_00609
OG0001236	Prbd.g_01357	Prbf.g_00520
OG0001237	Prbd.g_01353	Prbf.g_00516
OG0001238	Prbd.g_01277	Prbf.g_00439
OG0001239	Prbd.g_01173	Prbf.g_01398
OG0001240	Prbd.g_01151	Prbf.g_01419
OG0001241	Prbd.g_01143	Prbf.g_01429
OG0001242	Prbd.g_01124	Prbf.g_01449
OG0001243	Prbd.g_01118	Prbf.g_01456
OG0001244	Prbd.g_01101	Prbf.g_01471
OG0001245	Prbd.g_00858	Prbf.g_00879
OG0001247	Prbd.g_00561	Prbf.g_01279
OG0001248	Prbd.g_00559	Prbf.g_01277
OG0001249	Prbd.g_00080	Prbf.g_01675
OG0001250	Prbd.g_00143	Prbf.g_01202
OG0001251	Prbd.g_00191	Prbf.g_00837
OG0001252	Prbd.g_00331	Prbf.g_01161
OG0001253	Prbd.g_00384	Prbf.g_01924
OG0001254	Prbd.g_00429	Prbf.g_00786
OG0001255	Prbd.g_00452	Prbf.g_00900
OG0001256	Prbd.g_01598	Prbf.g_00246
OG0001258	Prbd.g_01528	Prbf.g_00697
OG0001259	Prbd.g_01484	Prbf.g_00652
OG0001260	Prbd.g_01467	Prbf.g_00635
OG0001261	Prbd.g_01399	Prbf.g_00567
OG0001263	Prbd.g_01115	Prbf.g_01458
OG0001265	Prbd.g_01125	Prbf.g_01448
OG0001266	Prbd.g_01037	Prbf.g_01538
OG0001267	Prbd.g_00959	Prbf.g_01620
OG0001268	Prbd.g_00900	Prbf.g_01683
OG0001269	Prbd.g_00880	Prbf.g_01190
OG0001270	Prbd.g_00808	Prbf.g_01718
OG0001271	Prbd.g_00770	Prbf.g_01755
OG0001272	Prbd.g_00756	Prbf.g_01769
OG0001273	Prbd.g_00613	Prbf.g_00978
OG0001274	Prbd.g_00541	Prbf.g_01562
OG0001275	Prbd.g_00292	Prbf.g_01089
OG0001276	Prbd.g_00315	Prbf.g_01075
OG0001277	Prbd.g_00372	Prbf.g_00417
OG0001278	Prbd.g_00518	Prbf.g_00972
OG0001279	Prbd.g_01893	Prbf.g_00339
OG0001280	Prbd.g_01802	Prbf.g_00027
OG0001281	Prbd.g_01796	Prbf.g_00021
OG0001282	Prbd.g_01763	Prbf.g_00096
OG0001283	Prbd.g_01744	Prbf.g_00408
OG0001284	Prbd.g_01618, Prbd.g_01619	Prbf.g_00232
OG0001285	Prbd.g_01499	Prbf.g_00667
OG0001286	Prbd.g_01387	Prbf.g_00554
OG0001287	Prbd.g_01333	Prbf.g_00494
OG0001288	Prbd.g_01324	Prbf.g_00483
OG0001289	Prbd.g_01157	Prbf.g_01413
OG0001290	Prbd.g_01144	Prbf.g_01428
OG0001291	Prbd.g_01108	Prbf.g_01466
OG0001292	Prbd.g_00991	Prbf.g_01587
OG0001293	Prbd.g_00978	Prbf.g_01600
OG0001295	Prbd.g_00775	Prbf.g_00824
OG0001296	Prbd.g_00733	Prbf.g_01792
OG0001297	Prbd.g_00728	Prbf.g_01797
OG0001298	Prbd.g_00666	Prbf.g_01858
OG0001299	Prbd.g_00578	Prbf.g_01015
OG0001300	Prbd.g_00551	Prbf.g_01268
OG0001301	Prbd.g_00548	Prbf.g_01263
OG0001302	Prbd.g_00089	Prbf.g_01150
OG0001303	Prbd.g_00296	Prbf.g_00731
OG0001304	Prbd.g_00325	Prbf.g_01062
OG0001305	Prbd.g_00344	Prbf.g_01174
OG0001306	Prbd.g_00454	Prbf.g_00903
OG0001307	Prbd.g_01781	Prbf.g_00070
OG0001308	Prbd.g_01679	Prbf.g_00167
OG0001309	Prbd.g_01594	Prbf.g_00274
OG0001310	Prbd.g_01513	Prbf.g_00680
OG0001311	Prbd.g_00317	Prbf.g_01073
OG0001312	Prbd.g_00245	Prbf.g_01137
OG0001314	Prbd.g_00039	Prbf.g_00372
OG0001315	Prbd.g_01182	Prbf.g_00865
OG0001316	Prbd.g_01102	Prbf.g_01470
OG0001317	Prbd.g_01005	Prbf.g_01572
OG0001318	Prbd.g_00983	Prbf.g_01596
OG0001319	Prbd.g_00967	Prbf.g_01613
OG0001320	Prbd.g_00856	Prbf.g_00765, Prbf.g_00732
OG0001321	Prbd.g_00791	Prbf.g_01735
OG0001322	Prbd.g_00790	Prbf.g_01736
OG0001323	Prbd.g_00723	Prbf.g_01802
OG0001324	Prbd.g_00550	Prbf.g_01267
OG0001325	Prbd.g_00012	Prbf.g_01032
OG0001327	Prbd.g_00356	Prbf.g_01332
OG0001328	Prbd.g_00382	Prbf.g_00045
OG0001329	Prbd.g_00421	Prbf.g_00734
OG0001331	Prbd.g_01758	Prbf.g_00101
OG0001332	Prbd.g_01646	Prbf.g_00203
OG0001333	Prbd.g_01488	Prbf.g_00656
OG0001334	Prbd.g_01367	Prbf.g_00532
OG0001335	Prbd.g_01366	Prbf.g_00531
OG0001339	Prbd.g_01141	Prbf.g_01431
OG0001340	Prbd.g_00911	Prbf.g_01671
OG0001341	Prbd.g_00047	Prbf.g_00863
OG0001342	Prbd.g_00084	Prbf.g_00711
OG0001343	Prbd.g_00188	Prbf.g_00840
OG0001344	Prbd.g_00472	Prbf.g_00922
OG0001345	Prbd.g_00487	Prbf.g_00938
OG0001346	Prbd.g_01800	Prbf.g_00025
OG0001348	Prbd.g_01570	Prbf.g_00826
OG0001349	Prbd.g_01719	Prbf.g_00119
OG0001350	Prbd.g_01002, Prbd.g_01537	Prbf.g_01575
OG0001351	Prbd.g_00788	Prbf.g_01741
OG0001352	Prbd.g_00564	Prbf.g_01283
OG0001353	Prbd.g_00134	Prbf.g_01212
OG0001354	Prbd.g_00274	Prbf.g_01107
OG0001356	Prbd.g_00830	Prbf.g_00705
OG0001359	Prbd.g_00189	Prbf.g_00839
OG0001362	Prbd.g_01675	Prbf.g_00171
OG0001363	Prbd.g_01673	Prbf.g_00173
OG0001364	Prbd.g_01364	Prbf.g_00529
OG0001365	Prbd.g_01284	Prbf.g_00446
OG0001369	Prbd.g_01152	Prbf.g_01418
OG0001371	Prbd.g_00565	Prbf.g_01284
OG0001372	Prbd.g_00055	Prbf.g_01922
OG0001375	Prbd.g_00187	Prbf.g_00841
OG0001379	Prbd.g_01807	Prbf.g_00032
OG0001380	Prbd.g_01776	Prbf.g_00853, Prbf.g_00066
OG0001381	Prbd.g_01770	Prbf.g_00893
OG0001382	Prbd.g_01578	Prbf.g_00063
OG0001394	Prbd.g_00221	Prbf.g_01305
OG0001397	Prbd.g_01674	Prbf.g_00172
OG0001398	Prbd.g_01565	Prbf.g_00801
OG0001402	Prbd.g_00063	Prbf.g_01907
OG0001403	Prbd.g_01207	Prbf.g_01353
OG0001404	Prbd.g_01176	Prbf.g_01395
OG0001407	Prbd.g_00362	Prbf.g_00059
OG0001409	Prbd.g_00475	Prbf.g_00926
OG0001410	Prbd.g_01780	Prbf.g_00069
OG0001411	Prbd.g_01732	Prbf.g_01388
OG0001414	Prbd.g_01010	Prbf.g_01567
OG0001415	Prbd.g_01008	Prbf.g_01569
OG0001418	Prbd.g_00560	Prbf.g_01278
OG0001419	Prbd.g_00363	Prbf.g_00060
OG0001421	Prbd.g_01597	Prbf.g_00247
OG0001422	Prbd.g_01572	Prbf.g_00056
OG0001423	Prbd.g_00832	Prbf.g_00361
OG0001424	Prbd.g_00379, Prbd.g_00192	Prbf.g_00299
OG0001428	Prbd.g_01068	Prbf.g_01506
OG0001429	Prbd.g_00092	Prbf.g_01145
OG0001431	Prbd.g_01860	Prbf.g_00872, Prbf.g_00816
OG0001433	Prbd.g_00829	Prbf.g_00706
OG0001434	Prbd.g_00225	Prbf.g_01300
OG0001435	Prbd.g_00202	Prbf.g_01324
OG0001437	Prbd.g_01009	Prbf.g_01568
OG0001440	Prbd.g_00833	Prbf.g_00729, Prbf.g_00735
OG0001446	Prbd.g_01165	Prbf.g_00291
OG0001448	Prbd.g_00872	Prbf.g_01739
OG0001450	Prbd.g_00557	Prbf.g_01275
OG0001451	Prbd.g_00163	Prbf.g_01178
OG0001460	Prbd.g_00828	Prbf.g_00707
OG0001461	Prbd.g_00823	Prbf.g_01379
OG0001463	Prbd.g_00953	Prbf.g_01627
OG0001464	Prbd.g_00910	Prbf.g_01672
OG0001465	Prbd.g_00542	Prbf.g_01256
OG0001467	Prbd.g_00081	Prbf.g_00090
OG0001468	Prbd.g_00354	Prbf.g_00849
OG0001472	Prbd.g_01595	Prbf.g_01930
OG0001481	Prbd.g_00865	Prbf.g_00046
OG0001483	Prbd.g_01913	Prbf.g_00777
OG0001484	Prbd.g_01837	Prbf.g_00262
OG0001485	Prbd.g_01561	Prbf.g_00346
OG0001486	Prbd.g_00466	Prbf.g_00916
OG0001491	Prbd.g_00087	Prbf.g_01153
OG0001500	Prbd.g_00976	Prbf.g_01602
OG0001501	Prbd.g_00539	Prbf.g_01334
OG0001503	Prbd.g_00434	Prbf.g_00285
OG0001506	Prbd.g_01648	Prbf.g_00201
OG0001521	Prbd.g_00048	Prbf.g_01155
OG0001522	Prbd.g_00135	Prbf.g_01211
OG0001523	Prbd.g_00431	Prbf.g_00783
OG0001524	Prbd.g_00432	Prbf.g_00782
OG0001525	Prbd.g_01586	Prbf.g_00728
OG0001549	Prbd.g_00161	Prbf.g_01180
OG0001550	Prbd.g_00418	Prbf.g_00281
OG0001552	Prbd.g_01922	Prbf.g_00250
OG0001566	Prbd.g_00568	Prbf.g_01287
OG0001569	Prbd.g_00390	Prbf.g_00375
OG0001571	Prbd.g_00412	Prbf.g_00336
OG0001572	Prbd.g_00003	Prbf.g_00338
OG0001581	Prbd.g_01096	Prbf.g_00007
OG0001583	Prbd.g_00086	Prbf.g_01154
OG0001584	Prbd.g_00237	Prbf.g_01025
OG0001587	Prbd.g_01465	Prbf.g_00633
OG0001595	Prbd.g_01177	Prbf.g_01393
OG0001596	Prbd.g_01169	Prbf.g_01402
OG0001597	Prbd.g_00877	Prbf.g_00198
OG0001598	Prbd.g_00835	Prbf.g_01265
OG0001599	Prbd.g_00782	Prbf.g_01747
OG0001600	Prbd.g_00731	Prbf.g_01794
OG0001601	Prbd.g_00570	Prbf.g_01289
OG0001603	Prbd.g_00088	Prbf.g_01151
OG0001604	Prbd.g_00214	Prbf.g_01312
OG0001605	Prbd.g_00308	Prbf.g_00286
OG0001606	Prbd.g_00369	Prbf.g_00276
OG0001607	Prbd.g_00433	Prbf.g_00348
OG0001608	Prbd.g_01773	Prbf.g_01059
OG0001609	Prbd.g_01650	Prbf.g_00199
OG0001610	Prbd.g_01647	Prbf.g_00202
OG0001611	Prbd.g_01584	Prbf.g_00772
OG0001626	Prbd.g_00046	Prbf.g_00353
OG0001628	Prbd.g_00058, Prbd.g_01923	Prbf.g_01920
OG0001629	Prbd.g_00059	Prbf.g_00327
OG0001630	Prbd.g_00195	Prbf.g_00832
OG0001631	Prbd.g_00359	Prbf.g_00344
OG0001648	Prbd.g_00866	Prbf.g_00757
OG0001649	Prbd.g_00360	Prbf.g_00278
OG0001650	Prbd.g_01784	Prbf.g_00819
OG0001651	Prbd.g_01585	Prbf.g_00882
OG0001662	Prbd.g_00400	Prbf.g_00799
OG0001663	Prbd.g_00451	Prbf.g_00899
OG0001664	Prbd.g_01866	Prbf.g_00795
OG0001665	Prbd.g_01863	Prbf.g_00892
OG0001669	Prbd.g_01712	Prbf.g_00008, Prbf.g_00751
OG0001685	Prbd.g_00165	Prbf.g_01925
OG0001686	Prbd.g_00307	Prbf.g_00878
OG0001687	Prbd.g_00353	Prbf.g_01745
OG0001689	Prbd.g_01326	Prbf.g_00485
OG0001697	Prbd.g_00173	Prbf.g_01152
OG0001699	Prbd.g_01912	Prbf.g_00789
OG0001705	Prbd.g_00840	Prbf.g_00631
OG0001706	Prbd.g_01901	Prbf.g_00806
OG0001707	Prbd.g_00377	Prbf.g_00871
OG0001710	Prbd.g_01445	Prbf.g_01938
OG0001725	Prbd.g_00850	Prbf.g_00810
OG0001820	Prbd.g_00041, Prbd.g_01896	Prbf.g_00297
OG0001988	Prbd.g_01785	Prbf.g_00050
OG0002034	Prbd.g_00526	Prbf.g_01916
OG0002275	Prbd.g_00532	Prbf.g_00723
OG0002321	Prbd.g_01741	Prbf.g_00125
