Orthogroup	Prba	Syap
OG0001418	Prba.g_01633	Syap.g_00221
OG0001420	Prba.g_00741	Syap.g_02736
OG0001422	Prba.g_00272	Syap.g_01682
OG0001425	Prba.g_00828	Syap.g_01024
OG0001428	Prba.g_00628	Syap.g_01196
OG0001432	Prba.g_00305	Syap.g_01967
OG0001433	Prba.g_01536	Syap.g_00790
OG0001434	Prba.g_01376	Syap.g_00167
OG0001437	Prba.g_00449	Syap.g_00448
OG0001439	Prba.g_00523	Syap.g_01674
OG0001441	Prba.g_00940	Syap.g_02749
OG0001447	Prba.g_01914	Syap.g_02218
OG0001452	Prba.g_01408	Syap.g_01590
OG0001453	Prba.g_01315	Syap.g_02687
OG0001456	Prba.g_00087	Syap.g_01828
OG0001457	Prba.g_00086	Syap.g_01826
OG0001458	Prba.g_00085	Syap.g_01825
OG0001459	Prba.g_01150	Syap.g_00351
OG0001460	Prba.g_01537	Syap.g_00789
OG0001474	Prba.g_00556	Syap.g_00562
OG0001475	Prba.g_00162	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001479	Prba.g_00553	Syap.g_00565
OG0001492	Prba.g_00016	Syap.g_02441
OG0001493	Prba.g_00008	Syap.g_02433
OG0001502	Prba.g_01529	Syap.g_00833
OG0001504	Prba.g_01151	Syap.g_00350
OG0001507	Prba.g_00250	Syap.g_00227
OG0001508	Prba.g_00174	Syap.g_00808
OG0001546	Prba.g_00937	Syap.g_02745
OG0001547	Prba.g_01527	Syap.g_00840, Syap.g_00839
OG0001553	Prba.g_00716	Syap.g_02121
OG0001564	Prba.g_00133	Syap.g_00876
OG0001567	Prba.g_01528	Syap.g_00838
OG0001568	Prba.g_01526	Syap.g_00842
OG0001570	Prba.g_00738	Syap.g_00438
OG0001584	Prba.g_01364	Syap.g_00183
OG0001587	Prba.g_00353	Syap.g_02669
OG0001613	Prba.g_01058	Syap.g_00597
OG0001632	Prba.g_01139	Syap.g_02524
OG0001635	Prba.g_00244	Syap.g_01127
OG0001745	Prba.g_00306	Syap.g_02401
OG0001919	Prba.g_00893	Syap.g_01968
OG0002026	Prba.g_00892	Syap.g_00821
OG0002029	Prba.g_01148	Syap.g_00356
OG0002098	Prba.g_00147	Syap.g_02161
OG0002349	Prba.g_00575	Syap.g_01515
OG0002495	Prba.g_01212	Syap.g_00398
OG0002588	Prba.g_00119	Syap.g_02162
OG0002628	Prba.g_00156	Syap.g_01081
OG0002651	Prba.g_00150	Syap.g_00854
OG0002666	Prba.g_01108	Syap.g_02425
OG0002699	Prba.g_00169	Syap.g_01710
OG0002733	Prba.g_01109	Syap.g_01679
OG0003223	Prba.g_00170	Syap.g_01709
