Orthogroup	Prba	Syag
OG0001177	Prba.g_00380	Syag.g_02720
OG0001178	Prba.g_00385	Syag.g_01694
OG0001179	Prba.g_00413	Syag.g_02754
OG0001180	Prba.g_00435	Syag.g_02780
OG0001181	Prba.g_01048	Syag.g_02784
OG0001182	Prba.g_01055	Syag.g_02793
OG0001183	Prba.g_01060	Syag.g_02798
OG0001184	Prba.g_01076	Syag.g_02428
OG0001185	Prba.g_00762	Syag.g_02399
OG0001186	Prba.g_00786	Syag.g_02364
OG0001187	Prba.g_00790	Syag.g_02361
OG0001188	Prba.g_00793	Syag.g_02359
OG0001189	Prba.g_00810	Syag.g_02334
OG0001190	Prba.g_00814	Syag.g_02126
OG0001191	Prba.g_00824	Syag.g_02142
OG0001192	Prba.g_00829	Syag.g_02149
OG0001193	Prba.g_00839	Syag.g_02182
OG0001194	Prba.g_00840	Syag.g_02185
OG0001195	Prba.g_00841	Syag.g_02186
OG0001196	Prba.g_01782	Syag.g_02254
OG0001197	Prba.g_01783	Syag.g_02256
OG0001198	Prba.g_01790	Syag.g_02269
OG0001199	Prba.g_01862	Syag.g_01825
OG0001200	Prba.g_01864	Syag.g_01827
OG0001201	Prba.g_01896	Syag.g_01886
OG0001202	Prba.g_00655	Syag.g_02032
OG0001203	Prba.g_00457	Syag.g_01783
OG0001204	Prba.g_00462	Syag.g_02673
OG0001206	Prba.g_00999	Syag.g_01328
OG0001207	Prba.g_00984	Syag.g_01536
OG0001208	Prba.g_00979	Syag.g_01526
OG0001209	Prba.g_00926	Syag.g_01451
OG0001210	Prba.g_01775	Syag.g_01442
OG0001211	Prba.g_01765	Syag.g_00272
OG0001212	Prba.g_01721	Syag.g_00334
OG0001213	Prba.g_01688	Syag.g_00394
OG0001214	Prba.g_01680	Syag.g_00412
OG0001215	Prba.g_01627	Syag.g_01014
OG0001216	Prba.g_01592	Syag.g_00920
OG0001217	Prba.g_01554	Syag.g_00151
OG0001218	Prba.g_01547	Syag.g_01364
OG0001219	Prba.g_01510	Syag.g_00767
OG0001220	Prba.g_01447	Syag.g_00743
OG0001221	Prba.g_01384	Syag.g_00628
OG0001222	Prba.g_01345	Syag.g_00797
OG0001223	Prba.g_01319	Syag.g_00843
OG0001224	Prba.g_01268	Syag.g_00969
OG0001225	Prba.g_01266	Syag.g_00971
OG0001226	Prba.g_01240	Syag.g_01835
OG0001227	Prba.g_01222	Syag.g_01240
OG0001228	Prba.g_00018	Syag.g_00709
OG0001229	Prba.g_00198	Syag.g_00997
OG0001230	Prba.g_00105	Syag.g_01430
OG0001231	Prba.g_00291	Syag.g_02289
OG0001232	Prba.g_00597	Syag.g_01724
OG0001233	Prba.g_00577	Syag.g_01745
OG0001234	Prba.g_00372	Syag.g_02708
OG0001235	Prba.g_00382	Syag.g_02715
OG0001236	Prba.g_01073	Syag.g_02432
OG0001237	Prba.g_01077	Syag.g_02426
OG0001238	Prba.g_00825	Syag.g_02144
OG0001239	Prba.g_01859	Syag.g_01822
OG0001240	Prba.g_01881	Syag.g_01869
OG0001241	Prba.g_01889	Syag.g_01879
OG0001243	Prba.g_01913	Syag.g_01920
OG0001244	Prba.g_01929	Syag.g_01948
OG0001245	Prba.g_00874	Syag.g_00213
OG0001246	Prba.g_00957	Syag.g_01498
OG0001247	Prba.g_01634	Syag.g_00710
OG0001248	Prba.g_01632	Syag.g_00175
OG0001249	Prba.g_01521	Syag.g_02837
OG0001250	Prba.g_01458	Syag.g_00725
OG0001251	Prba.g_01410	Syag.g_00472
OG0001252	Prba.g_01273	Syag.g_00960
OG0001253	Prba.g_01221	Syag.g_00094
OG0001254	Prba.g_00095	Syag.g_02165
OG0001255	Prba.g_00080	Syag.g_00440
OG0001256	Prba.g_00298	Syag.g_01673
OG0001257	Prba.g_00292	Syag.g_00176
OG0001258	Prba.g_00229	Syag.g_01683
OG0001259	Prba.g_00579	Syag.g_01743
OG0001260	Prba.g_00563	Syag.g_01763
OG0001261	Prba.g_00421	Syag.g_02763
OG0001262	Prba.g_00808	Syag.g_02336
OG0001263	Prba.g_01916	Syag.g_01923
OG0001265	Prba.g_01906	Syag.g_01910
OG0001266	Prba.g_00659	Syag.g_02036
OG0001267	Prba.g_00497	Syag.g_02598
OG0001268	Prba.g_00555	Syag.g_02850
OG0001269	Prba.g_00853	Syag.g_00480
OG0001270	Prba.g_01027	Syag.g_00030
OG0001271	Prba.g_00989	Syag.g_01353
OG0001272	Prba.g_00975	Syag.g_01522
OG0001273	Prba.g_01686	Syag.g_00405
OG0001274	Prba.g_01614	Syag.g_02076
OG0001275	Prba.g_01309	Syag.g_00857
OG0001276	Prba.g_01289	Syag.g_00874
OG0001278	Prba.g_00013	Syag.g_01054
OG0001279	Prba.g_01136	Syag.g_00490
OG0001280	Prba.g_01191	Syag.g_01189
OG0001281	Prba.g_01197	Syag.g_01219
OG0001282	Prba.g_00195	Syag.g_01538
OG0001283	Prba.g_00176	Syag.g_02248
OG0001284	Prba.g_00318	Syag.g_01656
OG0001285	Prba.g_00594	Syag.g_00142, Syag.g_02205
OG0001286	Prba.g_00433	Syag.g_02778
OG0001287	Prba.g_00770	Syag.g_02391
OG0001288	Prba.g_00779	Syag.g_02373
OG0001289	Prba.g_01875	Syag.g_01850
OG0001290	Prba.g_01888	Syag.g_01878
OG0001291	Prba.g_01923	Syag.g_01933
OG0001292	Prba.g_00467	Syag.g_02667
OG0001293	Prba.g_00479	Syag.g_02625
OG0001294	Prba.g_00872	Syag.g_00593
OG0001295	Prba.g_00994	Syag.g_00968
OG0001296	Prba.g_00952	Syag.g_01492
OG0001297	Prba.g_00947	Syag.g_01488
OG0001298	Prba.g_01739	Syag.g_00309
OG0001299	Prba.g_01651	Syag.g_00582
OG0001300	Prba.g_01624	Syag.g_01003
OG0001301	Prba.g_01621	Syag.g_00987
OG0001302	Prba.g_01512	Syag.g_00442
OG0001303	Prba.g_01305	Syag.g_00769
OG0001304	Prba.g_01279	Syag.g_00890
OG0001305	Prba.g_01260	Syag.g_00981
OG0001306	Prba.g_00078	Syag.g_01160
OG0001307	Prba.g_00213	Syag.g_00577
OG0001308	Prba.g_00703	Syag.g_01406
OG0001309	Prba.g_00294	Syag.g_01482
OG0001311	Prba.g_01287	Syag.g_00876
OG0001312	Prba.g_01356	Syag.g_00779
OG0001314	Prba.g_01562	Syag.g_00118
OG0001315	Prba.g_01850	Syag.g_02796
OG0001316	Prba.g_01928	Syag.g_01940
OG0001317	Prba.g_00453	Syag.g_01787
OG0001318	Prba.g_00475	Syag.g_02633
OG0001319	Prba.g_00490	Syag.g_02609
OG0001321	Prba.g_01010	Syag.g_00050
OG0001322	Prba.g_01009	Syag.g_00051
OG0001323	Prba.g_00942	Syag.g_01479
OG0001324	Prba.g_01623	Syag.g_01002
OG0001325	Prba.g_01589	Syag.g_00916
OG0001326	Prba.g_01422	Syag.g_02190, Syag.g_02195
OG0001328	Prba.g_01223	Syag.g_00620
OG0001329	Prba.g_00104, Prba.g_00721	Syag.g_00498
OG0001330	Prba.g_01166	Syag.g_01181
OG0001331	Prba.g_00190	Syag.g_01543
OG0001332	Prba.g_00345	Syag.g_01611
OG0001333	Prba.g_00583	Syag.g_01739
OG0001334	Prba.g_01063	Syag.g_02807
OG0001335	Prba.g_01064	Syag.g_02808
OG0001336	Prba.g_01779	Syag.g_02249
OG0001339	Prba.g_01891	Syag.g_01881
OG0001341	Prba.g_01556	Syag.g_00233
OG0001343	Prba.g_01413	Syag.g_00562
OG0001344	Prba.g_00059	Syag.g_01136
OG0001345	Prba.g_00044	Syag.g_01108
OG0001346	Prba.g_01193	Syag.g_01193
OG0001349	Prba.g_00116	Syag.g_02479
OG0001351	Prba.g_01007	Syag.g_00055
OG0001352	Prba.g_01637	Syag.g_01459
OG0001353	Prba.g_01467	Syag.g_00716
OG0001354	Prba.g_01327	Syag.g_00830
OG0001356	Prba.g_01535	Syag.g_00942
OG0001358	Prba.g_01697	Syag.g_00374
OG0001359	Prba.g_01412	Syag.g_00561
OG0001360	Prba.g_01220	Syag.g_01106
OG0001361	Prba.g_00047	Syag.g_01111
OG0001364	Prba.g_01066	Syag.g_02448
OG0001365	Prba.g_00818	Syag.g_02131
OG0001369	Prba.g_01880	Syag.g_01868
OG0001373	Prba.g_01423	Syag.g_02194
OG0001374	Prba.g_01415	Syag.g_02202
OG0001375	Prba.g_01414	Syag.g_00563
OG0001376	Prba.g_01254	Syag.g_02153
OG0001377	Prba.g_01253	Syag.g_02152
OG0001378	Prba.g_00750	Syag.g_00028
OG0001379	Prba.g_01186	Syag.g_01183
OG0001380	Prba.g_00208	Syag.g_00252
OG0001385	Prba.g_01426	Syag.g_02191
OG0001386	Prba.g_01425	Syag.g_02192
OG0001387	Prba.g_01424	Syag.g_02193
OG0001388	Prba.g_01421	Syag.g_02196
OG0001389	Prba.g_01420	Syag.g_02197
OG0001390	Prba.g_01419	Syag.g_02198
OG0001391	Prba.g_01418	Syag.g_02199
OG0001392	Prba.g_01417	Syag.g_02200
OG0001393	Prba.g_01416	Syag.g_02201
OG0001395	Prba.g_01277	Syag.g_00898
OG0001398	Prba.g_00265	Syag.g_00751
OG0001402	Prba.g_01540	Syag.g_00379
OG0001403	Prba.g_01823	Syag.g_02308
OG0001404	Prba.g_01856	Syag.g_01818
OG0001405	Prba.g_00542	Syag.g_02810
OG0001406	Prba.g_01255	Syag.g_02154
OG0001408	Prba.g_01237	Syag.g_00450
OG0001409	Prba.g_00056	Syag.g_01125
OG0001410	Prba.g_00212	Syag.g_00576
OG0001411	Prba.g_00151	Syag.g_02424
OG0001413	Prba.g_00303	Syag.g_00224
OG0001416	Prba.g_01002	Syag.g_01198
OG0001417	Prba.g_00992	Syag.g_00829
OG0001419	Prba.g_01241	Syag.g_01466
OG0001420	Prba.g_00741	Syag.g_01465
OG0001425	Prba.g_00828	Syag.g_02148
OG0001428	Prba.g_00628	Syag.g_01981
OG0001429	Prba.g_01509	Syag.g_00770
OG0001432	Prba.g_00305	Syag.g_00448
OG0001433	Prba.g_01536	Syag.g_00943
OG0001439	Prba.g_00523	Syag.g_02554
OG0001442	Prba.g_01564	Syag.g_00648
OG0001447	Prba.g_01914	Syag.g_01921
OG0001448	Prba.g_00860	Syag.g_01350
OG0001449	Prba.g_00896	Syag.g_02676
OG0001452	Prba.g_01408	Syag.g_02638
OG0001453	Prba.g_01315	Syag.g_00849
OG0001454	Prba.g_01227	Syag.g_00204
OG0001456	Prba.g_00087	Syag.g_02212
OG0001457	Prba.g_00086	Syag.g_02213
OG0001458	Prba.g_00085	Syag.g_02214
OG0001459	Prba.g_01150	Syag.g_00535
OG0001460	Prba.g_01537	Syag.g_00944
OG0001462	Prba.g_01827	Syag.g_02315
OG0001465	Prba.g_01615	Syag.g_00940
OG0001467	Prba.g_01520	Syag.g_01322
OG0001471	Prba.g_00302	Syag.g_02563
OG0001472	Prba.g_00295	Syag.g_00104
OG0001473	Prba.g_00787	Syag.g_00471
OG0001474	Prba.g_00556	Syag.g_02851
OG0001475	Prba.g_00162	Syag.g_02418
OG0001479	Prba.g_00553	Syag.g_02848
OG0001480	Prba.g_00862	Syag.g_00451
OG0001482	Prba.g_01004	Syag.g_00839
OG0001486	Prba.g_00066	Syag.g_01143
OG0001492	Prba.g_00016	Syag.g_01057
OG0001493	Prba.g_00008	Syag.g_01045
OG0001502	Prba.g_01529	Syag.g_00739
OG0001504	Prba.g_01151	Syag.g_00534
OG0001507	Prba.g_00250	Syag.g_01794, Syag.g_00083
OG0001508	Prba.g_00174	Syag.g_02421
OG0001520	Prba.g_00888	Syag.g_00294
OG0001525	Prba.g_00286	Syag.g_00464
OG0001546	Prba.g_00937	Syag.g_01473
OG0001547	Prba.g_01527	Syag.g_00753
OG0001551	Prba.g_00088	Syag.g_01019
OG0001553	Prba.g_00716	Syag.g_01424
OG0001554	Prba.g_00296	Syag.g_02124
OG0001564	Prba.g_00133	Syag.g_02208
OG0001565	Prba.g_01042	Syag.g_00449
OG0001567	Prba.g_01528	Syag.g_00752
OG0001568	Prba.g_01526	Syag.g_00754
OG0001582	Prba.g_00993	Syag.g_00198
OG0001602	Prba.g_01616	Syag.g_00939
OG0001633	Prba.g_00199	Syag.g_01608
OG0001635	Prba.g_00244	Syag.g_02369
OG0001666	Prba.g_01149	Syag.g_00218
OG0001704	Prba.g_01847, Prba.g_01848	Syag.g_02512
OG0001709	Prba.g_00117	Syag.g_02478
OG0001712	Prba.g_00917	Syag.g_00089
OG0001726	Prba.g_00914	Syag.g_00747
OG0001919	Prba.g_00893	Syag.g_00444
OG0002029	Prba.g_01148	Syag.g_01347
OG0002112	Prba.g_00908	Syag.g_02570
OG0002157	Prba.g_00909	Syag.g_02569
OG0002158	Prba.g_00907	Syag.g_02571
OG0002349	Prba.g_00575	Syag.g_01747
OG0002495	Prba.g_01212	Syag.g_00749
OG0002559	Prba.g_01088	Syag.g_00139
OG0002699	Prba.g_00169	Syag.g_02502
OG0003174	Prba.g_01599	Syag.g_02022
