Orthogroup	Prba	Syal
OG0001172	Prba.g_00360	Syal.g_00198
OG0001173	Prba.g_00361	Syal.g_00199
OG0001174	Prba.g_00369	Syal.g_00207
OG0001175	Prba.g_00370	Syal.g_00208
OG0001176	Prba.g_00377	Syal.g_00226
OG0001177	Prba.g_00380	Syal.g_00224
OG0001178	Prba.g_00385	Syal.g_00592
OG0001179	Prba.g_00413	Syal.g_00256
OG0001180	Prba.g_00435	Syal.g_00282
OG0001182	Prba.g_01055	Syal.g_00295
OG0001183	Prba.g_01060	Syal.g_00302
OG0001184	Prba.g_01076	Syal.g_01359
OG0001185	Prba.g_00762	Syal.g_01453
OG0001186	Prba.g_00786	Syal.g_00179
OG0001187	Prba.g_00790	Syal.g_00175
OG0001188	Prba.g_00793	Syal.g_00172
OG0001189	Prba.g_00810	Syal.g_00152
OG0001190	Prba.g_00814	Syal.g_01067
OG0001191	Prba.g_00824	Syal.g_01083
OG0001192	Prba.g_00829	Syal.g_01090
OG0001193	Prba.g_00839	Syal.g_01128
OG0001194	Prba.g_00840	Syal.g_01130
OG0001195	Prba.g_00841	Syal.g_01131
OG0001196	Prba.g_01782	Syal.g_00078
OG0001197	Prba.g_01783	Syal.g_00080
OG0001198	Prba.g_01790	Syal.g_00093
OG0001199	Prba.g_01862	Syal.g_00757
OG0001200	Prba.g_01864	Syal.g_00759
OG0001201	Prba.g_01896	Syal.g_00821
OG0001202	Prba.g_00655	Syal.g_00956
OG0001203	Prba.g_00457	Syal.g_00683
OG0001204	Prba.g_00462	Syal.g_01201
OG0001205	Prba.g_01016	Syal.g_00515
OG0001206	Prba.g_00999	Syal.g_00490
OG0001207	Prba.g_00984	Syal.g_02889
OG0001208	Prba.g_00979	Syal.g_02899
OG0001209	Prba.g_00926	Syal.g_02835
OG0001210	Prba.g_01775	Syal.g_02827
OG0001211	Prba.g_01765	Syal.g_02811
OG0001212	Prba.g_01721	Syal.g_02754
OG0001213	Prba.g_01688	Syal.g_02701
OG0001214	Prba.g_01680	Syal.g_02634
OG0001215	Prba.g_01627	Syal.g_01786
OG0001216	Prba.g_01592	Syal.g_01861
OG0001217	Prba.g_01554	Syal.g_02067
OG0001218	Prba.g_01547	Syal.g_00429
OG0001219	Prba.g_01510	Syal.g_02036
OG0001220	Prba.g_01447	Syal.g_02494
OG0001221	Prba.g_01384	Syal.g_02258
OG0001222	Prba.g_01345	Syal.g_02006
OG0001223	Prba.g_01319	Syal.g_01960
OG0001224	Prba.g_01268	Syal.g_01827
OG0001225	Prba.g_01266	Syal.g_01825
OG0001226	Prba.g_01240	Syal.g_00767
OG0001227	Prba.g_01222	Syal.g_01575
OG0001228	Prba.g_00018	Syal.g_02451
OG0001229	Prba.g_00198	Syal.g_01801
OG0001230	Prba.g_00105	Syal.g_00029
OG0001231	Prba.g_00291	Syal.g_00114
OG0001232	Prba.g_00597	Syal.g_00622
OG0001233	Prba.g_00577	Syal.g_00645
OG0001234	Prba.g_00372	Syal.g_00212
OG0001236	Prba.g_01073	Syal.g_01352
OG0001237	Prba.g_01077	Syal.g_01362
OG0001238	Prba.g_00825	Syal.g_01085
OG0001239	Prba.g_01859	Syal.g_00754
OG0001240	Prba.g_01881	Syal.g_00804
OG0001241	Prba.g_01889	Syal.g_00814
OG0001242	Prba.g_01907	Syal.g_00844
OG0001243	Prba.g_01913	Syal.g_00852
OG0001244	Prba.g_01929	Syal.g_00882
OG0001245	Prba.g_00874	Syal.g_02522
OG0001246	Prba.g_00957	Syal.g_02927
OG0001247	Prba.g_01634	Syal.g_01126
OG0001248	Prba.g_01632	Syal.g_01778
OG0001249	Prba.g_01521	Syal.g_00337
OG0001250	Prba.g_01458	Syal.g_02469
OG0001251	Prba.g_01410	Syal.g_02576
OG0001252	Prba.g_01273	Syal.g_01834
OG0001253	Prba.g_01221	Syal.g_02521
OG0001254	Prba.g_00095	Syal.g_02507
OG0001255	Prba.g_00080	Syal.g_02609
OG0001256	Prba.g_00298	Syal.g_00571
OG0001257	Prba.g_00292	Syal.g_02262
OG0001258	Prba.g_00229	Syal.g_00582
OG0001259	Prba.g_00579	Syal.g_00643
OG0001260	Prba.g_00563	Syal.g_00665
OG0001261	Prba.g_00421	Syal.g_00265
OG0001262	Prba.g_00808	Syal.g_00154
OG0001263	Prba.g_01916	Syal.g_00856
OG0001264	Prba.g_01832	Syal.g_00191
OG0001265	Prba.g_01906	Syal.g_00842
OG0001266	Prba.g_00659	Syal.g_00960
OG0001267	Prba.g_00497	Syal.g_01263
OG0001268	Prba.g_00555	Syal.g_00353
OG0001269	Prba.g_00853	Syal.g_02567
OG0001270	Prba.g_01027	Syal.g_00528
OG0001271	Prba.g_00989	Syal.g_00466
OG0001272	Prba.g_00975	Syal.g_02903
OG0001273	Prba.g_01686	Syal.g_02641
OG0001274	Prba.g_01614	Syal.g_01007
OG0001275	Prba.g_01309	Syal.g_01932
OG0001276	Prba.g_01289	Syal.g_01914
OG0001277	Prba.g_01232	Syal.g_02963
OG0001278	Prba.g_00013	Syal.g_01766
OG0001279	Prba.g_01136	Syal.g_02565
OG0001280	Prba.g_01191	Syal.g_01604
OG0001281	Prba.g_01197	Syal.g_01592
OG0001282	Prba.g_00195	Syal.g_02887
OG0001283	Prba.g_00176	Syal.g_01179
OG0001284	Prba.g_00318	Syal.g_03007
OG0001285	Prba.g_00594	Syal.g_00625
OG0001286	Prba.g_00433	Syal.g_00280
OG0001287	Prba.g_00770	Syal.g_01461
OG0001288	Prba.g_00779	Syal.g_01513
OG0001289	Prba.g_01875	Syal.g_00781
OG0001290	Prba.g_01888	Syal.g_00813
OG0001291	Prba.g_01923	Syal.g_00866
OG0001292	Prba.g_00467	Syal.g_01206
OG0001293	Prba.g_00479	Syal.g_01236
OG0001294	Prba.g_00872	Syal.g_02207
OG0001295	Prba.g_00994	Syal.g_01828
OG0001296	Prba.g_00952	Syal.g_02933
OG0001298	Prba.g_01739	Syal.g_02777
OG0001299	Prba.g_01651	Syal.g_02200
OG0001300	Prba.g_01624	Syal.g_01795
OG0001301	Prba.g_01621	Syal.g_01941, Syal.g_01810
OG0001302	Prba.g_01512	Syal.g_02607
OG0001303	Prba.g_01305	Syal.g_02033
OG0001304	Prba.g_01279	Syal.g_01899
OG0001305	Prba.g_01260	Syal.g_01817
OG0001306	Prba.g_00078	Syal.g_01626
OG0001307	Prba.g_00213	Syal.g_02195
OG0001308	Prba.g_00703	Syal.g_00392
OG0001309	Prba.g_00294	Syal.g_02943
OG0001310	Prba.g_00608	Syal.g_00605
OG0001311	Prba.g_01287	Syal.g_01912
OG0001312	Prba.g_01356	Syal.g_02024
OG0001315	Prba.g_01850	Syal.g_00300
OG0001316	Prba.g_01928	Syal.g_00872
OG0001317	Prba.g_00453	Syal.g_00687
OG0001318	Prba.g_00475	Syal.g_01228
OG0001319	Prba.g_00490	Syal.g_01252
OG0001321	Prba.g_01010	Syal.g_00508
OG0001322	Prba.g_01009	Syal.g_00507
OG0001323	Prba.g_00942	Syal.g_02946
OG0001324	Prba.g_01623	Syal.g_01796
OG0001325	Prba.g_01589	Syal.g_01865
OG0001326	Prba.g_01422	Syal.g_01138
OG0001327	Prba.g_01248	Syal.g_02296
OG0001328	Prba.g_01223	Syal.g_02266
OG0001329	Prba.g_00104, Prba.g_00721	Syal.g_01188
OG0001330	Prba.g_01166	Syal.g_01611
OG0001332	Prba.g_00345	Syal.g_02965
OG0001333	Prba.g_00583	Syal.g_00639
OG0001334	Prba.g_01063	Syal.g_00311
OG0001335	Prba.g_01064	Syal.g_00312
OG0001336	Prba.g_01779	Syal.g_01180
OG0001339	Prba.g_01891	Syal.g_00816
OG0001340	Prba.g_00544	Syal.g_00328
OG0001341	Prba.g_01556	Syal.g_02538
OG0001343	Prba.g_01413	Syal.g_01190
OG0001344	Prba.g_00059	Syal.g_01658
OG0001345	Prba.g_00044	Syal.g_01694
OG0001346	Prba.g_01193	Syal.g_01600
OG0001349	Prba.g_00116	Syal.g_01426
OG0001351	Prba.g_01007	Syal.g_00501
OG0001353	Prba.g_01467	Syal.g_02457
OG0001354	Prba.g_01327	Syal.g_01973
OG0001358	Prba.g_01697	Syal.g_02715
OG0001359	Prba.g_01412	Syal.g_01189
OG0001360	Prba.g_01220	Syal.g_01696
OG0001361	Prba.g_00047	Syal.g_01691
OG0001362	Prba.g_00699	Syal.g_00397
OG0001363	Prba.g_00697	Syal.g_00399
OG0001364	Prba.g_01066	Syal.g_01342
OG0001365	Prba.g_00818	Syal.g_01072
OG0001369	Prba.g_01880	Syal.g_00803
OG0001373	Prba.g_01423	Syal.g_01137
OG0001374	Prba.g_01415	Syal.g_01145
OG0001375	Prba.g_01414	Syal.g_01191
OG0001376	Prba.g_01254	Syal.g_01095
OG0001377	Prba.g_01253	Syal.g_01094
OG0001378	Prba.g_00750	Syal.g_00529
OG0001379	Prba.g_01186	Syal.g_01609
OG0001382	Prba.g_00277	Syal.g_00220
OG0001385	Prba.g_01426	Syal.g_01134
OG0001386	Prba.g_01425	Syal.g_01135
OG0001387	Prba.g_01424	Syal.g_01136
OG0001388	Prba.g_01421	Syal.g_01139
OG0001389	Prba.g_01420	Syal.g_01140
OG0001390	Prba.g_01419	Syal.g_01141
OG0001391	Prba.g_01418	Syal.g_01142
OG0001392	Prba.g_01417	Syal.g_01143
OG0001393	Prba.g_01416	Syal.g_01144
OG0001395	Prba.g_01277	Syal.g_02432
OG0001397	Prba.g_00698	Syal.g_00398
OG0001398	Prba.g_00265	Syal.g_00774
OG0001399	Prba.g_00374	Syal.g_00434
OG0001402	Prba.g_01540	Syal.g_02711
OG0001404	Prba.g_01856	Syal.g_00750
OG0001405	Prba.g_00542	Syal.g_00314
OG0001406	Prba.g_01255	Syal.g_01096
OG0001407	Prba.g_01242	Syal.g_01774
OG0001408	Prba.g_01237	Syal.g_02589
OG0001409	Prba.g_00056	Syal.g_01671
OG0001410	Prba.g_00212	Syal.g_02194
OG0001411	Prba.g_00151	Syal.g_01399
OG0001413	Prba.g_00303	Syal.g_02570
OG0001416	Prba.g_01002	Syal.g_01595
OG0001417	Prba.g_00992	Syal.g_01974
OG0001419	Prba.g_01241	Syal.g_01775
OG0001420	Prba.g_00741	Syal.g_02955
OG0001425	Prba.g_00828	Syal.g_01089
OG0001428	Prba.g_00628	Syal.g_00915
OG0001430	Prba.g_01161	Syal.g_01055
OG0001432	Prba.g_00305	Syal.g_02578
OG0001433	Prba.g_01536	Syal.g_02212
OG0001434	Prba.g_01376	Syal.g_02245
OG0001439	Prba.g_00523	Syal.g_01306
OG0001442	Prba.g_01564	Syal.g_02234
OG0001447	Prba.g_01914	Syal.g_00853
OG0001448	Prba.g_00860	Syal.g_02552
OG0001449	Prba.g_00896	Syal.g_01198
OG0001452	Prba.g_01408	Syal.g_01223
OG0001454	Prba.g_01227	Syal.g_02566
OG0001456	Prba.g_00087	Syal.g_01146
OG0001457	Prba.g_00086	Syal.g_01147
OG0001458	Prba.g_00085	Syal.g_01148
OG0001459	Prba.g_01150	Syal.g_01493, Syal.g_02104
OG0001460	Prba.g_01537	Syal.g_02211
OG0001462	Prba.g_01827	Syal.g_00138
OG0001471	Prba.g_00302	Syal.g_01301
OG0001473	Prba.g_00787	Syal.g_02571
OG0001474	Prba.g_00556	Syal.g_00354
OG0001475	Prba.g_00162	Syal.g_00184
OG0001479	Prba.g_00553	Syal.g_00351
OG0001480	Prba.g_00862	Syal.g_02599
OG0001481	Prba.g_00867	Syal.g_00504
OG0001482	Prba.g_01004	Syal.g_01964
OG0001486	Prba.g_00066	Syal.g_01651
OG0001492	Prba.g_00016	Syal.g_01769
OG0001493	Prba.g_00008	Syal.g_01760
OG0001499	Prba.g_01849	Syal.g_00086
OG0001502	Prba.g_01529	Syal.g_02489
OG0001504	Prba.g_01151	Syal.g_02103, Syal.g_01492
OG0001507	Prba.g_00250	Syal.g_02094
OG0001508	Prba.g_00174	Syal.g_00180
OG0001520	Prba.g_00888	Syal.g_02790
OG0001525	Prba.g_00286	Syal.g_02585
OG0001546	Prba.g_00937	Syal.g_02950
OG0001547	Prba.g_01527	Syal.g_02050
OG0001551	Prba.g_00088	Syal.g_01781
OG0001554	Prba.g_00296	Syal.g_01065
OG0001555	Prba.g_00281	Syal.g_02484
OG0001565	Prba.g_01042	Syal.g_02600
OG0001567	Prba.g_01528	Syal.g_02051
OG0001568	Prba.g_01526	Syal.g_02049
OG0001570	Prba.g_00738	Syal.g_02053
OG0001582	Prba.g_00993	Syal.g_02644
OG0001585	Prba.g_01140	Syal.g_00712
OG0001635	Prba.g_00244	Syal.g_01517
OG0001666	Prba.g_01149	Syal.g_01491, Syal.g_02102, Syal.g_02073
OG0001667	Prba.g_01169	Syal.g_02863
OG0001704	Prba.g_01847, Prba.g_01848	Syal.g_01020
OG0001712	Prba.g_00917	Syal.g_02524
OG0001719	Prba.g_00885	Syal.g_01472
OG0001726	Prba.g_00914	Syal.g_00536
OG0001744	Prba.g_01178	Syal.g_00735
OG0001745	Prba.g_00306	Syal.g_02530
OG0002029	Prba.g_01148	Syal.g_00704
OG0002032	Prba.g_00827	Syal.g_02367
OG0002098	Prba.g_00147	Syal.g_01386
OG0002112	Prba.g_00908	Syal.g_01292
OG0002157	Prba.g_00909	Syal.g_01293
OG0002158	Prba.g_00907	Syal.g_01291
OG0002249	Prba.g_01110	Syal.g_02368, Syal.g_02383, Syal.g_00722
OG0002560	Prba.g_00890	Syal.g_02077
OG0002666	Prba.g_01108	Syal.g_02157
OG0003059	Prba.g_01607	Syal.g_01388
