Orthogroup	Syai	Prad
OG0001160	Syai.g_02355	Prad.g_00439
OG0001161	Syai.g_02803	Prad.g_00426
OG0001162	Syai.g_01374	Prad.g_00415
OG0001163	Syai.g_02363	Prad.g_00949
OG0001164	Syai.g_02369	Prad.g_00945
OG0001165	Syai.g_02374	Prad.g_00942
OG0001166	Syai.g_02400	Prad.g_00922
OG0001167	Syai.g_02254	Prad.g_00905
OG0001168	Syai.g_02256	Prad.g_00903
OG0001169	Syai.g_02258	Prad.g_00901
OG0001170	Syai.g_02260	Prad.g_00899
OG0001171	Syai.g_02270	Prad.g_00889
OG0001172	Syai.g_00323	Prad.g_00876
OG0001173	Syai.g_00324	Prad.g_00875
OG0001174	Syai.g_00332	Prad.g_00867
OG0001175	Syai.g_00333	Prad.g_00866
OG0001176	Syai.g_00352	Prad.g_00859
OG0001177	Syai.g_00350	Prad.g_00856
OG0001178	Syai.g_02383	Prad.g_00851
OG0001179	Syai.g_00385	Prad.g_00823
OG0001180	Syai.g_00410	Prad.g_00801
OG0001181	Syai.g_00414	Prad.g_00797
OG0001182	Syai.g_00423	Prad.g_00790
OG0001183	Syai.g_00429	Prad.g_00786
OG0001184	Syai.g_00156	Prad.g_00770
OG0001185	Syai.g_00117	Prad.g_01636
OG0001186	Syai.g_00084	Prad.g_01614
OG0001187	Syai.g_00081	Prad.g_01610
OG0001188	Syai.g_00078	Prad.g_01608
OG0001189	Syai.g_00061	Prad.g_01591
OG0001190	Syai.g_02776	Prad.g_01587
OG0001191	Syai.g_02788	Prad.g_01577
OG0001192	Syai.g_02793	Prad.g_01572
OG0001193	Syai.g_02835	Prad.g_01562
OG0001194	Syai.g_02838	Prad.g_01561
OG0001195	Syai.g_02839	Prad.g_01560
OG0001196	Syai.g_02913	Prad.g_01547
OG0001197	Syai.g_02915	Prad.g_01546
OG0001198	Syai.g_02930	Prad.g_01539
OG0001199	Syai.g_02480	Prad.g_01919
OG0001200	Syai.g_02482	Prad.g_01917
OG0001202	Syai.g_02674	Prad.g_01792
OG0001203	Syai.g_00540	Prad.g_01753
OG0001204	Syai.g_00312	Prad.g_01748
OG0001205	Syai.g_02212	Prad.g_00062
OG0001206	Syai.g_00853	Prad.g_00044
OG0001207	Syai.g_00629	Prad.g_00030
OG0001208	Syai.g_00640	Prad.g_00025
OG0001209	Syai.g_00711	Prad.g_00094
OG0001210	Syai.g_00720	Prad.g_01330
OG0001211	Syai.g_00735	Prad.g_01340
OG0001212	Syai.g_00799	Prad.g_01385
OG0001213	Syai.g_01082	Prad.g_01418
OG0001214	Syai.g_01106	Prad.g_01426
OG0001215	Syai.g_01958	Prad.g_01264
OG0001216	Syai.g_01388	Prad.g_01051
OG0001217	Syai.g_01185	Prad.g_01092
OG0001218	Syai.g_00893	Prad.g_01100
OG0001219	Syai.g_01561	Prad.g_01134
OG0001220	Syai.g_02087	Prad.g_00296
OG0001221	Syai.g_01284	Prad.g_00234
OG0001222	Syai.g_01516	Prad.g_00194
OG0001223	Syai.g_01463	Prad.g_00168
OG0001224	Syai.g_02011	Prad.g_01022
OG0001225	Syai.g_02009	Prad.g_01020
OG0001226	Syai.g_01154	Prad.g_00995
OG0001227	Syai.g_02806	Prad.g_00978
OG0001228	Syai.g_02218	Prad.g_01450
OG0001229	Syai.g_01986	Prad.g_00596
OG0001230	Syai.g_00964	Prad.g_00523
OG0001231	Syai.g_00017	Prad.g_00417
OG0001232	Syai.g_02410	Prad.g_00918
OG0001233	Syai.g_02261	Prad.g_00898
OG0001234	Syai.g_00337	Prad.g_00864
OG0001235	Syai.g_00343	Prad.g_00854
OG0001236	Syai.g_00159	Prad.g_00773
OG0001237	Syai.g_00137	Prad.g_00769
OG0001238	Syai.g_02789	Prad.g_01576
OG0001239	Syai.g_02477	Prad.g_01922
OG0001240	Syai.g_02527	Prad.g_01900
OG0001241	Syai.g_02537	Prad.g_01892
OG0001242	Syai.g_02566	Prad.g_01874
OG0001243	Syai.g_02573	Prad.g_01868
OG0001244	Syai.g_02605	Prad.g_01852
OG0001245	Syai.g_02091	Prad.g_00729
OG0001246	Syai.g_00666	Prad.g_00125
OG0001247	Syai.g_01380	Prad.g_01257
OG0001248	Syai.g_01377	Prad.g_01259
OG0001249	Syai.g_00464	Prad.g_01123
OG0001250	Syai.g_02053	Prad.g_00307
OG0001251	Syai.g_02845	Prad.g_00259
OG0001252	Syai.g_02018	Prad.g_01027
OG0001254	Syai.g_01744	Prad.g_01987
OG0001255	Syai.g_01915	Prad.g_01512
OG0001256	Syai.g_02362	Prad.g_00424
OG0001257	Syai.g_00848	Prad.g_00418
OG0001258	Syai.g_02372	Prad.g_00944
OG0001259	Syai.g_02259	Prad.g_00900
OG0001260	Syai.g_02281	Prad.g_00883
OG0001261	Syai.g_00394	Prad.g_00815
OG0001262	Syai.g_00063	Prad.g_01593
OG0001263	Syai.g_02576	Prad.g_01865
OG0001265	Syai.g_02563	Prad.g_01875
OG0001266	Syai.g_02679	Prad.g_01788
OG0001267	Syai.g_00259	Prad.g_01711
OG0001268	Syai.g_00492	Prad.g_01652
OG0001269	Syai.g_01699	Prad.g_00752
OG0001270	Syai.g_02231	Prad.g_00668
OG0001271	Syai.g_00862	Prad.g_00035
OG0001272	Syai.g_00644	Prad.g_00021
OG0001273	Syai.g_01099	Prad.g_01420
OG0001274	Syai.g_02706	Prad.g_01277
OG0001275	Syai.g_01447	Prad.g_00158
OG0001276	Syai.g_01431	Prad.g_00138
OG0001277	Syai.g_02899	Prad.g_00988
OG0001278	Syai.g_01799	Prad.g_01445
OG0001279	Syai.g_00991	Prad.g_01216
OG0001280	Syai.g_02176	Prad.g_00629
OG0001281	Syai.g_02186	Prad.g_00623
OG0001282	Syai.g_00627	Prad.g_00593
OG0001283	Syai.g_02908	Prad.g_00574
OG0001284	Syai.g_02338	Prad.g_00444
OG0001285	Syai.g_02866	Prad.g_00915
OG0001286	Syai.g_00408	Prad.g_00803
OG0001287	Syai.g_00109	Prad.g_01629
OG0001289	Syai.g_02504	Prad.g_01906
OG0001290	Syai.g_02536	Prad.g_01893
OG0001291	Syai.g_02587	Prad.g_01858
OG0001292	Syai.g_00306	Prad.g_01743
OG0001293	Syai.g_00285	Prad.g_01730
OG0001294	Syai.g_01242	Prad.g_00731
OG0001295	Syai.g_00722	Prad.g_00039
OG0001296	Syai.g_00672	Prad.g_00120
OG0001297	Syai.g_00676	Prad.g_00115
OG0001298	Syai.g_00773	Prad.g_01366
OG0001299	Syai.g_01236	Prad.g_01240
OG0001300	Syai.g_01982	Prad.g_01267
OG0001301	Syai.g_01995	Prad.g_01270
OG0001302	Syai.g_01142	Prad.g_01132
OG0001303	Syai.g_01559	Prad.g_00154
OG0001304	Syai.g_01418	Prad.g_01034
OG0001305	Syai.g_02001	Prad.g_01014
OG0001306	Syai.g_02160	Prad.g_01510
OG0001307	Syai.g_01717	Prad.g_00611
OG0001308	Syai.g_00943	Prad.g_00505
OG0001309	Syai.g_00682	Prad.g_00420
OG0001312	Syai.g_01549	Prad.g_00205
OG0001315	Syai.g_00427	Prad.g_01932
OG0001316	Syai.g_02593	Prad.g_01853
OG0001317	Syai.g_00534	Prad.g_01757
OG0001318	Syai.g_00293	Prad.g_01735
OG0001319	Syai.g_00270	Prad.g_01719
OG0001321	Syai.g_02195	Prad.g_00056
OG0001322	Syai.g_02194	Prad.g_00055
OG0001323	Syai.g_00685	Prad.g_00110
OG0001324	Syai.g_01983	Prad.g_01268
OG0001325	Syai.g_01392	Prad.g_01054
OG0001326	Syai.g_02856	Prad.g_00271
OG0001327	Syai.g_01250	Prad.g_01003
OG0001328	Syai.g_01278	Prad.g_00979
OG0001330	Syai.g_02167	Prad.g_00340
OG0001331	Syai.g_00622	Prad.g_00588
OG0001332	Syai.g_02293	Prad.g_00471
OG0001333	Syai.g_02255	Prad.g_00904
OG0001334	Syai.g_00438	Prad.g_00783
OG0001335	Syai.g_00439	Prad.g_00782
OG0001336	Syai.g_02909	Prad.g_01550
OG0001339	Syai.g_02539	Prad.g_01890
OG0001340	Syai.g_00453	Prad.g_01663
OG0001343	Syai.g_02842	Prad.g_00262
OG0001344	Syai.g_02139	Prad.g_01492
OG0001345	Syai.g_02110	Prad.g_01477
OG0001346	Syai.g_02180	Prad.g_00627
OG0001347	Syai.g_02766	Prad.g_01978
OG0001348	Syai.g_02033	Prad.g_00395
OG0001350	Syai.g_00539	Prad.g_00965
OG0001351	Syai.g_00843	Prad.g_00053
OG0001352	Syai.g_00700	Prad.g_01254
OG0001353	Syai.g_02042	Prad.g_01178
OG0001355	Syai.g_01698	Prad.g_00384
OG0001359	Syai.g_02841	Prad.g_00261
OG0001360	Syai.g_02107	Prad.g_00976
OG0001361	Syai.g_02113	Prad.g_01480
OG0001362	Syai.g_00938	Prad.g_00501
OG0001363	Syai.g_00936	Prad.g_00499
OG0001364	Syai.g_00173	Prad.g_00780
OG0001370	Syai.g_02317, Syai.g_02865	Prad.g_00047
OG0001373	Syai.g_02855	Prad.g_00272
OG0001374	Syai.g_02863	Prad.g_00264
OG0001375	Syai.g_02843	Prad.g_00263
OG0001376	Syai.g_02795	Prad.g_01009
OG0001377	Syai.g_02794	Prad.g_01008
OG0001378	Syai.g_02232	Prad.g_00634
OG0001379	Syai.g_02169	Prad.g_00364
OG0001380	Syai.g_01168	Prad.g_00606
OG0001381	Syai.g_02819, Syai.g_01723	Prad.g_00600
OG0001385	Syai.g_02852	Prad.g_00275
OG0001386	Syai.g_02853	Prad.g_00274
OG0001387	Syai.g_02854	Prad.g_00273
OG0001388	Syai.g_02857	Prad.g_00270
OG0001389	Syai.g_02858	Prad.g_00269
OG0001390	Syai.g_02859	Prad.g_00268
OG0001391	Syai.g_02860	Prad.g_00267
OG0001392	Syai.g_02861	Prad.g_00266
OG0001393	Syai.g_02862	Prad.g_00265
OG0001394	Syai.g_01290	Prad.g_00230
OG0001395	Syai.g_01410	Prad.g_01032
OG0001396	Syai.g_02765	Prad.g_01977
OG0001397	Syai.g_00937	Prad.g_00500
OG0001401	Syai.g_02046, Syai.g_02047	Prad.g_01046
OG0001404	Syai.g_02473	Prad.g_01925
OG0001405	Syai.g_00441	Prad.g_01665
OG0001406	Syai.g_02796	Prad.g_01010
OG0001407	Syai.g_00701	Prad.g_00997
OG0001408	Syai.g_01831	Prad.g_00992
OG0001412	Syai.g_02767	Prad.g_01979
OG0001413	Syai.g_01148	Prad.g_00429
OG0001414	Syai.g_01722	Prad.g_01762
OG0001416	Syai.g_02183	Prad.g_00048
OG0001417	Syai.g_01478	Prad.g_00037
OG0001419	Syai.g_00702	Prad.g_00996
OG0001420	Syai.g_00697	Prad.g_00643
OG0001421	Syai.g_01621	Prad.g_00423
OG0001422	Syai.g_02171	Prad.g_00397
OG0001423	Syai.g_02446, Syai.g_02822, Syai.g_02466	Prad.g_00546
OG0001425	Syai.g_02792	Prad.g_01573
OG0001428	Syai.g_02637	Prad.g_01819
OG0001430	Syai.g_02768	Prad.g_00334
OG0001432	Syai.g_01943	Prad.g_00431
OG0001438	Syai.g_00244	Prad.g_01698
OG0001439	Syai.g_00219	Prad.g_01684
OG0001441	Syai.g_00687	Prad.g_00108
OG0001442	Syai.g_01305	Prad.g_01081
OG0001446	Syai.g_00832	Prad.g_01914
OG0001447	Syai.g_02574	Prad.g_01867
OG0001448	Syai.g_02808	Prad.g_00743
OG0001449	Syai.g_00315	Prad.g_00702
OG0001452	Syai.g_00298	Prad.g_00257
OG0001453	Syai.g_01455	Prad.g_00164
OG0001454	Syai.g_01153	Prad.g_00983
OG0001456	Syai.g_02873	Prad.g_01519
OG0001457	Syai.g_02874	Prad.g_01518
OG0001458	Syai.g_02875	Prad.g_01517
OG0001459	Syai.g_01712	Prad.g_00323
OG0001462	Syai.g_00045	Prad.g_01952
OG0001465	Syai.g_01384	Prad.g_01276
OG0001467	Syai.g_01141	Prad.g_01124
OG0001468	Syai.g_01144	Prad.g_01005
OG0001471	Syai.g_00224	Prad.g_00428
OG0001472	Syai.g_01931	Prad.g_00421
OG0001473	Syai.g_01130	Prad.g_01613
OG0001474	Syai.g_00493	Prad.g_01651
OG0001479	Syai.g_00490	Prad.g_01654
OG0001480	Syai.g_02088	Prad.g_00741
OG0001482	Syai.g_01468	Prad.g_00050
OG0001484	Syai.g_02864	Prad.g_00348
OG0001487	Syai.g_00894	Prad.g_00573
OG0001492	Syai.g_01796	Prad.g_01448
OG0001493	Syai.g_01820	Prad.g_01440
OG0001495	Syai.g_00349	Prad.g_00857
OG0001499	Syai.g_00831, Syai.g_01189	Prad.g_01933
OG0001502	Syai.g_02079	Prad.g_01115
OG0001504	Syai.g_01713	Prad.g_00324
OG0001507	Syai.g_01671	Prad.g_00368
OG0001520	Syai.g_00757	Prad.g_00710
OG0001546	Syai.g_00690	Prad.g_00105
OG0001547	Syai.g_01580	Prad.g_01117
OG0001548	Syai.g_01157	Prad.g_01121
OG0001551	Syai.g_02028	Prad.g_01520
OG0001552	Syai.g_01018	Prad.g_00074
OG0001554	Syai.g_02774	Prad.g_00422
OG0001555	Syai.g_01645	Prad.g_00407
OG0001557	Syai.g_01291	Prad.g_00229
OG0001558	Syai.g_00020, Syai.g_00021	Prad.g_01042
OG0001567	Syai.g_01581	Prad.g_01116
OG0001568	Syai.g_01578	Prad.g_01118
OG0001572	Syai.g_00564	Prad.g_00315
OG0001582	Syai.g_01500	Prad.g_00038
OG0001585	Syai.g_01635	Prad.g_00316
OG0001588	Syai.g_00170	Prad.g_01186
OG0001602	Syai.g_01383	Prad.g_01275
OG0001625	Syai.g_00291	Prad.g_01733
OG0001633	Syai.g_00995	Prad.g_00597
OG0001647	Syai.g_00268	Prad.g_01718
OG0001652	Syai.g_00018	Prad.g_01040
OG0001667	Syai.g_01923	Prad.g_00343
OG0001712	Syai.g_01634	Prad.g_00679
OG0001726	Syai.g_01593, Syai.g_01594	Prad.g_00682
OG0001747	Syai.g_02600	Prad.g_00089
OG0001835	Syai.g_00585, Syai.g_01690	Prad.g_01209
OG0001924	Syai.g_01058	Prad.g_01311
OG0001925	Syai.g_01057	Prad.g_01310
OG0001926	Syai.g_01056	Prad.g_01309
OG0001927	Syai.g_01055	Prad.g_01308
OG0001928	Syai.g_01031, Syai.g_01009, Syai.g_01033	Prad.g_00538
OG0001993	Syai.g_01060	Prad.g_01313
OG0001994	Syai.g_01059	Prad.g_01312
OG0002063	Syai.g_01856, Syai.g_01833	Prad.g_00694
OG0002112	Syai.g_00231	Prad.g_00688
OG0002157	Syai.g_00230	Prad.g_00687
OG0002158	Syai.g_00232	Prad.g_00689
OG0002489	Syai.g_00596, Syai.g_01023	Prad.g_00686
OG0003181	Syai.g_02603	Prad.g_01942
