Orthogroup	Syai	Praj
OG0001162	Syai.g_01374	Praj.g_01723
OG0001163	Syai.g_02363	Praj.g_01761
OG0001164	Syai.g_02369	Praj.g_01765
OG0001165	Syai.g_02374	Praj.g_01767
OG0001166	Syai.g_02400	Praj.g_01785
OG0001167	Syai.g_02254	Praj.g_01803
OG0001168	Syai.g_02256	Praj.g_01804
OG0001169	Syai.g_02258	Praj.g_01806
OG0001170	Syai.g_02260	Praj.g_01808
OG0001171	Syai.g_02270	Praj.g_01818
OG0001172	Syai.g_00323	Praj.g_01872
OG0001173	Syai.g_00324	Praj.g_01873
OG0001174	Syai.g_00332	Praj.g_01881
OG0001175	Syai.g_00333	Praj.g_01882
OG0001176	Syai.g_00352	Praj.g_01893
OG0001177	Syai.g_00350	Praj.g_01891
OG0001178	Syai.g_02383	Praj.g_01236
OG0001179	Syai.g_00385	Praj.g_01935
OG0001180	Syai.g_00410	Praj.g_01958
OG0001181	Syai.g_00414	Praj.g_01962
OG0001182	Syai.g_00423	Praj.g_01970
OG0001183	Syai.g_00429	Praj.g_01976
OG0001184	Syai.g_00156	Praj.g_01992
OG0001185	Syai.g_00117	Praj.g_02007
OG0001186	Syai.g_00084	Praj.g_02046
OG0001187	Syai.g_00081	Praj.g_02060
OG0001188	Syai.g_00078	Praj.g_02062
OG0001189	Syai.g_00061	Praj.g_02079
OG0001190	Syai.g_02776	Praj.g_02084
OG0001191	Syai.g_02788	Praj.g_02094
OG0001192	Syai.g_02793	Praj.g_02099
OG0001193	Syai.g_02835	Praj.g_02112
OG0001194	Syai.g_02838	Praj.g_02113
OG0001195	Syai.g_02839	Praj.g_02114
OG0001196	Syai.g_02913	Praj.g_02136
OG0001197	Syai.g_02915	Praj.g_02138
OG0001198	Syai.g_02930	Praj.g_02146
OG0001199	Syai.g_02480	Praj.g_00112
OG0001200	Syai.g_02482	Praj.g_00114
OG0001202	Syai.g_02674	Praj.g_00239
OG0001203	Syai.g_00540	Praj.g_00278
OG0001204	Syai.g_00312	Praj.g_00284
OG0001205	Syai.g_02212	Praj.g_00439
OG0001206	Syai.g_00853	Praj.g_00458
OG0001207	Syai.g_00629	Praj.g_00469
OG0001208	Syai.g_00640	Praj.g_00475
OG0001209	Syai.g_00711	Praj.g_00526
OG0001210	Syai.g_00720	Praj.g_00531
OG0001211	Syai.g_00735	Praj.g_00541
OG0001212	Syai.g_00799	Praj.g_00583
OG0001213	Syai.g_01082	Praj.g_00617
OG0001214	Syai.g_01106	Praj.g_00625
OG0001215	Syai.g_01958	Praj.g_00683
OG0001216	Syai.g_01388	Praj.g_00700
OG0001217	Syai.g_01185	Praj.g_00091
OG0001218	Syai.g_00893	Praj.g_00740
OG0001219	Syai.g_01561	Praj.g_00915
OG0001220	Syai.g_02087	Praj.g_00825
OG0001221	Syai.g_01284	Praj.g_00899
OG0001222	Syai.g_01516	Praj.g_00847
OG0001223	Syai.g_01463	Praj.g_00964
OG0001224	Syai.g_02011	Praj.g_01020
OG0001225	Syai.g_02009	Praj.g_01022
OG0001227	Syai.g_02806	Praj.g_01045
OG0001228	Syai.g_02218	Praj.g_01411
OG0001229	Syai.g_01986	Praj.g_01160
OG0001230	Syai.g_00964	Praj.g_01623
OG0001231	Syai.g_00017	Praj.g_00744
OG0001232	Syai.g_02410	Praj.g_01789
OG0001233	Syai.g_02261	Praj.g_01809
OG0001234	Syai.g_00337	Praj.g_01884
OG0001235	Syai.g_00343	Praj.g_01888
OG0001236	Syai.g_00159	Praj.g_01989
OG0001237	Syai.g_00137	Praj.g_01993
OG0001238	Syai.g_02789	Praj.g_02095
OG0001239	Syai.g_02477	Praj.g_00109
OG0001240	Syai.g_02527	Praj.g_00131
OG0001241	Syai.g_02537	Praj.g_00140
OG0001242	Syai.g_02566	Praj.g_00159
OG0001243	Syai.g_02573	Praj.g_00166
OG0001244	Syai.g_02605	Praj.g_00182
OG0001245	Syai.g_02091	Praj.g_01244
OG0001246	Syai.g_00666	Praj.g_00496
OG0001247	Syai.g_01380	Praj.g_00676
OG0001248	Syai.g_01377	Praj.g_00678
OG0001249	Syai.g_00464	Praj.g_00373
OG0001251	Syai.g_02845	Praj.g_01858
OG0001252	Syai.g_02018	Praj.g_01015
OG0001254	Syai.g_01744	Praj.g_01834
OG0001255	Syai.g_01915	Praj.g_01477
OG0001256	Syai.g_02362	Praj.g_01719
OG0001257	Syai.g_00848	Praj.g_01724
OG0001259	Syai.g_02259	Praj.g_01807
OG0001260	Syai.g_02281	Praj.g_01824
OG0001261	Syai.g_00394	Praj.g_01943
OG0001262	Syai.g_00063	Praj.g_02077
OG0001263	Syai.g_02576	Praj.g_00169
OG0001269	Syai.g_01699	Praj.g_00824
OG0001273	Syai.g_01099	Praj.g_00619
OG0001277	Syai.g_02899	Praj.g_02123
OG0001279	Syai.g_00991	Praj.g_01155
OG0001280	Syai.g_02176	Praj.g_01527
OG0001281	Syai.g_02186	Praj.g_01533
OG0001282	Syai.g_00627	Praj.g_01576
OG0001283	Syai.g_02908	Praj.g_02132
OG0001284	Syai.g_02338	Praj.g_01705
OG0001285	Syai.g_02866	Praj.g_01792
OG0001286	Syai.g_00408	Praj.g_01956
OG0001287	Syai.g_00109	Praj.g_02014
OG0001289	Syai.g_02504	Praj.g_00125
OG0001290	Syai.g_02536	Praj.g_00139
OG0001294	Syai.g_01242	Praj.g_01497, Praj.g_01564
OG0001295	Syai.g_00722	Praj.g_01485
OG0001296	Syai.g_00672	Praj.g_00501
OG0001297	Syai.g_00676	Praj.g_00506
OG0001299	Syai.g_01236	Praj.g_00655
OG0001300	Syai.g_01982	Praj.g_00687
OG0001301	Syai.g_01995	Praj.g_00689
OG0001302	Syai.g_01142	Praj.g_00913
OG0001303	Syai.g_01559	Praj.g_01344
OG0001304	Syai.g_01418	Praj.g_01006
OG0001305	Syai.g_02001	Praj.g_00842
OG0001306	Syai.g_02160	Praj.g_01475
OG0001307	Syai.g_01717	Praj.g_01547
OG0001308	Syai.g_00943	Praj.g_01642
OG0001309	Syai.g_00682	Praj.g_00510
OG0001311	Syai.g_01429	Praj.g_00998
OG0001312	Syai.g_01549	Praj.g_00924
OG0001315	Syai.g_00427	Praj.g_01974
OG0001316	Syai.g_02593	Praj.g_00180
OG0001317	Syai.g_00534	Praj.g_00274
OG0001318	Syai.g_00293	Praj.g_00295
OG0001321	Syai.g_02195	Praj.g_00445
OG0001322	Syai.g_02194	Praj.g_00446
OG0001324	Syai.g_01983	Praj.g_00688
OG0001325	Syai.g_01392	Praj.g_00703
OG0001326	Syai.g_02856	Praj.g_01850
OG0001327	Syai.g_01250	Praj.g_00876
OG0001328	Syai.g_01278	Praj.g_00895
OG0001330	Syai.g_02167	Praj.g_01521
OG0001331	Syai.g_00622	Praj.g_01581
OG0001332	Syai.g_02293	Praj.g_01677
OG0001334	Syai.g_00438	Praj.g_01979
OG0001335	Syai.g_00439	Praj.g_01980
OG0001336	Syai.g_02909	Praj.g_02133
OG0001337	Syai.g_00434, Syai.g_00452	Praj.g_00367
OG0001339	Syai.g_02539	Praj.g_00142
OG0001340	Syai.g_00453	Praj.g_00368
OG0001343	Syai.g_02842	Praj.g_00867
OG0001344	Syai.g_02139	Praj.g_01457
OG0001345	Syai.g_02110	Praj.g_01441
OG0001346	Syai.g_02180	Praj.g_01529
OG0001347	Syai.g_02766	Praj.g_02039
OG0001348	Syai.g_02033	Praj.g_01082
OG0001350	Syai.g_00539	Praj.g_00277
OG0001351	Syai.g_00843	Praj.g_00448
OG0001352	Syai.g_00700	Praj.g_00672
OG0001354	Syai.g_01477	Praj.g_00956
OG0001355	Syai.g_01698	Praj.g_01726
OG0001356	Syai.g_02032	Praj.g_01119
OG0001357	Syai.g_00918, Syai.g_01612	Praj.g_01222
OG0001359	Syai.g_02841	Praj.g_00868
OG0001360	Syai.g_02107	Praj.g_01439
OG0001362	Syai.g_00938	Praj.g_01646
OG0001363	Syai.g_00936	Praj.g_00454
OG0001366	Syai.g_02512	Praj.g_00037, Praj.g_01597
OG0001368	Syai.g_00313	Praj.g_01171, Praj.g_01152
OG0001370	Syai.g_02317, Syai.g_02865	Praj.g_01193
OG0001373	Syai.g_02855	Praj.g_01849
OG0001374	Syai.g_02863	Praj.g_01857
OG0001375	Syai.g_02843	Praj.g_00866
OG0001376	Syai.g_02795	Praj.g_00854
OG0001377	Syai.g_02794	Praj.g_00855
OG0001378	Syai.g_02232	Praj.g_00428
OG0001380	Syai.g_01168	Praj.g_01484
OG0001381	Syai.g_02819, Syai.g_01723	Praj.g_01573
OG0001385	Syai.g_02852	Praj.g_01846
OG0001386	Syai.g_02853	Praj.g_01847
OG0001387	Syai.g_02854	Praj.g_01848
OG0001388	Syai.g_02857	Praj.g_01851
OG0001389	Syai.g_02858	Praj.g_01852
OG0001390	Syai.g_02859	Praj.g_01853
OG0001391	Syai.g_02860	Praj.g_01854
OG0001392	Syai.g_02861	Praj.g_01855
OG0001393	Syai.g_02862	Praj.g_01856
OG0001394	Syai.g_01290	Praj.g_00903
OG0001395	Syai.g_01410	Praj.g_01009
OG0001396	Syai.g_02765	Praj.g_02040
OG0001397	Syai.g_00937	Praj.g_01647
OG0001398	Syai.g_01587	Praj.g_00717
OG0001401	Syai.g_02046, Syai.g_02047	Praj.g_00807
OG0001402	Syai.g_01070	Praj.g_00612
OG0001404	Syai.g_02473	Praj.g_00106
OG0001405	Syai.g_00441	Praj.g_00361
OG0001406	Syai.g_02796	Praj.g_00853
OG0001407	Syai.g_00701	Praj.g_00858
OG0001408	Syai.g_01831	Praj.g_00082
OG0001413	Syai.g_01148	Praj.g_00745
OG0001414	Syai.g_01722	Praj.g_00268
OG0001417	Syai.g_01478	Praj.g_01496
OG0001419	Syai.g_00702	Praj.g_00736
OG0001420	Syai.g_00697	Praj.g_01142
OG0001421	Syai.g_01621	Praj.g_01720
OG0001422	Syai.g_02171	Praj.g_01041
OG0001423	Syai.g_02446, Syai.g_02822, Syai.g_02466	Praj.g_01598
OG0001425	Syai.g_02792	Praj.g_02098
OG0001430	Syai.g_02768	Praj.g_00856
OG0001432	Syai.g_01943	Praj.g_00988
OG0001433	Syai.g_02031	Praj.g_01118
OG0001435	Syai.g_01256	Praj.g_00883
OG0001439	Syai.g_00219	Praj.g_00342
OG0001441	Syai.g_00687	Praj.g_00513
OG0001442	Syai.g_01305	Praj.g_01612
OG0001443	Syai.g_02800	Praj.g_01841
OG0001446	Syai.g_00832	Praj.g_00117
OG0001447	Syai.g_02574	Praj.g_00167
OG0001453	Syai.g_01455	Praj.g_00967
OG0001454	Syai.g_01153	Praj.g_01237
OG0001456	Syai.g_02873	Praj.g_01503
OG0001457	Syai.g_02874	Praj.g_01502
OG0001458	Syai.g_02875	Praj.g_01501
OG0001459	Syai.g_01712	Praj.g_01123
OG0001460	Syai.g_02030	Praj.g_01117
OG0001461	Syai.g_01730	Praj.g_01381
OG0001467	Syai.g_01141	Praj.g_00098
OG0001468	Syai.g_01144	Praj.g_00865
OG0001470	Syai.g_02235	Praj.g_02057
OG0001471	Syai.g_00224	Praj.g_01498
OG0001472	Syai.g_01931	Praj.g_00851, Praj.g_01327
OG0001473	Syai.g_01130	Praj.g_01560
OG0001474	Syai.g_00493	Praj.g_00385
OG0001475	Syai.g_02237	Praj.g_02052
OG0001476	Syai.g_02131	Praj.g_01454
OG0001477	Syai.g_01992	Praj.g_01370
OG0001480	Syai.g_02088	Praj.g_01173
OG0001482	Syai.g_01468	Praj.g_01044
OG0001484	Syai.g_02864	Praj.g_01206
OG0001487	Syai.g_00894	Praj.g_01670
OG0001488	Syai.g_02121	Praj.g_01448
OG0001489	Syai.g_00419	Praj.g_01967
OG0001495	Syai.g_00349	Praj.g_01890
OG0001496	Syai.g_01990	Praj.g_01368
OG0001497	Syai.g_01991	Praj.g_01369
OG0001498	Syai.g_00518	Praj.g_00404
OG0001499	Syai.g_00831, Syai.g_01189	Praj.g_00093
OG0001504	Syai.g_01713	Praj.g_01124
OG0001507	Syai.g_01671	Praj.g_01140
OG0001508	Syai.g_02234	Praj.g_02053
OG0001510	Syai.g_00105	Praj.g_02018
OG0001511	Syai.g_02549	Praj.g_00150
OG0001512	Syai.g_00541	Praj.g_01746
OG0001513	Syai.g_00138	Praj.g_00041
OG0001514	Syai.g_01989	Praj.g_01367
OG0001515	Syai.g_01978	Praj.g_00685
OG0001516	Syai.g_01233	Praj.g_00652
OG0001517	Syai.g_00487	Praj.g_00381
OG0001518	Syai.g_02791	Praj.g_02097
OG0001519	Syai.g_02802	Praj.g_02102
OG0001528	Syai.g_02236	Praj.g_02056
OG0001529	Syai.g_00054	Praj.g_00045
OG0001530	Syai.g_02547	Praj.g_00149
OG0001531	Syai.g_00542	Praj.g_00279
OG0001532	Syai.g_01764	Praj.g_01431
OG0001534	Syai.g_01417	Praj.g_01007
OG0001535	Syai.g_01433	Praj.g_00996
OG0001536	Syai.g_01508	Praj.g_00942
OG0001537	Syai.g_01285	Praj.g_00900
OG0001538	Syai.g_01326	Praj.g_00774
OG0001539	Syai.g_01252	Praj.g_00878
OG0001540	Syai.g_02578	Praj.g_00171
OG0001541	Syai.g_02646	Praj.g_00219
OG0001542	Syai.g_02655	Praj.g_00225
OG0001543	Syai.g_02692	Praj.g_00850
OG0001544	Syai.g_02801	Praj.g_02101
OG0001545	Syai.g_02898	Praj.g_02122
OG0001548	Syai.g_01157	Praj.g_01061
OG0001549	Syai.g_02106	Praj.g_00834
OG0001551	Syai.g_02028	Praj.g_01843
OG0001552	Syai.g_01018	Praj.g_01840
OG0001555	Syai.g_01645	Praj.g_01748
OG0001556	Syai.g_01757	Praj.g_01109
OG0001557	Syai.g_01291	Praj.g_00904
OG0001559	Syai.g_02546	Praj.g_00148
OG0001560	Syai.g_02535	Praj.g_00138
OG0001561	Syai.g_01427	Praj.g_01000
OG0001562	Syai.g_01441	Praj.g_00990
OG0001563	Syai.g_00403	Praj.g_01951
OG0001575	Syai.g_00752	Praj.g_00556
OG0001576	Syai.g_00817	Praj.g_01541
OG0001577	Syai.g_02148	Praj.g_01465
OG0001578	Syai.g_01886, Syai.g_01734, Syai.g_01155	Praj.g_01362
OG0001579	Syai.g_00447	Praj.g_00365
OG0001582	Syai.g_01500	Praj.g_01494
OG0001589	Syai.g_02263	Praj.g_01811
OG0001591	Syai.g_01244	Praj.g_00662
OG0001623	Syai.g_00457	Praj.g_00369
OG0001633	Syai.g_00995	Praj.g_01866
OG0001634	Syai.g_01239	Praj.g_00658
OG0001642	Syai.g_02085	Praj.g_01558
OG0001644	Syai.g_01406	Praj.g_00713
OG0001656	Syai.g_00445	Praj.g_00364
OG0001659	Syai.g_01759	Praj.g_01435
OG0001667	Syai.g_01923	Praj.g_01164
OG0001673	Syai.g_00532	Praj.g_00272
OG0001676	Syai.g_00444	Praj.g_00366
OG0001691	Syai.g_01064	Praj.g_01010
OG0001692	Syai.g_00959	Praj.g_01627
OG0001694	Syai.g_00257	Praj.g_00317
OG0001695	Syai.g_02894	Praj.g_02118
OG0001700	Syai.g_01204	Praj.g_01116
OG0001703	Syai.g_00630	Praj.g_00470
OG0001713	Syai.g_02130	Praj.g_01088
OG0001715	Syai.g_01166	Praj.g_01177
OG0001733	Syai.g_01247	Praj.g_01107
OG0001738	Syai.g_00204	Praj.g_00355
OG0001739	Syai.g_02892	Praj.g_02117
OG0001740	Syai.g_02896	Praj.g_02121
OG0001769	Syai.g_01123	Praj.g_01387
OG0001810	Syai.g_02591	Praj.g_00694
OG0001816	Syai.g_01249	Praj.g_00875
OG0001835	Syai.g_00585, Syai.g_01690	Praj.g_01373
OG0001907	Syai.g_02597	Praj.g_00181
OG0001915	Syai.g_02922	Praj.g_02140
OG0001916	Syai.g_00655	Praj.g_00488
OG0001954	Syai.g_01600	Praj.g_01167
OG0001990	Syai.g_02897	Praj.g_00066
OG0001991	Syai.g_01203	Praj.g_01120
OG0002018	Syai.g_02895	Praj.g_02120
OG0002177	Syai.g_01182	Praj.g_01400
OG0002293	Syai.g_00879	Praj.g_01033
OG0002380	Syai.g_00478	Praj.g_01376
OG0002384	Syai.g_00598	Praj.g_01262
OG0002507	Syai.g_01683	Praj.g_01343, Praj.g_00980
OG0002585	Syai.g_00512, Syai.g_02551	Praj.g_00401
OG0002692	Syai.g_01618	Praj.g_01341
OG0002813	Syai.g_02436	Praj.g_01226, Praj.g_01375
OG0003233	Syai.g_00838, Syai.g_00839	Praj.g_01751
