Orthogroup	Syai	Prar
OG0001163	Syai.g_02363	Prar.g_01151
OG0001164	Syai.g_02369	Prar.g_01147
OG0001165	Syai.g_02374	Prar.g_01144
OG0001166	Syai.g_02400	Prar.g_01124
OG0001167	Syai.g_02254	Prar.g_01959
OG0001168	Syai.g_02256	Prar.g_01957
OG0001169	Syai.g_02258	Prar.g_00596
OG0001170	Syai.g_02260	Prar.g_00598
OG0001171	Syai.g_02270	Prar.g_00607
OG0001172	Syai.g_00323	Prar.g_01111
OG0001173	Syai.g_00324	Prar.g_01110
OG0001174	Syai.g_00332	Prar.g_01102
OG0001175	Syai.g_00333	Prar.g_01101
OG0001176	Syai.g_00352	Prar.g_01094
OG0001177	Syai.g_00350	Prar.g_01091
OG0001178	Syai.g_02383	Prar.g_01086
OG0001179	Syai.g_00385	Prar.g_01043
OG0001180	Syai.g_00410	Prar.g_01022
OG0001181	Syai.g_00414	Prar.g_01018
OG0001182	Syai.g_00423	Prar.g_01011
OG0001183	Syai.g_00429	Prar.g_00618
OG0001184	Syai.g_00156	Prar.g_00634
OG0001185	Syai.g_00117	Prar.g_00648
OG0001186	Syai.g_00084	Prar.g_00670
OG0001187	Syai.g_00081	Prar.g_00674
OG0001188	Syai.g_00078	Prar.g_00676
OG0001189	Syai.g_00061	Prar.g_00693
OG0001190	Syai.g_02776	Prar.g_00697
OG0001191	Syai.g_02788	Prar.g_00707
OG0001192	Syai.g_02793	Prar.g_00074
OG0001193	Syai.g_02835	Prar.g_00064
OG0001194	Syai.g_02838	Prar.g_00063
OG0001195	Syai.g_02839	Prar.g_00062
OG0001196	Syai.g_02913	Prar.g_00049
OG0001197	Syai.g_02915	Prar.g_00048
OG0001198	Syai.g_02930	Prar.g_00041
OG0001199	Syai.g_02480	Prar.g_00254
OG0001200	Syai.g_02482	Prar.g_00252
OG0001202	Syai.g_02674	Prar.g_00128
OG0001203	Syai.g_00540	Prar.g_00089
OG0001204	Syai.g_00312	Prar.g_00084
OG0001205	Syai.g_02212	Prar.g_00493
OG0001206	Syai.g_00853	Prar.g_00511
OG0001207	Syai.g_00629	Prar.g_00527
OG0001208	Syai.g_00640	Prar.g_00532
OG0001209	Syai.g_00711	Prar.g_01365
OG0001210	Syai.g_00720	Prar.g_01370
OG0001211	Syai.g_00735	Prar.g_01380
OG0001212	Syai.g_00799	Prar.g_01426
OG0001213	Syai.g_01082	Prar.g_01459
OG0001214	Syai.g_01106	Prar.g_01467
OG0001215	Syai.g_01958	Prar.g_01520
OG0001216	Syai.g_01388	Prar.g_01601
OG0001217	Syai.g_01185	Prar.g_01638
OG0001219	Syai.g_01561	Prar.g_01672
OG0001220	Syai.g_02087	Prar.g_01735
OG0001221	Syai.g_01284	Prar.g_01787
OG0001222	Syai.g_01516	Prar.g_01825
OG0001223	Syai.g_01463	Prar.g_01851
OG0001224	Syai.g_02011	Prar.g_01900
OG0001225	Syai.g_02009	Prar.g_01902
OG0001226	Syai.g_01154	Prar.g_01928
OG0001227	Syai.g_02806	Prar.g_01947
OG0001228	Syai.g_02218	Prar.g_01218
OG0001229	Syai.g_01986	Prar.g_00913
OG0001230	Syai.g_00964	Prar.g_00347
OG0001231	Syai.g_00017	Prar.g_00751
OG0001232	Syai.g_02410	Prar.g_01120
OG0001233	Syai.g_02261	Prar.g_00599
OG0001234	Syai.g_00337	Prar.g_01099
OG0001235	Syai.g_00343	Prar.g_01089
OG0001236	Syai.g_00159	Prar.g_00631
OG0001237	Syai.g_00137	Prar.g_00635
OG0001238	Syai.g_02789	Prar.g_00708
OG0001239	Syai.g_02477	Prar.g_00547
OG0001240	Syai.g_02527	Prar.g_00235
OG0001241	Syai.g_02537	Prar.g_00227
OG0001242	Syai.g_02566	Prar.g_00209
OG0001243	Syai.g_02573	Prar.g_00203
OG0001244	Syai.g_02605	Prar.g_00187
OG0001245	Syai.g_02091	Prar.g_00441
OG0001246	Syai.g_00666	Prar.g_01335
OG0001247	Syai.g_01380	Prar.g_01513
OG0001248	Syai.g_01377	Prar.g_01515
OG0001249	Syai.g_00464	Prar.g_01661
OG0001250	Syai.g_02053	Prar.g_01724
OG0001251	Syai.g_02845	Prar.g_01760
OG0001252	Syai.g_02018	Prar.g_01895
OG0001254	Syai.g_01744	Prar.g_01294
OG0001255	Syai.g_01915	Prar.g_01279
OG0001256	Syai.g_02362	Prar.g_00758
OG0001257	Syai.g_00848	Prar.g_00752
OG0001258	Syai.g_02372	Prar.g_01146
OG0001259	Syai.g_02259	Prar.g_00597
OG0001260	Syai.g_02281	Prar.g_00613
OG0001261	Syai.g_00394	Prar.g_01035
OG0001262	Syai.g_00063	Prar.g_00691
OG0001263	Syai.g_02576	Prar.g_00200
OG0001265	Syai.g_02563	Prar.g_00210
OG0001266	Syai.g_02679	Prar.g_00124
OG0001267	Syai.g_00259	Prar.g_00307
OG0001268	Syai.g_00492	Prar.g_00399
OG0001269	Syai.g_01699	Prar.g_00419
OG0001270	Syai.g_02231	Prar.g_00482
OG0001271	Syai.g_00862	Prar.g_00522
OG0001272	Syai.g_00644	Prar.g_00536
OG0001273	Syai.g_01099	Prar.g_01461
OG0001274	Syai.g_02706	Prar.g_01533
OG0001275	Syai.g_01447	Prar.g_01860
OG0001276	Syai.g_01431	Prar.g_01879
OG0001277	Syai.g_02899	Prar.g_01937
OG0001278	Syai.g_01799	Prar.g_01213
OG0001280	Syai.g_02176	Prar.g_00956
OG0001281	Syai.g_02186	Prar.g_00950
OG0001282	Syai.g_00627	Prar.g_00910
OG0001283	Syai.g_02908	Prar.g_00891
OG0001284	Syai.g_02338	Prar.g_00777
OG0001285	Syai.g_02866	Prar.g_01966
OG0001287	Syai.g_00109	Prar.g_00655
OG0001289	Syai.g_02504	Prar.g_00241
OG0001290	Syai.g_02536	Prar.g_00228
OG0001291	Syai.g_02587	Prar.g_00193
OG0001292	Syai.g_00306	Prar.g_00079
OG0001293	Syai.g_00285	Prar.g_00326
OG0001294	Syai.g_01242	Prar.g_00439
OG0001295	Syai.g_00722	Prar.g_00516
OG0001296	Syai.g_00672	Prar.g_01340
OG0001298	Syai.g_00773	Prar.g_01406
OG0001299	Syai.g_01236	Prar.g_01496
OG0001300	Syai.g_01982	Prar.g_01523
OG0001301	Syai.g_01995	Prar.g_01526
OG0001302	Syai.g_01142	Prar.g_01670
OG0001303	Syai.g_01559	Prar.g_01864
OG0001304	Syai.g_01418	Prar.g_01889
OG0001305	Syai.g_02001	Prar.g_01908
OG0001306	Syai.g_02160	Prar.g_01277
OG0001307	Syai.g_01717	Prar.g_00928
OG0001308	Syai.g_00943	Prar.g_00837
OG0001309	Syai.g_00682	Prar.g_00754
OG0001311	Syai.g_01429	Prar.g_01881
OG0001312	Syai.g_01549	Prar.g_01814
OG0001315	Syai.g_00427	Prar.g_00556
OG0001316	Syai.g_02593	Prar.g_00188
OG0001317	Syai.g_00534	Prar.g_00093
OG0001318	Syai.g_00293	Prar.g_00331
OG0001319	Syai.g_00270	Prar.g_00315
OG0001321	Syai.g_02195	Prar.g_00499
OG0001322	Syai.g_02194	Prar.g_00500
OG0001323	Syai.g_00685	Prar.g_01349
OG0001324	Syai.g_01983	Prar.g_01524
OG0001325	Syai.g_01392	Prar.g_01604
OG0001326	Syai.g_02856	Prar.g_01547
OG0001327	Syai.g_01250	Prar.g_01920
OG0001328	Syai.g_01278	Prar.g_01946
OG0001330	Syai.g_02167	Prar.g_00977
OG0001331	Syai.g_00622	Prar.g_00905
OG0001332	Syai.g_02293	Prar.g_00804
OG0001333	Syai.g_02255	Prar.g_01958
OG0001334	Syai.g_00438	Prar.g_00621
OG0001335	Syai.g_00439	Prar.g_00622
OG0001336	Syai.g_02909	Prar.g_00052
OG0001339	Syai.g_02539	Prar.g_00225
OG0001340	Syai.g_00453	Prar.g_00259
OG0001343	Syai.g_02842	Prar.g_01757
OG0001344	Syai.g_02139	Prar.g_01259
OG0001345	Syai.g_02110	Prar.g_01244
OG0001346	Syai.g_02180	Prar.g_00954
OG0001348	Syai.g_02033	Prar.g_00732
OG0001351	Syai.g_00843	Prar.g_00502
OG0001352	Syai.g_00700	Prar.g_01510
OG0001355	Syai.g_01698	Prar.g_00722, Prar.g_01158
OG0001356	Syai.g_02032	Prar.g_01181
OG0001359	Syai.g_02841	Prar.g_01758
OG0001360	Syai.g_02107	Prar.g_01949
OG0001361	Syai.g_02113	Prar.g_01247
OG0001362	Syai.g_00938	Prar.g_00833
OG0001363	Syai.g_00936	Prar.g_00831
OG0001364	Syai.g_00173	Prar.g_00624
OG0001370	Syai.g_02317, Syai.g_02865	Prar.g_00508
OG0001373	Syai.g_02855	Prar.g_01548
OG0001374	Syai.g_02863	Prar.g_01540
OG0001375	Syai.g_02843	Prar.g_01756
OG0001376	Syai.g_02795	Prar.g_01914
OG0001377	Syai.g_02794	Prar.g_01915
OG0001378	Syai.g_02232	Prar.g_01325
OG0001380	Syai.g_01168	Prar.g_00923
OG0001381	Syai.g_02819, Syai.g_01723	Prar.g_00917
OG0001385	Syai.g_02852	Prar.g_01551
OG0001386	Syai.g_02853	Prar.g_01550
OG0001387	Syai.g_02854	Prar.g_01549
OG0001388	Syai.g_02857	Prar.g_01546
OG0001389	Syai.g_02858	Prar.g_01545
OG0001390	Syai.g_02859	Prar.g_01544
OG0001391	Syai.g_02860	Prar.g_01543
OG0001392	Syai.g_02861	Prar.g_01542
OG0001393	Syai.g_02862	Prar.g_01541
OG0001395	Syai.g_01410	Prar.g_01891
OG0001397	Syai.g_00937	Prar.g_00832
OG0001400	Syai.g_02602, Syai.g_01928	Prar.g_00368
OG0001404	Syai.g_02473	Prar.g_00550
OG0001405	Syai.g_00441	Prar.g_00261
OG0001406	Syai.g_02796	Prar.g_01913
OG0001407	Syai.g_00701	Prar.g_01926
OG0001408	Syai.g_01831	Prar.g_01932, Prar.g_01931
OG0001413	Syai.g_01148	Prar.g_00763
OG0001414	Syai.g_01722	Prar.g_00098
OG0001416	Syai.g_02183	Prar.g_00507
OG0001417	Syai.g_01478	Prar.g_00518, Prar.g_00519
OG0001419	Syai.g_00702	Prar.g_01927
OG0001420	Syai.g_00697	Prar.g_01316
OG0001421	Syai.g_01621	Prar.g_00757
OG0001422	Syai.g_02171	Prar.g_00734
OG0001423	Syai.g_02446, Syai.g_02822, Syai.g_02466	Prar.g_01560
OG0001428	Syai.g_02637	Prar.g_00155
OG0001430	Syai.g_02768	Prar.g_00982
OG0001432	Syai.g_01943	Prar.g_00764
OG0001433	Syai.g_02031	Prar.g_01180
OG0001435	Syai.g_01256	Prar.g_01772
OG0001438	Syai.g_00244	Prar.g_00294
OG0001439	Syai.g_00219	Prar.g_00280
OG0001441	Syai.g_00687	Prar.g_01351
OG0001442	Syai.g_01305	Prar.g_01629
OG0001446	Syai.g_00832	Prar.g_00249
OG0001447	Syai.g_02574	Prar.g_00202
OG0001448	Syai.g_02808	Prar.g_00427
OG0001452	Syai.g_00298	Prar.g_01762
OG0001453	Syai.g_01455	Prar.g_01854
OG0001454	Syai.g_01153	Prar.g_01942
OG0001456	Syai.g_02873	Prar.g_01286
OG0001457	Syai.g_02874	Prar.g_01285
OG0001458	Syai.g_02875	Prar.g_01284
OG0001459	Syai.g_01712	Prar.g_00996
OG0001462	Syai.g_00045	Prar.g_00003
OG0001465	Syai.g_01384	Prar.g_01532
OG0001467	Syai.g_01141	Prar.g_01662
OG0001468	Syai.g_01144	Prar.g_01918
OG0001470	Syai.g_02235	Prar.g_00889
OG0001471	Syai.g_00224	Prar.g_00762
OG0001472	Syai.g_01931	Prar.g_00755
OG0001473	Syai.g_01130	Prar.g_00671
OG0001474	Syai.g_00493	Prar.g_00400
OG0001475	Syai.g_02237	Prar.g_00887
OG0001479	Syai.g_00490	Prar.g_00397
OG0001480	Syai.g_02088	Prar.g_00429
OG0001482	Syai.g_01468	Prar.g_00505
OG0001492	Syai.g_01796	Prar.g_01216
OG0001493	Syai.g_01820	Prar.g_01208
OG0001494	Syai.g_02428	Prar.g_00381
OG0001499	Syai.g_00831, Syai.g_01189	Prar.g_00557
OG0001502	Syai.g_02079	Prar.g_01657
OG0001504	Syai.g_01713	Prar.g_00995
OG0001507	Syai.g_01671	Prar.g_00714
OG0001508	Syai.g_02234	Prar.g_00890
OG0001520	Syai.g_00757	Prar.g_00454, Prar.g_00455
OG0001528	Syai.g_02236	Prar.g_00888
OG0001546	Syai.g_00690	Prar.g_01354
OG0001548	Syai.g_01157	Prar.g_01659
OG0001551	Syai.g_02028	Prar.g_01287
OG0001552	Syai.g_01018	Prar.g_01201
OG0001554	Syai.g_02774	Prar.g_00756
OG0001555	Syai.g_01645	Prar.g_00742
OG0001572	Syai.g_00564	Prar.g_01192
OG0001582	Syai.g_01500	Prar.g_00517
OG0001585	Syai.g_01635	Prar.g_00998
OG0001588	Syai.g_00170	Prar.g_00363
OG0001602	Syai.g_01383	Prar.g_01531
OG0001625	Syai.g_00291	Prar.g_00329
OG0001633	Syai.g_00995	Prar.g_00914
OG0001647	Syai.g_00268	Prar.g_00314
OG0001667	Syai.g_01923	Prar.g_00975
OG0001712	Syai.g_01634	Prar.g_00472
OG0001713	Syai.g_02130	Prar.g_00560
OG0001726	Syai.g_01593, Syai.g_01594	Prar.g_00469
OG0001924	Syai.g_01058	Prar.g_01574
OG0001925	Syai.g_01057	Prar.g_01573
OG0001926	Syai.g_01056	Prar.g_01572
OG0001927	Syai.g_01055	Prar.g_01571
OG0001993	Syai.g_01060	Prar.g_01576
OG0001994	Syai.g_01059	Prar.g_01575
OG0002063	Syai.g_01856, Syai.g_01833	Prar.g_01973
OG0002111	Syai.g_01901, Syai.g_01912, Syai.g_00576	Prar.g_01421
OG0002156	Syai.g_00984	Prar.g_00583, Prar.g_00582
OG0002488	Syai.g_00172	Prar.g_00377
OG0002489	Syai.g_00596, Syai.g_01023	Prar.g_00465
