Orthogroup	Syai	Prav
OG0001162	Syai.g_01374	Prav.g_01675
OG0001163	Syai.g_02363	Prav.g_01753
OG0001164	Syai.g_02369	Prav.g_01757
OG0001165	Syai.g_02374	Prav.g_01760
OG0001166	Syai.g_02400	Prav.g_01780
OG0001167	Syai.g_02254	Prav.g_01797
OG0001168	Syai.g_02256	Prav.g_01799
OG0001169	Syai.g_02258	Prav.g_01801
OG0001170	Syai.g_02260	Prav.g_01803
OG0001171	Syai.g_02270	Prav.g_01813
OG0001172	Syai.g_00323	Prav.g_00271
OG0001173	Syai.g_00324	Prav.g_00272
OG0001174	Syai.g_00332	Prav.g_00280
OG0001175	Syai.g_00333	Prav.g_00281
OG0001176	Syai.g_00352	Prav.g_00288
OG0001177	Syai.g_00350	Prav.g_00291
OG0001178	Syai.g_02383	Prav.g_00296
OG0001179	Syai.g_00385	Prav.g_00616
OG0001180	Syai.g_00410	Prav.g_00638
OG0001181	Syai.g_00414	Prav.g_00642
OG0001182	Syai.g_00423	Prav.g_00649
OG0001183	Syai.g_00429	Prav.g_00654
OG0001184	Syai.g_00156	Prav.g_00670
OG0001185	Syai.g_00117	Prav.g_00684
OG0001186	Syai.g_00084	Prav.g_00707
OG0001187	Syai.g_00081	Prav.g_00711
OG0001188	Syai.g_00078	Prav.g_00713
OG0001189	Syai.g_00061	Prav.g_00730
OG0001190	Syai.g_02776	Prav.g_00734
OG0001191	Syai.g_02788	Prav.g_00744
OG0001192	Syai.g_02793	Prav.g_00749
OG0001193	Syai.g_02835	Prav.g_00759
OG0001194	Syai.g_02838	Prav.g_00760
OG0001195	Syai.g_02839	Prav.g_00761
OG0001196	Syai.g_02913	Prav.g_00774
OG0001197	Syai.g_02915	Prav.g_00775
OG0001198	Syai.g_02930	Prav.g_00783
OG0001199	Syai.g_02480	Prav.g_00139
OG0001200	Syai.g_02482	Prav.g_00141
OG0001202	Syai.g_02674	Prav.g_00839
OG0001203	Syai.g_00540	Prav.g_00800
OG0001204	Syai.g_00312	Prav.g_01890
OG0001205	Syai.g_02212	Prav.g_01044
OG0001206	Syai.g_00853	Prav.g_01060
OG0001207	Syai.g_00629	Prav.g_01075
OG0001208	Syai.g_00640	Prav.g_01080
OG0001209	Syai.g_00711	Prav.g_01133
OG0001210	Syai.g_00720	Prav.g_01138
OG0001211	Syai.g_00735	Prav.g_01148
OG0001212	Syai.g_00799	Prav.g_01192
OG0001213	Syai.g_01082	Prav.g_01227
OG0001214	Syai.g_01106	Prav.g_01235
OG0001215	Syai.g_01958	Prav.g_01288
OG0001216	Syai.g_01388	Prav.g_00308
OG0001217	Syai.g_01185	Prav.g_00346
OG0001218	Syai.g_00893	Prav.g_00355
OG0001219	Syai.g_01561	Prav.g_00385
OG0001220	Syai.g_02087	Prav.g_00448
OG0001221	Syai.g_01284	Prav.g_00510
OG0001222	Syai.g_01516	Prav.g_00548
OG0001223	Syai.g_01463	Prav.g_00574
OG0001224	Syai.g_02011	Prav.g_00929
OG0001225	Syai.g_02009	Prav.g_00931
OG0001226	Syai.g_01154	Prav.g_00236
OG0001227	Syai.g_02806	Prav.g_00255
OG0001228	Syai.g_02218	Prav.g_01836
OG0001229	Syai.g_01986	Prav.g_01471
OG0001230	Syai.g_00964	Prav.g_01570
OG0001231	Syai.g_00017	Prav.g_01673
OG0001232	Syai.g_02410	Prav.g_01784
OG0001233	Syai.g_02261	Prav.g_01804
OG0001234	Syai.g_00337	Prav.g_00283
OG0001235	Syai.g_00343	Prav.g_00293
OG0001236	Syai.g_00159	Prav.g_00667
OG0001237	Syai.g_00137	Prav.g_00671
OG0001238	Syai.g_02789	Prav.g_00745
OG0001239	Syai.g_02477	Prav.g_00136
OG0001240	Syai.g_02527	Prav.g_00158
OG0001241	Syai.g_02537	Prav.g_00166
OG0001242	Syai.g_02566	Prav.g_00184
OG0001243	Syai.g_02573	Prav.g_00190
OG0001244	Syai.g_02605	Prav.g_00206
OG0001245	Syai.g_02091	Prav.g_00997
OG0001246	Syai.g_00666	Prav.g_01102
OG0001247	Syai.g_01380	Prav.g_01281
OG0001248	Syai.g_01377	Prav.g_01283
OG0001249	Syai.g_00464	Prav.g_00373
OG0001250	Syai.g_02053	Prav.g_00437
OG0001251	Syai.g_02845	Prav.g_00484
OG0001252	Syai.g_02018	Prav.g_00924
OG0001254	Syai.g_01744	Prav.g_00035
OG0001255	Syai.g_01915	Prav.g_00049
OG0001256	Syai.g_02362	Prav.g_01666
OG0001257	Syai.g_00848	Prav.g_01672
OG0001258	Syai.g_02372	Prav.g_01758
OG0001259	Syai.g_02259	Prav.g_01802
OG0001260	Syai.g_02281	Prav.g_01819
OG0001261	Syai.g_00394	Prav.g_00624
OG0001262	Syai.g_00063	Prav.g_00728
OG0001263	Syai.g_02576	Prav.g_00193
OG0001265	Syai.g_02563	Prav.g_00183
OG0001266	Syai.g_02679	Prav.g_00835
OG0001267	Syai.g_00259	Prav.g_01926
OG0001268	Syai.g_00492	Prav.g_01985
OG0001269	Syai.g_01699	Prav.g_00978
OG0001270	Syai.g_02231	Prav.g_01033
OG0001271	Syai.g_00862	Prav.g_01070
OG0001272	Syai.g_00644	Prav.g_01084
OG0001273	Syai.g_01099	Prav.g_01229
OG0001274	Syai.g_02706	Prav.g_01308, Prav.g_01311
OG0001275	Syai.g_01447	Prav.g_00584
OG0001276	Syai.g_01431	Prav.g_00908
OG0001277	Syai.g_02899	Prav.g_00244
OG0001278	Syai.g_01799	Prav.g_01831
OG0001279	Syai.g_00991	Prav.g_01392
OG0001280	Syai.g_02176	Prav.g_01437
OG0001281	Syai.g_02186	Prav.g_01443
OG0001282	Syai.g_00627	Prav.g_01474
OG0001283	Syai.g_02908	Prav.g_01493
OG0001284	Syai.g_02338	Prav.g_01648
OG0001285	Syai.g_02866	Prav.g_01787
OG0001286	Syai.g_00408	Prav.g_00636
OG0001287	Syai.g_00109	Prav.g_00691
OG0001289	Syai.g_02504	Prav.g_00152
OG0001290	Syai.g_02536	Prav.g_00165
OG0001291	Syai.g_02587	Prav.g_00200
OG0001292	Syai.g_00306	Prav.g_01895
OG0001293	Syai.g_00285	Prav.g_01908
OG0001294	Syai.g_01242	Prav.g_00995
OG0001295	Syai.g_00722	Prav.g_01065
OG0001296	Syai.g_00672	Prav.g_01107
OG0001297	Syai.g_00676	Prav.g_01112
OG0001298	Syai.g_00773	Prav.g_01174
OG0001299	Syai.g_01236	Prav.g_01264
OG0001300	Syai.g_01982	Prav.g_01291
OG0001301	Syai.g_01995	Prav.g_01294
OG0001302	Syai.g_01142	Prav.g_00383
OG0001303	Syai.g_01559	Prav.g_00946
OG0001304	Syai.g_01418	Prav.g_00918
OG0001305	Syai.g_02001	Prav.g_00937
OG0001306	Syai.g_02160	Prav.g_00051
OG0001307	Syai.g_01717	Prav.g_01456
OG0001308	Syai.g_00943	Prav.g_01588
OG0001309	Syai.g_00682	Prav.g_01670
OG0001311	Syai.g_01429	Prav.g_00910
OG0001315	Syai.g_00427	Prav.g_00126
OG0001316	Syai.g_02593	Prav.g_00205
OG0001317	Syai.g_00534	Prav.g_00804
OG0001318	Syai.g_00293	Prav.g_01903
OG0001319	Syai.g_00270	Prav.g_01919
OG0001321	Syai.g_02195	Prav.g_01050
OG0001322	Syai.g_02194	Prav.g_01051
OG0001323	Syai.g_00685	Prav.g_01117
OG0001324	Syai.g_01983	Prav.g_01292
OG0001325	Syai.g_01392	Prav.g_00311
OG0001326	Syai.g_02856	Prav.g_00472
OG0001327	Syai.g_01250	Prav.g_00227
OG0001328	Syai.g_01278	Prav.g_00254
OG0001330	Syai.g_02167	Prav.g_01408
OG0001331	Syai.g_00622	Prav.g_01479
OG0001332	Syai.g_02293	Prav.g_01621
OG0001333	Syai.g_02255	Prav.g_01798
OG0001334	Syai.g_00438	Prav.g_00657
OG0001335	Syai.g_00439	Prav.g_00658
OG0001336	Syai.g_02909	Prav.g_00771
OG0001339	Syai.g_02539	Prav.g_00168
OG0001340	Syai.g_00453	Prav.g_01974
OG0001343	Syai.g_02842	Prav.g_00481
OG0001344	Syai.g_02139	Prav.g_00069
OG0001345	Syai.g_02110	Prav.g_01862
OG0001346	Syai.g_02180	Prav.g_01439
OG0001348	Syai.g_02033	Prav.g_01693
OG0001352	Syai.g_00700	Prav.g_01278
OG0001353	Syai.g_02042	Prav.g_00429
OG0001354	Syai.g_01477	Prav.g_00566
OG0001355	Syai.g_01698	Prav.g_01704, Prav.g_00969
OG0001356	Syai.g_02032	Prav.g_00957
OG0001359	Syai.g_02841	Prav.g_00482
OG0001360	Syai.g_02107	Prav.g_00257
OG0001361	Syai.g_02113	Prav.g_01865
OG0001362	Syai.g_00938	Prav.g_01592
OG0001363	Syai.g_00936	Prav.g_01594
OG0001364	Syai.g_00173	Prav.g_00660
OG0001373	Syai.g_02855	Prav.g_00471
OG0001374	Syai.g_02863	Prav.g_00479
OG0001375	Syai.g_02843	Prav.g_00480
OG0001376	Syai.g_02795	Prav.g_00220
OG0001377	Syai.g_02794	Prav.g_00221
OG0001378	Syai.g_02232	Prav.g_00003
OG0001379	Syai.g_02169	Prav.g_01432
OG0001380	Syai.g_01168	Prav.g_01461
OG0001381	Syai.g_02819, Syai.g_01723	Prav.g_01467
OG0001385	Syai.g_02852	Prav.g_00468
OG0001386	Syai.g_02853	Prav.g_00469
OG0001387	Syai.g_02854	Prav.g_00470
OG0001388	Syai.g_02857	Prav.g_00473
OG0001389	Syai.g_02858	Prav.g_00474
OG0001390	Syai.g_02859	Prav.g_00475
OG0001391	Syai.g_02860	Prav.g_00476
OG0001392	Syai.g_02861	Prav.g_00477
OG0001393	Syai.g_02862	Prav.g_00478
OG0001395	Syai.g_01410	Prav.g_00920
OG0001396	Syai.g_02765	Prav.g_00300
OG0001397	Syai.g_00937	Prav.g_01593
OG0001398	Syai.g_01587	Prav.g_01700
OG0001401	Syai.g_02046, Syai.g_02047	Prav.g_01365
OG0001402	Syai.g_01070	Prav.g_01328
OG0001404	Syai.g_02473	Prav.g_00133
OG0001405	Syai.g_00441	Prav.g_01972
OG0001406	Syai.g_02796	Prav.g_00219
OG0001407	Syai.g_00701	Prav.g_00234
OG0001408	Syai.g_01831	Prav.g_00239
OG0001413	Syai.g_01148	Prav.g_01662
OG0001414	Syai.g_01722	Prav.g_00809
OG0001416	Syai.g_02183	Prav.g_01057
OG0001417	Syai.g_01478	Prav.g_01067
OG0001419	Syai.g_00702	Prav.g_00235
OG0001420	Syai.g_00697	Prav.g_00012
OG0001421	Syai.g_01621	Prav.g_01667
OG0001422	Syai.g_02171	Prav.g_01691
OG0001425	Syai.g_02792	Prav.g_00748
OG0001428	Syai.g_02637	Prav.g_00866
OG0001430	Syai.g_02768	Prav.g_01403
OG0001432	Syai.g_01943	Prav.g_01661
OG0001433	Syai.g_02031	Prav.g_00958
OG0001435	Syai.g_01256	Prav.g_00495
OG0001438	Syai.g_00244	Prav.g_01939
OG0001439	Syai.g_00219	Prav.g_01953
OG0001441	Syai.g_00687	Prav.g_01119
OG0001442	Syai.g_01305	Prav.g_00337
OG0001443	Syai.g_02800	Prav.g_01744
OG0001446	Syai.g_00832	Prav.g_00144
OG0001447	Syai.g_02574	Prav.g_00191
OG0001448	Syai.g_02808	Prav.g_00986
OG0001449	Syai.g_00315	Prav.g_01010
OG0001452	Syai.g_00298	Prav.g_00485
OG0001453	Syai.g_01455	Prav.g_00578
OG0001454	Syai.g_01153	Prav.g_00250
OG0001456	Syai.g_02873	Prav.g_00042
OG0001457	Syai.g_02874	Prav.g_00043
OG0001458	Syai.g_02875	Prav.g_00044
OG0001459	Syai.g_01712	Prav.g_01377
OG0001460	Syai.g_02030	Prav.g_00959
OG0001462	Syai.g_00045	Prav.g_00102
OG0001465	Syai.g_01384	Prav.g_01300
OG0001467	Syai.g_01141	Prav.g_00374
OG0001468	Syai.g_01144	Prav.g_00225
OG0001470	Syai.g_02235	Prav.g_01509
OG0001471	Syai.g_00224	Prav.g_01663
OG0001472	Syai.g_01931	Prav.g_01669
OG0001473	Syai.g_01130	Prav.g_00708
OG0001474	Syai.g_00493	Prav.g_01986
OG0001475	Syai.g_02237	Prav.g_01511
OG0001479	Syai.g_00490	Prav.g_01983
OG0001480	Syai.g_02088	Prav.g_00988
OG0001482	Syai.g_01468	Prav.g_01055
OG0001492	Syai.g_01796	Prav.g_01834
OG0001493	Syai.g_01820	Prav.g_01826
OG0001495	Syai.g_00349	Prav.g_00290
OG0001499	Syai.g_00831, Syai.g_01189	Prav.g_00125
OG0001504	Syai.g_01713	Prav.g_01378
OG0001507	Syai.g_01671	Prav.g_01722
OG0001508	Syai.g_02234	Prav.g_01508
OG0001528	Syai.g_02236	Prav.g_01510
OG0001546	Syai.g_00690	Prav.g_01122
OG0001548	Syai.g_01157	Prav.g_00371
OG0001549	Syai.g_02106	Prav.g_00455
OG0001551	Syai.g_02028	Prav.g_00041
OG0001552	Syai.g_01018	Prav.g_02005
OG0001554	Syai.g_02774	Prav.g_01668
OG0001555	Syai.g_01645	Prav.g_01683
OG0001556	Syai.g_01757	Prav.g_00963
OG0001558	Syai.g_00020, Syai.g_00021	Prav.g_01353
OG0001582	Syai.g_01500	Prav.g_01066
OG0001585	Syai.g_01635	Prav.g_01395
OG0001586	Syai.g_02464	Prav.g_01523
OG0001602	Syai.g_01383	Prav.g_01299
OG0001625	Syai.g_00291	Prav.g_01905
OG0001633	Syai.g_00995	Prav.g_01470
OG0001652	Syai.g_00018	Prav.g_01351
OG0001667	Syai.g_01923	Prav.g_01411
OG0001700	Syai.g_01204	Prav.g_00960
OG0001737	Syai.g_00238	Prav.g_01364
OG0001749	Syai.g_00148, Syai.g_00188	Prav.g_01554
OG0001842	Syai.g_02289	Prav.g_00966
OG0001930	Syai.g_02290	Prav.g_00967
OG0001931	Syai.g_02291	Prav.g_00968
OG0001991	Syai.g_01203	Prav.g_01343
OG0002015	Syai.g_00183, Syai.g_00146	Prav.g_01525
OG0002244	Syai.g_01672	Prav.g_01721
OG0002291	Syai.g_02653	Prav.g_01391
OG0002293	Syai.g_00879	Prav.g_01368
OG0002295	Syai.g_01534	Prav.g_01304
OG0002380	Syai.g_00478	Prav.g_01880
OG0002387	Syai.g_02238	Prav.g_01527
OG0002664	Syai.g_02462, Syai.g_01838	Prav.g_01345
OG0002708	Syai.g_01837	Prav.g_01303
OG0003373	Syai.g_01199	Prav.g_01335
OG0003664	Syai.g_01198	Prav.g_01336
