Orthogroup	Syat	Pram
OG0001180	Syat.g_01654	Pram.g_01776
OG0001181	Syat.g_01650	Pram.g_01780
OG0001182	Syat.g_01642	Pram.g_01788
OG0001183	Syat.g_01632	Pram.g_01794
OG0001184	Syat.g_02160	Pram.g_01812
OG0001185	Syat.g_02200	Pram.g_01828
OG0001186	Syat.g_02235	Pram.g_01852
OG0001187	Syat.g_02256	Pram.g_01855
OG0001188	Syat.g_02261	Pram.g_01857
OG0001189	Syat.g_02287	Pram.g_01874
OG0001190	Syat.g_02692	Pram.g_01879
OG0001191	Syat.g_02675	Pram.g_01889
OG0001192	Syat.g_02663	Pram.g_01894
OG0001193	Syat.g_02513	Pram.g_01907
OG0001194	Syat.g_02515	Pram.g_01908
OG0001195	Syat.g_02516	Pram.g_01909
OG0001196	Syat.g_02398	Pram.g_01926
OG0001197	Syat.g_02396	Pram.g_01928
OG0001199	Syat.g_01475	Pram.g_00059
OG0001200	Syat.g_01477	Pram.g_00061
OG0001201	Syat.g_01572	Pram.g_00092
OG0001202	Syat.g_02812	Pram.g_00184
OG0001203	Syat.g_01447	Pram.g_00225
OG0001204	Syat.g_01867	Pram.g_00231
OG0001205	Syat.g_01287	Pram.g_00380
OG0001206	Syat.g_03268	Pram.g_00401
OG0001207	Syat.g_03162	Pram.g_00413
OG0001208	Syat.g_03172	Pram.g_00418
OG0001209	Syat.g_03273	Pram.g_00473
OG0001210	Syat.g_00103	Pram.g_00477
OG0001211	Syat.g_00078	Pram.g_00487
OG0001213	Syat.g_03289	Pram.g_00569
OG0001216	Syat.g_00660	Pram.g_00803
OG0001217	Syat.g_02587	Pram.g_01539
OG0001218	Syat.g_01356	Pram.g_01196
OG0001219	Syat.g_00629	Pram.g_00911
OG0001220	Syat.g_01534	Pram.g_00865
OG0001222	Syat.g_00597	Pram.g_00988
OG0001223	Syat.g_00544	Pram.g_00960
OG0001224	Syat.g_00804	Pram.g_00892
OG0001225	Syat.g_00806	Pram.g_00890
OG0001226	Syat.g_01485	Pram.g_00577
OG0001228	Syat.g_00938	Pram.g_01089
OG0001229	Syat.g_00981	Pram.g_01542
OG0001230	Syat.g_01235	Pram.g_01388
OG0001231	Syat.g_02327	Pram.g_00357
OG0001232	Syat.g_03041	Pram.g_01655
OG0001233	Syat.g_03012	Pram.g_01676
OG0001234	Syat.g_02092	Pram.g_01712
OG0001235	Syat.g_01838	Pram.g_01716
OG0001236	Syat.g_02156	Pram.g_01809
OG0001237	Syat.g_02161	Pram.g_01813
OG0001238	Syat.g_02673	Pram.g_01890
OG0001239	Syat.g_01472	Pram.g_00056
OG0001240	Syat.g_01554	Pram.g_00077
OG0001241	Syat.g_01564	Pram.g_00086
OG0001242	Syat.g_02936	Pram.g_00105
OG0001243	Syat.g_02928	Pram.g_00112
OG0001244	Syat.g_02901	Pram.g_00127
OG0001245	Syat.g_00212	Pram.g_01177
OG0001246	Syat.g_03209	Pram.g_00680
OG0001247	Syat.g_01019	Pram.g_00774
OG0001248	Syat.g_03159	Pram.g_00776
OG0001249	Syat.g_01620	Pram.g_00325
OG0001250	Syat.g_00739	Pram.g_00851
OG0001251	Syat.g_00963, Syat.g_00621	Pram.g_00714
OG0001252	Syat.g_00787	Pram.g_00897
OG0001255	Syat.g_00843	Pram.g_01157
OG0001256	Syat.g_03111	Pram.g_01289
OG0001258	Syat.g_03119	Pram.g_01628
OG0001259	Syat.g_03014	Pram.g_01674
OG0001261	Syat.g_01791	Pram.g_01761
OG0001262	Syat.g_02285	Pram.g_01872
OG0001263	Syat.g_02926	Pram.g_00114
OG0001265	Syat.g_02938	Pram.g_00104
OG0001266	Syat.g_02808	Pram.g_00188
OG0001267	Syat.g_02060	Pram.g_00268
OG0001268	Syat.g_01608	Pram.g_00334
OG0001269	Syat.g_02369	Pram.g_00864
OG0001270	Syat.g_02968	Pram.g_00369
OG0001271	Syat.g_01374	Pram.g_00408
OG0001272	Syat.g_03176	Pram.g_00422
OG0001274	Syat.g_02727	Pram.g_00211
OG0001275	Syat.g_00529	Pram.g_00969
OG0001276	Syat.g_00705	Pram.g_00980
OG0001278	Syat.g_00895	Pram.g_01085
OG0001279	Syat.g_01252	Pram.g_01253
OG0001281	Syat.g_01159	Pram.g_01235
OG0001282	Syat.g_02780	Pram.g_01467
OG0001283	Syat.g_02403	Pram.g_01922
OG0001286	Syat.g_01656	Pram.g_01774
OG0001287	Syat.g_02208	Pram.g_01835
OG0001288	Syat.g_02225	Pram.g_01845
OG0001289	Syat.g_01527	Pram.g_00071
OG0001290	Syat.g_01563	Pram.g_00085
OG0001291	Syat.g_02916	Pram.g_00122
OG0001292	Syat.g_01873	Pram.g_00236
OG0001293	Syat.g_01995	Pram.g_00249
OG0001296	Syat.g_03217	Pram.g_00446
OG0001297	Syat.g_03221	Pram.g_00451
OG0001298	Syat.g_00043	Pram.g_00515
OG0001299	Syat.g_00401	Pram.g_01043
OG0001300	Syat.g_01025	Pram.g_00785
OG0001304	Syat.g_00690	Pram.g_00993
OG0001305	Syat.g_00813	Pram.g_00884
OG0001306	Syat.g_03234	Pram.g_01155
OG0001307	Syat.g_02082	Pram.g_01477
OG0001308	Syat.g_01176	Pram.g_01368
OG0001309	Syat.g_01113	Pram.g_01272
OG0001310	Syat.g_03066	Pram.g_01645
OG0001311	Syat.g_00703	Pram.g_00982
OG0001312	Syat.g_00615	Pram.g_00920
OG0001314	Syat.g_00839, Syat.g_00137	Pram.g_00622, Pram.g_00647
OG0001315	Syat.g_01634	Pram.g_01553
OG0001317	Syat.g_01451	Pram.g_00221
OG0001318	Syat.g_01888	Pram.g_00245
OG0001319	Syat.g_02048	Pram.g_00261
OG0001323	Syat.g_01111	Pram.g_00457
OG0001325	Syat.g_00664	Pram.g_01025
OG0001327	Syat.g_00414	Pram.g_00723
OG0001329	Syat.g_00097	Pram.g_01598
OG0001331	Syat.g_01301	Pram.g_01462
OG0001333	Syat.g_03018	Pram.g_01670
OG0001336	Syat.g_02402	Pram.g_01923
OG0001337	Syat.g_01621	Pram.g_00320
OG0001348	Syat.g_03316	Pram.g_01526
OG0001351	Syat.g_01318	Pram.g_00394
OG0001353	Syat.g_00717	Pram.g_00841
OG0001354	Syat.g_00558	Pram.g_00953
OG0001355	Syat.g_02589	Pram.g_01003
OG0001357	Syat.g_00135	Pram.g_01207
OG0001358	Syat.g_03319	Pram.g_00558
OG0001361	Syat.g_00293	Pram.g_01121
OG0001364	Syat.g_02143	Pram.g_01800
OG0001365	Syat.g_02687	Pram.g_01883
OG0001371	Syat.g_01490	Pram.g_00769
OG0001379	Syat.g_01147	Pram.g_01224
OG0001382	Syat.g_00101	Pram.g_01200
OG0001394	Syat.g_00450	Pram.g_00749
OG0001401	Syat.g_00721	Pram.g_00846
OG0001402	Syat.g_03314	Pram.g_00563
OG0001403	Syat.g_02307	Pram.g_00017
OG0001409	Syat.g_01007	Pram.g_01131
OG0001411	Syat.g_01188	Pram.g_00046
OG0001415	Syat.g_00017	Pram.g_00218
OG0001418	Syat.g_03267	Pram.g_00775
OG0001421	Syat.g_03056	Pram.g_01288
OG0001429	Syat.g_00627	Pram.g_00912
OG0001430	Syat.g_03343	Pram.g_01197
OG0001435	Syat.g_00422	Pram.g_00730
OG0001437	Syat.g_00016	Pram.g_00217
OG0001441	Syat.g_01109	Pram.g_00459
OG0001443	Syat.g_02649	Pram.g_01543
OG0001451	Syat.g_02877	Pram.g_00877
OG0001453	Syat.g_00538	Pram.g_01487
OG0001460	Syat.g_01430	Pram.g_01623
OG0001461	Syat.g_01945	Pram.g_01575
OG0001467	Syat.g_02457	Pram.g_01470
OG0001476	Syat.g_02579, Syat.g_01012	Pram.g_01132
OG0001477	Syat.g_00321, Syat.g_00322, Syat.g_00318	Pram.g_01521
OG0001484	Syat.g_02443	Pram.g_01277
OG0001486	Syat.g_03258	Pram.g_01142
OG0001487	Syat.g_01355	Pram.g_01338
OG0001488	Syat.g_00301	Pram.g_01126
OG0001489	Syat.g_01645	Pram.g_01785
OG0001495	Syat.g_01833	Pram.g_01721
OG0001496	Syat.g_00316	Pram.g_01519
OG0001497	Syat.g_00317	Pram.g_01520
OG0001498	Syat.g_02954	Pram.g_00353
OG0001505	Syat.g_01215	Pram.g_01414
OG0001510	Syat.g_02214	Pram.g_01839
OG0001511	Syat.g_01580	Pram.g_00096
OG0001512	Syat.g_01445	Pram.g_01192
OG0001514	Syat.g_00315	Pram.g_01518
OG0001515	Syat.g_00927	Pram.g_00783
OG0001516	Syat.g_00398	Pram.g_01046
OG0001517	Syat.g_01613	Pram.g_00329
OG0001518	Syat.g_02671	Pram.g_01892
OG0001519	Syat.g_02646	Pram.g_01897
OG0001522	Syat.g_00642	Pram.g_00842
OG0001523	Syat.g_01089	Pram.g_01551
OG0001524	Syat.g_01088	Pram.g_01552
OG0001526	Syat.g_02907	Pram.g_00041
OG0001527	Syat.g_00064	Pram.g_00501
OG0001529	Syat.g_02294	Pram.g_00025
OG0001530	Syat.g_01578	Pram.g_00095
OG0001531	Syat.g_01444	Pram.g_00226
OG0001532	Syat.g_00213	Pram.g_01108
OG0001534	Syat.g_00689	Pram.g_00994
OG0001535	Syat.g_00707	Pram.g_00979
OG0001536	Syat.g_00589	Pram.g_00939
OG0001537	Syat.g_00441	Pram.g_00746
OG0001538	Syat.g_00484	Pram.g_00814
OG0001539	Syat.g_00417	Pram.g_00725
OG0001540	Syat.g_02924	Pram.g_00116
OG0001541	Syat.g_02847	Pram.g_00164
OG0001542	Syat.g_02837	Pram.g_00170
OG0001543	Syat.g_03229	Pram.g_01538
OG0001544	Syat.g_02647	Pram.g_01896
OG0001545	Syat.g_02444, Syat.g_02433	Pram.g_01912
OG0001549	Syat.g_00799	Pram.g_00875
OG0001557	Syat.g_00451	Pram.g_00750
OG0001559	Syat.g_01577	Pram.g_00094
OG0001560	Syat.g_01562	Pram.g_00084
OG0001561	Syat.g_00701	Pram.g_00984
OG0001563	Syat.g_01662	Pram.g_01769
OG0001574	Syat.g_00066	Pram.g_00499
OG0001575	Syat.g_00061	Pram.g_00504
OG0001576	Syat.g_01169	Pram.g_01243
OG0001580	Syat.g_02701	Pram.g_00032
OG0001584	Syat.g_00468	Pram.g_01032
OG0001587	Syat.g_02990	Pram.g_01692
OG0001591	Syat.g_00411	Pram.g_00762
OG0001592	Syat.g_02699	Pram.g_00031
OG0001613	Syat.g_01635	Pram.g_01792
OG0001614	Syat.g_02197	Pram.g_01827
OG0001616	Syat.g_00249	Pram.g_01116
OG0001617	Syat.g_03212, Syat.g_03299	Pram.g_00787
OG0001619	Syat.g_00600	Pram.g_00929
OG0001620	Syat.g_01601	Pram.g_00338
OG0001621	Syat.g_01883	Pram.g_00241
OG0001622	Syat.g_02404	Pram.g_01921
OG0001634	Syat.g_00404	Pram.g_01040
OG0001636	Syat.g_02302	Pram.g_00020
OG0001638	Syat.g_03143	Pram.g_01643
OG0001639	Syat.g_02981	Pram.g_01329
OG0001640	Syat.g_00792	Pram.g_00900
OG0001641	Syat.g_00540	Pram.g_00962
OG0001642	Syat.g_00676	Pram.g_00863
OG0001643	Syat.g_00131	Pram.g_01071
OG0001644	Syat.g_00844	Pram.g_01015
OG0001659	Syat.g_00219	Pram.g_01264
OG0001678	Syat.g_01859	Pram.g_01699
OG0001679	Syat.g_02946	Pram.g_00324
OG0001701	Syat.g_02905	Pram.g_00042
OG0001717	Syat.g_02860	Pram.g_00678
OG0001731	Syat.g_03081	Pram.g_01316
OG0001762	Syat.g_00531	Pram.g_00967
OG0001764	Syat.g_00639	Pram.g_01009
OG0001771	Syat.g_01094	Pram.g_01571
OG0001782	Syat.g_01210	Pram.g_01497
OG0001955	Syat.g_01670	Pram.g_01541
OG0001956	Syat.g_00959	Pram.g_00871
OG0001977	Syat.g_02506	Pram.g_01903
OG0002003	Syat.g_01980	Pram.g_00688
OG0002019	Syat.g_02199	Pram.g_01951
OG0002052	Syat.g_01022	Pram.g_00989
OG0002097	Syat.g_02176	Pram.g_01431
OG0002109	Syat.g_01923, Syat.g_01752	Pram.g_00692
OG0002110	Syat.g_02552	Pram.g_01488
OG0002155	Syat.g_02174	Pram.g_01429, Pram.g_01439
OG0002274	Syat.g_02175	Pram.g_01430
OG0002347	Syat.g_03036	Pram.g_01661
OG0002348	Syat.g_02603	Pram.g_01527
OG0002389	Syat.g_01641	Pram.g_01789
OG0002559	Syat.g_00145	Pram.g_00592
OG0002565	Syat.g_03291	Pram.g_00598, Pram.g_00600
OG0002582	Syat.g_02247	Pram.g_01492
OG0002664	Syat.g_02486, Syat.g_00167	Pram.g_00617
OG0002730	Syat.g_01925, Syat.g_01755, Syat.g_03294	Pram.g_00614
OG0002821	Syat.g_02904	Pram.g_00043
OG0002822	Syat.g_02906	Pram.g_00044
OG0002837	Syat.g_00283	Pram.g_00601
OG0002893	Syat.g_02173	Pram.g_01432
OG0003490	Syat.g_00281, Syat.g_02958	Pram.g_00609
OG0003493	Syat.g_02607, Syat.g_02266	Pram.g_01433
OG0004044	Syat.g_01924	Pram.g_00615
OG0004257	Syat.g_00282	Pram.g_00608
