Orthogroup	Syat	Prau
OG0001176	Syat.g_01831	Prau.g_01814
OG0001178	Syat.g_03137	Prau.g_01822
OG0001180	Syat.g_01654	Prau.g_01875
OG0001181	Syat.g_01650	Prau.g_01879
OG0001182	Syat.g_01642	Prau.g_01886
OG0001183	Syat.g_01632	Prau.g_01890
OG0001184	Syat.g_02160	Prau.g_01906
OG0001185	Syat.g_02200	Prau.g_01920
OG0001186	Syat.g_02235	Prau.g_01943
OG0001187	Syat.g_02256	Prau.g_01947
OG0001188	Syat.g_02261	Prau.g_01950
OG0001189	Syat.g_02287	Prau.g_01967
OG0001190	Syat.g_02692	Prau.g_01971
OG0001191	Syat.g_02675	Prau.g_01981
OG0001192	Syat.g_02663	Prau.g_01985
OG0001193	Syat.g_02513	Prau.g_01995
OG0001194	Syat.g_02515	Prau.g_01996
OG0001195	Syat.g_02516	Prau.g_01997
OG0001196	Syat.g_02398	Prau.g_02010
OG0001197	Syat.g_02396	Prau.g_02011
OG0001199	Syat.g_01475	Prau.g_00075
OG0001200	Syat.g_01477	Prau.g_00077
OG0001201	Syat.g_01572	Prau.g_00109
OG0001202	Syat.g_02812	Prau.g_00200
OG0001203	Syat.g_01447	Prau.g_00239
OG0001204	Syat.g_01867	Prau.g_00245
OG0001205	Syat.g_01287	Prau.g_00486
OG0001206	Syat.g_03268	Prau.g_00504
OG0001207	Syat.g_03162	Prau.g_00518
OG0001208	Syat.g_03172	Prau.g_00523
OG0001209	Syat.g_03273	Prau.g_00575
OG0001210	Syat.g_00103	Prau.g_00580
OG0001211	Syat.g_00078	Prau.g_00590
OG0001213	Syat.g_03289	Prau.g_00669
OG0001214	Syat.g_00128	Prau.g_00677
OG0001216	Syat.g_00660	Prau.g_00757
OG0001217	Syat.g_02587	Prau.g_00800
OG0001218	Syat.g_01356	Prau.g_00809
OG0001219	Syat.g_00629	Prau.g_00843
OG0001220	Syat.g_01534	Prau.g_00906
OG0001222	Syat.g_00597	Prau.g_01007
OG0001223	Syat.g_00544	Prau.g_01033
OG0001224	Syat.g_00804	Prau.g_01085
OG0001225	Syat.g_00806	Prau.g_01087
OG0001226	Syat.g_01485	Prau.g_01112
OG0001228	Syat.g_00938	Prau.g_01251
OG0001229	Syat.g_00981	Prau.g_01407
OG0001230	Syat.g_01235	Prau.g_01520
OG0001231	Syat.g_02327	Prau.g_01628
OG0001232	Syat.g_03041	Prau.g_01755
OG0001233	Syat.g_03012	Prau.g_01775
OG0001234	Syat.g_02092	Prau.g_01809
OG0001235	Syat.g_01838	Prau.g_01819
OG0001236	Syat.g_02156	Prau.g_01903
OG0001237	Syat.g_02161	Prau.g_01907
OG0001238	Syat.g_02673	Prau.g_01982
OG0001240	Syat.g_01554	Prau.g_00094
OG0001241	Syat.g_01564	Prau.g_00102
OG0001242	Syat.g_02936	Prau.g_00120
OG0001243	Syat.g_02928	Prau.g_00126
OG0001244	Syat.g_02901	Prau.g_00142
OG0001245	Syat.g_00212	Prau.g_00383
OG0001246	Syat.g_03209	Prau.g_00545
OG0001247	Syat.g_01019	Prau.g_00723
OG0001248	Syat.g_03159	Prau.g_00725
OG0001249	Syat.g_01620	Prau.g_00832
OG0001250	Syat.g_00739	Prau.g_00894
OG0001251	Syat.g_00963, Syat.g_00621	Prau.g_00943
OG0001252	Syat.g_00787	Prau.g_01080
OG0001255	Syat.g_00843	Prau.g_01191
OG0001256	Syat.g_03111	Prau.g_01621
OG0001257	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918	Prau.g_01627
OG0001258	Syat.g_03119	Prau.g_01729
OG0001259	Syat.g_03014	Prau.g_01773
OG0001261	Syat.g_01791	Prau.g_01861
OG0001262	Syat.g_02285	Prau.g_01965
OG0001263	Syat.g_02926	Prau.g_00129
OG0001265	Syat.g_02938	Prau.g_00119
OG0001266	Syat.g_02808	Prau.g_00204
OG0001267	Syat.g_02060	Prau.g_00282
OG0001268	Syat.g_01608	Prau.g_00341
OG0001269	Syat.g_02369	Prau.g_00361
OG0001270	Syat.g_02968	Prau.g_00475
OG0001271	Syat.g_01374	Prau.g_00513
OG0001272	Syat.g_03176	Prau.g_00527
OG0001274	Syat.g_02727	Prau.g_00743
OG0001275	Syat.g_00529	Prau.g_01043
OG0001276	Syat.g_00705	Prau.g_01064
OG0001277	Syat.g_03312	Prau.g_01120
OG0001278	Syat.g_00895	Prau.g_01256
OG0001279	Syat.g_01252	Prau.g_01320
OG0001281	Syat.g_01159	Prau.g_01376
OG0001282	Syat.g_02780	Prau.g_01410
OG0001283	Syat.g_02403	Prau.g_01429
OG0001286	Syat.g_01656	Prau.g_01873
OG0001287	Syat.g_02208	Prau.g_01927
OG0001288	Syat.g_02225	Prau.g_01936
OG0001289	Syat.g_01527	Prau.g_00088
OG0001290	Syat.g_01563	Prau.g_00101
OG0001291	Syat.g_02916	Prau.g_00136
OG0001292	Syat.g_01873	Prau.g_00250
OG0001293	Syat.g_01995	Prau.g_00263
OG0001294	Syat.g_00409	Prau.g_00381
OG0001295	Syat.g_00945	Prau.g_00509
OG0001296	Syat.g_03217	Prau.g_00550
OG0001297	Syat.g_03221	Prau.g_00555
OG0001298	Syat.g_00043	Prau.g_00616
OG0001299	Syat.g_00401	Prau.g_00706
OG0001300	Syat.g_01025	Prau.g_00733
OG0001303	Syat.g_00628	Prau.g_01047
OG0001304	Syat.g_00690	Prau.g_01074
OG0001305	Syat.g_00813	Prau.g_01093
OG0001306	Syat.g_03234	Prau.g_01193
OG0001307	Syat.g_02082	Prau.g_01392
OG0001308	Syat.g_01176	Prau.g_01541
OG0001309	Syat.g_01113	Prau.g_01625
OG0001310	Syat.g_03066	Prau.g_01744
OG0001311	Syat.g_00703	Prau.g_01066
OG0001315	Syat.g_01634	Prau.g_00063
OG0001317	Syat.g_01451	Prau.g_00235
OG0001318	Syat.g_01888	Prau.g_00258
OG0001319	Syat.g_02048	Prau.g_00274
OG0001323	Syat.g_01111	Prau.g_00560
OG0001325	Syat.g_00664	Prau.g_00760
OG0001326	Syat.g_02525	Prau.g_00931
OG0001327	Syat.g_00414	Prau.g_01104
OG0001329	Syat.g_00097	Prau.g_01168
OG0001331	Syat.g_01301	Prau.g_01415
OG0001333	Syat.g_03018	Prau.g_01769
OG0001336	Syat.g_02402	Prau.g_02007
OG0001345	Syat.g_00290	Prau.g_01225
OG0001351	Syat.g_01318	Prau.g_00495
OG0001355	Syat.g_02589	Prau.g_01657, Prau.g_01309
OG0001358	Syat.g_03319	Prau.g_00660
OG0001360	Syat.g_00256	Prau.g_01132
OG0001361	Syat.g_00293	Prau.g_01222
OG0001364	Syat.g_02143	Prau.g_01896
OG0001365	Syat.g_02687	Prau.g_01975
OG0001371	Syat.g_01490	Prau.g_00719
OG0001373	Syat.g_02524	Prau.g_00930
OG0001374	Syat.g_02541	Prau.g_00938
OG0001376	Syat.g_00841	Prau.g_01098
OG0001377	Syat.g_00842	Prau.g_01099
OG0001378	Syat.g_02967	Prau.g_01141
OG0001382	Syat.g_00101	Prau.g_01640
OG0001385	Syat.g_02521	Prau.g_00927
OG0001386	Syat.g_02522	Prau.g_00928
OG0001387	Syat.g_02523	Prau.g_00929
OG0001388	Syat.g_02526	Prau.g_00932
OG0001389	Syat.g_02531	Prau.g_00933
OG0001390	Syat.g_02532	Prau.g_00934
OG0001391	Syat.g_02533	Prau.g_00935
OG0001392	Syat.g_02539	Prau.g_00936
OG0001393	Syat.g_02540	Prau.g_00937
OG0001394	Syat.g_00450	Prau.g_00971
OG0001406	Syat.g_00840	Prau.g_01097
OG0001408	Syat.g_00211	Prau.g_01115
OG0001409	Syat.g_01007	Prau.g_01213
OG0001411	Syat.g_01188	Prau.g_01452
OG0001413	Syat.g_02775, Syat.g_00853	Prau.g_01616
OG0001415	Syat.g_00017	Prau.g_00232
OG0001416	Syat.g_02491	Prau.g_00500
OG0001417	Syat.g_01705	Prau.g_00511
OG0001418	Syat.g_03267	Prau.g_00724
OG0001420	Syat.g_01099	Prau.g_01150
OG0001421	Syat.g_03056	Prau.g_01622
OG0001429	Syat.g_00627	Prau.g_00844
OG0001430	Syat.g_03343	Prau.g_01341
OG0001432	Syat.g_00846	Prau.g_01614
OG0001434	Syat.g_00455	Prau.g_00976
OG0001437	Syat.g_00016	Prau.g_00231
OG0001438	Syat.g_02076	Prau.g_00295
OG0001439	Syat.g_02105	Prau.g_00309
OG0001441	Syat.g_01109	Prau.g_00562
OG0001449	Syat.g_00800	Prau.g_00405
OG0001451	Syat.g_02877	Prau.g_00915
OG0001452	Syat.g_01881	Prau.g_00944
OG0001453	Syat.g_00538	Prau.g_01037
OG0001454	Syat.g_00189	Prau.g_01125
OG0001456	Syat.g_02545	Prau.g_01184
OG0001457	Syat.g_02546	Prau.g_01185
OG0001458	Syat.g_02547	Prau.g_01186
OG0001462	Syat.g_02301	Prau.g_00033
OG0001470	Syat.g_02257, Syat.g_02252	Prau.g_01463, Prau.g_01472
OG0001473	Syat.g_00190	Prau.g_01944
OG0001474	Syat.g_01607	Prau.g_00342
OG0001475	Syat.g_01116	Prau.g_01474
OG0001479	Syat.g_01610	Prau.g_00339
OG0001480	Syat.g_00100	Prau.g_00371
OG0001482	Syat.g_00549	Prau.g_00498
OG0001484	Syat.g_02443	Prau.g_01709
OG0001492	Syat.g_00898	Prau.g_01253
OG0001493	Syat.g_00890	Prau.g_01261
OG0001495	Syat.g_01833	Prau.g_01816
OG0001502	Syat.g_00757	Prau.g_00824
OG0001507	Syat.g_03261	Prau.g_01664
OG0001508	Syat.g_02258	Prau.g_01462
OG0001520	Syat.g_00852	Prau.g_00397
OG0001522	Syat.g_00642	Prau.g_00886
OG0001523	Syat.g_01089	Prau.g_01178
OG0001524	Syat.g_01088	Prau.g_01179
OG0001526	Syat.g_02907	Prau.g_01272
OG0001528	Syat.g_01115	Prau.g_01473, Prau.g_01464
OG0001547	Syat.g_00645	Prau.g_00826
OG0001549	Syat.g_00799	Prau.g_00913
OG0001553	Syat.g_01230	Prau.g_01525
OG0001554	Syat.g_01005	Prau.g_01623
OG0001557	Syat.g_00451	Prau.g_00972
OG0001564	Syat.g_01209	Prau.g_01501, Prau.g_01505
OG0001567	Syat.g_00651	Prau.g_00825
OG0001568	Syat.g_00643	Prau.g_00827
OG0001570	Syat.g_03269	Prau.g_01152
OG0001584	Syat.g_00468	Prau.g_00988
OG0001587	Syat.g_02990	Prau.g_01791
OG0001613	Syat.g_01635	Prau.g_01888
OG0001625	Syat.g_01938	Prau.g_00260
OG0001647	Syat.g_02051	Prau.g_00275
OG0001701	Syat.g_02905	Prau.g_01793, Prau.g_01273
OG0001726	Syat.g_02003	Prau.g_00415
OG0001745	Syat.g_00971	Prau.g_01613
OG0001782	Syat.g_01210	Prau.g_01825, Prau.g_00426
OG0001897	Syat.g_01604	Prau.g_01280
OG0001924	Syat.g_02767	Prau.g_01691
OG0001925	Syat.g_02766	Prau.g_01692
OG0001926	Syat.g_02765	Prau.g_01693
OG0001927	Syat.g_02764	Prau.g_01694
OG0001993	Syat.g_02769	Prau.g_01689
OG0002097	Syat.g_02176	Prau.g_01455
OG0002244	Syat.g_00744	Prau.g_01663
OG0002248	Syat.g_00837	Prau.g_01722
OG0002369	Syat.g_02251	Prau.g_01459
OG0003496	Syat.g_01961	Prau.g_00243
OG0003814	Syat.g_02245, Syat.g_01122	Prau.g_01493
OG0004267	Syat.g_01960	Prau.g_00242
OG0005663	Syat.g_01926	Prau.g_00455
