Orthogroup	Syat	Pral
OG0001182	Syat.g_01642	Pral.g_00261
OG0001183	Syat.g_01632	Pral.g_00267
OG0001184	Syat.g_02160	Pral.g_00284
OG0001185	Syat.g_02200	Pral.g_00300
OG0001186	Syat.g_02235	Pral.g_00324
OG0001187	Syat.g_02256	Pral.g_00327
OG0001188	Syat.g_02261	Pral.g_00329
OG0001189	Syat.g_02287	Pral.g_00346
OG0001190	Syat.g_02692	Pral.g_00351
OG0001191	Syat.g_02675	Pral.g_00361
OG0001192	Syat.g_02663	Pral.g_00366
OG0001193	Syat.g_02513	Pral.g_00380
OG0001194	Syat.g_02515	Pral.g_00381
OG0001195	Syat.g_02516	Pral.g_00382
OG0001196	Syat.g_02398	Pral.g_00398
OG0001197	Syat.g_02396	Pral.g_00400
OG0001200	Syat.g_01477	Pral.g_00971
OG0001201	Syat.g_01572	Pral.g_00939
OG0001203	Syat.g_01447	Pral.g_00802
OG0001205	Syat.g_01287	Pral.g_00648
OG0001206	Syat.g_03268	Pral.g_00626
OG0001207	Syat.g_03162	Pral.g_00615
OG0001208	Syat.g_03172	Pral.g_00609
OG0001209	Syat.g_03273	Pral.g_00555
OG0001210	Syat.g_00103	Pral.g_00550
OG0001211	Syat.g_00078	Pral.g_00540
OG0001213	Syat.g_03289	Pral.g_00458
OG0001214	Syat.g_00128	Pral.g_01438
OG0001216	Syat.g_00660	Pral.g_01727
OG0001217	Syat.g_02587	Pral.g_00023
OG0001218	Syat.g_01356	Pral.g_01308
OG0001219	Syat.g_00629	Pral.g_01660
OG0001220	Syat.g_01534	Pral.g_01542
OG0001222	Syat.g_00597	Pral.g_01605
OG0001223	Syat.g_00544	Pral.g_01610
OG0001224	Syat.g_00804	Pral.g_01565
OG0001225	Syat.g_00806	Pral.g_01563
OG0001226	Syat.g_01485	Pral.g_01320, Pral.g_00967
OG0001228	Syat.g_00938	Pral.g_01421
OG0001229	Syat.g_00981	Pral.g_01299
OG0001230	Syat.g_01235	Pral.g_01174
OG0001232	Syat.g_03041	Pral.g_00130
OG0001233	Syat.g_03012	Pral.g_00150
OG0001234	Syat.g_02092	Pral.g_00188
OG0001235	Syat.g_01838	Pral.g_00192
OG0001236	Syat.g_02156	Pral.g_00281
OG0001237	Syat.g_02161	Pral.g_00285
OG0001238	Syat.g_02673	Pral.g_00362
OG0001239	Syat.g_01472	Pral.g_00976
OG0001240	Syat.g_01554	Pral.g_00954
OG0001241	Syat.g_01564	Pral.g_00945
OG0001242	Syat.g_02936	Pral.g_00926
OG0001243	Syat.g_02928	Pral.g_00919
OG0001244	Syat.g_02901	Pral.g_00904
OG0001245	Syat.g_00212	Pral.g_01840
OG0001246	Syat.g_03209	Pral.g_00016, Pral.g_00586
OG0001247	Syat.g_01019	Pral.g_01758
OG0001248	Syat.g_03159	Pral.g_01756
OG0001249	Syat.g_01620	Pral.g_00701
OG0001250	Syat.g_00739	Pral.g_01529
OG0001251	Syat.g_00963, Syat.g_00621	Pral.g_01819
OG0001256	Syat.g_03111	Pral.g_01069
OG0001258	Syat.g_03119	Pral.g_00103
OG0001259	Syat.g_03014	Pral.g_00148
OG0001261	Syat.g_01791	Pral.g_00234
OG0001262	Syat.g_02285	Pral.g_00344
OG0001263	Syat.g_02926	Pral.g_00917
OG0001265	Syat.g_02938	Pral.g_00927
OG0001266	Syat.g_02808	Pral.g_00841
OG0001267	Syat.g_02060	Pral.g_00759
OG0001268	Syat.g_01608	Pral.g_00693
OG0001269	Syat.g_02369	Pral.g_01541
OG0001270	Syat.g_02968	Pral.g_00660
OG0001271	Syat.g_01374	Pral.g_00620
OG0001272	Syat.g_03176	Pral.g_00605
OG0001274	Syat.g_02727	Pral.g_00818
OG0001275	Syat.g_00529	Pral.g_01585
OG0001276	Syat.g_00705	Pral.g_01597
OG0001277	Syat.g_03312	Pral.g_01703
OG0001278	Syat.g_00895	Pral.g_01425
OG0001279	Syat.g_01252	Pral.g_00024
OG0001281	Syat.g_01159	Pral.g_01276
OG0001282	Syat.g_02780	Pral.g_01221
OG0001283	Syat.g_02403	Pral.g_00394
OG0001286	Syat.g_01656	Pral.g_00247
OG0001287	Syat.g_02208	Pral.g_00307
OG0001288	Syat.g_02225	Pral.g_00317
OG0001289	Syat.g_01527	Pral.g_00960
OG0001290	Syat.g_01563	Pral.g_00946
OG0001291	Syat.g_02916	Pral.g_00909
OG0001292	Syat.g_01873	Pral.g_00791
OG0001293	Syat.g_01995	Pral.g_00778
OG0001294	Syat.g_00409	Pral.g_00025
OG0001296	Syat.g_03217	Pral.g_00581
OG0001297	Syat.g_03221	Pral.g_00576
OG0001298	Syat.g_00043	Pral.g_00511
OG0001299	Syat.g_00401	Pral.g_01468
OG0001300	Syat.g_01025	Pral.g_01747
OG0001304	Syat.g_00690	Pral.g_01577
OG0001305	Syat.g_00813	Pral.g_01557
OG0001306	Syat.g_03234	Pral.g_01352
OG0001307	Syat.g_02082	Pral.g_01238
OG0001308	Syat.g_01176	Pral.g_01151
OG0001309	Syat.g_01113	Pral.g_00572
OG0001310	Syat.g_03066	Pral.g_00120
OG0001311	Syat.g_00703	Pral.g_01599
OG0001312	Syat.g_00615	Pral.g_01651
OG0001315	Syat.g_01634	Pral.g_01326
OG0001317	Syat.g_01451	Pral.g_00806
OG0001318	Syat.g_01888	Pral.g_00782
OG0001319	Syat.g_02048	Pral.g_00766
OG0001323	Syat.g_01111	Pral.g_00570
OG0001325	Syat.g_00664	Pral.g_01724
OG0001327	Syat.g_00414	Pral.g_01810
OG0001331	Syat.g_01301	Pral.g_01216
OG0001333	Syat.g_03018	Pral.g_00144
OG0001336	Syat.g_02402	Pral.g_00395
OG0001337	Syat.g_01621	Pral.g_00707
OG0001345	Syat.g_00290	Pral.g_01389
OG0001348	Syat.g_03316	Pral.g_01303
OG0001351	Syat.g_01318	Pral.g_00634
OG0001353	Syat.g_00717	Pral.g_01520
OG0001354	Syat.g_00558	Pral.g_01617
OG0001355	Syat.g_02589	Pral.g_01040
OG0001358	Syat.g_03319	Pral.g_00467
OG0001361	Syat.g_00293	Pral.g_01386
OG0001364	Syat.g_02143	Pral.g_00273
OG0001365	Syat.g_02687	Pral.g_00355
OG0001371	Syat.g_01490	Pral.g_01763
OG0001379	Syat.g_01147	Pral.g_01287
OG0001394	Syat.g_00450	Pral.g_01784
OG0001401	Syat.g_00721	Pral.g_01672
OG0001402	Syat.g_03314	Pral.g_00463
OG0001403	Syat.g_02307	Pral.g_01013
OG0001409	Syat.g_01007	Pral.g_01376
OG0001415	Syat.g_00017	Pral.g_00810
OG0001418	Syat.g_03267	Pral.g_01757
OG0001421	Syat.g_03056	Pral.g_01068
OG0001429	Syat.g_00627	Pral.g_01659
OG0001430	Syat.g_03343	Pral.g_01309
OG0001434	Syat.g_00455	Pral.g_01779
OG0001435	Syat.g_00422	Pral.g_01803
OG0001437	Syat.g_00016	Pral.g_00811
OG0001438	Syat.g_02076	Pral.g_00745
OG0001441	Syat.g_01109	Pral.g_00568
OG0001443	Syat.g_02649	Pral.g_01300
OG0001451	Syat.g_02877	Pral.g_01553
OG0001452	Syat.g_01881	Pral.g_01817
OG0001453	Syat.g_00538	Pral.g_00989
OG0001461	Syat.g_01945	Pral.g_00457
OG0001467	Syat.g_02457	Pral.g_01223
OG0001476	Syat.g_02579, Syat.g_01012	Pral.g_01374
OG0001484	Syat.g_02443	Pral.g_01053
OG0001486	Syat.g_03258	Pral.g_01365
OG0001487	Syat.g_01355	Pral.g_01120
OG0001489	Syat.g_01645	Pral.g_00258
OG0001495	Syat.g_01833	Pral.g_00197
OG0001498	Syat.g_02954	Pral.g_00675
OG0001510	Syat.g_02214	Pral.g_00311
OG0001511	Syat.g_01580	Pral.g_00935
OG0001512	Syat.g_01445	Pral.g_01297
OG0001515	Syat.g_00927	Pral.g_01749
OG0001516	Syat.g_00398	Pral.g_01465
OG0001517	Syat.g_01613	Pral.g_00697
OG0001518	Syat.g_02671	Pral.g_00364
OG0001519	Syat.g_02646	Pral.g_00369
OG0001522	Syat.g_00642	Pral.g_01521
OG0001523	Syat.g_01089	Pral.g_00073
OG0001524	Syat.g_01088	Pral.g_00072
OG0001526	Syat.g_02907	Pral.g_01055
OG0001527	Syat.g_00064	Pral.g_00526
OG0001529	Syat.g_02294	Pral.g_01004
OG0001530	Syat.g_01578	Pral.g_00936
OG0001531	Syat.g_01444	Pral.g_00801
OG0001532	Syat.g_00213	Pral.g_01402
OG0001534	Syat.g_00689	Pral.g_01576
OG0001535	Syat.g_00707	Pral.g_01596
OG0001536	Syat.g_00589	Pral.g_01631
OG0001537	Syat.g_00441	Pral.g_01787
OG0001538	Syat.g_00484	Pral.g_01493
OG0001539	Syat.g_00417	Pral.g_01808
OG0001540	Syat.g_02924	Pral.g_00915
OG0001541	Syat.g_02847	Pral.g_00864
OG0001542	Syat.g_02837	Pral.g_00858
OG0001543	Syat.g_03229	Pral.g_01305
OG0001544	Syat.g_02647	Pral.g_00368
OG0001545	Syat.g_02444, Syat.g_02433	Pral.g_00385
OG0001553	Syat.g_01230	Pral.g_01168
OG0001557	Syat.g_00451	Pral.g_01783
OG0001558	Syat.g_02323	Pral.g_00667
OG0001559	Syat.g_01577	Pral.g_00937
OG0001560	Syat.g_01562	Pral.g_00947
OG0001561	Syat.g_00701	Pral.g_01601
OG0001562	Syat.g_00523	Pral.g_01589
OG0001563	Syat.g_01662	Pral.g_00242
OG0001574	Syat.g_00066	Pral.g_00528
OG0001575	Syat.g_00061	Pral.g_00523
OG0001576	Syat.g_01169	Pral.g_01268
OG0001577	Syat.g_03255	Pral.g_01362
OG0001580	Syat.g_02701	Pral.g_00997
OG0001584	Syat.g_00468	Pral.g_01478
OG0001587	Syat.g_02990	Pral.g_00168
OG0001588	Syat.g_02169, Syat.g_03195	Pral.g_01229
OG0001591	Syat.g_00411	Pral.g_01770
OG0001592	Syat.g_02699	Pral.g_00998
OG0001613	Syat.g_01635	Pral.g_00265
OG0001614	Syat.g_02197	Pral.g_00299
OG0001616	Syat.g_00249	Pral.g_01392
OG0001617	Syat.g_03212, Syat.g_03299	Pral.g_01745
OG0001619	Syat.g_00600	Pral.g_01641
OG0001620	Syat.g_01601	Pral.g_00689
OG0001621	Syat.g_01883	Pral.g_00786
OG0001622	Syat.g_02404	Pral.g_00393
OG0001636	Syat.g_02302	Pral.g_01010
OG0001638	Syat.g_03143	Pral.g_00118
OG0001639	Syat.g_02981	Pral.g_01109
OG0001640	Syat.g_00792	Pral.g_01572
OG0001642	Syat.g_00676	Pral.g_01540
OG0001644	Syat.g_00844	Pral.g_01714
OG0001652	Syat.g_02326	Pral.g_01678
OG0001654	Syat.g_02983	Pral.g_01111
OG0001657	Syat.g_02887	Pral.g_00889
OG0001659	Syat.g_00219	Pral.g_00433
OG0001671	Syat.g_02742	Pral.g_01685
OG0001673	Syat.g_01454	Pral.g_00808
OG0001678	Syat.g_01859	Pral.g_00174
OG0001679	Syat.g_02946	Pral.g_00703
OG0001692	Syat.g_01231	Pral.g_01170
OG0001694	Syat.g_02062	Pral.g_00757
OG0001703	Syat.g_03164	Pral.g_00614
OG0001717	Syat.g_02860	Pral.g_00876
OG0001729	Syat.g_01440	Pral.g_00798
OG0001731	Syat.g_03081	Pral.g_01096
OG0001737	Syat.g_02084	Pral.g_01686
OG0001748	Syat.g_02740	Pral.g_01684
OG0001761	Syat.g_00819	Pral.g_00473
OG0001782	Syat.g_01210	Pral.g_01045, Pral.g_01248
OG0001803	Syat.g_01291	Pral.g_00652
OG0001813	Syat.g_02490	Pral.g_00372
OG0001816	Syat.g_00413	Pral.g_01811
OG0001837	Syat.g_02741	Pral.g_01683
OG0001936	Syat.g_00178	Pral.g_00069
OG0001955	Syat.g_01670	Pral.g_01307
OG0001956	Syat.g_00959	Pral.g_01547
OG0001977	Syat.g_02506	Pral.g_00376
OG0002052	Syat.g_01022	Pral.g_01606
OG0002097	Syat.g_02176	Pral.g_01194
OG0002154	Syat.g_00084	Pral.g_01224
OG0002247	Syat.g_00054	Pral.g_00517
OG0002274	Syat.g_02175	Pral.g_01196
OG0002285	Syat.g_00612	Pral.g_01648
OG0002348	Syat.g_02603	Pral.g_00033
OG0002349	Syat.g_03010	Pral.g_00152
OG0002436	Syat.g_01258, Syat.g_02488	Pral.g_00071
OG0002589	Syat.g_01757, Syat.g_01691	Pral.g_01877
OG0002700	Syat.g_03378	Pral.g_01319
OG0002837	Syat.g_00283	Pral.g_00002, Pral.g_00097
OG0002838	Syat.g_00777	Pral.g_01250
OG0002931	Syat.g_01692	Pral.g_01876
OG0003347	Syat.g_00396, Syat.g_03193	Pral.g_01234
OG0003490	Syat.g_00281, Syat.g_02958	Pral.g_00007
OG0004257	Syat.g_00282	Pral.g_00006
OG0005537	Syat.g_03194	Pral.g_01232
