Orthogroup	Syat	Prbf
OG0001126	Syat.g_00790	Prbf.g_01159
OG0001127	Syat.g_00789	Prbf.g_01160
OG0001128	Syat.g_00786	Prbf.g_01162
OG0001129	Syat.g_00784	Prbf.g_01163
OG0001130	Syat.g_00783	Prbf.g_01164
OG0001131	Syat.g_01674	Prbf.g_01705
OG0001132	Syat.g_00965	Prbf.g_00296
OG0001133	Syat.g_03311	Prbf.g_00094
OG0001136	Syat.g_03257	Prbf.g_00915
OG0001137	Syat.g_00306	Prbf.g_00927
OG0001138	Syat.g_00214	Prbf.g_00948
OG0001139	Syat.g_00209	Prbf.g_00950
OG0001140	Syat.g_00208	Prbf.g_00951
OG0001141	Syat.g_00207	Prbf.g_00952
OG0001142	Syat.g_00206	Prbf.g_00953
OG0001143	Syat.g_00925	Prbf.g_00960
OG0001144	Syat.g_00906	Prbf.g_00965
OG0001145	Syat.g_01117	Prbf.g_00034
OG0001146	Syat.g_01158	Prbf.g_00022
OG0001147	Syat.g_01368	Prbf.g_00002
OG0001148	Syat.g_01297	Prbf.g_00097
OG0001149	Syat.g_01298	Prbf.g_00098
OG0001150	Syat.g_01299	Prbf.g_00099
OG0001151	Syat.g_01420	Prbf.g_00110
OG0001152	Syat.g_01421	Prbf.g_00111
OG0001153	Syat.g_01346	Prbf.g_00189
OG0001154	Syat.g_01347	Prbf.g_00190
OG0001155	Syat.g_02774	Prbf.g_00207
OG0001156	Syat.g_02978	Prbf.g_00210
OG0001157	Syat.g_02977	Prbf.g_00211
OG0001158	Syat.g_02976	Prbf.g_00212
OG0001159	Syat.g_02975	Prbf.g_00213
OG0001160	Syat.g_03104	Prbf.g_00239
OG0001161	Syat.g_02384	Prbf.g_00750
OG0001162	Syat.g_01528	Prbf.g_00812
OG0001163	Syat.g_03112	Prbf.g_00702
OG0001164	Syat.g_03116	Prbf.g_00698
OG0001165	Syat.g_03121	Prbf.g_00695
OG0001166	Syat.g_03050	Prbf.g_00674
OG0001167	Syat.g_03019	Prbf.g_00657
OG0001168	Syat.g_03017	Prbf.g_00655
OG0001169	Syat.g_03015	Prbf.g_00653
OG0001170	Syat.g_03013	Prbf.g_00651
OG0001171	Syat.g_03001	Prbf.g_00641
OG0001172	Syat.g_01858	Prbf.g_00625
OG0001173	Syat.g_01857	Prbf.g_00624
OG0001174	Syat.g_01849	Prbf.g_00616
OG0001175	Syat.g_01848	Prbf.g_00615
OG0001176	Syat.g_01831	Prbf.g_00607
OG0001178	Syat.g_03137	Prbf.g_00688
OG0001180	Syat.g_01654	Prbf.g_00552
OG0001181	Syat.g_01650	Prbf.g_00548
OG0001182	Syat.g_01642	Prbf.g_00540
OG0001183	Syat.g_01632	Prbf.g_00535
OG0001184	Syat.g_02160	Prbf.g_00517
OG0001185	Syat.g_02200	Prbf.g_00501
OG0001186	Syat.g_02235	Prbf.g_00476
OG0001187	Syat.g_02256	Prbf.g_00473
OG0001188	Syat.g_02261	Prbf.g_00471
OG0001189	Syat.g_02287	Prbf.g_00455
OG0001190	Syat.g_02692	Prbf.g_00450
OG0001191	Syat.g_02675	Prbf.g_00440
OG0001192	Syat.g_02663	Prbf.g_00435
OG0001193	Syat.g_02513	Prbf.g_00423
OG0001194	Syat.g_02515	Prbf.g_00422
OG0001195	Syat.g_02516	Prbf.g_00421
OG0001196	Syat.g_02398	Prbf.g_00405
OG0001197	Syat.g_02396	Prbf.g_00403
OG0001199	Syat.g_01475	Prbf.g_01401
OG0001200	Syat.g_01477	Prbf.g_01403
OG0001201	Syat.g_01572	Prbf.g_01436
OG0001202	Syat.g_02812	Prbf.g_01534
OG0001203	Syat.g_01447	Prbf.g_01576
OG0001204	Syat.g_01867	Prbf.g_01582
OG0001205	Syat.g_01287	Prbf.g_01729
OG0001206	Syat.g_03268	Prbf.g_01749
OG0001207	Syat.g_03162	Prbf.g_01760
OG0001208	Syat.g_03172	Prbf.g_01765
OG0001209	Syat.g_03273	Prbf.g_01816
OG0001210	Syat.g_00103	Prbf.g_01821
OG0001211	Syat.g_00078	Prbf.g_01831
OG0001213	Syat.g_03289	Prbf.g_01913
OG0001214	Syat.g_00128	Prbf.g_00984
OG0001216	Syat.g_00660	Prbf.g_01251
OG0001217	Syat.g_02587	Prbf.g_00280
OG0001218	Syat.g_01356	Prbf.g_00855
OG0001219	Syat.g_00629	Prbf.g_01146
OG0001220	Syat.g_01534	Prbf.g_01189
OG0001222	Syat.g_00597	Prbf.g_01067
OG0001223	Syat.g_00544	Prbf.g_01099
OG0001224	Syat.g_00804	Prbf.g_01166
OG0001225	Syat.g_00806	Prbf.g_01168
OG0001226	Syat.g_01485	Prbf.g_01921
OG0001228	Syat.g_00938	Prbf.g_00968
OG0001229	Syat.g_00981	Prbf.g_00856
OG0001230	Syat.g_01235	Prbf.g_00150
OG0001231	Syat.g_02327	Prbf.g_01706
OG0001232	Syat.g_03041	Prbf.g_00670
OG0001233	Syat.g_03012	Prbf.g_00650
OG0001234	Syat.g_02092	Prbf.g_00613
OG0001235	Syat.g_01838	Prbf.g_00609
OG0001236	Syat.g_02156	Prbf.g_00520
OG0001237	Syat.g_02161	Prbf.g_00516
OG0001238	Syat.g_02673	Prbf.g_00439
OG0001239	Syat.g_01472	Prbf.g_01398
OG0001240	Syat.g_01554	Prbf.g_01419
OG0001241	Syat.g_01564	Prbf.g_01429
OG0001242	Syat.g_02936	Prbf.g_01449
OG0001243	Syat.g_02928	Prbf.g_01456
OG0001244	Syat.g_02901	Prbf.g_01471
OG0001245	Syat.g_00212	Prbf.g_00879
OG0001247	Syat.g_01019	Prbf.g_01279
OG0001248	Syat.g_03159	Prbf.g_01277
OG0001249	Syat.g_01620	Prbf.g_01675
OG0001250	Syat.g_00739	Prbf.g_01202
OG0001251	Syat.g_00963, Syat.g_00621	Prbf.g_00837
OG0001252	Syat.g_00787	Prbf.g_01161
OG0001255	Syat.g_00843	Prbf.g_00900
OG0001256	Syat.g_03111	Prbf.g_00246
OG0001258	Syat.g_03119	Prbf.g_00697
OG0001259	Syat.g_03014	Prbf.g_00652
OG0001261	Syat.g_01791	Prbf.g_00567
OG0001263	Syat.g_02926	Prbf.g_01458
OG0001265	Syat.g_02938	Prbf.g_01448
OG0001266	Syat.g_02808	Prbf.g_01538
OG0001267	Syat.g_02060	Prbf.g_01620
OG0001268	Syat.g_01608	Prbf.g_01683
OG0001269	Syat.g_02369	Prbf.g_01190
OG0001270	Syat.g_02968	Prbf.g_01718
OG0001271	Syat.g_01374	Prbf.g_01755
OG0001272	Syat.g_03176	Prbf.g_01769
OG0001274	Syat.g_02727	Prbf.g_01562
OG0001275	Syat.g_00529	Prbf.g_01089
OG0001276	Syat.g_00705	Prbf.g_01075
OG0001277	Syat.g_03312	Prbf.g_00417
OG0001278	Syat.g_00895	Prbf.g_00972
OG0001279	Syat.g_01252	Prbf.g_00339
OG0001281	Syat.g_01159	Prbf.g_00021
OG0001282	Syat.g_02780	Prbf.g_00096
OG0001283	Syat.g_02403	Prbf.g_00408
OG0001286	Syat.g_01656	Prbf.g_00554
OG0001287	Syat.g_02208	Prbf.g_00494
OG0001288	Syat.g_02225	Prbf.g_00483
OG0001289	Syat.g_01527	Prbf.g_01413
OG0001290	Syat.g_01563	Prbf.g_01428
OG0001291	Syat.g_02916	Prbf.g_01466
OG0001292	Syat.g_01873	Prbf.g_01587
OG0001293	Syat.g_01995	Prbf.g_01600
OG0001295	Syat.g_00945	Prbf.g_00824
OG0001296	Syat.g_03217	Prbf.g_01792
OG0001297	Syat.g_03221	Prbf.g_01797
OG0001298	Syat.g_00043	Prbf.g_01858
OG0001299	Syat.g_00401	Prbf.g_01015
OG0001300	Syat.g_01025	Prbf.g_01268
OG0001303	Syat.g_00628	Prbf.g_00731
OG0001304	Syat.g_00690	Prbf.g_01062
OG0001305	Syat.g_00813	Prbf.g_01174
OG0001306	Syat.g_03234	Prbf.g_00903
OG0001307	Syat.g_02082	Prbf.g_00070
OG0001308	Syat.g_01176	Prbf.g_00167
OG0001309	Syat.g_01113	Prbf.g_00274
OG0001310	Syat.g_03066	Prbf.g_00680
OG0001311	Syat.g_00703	Prbf.g_01073
OG0001312	Syat.g_00615	Prbf.g_01137
OG0001314	Syat.g_00839, Syat.g_00137	Prbf.g_00372
OG0001315	Syat.g_01634	Prbf.g_00865
OG0001317	Syat.g_01451	Prbf.g_01572
OG0001318	Syat.g_01888	Prbf.g_01596
OG0001319	Syat.g_02048	Prbf.g_01613
OG0001323	Syat.g_01111	Prbf.g_01802
OG0001325	Syat.g_00664	Prbf.g_01032
OG0001327	Syat.g_00414	Prbf.g_01332
OG0001329	Syat.g_00097	Prbf.g_00734
OG0001331	Syat.g_01301	Prbf.g_00101
OG0001333	Syat.g_03018	Prbf.g_00656
OG0001337	Syat.g_01621	Prbf.g_01670
OG0001345	Syat.g_00290	Prbf.g_00938
OG0001348	Syat.g_03316	Prbf.g_00826
OG0001351	Syat.g_01318	Prbf.g_01741
OG0001353	Syat.g_00717	Prbf.g_01212
OG0001354	Syat.g_00558	Prbf.g_01107
OG0001355	Syat.g_02589	Prbf.g_01053
OG0001356	Syat.g_01035, Syat.g_01428	Prbf.g_00705
OG0001357	Syat.g_00135	Prbf.g_00052
OG0001364	Syat.g_02143	Prbf.g_00529
OG0001365	Syat.g_02687	Prbf.g_00446
OG0001371	Syat.g_01490	Prbf.g_01284
OG0001379	Syat.g_01147	Prbf.g_00032
OG0001382	Syat.g_00101	Prbf.g_00063
OG0001394	Syat.g_00450	Prbf.g_01305
OG0001401	Syat.g_00721	Prbf.g_01207
OG0001402	Syat.g_03314	Prbf.g_01907
OG0001403	Syat.g_02307	Prbf.g_01353
OG0001409	Syat.g_01007	Prbf.g_00926
OG0001411	Syat.g_01188	Prbf.g_01388
OG0001415	Syat.g_00017	Prbf.g_01569
OG0001418	Syat.g_03267	Prbf.g_01278
OG0001421	Syat.g_03056	Prbf.g_00247
OG0001429	Syat.g_00627	Prbf.g_01145
OG0001430	Syat.g_03343	Prbf.g_00854
OG0001433	Syat.g_01429	Prbf.g_00706
OG0001434	Syat.g_00455	Prbf.g_01300
OG0001435	Syat.g_00422	Prbf.g_01324
OG0001437	Syat.g_00016	Prbf.g_01568
OG0001443	Syat.g_02649	Prbf.g_00857
OG0001451	Syat.g_02877	Prbf.g_01178
OG0001460	Syat.g_01430	Prbf.g_00707
OG0001461	Syat.g_01945	Prbf.g_01379
OG0001467	Syat.g_02457	Prbf.g_00090
OG0001476	Syat.g_02579, Syat.g_01012	Prbf.g_00925
OG0001477	Syat.g_00321, Syat.g_00322, Syat.g_00318	Prbf.g_00316
OG0001484	Syat.g_02443	Prbf.g_00262
OG0001486	Syat.g_03258	Prbf.g_00916
OG0001487	Syat.g_01355	Prbf.g_00197
OG0001488	Syat.g_00301	Prbf.g_00931
OG0001489	Syat.g_01645	Prbf.g_00543
OG0001496	Syat.g_00316	Prbf.g_00318
OG0001497	Syat.g_00317	Prbf.g_00317
OG0001498	Syat.g_02954	Prbf.g_01702
OG0001505	Syat.g_01215	Prbf.g_00313
OG0001510	Syat.g_02214	Prbf.g_00490, Prbf.g_00489
OG0001511	Syat.g_01580	Prbf.g_01440
OG0001512	Syat.g_01445	Prbf.g_00861
OG0001514	Syat.g_00315	Prbf.g_00319
OG0001515	Syat.g_00927	Prbf.g_01270
OG0001516	Syat.g_00398	Prbf.g_01012
OG0001517	Syat.g_01613	Prbf.g_01679
OG0001518	Syat.g_02671	Prbf.g_00437
OG0001519	Syat.g_02646	Prbf.g_00432
OG0001522	Syat.g_00642	Prbf.g_01211
OG0001523	Syat.g_01089	Prbf.g_00783
OG0001524	Syat.g_01088	Prbf.g_00782
OG0001526	Syat.g_02907	Prbf.g_01383
OG0001527	Syat.g_00064	Prbf.g_01844
OG0001529	Syat.g_02294	Prbf.g_01363
OG0001530	Syat.g_01578	Prbf.g_01439
OG0001531	Syat.g_01444	Prbf.g_01577
OG0001532	Syat.g_00213	Prbf.g_00949
OG0001534	Syat.g_00689	Prbf.g_01061
OG0001535	Syat.g_00707	Prbf.g_01077
OG0001536	Syat.g_00589	Prbf.g_01121
OG0001537	Syat.g_00441	Prbf.g_01308
OG0001538	Syat.g_00484	Prbf.g_01240
OG0001539	Syat.g_00417	Prbf.g_01330
OG0001540	Syat.g_02924	Prbf.g_01460
OG0001541	Syat.g_02847	Prbf.g_01514
OG0001542	Syat.g_02837	Prbf.g_01520
OG0001543	Syat.g_03229	Prbf.g_00040
OG0001544	Syat.g_02647	Prbf.g_00433
OG0001545	Syat.g_02444, Syat.g_02433	Prbf.g_00418
OG0001549	Syat.g_00799	Prbf.g_01180
OG0001557	Syat.g_00451	Prbf.g_01304
OG0001559	Syat.g_01577	Prbf.g_01438
OG0001560	Syat.g_01562	Prbf.g_01427
OG0001561	Syat.g_00701	Prbf.g_01071
OG0001562	Syat.g_00523	Prbf.g_01084
OG0001563	Syat.g_01662	Prbf.g_00559
OG0001564	Syat.g_01209	Prbf.g_01382
OG0001574	Syat.g_00066	Prbf.g_01842
OG0001575	Syat.g_00061	Prbf.g_01847
OG0001576	Syat.g_01169	Prbf.g_00012
OG0001577	Syat.g_03255	Prbf.g_00913
OG0001580	Syat.g_02701	Prbf.g_01370
OG0001584	Syat.g_00468	Prbf.g_01025
OG0001587	Syat.g_02990	Prbf.g_00633
OG0001588	Syat.g_02169, Syat.g_03195	Prbf.g_01709
OG0001591	Syat.g_00411	Prbf.g_01291
OG0001592	Syat.g_02699	Prbf.g_01369
OG0001614	Syat.g_02197	Prbf.g_00502
OG0001616	Syat.g_00249	Prbf.g_00941
OG0001617	Syat.g_03212, Syat.g_03299	Prbf.g_01266
OG0001619	Syat.g_00600	Prbf.g_01128
OG0001620	Syat.g_01601	Prbf.g_01687
OG0001621	Syat.g_01883	Prbf.g_01592
OG0001622	Syat.g_02404	Prbf.g_00409
OG0001636	Syat.g_02302	Prbf.g_01357
OG0001638	Syat.g_03143	Prbf.g_00682
OG0001639	Syat.g_02981	Prbf.g_00206
OG0001640	Syat.g_00792	Prbf.g_01158
OG0001641	Syat.g_00540	Prbf.g_01096
OG0001642	Syat.g_00676	Prbf.g_01191
OG0001643	Syat.g_00131	Prbf.g_00987
OG0001644	Syat.g_00844	Prbf.g_01042
OG0001654	Syat.g_02983	Prbf.g_00204
OG0001657	Syat.g_02887	Prbf.g_01489
OG0001659	Syat.g_00219	Prbf.g_00821
OG0001678	Syat.g_01859	Prbf.g_00626
OG0001679	Syat.g_02946	Prbf.g_01674
OG0001701	Syat.g_02905	Prbf.g_01384
OG0001717	Syat.g_02860	Prbf.g_00323
OG0001733	Syat.g_01048	Prbf.g_00709
OG0001769	Syat.g_00373	Prbf.g_00866
OG0001771	Syat.g_01094	Prbf.g_00766
OG0001807	Syat.g_02090	Prbf.g_01381
OG0001842	Syat.g_02421	Prbf.g_00294
OG0001930	Syat.g_02422	Prbf.g_00293
OG0001931	Syat.g_02424	Prbf.g_00292
OG0001955	Syat.g_01670	Prbf.g_00813
OG0001956	Syat.g_00959	Prbf.g_01184
OG0001977	Syat.g_02506	Prbf.g_00427
OG0001996	Syat.g_02309	Prbf.g_01351
OG0002003	Syat.g_01980	Prbf.g_00288
OG0002019	Syat.g_02199	Prbf.g_00818
OG0002052	Syat.g_01022	Prbf.g_01066
OG0002109	Syat.g_01923, Syat.g_01752	Prbf.g_00283
OG0002270	Syat.g_01201, Syat.g_02138, Syat.g_00352, Syat.g_00351	Prbf.g_00128
OG0002340	Syat.g_02781	Prbf.g_01544
OG0002348	Syat.g_02603	Prbf.g_00827
OG0002384	Syat.g_00943	Prbf.g_00722
OG0002389	Syat.g_01641	Prbf.g_00539
OG0002436	Syat.g_01258, Syat.g_02488	Prbf.g_00763
OG0002821	Syat.g_02904	Prbf.g_01385
OG0002822	Syat.g_02906	Prbf.g_01386
