Orthogroup	Syat	Prav
OG0001181	Syat.g_01650	Prav.g_00642
OG0001182	Syat.g_01642	Prav.g_00649
OG0001183	Syat.g_01632	Prav.g_00654
OG0001184	Syat.g_02160	Prav.g_00670
OG0001185	Syat.g_02200	Prav.g_00684
OG0001186	Syat.g_02235	Prav.g_00707
OG0001187	Syat.g_02256	Prav.g_00711
OG0001188	Syat.g_02261	Prav.g_00713
OG0001189	Syat.g_02287	Prav.g_00730
OG0001190	Syat.g_02692	Prav.g_00734
OG0001191	Syat.g_02675	Prav.g_00744
OG0001192	Syat.g_02663	Prav.g_00749
OG0001193	Syat.g_02513	Prav.g_00759
OG0001194	Syat.g_02515	Prav.g_00760
OG0001195	Syat.g_02516	Prav.g_00761
OG0001196	Syat.g_02398	Prav.g_00774
OG0001197	Syat.g_02396	Prav.g_00775
OG0001199	Syat.g_01475	Prav.g_00139
OG0001200	Syat.g_01477	Prav.g_00141
OG0001201	Syat.g_01572	Prav.g_00173
OG0001202	Syat.g_02812	Prav.g_00839
OG0001203	Syat.g_01447	Prav.g_00800
OG0001204	Syat.g_01867	Prav.g_01890
OG0001205	Syat.g_01287	Prav.g_01044
OG0001206	Syat.g_03268	Prav.g_01060
OG0001207	Syat.g_03162	Prav.g_01075
OG0001208	Syat.g_03172	Prav.g_01080
OG0001209	Syat.g_03273	Prav.g_01133
OG0001210	Syat.g_00103	Prav.g_01138
OG0001211	Syat.g_00078	Prav.g_01148
OG0001213	Syat.g_03289	Prav.g_01227
OG0001214	Syat.g_00128	Prav.g_01235
OG0001216	Syat.g_00660	Prav.g_00308
OG0001217	Syat.g_02587	Prav.g_00346
OG0001218	Syat.g_01356	Prav.g_00355
OG0001219	Syat.g_00629	Prav.g_00385
OG0001220	Syat.g_01534	Prav.g_00448
OG0001222	Syat.g_00597	Prav.g_00548
OG0001223	Syat.g_00544	Prav.g_00574
OG0001224	Syat.g_00804	Prav.g_00929
OG0001225	Syat.g_00806	Prav.g_00931
OG0001226	Syat.g_01485	Prav.g_00236
OG0001228	Syat.g_00938	Prav.g_01836
OG0001229	Syat.g_00981	Prav.g_01471
OG0001230	Syat.g_01235	Prav.g_01570
OG0001231	Syat.g_02327	Prav.g_01673
OG0001232	Syat.g_03041	Prav.g_01784
OG0001233	Syat.g_03012	Prav.g_01804
OG0001234	Syat.g_02092	Prav.g_00283
OG0001235	Syat.g_01838	Prav.g_00293
OG0001236	Syat.g_02156	Prav.g_00667
OG0001237	Syat.g_02161	Prav.g_00671
OG0001238	Syat.g_02673	Prav.g_00745
OG0001239	Syat.g_01472	Prav.g_00136
OG0001240	Syat.g_01554	Prav.g_00158
OG0001241	Syat.g_01564	Prav.g_00166
OG0001242	Syat.g_02936	Prav.g_00184
OG0001243	Syat.g_02928	Prav.g_00190
OG0001244	Syat.g_02901	Prav.g_00206
OG0001245	Syat.g_00212	Prav.g_00997
OG0001246	Syat.g_03209	Prav.g_01102
OG0001247	Syat.g_01019	Prav.g_01281
OG0001248	Syat.g_03159	Prav.g_01283
OG0001249	Syat.g_01620	Prav.g_00373
OG0001250	Syat.g_00739	Prav.g_00437
OG0001251	Syat.g_00963, Syat.g_00621	Prav.g_00484
OG0001252	Syat.g_00787	Prav.g_00924
OG0001255	Syat.g_00843	Prav.g_00049
OG0001256	Syat.g_03111	Prav.g_01666
OG0001257	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918	Prav.g_01672
OG0001258	Syat.g_03119	Prav.g_01758
OG0001259	Syat.g_03014	Prav.g_01802
OG0001261	Syat.g_01791	Prav.g_00624
OG0001262	Syat.g_02285	Prav.g_00728
OG0001263	Syat.g_02926	Prav.g_00193
OG0001265	Syat.g_02938	Prav.g_00183
OG0001266	Syat.g_02808	Prav.g_00835
OG0001267	Syat.g_02060	Prav.g_01926
OG0001268	Syat.g_01608	Prav.g_01985
OG0001269	Syat.g_02369	Prav.g_00978
OG0001270	Syat.g_02968	Prav.g_01033
OG0001271	Syat.g_01374	Prav.g_01070
OG0001272	Syat.g_03176	Prav.g_01084
OG0001274	Syat.g_02727	Prav.g_01308, Prav.g_01311
OG0001275	Syat.g_00529	Prav.g_00584
OG0001276	Syat.g_00705	Prav.g_00908
OG0001277	Syat.g_03312	Prav.g_00244
OG0001278	Syat.g_00895	Prav.g_01831
OG0001279	Syat.g_01252	Prav.g_01392
OG0001281	Syat.g_01159	Prav.g_01443
OG0001282	Syat.g_02780	Prav.g_01474
OG0001283	Syat.g_02403	Prav.g_01493
OG0001286	Syat.g_01656	Prav.g_00636
OG0001287	Syat.g_02208	Prav.g_00691
OG0001288	Syat.g_02225	Prav.g_00700
OG0001289	Syat.g_01527	Prav.g_00152
OG0001290	Syat.g_01563	Prav.g_00165
OG0001291	Syat.g_02916	Prav.g_00200
OG0001292	Syat.g_01873	Prav.g_01895
OG0001293	Syat.g_01995	Prav.g_01908
OG0001294	Syat.g_00409	Prav.g_00995
OG0001295	Syat.g_00945	Prav.g_01065
OG0001296	Syat.g_03217	Prav.g_01107
OG0001297	Syat.g_03221	Prav.g_01112
OG0001298	Syat.g_00043	Prav.g_01174
OG0001299	Syat.g_00401	Prav.g_01264
OG0001300	Syat.g_01025	Prav.g_01291
OG0001303	Syat.g_00628	Prav.g_00946
OG0001304	Syat.g_00690	Prav.g_00918
OG0001305	Syat.g_00813	Prav.g_00937
OG0001306	Syat.g_03234	Prav.g_00051
OG0001307	Syat.g_02082	Prav.g_01456
OG0001308	Syat.g_01176	Prav.g_01588
OG0001309	Syat.g_01113	Prav.g_01670
OG0001310	Syat.g_03066	Prav.g_01773
OG0001311	Syat.g_00703	Prav.g_00910
OG0001315	Syat.g_01634	Prav.g_00126
OG0001317	Syat.g_01451	Prav.g_00804
OG0001318	Syat.g_01888	Prav.g_01903
OG0001319	Syat.g_02048	Prav.g_01919
OG0001323	Syat.g_01111	Prav.g_01117
OG0001325	Syat.g_00664	Prav.g_00311
OG0001326	Syat.g_02525	Prav.g_00472
OG0001327	Syat.g_00414	Prav.g_00227
OG0001329	Syat.g_00097	Prav.g_00026
OG0001331	Syat.g_01301	Prav.g_01479
OG0001333	Syat.g_03018	Prav.g_01798
OG0001336	Syat.g_02402	Prav.g_00771
OG0001345	Syat.g_00290	Prav.g_01862
OG0001347	Syat.g_01136	Prav.g_00299
OG0001348	Syat.g_03316	Prav.g_01693
OG0001353	Syat.g_00717	Prav.g_00429
OG0001354	Syat.g_00558	Prav.g_00566
OG0001355	Syat.g_02589	Prav.g_01704, Prav.g_00969
OG0001356	Syat.g_01035, Syat.g_01428	Prav.g_00957
OG0001358	Syat.g_03319	Prav.g_01218
OG0001360	Syat.g_00256	Prav.g_00257
OG0001361	Syat.g_00293	Prav.g_01865
OG0001364	Syat.g_02143	Prav.g_00660
OG0001365	Syat.g_02687	Prav.g_00738
OG0001371	Syat.g_01490	Prav.g_01277
OG0001373	Syat.g_02524	Prav.g_00471
OG0001374	Syat.g_02541	Prav.g_00479
OG0001376	Syat.g_00841	Prav.g_00220
OG0001377	Syat.g_00842	Prav.g_00221
OG0001378	Syat.g_02967	Prav.g_00003
OG0001379	Syat.g_01147	Prav.g_01432
OG0001382	Syat.g_00101	Prav.g_01686
OG0001385	Syat.g_02521	Prav.g_00468
OG0001386	Syat.g_02522	Prav.g_00469
OG0001387	Syat.g_02523	Prav.g_00470
OG0001388	Syat.g_02526	Prav.g_00473
OG0001389	Syat.g_02531	Prav.g_00474
OG0001390	Syat.g_02532	Prav.g_00475
OG0001391	Syat.g_02533	Prav.g_00476
OG0001392	Syat.g_02539	Prav.g_00477
OG0001393	Syat.g_02540	Prav.g_00478
OG0001396	Syat.g_01137, Syat.g_02665	Prav.g_00300
OG0001401	Syat.g_00721	Prav.g_01365
OG0001402	Syat.g_03314	Prav.g_01328
OG0001403	Syat.g_02307	Prav.g_00098
OG0001406	Syat.g_00840	Prav.g_00219
OG0001408	Syat.g_00211	Prav.g_00239
OG0001409	Syat.g_01007	Prav.g_00072
OG0001412	Syat.g_01135	Prav.g_00298
OG0001413	Syat.g_02775, Syat.g_00853	Prav.g_01662
OG0001415	Syat.g_00017	Prav.g_00807
OG0001416	Syat.g_02491	Prav.g_01057
OG0001417	Syat.g_01705	Prav.g_01067
OG0001418	Syat.g_03267	Prav.g_01282
OG0001420	Syat.g_01099	Prav.g_00012
OG0001421	Syat.g_03056	Prav.g_01667
OG0001429	Syat.g_00627	Prav.g_00386
OG0001430	Syat.g_03343	Prav.g_01403
OG0001432	Syat.g_00846	Prav.g_01661
OG0001433	Syat.g_01429	Prav.g_00958
OG0001434	Syat.g_00455	Prav.g_00518
OG0001435	Syat.g_00422	Prav.g_00495
OG0001437	Syat.g_00016	Prav.g_00808
OG0001438	Syat.g_02076	Prav.g_01939
OG0001439	Syat.g_02105	Prav.g_01953
OG0001441	Syat.g_01109	Prav.g_01119
OG0001443	Syat.g_02649	Prav.g_01744
OG0001449	Syat.g_00800	Prav.g_01010
OG0001451	Syat.g_02877	Prav.g_00457
OG0001452	Syat.g_01881	Prav.g_00485
OG0001453	Syat.g_00538	Prav.g_00578
OG0001454	Syat.g_00189	Prav.g_00250
OG0001456	Syat.g_02545	Prav.g_00042
OG0001457	Syat.g_02546	Prav.g_00043
OG0001458	Syat.g_02547	Prav.g_00044
OG0001459	Syat.g_03357, Syat.g_03358	Prav.g_01377
OG0001460	Syat.g_01430	Prav.g_00959
OG0001462	Syat.g_02301	Prav.g_00102
OG0001467	Syat.g_02457	Prav.g_00374
OG0001470	Syat.g_02257, Syat.g_02252	Prav.g_01509
OG0001473	Syat.g_00190	Prav.g_00708
OG0001474	Syat.g_01607	Prav.g_01986
OG0001475	Syat.g_01116	Prav.g_01511
OG0001479	Syat.g_01610	Prav.g_01983
OG0001480	Syat.g_00100	Prav.g_00988
OG0001482	Syat.g_00549	Prav.g_01055
OG0001486	Syat.g_03258	Prav.g_00063
OG0001492	Syat.g_00898	Prav.g_01834
OG0001493	Syat.g_00890	Prav.g_01826
OG0001495	Syat.g_01833	Prav.g_00290
OG0001504	Syat.g_03356	Prav.g_01378
OG0001507	Syat.g_03261	Prav.g_01722
OG0001508	Syat.g_02258	Prav.g_01508
OG0001523	Syat.g_01089	Prav.g_00037
OG0001524	Syat.g_01088	Prav.g_00038
OG0001526	Syat.g_02907	Prav.g_01504
OG0001528	Syat.g_01115	Prav.g_01510
OG0001546	Syat.g_01106	Prav.g_01122
OG0001549	Syat.g_00799	Prav.g_00455
OG0001553	Syat.g_01230	Prav.g_01575
OG0001554	Syat.g_01005	Prav.g_01668
OG0001556	Syat.g_01046, Syat.g_03334, Syat.g_03147	Prav.g_00963
OG0001558	Syat.g_02323	Prav.g_01353
OG0001587	Syat.g_02990	Prav.g_00265
OG0001613	Syat.g_01635	Prav.g_00652
OG0001625	Syat.g_01938	Prav.g_01905
OG0001652	Syat.g_02326	Prav.g_01351
OG0001666	Syat.g_03349	Prav.g_01376
OG0001671	Syat.g_02742	Prav.g_01358
OG0001700	Syat.g_01074	Prav.g_00960
OG0001701	Syat.g_02905	Prav.g_00267
OG0001737	Syat.g_02084	Prav.g_01364
OG0001745	Syat.g_00971	Prav.g_01660
OG0001782	Syat.g_01210	Prav.g_01425
OG0001842	Syat.g_02421	Prav.g_00966
OG0001930	Syat.g_02422	Prav.g_00967
OG0001931	Syat.g_02424	Prav.g_00968
OG0001991	Syat.g_01679	Prav.g_01343
OG0002029	Syat.g_03352	Prav.g_01375
OG0002244	Syat.g_00744	Prav.g_01721
OG0002364	Syat.g_00626	Prav.g_00387
OG0002369	Syat.g_02251	Prav.g_01532
OG0002387	Syat.g_01194, Syat.g_02117	Prav.g_01527
OG0002664	Syat.g_02486, Syat.g_00167	Prav.g_01345
OG0002700	Syat.g_03378	Prav.g_01723
OG0002730	Syat.g_01925, Syat.g_01755, Syat.g_03294	Prav.g_01370
OG0002838	Syat.g_00777	Prav.g_01546
OG0002895	Syat.g_01751	Prav.g_01371
OG0004267	Syat.g_01960	Prav.g_00797
