Orthogroup	Syam	Praj
OG0001169	Syam.g_01892	Praj.g_01806
OG0001170	Syam.g_01894	Praj.g_01808
OG0001171	Syam.g_01904	Praj.g_01818
OG0001172	Syam.g_00292	Praj.g_01872
OG0001173	Syam.g_00293	Praj.g_01873
OG0001174	Syam.g_00301	Praj.g_01881
OG0001175	Syam.g_00302	Praj.g_01882
OG0001176	Syam.g_00321	Praj.g_01893
OG0001177	Syam.g_00319	Praj.g_01891
OG0001178	Syam.g_01995	Praj.g_01236
OG0001179	Syam.g_00351	Praj.g_01935
OG0001180	Syam.g_00378	Praj.g_01958
OG0001181	Syam.g_00382	Praj.g_01962
OG0001182	Syam.g_00391	Praj.g_01970
OG0001183	Syam.g_00396	Praj.g_01976
OG0001184	Syam.g_00143	Praj.g_01992
OG0001185	Syam.g_00121	Praj.g_02007
OG0001186	Syam.g_00076	Praj.g_02046
OG0001187	Syam.g_00073	Praj.g_02060
OG0001188	Syam.g_00070	Praj.g_02062
OG0001189	Syam.g_00054	Praj.g_02079
OG0001190	Syam.g_02313	Praj.g_02084
OG0001191	Syam.g_02324	Praj.g_02094
OG0001192	Syam.g_02330	Praj.g_02099
OG0001193	Syam.g_02355	Praj.g_02112
OG0001194	Syam.g_02357	Praj.g_02113
OG0001195	Syam.g_02358	Praj.g_02114
OG0001196	Syam.g_02429	Praj.g_02136
OG0001197	Syam.g_02431	Praj.g_02138
OG0001198	Syam.g_02443	Praj.g_02146
OG0001199	Syam.g_02068	Praj.g_00112
OG0001200	Syam.g_02070	Praj.g_00114
OG0001201	Syam.g_02122	Praj.g_00146
OG0001202	Syam.g_02255	Praj.g_00239
OG0001203	Syam.g_00511	Praj.g_00278
OG0001204	Syam.g_00282	Praj.g_00284
OG0001205	Syam.g_01852	Praj.g_00439
OG0001206	Syam.g_01680	Praj.g_00458
OG0001208	Syam.g_00585	Praj.g_00475
OG0001209	Syam.g_00654	Praj.g_00526
OG0001210	Syam.g_00663	Praj.g_00531
OG0001211	Syam.g_00678	Praj.g_00541
OG0001212	Syam.g_01717	Praj.g_00583
OG0001213	Syam.g_01479	Praj.g_00617
OG0001214	Syam.g_01466	Praj.g_00625
OG0001215	Syam.g_00808	Praj.g_00683
OG0001216	Syam.g_01245	Praj.g_00700
OG0001217	Syam.g_01403	Praj.g_00091
OG0001218	Syam.g_01662	Praj.g_00740
OG0001219	Syam.g_01080	Praj.g_00915
OG0001220	Syam.g_01754	Praj.g_00825
OG0001221	Syam.g_01334	Praj.g_00899
OG0001222	Syam.g_01111	Praj.g_00847
OG0001224	Syam.g_00770	Praj.g_01020
OG0001225	Syam.g_00772	Praj.g_01022
OG0001227	Syam.g_02340	Praj.g_01045
OG0001228	Syam.g_01858	Praj.g_01411
OG0001229	Syam.g_00796	Praj.g_01160
OG0001230	Syam.g_01603	Praj.g_01623
OG0001231	Syam.g_00017	Praj.g_00744
OG0001232	Syam.g_02022	Praj.g_01789
OG0001233	Syam.g_01895	Praj.g_01809
OG0001234	Syam.g_00306	Praj.g_01884
OG0001235	Syam.g_00313	Praj.g_01888
OG0001236	Syam.g_00146	Praj.g_01989
OG0001237	Syam.g_00141	Praj.g_01993
OG0001238	Syam.g_02326	Praj.g_02095
OG0001239	Syam.g_02065	Praj.g_00109
OG0001240	Syam.g_02105	Praj.g_00131
OG0001241	Syam.g_02115	Praj.g_00140
OG0001242	Syam.g_02145	Praj.g_00159
OG0001244	Syam.g_02188	Praj.g_00182
OG0001245	Syam.g_01057	Praj.g_01244
OG0001246	Syam.g_00611	Praj.g_00496
OG0001247	Syam.g_01253	Praj.g_00676
OG0001248	Syam.g_01256	Praj.g_00678
OG0001249	Syam.g_00436	Praj.g_00373
OG0001251	Syam.g_02365	Praj.g_01858
OG0001252	Syam.g_00763	Praj.g_01015
OG0001253	Syam.g_01021	Praj.g_01728
OG0001254	Syam.g_00916	Praj.g_01834
OG0001255	Syam.g_01056	Praj.g_01477
OG0001256	Syam.g_01976	Praj.g_01719
OG0001257	Syam.g_01683	Praj.g_01724
OG0001259	Syam.g_01893	Praj.g_01807
OG0001260	Syam.g_01912	Praj.g_01824
OG0001261	Syam.g_00360	Praj.g_01943
OG0001262	Syam.g_00056	Praj.g_02077
OG0001263	Syam.g_02159	Praj.g_00169
OG0001269	Syam.g_00956	Praj.g_00824
OG0001273	Syam.g_01472	Praj.g_00619
OG0001277	Syam.g_02415	Praj.g_02123
OG0001279	Syam.g_01590	Praj.g_01155
OG0001280	Syam.g_01827	Praj.g_01527
OG0001281	Syam.g_01837	Praj.g_01533
OG0001282	Syam.g_00574	Praj.g_01576
OG0001283	Syam.g_02424	Praj.g_02132
OG0001284	Syam.g_01960	Praj.g_01705
OG0001285	Syam.g_02380	Praj.g_01792
OG0001286	Syam.g_00376	Praj.g_01956
OG0001287	Syam.g_00113	Praj.g_02014
OG0001288	Syam.g_00102	Praj.g_02025
OG0001289	Syam.g_02089	Praj.g_00125
OG0001290	Syam.g_02114	Praj.g_00139
OG0001294	Syam.g_01365	Praj.g_01497, Praj.g_01564
OG0001295	Syam.g_00665	Praj.g_01485
OG0001296	Syam.g_00617	Praj.g_00501
OG0001297	Syam.g_00621	Praj.g_00506
OG0001299	Syam.g_01371	Praj.g_00655
OG0001300	Syam.g_00800	Praj.g_00687
OG0001301	Syam.g_00786	Praj.g_00689
OG0001302	Syam.g_01437	Praj.g_00913
OG0001303	Syam.g_01082	Praj.g_01344
OG0001304	Syam.g_01204	Praj.g_01006
OG0001305	Syam.g_00780	Praj.g_00842
OG0001306	Syam.g_01811	Praj.g_01475
OG0001307	Syam.g_00945	Praj.g_01547
OG0001308	Syam.g_01623	Praj.g_01642
OG0001309	Syam.g_00628	Praj.g_00510
OG0001311	Syam.g_01192	Praj.g_00998
OG0001312	Syam.g_01092	Praj.g_00924
OG0001315	Syam.g_00394	Praj.g_01974
OG0001316	Syam.g_02176	Praj.g_00180
OG0001317	Syam.g_00505	Praj.g_00274
OG0001321	Syam.g_01846	Praj.g_00445
OG0001322	Syam.g_01845	Praj.g_00446
OG0001324	Syam.g_00799	Praj.g_00688
OG0001325	Syam.g_01241	Praj.g_00703
OG0001326	Syam.g_02370	Praj.g_01850
OG0001327	Syam.g_01359	Praj.g_00876
OG0001328	Syam.g_01340	Praj.g_00895
OG0001330	Syam.g_01819	Praj.g_01521
OG0001331	Syam.g_00569	Praj.g_01581
OG0001332	Syam.g_01919	Praj.g_01677
OG0001334	Syam.g_00405	Praj.g_01979
OG0001335	Syam.g_00406	Praj.g_01980
OG0001336	Syam.g_02425	Praj.g_02133
OG0001337	Syam.g_00402, Syam.g_00424	Praj.g_00367
OG0001339	Syam.g_02117	Praj.g_00142
OG0001340	Syam.g_00425	Praj.g_00368
OG0001341	Syam.g_00795	Praj.g_00069
OG0001343	Syam.g_02361	Praj.g_00867
OG0001344	Syam.g_01790	Praj.g_01457
OG0001345	Syam.g_01764	Praj.g_01441
OG0001346	Syam.g_01831	Praj.g_01529
OG0001347	Syam.g_00081	Praj.g_02039
OG0001348	Syam.g_00750	Praj.g_01082
OG0001350	Syam.g_00510	Praj.g_00277
OG0001351	Syam.g_01695	Praj.g_00448
OG0001352	Syam.g_00644	Praj.g_00672
OG0001354	Syam.g_01145	Praj.g_00956
OG0001355	Syam.g_00957	Praj.g_01726
OG0001356	Syam.g_00751	Praj.g_01119
OG0001357	Syam.g_00449	Praj.g_01222
OG0001358	Syam.g_01495	Praj.g_00608
OG0001359	Syam.g_02360	Praj.g_00868
OG0001360	Syam.g_01762	Praj.g_01439
OG0001362	Syam.g_01628	Praj.g_01646
OG0001363	Syam.g_01630	Praj.g_00454
OG0001368	Syam.g_00283	Praj.g_01171, Praj.g_01152
OG0001370	Syam.g_01536, Syam.g_01942, Syam.g_02033, Syam.g_02379	Praj.g_01193
OG0001372	Syam.g_00450, Syam.g_00984	Praj.g_00042
OG0001373	Syam.g_02369	Praj.g_01849
OG0001374	Syam.g_02377	Praj.g_01857
OG0001375	Syam.g_02362	Praj.g_00866
OG0001376	Syam.g_02332	Praj.g_00854
OG0001377	Syam.g_02331	Praj.g_00855
OG0001378	Syam.g_01872	Praj.g_00428
OG0001380	Syam.g_01409	Praj.g_01484
OG0001381	Syam.g_00939	Praj.g_01573
OG0001385	Syam.g_02366	Praj.g_01846
OG0001386	Syam.g_02367	Praj.g_01847
OG0001387	Syam.g_02368	Praj.g_01848
OG0001388	Syam.g_02371	Praj.g_01851
OG0001389	Syam.g_02372	Praj.g_01852
OG0001390	Syam.g_02373	Praj.g_01853
OG0001391	Syam.g_02374	Praj.g_01854
OG0001392	Syam.g_02375	Praj.g_01855
OG0001393	Syam.g_02376	Praj.g_01856
OG0001394	Syam.g_01321	Praj.g_00903
OG0001395	Syam.g_01225	Praj.g_01009
OG0001396	Syam.g_00080	Praj.g_02040
OG0001397	Syam.g_01629	Praj.g_01647
OG0001398	Syam.g_01052	Praj.g_00717
OG0001401	Syam.g_00738, Syam.g_00737	Praj.g_00807
OG0001402	Syam.g_01490	Praj.g_00612
OG0001404	Syam.g_02061	Praj.g_00106
OG0001405	Syam.g_00408	Praj.g_00361
OG0001406	Syam.g_02333	Praj.g_00853
OG0001407	Syam.g_00645	Praj.g_00858
OG0001408	Syam.g_00848	Praj.g_00082
OG0001413	Syam.g_01430	Praj.g_00745
OG0001414	Syam.g_00940	Praj.g_00268
OG0001417	Syam.g_01144	Praj.g_01496
OG0001419	Syam.g_00646	Praj.g_00736
OG0001420	Syam.g_00642	Praj.g_01142
OG0001421	Syam.g_01019	Praj.g_01720
OG0001422	Syam.g_01822	Praj.g_01041
OG0001423	Syam.g_00534, Syam.g_00553, Syam.g_00548	Praj.g_01598
OG0001425	Syam.g_02329	Praj.g_02098
OG0001429	Syam.g_01083	Praj.g_00916
OG0001430	Syam.g_02305	Praj.g_00856
OG0001432	Syam.g_00822	Praj.g_00988
OG0001433	Syam.g_00752	Praj.g_01118
OG0001434	Syam.g_01316	Praj.g_00908
OG0001435	Syam.g_01353	Praj.g_00883
OG0001439	Syam.g_00190	Praj.g_00342
OG0001441	Syam.g_00633	Praj.g_00513
OG0001442	Syam.g_01306	Praj.g_01612
OG0001443	Syam.g_02335	Praj.g_01841
OG0001445	Syam.g_00090, Syam.g_00089	Praj.g_02042
OG0001447	Syam.g_02152	Praj.g_00167
OG0001453	Syam.g_01166	Praj.g_00967
OG0001454	Syam.g_01426	Praj.g_01237
OG0001456	Syam.g_02387	Praj.g_01503
OG0001457	Syam.g_02388	Praj.g_01502
OG0001458	Syam.g_02389	Praj.g_01501
OG0001459	Syam.g_00949	Praj.g_01123
OG0001460	Syam.g_00753	Praj.g_01117
OG0001461	Syam.g_00928	Praj.g_01381
OG0001467	Syam.g_01438	Praj.g_00098
OG0001468	Syam.g_01435	Praj.g_00865
OG0001470	Syam.g_01874	Praj.g_02057
OG0001471	Syam.g_00195	Praj.g_01498
OG0001472	Syam.g_00833	Praj.g_00851, Praj.g_01327
OG0001473	Syam.g_01440	Praj.g_01560
OG0001474	Syam.g_00464	Praj.g_00385
OG0001475	Syam.g_01876	Praj.g_02052
OG0001476	Syam.g_01784	Praj.g_01454
OG0001477	Syam.g_00789	Praj.g_01370
OG0001480	Syam.g_01755	Praj.g_01173
OG0001482	Syam.g_01154	Praj.g_01044
OG0001484	Syam.g_02378	Praj.g_01206
OG0001487	Syam.g_01661	Praj.g_01670
OG0001488	Syam.g_01774	Praj.g_01448
OG0001489	Syam.g_00387	Praj.g_01967
OG0001495	Syam.g_00318	Praj.g_01890
OG0001496	Syam.g_00791	Praj.g_01368
OG0001497	Syam.g_00790	Praj.g_01369
OG0001498	Syam.g_00490	Praj.g_00404
OG0001499	Syam.g_02154, Syam.g_01397	Praj.g_00093
OG0001504	Syam.g_00948	Praj.g_01124
OG0001507	Syam.g_00975	Praj.g_01140
OG0001508	Syam.g_01873	Praj.g_02053
OG0001510	Syam.g_00109	Praj.g_02018
OG0001511	Syam.g_02129	Praj.g_00150
OG0001512	Syam.g_00512	Praj.g_01746
OG0001513	Syam.g_00142	Praj.g_00041
OG0001514	Syam.g_00792	Praj.g_01367
OG0001515	Syam.g_00804	Praj.g_00685
OG0001516	Syam.g_01374	Praj.g_00652
OG0001517	Syam.g_00458	Praj.g_00381
OG0001518	Syam.g_02328	Praj.g_02097
OG0001519	Syam.g_02337	Praj.g_02102
OG0001526	Syam.g_02183	Praj.g_00910
OG0001528	Syam.g_01875	Praj.g_02056
OG0001529	Syam.g_00047	Praj.g_00045
OG0001530	Syam.g_02127	Praj.g_00149
OG0001531	Syam.g_00513	Praj.g_00279
OG0001532	Syam.g_00897	Praj.g_01431
OG0001534	Syam.g_01205	Praj.g_01007
OG0001535	Syam.g_01188	Praj.g_00996
OG0001536	Syam.g_01119	Praj.g_00942
OG0001537	Syam.g_01333	Praj.g_00900
OG0001538	Syam.g_01285	Praj.g_00774
OG0001539	Syam.g_01357	Praj.g_00878
OG0001540	Syam.g_02161	Praj.g_00171
OG0001541	Syam.g_02229	Praj.g_00219
OG0001542	Syam.g_02238	Praj.g_00225
OG0001543	Syam.g_02271	Praj.g_00850
OG0001544	Syam.g_02336	Praj.g_02101
OG0001545	Syam.g_02414	Praj.g_02122
OG0001548	Syam.g_01420	Praj.g_01061
OG0001549	Syam.g_01761	Praj.g_00834
OG0001551	Syam.g_00755	Praj.g_01843
OG0001556	Syam.g_00903	Praj.g_01109
OG0001557	Syam.g_01320	Praj.g_00904
OG0001559	Syam.g_02126	Praj.g_00148
OG0001560	Syam.g_02113	Praj.g_00138
OG0001561	Syam.g_01195	Praj.g_01000
OG0001562	Syam.g_01180	Praj.g_00990
OG0001563	Syam.g_00370	Praj.g_01951
OG0001575	Syam.g_00696	Praj.g_00556
OG0001576	Syam.g_01699	Praj.g_01541
OG0001577	Syam.g_01799	Praj.g_01465
OG0001578	Syam.g_00825, Syam.g_00924, Syam.g_01423	Praj.g_01362
OG0001579	Syam.g_00418	Praj.g_00365
OG0001582	Syam.g_01128	Praj.g_01494
OG0001589	Syam.g_01897	Praj.g_01811
OG0001591	Syam.g_01363	Praj.g_00662
OG0001623	Syam.g_00429	Praj.g_00369
OG0001633	Syam.g_01586	Praj.g_01866
OG0001634	Syam.g_01368	Praj.g_00658
OG0001644	Syam.g_01229	Praj.g_00713
OG0001656	Syam.g_00413	Praj.g_00364
OG0001659	Syam.g_00901	Praj.g_01435
OG0001667	Syam.g_00840	Praj.g_01164
OG0001673	Syam.g_00503	Praj.g_00272
OG0001676	Syam.g_00412	Praj.g_00366
OG0001691	Syam.g_01497	Praj.g_01010
OG0001692	Syam.g_01608	Praj.g_01627
OG0001694	Syam.g_00228	Praj.g_00317
OG0001695	Syam.g_02408	Praj.g_02118
OG0001700	Syam.g_01388	Praj.g_01116
OG0001703	Syam.g_00577	Praj.g_00470
OG0001713	Syam.g_01783	Praj.g_01088
OG0001715	Syam.g_01411	Praj.g_01177
OG0001718	Syam.g_01501	Praj.g_01095
OG0001733	Syam.g_01219	Praj.g_01107
OG0001738	Syam.g_00175	Praj.g_00355
OG0001739	Syam.g_02406	Praj.g_02117
OG0001740	Syam.g_02411	Praj.g_02121
OG0001769	Syam.g_01449	Praj.g_01387
OG0001810	Syam.g_02174	Praj.g_00694
OG0001816	Syam.g_01360	Praj.g_00875
OG0001835	Syam.g_00964	Praj.g_01373
OG0001907	Syam.g_02180	Praj.g_00181
OG0001915	Syam.g_02437	Praj.g_02140
OG0001916	Syam.g_00600	Praj.g_00488
OG0001954	Syam.g_01040	Praj.g_01167
OG0001990	Syam.g_02412	Praj.g_00066
OG0001991	Syam.g_01389	Praj.g_01120
OG0002018	Syam.g_02410	Praj.g_02120
OG0002177	Syam.g_01406	Praj.g_01400
OG0002229	Syam.g_00094	Praj.g_02033
OG0002347	Syam.g_02020	Praj.g_01795
OG0002434	Syam.g_00687	Praj.g_00550
OG0002449	Syam.g_02409	Praj.g_02119
OG0002454	Syam.g_01690	Praj.g_01294, Praj.g_01324, Praj.g_01325, Praj.g_01289
OG0002507	Syam.g_00828	Praj.g_01343, Praj.g_00980
OG0002563	Syam.g_01812	Praj.g_01608
OG0002585	Syam.g_00483, Syam.g_02131	Praj.g_00401
OG0002813	Syam.g_02031	Praj.g_01226, Praj.g_01375
OG0003228	Syam.g_02184	Praj.g_00783
OG0003804	Syam.g_00092	Praj.g_02037
