Orthogroup	Syam	Praw
OG0001172	Syam.g_00292	Praw.g_01914
OG0001173	Syam.g_00293	Praw.g_01913
OG0001174	Syam.g_00301	Praw.g_01905
OG0001175	Syam.g_00302	Praw.g_01904
OG0001176	Syam.g_00321	Praw.g_01897
OG0001177	Syam.g_00319	Praw.g_01895
OG0001178	Syam.g_01995	Praw.g_01890
OG0001179	Syam.g_00351	Praw.g_00112
OG0001180	Syam.g_00378	Praw.g_00090
OG0001181	Syam.g_00382	Praw.g_00086
OG0001182	Syam.g_00391	Praw.g_00079
OG0001183	Syam.g_00396	Praw.g_00075
OG0001184	Syam.g_00143	Praw.g_00059
OG0001185	Syam.g_00121	Praw.g_00045
OG0001186	Syam.g_00076	Praw.g_00021
OG0001187	Syam.g_00073	Praw.g_00017
OG0001188	Syam.g_00070	Praw.g_00015
OG0001189	Syam.g_00054	Praw.g_01191
OG0001190	Syam.g_02313	Praw.g_01187
OG0001191	Syam.g_02324	Praw.g_01177
OG0001192	Syam.g_02330	Praw.g_01172
OG0001193	Syam.g_02355	Praw.g_01162
OG0001194	Syam.g_02357	Praw.g_01161
OG0001195	Syam.g_02358	Praw.g_01160
OG0001196	Syam.g_02429	Praw.g_01147
OG0001197	Syam.g_02431	Praw.g_01146
OG0001198	Syam.g_02443	Praw.g_01139
OG0001199	Syam.g_02068	Praw.g_01360
OG0001200	Syam.g_02070	Praw.g_01358
OG0001201	Syam.g_02122	Praw.g_01327
OG0001202	Syam.g_02255	Praw.g_01236
OG0001203	Syam.g_00511	Praw.g_01197
OG0001204	Syam.g_00282	Praw.g_00890
OG0001205	Syam.g_01852	Praw.g_00702
OG0001206	Syam.g_01680	Praw.g_00685
OG0001209	Syam.g_00654	Praw.g_00613
OG0001210	Syam.g_00663	Praw.g_00608
OG0001211	Syam.g_00678	Praw.g_00598
OG0001212	Syam.g_01717	Praw.g_01942
OG0001213	Syam.g_01479	Praw.g_00165
OG0001214	Syam.g_01466	Praw.g_01885
OG0001215	Syam.g_00808	Praw.g_01832
OG0001216	Syam.g_01245	Praw.g_01807
OG0001217	Syam.g_01403	Praw.g_01759
OG0001218	Syam.g_01662	Praw.g_01751
OG0001219	Syam.g_01080	Praw.g_01708
OG0001220	Syam.g_01754	Praw.g_01647
OG0001221	Syam.g_01334	Praw.g_01586
OG0001222	Syam.g_01111	Praw.g_01547
OG0001224	Syam.g_00770	Praw.g_01471
OG0001225	Syam.g_00772	Praw.g_01469
OG0001226	Syam.g_01425	Praw.g_01443
OG0001227	Syam.g_02340	Praw.g_01424
OG0001228	Syam.g_01858	Praw.g_00279
OG0001229	Syam.g_00796	Praw.g_01014
OG0001230	Syam.g_01603	Praw.g_01091
OG0001231	Syam.g_00017	Praw.g_00432
OG0001232	Syam.g_02022	Praw.g_00538
OG0001233	Syam.g_01895	Praw.g_00558
OG0001234	Syam.g_00306	Praw.g_01902
OG0001235	Syam.g_00313	Praw.g_01893
OG0001236	Syam.g_00146	Praw.g_00062
OG0001237	Syam.g_00141	Praw.g_00058
OG0001238	Syam.g_02326	Praw.g_01176
OG0001239	Syam.g_02065	Praw.g_01363
OG0001241	Syam.g_02115	Praw.g_01334
OG0001242	Syam.g_02145	Praw.g_01316
OG0001244	Syam.g_02188	Praw.g_01294
OG0001245	Syam.g_01057	Praw.g_00753
OG0001246	Syam.g_00611	Praw.g_00644
OG0001247	Syam.g_01253	Praw.g_01839
OG0001248	Syam.g_01256	Praw.g_01837
OG0001249	Syam.g_00436	Praw.g_01719
OG0001250	Syam.g_00731	Praw.g_01658
OG0001251	Syam.g_02365	Praw.g_01610
OG0001252	Syam.g_00763	Praw.g_01476
OG0001253	Syam.g_01021	Praw.g_01423
OG0001254	Syam.g_00916	Praw.g_00203
OG0001255	Syam.g_01056	Praw.g_00218
OG0001256	Syam.g_01976	Praw.g_00425
OG0001257	Syam.g_01683	Praw.g_00431
OG0001258	Syam.g_01986	Praw.g_00512
OG0001259	Syam.g_01893	Praw.g_00556
OG0001260	Syam.g_01912	Praw.g_00573
OG0001261	Syam.g_00360	Praw.g_00104
OG0001262	Syam.g_00056	Praw.g_01193
OG0001263	Syam.g_02159	Praw.g_01307
OG0001265	Syam.g_02143	Praw.g_01317
OG0001266	Syam.g_02259	Praw.g_01232
OG0001267	Syam.g_00230	Praw.g_00854
OG0001268	Syam.g_00463	Praw.g_00791
OG0001269	Syam.g_00956	Praw.g_00773
OG0001270	Syam.g_01871	Praw.g_00713
OG0001271	Syam.g_01671	Praw.g_00675
OG0001272	Syam.g_00589	Praw.g_00662
OG0001273	Syam.g_01472	Praw.g_00167
OG0001274	Syam.g_02285	Praw.g_01819
OG0001275	Syam.g_01174	Praw.g_01511
OG0001276	Syam.g_01190	Praw.g_01492
OG0001277	Syam.g_02415	Praw.g_01435
OG0001278	Syam.g_00862	Praw.g_00284
OG0001279	Syam.g_01590	Praw.g_00930
OG0001280	Syam.g_01827	Praw.g_00980
OG0001281	Syam.g_01837	Praw.g_00986
OG0001282	Syam.g_00574	Praw.g_01017
OG0001284	Syam.g_01960	Praw.g_00407
OG0001285	Syam.g_02380	Praw.g_00541
OG0001286	Syam.g_00376	Praw.g_00092
OG0001287	Syam.g_00113	Praw.g_00037
OG0001288	Syam.g_00102	Praw.g_00028
OG0001289	Syam.g_02089	Praw.g_01347
OG0001290	Syam.g_02114	Praw.g_01335
OG0001291	Syam.g_02170	Praw.g_01300
OG0001292	Syam.g_00276	Praw.g_00885
OG0001293	Syam.g_00256	Praw.g_00873
OG0001294	Syam.g_01365	Praw.g_00755
OG0001295	Syam.g_00665	Praw.g_00680
OG0001296	Syam.g_00617	Praw.g_00639
OG0001297	Syam.g_00621	Praw.g_00634
OG0001298	Syam.g_01738	Praw.g_01924
OG0001299	Syam.g_01371	Praw.g_01856
OG0001300	Syam.g_00800	Praw.g_01829
OG0001301	Syam.g_00786	Praw.g_01826
OG0001302	Syam.g_01437	Praw.g_01710
OG0001303	Syam.g_01082	Praw.g_01507
OG0001304	Syam.g_01204	Praw.g_01482
OG0001305	Syam.g_00780	Praw.g_01463
OG0001306	Syam.g_01811	Praw.g_00220
OG0001307	Syam.g_00945	Praw.g_00998
OG0001308	Syam.g_01623	Praw.g_00347
OG0001309	Syam.g_00628	Praw.g_00429
OG0001311	Syam.g_01192	Praw.g_01490
OG0001312	Syam.g_01092	Praw.g_01558
OG0001314	Syam.g_00540, Syam.g_01569, Syam.g_00448, Syam.g_01445	Praw.g_01768
OG0001315	Syam.g_00394	Praw.g_01373
OG0001316	Syam.g_02176	Praw.g_01295
OG0001317	Syam.g_00505	Praw.g_01201
OG0001319	Syam.g_00241	Praw.g_00862
OG0001321	Syam.g_01846	Praw.g_00696
OG0001322	Syam.g_01845	Praw.g_00695
OG0001323	Syam.g_00631	Praw.g_00629
OG0001324	Syam.g_00799	Praw.g_01828
OG0001325	Syam.g_01241	Praw.g_01804
OG0001326	Syam.g_02370	Praw.g_01622
OG0001327	Syam.g_01359	Praw.g_01452
OG0001328	Syam.g_01340	Praw.g_01425
OG0001330	Syam.g_01819	Praw.g_00953
OG0001331	Syam.g_00569	Praw.g_01022
OG0001332	Syam.g_01919	Praw.g_00380
OG0001333	Syam.g_01889	Praw.g_00552
OG0001334	Syam.g_00405	Praw.g_00072
OG0001335	Syam.g_00406	Praw.g_00071
OG0001336	Syam.g_02425	Praw.g_01150
OG0001339	Syam.g_02117	Praw.g_01332
OG0001340	Syam.g_00425	Praw.g_00806
OG0001341	Syam.g_00795	Praw.g_01761
OG0001343	Syam.g_02361	Praw.g_01613
OG0001344	Syam.g_01790	Praw.g_00238
OG0001345	Syam.g_01764	Praw.g_00253
OG0001346	Syam.g_01831	Praw.g_00982
OG0001348	Syam.g_00750	Praw.g_00453
OG0001351	Syam.g_01695	Praw.g_00693
OG0001352	Syam.g_00644	Praw.g_01842
OG0001353	Syam.g_00742	Praw.g_01666
OG0001354	Syam.g_01145	Praw.g_01529
OG0001355	Syam.g_00957	Praw.g_00463
OG0001356	Syam.g_00751	Praw.g_01734
OG0001358	Syam.g_01495	Praw.g_00156
OG0001359	Syam.g_02360	Praw.g_01612
OG0001360	Syam.g_01762	Praw.g_01422
OG0001361	Syam.g_01767	Praw.g_00250
OG0001362	Syam.g_01628	Praw.g_00351
OG0001363	Syam.g_01630	Praw.g_00353
OG0001364	Syam.g_00158	Praw.g_00069
OG0001372	Syam.g_00450, Syam.g_00984	Praw.g_01752
OG0001373	Syam.g_02369	Praw.g_01623
OG0001374	Syam.g_02377	Praw.g_01615
OG0001375	Syam.g_02362	Praw.g_01614
OG0001376	Syam.g_02332	Praw.g_01458
OG0001377	Syam.g_02331	Praw.g_01457
OG0001378	Syam.g_01872	Praw.g_00171
OG0001379	Syam.g_01821	Praw.g_00975
OG0001380	Syam.g_01409	Praw.g_01003
OG0001381	Syam.g_00939	Praw.g_01010
OG0001382	Syam.g_01557	Praw.g_00445
OG0001385	Syam.g_02366	Praw.g_01626
OG0001386	Syam.g_02367	Praw.g_01625
OG0001387	Syam.g_02368	Praw.g_01624
OG0001388	Syam.g_02371	Praw.g_01621
OG0001389	Syam.g_02372	Praw.g_01620
OG0001390	Syam.g_02373	Praw.g_01619
OG0001391	Syam.g_02374	Praw.g_01618
OG0001392	Syam.g_02375	Praw.g_01617
OG0001393	Syam.g_02376	Praw.g_01616
OG0001395	Syam.g_01225	Praw.g_01480
OG0001396	Syam.g_00080	Praw.g_00341
OG0001397	Syam.g_01629	Praw.g_00352
OG0001398	Syam.g_01052	Praw.g_00459
OG0001401	Syam.g_00738, Syam.g_00737	Praw.g_00908
OG0001402	Syam.g_01490	Praw.g_01744
OG0001404	Syam.g_02061	Praw.g_01366
OG0001405	Syam.g_00408	Praw.g_00808
OG0001406	Syam.g_02333	Praw.g_01459
OG0001407	Syam.g_00645	Praw.g_01445
OG0001408	Syam.g_00848	Praw.g_01440
OG0001413	Syam.g_01430	Praw.g_00421
OG0001414	Syam.g_00940	Praw.g_01206
OG0001416	Syam.g_01834	Praw.g_00688
OG0001417	Syam.g_01144	Praw.g_00678
OG0001419	Syam.g_00646	Praw.g_01444
OG0001420	Syam.g_00642	Praw.g_00179
OG0001421	Syam.g_01019	Praw.g_00426
OG0001422	Syam.g_01822	Praw.g_00451
OG0001425	Syam.g_02329	Praw.g_01173
OG0001428	Syam.g_02220	Praw.g_01263
OG0001429	Syam.g_01083	Praw.g_01707
OG0001430	Syam.g_02305	Praw.g_00948
OG0001432	Syam.g_00822	Praw.g_00420
OG0001433	Syam.g_00752	Praw.g_01735
OG0001434	Syam.g_01316	Praw.g_01578
OG0001438	Syam.g_00215	Praw.g_00841
OG0001439	Syam.g_00190	Praw.g_00827
OG0001441	Syam.g_00633	Praw.g_00627
OG0001442	Syam.g_01306	Praw.g_01770
OG0001443	Syam.g_02335	Praw.g_00498
OG0001447	Syam.g_02152	Praw.g_01309
OG0001448	Syam.g_02342	Praw.g_00765
OG0001449	Syam.g_00285	Praw.g_00738
OG0001452	Syam.g_00268	Praw.g_01609
OG0001453	Syam.g_01166	Praw.g_01517
OG0001454	Syam.g_01426	Praw.g_01429
OG0001456	Syam.g_02387	Praw.g_00211
OG0001457	Syam.g_02388	Praw.g_00212
OG0001458	Syam.g_02389	Praw.g_00213
OG0001459	Syam.g_00949	Praw.g_00939
OG0001460	Syam.g_00753	Praw.g_01736
OG0001462	Syam.g_00041	Praw.g_01394
OG0001465	Syam.g_01250	Praw.g_01820
OG0001467	Syam.g_01438	Praw.g_01718
OG0001468	Syam.g_01435	Praw.g_01454
OG0001471	Syam.g_00195	Praw.g_00422
OG0001472	Syam.g_00833	Praw.g_00428
OG0001473	Syam.g_01440	Praw.g_00020
OG0001477	Syam.g_00789	Praw.g_00320
OG0001479	Syam.g_00461	Praw.g_00793
OG0001480	Syam.g_01755	Praw.g_00763
OG0001482	Syam.g_01154	Praw.g_00690
OG0001492	Syam.g_00865	Praw.g_00281
OG0001493	Syam.g_00857	Praw.g_00289
OG0001496	Syam.g_00791	Praw.g_00318
OG0001497	Syam.g_00790	Praw.g_00319
OG0001499	Syam.g_02154, Syam.g_01397	Praw.g_01374
OG0001502	Syam.g_00705	Praw.g_01727
OG0001504	Syam.g_00948	Praw.g_00940, Praw.g_00485
OG0001507	Syam.g_00975	Praw.g_00478
OG0001514	Syam.g_00792	Praw.g_00317
OG0001526	Syam.g_02183	Praw.g_01049
OG0001546	Syam.g_00636	Praw.g_00624
OG0001547	Syam.g_01059	Praw.g_01725
OG0001548	Syam.g_01420	Praw.g_01721
OG0001549	Syam.g_01761	Praw.g_01640
OG0001551	Syam.g_00755	Praw.g_00210
OG0001554	Syam.g_02311	Praw.g_00427
OG0001556	Syam.g_00903	Praw.g_01742
OG0001558	Syam.g_00019	Praw.g_00911
OG0001564	Syam.g_02383	Praw.g_01062
OG0001567	Syam.g_01058	Praw.g_01726
OG0001568	Syam.g_01061	Praw.g_01724
OG0001582	Syam.g_01128	Praw.g_00679
OG0001585	Syam.g_01008	Praw.g_00934
OG0001602	Syam.g_01251	Praw.g_01821
OG0001627	Syam.g_01921	Praw.g_01754
OG0001633	Syam.g_01586	Praw.g_01013
OG0001647	Syam.g_00239	Praw.g_00861
OG0001652	Syam.g_00018	Praw.g_00909
OG0001667	Syam.g_00840	Praw.g_00956
OG0001700	Syam.g_01388	Praw.g_01737
OG0001718	Syam.g_01501	Praw.g_00769
OG0001792	Syam.g_00872	Praw.g_01068
OG0001836	Syam.g_00760	Praw.g_00338, Praw.g_00902
OG0002244	Syam.g_00974	Praw.g_00477
OG0002291	Syam.g_02236	Praw.g_00927
OG0002377	Syam.g_00761	Praw.g_00337
OG0002451	Syam.g_01077, Syam.g_01076	Praw.g_01777
