Orthogroup	Prap	Pran
OG0001173	Prap.g_01577	Pran.g_01163
OG0001174	Prap.g_01576	Pran.g_01164
OG0001175	Prap.g_01575	Pran.g_01165
OG0001176	Prap.g_01573	Pran.g_01166
OG0001177	Prap.g_01571	Pran.g_01168
OG0001178	Prap.g_01568	Pran.g_01171
OG0001179	Prap.g_01567	Pran.g_01172
OG0001180	Prap.g_01566	Pran.g_01173
OG0001181	Prap.g_01565	Pran.g_01174
OG0001182	Prap.g_01564	Pran.g_01175
OG0001183	Prap.g_01563	Pran.g_01176
OG0001184	Prap.g_01561	Pran.g_01178
OG0001185	Prap.g_01559	Pran.g_01182
OG0001186	Prap.g_01558	Pran.g_01183
OG0001187	Prap.g_01557	Pran.g_01184
OG0001188	Prap.g_01556	Pran.g_01185
OG0001189	Prap.g_01555	Pran.g_01186
OG0001190	Prap.g_01554	Pran.g_01187
OG0001191	Prap.g_01553	Pran.g_01188
OG0001192	Prap.g_01552	Pran.g_01189
OG0001193	Prap.g_01551	Pran.g_01190
OG0001194	Prap.g_01550	Pran.g_01191
OG0001195	Prap.g_01549	Pran.g_01192
OG0001196	Prap.g_01548	Pran.g_01193
OG0001197	Prap.g_01547	Pran.g_01194
OG0001198	Prap.g_01546	Pran.g_01195
OG0001199	Prap.g_01545	Pran.g_01196
OG0001200	Prap.g_01544	Pran.g_01197
OG0001201	Prap.g_01543	Pran.g_01198
OG0001202	Prap.g_01542	Pran.g_01199
OG0001203	Prap.g_01541	Pran.g_01201
OG0001204	Prap.g_01539	Pran.g_01202
OG0001205	Prap.g_01537	Pran.g_01203
OG0001206	Prap.g_01536	Pran.g_01204
OG0001207	Prap.g_01535	Pran.g_01205
OG0001208	Prap.g_01534	Pran.g_01206
OG0001209	Prap.g_01533	Pran.g_01207
OG0001210	Prap.g_01532	Pran.g_01208
OG0001211	Prap.g_01531	Pran.g_01209
OG0001212	Prap.g_01530	Pran.g_01210
OG0001213	Prap.g_01529	Pran.g_01211
OG0001214	Prap.g_01527	Pran.g_01213
OG0001215	Prap.g_01526	Pran.g_01214
OG0001216	Prap.g_01525	Pran.g_01215
OG0001217	Prap.g_01524	Pran.g_01216
OG0001218	Prap.g_01523	Pran.g_01217
OG0001219	Prap.g_01520	Pran.g_01220
OG0001220	Prap.g_01519	Pran.g_01221
OG0001221	Prap.g_01515	Pran.g_01224
OG0001222	Prap.g_01514	Pran.g_01225
OG0001223	Prap.g_01513	Pran.g_01226
OG0001224	Prap.g_01511	Pran.g_01227
OG0001225	Prap.g_01510	Pran.g_01228
OG0001226	Prap.g_01509	Pran.g_01229
OG0001227	Prap.g_01508	Pran.g_01230
OG0001228	Prap.g_01507	Pran.g_01231
OG0001229	Prap.g_01506	Pran.g_01232
OG0001230	Prap.g_01505	Pran.g_01233
OG0001231	Prap.g_01504	Pran.g_01234
OG0001232	Prap.g_01501	Pran.g_01235
OG0001233	Prap.g_01500	Pran.g_01236
OG0001234	Prap.g_01499	Pran.g_01237
OG0001235	Prap.g_01498	Pran.g_01238
OG0001236	Prap.g_01496	Pran.g_01240
OG0001237	Prap.g_01495	Pran.g_01241
OG0001238	Prap.g_01492	Pran.g_01243
OG0001239	Prap.g_01491	Pran.g_01244
OG0001240	Prap.g_01490	Pran.g_01245
OG0001241	Prap.g_01874	Pran.g_01247
OG0001242	Prap.g_01873	Pran.g_01249
OG0001243	Prap.g_01872	Pran.g_01250
OG0001244	Prap.g_01871	Pran.g_01251
OG0001245	Prap.g_01870	Pran.g_01252
OG0001246	Prap.g_01869	Pran.g_01253
OG0001247	Prap.g_01868	Pran.g_01254
OG0001248	Prap.g_00056	Pran.g_01255
OG0001249	Prap.g_00055	Pran.g_01256
OG0001250	Prap.g_00054	Pran.g_01257
OG0001252	Prap.g_01036	Pran.g_00296
OG0001253	Prap.g_01021	Pran.g_00282
OG0001254	Prap.g_01429	Pran.g_01913
OG0001255	Prap.g_01373	Pran.g_01861
OG0001257	Prap.g_01285	Pran.g_01696
OG0001258	Prap.g_01269	Pran.g_01680
OG0001259	Prap.g_01178	Pran.g_01588
OG0001260	Prap.g_00693	Pran.g_01417
OG0001261	Prap.g_00747	Pran.g_01309
OG0001262	Prap.g_00730	Pran.g_01293
OG0001263	Prap.g_00477	Pran.g_00179
OG0001264	Prap.g_00859	Pran.g_00428
OG0001265	Prap.g_00300	Pran.g_00544
OG0001266	Prap.g_01129	Pran.g_00159
OG0001267	Prap.g_00474	Pran.g_00076
OG0001268	Prap.g_00459	Pran.g_00063
OG0001270	Prap.g_00164	Pran.g_00693
OG0001271	Prap.g_00177	Pran.g_00682
OG0001272	Prap.g_01120	Pran.g_00638
OG0001273	Prap.g_00238	Pran.g_00637
OG0001274	Prap.g_01907	Pran.g_00632
OG0001275	Prap.g_00531	Pran.g_00607
OG0001277	Prap.g_01820	Pran.g_00923
OG0001278	Prap.g_01788	Pran.g_00962
OG0001279	Prap.g_01784	Pran.g_00966
OG0001280	Prap.g_01781	Pran.g_00969
OG0001281	Prap.g_01710	Pran.g_01035
OG0001282	Prap.g_01774	Pran.g_01060
OG0001283	Prap.g_01600	Pran.g_01142
OG0001284	Prap.g_01569	Pran.g_01170
OG0001286	Prap.g_01488	Pran.g_01246
OG0001287	Prap.g_01906	Pran.g_01804
OG0001288	Prap.g_01329	Pran.g_01743
OG0001290	Prap.g_00924	Pran.g_00394
OG0001291	Prap.g_00879	Pran.g_00361
OG0001292	Prap.g_00876	Pran.g_00358
OG0001294	Prap.g_01085	Pran.g_00340
OG0001295	Prap.g_01055	Pran.g_00314
OG0001297	Prap.g_00970	Pran.g_00233
OG0001298	Prap.g_01468	Pran.g_01949
OG0001299	Prap.g_01459	Pran.g_01940
OG0001300	Prap.g_00541	Pran.g_01821
OG0001301	Prap.g_00390	Pran.g_01541
OG0001302	Prap.g_01899, Prap.g_01848	Pran.g_01410
OG0001303	Prap.g_00519	Pran.g_01407
OG0001304	Prap.g_00699	Pran.g_00559
OG0001306	Prap.g_01502	Pran.g_00152
OG0001307	Prap.g_00542	Pran.g_00142
OG0001308	Prap.g_00228	Pran.g_00117
OG0001309	Prap.g_01538	Pran.g_00115
OG0001310	Prap.g_00035	Pran.g_00105
OG0001311	Prap.g_00423	Pran.g_00032
OG0001313	Prap.g_01344	Pran.g_00634
OG0001315	Prap.g_01720	Pran.g_01027
OG0001318	Prap.g_01033	Pran.g_00293
OG0001320	Prap.g_01919	Pran.g_01711
OG0001321	Prap.g_01130	Pran.g_01405
OG0001322	Prap.g_00505	Pran.g_01362
OG0001323	Prap.g_00870	Pran.g_00167
OG0001324	Prap.g_00647	Pran.g_00134
OG0001325	Prap.g_00607	Pran.g_00112
OG0001328	Prap.g_00566	Pran.g_00871
OG0001329	Prap.g_01493	Pran.g_00820
OG0001330	Prap.g_00210	Pran.g_00641
OG0001331	Prap.g_01783	Pran.g_00967
OG0001332	Prap.g_01731	Pran.g_01016
OG0001333	Prap.g_01638	Pran.g_01109
OG0001334	Prap.g_01578	Pran.g_01162
OG0001337	Prap.g_01056	Pran.g_00315
OG0001338	Prap.g_00580	Pran.g_00289
OG0001339	Prap.g_00966	Pran.g_00229
OG0001340	Prap.g_01463	Pran.g_01944
OG0001341	Prap.g_01450	Pran.g_01932
OG0001342	Prap.g_01430	Pran.g_01914
OG0001343	Prap.g_01367	Pran.g_01856
OG0001345	Prap.g_01332	Pran.g_01746
OG0001346	Prap.g_01295	Pran.g_01706
OG0001347	Prap.g_01281	Pran.g_01692
OG0001349	Prap.g_01258	Pran.g_01669
OG0001350	Prap.g_01253	Pran.g_01664
OG0001351	Prap.g_01192	Pran.g_01601
OG0001352	Prap.g_00819	Pran.g_01496
OG0001353	Prap.g_00942	Pran.g_01473
OG0001355	Prap.g_00740	Pran.g_01303
OG0001356	Prap.g_00662	Pran.g_00411
OG0001357	Prap.g_00285	Pran.g_00515
OG0001358	Prap.g_00299	Pran.g_00543
OG0001359	Prap.g_01878	Pran.g_00089
OG0001360	Prap.g_01877	Pran.g_00088
OG0001361	Prap.g_00402	Pran.g_00010
OG0001362	Prap.g_00610	Pran.g_00609
OG0001363	Prap.g_00890	Pran.g_00808
OG0001364	Prap.g_00196	Pran.g_00663
OG0001365	Prap.g_00894	Pran.g_01030
OG0001366	Prap.g_01741	Pran.g_01007
OG0001368	Prap.g_01570	Pran.g_01169
OG0001369	Prap.g_00301	Pran.g_00545
OG0001371	Prap.g_00884	Pran.g_00365
OG0001372	Prap.g_00882	Pran.g_00364
OG0001373	Prap.g_00875	Pran.g_00357
OG0001374	Prap.g_01091	Pran.g_00345
OG0001375	Prap.g_01038	Pran.g_00299
OG0001376	Prap.g_01478	Pran.g_00198
OG0001377	Prap.g_01454	Pran.g_01936
OG0001378	Prap.g_01437	Pran.g_01921
OG0001379	Prap.g_00162	Pran.g_01832
OG0001380	Prap.g_00803	Pran.g_00927
OG0001382	Prap.g_01303	Pran.g_01718
OG0001383	Prap.g_01256	Pran.g_01667
OG0001384	Prap.g_01248	Pran.g_01659
OG0001385	Prap.g_00359	Pran.g_01512
OG0001386	Prap.g_00827	Pran.g_01504
OG0001387	Prap.g_00825	Pran.g_01502
OG0001388	Prap.g_00814	Pran.g_01492
OG0001389	Prap.g_00342	Pran.g_01455
OG0001390	Prap.g_00511	Pran.g_01418
OG0001391	Prap.g_00689	Pran.g_01357
OG0001392	Prap.g_00663	Pran.g_00192
OG0001393	Prap.g_00661	Pran.g_00412
OG0001394	Prap.g_00853	Pran.g_00434
OG0001395	Prap.g_00850	Pran.g_00437
OG0001396	Prap.g_01817	Pran.g_01434
OG0001397	Prap.g_00312	Pran.g_00553
OG0001398	Prap.g_00712	Pran.g_00572
OG0001399	Prap.g_00671	Pran.g_00169
OG0001400	Prap.g_00528	Pran.g_00161
OG0001401	Prap.g_00040	Pran.g_00904
OG0001402	Prap.g_00471	Pran.g_00074
OG0001403	Prap.g_00562	Pran.g_00875
OG0001404	Prap.g_00315	Pran.g_00849
OG0001405	Prap.g_00060	Pran.g_00840
OG0001406	Prap.g_00163	Pran.g_00694
OG0001407	Prap.g_00166	Pran.g_00691
OG0001408	Prap.g_00211	Pran.g_00640
OG0001409	Prap.g_01858	Pran.g_00626
OG0001410	Prap.g_01921	Pran.g_00604
OG0001412	Prap.g_00676	Pran.g_00468
OG0001414	Prap.g_00509	Pran.g_00371
OG0001417	Prap.g_00826	Pran.g_01503
OG0001418	Prap.g_00598	Pran.g_01404
OG0001419	Prap.g_00684	Pran.g_01353
OG0001420	Prap.g_00659	Pran.g_00414
OG0001421	Prap.g_00654	Pran.g_00419
OG0001422	Prap.g_00616	Pran.g_00164
OG0001423	Prap.g_00620	Pran.g_00087
OG0001424	Prap.g_00214	Pran.g_00920
OG0001425	Prap.g_00524	Pran.g_00618
OG0001427	Prap.g_01843	Pran.g_01822
OG0001428	Prap.g_00093	Pran.g_00796
OG0001428	Prap.g_00095	Pran.g_00794
OG0001429	Prap.g_00267	Pran.g_00497
OG0001430	Prap.g_00030	Pran.g_00536
OG0001431	Prap.g_00038	Pran.g_00163
OG0001432	Prap.g_00527	Pran.g_00160
OG0001435	Prap.g_00492	Pran.g_00628
OG0001436	Prap.g_01791	Pran.g_01390
OG0001439	Prap.g_00750	Pran.g_01311
OG0001440	Prap.g_00304	Pran.g_00547
OG0001441	Prap.g_01894	Pran.g_00124
OG0001444	Prap.g_00436	Pran.g_00041
OG0001448	Prap.g_01896	Pran.g_00596
OG0001449	Prap.g_00083	Pran.g_00805
OG0001450	Prap.g_01855, Prap.g_01825	Pran.g_00592
OG0001451	Prap.g_00633	Pran.g_01777
OG0001452	Prap.g_01521	Pran.g_01219
OG0001454	Prap.g_01311	Pran.g_01827
OG0001456	Prap.g_01179	Pran.g_01589
OG0001457	Prap.g_00794	Pran.g_01476
OG0001458	Prap.g_00625	Pran.g_01419
OG0001460	Prap.g_01125	Pran.g_01281
OG0001461	Prap.g_00349	Pran.g_00460
OG0001462	Prap.g_00496	Pran.g_00535
OG0001463	Prap.g_01305	Pran.g_00170
OG0001466	Prap.g_00226	Pran.g_01414
OG0001468	Prap.g_01613	Pran.g_01132
OG0001469	Prap.g_00458	Pran.g_00062
OG0001471	Prap.g_00636	Pran.g_01757
OG0001473	Prap.g_00690	Pran.g_00178
OG0001483	Prap.g_00555	Pran.g_00882
OG0001484	Prap.g_00889	Pran.g_00809
OG0001485	Prap.g_01718	Pran.g_01029
OG0001486	Prap.g_00838	Pran.g_00448
OG0001488	Prap.g_00998	Pran.g_00260
OG0001490	Prap.g_01716	Pran.g_01793
OG0001504	Prap.g_00843	Pran.g_00444
OG0001506	Prap.g_00503	Pran.g_00147
OG0001508	Prap.g_01814	Pran.g_00629
OG0001509	Prap.g_01112	Pran.g_01051
OG0001519	Prap.g_01905	Pran.g_01803
OG0001520	Prap.g_01792	Pran.g_01391
OG0001521	Prap.g_00893	Pran.g_01031
OG0001526	Prap.g_00656	Pran.g_00417
OG0001530	Prap.g_01793	Pran.g_01392
OG0001558	Prap.g_00019	Pran.g_00901
OG0001574	Prap.g_00609	Pran.g_01768
OG0001580	Prap.g_00085	Pran.g_00802
OG0001581	Prap.g_00088	Pran.g_00799
OG0001587	Prap.g_00898	Pran.g_00916
OG0001588	Prap.g_00517	Pran.g_00595
OG0001617	Prap.g_00103	Pran.g_00861
OG0001618	Prap.g_00537	Pran.g_01836
OG0001694	Prap.g_01341	Pran.g_00817
OG0001711	Prap.g_00579, Prap.g_01837	Pran.g_00910
OG0001795	Prap.g_01206	Pran.g_01615
OG0001798	Prap.g_01809	Pran.g_00934
OG0001828	Prap.g_01842	Pran.g_00086
OG0001844	Prap.g_00089	Pran.g_00798
OG0001908	Prap.g_00090	Pran.g_00797
OG0001951	Prap.g_00094	Pran.g_00795
OG0001952	Prap.g_00086	Pran.g_00801
OG0001986	Prap.g_00096	Pran.g_00793
OG0001987	Prap.g_00087	Pran.g_00800
OG0002025	Prap.g_00092	Pran.g_00757
OG0002124	Prap.g_01943	Pran.g_00776
OG0002125	Prap.g_01938	Pran.g_00781
OG0002126	Prap.g_01939	Pran.g_00780
OG0002127	Prap.g_01936	Pran.g_00779
OG0002129	Prap.g_00533	Pran.g_01809
OG0002133	Prap.g_00084	Pran.g_00804
OG0002136	Prap.g_00544	Pran.g_00945
