Orthogroup	Prap	Pras
OG0001168	Prap.g_01584	Pras.g_00739
OG0001169	Prap.g_01583	Pras.g_00740
OG0001170	Prap.g_01582	Pras.g_00741
OG0001171	Prap.g_01581	Pras.g_00742
OG0001172	Prap.g_01579	Pras.g_00744
OG0001173	Prap.g_01577	Pras.g_00746
OG0001174	Prap.g_01576	Pras.g_00747
OG0001175	Prap.g_01575	Pras.g_00748
OG0001176	Prap.g_01573	Pras.g_00749
OG0001177	Prap.g_01571	Pras.g_00751
OG0001178	Prap.g_01568	Pras.g_00754
OG0001179	Prap.g_01567	Pras.g_00755
OG0001180	Prap.g_01566	Pras.g_00756
OG0001181	Prap.g_01565	Pras.g_00757
OG0001182	Prap.g_01564	Pras.g_00758
OG0001183	Prap.g_01563	Pras.g_00759
OG0001184	Prap.g_01561	Pras.g_00762
OG0001185	Prap.g_01559	Pras.g_00765
OG0001186	Prap.g_01558	Pras.g_00766
OG0001187	Prap.g_01557	Pras.g_00768
OG0001188	Prap.g_01556	Pras.g_00769
OG0001189	Prap.g_01555	Pras.g_00770
OG0001190	Prap.g_01554	Pras.g_00771
OG0001191	Prap.g_01553	Pras.g_00772
OG0001192	Prap.g_01552	Pras.g_00773
OG0001193	Prap.g_01551	Pras.g_00774
OG0001194	Prap.g_01550	Pras.g_00775
OG0001195	Prap.g_01549	Pras.g_00776
OG0001196	Prap.g_01548	Pras.g_00777
OG0001197	Prap.g_01547	Pras.g_00778
OG0001198	Prap.g_01546	Pras.g_00779
OG0001199	Prap.g_01545	Pras.g_00780
OG0001200	Prap.g_01544	Pras.g_00781
OG0001201	Prap.g_01543	Pras.g_00782
OG0001202	Prap.g_01542	Pras.g_00783
OG0001203	Prap.g_01541	Pras.g_00785
OG0001204	Prap.g_01539	Pras.g_00787
OG0001205	Prap.g_01537	Pras.g_00788
OG0001206	Prap.g_01536	Pras.g_00789
OG0001207	Prap.g_01535	Pras.g_00790
OG0001208	Prap.g_01534	Pras.g_00791
OG0001209	Prap.g_01533	Pras.g_00792
OG0001210	Prap.g_01532	Pras.g_00793
OG0001211	Prap.g_01531	Pras.g_00794
OG0001212	Prap.g_01530	Pras.g_00795
OG0001213	Prap.g_01529	Pras.g_00796
OG0001214	Prap.g_01527	Pras.g_00798
OG0001215	Prap.g_01526	Pras.g_00799
OG0001216	Prap.g_01525	Pras.g_00800
OG0001217	Prap.g_01524	Pras.g_00801
OG0001218	Prap.g_01523	Pras.g_00802
OG0001219	Prap.g_01520	Pras.g_00804
OG0001220	Prap.g_01519	Pras.g_00805
OG0001221	Prap.g_01515	Pras.g_00808
OG0001222	Prap.g_01514	Pras.g_00809
OG0001223	Prap.g_01513	Pras.g_00810
OG0001224	Prap.g_01511	Pras.g_00812
OG0001225	Prap.g_01510	Pras.g_00813
OG0001226	Prap.g_01509	Pras.g_00814
OG0001227	Prap.g_01508	Pras.g_00815
OG0001228	Prap.g_01507	Pras.g_00816
OG0001229	Prap.g_01506	Pras.g_00817
OG0001230	Prap.g_01505	Pras.g_00818
OG0001231	Prap.g_01504	Pras.g_00819
OG0001232	Prap.g_01501	Pras.g_00820
OG0001233	Prap.g_01500	Pras.g_00821
OG0001234	Prap.g_01499	Pras.g_00822
OG0001235	Prap.g_01498	Pras.g_00823
OG0001236	Prap.g_01496	Pras.g_00825
OG0001237	Prap.g_01495	Pras.g_00826
OG0001238	Prap.g_01492	Pras.g_00828
OG0001239	Prap.g_01491	Pras.g_00829
OG0001240	Prap.g_01490	Pras.g_00830
OG0001241	Prap.g_01874	Pras.g_00832
OG0001242	Prap.g_01873	Pras.g_00834
OG0001243	Prap.g_01872	Pras.g_00835
OG0001244	Prap.g_01871	Pras.g_00836
OG0001245	Prap.g_01870	Pras.g_00837
OG0001246	Prap.g_01869	Pras.g_00838
OG0001247	Prap.g_01868	Pras.g_00839
OG0001248	Prap.g_00056	Pras.g_00840
OG0001249	Prap.g_00055	Pras.g_00841
OG0001250	Prap.g_00054	Pras.g_00842
OG0001251	Prap.g_01086	Pras.g_00943
OG0001252	Prap.g_01036	Pras.g_00989
OG0001253	Prap.g_01021	Pras.g_01001
OG0001254	Prap.g_01429	Pras.g_01133
OG0001255	Prap.g_01373	Pras.g_01186
OG0001257	Prap.g_01285	Pras.g_01360
OG0001258	Prap.g_01269	Pras.g_01376
OG0001259	Prap.g_01178	Pras.g_01466
OG0001260	Prap.g_00693	Pras.g_01648
OG0001261	Prap.g_00747	Pras.g_01735
OG0001262	Prap.g_00730	Pras.g_01751
OG0001263	Prap.g_00477	Pras.g_01772
OG0001264	Prap.g_00859	Pras.g_01800
OG0001265	Prap.g_00300	Pras.g_01910
OG0001266	Prap.g_01129	Pras.g_01958
OG0001267	Prap.g_00474	Pras.g_00040
OG0001268	Prap.g_00459	Pras.g_00053
OG0001269	Prap.g_01927	Pras.g_00233
OG0001270	Prap.g_00164	Pras.g_00391
OG0001272	Prap.g_01120	Pras.g_00446
OG0001273	Prap.g_00238	Pras.g_00447
OG0001274	Prap.g_01907	Pras.g_00452
OG0001275	Prap.g_00531	Pras.g_00467
OG0001276	Prap.g_00321	Pras.g_00144
OG0001277	Prap.g_01820	Pras.g_00489
OG0001278	Prap.g_01788	Pras.g_00542
OG0001279	Prap.g_01784	Pras.g_00546
OG0001280	Prap.g_01781	Pras.g_00549
OG0001281	Prap.g_01710	Pras.g_00616
OG0001282	Prap.g_01774	Pras.g_00641
OG0001283	Prap.g_01600	Pras.g_00725
OG0001284	Prap.g_01569	Pras.g_00753
OG0001285	Prap.g_01540	Pras.g_00786
OG0001286	Prap.g_01488	Pras.g_00831
OG0001287	Prap.g_01906	Pras.g_00530
OG0001288	Prap.g_01329	Pras.g_01315
OG0001290	Prap.g_00924	Pras.g_00872
OG0001292	Prap.g_00876	Pras.g_00925
OG0001294	Prap.g_01085	Pras.g_00944
OG0001295	Prap.g_01055	Pras.g_00970
OG0001296	Prap.g_01048	Pras.g_00976
OG0001297	Prap.g_00970	Pras.g_01050
OG0001298	Prap.g_01468	Pras.g_01095
OG0001299	Prap.g_01459	Pras.g_01104
OG0001300	Prap.g_00541	Pras.g_01226
OG0001301	Prap.g_00390	Pras.g_01513
OG0001302	Prap.g_01899, Prap.g_01848	Pras.g_01653
OG0001303	Prap.g_00519	Pras.g_01657
OG0001304	Prap.g_00699	Pras.g_01925
OG0001305	Prap.g_00704	Pras.g_01930
OG0001306	Prap.g_01502	Pras.g_01966
OG0001307	Prap.g_00542	Pras.g_01975
OG0001308	Prap.g_00228	Pras.g_00001
OG0001309	Prap.g_01538	Pras.g_00003
OG0001310	Prap.g_00035	Pras.g_00014
OG0001311	Prap.g_00423	Pras.g_00084
OG0001312	Prap.g_01926	Pras.g_00234
OG0001313	Prap.g_01344	Pras.g_00450
OG0001315	Prap.g_01720	Pras.g_00608
OG0001316	Prap.g_01604	Pras.g_00721
OG0001318	Prap.g_01033	Pras.g_00992
OG0001319	Prap.g_01474	Pras.g_01090
OG0001320	Prap.g_01919	Pras.g_01345
OG0001321	Prap.g_01130	Pras.g_01659
OG0001322	Prap.g_00505	Pras.g_01682
OG0001323	Prap.g_00870	Pras.g_01950
OG0001324	Prap.g_00647	Pras.g_01983
OG0001325	Prap.g_00607	Pras.g_00007
OG0001326	Prap.g_01911	Pras.g_00175
OG0001327	Prap.g_00227	Pras.g_00177
OG0001329	Prap.g_01493	Pras.g_00270
OG0001330	Prap.g_00210	Pras.g_00443
OG0001331	Prap.g_01783	Pras.g_00547
OG0001332	Prap.g_01731	Pras.g_00597
OG0001333	Prap.g_01638	Pras.g_00691
OG0001334	Prap.g_01578	Pras.g_00745
OG0001336	Prap.g_01046	Pras.g_00979
OG0001337	Prap.g_01056	Pras.g_00969
OG0001338	Prap.g_00580	Pras.g_00995
OG0001339	Prap.g_00966	Pras.g_01054
OG0001340	Prap.g_01463	Pras.g_01100
OG0001341	Prap.g_01450	Pras.g_01113
OG0001342	Prap.g_01430	Pras.g_01132
OG0001343	Prap.g_01367	Pras.g_01192
OG0001345	Prap.g_01332	Pras.g_01312
OG0001346	Prap.g_01295	Pras.g_01350
OG0001347	Prap.g_01281	Pras.g_01364
OG0001349	Prap.g_01258	Pras.g_01387
OG0001350	Prap.g_01253	Pras.g_01392
OG0001351	Prap.g_01192	Pras.g_01453
OG0001352	Prap.g_00819	Pras.g_01558
OG0001353	Prap.g_00942	Pras.g_01579
OG0001354	Prap.g_00692	Pras.g_00884
OG0001355	Prap.g_00740	Pras.g_01741
OG0001356	Prap.g_00662	Pras.g_01786
OG0001357	Prap.g_00285	Pras.g_01888
OG0001358	Prap.g_00299	Pras.g_01909
OG0001359	Prap.g_01878	Pras.g_00027
OG0001360	Prap.g_01877	Pras.g_00028
OG0001361	Prap.g_00402	Pras.g_00107
OG0001362	Prap.g_00610	Pras.g_00152
OG0001364	Prap.g_00196	Pras.g_00423
OG0001365	Prap.g_00894	Pras.g_00482
OG0001366	Prap.g_01741	Pras.g_00587
OG0001368	Prap.g_01570	Pras.g_00752
OG0001369	Prap.g_00301	Pras.g_01911
OG0001371	Prap.g_00884	Pras.g_00919
OG0001372	Prap.g_00882	Pras.g_00920
OG0001373	Prap.g_00875	Pras.g_00926
OG0001374	Prap.g_01091	Pras.g_00938
OG0001375	Prap.g_01038	Pras.g_00986
OG0001376	Prap.g_01478	Pras.g_01086
OG0001377	Prap.g_01454	Pras.g_01108
OG0001378	Prap.g_01437	Pras.g_01124
OG0001379	Prap.g_00162	Pras.g_01215
OG0001382	Prap.g_01303	Pras.g_01338
OG0001383	Prap.g_01256	Pras.g_01389
OG0001384	Prap.g_01248	Pras.g_01397
OG0001385	Prap.g_00359	Pras.g_01542
OG0001386	Prap.g_00827	Pras.g_01550
OG0001387	Prap.g_00825	Pras.g_01552
OG0001388	Prap.g_00814	Pras.g_01562
OG0001389	Prap.g_00342	Pras.g_01611
OG0001390	Prap.g_00511	Pras.g_01647
OG0001391	Prap.g_00689	Pras.g_01687
OG0001392	Prap.g_00663	Pras.g_01785
OG0001393	Prap.g_00661	Pras.g_01787
OG0001394	Prap.g_00853	Pras.g_01806
OG0001395	Prap.g_00850	Pras.g_01809
OG0001396	Prap.g_01817	Pras.g_01892
OG0001397	Prap.g_00312	Pras.g_01919
OG0001398	Prap.g_00712	Pras.g_01938
OG0001399	Prap.g_00671	Pras.g_01948
OG0001400	Prap.g_00528	Pras.g_01956
OG0001401	Prap.g_00040	Pras.g_01963
OG0001402	Prap.g_00471	Pras.g_00042
OG0001403	Prap.g_00562	Pras.g_00210
OG0001404	Prap.g_00315	Pras.g_00241
OG0001405	Prap.g_00060	Pras.g_00251
OG0001406	Prap.g_00163	Pras.g_00390
OG0001407	Prap.g_00166	Pras.g_00393
OG0001408	Prap.g_00211	Pras.g_00444
OG0001409	Prap.g_01858	Pras.g_00457
OG0001414	Prap.g_00509	Pras.g_00913
OG0001417	Prap.g_00826	Pras.g_01551
OG0001418	Prap.g_00598	Pras.g_01660
OG0001419	Prap.g_00684	Pras.g_01691
OG0001420	Prap.g_00659	Pras.g_01789
OG0001422	Prap.g_00616	Pras.g_01953
OG0001423	Prap.g_00620	Pras.g_00029
OG0001424	Prap.g_00214	Pras.g_00121
OG0001425	Prap.g_00524	Pras.g_00462
OG0001427	Prap.g_01843	Pras.g_01225
OG0001428	Prap.g_00093	Pras.g_00279
OG0001428	Prap.g_00095	Pras.g_00277
OG0001430	Prap.g_00030	Pras.g_01902
OG0001431	Prap.g_00038	Pras.g_01954
OG0001432	Prap.g_00527	Pras.g_01957
OG0001434	Prap.g_01819, Prap.g_01914	Pras.g_00227
OG0001435	Prap.g_00492	Pras.g_00456
OG0001440	Prap.g_00304	Pras.g_01913
OG0001441	Prap.g_01894	Pras.g_01993
OG0001443	Prap.g_00475	Pras.g_00039
OG0001444	Prap.g_00436	Pras.g_00075
OG0001445	Prap.g_01890	Pras.g_00167
OG0001446	Prap.g_01889	Pras.g_00169
OG0001447	Prap.g_00482	Pras.g_00170
OG0001449	Prap.g_00083	Pras.g_00292
OG0001451	Prap.g_00633	Pras.g_01277, Pras.g_01276
OG0001454	Prap.g_01311	Pras.g_01220
OG0001455	Prap.g_00629	Pras.g_00133
OG0001457	Prap.g_00794	Pras.g_01578
OG0001458	Prap.g_00625	Pras.g_01646
OG0001460	Prap.g_01125	Pras.g_01763
OG0001461	Prap.g_00349	Pras.g_01832
OG0001462	Prap.g_00496	Pras.g_01901
OG0001463	Prap.g_01305	Pras.g_01947
OG0001465	Prap.g_00520	Pras.g_00172
OG0001466	Prap.g_00226	Pras.g_00535
OG0001468	Prap.g_01613	Pras.g_00714
OG0001469	Prap.g_00458	Pras.g_00054
OG0001471	Prap.g_00636	Pras.g_01295
OG0001473	Prap.g_00690	Pras.g_01771
OG0001482	Prap.g_01884	Pras.g_00510, Pras.g_00495
OG0001485	Prap.g_01718	Pras.g_00610
OG0001488	Prap.g_00998	Pras.g_01023
OG0001489	Prap.g_01688	Pras.g_01228
OG0001490	Prap.g_01716	Pras.g_01255
OG0001492	Prap.g_00749	Pras.g_01733
OG0001504	Prap.g_00843	Pras.g_01816
OG0001508	Prap.g_01814	Pras.g_00455
OG0001509	Prap.g_01112	Pras.g_00631
OG0001519	Prap.g_01905	Pras.g_01241
OG0001521	Prap.g_00893	Pras.g_00612
OG0001522	Prap.g_00018, Prap.g_01859	Pras.g_00536
OG0001526	Prap.g_00656	Pras.g_01790
OG0001535	Prap.g_00718	Pras.g_01759
OG0001541	Prap.g_00003	Pras.g_00298, Pras.g_00307
OG0001544	Prap.g_01902	Pras.g_00130
OG0001545	Prap.g_00862	Pras.g_01797
OG0001558	Prap.g_00019	Pras.g_01642
OG0001574	Prap.g_00609	Pras.g_00143
OG0001579	Prap.g_00097	Pras.g_00293
OG0001593	Prap.g_01304	Pras.g_01337
OG0001617	Prap.g_00103	Pras.g_00225
OG0001618	Prap.g_00537	Pras.g_00226
OG0001627	Prap.g_01866	Pras.g_00229
OG0001631	Prap.g_01134	Pras.g_00115
OG0001637	Prap.g_00644	Pras.g_01639
OG0001720	Prap.g_00895	Pras.g_00300
OG0001736	Prap.g_00842	Pras.g_01817
OG0001869	Prap.g_01935	Pras.g_00284, Pras.g_00287
OG0001878	Prap.g_01832	Pras.g_00888
OG0001951	Prap.g_00094	Pras.g_00278
OG0001986	Prap.g_00096	Pras.g_00276
OG0002025	Prap.g_00092	Pras.g_00283
OG0002111	Prap.g_01833	Pras.g_00887
OG0002133	Prap.g_00084	Pras.g_00274
